API Well Number,Permit Type,APD Received Date,APD Approved Date,Company Number,Company Name,Bottom Area Code,Bottom Block Number,Bottom Lease Number,Surface Area Code,Surface Block Number,Surface Lease Number,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Well Type,Well Name,Well Name Suffix,Water Depth (feet),Rig ID Number,Rig Name,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
608124006001,Revised Sidetrack,3/22/2019,3/22/2019,00078,Chevron U.S.A. Inc.,WR,29,G16942,WR,29,G16942,7573,S,6885,E,Development,A004,ST01BP00,5193,100056,NABORS MODS 400,2448315.3010,9780853.0290,26.93252741,-90.52002595
608174140401,Bypass,3/22/2019,3/26/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6698,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
608104004302,Revised Sidetrack,3/25/2019,3/25/2019,03247,Talos Energy Offshore LLC,EW,306,G07917,EW,305,G35292,8237,S,1386,E,Development,A002,ST02BP00,271,45363,VALARIS JU-75 (ENSCO 75),2612213.9580,10415116.9440,28.66569569,-89.96941465
608174093401,Revised Sidetrack,3/25/2019,3/25/2019,00981,Anadarko Petroleum Corporation,MC,127,G19925,MC,127,G19925,6796,S,3547,W,Development,A005,ST01BP00,5422,50840,BLAKE 1505,1302427,10477036.0020,28.86585705,-88.05628157
608174140500,Revised New Well,3/25/2019,3/28/2019,02481,BP Exploration & Production Inc.,MC,430,G35823,MC,430,G35823,7880,N,3090,W,Exploratory,002,ST00BP00,6276,49580,SEADRILL WEST VELA,1222769.9640,10367320.0540,28.56188917,-88.30143528
608114026507,Revised Sidetrack,3/25/2019,3/27/2019,03026,"EnVen Energy Ventures, LLC",GC,202,G07998,GC,158,G07995,3652,S,6879,E,Development,A004,ST06BP00,2985,94114,DD 202,2400800.6390,10093731.7750,27.79529957,-90.64765546
608114071600,Revised New Well,3/26/2019,3/27/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP00,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
608174140600,Revised New Well,3/26/2019,3/27/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
177124069202,,3/27/2019,3/22/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,,  001,ST00BP02,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
608104015900,Revised New Well,3/27/2019,3/28/2019,00730,Walter Oil & Gas Corporation,MC,793,G33177,EW,834,G27982,1157,N,5792,E,Development,A008,ST00BP00,1186,94115,H&P 203,2623647.9940,10231482.9550,28.16035333,-89.94830889
608054008600,Revised New Well,3/27/2019,3/29/2019,00689,Shell Offshore Inc.,AC,380,G32954,AC,380,G32954,3540,S,7360,E,Exploratory,001,ST00BP00,6216,50825,T.O. DEEPWATER THALASSA,1133120.0360,9650099.9970,26.58601472,-94.55268528
608174140600,Revised New Well,3/27/2019,3/28/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
177124069202,Bypass,3/27/2019,4/1/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,Exploratory,001,ST00BP02,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
608104015803,Bypass,3/28/2019,3/29/2019,03026,"EnVen Energy Ventures, LLC",EW,873,G12136,EW,873,G12136,6967,S,7905,E,Development,A025,ST01BP01,773,47794,NABORS MODS 200,2542334.75,10207926.5820,28.10100359,-90.20210961
177114048901,Revised Sidetrack,3/28/2019,3/28/2019,03209,"Renaissance Offshore, LLC",SS,198,G12355,SS,198,G12355,4219,N,1678,W,Development,I002,ST01BP00,100,90115,ENTERPRISE 264,2017278.0010,-30203.9270,28.58360385,-91.27951335
608174133300,Revised New Well,3/28/2019,3/28/2019,00689,Shell Offshore Inc.,MC,393,G26254,MC,393,G26254,5718,N,865,E,Exploratory,VX002,ST00BP00,7404,50160,T.O. DEEPWATER PROTEUS,1345535.3130,10385321.7540,28.61454167,-87.91936389
608114070900,Revised New Well,3/28/2019,4/1/2019,00059,Hess Corporation,GC,468,G26313,GC,468,G26313,6950,S,4890,E,Development,WI002,ST00BP00,3485,28805,DIAMOND OCEAN BLACKRHINO,2434469.9680,9986150.0210,27.49771861,-90.55017333
608174140401,Revised Bypass,3/28/2019,3/29/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6698,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
608114071600,Revised New Well,3/28/2019,4/5/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP00,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
177064099100,New Well,3/28/2019,5/7/2019,03209,"Renaissance Offshore, LLC",VR,385,G36201,VR,369,G02274,3980,S,478,E,Development,A001,ST00BP00,303,91450,VALARIS JU-102 (ENSCO 102),1617387.94,-209726.9030,28.08458306,-92.51931778
608174140600,Revised New Well,3/29/2019,4/1/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
608174140300,Revised New Well,3/29/2019,3/30/2019,00078,Chevron U.S.A. Inc.,MC,434,G35971,MC,434,G35971,6760,S,2246,W,Exploratory,002,ST00BP00,6940,51090,PACIFIC SHARAV,1285285.8970,10366120.3160,28.56031694,-88.10662639
608114061301,Revised Bypass,3/29/2019,4/3/2019,02481,BP Exploration & Production Inc.,GC,782,G15610,GC,782,G15610,7284,S,6213,E,Development,MD016,ST00BP01,4428,51323,MAD DOG SPAR RIG,2528186.9090,9875604.4790,27.18846729,-90.2687552
177104080202,,4/1/2019,3/31/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,, A003,ST01BP01,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
608114072200,New Well,4/1/2019,5/1/2019,03247,Talos Energy Offshore LLC,GC,21,G35385,GC,21,G35385,7138,N,3272,E,Exploratory,001,ST00BP00,1296,92600,NOBLE DON TAYLOR,2325208.0650,10146302.25,27.94364139,-90.87855833
608124012600,Revised New Well,4/1/2019,4/1/2019,00078,Chevron U.S.A. Inc.,WR,758,G17015,WR,758,G17015,7260,N,3640,E,Exploratory,PS003,ST00BP00,6960,100053,T.O. DEEPWATER CONQUEROR,2150600.0310,9512580.0270,26.20756667,-91.443565
608174093401,Revised Sidetrack,4/1/2019,4/4/2019,00981,Anadarko Petroleum Corporation,MC,127,G19925,MC,127,G19925,6796,S,3547,W,Development,A005,ST01BP00,5422,50840,BLAKE 1505,1302427,10477036.0020,28.86585705,-88.05628157
177104080202,Bypass,4/1/2019,4/1/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,Development,A003,ST01BP01,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
608174087704,Revised Sidetrack,4/1/2019,4/1/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP00,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608114032201,Revised Sidetrack,4/1/2019,4/12/2019,00981,Anadarko Petroleum Corporation,GC,645,G11081,GC,645,G11081,6180,S,1115,W,Development,A011,ST01BP00,4344,47715,HOLSTEIN SPAR RIG,2440475.3470,9922019.8190,27.32107733,-90.53557644
177124069202,Revised Bypass,4/1/2019,4/3/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,Exploratory,001,ST00BP02,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
608174141000,New Well,4/2/2019,6/7/2019,02481,BP Exploration & Production Inc.,MC,776,G09866,MC,776,G09866,6006,S,3691,E,Development,009,ST00BP00,5739,49580,SEADRILL WEST VELA,1136788.9930,10238645.9670,28.205145,-88.56408389
177104169000,Revised New Well,4/2/2019,4/2/2019,02628,"Arena Offshore, LP",EI,275,G24910,EI,275,G24910,5710,S,537,E,Development,K002,ST00BP00,182,45642,WFD 300,1954396.3750,-86861.85,28.42775056,-91.4751675
608054005801,Bypass,4/2/2019,4/3/2019,00689,Shell Offshore Inc.,AC,812,G24593,AC,857,G17565,2734,N,4007,W,Development,GA021,ST00BP01,7817,46810,H&P 205,1017767.4090,9485426.1870,26.128749,-94.8981916
608054005500,Revised New Well,4/2/2019,11/27/2019,00689,Shell Offshore Inc.,AC,857,G17565,AC,857,G17565,2575,N,3986,W,Development,GA017,ST00BP00,7821,46810,H&P 205,1017746.0040,9485584.9950,26.129185,-94.89826389
608114026507,Revised Sidetrack,4/2/2019,4/9/2019,03026,"EnVen Energy Ventures, LLC",GC,202,G07998,GC,158,G07995,3652,S,6879,E,Development,A004,ST06BP00,2985,94114,DD 202,2400800.6390,10093731.7750,27.79529957,-90.64765546
608174141200,New Well,4/3/2019,6/20/2019,00689,Shell Offshore Inc.,MC,812,G34461,MC,812,G34461,3954,N,3987,E,Development,K006,ST00BP00,4497,35000,T.O. DEEPWATER PONTUS,1009772.9780,10228686.0450,28.17267944,-88.95788056
608174011202,Revised Sidetrack,4/3/2019,4/8/2019,03026,"EnVen Energy Ventures, LLC",MC,194,G02638,MC,194,G02638,356,N,139,E,Development,A031,ST02BP00,1024,50399,NABORS 202,981941,10454043.9990,28.79107683,-89.05621507
608174140401,Revised Bypass,4/3/2019,4/8/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6698,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
608174133300,Revised New Well,4/4/2019,4/4/2019,00689,Shell Offshore Inc.,MC,393,G26254,MC,393,G26254,5718,N,865,E,Exploratory,VX002,ST00BP00,7404,50160,T.O. DEEPWATER PROTEUS,1345535.3130,10385321.7540,28.61454167,-87.91936389
608054008500,Revised New Well,4/4/2019,4/9/2019,00689,Shell Offshore Inc.,AC,772,G35153,AC,772,G35153,4545,N,5924,E,Exploratory,002,ST00BP00,8500,35000,T.O. DEEPWATER PONTUS,1071196.0380,9515294.9540,26.21297389,-94.73659028
177164036300,Revised New Well,4/4/2019,4/9/2019,00730,Walter Oil & Gas Corporation,ST,320,G24990,ST,311,G31418,4399,N,6152,E,Development,A003,ST00BP00,392,94104,H&P 100,2258293.9780,-197922.4480,28.11999778,-90.53242694
608174087705,,4/5/2019,4/5/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,,SS003,ST01BP01,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608174120803,Revised Bypass,4/5/2019,4/8/2019,00689,Shell Offshore Inc.,MC,806,G07962,MC,807,G07963,7043,N,319,W,Exploratory,MB002,ST00BP03,3039,2385,OLYMPUS N88,919038.5260,10225597.3910,28.15987109,-89.23923067
608124006001,Revised Sidetrack,4/5/2019,4/5/2019,00078,Chevron U.S.A. Inc.,WR,29,G16942,WR,29,G16942,7573,S,6885,E,Development,A004,ST01BP00,5193,100056,NABORS MODS 400,2448315.3010,9780853.0290,26.93252741,-90.52002595
608114071600,Revised New Well,4/5/2019,4/5/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP00,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
608174049303,Revised Sidetrack,4/5/2019,4/9/2019,00689,Shell Offshore Inc.,MC,807,G07963,MC,807,G07963,3658,N,5687,W,Development,A018,ST03BP00,2945,94113,H&P 201,924407,10228981.9980,28.1694484,-89.22276904
608174087705,Bypass,4/5/2019,4/5/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP01,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
177124069203,,4/8/2019,4/8/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,,  001,ST01BP00,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
608114071600,Revised New Well,4/8/2019,4/10/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP00,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
608174140600,Revised New Well,4/8/2019,4/8/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
177104080202,Revised Bypass,4/8/2019,4/8/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,Development,A003,ST01BP01,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
177124069203,Sidetrack,4/8/2019,4/11/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,Exploratory,001,ST01BP00,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
177114048901,Revised Sidetrack,4/8/2019,5/21/2019,03209,"Renaissance Offshore, LLC",SS,198,G12355,SS,198,G12355,4219,N,1678,W,Development,I002,ST01BP00,100,90115,ENTERPRISE 264,2017278.0010,-30203.9270,28.58360385,-91.27951335
608114070900,Revised New Well,4/9/2019,4/9/2019,00059,Hess Corporation,GC,468,G26313,GC,468,G26313,6950,S,4890,E,Development,WI002,ST00BP00,3485,28805,DIAMOND OCEAN BLACKRHINO,2434469.9680,9986150.0210,27.49771861,-90.55017333
608174011202,Revised Sidetrack,4/9/2019,4/9/2019,03026,"EnVen Energy Ventures, LLC",MC,194,G02638,MC,194,G02638,356,N,139,E,Development,A031,ST02BP00,1024,50399,NABORS 202,981941,10454043.9990,28.79107683,-89.05621507
177174098900,Revised New Well,4/9/2019,4/9/2019,03481,"Cantium, LLC",GI,26, 00391,GI,26, 00391,2898,N,4394,E,Development,001,ST00BP00,50,50760,VALARIS JU-145 (ROWAN EXL III),2394233.5780,153121.0480,29.08188833,-90.09921556
608174140600,Revised New Well,4/9/2019,4/10/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
608174140401,Revised Bypass,4/9/2019,4/12/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6693,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
177094102402,Sidetrack,4/10/2019,5/9/2019,02628,"Arena Offshore, LP",EI,182,G04452,EI,182,G04452,3464,N,3829,W,Development,A018,ST02BP00,88,91226,WFD 250,1883651.7220,34451.2990,28.7608926,-91.69638846
177164036300,Revised New Well,4/10/2019,4/19/2019,00730,Walter Oil & Gas Corporation,ST,320,G24990,ST,311,G31418,4399,N,6152,E,Development,A003,ST00BP00,392,94104,H&P 100,2258293.9780,-197922.4480,28.11999778,-90.53242694
608174049303,Revised Sidetrack,4/10/2019,4/12/2019,00689,Shell Offshore Inc.,MC,807,G07963,MC,807,G07963,3658,N,5687,W,Development,A018,ST03BP00,2945,94113,H&P 201,924407,10228981.9980,28.1694484,-89.22276904
608114071600,Revised New Well,4/10/2019,4/11/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP00,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
177174098900,Revised New Well,4/10/2019,4/11/2019,03481,"Cantium, LLC",GI,26, 00391,GI,26, 00391,2898,N,4394,E,Development,001,ST00BP00,50,50760,VALARIS JU-145 (ROWAN EXL III),2394233.5780,153121.0480,29.08188833,-90.09921556
608054008600,Revised New Well,4/10/2019,4/12/2019,00689,Shell Offshore Inc.,AC,380,G32954,AC,380,G32954,3540,S,7360,E,Exploratory,001,ST00BP00,6216,50825,T.O. DEEPWATER THALASSA,1133120.0360,9650099.9970,26.58601472,-94.55268528
608104015900,Revised New Well,4/10/2019,4/11/2019,00730,Walter Oil & Gas Corporation,MC,793,G33177,EW,834,G27982,1157,N,5792,E,Development,A008,ST00BP00,1186,94115,H&P 203,2623647.9940,10231482.9550,28.16035333,-89.94830889
608174087706,,4/11/2019,4/11/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,,SS003,ST01BP02,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608054008500,Revised New Well,4/11/2019,4/11/2019,00689,Shell Offshore Inc.,AC,772,G35153,AC,772,G35153,4545,N,5924,E,Exploratory,002,ST00BP00,8500,35000,T.O. DEEPWATER PONTUS,1071196.0380,9515294.9540,26.21297389,-94.73659028
608114070900,Revised New Well,4/11/2019,4/12/2019,00059,Hess Corporation,GC,468,G26313,GC,468,G26313,6950,S,4890,E,Development,WI002,ST00BP00,3485,28805,DIAMOND OCEAN BLACKRHINO,2434469.9680,9986150.0210,27.49771861,-90.55017333
608174011202,Revised Sidetrack,4/11/2019,4/11/2019,03026,"EnVen Energy Ventures, LLC",MC,194,G02638,MC,194,G02638,356,N,139,E,Development,A031,ST02BP00,1024,50399,NABORS 202,981941,10454043.9990,28.79107683,-89.05621507
608114071300,Revised New Well,4/11/2019,7/18/2019,02481,BP Exploration & Production Inc.,GC,826,G09982,GC,825,G09981,5422,N,3335,E,Development,010,ST00BP00,4959,49560,SEADRILL WEST AURIGA,2515224.5040,9862897.9720,27.15430917,-90.30943667
608174093401,Revised Sidetrack,4/11/2019,4/25/2019,00981,Anadarko Petroleum Corporation,MC,127,G19925,MC,127,G19925,6796,S,3547,W,Development,A005,ST01BP00,5422,50840,BLAKE 1505,1302427,10477036.0020,28.86585705,-88.05628157
608174087706,Bypass,4/11/2019,4/12/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP02,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
177124069203,Revised Sidetrack,4/12/2019,5/1/2019,03310,"GulfSlope Energy, Inc.",SS,336,G35244,SS,336,G35244,1878,S,754,W,Exploratory,001,ST01BP00,304,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2109953.64,-205607.1870,28.1009028,-90.99246035
608114026507,Revised Sidetrack,4/12/2019,4/12/2019,03026,"EnVen Energy Ventures, LLC",GC,202,G07998,GC,158,G07995,3652,S,6879,E,Development,A004,ST06BP00,2985,94114,DD 202,2400800.6390,10093731.7750,27.79529957,-90.64765546
608174140401,Revised Bypass,4/12/2019,4/15/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6693,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
177104080203,,4/14/2019,4/12/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,, A003,ST02BP00,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
177104080203,Sidetrack,4/14/2019,4/15/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,Development,A003,ST02BP00,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
608174140600,Revised New Well,4/15/2019,4/15/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
608174120403,Revised Sidetrack,4/15/2019,4/15/2019,00689,Shell Offshore Inc.,MC,984,G22919,MC,940,G31534,727,S,7631,E,Exploratory,VA002,ST02BP00,4004,50170,T.O. DEEPWATER POSEIDON,942768.6730,10170007.1740,28.00820286,-89.16254778
608174049303,Revised Sidetrack,4/15/2019,4/15/2019,00689,Shell Offshore Inc.,MC,807,G07963,MC,807,G07963,3658,N,5687,W,Development,A018,ST03BP00,2945,94113,H&P 201,924407,10228981.9980,28.1694484,-89.22276904
608174140600,Revised New Well,4/15/2019,4/15/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
608174087707,Bypass,4/15/2019,4/16/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP03,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608174140401,Revised Bypass,4/15/2019,4/16/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6693,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
608114071601,,4/17/2019,4/19/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,,TA009,ST00BP01,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
608114071601,Bypass,4/17/2019,4/23/2019,03035,Fieldwood Energy Offshore LLC,GC,200,G12209,GC,200,G12209,7492,S,5759,E,Exploratory,TA009,ST00BP01,2531,100033,VALARIS DS-16 (ROWAN RESOLUTE),2370241.0060,10081732.0080,27.7638825,-90.74281611
608174140401,Revised Bypass,4/17/2019,4/17/2019,02481,BP Exploration & Production Inc.,MC,520,G09821,MC,520,G09821,6611,N,3083,E,Exploratory,005,ST00BP01,6693,51181,SEADRILL WEST CAPRICORN,1264117.0360,10336908.9510,28.47940722,-88.17169111
608174138400,Revised New Well,4/17/2019,5/30/2019,00689,Shell Offshore Inc.,MC,940,G31534,MC,940,G31534,807,S,7756,E,Exploratory,VA001,ST00BP00,4001,50170,T.O. DEEPWATER POSEIDON,942644.3790,10170086.9330,28.00841611,-89.16293722
608114072800,New Well,4/17/2019,9/27/2019,00078,Chevron U.S.A. Inc.,GC,807,G31752,GC,807,G31752,3760,S,4350,W,Exploratory,SB001,ST00BP00,4975,49959,FUGRO EXPLORER,2221949.9980,9856240.0490,27.150395,-91.21128
608124012601,Bypass,4/17/2019,4/19/2019,00078,Chevron U.S.A. Inc.,WR,758,G17015,WR,758,G17015,7260,N,3640,E,Exploratory,PS003,ST00BP01,6960,100053,T.O. DEEPWATER CONQUEROR,2150600.0310,9512580.0270,26.20756667,-91.443565
608174107301,Sidetrack,4/19/2019,6/27/2019,00689,Shell Offshore Inc.,MC,935,G07976,MC,934,G07975,2815,N,3387,E,Development,A006,ST01BP00,3851,51121,NOBLE GLOBETROTTER,851973.45,10182305.05,28.03729661,-89.44455895
608174133300,Revised New Well,4/19/2019,4/19/2019,00689,Shell Offshore Inc.,MC,393,G26254,MC,393,G26254,5718,N,865,E,Exploratory,VX002,ST00BP00,7404,50160,T.O. DEEPWATER PROTEUS,1345535.3130,10385321.7540,28.61454167,-87.91936389
608174049303,Revised Sidetrack,4/19/2019,4/22/2019,00689,Shell Offshore Inc.,MC,807,G07963,MC,807,G07963,3658,N,5687,W,Development,A018,ST03BP00,2945,94113,H&P 201,924407,10228981.9980,28.1694484,-89.22276904
608114032201,Revised Sidetrack,4/21/2019,4/25/2019,00981,Anadarko Petroleum Corporation,GC,645,G11081,GC,645,G11081,6180,S,1115,W,Development,A011,ST01BP00,4344,47715,HOLSTEIN SPAR RIG,2440475.3470,9922019.8190,27.32107733,-90.53557644
608174133300,Revised New Well,4/22/2019,4/22/2019,00689,Shell Offshore Inc.,MC,393,G26254,MC,393,G26254,5718,N,865,E,Exploratory,VX002,ST00BP00,7404,50160,T.O. DEEPWATER PROTEUS,1345535.3130,10385321.7540,28.61454167,-87.91936389
608174011202,Revised Sidetrack,4/22/2019,4/22/2019,03026,"EnVen Energy Ventures, LLC",MC,194,G02638,MC,194,G02638,356,N,139,E,Development,A031,ST02BP00,1024,50399,NABORS 202,981941,10454043.9990,28.79107683,-89.05621507
177104080203,Revised Sidetrack,4/22/2019,4/22/2019,02628,"Arena Offshore, LP",EI,341,G02914,EI,341,G02914,3781,N,5852,E,Development,A003,ST02BP00,272,91450,VALARIS JU-102 (ENSCO 102),1934059.3580,-168845.8210,28.20225708,-91.53796324
608174087707,Revised Bypass,4/22/2019,4/22/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP03,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608174140600,Revised New Well,4/22/2019,4/23/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
608174011202,Revised Sidetrack,4/22/2019,4/22/2019,03026,"EnVen Energy Ventures, LLC",MC,194,G02638,MC,194,G02638,356,N,139,E,Development,A031,ST02BP00,1024,50399,NABORS 202,981941,10454043.9990,28.79107683,-89.05621507
177174098900,Revised New Well,4/22/2019,4/24/2019,03481,"Cantium, LLC",GI,26, 00391,GI,26, 00391,2898,N,4394,E,Development,001,ST00BP00,50,50760,VALARIS JU-145 (ROWAN EXL III),2394233.5780,153121.0480,29.08188833,-90.09921556
608174087707,Revised Bypass,4/22/2019,4/22/2019,02058,"LLOG Exploration Offshore, L.L.C.",MC,199,G32301,MC,199,G32301,1786,S,7235,W,Development,SS003,ST01BP03,2528,100035,SEADRILL WEST NEPTUNE,1052675.0020,10440346,28.75659136,-88.83477439
608174133300,Revised New Well,4/23/2019,4/24/2019,00689,Shell Offshore Inc.,MC,393,G26254,MC,393,G26254,5718,N,865,E,Exploratory,VX002,ST00BP00,7404,50160,T.O. DEEPWATER PROTEUS,1345535.3130,10385321.7540,28.61454167,-87.91936389
608174140600,Revised New Well,4/24/2019,4/26/2019,01284,"W & T Offshore, Inc.",MC,800,G18292,MC,800,G18292,3975,S,5934,E,Development,002,ST00BP00,3116,92610,NOBLE SAM CROFT,817745.5710,10220775.2640,28.14111667,-89.5531
