SN_APD_CSG_INTV,SN_APD_FK,CSNG_INTV_NUM,CSNG_INTV_TYPE_CD,CSNG_INTV_NAME,CSNG_HOLESIZE,CSNG_MUD_WGT_PPG,CSNG_MUD_TYPE_CD,CSNG_FRAC_GRAD_PPG,CSNG_TOP_MD,CSNG_CEMENT_VOL,CSNG_PREVENTER_CD,CSNG_BOP_STACK_SIZE,CSNG_WELLHEAD_RATING,CSNG_ANNULAR_RATING,CSNG_BOP_RATING,CSNG_ANNULAR_TEST_PRSS,CSNG_BOP_DIV_TEST_PRSS,CSNG_MUD_TEST_PRSS,CSNG_LINER_TEST,CSNG_FORMATION_TEST_PRSS
-543050,-24565,4,L,I,14.0,16.7,SBM,16.9,22970.0,533.0,BOP,18.75,15000.0,10000.0,15000.0,7000,9700,16.7,700.0,16.9
-543051,-24565,5,L,I,12.25,16.6,SBM,17.2,24940.0,724.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11700,16.6,1400.0,17.2
-543052,-24565,6,O,O,9.875,16.5,SBM,17.6,24940.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11700,0.0,0.0,0.0
-544170,-24597,1,C,S,26.0,12.5,WBM,12.5,,5742.0,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,8.6,2000.0,12.5
-544171,-24597,2,L,I,21.5,12.0,SBM,15.2,5950.0,855.0,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,12.0,1400.0,15.2
-544172,-24597,3,C,I,16.5,14.7,SBM,16.6,,1596.0,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,14.7,6900.0,16.6
-544173,-24597,4,L,I,14.0,16.0,SBM,16.8,18400.0,1343.0,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,16.0,1000.0,16.8
-544174,-24597,5,L,I,12.25,16.3,SBM,17.1,22550.0,561.0,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,16.3,1100.0,17.1
-544175,-24597,6,O,O,9.875,16.6,OBM,17.6,,,BOP,18.75,15000.0,10000.0,15000.0,4400,11600,16.6,,
-544793,-24628,1,O,O,8.5,13.8,SBM,16.9,,,BOP,18.75,15000.0,10000.0,15000.0,6700,6700,13.8,,
-544628,-24615,1,C,C,22.0,10.2,WBM,13.0,,1527.0,DIV,21.25,3000.0,0.0,2000.0,0,250,10.2,250.0,0.0
-544629,-24615,2,C,S,17.5,12.0,WBM,15.2,,2818.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,12.0,3500.0,15.2
-544630,-24615,3,C,I,12.25,13.8,SBM,16.7,,520.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5500,13.8,4700.0,16.7
-544631,-24615,4,L,P,9.875,15.5,SBM,17.1,12100.0,518.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5500,15.5,1300.0,
-545827,-24664,4,C,I,17.5,13.9,SBM,15.3,,1876.0,BOP,18.75,15000.0,10000.0,15000.0,0,0,13.9,2600.0,15.1
-511439,-23152,1,C,S,26.0,9.8,WBM,13.1,,4181.0,BOP,18.75,15000.0,10000.0,15000.0,6800,11500,8.6,3000.0,13.1
-511440,-23152,2,L,I,21.0,12.0,SBM,14.5,7405.0,10412.0,BOP,18.75,15000.0,10000.0,15000.0,4600,8300,12.0,5500.0,14.4
-511441,-23152,3,L,I,16.5,14.1,SBM,15.6,23042.0,901.0,BOP,18.75,15000.0,10000.0,15000.0,4600,8200,14.1,2700.0,14.4
-511442,-23152,4,C,P,12.25,13.6,SBM,15.8,25223.0,12300.0,BOP,18.75,15000.0,10000.0,15000.0,4600,8200,13.6,7700.0,
-513779,-23201,1,C,C,32.0,12.0,WBM,10.5,,3216.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-513780,-23201,2,C,I,26.0,13.2,WBM,11.6,,3863.0,BOP,18.75,15000.0,10000.0,15000.0,5600,5600,8.6,4500.0,11.2
-513781,-23201,3,L,I,18.125,10.8,SBM,14.7,6700.0,1262.0,BOP,18.75,15000.0,10000.0,15000.0,5100,5100,10.9,2200.0,14.7
-513782,-23201,4,C,P,16.0,14.2,SBM,16.4,0.0,650.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8200,14.2,7700.0,16.0
-513783,-23201,5,L,P,9.875,15.0,SBM,16.4,20655.0,349.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8100,15.0,2000.0,0.0
-516879,-23283,1,C,C,32.0,9.3,WBM,10.1,,2247.0,,,,,,0,0,0.0,0.0,0.0
-516880,-23283,2,C,S,26.0,11.2,WBM,12.7,,5521.0,BOP,18.75,20000.0,10000.0,15000.0,7000,13300,8.6,4500.0,12.8
-516881,-23283,3,L,I,21.0,12.5,SBM,14.4,8310.0,663.0,BOP,18.75,20000.0,10000.0,15000.0,4700,4700,12.4,1500.0,14.4
-516882,-23283,4,L,I,19.0,13.8,SBM,15.2,3902.0,806.0,BOP,18.75,20000.0,10000.0,15000.0,5000,5100,13.7,5100.0,15.2
-516883,-23283,5,C,I,16.5,15.0,SBM,15.9,3617.0,624.0,BOP,18.75,20000.0,10000.0,15000.0,4900,5000,14.9,7000.0,15.9
-516884,-23283,6,L,I,14.5,15.4,SBM,16.3,16940.0,615.0,BOP,18.75,20000.0,10000.0,15000.0,6000,6100,15.2,1900.0,16.3
-516885,-23283,7,L,P,9.5,15.8,SBM,16.8,19150.0,384.0,BOP,18.75,20000.0,10000.0,15000.0,6800,6900,15.6,1400.0,16.8
-516886,-23283,8,O,O,6.5,16.2,SBM,17.3,,,BOP,18.75,20000.0,10000.0,15000.0,6800,6900,16.0,0.0,0.0
-518859,-23339,1,C,C,22.0,9.0,WBM,11.8,0.0,1375.0,DIV,21.25,2000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-518860,-23339,2,C,S,17.5,9.5,WBM,15.1,0.0,5583.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,3500.0,14.2
-518861,-23339,3,C,P,9.875,11.5,WBM,16.3,0.0,992.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,4000.0,0.0
-521746,-23414,1,C,C,32.0,9.0,WBM,10.3,0.0,3301.0,,,,,,0,0,0.0,0.0,0.0
-521747,-23414,2,C,S,26.0,10.5,WBM,12.1,0.0,6144.0,BOP,18.75,15000.0,10000.0,15000.0,5100,5100,8.6,4600.0,12.1
-521748,-23414,3,L,I,21.0,11.5,SBM,12.8,11699.0,1721.0,BOP,18.75,15000.0,10000.0,15000.0,4300,4300,11.3,1100.0,12.9
-521749,-23414,4,C,I,16.5,12.5,SBM,13.8,0.0,1402.0,BOP,18.75,15000.0,10000.0,15000.0,4700,4700,12.3,4200.0,13.8
-521750,-23414,5,O,O,12.25,12.8,SBM,14.5,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,4700,4700,12.8,0.0,0.0
-523518,-23547,1,C,C,35.5,9.3,WBM,10.2,0.0,2867.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-523559,-23547,2,C,C,32.0,10.0,WBM,11.2,0.0,3569.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-523560,-23547,3,C,S,28.0,10.5,WBM,11.8,0.0,4090.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,8.6,3450.0,11.8
-523561,-23547,4,L,I,22.0,11.3,SBM,13.0,5593.0,505.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,11.4,800.0,12.9
-523562,-23547,5,C,I,16.5,12.4,SBM,16.7,0.0,309.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,12.5,6000.0,15.3
-523563,-23547,6,L,I,14.0,14.8,SBM,17.1,10556.0,211.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,14.8,3500.0,16.3
-523564,-23547,7,C,P,10.25,15.7,SBM,16.4,0.0,798.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,15.6,7200.0,0.0
-524708,-23618,1,C,C,32.0,8.6,WBM,9.4,,2599.0,,,20000.0,0.0,0.0,0,0,0.0,0.0,0.0
-524709,-23618,2,C,S,26.0,10.4,WBM,11.8,,5768.0,BOP,18.75,20000.0,10000.0,15000.0,3400,3400,8.6,2900.0,11.8
-524710,-23618,3,L,I,21.0,10.2,SBM,14.8,10767.0,3880.0,BOP,18.75,20000.0,10000.0,15000.0,2900,2900,10.2,3800.0,14.8
-524711,-23618,4,C,I,19.0,13.0,SBM,15.7,,1929.0,BOP,18.75,20000.0,10000.0,15000.0,2600,7400,13.0,6900.0,15.7
-524712,-23618,5,L,I,14.5,14.7,SBM,16.0,21726.0,623.0,BOP,18.75,20000.0,10000.0,15000.0,2000,8100,14.6,2000.0,16.0
-524713,-23618,6,O,O,12.25,15.3,SBM,16.5,,,BOP,18.75,20000.0,10000.0,15000.0,1800,7800,15.3,,
-524714,-23619,1,C,C,32.0,9.0,WBM,10.5,0.0,1942.0,,,,,,0,0,0.0,0.0,0.0
-524715,-23619,2,C,S,26.0,11.9,WBM,13.3,,4424.0,BOP,18.75,20000.0,10000.0,15000.0,3400,3400,11.9,3000.0,13.3
-524716,-23619,3,L,I,21.5,12.5,SBM,14.4,5650.0,1538.0,BOP,18.75,20000.0,10000.0,15000.0,4300,4300,12.5,1400.0,14.4
-524717,-23619,4,L,I,19.0,13.5,SBM,18.3,5160.0,1538.0,BOP,18.75,20000.0,10000.0,15000.0,5600,5600,13.5,3400.0,17.0
-524718,-23619,5,C,I,16.5,15.9,SBM,18.2,,1560.0,BOP,18.75,20000.0,10000.0,15000.0,7000,9500,15.9,7500.0,17.2
-524719,-23619,6,L,I,14.0,16.0,SBM,17.3,19080.0,915.0,BOP,18.75,20000.0,10000.0,15000.0,7000,12500,16.0,2300.0,17.3
-524720,-23619,7,O,O,12.25,16.3,SBM,18.2,,,BOP,18.75,20000.0,10000.0,15000.0,7000,12500,0.0,,
-534555,-24146,1,C,C,32.0,9.9,WBM,11.2,,1745.0,,,,,,0,0,0.0,0.0,0.0
-534556,-24146,2,C,S,26.0,11.5,WBM,13.4,,3976.0,BOP,18.75,20000.0,10000.0,15000.0,7000,10100,8.6,3600.0,13.3
-534557,-24146,3,L,I,21.0,12.8,SBM,15.2,4750.0,663.0,BOP,18.75,20000.0,10000.0,15000.0,5300,5300,12.7,1400.0,15.2
-534558,-24146,4,L,I,19.0,14.9,SBM,16.8,1820.0,574.0,BOP,18.75,20000.0,10000.0,15000.0,6400,6400,14.8,6300.0,16.8
-534559,-24146,5,C,I,16.5,15.9,SBM,17.5,,441.0,BOP,18.75,20000.0,10000.0,15000.0,7600,7700,15.7,8400.0,17.5
-534560,-24146,6,L,I,14.5,16.4,SBM,18.0,19342.0,655.0,BOP,18.75,20000.0,10000.0,15000.0,7000,9400,16.2,2100.0,18.0
-534561,-24146,7,O,O,9.5,16.8,SBM,18.5,,,BOP,18.75,20000.0,10000.0,15000.0,7000,9400,16.2,,18.0
-536968,-24277,1,C,S,20.0,10.7,WBM,9.5,0.0,3335.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,9.2,3000.0,9.5
-536969,-24277,2,L,I,16.5,9.2,SBM,10.6,9816.0,1731.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,9.2,3000.0,10.3
-536970,-24277,3,C,P,14.75,9.8,SBM,10.9,0.0,286.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,9.8,3000.0,10.5
-536971,-24277,4,L,P,12.25,10.0,SBM,11.1,19141.0,204.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,10.0,3000.0,9.1
-536972,-24277,5,L,P,8.5,8.6,GSW,11.1,20585.0,85.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,8.6,3000.0,0.0
-538097,-24341,4,O,O,8.5,9.2,WBM,9.9,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,1200,1200,9.1,0.0,0.0
-538307,-24351,1,C,S,26.0,11.0,WBM,12.7,0.0,10916.0,BOP,18.75,15000.0,10000.0,15000.0,4600,4600,10.1,1500.0,12.5
-538328,-24351,2,L,I,19.25,11.3,SBM,13.3,5671.0,1963.0,BOP,18.75,15000.0,10000.0,15000.0,4600,4600,11.3,5300.0,13.2
-538329,-24351,3,L,I,16.5,12.5,SBM,15.1,17880.0,2160.0,BOP,18.75,15000.0,10000.0,15000.0,6300,6300,12.5,3100.0,14.0
-498685,-22891,7,L,P,9.875,14.7,SBM,15.6,22127.0,368.0,BOP,18.75,15000.0,10000.0,15000.0,7100,7100,14.7,1600.0,15.8
-498686,-22891,8,O,O,6.5,15.0,SBM,15.8,,,BOP,18.75,15000.0,10000.0,15000.0,7000,7400,14.4,,
-500559,-22934,1,C,C,32.0,12.0,WBM,10.5,,3210.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-500560,-22934,2,C,S,26.0,13.2,WBM,11.6,,3749.0,BOP,18.75,15000.0,10000.0,15000.0,5600,5600,8.6,4500.0,11.2
-500561,-22934,3,L,I,18.125,10.9,SBM,14.7,6700.0,719.0,BOP,18.75,15000.0,10000.0,15000.0,5400,5400,10.9,2200.0,14.7
-500562,-22934,4,C,P,16.0,14.2,SBM,16.4,,650.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8300,14.2,7800.0,16.0
-500563,-22934,5,L,P,9.875,15.2,SBM,16.4,21575.0,378.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8100,15.2,1800.0,
-501786,-22953,1,C,S,26.0,10.1,WBM,13.2,,4324.0,BOP,18.75,15000.0,10000.0,15000.0,6800,11800,8.6,3100.0,13.2
-501787,-22953,2,L,I,21.0,12.1,SBM,14.4,7276.0,8035.0,BOP,18.75,15000.0,10000.0,15000.0,5600,9100,12.1,5300.0,14.4
-501788,-22953,3,L,I,16.5,14.1,SBM,15.6,23768.0,796.0,BOP,18.75,15000.0,10000.0,15000.0,4800,8300,14.1,2700.0,14.4
-501789,-22953,4,C,P,12.25,13.4,SBM,15.7,25259.0,10817.0,BOP,18.75,15000.0,10000.0,15000.0,4900,8300,13.4,7800.0,
-501859,-22955,1,C,C,32.0,11.0,WBM,10.2,,5824.0,,,0.0,,,0,0,0.0,0.0,0.0
-501860,-22955,2,C,S,26.0,11.9,WBM,11.9,,8901.0,BOP,18.75,15000.0,10000.0,15000.0,5900,5900,8.6,3800.0,11.6
-501861,-22955,3,L,I,21.0,11.4,SBM,14.2,12050.0,477.0,BOP,18.75,15000.0,10000.0,15000.0,4900,4900,11.4,2600.0,13.5
-501862,-22955,4,C,P,16.5,13.3,SBM,15.7,,17230.0,BOP,18.75,15000.0,10000.0,15000.0,5100,7300,13.3,4300.0,14.7
-501863,-22955,5,L,I,13.5,13.8,SBM,16.2,22595.0,182.0,BOP,18.75,15000.0,10000.0,15000.0,4600,6800,14.5,1600.0,15.3
-501864,-22955,6,O,O,10.625,14.3,SBM,16.7,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,4900,7100,13.8,0.0,0.0
-502952,-22974,1,C,C,32.0,12.0,WBM,10.5,,3210.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-502953,-22974,2,C,S,26.0,13.2,WBM,11.6,,3749.0,BOP,18.75,15000.0,10000.0,15000.0,5600,5600,8.6,4500.0,11.2
-502954,-22974,3,L,I,18.125,10.9,SBM,14.7,6700.0,719.0,BOP,18.75,15000.0,10000.0,15000.0,5400,5400,10.9,2200.0,14.7
-502955,-22974,4,C,P,16.0,14.2,SBM,16.4,,650.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8300,14.2,7800.0,16.0
-502956,-22974,5,L,I,10.625,15.2,SBM,15.8,21510.0,111.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8100,15.2,1800.0,15.6
-502957,-22974,6,L,P,9.875,14.9,SBM,16.4,21260.0,377.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8100,14.9,1800.0,
-505715,-23037,1,C,C,32.0,9.5,WBM,10.2,0.0,2312.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-505668,-23034,1,L,I,16.5,12.2,SBM,14.7,15629.0,2328.0,BOP,18.75,15000.0,10000.0,15000.0,4700,4700,12.2,2400.0,13.3
-505669,-23034,2,C,P,12.25,12.6,SBM,14.7,19693.0,6615.0,BOP,18.75,15000.0,10000.0,15000.0,5800,5800,12.6,4200.0,12.8
-505670,-23034,3,O,O,8.5,10.4,WBM,15.2,,,BOP,18.75,15000.0,10000.0,15000.0,5800,5800,10.4,,
-505716,-23037,2,C,S,26.0,10.0,WBM,10.9,0.0,2705.0,BOP,18.75,15000.0,10000.0,15000.0,2400,2400,8.6,1850.0,10.9
-505717,-23037,3,L,I,22.0,10.5,SBM,11.6,5318.0,606.0,BOP,18.75,15000.0,10000.0,15000.0,2300,2300,10.5,1000.0,11.6
-505718,-23037,4,C,I,16.5,11.3,SBM,14.4,0.0,957.0,BOP,18.75,15000.0,10000.0,15000.0,4250,4250,11.3,3750.0,13.6
-505759,-23037,5,L,P,14.75,12.5,SBM,15.6,10845.0,2959.0,BOP,18.75,15000.0,10000.0,15000.0,4250,4250,12.8,1900.0,13.3
-505760,-23037,6,O,O,10.625,11.9,SBM,12.6,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,4050,4050,11.9,0.0,0.0
-506779,-23056,1,C,S,26.0,12.5,WBM,14.0,,9079.0,BOP,18.75,15000.0,10000.0,15000.0,5400,8550,8.6,3900.0,14.0
-506780,-23056,2,L,I,19.5,12.5,SBM,16.9,8400.0,4421.0,BOP,18.75,15000.0,10000.0,15000.0,4650,8550,12.5,3400.0,16.9
-506781,-23056,3,C,I,16.5,15.4,SBM,17.1,,1111.0,BOP,18.75,15000.0,10000.0,15000.0,4100,8550,15.4,6800.0,16.9
-506782,-23056,4,C,P,12.25,15.4,SBM,17.2,18290.0,3906.0,BOP,18.75,15000.0,10000.0,15000.0,4100,8550,15.4,2200.0,
-507639,-22879,3,L,I,14.5,12.8,SBM,14.8,11171.0,1170.0,BOP,18.75,15000.0,10000.0,15000.0,4400,4400,12.8,2000.0,14.8
-507833,-23082,1,C,S,26.0,9.5,WBM,11.8,,2760.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,8.6,2500.0,11.8
-507834,-23082,2,C,I,16.5,11.2,SBM,14.1,,970.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.2,3600.0,13.5
-507835,-23082,3,C,I,12.25,11.9,SBM,14.7,12726.0,1262.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7000,11.2,3100.0,14.8
-507836,-23082,4,L,P,9.875,11.7,SBM,15.3,14830.0,770.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.7,3100.0,0.0
-508105,-23091,1,C,C,26.0,8.8,GSW,9.1,0.0,1842.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-508106,-23091,2,C,S,20.0,9.0,WBM,9.8,0.0,2343.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,8.6,3000.0,9.8
-508107,-23091,3,L,I,16.5,9.3,SBM,10.2,10503.0,1032.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,9.3,2000.0,10.3
-508108,-23091,4,C,P,14.75,9.8,SBM,11.0,0.0,286.0,BOP,16.75,10000.0,5000.0,5000.0,3000,3000,9.8,3000.0,10.6
-508109,-23091,5,L,I,11.0,8.6,GSW,11.1,15183.0,94.0,BOP,16.75,10000.0,5000.0,5000.0,3500,3800,8.6,1150.0,10.1
-508110,-23091,6,L,I,11.0,8.6,GSW,11.1,16110.0,80.0,BOP,16.75,10000.0,5000.0,5000.0,3500,3800,8.6,1150.0,10.1
-508111,-23091,7,L,P,9.875,9.9,SBM,11.8,14983.0,1270.0,BOP,16.75,10000.0,5000.0,5000.0,3500,3800,8.9,4000.0,10.3
-514799,-23226,1,C,I,17.5,10.7,SBM,12.2,,827.0,BOP,18.75,15000.0,10000.0,15000.0,4100,4100,8.6,4100.0,11.7
-508259,-23094,1,C,C,32.0,11.5,WBM,9.6,0.0,2201.0,,,,,,0,0,0.0,0.0,0.0
-508260,-23094,2,C,S,26.0,12.5,WBM,11.8,0.0,5795.0,BOP,18.75,15000.0,10000.0,15000.0,6800,7400,8.6,4000.0,11.4
-508261,-23094,3,L,I,21.0,10.9,SBM,14.8,12040.0,294.0,BOP,18.75,15000.0,10000.0,15000.0,5900,6500,11.0,3800.0,14.7
-508262,-23094,4,C,C,14.75,14.1,SBM,15.7,0.0,780.0,BOP,18.75,15000.0,10000.0,15000.0,4700,6000,14.1,5500.0,15.5
-508263,-23094,5,L,P,8.5,15.1,SBM,16.7,24953.0,200.0,BOP,18.75,15000.0,10000.0,15000.0,4300,5500,15.1,6800.0,15.5
-508264,-23094,6,O,O,7.25,13.5,WBM,15.6,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,4900,6100,13.5,0.0,0.0
-514800,-23226,2,L,I,14.5,11.1,SBM,13.8,9200.0,549.0,BOP,18.75,15000.0,10000.0,15000.0,3500,3500,11.1,1900.0,11.9
-514801,-23226,3,L,P,10.625,11.1,SBM,13.8,14300.0,382.0,BOP,18.75,15000.0,10000.0,15000.0,3500,3500,11.1,2900.0,
-519019,-23342,1,L,P,12.25,11.7,SBM,12.6,10583.0,594.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5400,10.9,5400.0,12.4
-519020,-23342,2,L,I,9.875,10.9,SBM,13.3,11232.0,247.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5400,10.9,2100.0,13.2
-519021,-23342,3,L,P,8.5,12.1,SBM,13.7,11000.0,335.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5400,12.1,1650.0,13.7
-519099,-23344,1,C,C,35.5,9.3,WBM,10.2,0.0,3305.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-519100,-23344,2,C,C,32.0,10.0,WBM,11.5,0.0,3899.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-519101,-23344,3,C,S,26.0,10.8,WBM,11.8,0.0,4091.0,BOP,18.75,10000.0,10000.0,15000.0,4500,4500,11.0,3600.0,11.8
-519102,-23344,4,L,I,22.0,11.3,SBM,13.2,5687.0,505.0,BOP,18.75,10000.0,10000.0,15000.0,4500,4500,11.4,900.0,13.2
-523319,-23530,1,C,S,26.0,11.5,WBM,13.4,,6396.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,8.6,4500.0,12.5
-523917,-23577,1,C,I,16.5,12.3,SBM,15.1,3394.0,533.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7500,14.4,2350.0,14.2
-523918,-23577,2,L,I,14.75,13.2,SBM,15.6,13495.0,2352.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7500,14.4,2350.0,15.3
-524019,-23577,3,L,I,11.75,14.6,SBM,15.9,19231.0,982.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7500,14.4,2350.0,15.3
-524020,-23577,4,L,I,9.875,14.4,SBM,15.9,19750.0,938.0,BOP,18.75,15000.0,10000.0,15000.0,6460,6460,14.4,2350.0,15.6
-524021,-23577,5,O,O,6.5,15.1,SBM,16.1,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,6460,6460,14.4,0.0,0.0
-525563,-23667,1,C,C,35.5,9.3,WBM,10.2,0.0,2867.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-525564,-23667,2,C,C,32.0,10.0,WBM,11.2,0.0,3569.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-525565,-23667,3,C,S,28.0,10.5,WBM,11.8,0.0,4090.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,8.6,3450.0,11.8
-525566,-23667,4,L,I,22.0,11.3,SBM,13.0,5593.0,505.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,11.4,800.0,12.9
-525567,-23667,5,C,I,16.5,12.4,SBM,16.7,0.0,809.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,12.6,6000.0,15.3
-525568,-23667,6,L,I,14.0,14.8,SBM,17.1,10556.0,211.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,14.8,3500.0,16.3
-525569,-23667,7,C,P,10.25,15.4,SBM,16.4,0.0,550.0,BOP,18.75,10000.0,10000.0,15000.0,7000,7900,12.5,7200.0,0.0
-530897,-23968,1,C,S,26.0,12.0,WBM,13.2,,4795.0,BOP,18.75,15000.0,10000.0,15000.0,6100,10000,8.6,3000.0,13.7
-496207,-22778,2,C,S,28.0,12.5,WBM,13.3,0.0,5130.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7000,12.5,3247.0,13.3
-496208,-22778,3,L,I,22.0,12.5,WBM,15.4,3500.0,3247.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7000,12.5,2000.0,14.9
-496209,-22778,4,L,I,20.0,14.3,SBM,16.8,3000.0,3075.0,BOP,18.75,15000.0,10000.0,15000.0,6000,7000,14.3,2800.0,16.1
-496210,-22778,5,C,I,17.0,15.4,SBM,17.8,0.0,3434.0,BOP,18.75,15000.0,10000.0,15000.0,6000,10000,15.4,9000.0,17.0
-496211,-22778,6,L,I,14.75,15.9,SBM,18.5,16398.0,2954.0,BOP,18.75,15000.0,10000.0,15000.0,6000,10000,15.9,4500.0,17.5
-496212,-22778,7,C,P,12.25,16.2,SBM,18.5,0.0,2895.0,BOP,18.75,15000.0,10000.0,15000.0,6000,10000,16.2,5000.0,0.0
-497050,-22812,1,C,C,35.5,9.3,WBM,10.2,0.0,3365.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-497051,-22812,2,C,C,32.0,10.0,WBM,11.2,0.0,3649.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-497052,-22812,3,C,S,28.0,10.5,WBM,11.8,0.0,4764.0,BOP,18.75,10000.0,10000.0,15000.0,5850,5850,11.0,3400.0,11.8
-497053,-22812,4,L,I,22.0,11.3,SBM,13.1,5590.0,505.0,BOP,18.75,10000.0,10000.0,15000.0,5850,5850,11.4,800.0,12.9
-497054,-22812,5,C,I,16.5,12.6,SBM,16.7,0.0,309.0,BOP,18.75,10000.0,10000.0,15000.0,5850,5850,12.9,5350.0,15.2
-513396,-23189,1,C,C,32.0,8.8,WBM,9.7,0.0,2105.0,,,15000.0,,,0,0,0.0,0.0,0.0
-513397,-23189,2,C,S,26.0,10.9,WBM,12.3,0.0,6599.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7200,8.6,4800.0,12.2
-513398,-23189,3,L,I,22.0,11.7,SBM,13.2,11800.0,2517.0,BOP,18.75,15000.0,10000.0,15000.0,5500,5500,11.7,1200.0,13.2
-513419,-23189,4,L,I,20.0,12.7,SBM,14.1,6435.0,2118.0,BOP,18.75,15000.0,10000.0,15000.0,5500,5500,12.7,3200.0,13.9
-513420,-23189,5,C,P,17.0,13.2,SBM,15.0,17812.0,3752.0,BOP,18.75,15000.0,10000.0,15000.0,5500,5500,13.2,2700.0,14.5
-513421,-23189,6,L,P,8.5,13.8,SBM,15.1,21944.0,286.0,BOP,18.75,15000.0,10000.0,15000.0,5500,5500,13.8,2000.0,0.0
-516184,-23274,1,C,S,26.0,9.8,WBM,10.6,,4194.0,BOP,18.75,15000.0,10000.0,15000.0,2200,2200,8.6,1650.0,10.6
-516185,-23274,2,L,I,21.0,10.0,SBM,11.8,10286.0,526.0,BOP,18.75,15000.0,10000.0,15000.0,2750,2750,10.0,1200.0,11.8
-516186,-23274,3,C,I,16.5,10.8,SBM,13.0,,320.0,BOP,18.75,15000.0,10000.0,15000.0,2900,3600,10.8,3100.0,13.0
-516187,-23274,4,O,O,12.25,12.0,SBM,13.6,,,BOP,18.75,15000.0,10000.0,15000.0,2400,3100,12.0,,
-518133,-23318,1,C,C,32.0,9.3,WBM,10.1,,2247.0,,,,,,0,0,0.0,0.0,0.0
