SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-152713,O,177114154402,D001,1,0,730,Walter Oil & Gas Corporation,G04232,SS,189,G04232,SS,189,COM,8/11/2014,Recompletion,NO,NO,NO,,,,,
-154355,A,177054061800,005,0,0,2266,"EPL Oil & Gas, LLC",G04785,VR,30,G04785,VR,30,PA,3/25/2015,This EOR is being submitted to report caisson and all well casings were cut and pulled 15.5 feet BML thereby changing status from TA to PA.,NO,NO,NO,,NO,,NO,
-154375,A,177044106800,A010,0,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,PA,5/24/2010,"Installed wellhead in place on 7"" x tbg. Monitor & determine  remediation method.",NO,NO,NO,,NO,,NO,
-155117,A,177164001400,A002,0,0,689,Shell Offshore Inc.,G03594,ST,301,G04240,ST,300,PA,5/24/2015,Well is P/A,NO,NO,NO,,NO,,NO,
-160611,A,177244049700,A002,0,0,3295,Fieldwood Energy LLC,G07825,MP,255,G07825,MP,255,PA,3/1/2016,PA completed 3/1/16,NO,NO,NO,,NO,,NO,
-160612,A,177244049000,A003,0,0,3295,Fieldwood Energy LLC,G07901,VK,698,G07825,MP,255,PA,3/1/2016,PA completed 3/1/16,NO,NO,NO,,NO,CS,NO,12.0
-160615,A,177244079400,A006,0,0,3295,Fieldwood Energy LLC,G07825,MP,255,G07825,MP,255,PA,3/1/2016,PA completed 3/1/16,NO,NO,NO,,NO,CS,NO,0.0
-160919,C,177190124301,O004,1,0,2451,GOM Shelf LLC, 00838,WD,71, 00838,WD,71,COM,2/19/2011,Zone change completed 12/16/15,NO,NO,NO,,NO,,NO,
-160650,W,608174115202,A002,0,2,2528,Equinor USA E&P Inc.,G16661,MC,941,G16661,MC,941,COM,8/24/2011,Well Stimulation Operations completed on 11/24/2015.,NO,NO,NO,,NO,,NO,
-160920,C,177254042000,C005,0,0,2451,GOM Shelf LLC,G01966,MP,152,G01967,MP,153,COM,8/25/1986,Change zone operations completed on 12/14/15,NO,NO,NO,,NO,,NO,
-161004,A,177194066000,A001,0,0,3217,"Northstar Offshore Group, LLC",G16469,WD,39,G16469,WD,39,TA,12/20/2015,,NO,NO,NO,,NO,,NO,
-161008,A,177190039300,C002,0,0,3288,"Cochon Properties, LLC", 00138,WD,45, 00138,WD,45,PA,1/2/2016,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-161014,A,177190040000,C009,0,0,3288,"Cochon Properties, LLC", 00138,WD,45, 00138,WD,45,PA,1/2/2016,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-161015,A,177190038500,C011,0,1,3288,"Cochon Properties, LLC", 00138,WD,45, 00138,WD,45,PA,1/2/2016,Permanent Abandonment ,NO,NO,NO,,NO,,NO,
-161019,W,177064086400,H004,0,0,730,Walter Oil & Gas Corporation,G17912,VR,253,G17912,VR,253,COM,6/28/2000,Replaced dummy valves with live gas lift valves. Operations completed on 01/10/2016.,NO,NO,NO,,NO,,NO,
-161086,O,608114062202,SS005,0,2,981,Anadarko Petroleum Corporation,G11075,GC,562,G11075,GC,562,COM,4/14/2015,Pump xylene into the wellbore. There were no changes to the wellbore.,YES,NO,NO,12.0,,,,
-161087,O,177194081500,CC003,0,0,3407,"Array Petroleum, LLC", 00026,WD,30, 00026,WD,30,COM,10/7/2005,Set packoff assy. Operations completed 12/20/2015.,NO,NO,NO,,NO,,NO,
-161088,A,608174057300,SS006,0,0,981,Anadarko Petroleum Corporation,G14017,MC,755,G14016,MC,711,PA,2/10/2016,,YES,NO,NO,,YES,CS,NO,15.0
-161363,A,177104099905,C010,4,0,2628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314,ST,1/7/2016,,,,YES,,,,,
-161607,A,177084007700,A001,0,0,105,Apache Corporation,G02589,SM,137,G02589,SM,137,TA,7/22/2016,Operations to temporarily abandon the well were completed on 07/22/2016.,NO,NO,NO,,NO,,NO,
-161666,W,177124022901,F017,1,0,3035,Fieldwood Energy Offshore LLC,G01028,SS,247,G01028,SS,247,COM,11/30/1979,,NO,NO,NO,,NO,,NO,
-162172,A,608074010200,A017,0,0,689,Shell Offshore Inc.,G07498,GB,471,G08241,GB,426,TA,4/2/2016,Well is T/A,NO,NO,NO,,NO,,NO,
-162192,A,177054044400,B001,0,0,1284,"W & T Offshore, Inc.",G01143,VR,225,G01143,VR,225,TA,7/8/2013,,NO,NO,NO,,NO,,NO,
-162193,O,177044102900,A002,0,0,3209,"Renaissance Offshore, LLC",G15158,EC,360,G15156,EC,345,COM,9/14/2001,Change zones.,NO,NO,NO,,NO,,NO,
-162194,O,608174097504,A002,2,2,3148,"W & T Energy VI, LLC",G19931,MC,243,G19931,MC,243,COM,5/9/2013,Replaced live gas lift valves with dummy valves,NO,NO,NO,,,,,
-162195,A,177154021901,A006,1,0,3033,"Black Elk Energy Offshore Operations, LLC",G01269,ST,203,G01261,ST,190,PA,3/1/2016,Well is PA'd all casings cut 23' BML,NO,NO,NO,,NO,,NO,
-162196,A,177154094000,A008,0,0,3033,"Black Elk Energy Offshore Operations, LLC",G01261,ST,190,G01261,ST,190,PA,2/29/2016,,NO,NO,NO,,NO,,NO,
-162214,A,177154090300,A007,0,0,3033,"Black Elk Energy Offshore Operations, LLC",G01261,ST,190,G01261,ST,190,PA,2/27/2016,,NO,NO,NO,,NO,,NO,
-162215,W,177094044000,002,0,1,3035,Fieldwood Energy Offshore LLC, 00424,EI,62, 00466,EI,77,COM,1/15/1982,Operations to set a pack-off assembly were completed on 02/27/2016.,NO,NO,NO,,NO,,NO,
-160009,A,608124010200,JU103,0,0,276,Exxon Mobil Corporation,G20351,WR,584,G20351,WR,584,TA,2/7/2016,,,,YES,,YES,CS,NO,15.0
-142981,C,177154003100,C006,0,1,3151,"Cox Operating, L.L.C.",G01870,ST,26,G01870,ST,26,COM,7/23/1973,Injection began 07/06/2014.,NO,NO,NO,,NO,,NO,
-143240,C,608174095802,A006,1,0,2782,Eni US Operating Co. Inc.,G19996,MC,773,G19996,MC,773,COM,8/16/2014,,NO,NO,NO,,NO,,NO,
-143301,O,177244012000,A014,0,0,1834,Talos Petroleum LLC,G01666,MP,289,G01665,MP,288,COM,11/16/1978,"Stone Energy has successfully performed operations for reinstatement of gas injection service into the A-14(LS) H-Sand (7588'-7608') on 04/22/2014, as required to allow the MP288 Platform to come on line.",NO,NO,NO,,NO,,NO,
-143323,W,427064037000,A006,0,0,2628,"Arena Offshore, LP",G06093,GA,209,G06093,GA,209,COM,12/16/1995,Added GLM,NO,NO,NO,,NO,,NO,
-143328,A,177094071300,A005,0,0,2628,"Arena Offshore, LP",G05494,EI,172,G05494,EI,172,TA,10/12/2002,Wellbore TA'D through surface plug on 05/26/2014,NO,NO,NO,,NO,,NO,
-143343,A,608154011900,A003,0,0,1513,Callon Petroleum Operating Company,G05064,MO,864,G05064,MO,864,PA,5/3/2014,,NO,NO,NO,,NO,,NO,
-143344,A,608154006800,A001,0,0,1513,Callon Petroleum Operating Company,G07844,MO,907,G05064,MO,864,PA,5/1/2014,,NO,NO,NO,,YES,,NO,
-143361,A,177190078601,B001,1,0,105,Apache Corporation,G01073,WD,41,G01073,WD,41,PA,5/17/2014,,NO,NO,NO,,NO,,NO,
-143363,A,177104110001,C001,1,0,3407,"Array Petroleum, LLC",G02323,EI,360,G02323,EI,360,ST,4/28/2014,,NO,NO,NO,,NO,,NO,
-143365,A,177104096102,C006,2,0,2628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314,PA,5/2/2014,,NO,NO,NO,,NO,,NO,
-143366,C,177194057401,P038,1,0,3407,"Array Petroleum, LLC", 00026,WD,30, 00026,WD,30,COM,5/18/2014,,NO,NO,NO,,,,,
-143367,A,177074086701,225,0,1,3407,"Array Petroleum, LLC", 00310,SM,217, 00310,SM,217,TA,4/26/2014,,NO,,YES,,NO,,NO,
-143122,C,608114037404,A001,4,0,981,Anadarko Petroleum Corporation,G21811,GC,679,G22987,GC,680,COM,7/7/2014,Completed as a single selective gravel pack completion in the Amp 2 Sand.,NO,NO,NO,,,,,
-149138,A,177094064101,D009,1,0,3295,Fieldwood Energy LLC, 00797,EI,105, 00797,EI,105,PA,11/9/2014,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-146973,C,177114108603,E014,2,1,3407,"Array Petroleum, LLC",G01228,SS,208,G01228,SS,208,COM,9/30/2014,"E14 (ST02BP01) was drilled to 12,700' MD / 12,522' TVD and will be completed as a single oil well with a FP completion in the Bul 1-8C Sand from 11,568' - 11,630' in 7 5/8"" casing.",NO,NO,NO,,,,,
-149148,C,608114034600,A006,0,0,981,Anadarko Petroleum Corporation,G18402,GC,608,G18402,GC,608,COM,6/26/2004,"MADE MULTIPLE GAUGE RUNS AND ONE DUMP BAILER RUN. 

RAN CCL LOG. LOG SHOWED 90' OF FILL ON TOP OF TUBING PLUG AT 12,268' SLM. 

OPS UNSUCCESSFUL. THEREFORE WERE NOT ABLE TO CHANGE ZONES/DOWNHOLE COMMINGLE THE CURRENT M10/20 ZONES WITH THE M40/50/60 ZONES.",,,YES,,,,,
-149149,C,177104112503,C017,2,1,2628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314,COM,11/11/2012,Zone change operations to the F Sand were completed on 11/11/2014.,NO,NO,NO,,NO,,NO,
-149596,A,608105001101,A010,1,0,3247,Talos Energy Offshore LLC,G04254,EW,305,G35292,EW,305,PA,11/23/2014,,NO,NO,NO,,NO,,NO,
-150248,A,608114039002,A002,1,0,981,Anadarko Petroleum Corporation,G21811,GC,679,G22987,GC,680,PA,1/5/2015,,NO,NO,NO,,NO,,NO,
-149669,C,608124005700,PS001,0,0,3,Union Oil Company of California,G21245,WR,678,G18753,WR,677,COM,2/7/2015,,YES,NO,NO,26.0,NO,ST,NO,26.0
-150369,C,177214040801,D023,1,0,78,Chevron U.S.A. Inc.,G02940,SP,57,G02941,SP,58,COM,6/27/2000,,NO,NO,NO,,NO,,NO,
-151472,A,177074067801,B009,1,0,3033,"Black Elk Energy Offshore Operations, LLC", 00777,SM,22, 00777,SM,22,TA,2/4/2015,,NO,NO,NO,,NO,,NO,
-150491,C,177084095402,F001,0,2,105,Apache Corporation,G01208,SM,76,G01208,SM,76,COM,6/20/2008,Change zone to B-10 Sand,NO,NO,NO,,,,,
-150509,C,177124067900,A013,0,0,1284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349,COM,6/1/2012,"Unsuccessful operations 

(had approved APM to isolate lower 2 sliding sleeves with a thru tbg plug and flow well from upper 3 sliding sleeves in order to shut off water prod and increase oil prod. Unable to get down to depth.  Unsuccessful operation).",NO,NO,NO,,,,,
-150569,A,177054046600,042,0,1,2851,"Apache Shelf, Inc.", 00297,VR,26, 00297,VR,26,TA,5/4/2005,Will return in 2015 to complete PA operations.,NO,NO,NO,,NO,,NO,
-150591,A,177154042100,A001,0,0,2266,"EPL Oil & Gas, LLC",G04464,ST,200,G04464,ST,200,TA,1/23/2015,Well A-1 has been temporarily abandoned to surface.,NO,NO,NO,,NO,,NO,
-151311,A,608164016902,A001,1,1,1834,Talos Petroleum LLC,G07923,MC,27,G06898,VK,989,TA,3/18/2015,Temporarily Abandoned,NO,NO,NO,,NO,,NO,
-151312,A,608164017501,A009,1,0,1834,Talos Petroleum LLC,G07923,MC,27,G06898,VK,989,TA,3/10/2015,Temporarily Abandoned. ,NO,NO,NO,,NO,,NO,
-151313,A,177044031400,A006,0,0,1834,Talos Petroleum LLC,G02050,EC,281,G02050,EC,281,PA,2/25/2015,Permanently Abandoned.  All remaining casings/conductor cut & pulled @ 15' BML.,NO,NO,NO,,NO,,NO,
-151314,A,177044030200,A005,0,0,1834,Talos Petroleum LLC,G02050,EC,281,G02050,EC,281,PA,2/26/2015,Permanently Abandoned.  All remaining casings/conductor were cut & pulled 15' BML.,NO,NO,NO,,NO,ST,YES,8.0
-151431,C,177214026801,D011,1,0,78,Chevron U.S.A. Inc.,G02940,SP,57,G02941,SP,58,COM,1/30/2001,,NO,NO,NO,,NO,,NO,
-151437,A,427094075800,C015,0,2,2451,GOM Shelf LLC,G02719,HI,A582,G02719,HI,A582,TA,9/13/2014,,NO,NO,NO,,NO,,NO,
-151475,O,427104015602,A001,0,2,1284,"W & T Offshore, Inc.",G22246,HI,119,G22246,HI,119,COM,6/5/2004,Install thru tubing pump thru plug at 496' MD,,,YES,,,,,
-151531,O,177114108603,E014,2,1,3407,"Array Petroleum, LLC",G01228,SS,208,G01228,SS,208,COM,9/30/2014,Installed live gas lift valves to unload the well.,NO,NO,NO,,,,,
-151851,A,177104110103,C008,1,2,2628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314,TA,2/5/2015,,NO,NO,NO,,NO,,NO,
-153154,A,608084004901,001,0,1,3,Union Oil Company of California,G25810,KC,814,G25810,KC,814,PA,5/10/2015,,,,YES,,NO,CS,NO,15.0
-152157,A,427104015602,A001,0,2,1284,"W & T Offshore, Inc.",G22246,HI,119,G22246,HI,119,TA,3/7/2015,,,,YES,,NO,,NO,
-152252,A,177054126400,B001,0,0,1284,"W & T Offshore, Inc.",G27862,VR,201,G27862,VR,201,PA,2/12/2015,,NO,NO,NO,,NO,,YES,5.0
-152455,C,177104168200,K020,0,0,2628,"Arena Offshore, LP",G02118,EI,338,G02118,EI,338,COM,2/23/2015,Initial completion in 4500' Sand.,NO,NO,NO,,,,,
-153214,O,608114035704,PN001,3,1,78,Chevron U.S.A. Inc.,G16759,GC,596,G16759,GC,596,COM,7/3/2007,ACID STIMULATION,YES,NO,NO,25.0,,,,
-153275,C,427074010900,A001,0,0,2967,"Peregrine Oil & Gas II, LLC",G33407,GA,A133,G33407,GA,A133,COM,6/26/2011,Added perforations to existing L1 sand,NO,NO,NO,,YES,CS,YES,5.0
-154347,O,608124005800,PS004,0,0,3,Union Oil Company of California,G21245,WR,678,G18753,WR,677,DSI,12/5/2011,"Well was drilled through the 26"" hole section (set and cemented the 22"" casing) and suspended, pending further operations. Well Status Date should be 04/18/2015. Since an EOR was previously filed with a ""Drilling Suspended"" status when the well was batch set, eWell will not allow another EOR to be filed with the same status and a different date (if Well Status Date is changed, the Well Status must also be changed).",,,YES,,,,,
-154354,A,608174103401,002,1,0,78,Chevron U.S.A. Inc.,G14650,MC,697,G16641,MC,696,PA,5/7/2015,,,,YES,,NO,CS,NO,9.0
-154374,A,177044103300,A007,0,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,PA,5/26/2010,Installed well cap & monitor pressure.,,,YES,,NO,,NO,
-154395,A,608114062900,002,0,0,2899,Talos ERT LLC,G34971,GC,236,G15563,GC,237,TA,1/14/2015,,,,YES,,NO,CS,NO,13.0
-154377,A,177044078001,A002,1,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,PA,5/24/2010,"Installed dual stage wellhead  on 7"" x tbg until remediation method is determined.",NO,NO,NO,,NO,,NO,
-154455,A,177190095800,C025,0,1,1284,"W & T Offshore, Inc.",G01091,WD,92,G01083,WD,73,ST,5/5/2015,,NO,NO,NO,,NO,,NO,
-154480,W,608114051104,SS004,3,0,981,Anadarko Petroleum Corporation,G11075,GC,562,G16753,GC,561,COM,8/9/2009,Pump up to +/- 340 bbls of xylene into #4 flowline. Wellbore did not change. ,YES,YES,NO,27.0,NO,,NO,
-154485,A,177084095200,SS002,0,0,2655,"Sojitz Energy Venture, Inc.",G16333,SM,190,G16333,SM,190,PA,5/4/2015,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-154494,W,177194020700,E002,0,0,3670,"White Fleet Operating, LLC",G01332,WD,32, 00367,WD,32,COM,11/21/1983,Move PB valve,NO,NO,NO,,NO,,NO,
-154556,O,427114081702,B005,2,0,3670,"White Fleet Operating, LLC",G25606,HI,A373,G02433,HI,A368,COM,7/20/2006,Closed lower sliding sleeve to reduce water production.,NO,,YES,,,,,
-154635,O,177114018104,J010,4,0,3407,"Array Petroleum, LLC",G01228,SS,208, 00827,SS,209,COM,7/1/2012,"Closed sliding sleeve at 12,195'MD across the Bul 1-8 Sand. No changes to the perforated interval. ",NO,NO,NO,,,,,
-154716,C,608114047300,IN005,0,0,78,Chevron U.S.A. Inc.,G16760,GC,597,G16759,GC,596,COM,6/24/2015,,YES,NO,NO,25.0,NO,CS,NO,15.0
-154777,C,427094099000,A004,0,0,3217,"Northstar Offshore Group, LLC",G11383,HI,A442,G11383,HI,A442,COM,9/28/1995,"Isolated the P 1-7 and open the P 1-10 sliding sleeve to production,  Pulled PX plug ",NO,NO,NO,,NO,,NO,
-143469,A,177104094001,B013,1,0,105,Apache Corporation,G00987,EI,273,G00987,EI,273,TA,6/1/2014,Temporary Abandonment,NO,NO,NO,,NO,,NO,
-145008,A,608114038205,004,4,0,981,Anadarko Petroleum Corporation,G22987,GC,680,G22987,GC,680,PA,7/7/2014,,YES,NO,NO,13.0,NO,CS,NO,13.0
-145092,A,177134003500,A007,0,0,3059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13,TA,7/12/2014,,NO,NO,NO,,NO,,NO,
-145094,A,177174037601,T048,1,0,276,Exxon Mobil Corporation, 00034,GI,23, 00034,GI,23,TA,6/30/2014,Zonal Isolation,NO,NO,NO,,NO,,NO,
-145170,A,177174028400,Q044,0,0,276,Exxon Mobil Corporation, 00031,GI,22, 00031,GI,22,TA,6/26/2014,Zonal Isolation,NO,NO,NO,,NO,,NO,
-145171,O,177114020301,B017,1,0,3209,"Renaissance Offshore, LLC", 00829,SS,219, 00829,SS,219,ST,7/23/2014,SS 219 #B017 ST01 BP00 sidetracked.,,,YES,,,,,
-145172,A,177170016000,Q007,0,1,276,Exxon Mobil Corporation, 00031,GI,22, 00031,GI,22,TA,6/27/2014,Zonal Isolation,NO,NO,NO,,NO,,NO,
-145269,O,177084084601,D003,1,0,1284,"W & T Offshore, Inc.",G01205,SM,73,G01205,SM,73,COM,10/30/2009,Install gas lift valve string.,NO,NO,NO,,,,,
-145270,C,177074035701,CB002,1,0,3247,Talos Energy Offshore LLC,G02316,SM,288,G02316,SM,288,COM,1/20/2003,Modify Perforations.,NO,NO,NO,,,,,
-145291,C,427084060300,002,0,0,3295,Fieldwood Energy LLC,G22236,HI,163,G22236,HI,163,COM,4/8/2005,"Recompleted the 10,450' sand.",NO,NO,NO,,,,,
-145292,O,177044034601,A016,1,0,1284,"W & T Offshore, Inc.",G02063,EC,338,G02063,EC,338,COM,11/7/1976,Isolated hole in tubing (installed packoff iso assy),NO,NO,NO,,NO,,NO,
-145310,A,177244076000,A001,0,0,3026,"Talos Energy Ventures, LLC",G14586,MP,277,G14586,MP,277,TA,8/4/2014,,NO,NO,NO,,NO,,NO,
-145350,C,177244017202,A013,2,0,2451,GOM Shelf LLC,G02213,MP,311,G02213,MP,311,COM,8/6/2014,,NO,YES,NO,,,,,
-145449,A,177154096600,P016,0,0,2628,"Arena Offshore, LP", 00463,ST,151, 00464,ST,152,TA,9/26/2010,,NO,NO,NO,,NO,,NO,
-145469,W,608174121900,SS002,0,0,2058,"LLOG Exploration Offshore, L.L.C.",G32334,MC,547,G27277,MC,503,COM,10/15/2012,,YES,NO,NO,20.0,,,,
-145473,A,177054110800,C008,0,0,2851,"Apache Shelf, Inc.", 00297,VR,26, 00297,VR,26,PA,7/11/2014,Permanent Abandonment. All remaining casing strings cut & pulled @ 16' BML.,NO,NO,NO,,NO,,NO,
-145476,A,177024037700,A016,0,0,2967,"Peregrine Oil & Gas II, LLC",G02015,WC,565,G02015,WC,565,TA,7/29/2014,,NO,NO,NO,,NO,,NO,
-145477,A,608114031100,MA002,0,0,2806,Marubeni Oil & Gas (USA) LLC,G16698,GC,155,G16698,GC,155,ST,8/17/2014,,YES,NO,NO,,NO,,NO,
-145478,A,608114062800,004,0,0,981,Anadarko Petroleum Corporation,G24197,GC,903,G24197,GC,903,PA,7/16/2014,"Permanent Abandonment due to angle issues with the 36"" casing.",,,YES,,NO,CS,NO,13.0
-145479,O,177194063500,F028,0,0,3407,"Array Petroleum, LLC", 00016,WD,31, 00016,WD,31,COM,6/15/1996,Set packoff above SCSSV,NO,NO,NO,,NO,,NO,
-145491,A,177024036501,A013,1,0,2967,"Peregrine Oil & Gas II, LLC",G02015,WC,565,G02015,WC,565,TA,7/29/2014,,NO,NO,NO,,NO,,NO,
-145492,A,177064083000,A006,0,0,3059,ANKOR Energy LLC,G13606,VR,379,G13606,VR,379,ST,7/13/2014,,NO,NO,NO,,NO,,NO,
-140937,C,177154126100,001,0,0,730,Walter Oil & Gas Corporation,G34332,ST,72,G34332,ST,72,COM,6/14/2014,Initial Completion ,NO,NO,NO,,,,,
-145509,A,427034057000,J002,0,0,2579,Tana Exploration Company LLC,G26451,MI,654,G26451,MI,654,PA,11/21/2014,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-145533,A,427084056501,B001,1,0,105,Apache Corporation,G20660,HI,206,G20660,HI,206,TA,8/7/2014,TA operations completed on 8/7/14.,,,YES,,,,,
-145534,A,177034102300,002,0,0,3295,Fieldwood Energy LLC,G17858,EC,172,G17858,EC,172,PA,8/23/2014,Permanently abandoned the well.,,,YES,,NO,,NO,
-145537,C,177144000802,072,2,0,3481,"Cantium, LLC", 00369,BM,2, 00369,BM,2,COM,7/25/2014,,NO,NO,NO,,,,,
-145573,A,177214007500,222,0,0,3368,"Whitney Oil & Gas, LLC", 00353,SP,28, 00353,SP,28,PA,7/13/2014,,NO,NO,NO,,NO,,NO,
-145574,A,177214007300,220,0,0,3368,"Whitney Oil & Gas, LLC", 00353,SP,28, 00353,SP,28,PA,7/13/2014,,NO,NO,NO,,NO,,NO,
-145575,A,177210038200,076,0,0,3368,"Whitney Oil & Gas, LLC", 00353,SP,28, 00353,SP,28,PA,7/13/2014,,NO,NO,NO,,NO,,NO,
-145591,A,177074086801,A001,1,0,2312,McMoRan Oil & Gas LLC,G26013,SM,230,G26013,SM,230,TA,8/15/2014,,NO,NO,NO,,YES,,NO,
-145649,A,177104101300,B023,0,0,2628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314,TA,8/17/2014,Temporarily abandoned through setting of surface plug.,NO,NO,NO,,NO,,NO,
-168854,W,608174093600,A002,0,0,981,Anadarko Petroleum Corporation,G19925,MC,127,G19925,MC,127,COM,12/28/2002,Utilize slickline to perform GLV adjustment on the MC 127 A002.,NO,NO,NO,,NO,,NO,
-168855,A,608114068900,002,0,0,2647,Murphy Exploration & Production Company - USA,G35662,GC,478,G35662,GC,478,ST,8/15/2017,,,,YES,,NO,,NO,
-168856,A,177014038700,C001,0,0,2222,"PetroQuest Energy, L.L.C.",G22549,WC,402,G24743,WC,414,PA,7/7/2017,,NO,YES,NO,,NO,,NO,
-168857,O,608174134000,AW001,0,0,689,Shell Offshore Inc.,G26252,MC,391,G26252,MC,391,DSI,6/10/2016,DSI until well is deepened at a later date.,NO,YES,NO,13.0,NO,,NO,
-168858,O,177244090000,A003,0,0,1834,Talos Petroleum LLC,G19869,MP,287,G19869,MP,287,COM,11/11/2003,PB valve replacement,NO,NO,NO,,NO,,NO,
-168929,A,608044007002,A033,2,0,3678,Fieldwood Energy IV LLC,G02647,EB,160,G02647,EB,160,TA,8/5/2017,Isolated zone for future recompletion back to the TA Sand,NO,NO,NO,,NO,,NO,
-168930,C,177024108701,A003,1,0,2628,"Arena Offshore, LP",G14342,WC,544,G14342,WC,544,COM,5/3/2017,Zone change to the 6000' Sand.,NO,NO,NO,,,,,
-168931,A,177090038800,F002,0,2,1284,"W & T Offshore, Inc.", 00043,EI,88, 00046,EI,95,PA,7/23/2017,,NO,NO,NO,,NO,,NO,
-168935,C,177114134300,A002,0,0,3672,Talos QN Exploration LLC,G15277,SS,79,G15277,SS,79,COM,7/30/2002,Zone change to the Tex X-2 Upper Sand,NO,NO,NO,,NO,,NO,
-171413,A,177104166400,K007,0,0,2628,"Arena Offshore, LP",G02118,EI,338,G02118,EI,338,ST,2/8/2018,Plugback to Sidetrack,NO,NO,NO,,NO,,NO,
-168937,O,177154041902,CA002,2,0,2628,"Arena Offshore, LP",G01899,ST,188,G01899,ST,188,COM,1/8/2002,PB insert valve set on 07/15/2017,,,YES,,,,,
-168940,A,177194049601,L019,1,0,3407,"Array Petroleum, LLC", 00016,WD,31, 00016,WD,31,BP,7/29/2017,"PlugBack for Bypassed

Operation Completed 7/29/17",,,YES,,,,,
-168970,A,177244089700,A003,0,0,2579,Tana Exploration Company LLC,G07809,MP,163,G05245,MP,160,PA,7/24/2017,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-169356,A,177064098402,A004,2,0,2628,"Arena Offshore, LP",G33608,VR,342,G33608,VR,342,ST,9/3/2017,Plugback to sidetrack.,,,YES,,,,,
-169360,A,177214010000,268,0,0,3368,"Whitney Oil & Gas, LLC", 00353,SP,28, 00353,SP,28,PA,8/22/2017,,NO,NO,NO,,NO,,NO,
-171414,C,608114069800,007,0,0,981,Anadarko Petroleum Corporation,G11075,GC,562,G11075,GC,562,BP,2/18/2018,Borehole Bypassed,,,YES,,,,,
-169373,A,177084066900,E018,0,0,2899,Talos ERT LLC,G09543,SM,123,G02280,SM,130,TA,9/7/2017,ZI,NO,NO,NO,,NO,,NO,
-169375,A,177212017400,160,0,0,3368,"Whitney Oil & Gas, LLC", 00353,SP,28, 00353,SP,28,PA,8/24/2017,,NO,NO,NO,,NO,,NO,
-171417,A,608084006100,003,0,0,2058,"LLOG Exploration Offshore, L.L.C.",G25814,KC,829,G25814,KC,829,BP,5/31/2018,,,,YES,,,,,
-171418,C,177024023002,A004,2,0,3521,"Deepwater Abandonment Alternatives, Inc.",G10594,WC,507,G02220,WC,485,COM,1/10/2000,Recompleted to the K-5 Sand,NO,NO,NO,,NO,,NO,
-171419,A,177150021501,S001,1,0,3481,"Cantium, LLC", 00386,ST,23, 00386,ST,23,TA,7/9/2012,,NO,NO,NO,,NO,,NO,
-171420,C,177054124900,F009,0,0,78,Chevron U.S.A. Inc.,G01146,VR,245,G01146,VR,245,COM,7/24/2007,,NO,,YES,,NO,,NO,
-171423,C,177254043200,C011,0,0,2451,GOM Shelf LLC,G01966,MP,152,G01967,MP,153,COM,6/24/1986,Modified Perforations ,NO,NO,NO,,NO,,NO,
-171473,A,427114057001,A007,1,0,1284,"W & T Offshore, Inc.",G02759,HI,A389,G02759,HI,A389,PA,2/19/2018,,NO,NO,NO,,NO,CS,NO,99.0
-171507,C,427034058200,H002,0,0,3295,Fieldwood Energy LLC,G03088,MI,623,G03088,MI,623,TA,2/16/2018,Zonal isolation (SD 104 sand),NO,NO,NO,,NO,,NO,
-171508,A,608114069700,SB003,0,0,59,Hess Corporation,G26315,GC,512,G26315,GC,512,TA,5/17/2018,,,,YES,,,,,
-171509,A,177150023700,CC012,0,2,3481,"Cantium, LLC", 00166,ST,23, 00166,ST,23,TA,12/1/2012,,NO,NO,NO,,NO,,NO,
