SN_APD_CSNG_INTV_FK,CASING_SECTION_NUM,CASING_SIZE,CASING_WEIGHT,CASING_GRADE,CASING_BURST_PSI,CASING_COLLPSE_PSI,CASING_SECTION_MD,CASING_SECTION_TVD,CASING_PORE_PRSS_PPG
-462905,1,13.625,88.2,USS Q125 HC,10040.0,5650.0,5871,5300,8.8
-463996,1,10.75,45.5,J-55,3580.0,2090.0,3515,3500,8.9
-495402,1,28.0,218.5,X60,2960.0,950.0,11169,11169,8.6
-464626,7,16.25,136.0,VM140CYHC 8.8K,12790.0,8800.0,18000,18000,13.2
-495403,1,22.0,224.0,X  80,6364.0,3873.0,14560,14560,9.0
-495404,1,16.0,97.0,HCQ  125,7860.0,2340.0,15700,15700,10.0
-495404,2,16.0,97.0,HCP 110,6920.0,2340.0,23612,22972,10.0
-471066,1,7.625,29.7,ECP-110,10760.0,7360.0,11697,8950,9.5
-471067,1,22.0,277.0,X 80,7950.0,6670.0,6200,6200,8.4
-471067,2,20.0,166.0,X_56,3981.0,1680.0,6240,6240,8.4
-471067,3,20.0,166.0,X-56,3980.0,2510.0,9379,9376,9.4
-471068,1,16.0,109.0,Q-125IC,8970.0,4150.0,16700,15270,11.8
-471069,1,13.625,88.2,Q-125 HC,10320.0,6370.0,20892,18183,12.7
-471070,1,9.875,62.8,C-110,12180.0,10290.0,22573,19357,12.8
-471070,2,9.875,67.5,C-110,13220.0,12160.0,25120,21683,12.9
-459764,1,11.875,71.8,HCQ - 125,10720.0,7160.0,11235,10774,12.0
-459765,1,9.625,53.5,SM-125TT,12740.0,10020.0,13691,12800,13.3
-459766,1,7.75,46.1,Q125-IC,16790.0,17780.0,13400,12566,15.2
-460406,1,23.0,453.0,X-80Q,13890.0,4000.0,6584,6584,9.2
-460521,1,28.0,218.0,X60,2810.0,950.0,2900,2900,8.7
-460522,1,22.0,224.2,X- 80,6360.0,3870.0,4090,4090,10.0
-460523,1,18.0,117.0,P-110,6680.0,2110.0,5010,5000,10.0
-460523,2,18.0,117.0,Q125-HP,8450.0,2860.0,7212,6950,12.5
-460524,1,14.0,115.5,Q-125 HP,14230.0,10530.0,11078,9726,13.5
-460525,1,11.875,71.8,Q125-CC,11910.0,7190.0,13143,11500,14.6
-460526,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,15500,13823,15.5
-460917,1,22.0,224.0,X 80,6360.0,3870.0,7344,7344,10.5
-460916,1,28.0,218.0,X56,2630.0,950.0,5572,5572,9.2
-460918,1,18.0,94.0,X 80,3890.0,1060.0,11766,11766,11.3
-460919,1,16.0,96.0,Q125,7860.0,2340.0,15355,15355,12.6
-460920,1,14.0,115.0,Q-125-HC,12690.0,11640.0,19086,19085,14.1
-460941,1,11.75,65.0,P-110,8750.0,4480.0,25361,24638,13.9
-460942,1,9.375,39.0,Q-125,9330.0,3960.0,27637,26882,13.8
-460943,1,7.625,47.1,Q125HC,17930.0,19900.0,28815,28048,14.3
-460943,2,11.5,98.2,Q125,17290.0,15790.0,7500,7500,14.3
-460943,3,10.75,100.4,VM125HC,19530.0,21860.0,17350,17350,14.3
-460943,4,10.75,100.4,SM13CRS-125,19530.0,20330.0,17800,17800,14.3
-460943,5,10.75,100.4,VM125HC,19530.0,21860.0,18000,18000,14.3
-460943,6,7.625,47.1,Q125HC,17930.0,19900.0,18100,18100,14.3
-460944,1,,,,,,30245,29350,14.8
-464431,2,28.0,218.2,X---56,3005.0,955.0,5746,5746,8.5
-464431,3,28.0,218.2,X60,3220.0,955.0,5898,5898,8.5
-464432,1,23.0,453.0,X 80Q,13890.0,5000.0,6454,6454,8.5
-464432,2,22.0,224.2,X 80,6364.0,3873.0,10290,10290,9.6
-464433,1,18.0,117.0,Q-125 ICY,8440.0,2860.0,10365,10365,9.6
-464433,2,17.875,107.0,Q125-ICY,7820.0,2310.0,15150,15150,11.6
-464434,1,16.25,136.0,VM140CYHC 8.8K,12790.0,8800.0,7954,7954,8.9
-464434,2,16.25,136.0,Q125 HP,12350.0,7680.0,10200,10200,9.6
-464434,3,16.15,126.9,Q-125 XHP,11620.0,7250.0,14300,14300,11.1
-464434,4,16.25,136.0,Q125 HP,12350.0,7680.0,15500,15500,11.8
-464434,5,16.25,136.0,VM140CYHC 8.8K,12790.0,8800.0,18000,18000,13.2
-464434,6,16.0,97.0,Q125HP,8740.0,3150.0,20650,20650,13.5
-464435,1,14.0,115.5,Q-125XHP,14230.0,11580.0,22000,22000,13.6
-464435,2,14.15,126.8,Q-125 XHP,15380.0,13460.0,24100,24100,13.8
-464435,3,14.0,115.5,Q-125XHP,14230.0,11580.0,25200,25196,13.8
-464436,1,11.875,71.8,Q125 XHP TSH W 513,11910.0,7720.0,30617,29958,15.6
-464437,1,,,,,,34959,33700,15.2
-465059,1,28.0,218.0,X60,2810.0,950.0,2948,2948,8.7
-464431,1,28.0,218.2,X-65,3490.0,955.0,5578,5578,8.5
-465060,1,22.0,224.2,X- 80,6360.0,3870.0,4170,4169,10.0
-465081,1,18.0,117.0,P-110,6680.0,2110.0,5123,5100,10.0
-465081,2,18.0,117.0,Q125-HP,8450.0,2860.0,7181,6919,12.4
-465082,1,16.0,97.0,Q125HP,8740.0,3150.0,8865,8355,13.0
-465083,1,14.0,115.5,Q-125 HP,14230.0,10530.0,9182,8585,13.1
-465084,1,11.875,71.8,Q125-CC,11910.0,7190.0,10470,9300,13.3
-465085,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,13233,11500,14.6
-465086,1,7.75,46.1,P110 EC,16790.0,16600.0,15483,13728,15.5
-466006,3,16.0,96.0,Q125-HP,8740.0,3150.0,14148,13805,12.6
-466437,1,7.75,46.1,TN 125HC,16790.0,17480.0,15906,14522,14.4
-470838,1,9.625,53.5,HCP/110,10900.0,8850.0,4500,4409,8.8
-470839,1,7.0,23.0,HCP110,8720.0,5470.0,6837,6224,9.5
-470840,1,,,,,,7236,6289,9.5
-472019,1,16.15,119.2,Q-125 XHP,10880.0,6120.0,8474,8474,9.3
-472019,2,16.2,131.7,Q-125 XHP,12000.0,7860.0,12130,12100,10.7
-472019,3,16.25,136.0,Q-125 XHP,12350.0,8410.0,16857,16144,9.9
-471943,4,22.0,224.0,X80BURST,2800.0,2800.0,5989,5989,8.8
-472142,1,28.0,218.2,X-56,2625.0,953.0,5100,5100,8.7
-472143,1,22.0,328.3,X--80,9545.0,7000.0,7500,7500,9.4
-472143,2,22.0,224.2,X--80,6364.0,2400.0,8100,8100,9.4
-472144,1,18.0,117.0,Q125-HP,8450.0,2860.0,7750,7750,11.2
-472144,2,18.0,117.0,Q125 HP - COLLAPSE,8450.0,2200.0,7754,7754,11.2
-472144,3,18.0,117.0,Q125-HP,8450.0,2860.0,11900,11900,11.2
-472145,1,14.0,115.5,Q-125XHP,14230.0,11580.0,11000,11000,14.5
-472145,2,14.0,115.5,Q-125 CC,14760.0,12540.0,17000,17000,14.5
-472145,3,14.15,126.8,Q-125 XHP,15380.0,13460.0,26350,24166,14.5
-472146,1,10.75,85.3,Q125 XHP MAC II,18010.0,17610.0,7915,7915,13.2
-472146,2,10.75,85.3,Q125 HC MACII,16220.0,16910.0,10715,10715,13.2
-472146,3,10.125,75.9,Q-125 HP,18190.0,16560.0,25950,23871,13.2
-472146,4,9.875,62.8,Q125 HP,14960.0,12910.0,30452,27075,13.2
-472147,1,7.75,46.1,Q-125HP,18150.0,17950.0,31295,27657,13.2
-472409,1,28.0,218.2,X-60,2812.0,953.0,9200,9200,8.5
-472410,1,22.0,277.0,X80,7950.0,6670.0,9500,9500,10.3
-472410,2,22.0,224.0,X  80,6364.0,3873.0,12200,12200,10.3
-472411,1,16.08,109.8,Q125-IC TSH,9330.0,4600.0,15000,15000,11.3
-472411,2,16.0,109.3,VM-125 HC,10130.0,4670.0,16800,16800,11.3
-472412,1,14.506,55.6,EX-80,3650.0,770.0,19690,19690,12.3
-472413,1,12.25,134.3,SM-110XS,18690.0,18350.0,17100,17100,12.8
-472413,2,12.25,134.3,SM-130CY,22090.0,21680.0,24684,24552,12.8
-472413,3,11.875,71.8,TN 125 HC,11030.0,7800.0,25286,25136,12.8
-472414,1,,,,,,29960,29669,13.9
-475114,1,32.0,291.5,X-60,2880.0,1020.0,4330,4330,9.1
-475115,1,28.0,220.0,X-56,2630.0,950.0,5229,5229,9.7
-475116,1,22.0,328.3,X-80,9545.0,9457.0,3785,3785,10.1
-475116,2,22.0,224.3,X-80,6360.0,3870.0,6110,6109,10.1
-475117,1,18.0,117.0,P-110,6680.0,2110.0,8550,8409,10.9
-475118,1,14.0,115.0,TN-125HC,13050.0,11000.0,12764,11500,12.6
-475119,1,11.875,71.8,TN 125 HC,11030.0,7800.0,17220,14760,13.4
-475120,1,8.625,44.0,VM95HCSS--D,9910.0,9170.0,3470,3470,12.5
-475120,2,8.625,44.0,VM95HCSS-D,9640.0,9170.0,12400,11234,12.5
-475120,3,7.625,39.0,P-110,12620.0,11080.0,16030,13891,12.5
-475120,4,7.625,39.0,P-110,12620.0,11080.0,19500,16430,12.5
-475511,1,16.0,65.0,J 55,2260.0,630.0,800,800,8.4
-475512,1,10.75,45.5,J-55,3580.0,2090.0,4000,3999,8.8
-478946,1,16.0,109.0,X-56,4020.0,2580.0,7320,7306,10.1
-475626,1,22.0,277.0,X--80,9075.0,6690.0,8640,8640,9.0
-475626,2,22.0,224.0,X__80,7280.0,3880.0,10666,10666,9.0
-475627,1,18.0,117.0,Q125-HP,8450.0,2860.0,12656,12656,9.6
-475628,1,14.0,116.0,Q125ICY,14230.0,10530.0,15080,15080,10.4
-477526,1,28.0,218.5,X60,2812.0,953.0,6180,6180,8.6
-475629,1,,,,,,16486,16486,11.5
-477527,1,22.0,276.9,X80,7950.0,6660.0,7750,7750,10.6
-477527,2,22.0,224.0,X 80,6360.0,3870.0,8040,8040,10.6
-477528,1,16.0,97.0,P-110,6920.0,2340.0,12170,12170,10.5
-477529,1,12.25,134.3,SM-130CY,22090.0,21680.0,18694,18500,13.4
-477530,1,7.625,47.1,Q125HC,17930.0,19900.0,31271,28788,14.6
-477531,1,,,,,,32476,29727,14.7
-478947,1,14.0,115.0, TN-125HC,12690.0,11000.0,4059,4059,11.0
-478947,2,13.625,88.2,HC-Q125,10030.0,5650.0,13201,11895,11.0
-478948,1,11.875,71.8,TN 125 HC,11030.0,7800.0,21656,17550,11.7
-478949,1,9.375,39.0,Q-125,9330.0,3960.0,21610,17516,11.7
-478950,1,10.875,72.0,C-110,11612.0,9246.0,4207,4207,0.0
-478950,2,10.875,72.0,C-110,11612.0,9246.0,6100,6100,0.0
-478950,3,8.625,44.0,125,12680.0,8990.0,7200,7190,0.0
-478950,4,7.625,39.0,ECP-110,14340.0,12180.0,18110,15178,0.0
-478950,5,7.625,39.0,P110-ICY,14750.0,12180.0,21510,17449,0.0
-478950,6,7.625,39.0,P110-ICY,14750.0,12180.0,22425,18078,12.5
-479415,1,28.0,218.2,X-60,2812.0,953.0,8328,8328,8.7
-479416,1,23.0,453.0,X 80Q,13890.0,5000.0,7748,7748,8.6
-479416,2,22.0,224.2,X.80,6403.0,3559.0,12825,12825,9.8
-479417,1,18.0,117.0,Q-125 ICY,8440.0,2860.0,12900,12900,9.8
-479417,2,17.875,107.0,Q-125 HP,7820.0,2310.0,13600,13600,10.2
-479417,3,17.875,107.0,Q125-ICY,7820.0,2310.0,16550,16550,11.2
-479418,1,16.2,131.7,TENARIS Q125-ICY,12000.0,7860.0,11596,11596,9.2
-494264,1,16.25,136.0,Q125 HP,12350.0,7680.0,7354,7354,8.6
-494264,2,16.04,109.6,Q125HP,10100.0,4670.0,15105,15003,12.0
-494264,3,16.15,119.2,Q-125 XHP,10880.0,6120.0,22200,20858,9.7
-494264,4,16.04,109.6,Q125HP,10100.0,4670.0,24850,23085,10.5
-494264,5,16.0,97.0,Q125HP,8740.0,3150.0,25304,23466,10.7
-494265,1,13.75,95.6,USS Q125HP,12490.0,7910.0,15702,15495,12.2
-494265,2,13.75,98.6,VM125HYHC,12960.0,8200.0,24585,22858,10.4
-494265,3,14.0,116.0,VM125 HYHC,14760.0,12500.0,26741,24698,12.2
-494265,4,14.0,115.5,Q-125XHP,14230.0,11580.0,27140,25070,12.8
-494265,5,13.625,88.2,Q125HP-,11150.0,6010.0,27382,25302,13.0
-494266,1,10.75,85.3,VM125SS,16680.0,15530.0,7440,7440,8.6
-494266,2,10.75,85.3,Q125-ICY,18020.0,17250.0,13280,13280,11.5
-494266,3,9.875,65.1,Q125-ICY WEDGE,15550.0,13900.0,26868,24821,12.4
-494266,4,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,28797,26676,14.0
-494266,5,10.98,75.9,9.875 CFLEX W/ WLSF,14370.0,13741.0,28805,26683,14.0
-494266,6,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,29600,27452,13.8
-494266,7,10.98,75.9,9.875 CFLEX W/ WLSF,14370.0,13741.0,29608,27460,13.8
-494266,8,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,30846,28650,13.5
-495165,1,26.0,202.0,X-60,3030.0,1190.0,5200,5200,9.1
-495166,1,20.0,169.0,Q125 ICY,9870.0,4250.0,7857,7850,10.3
-495167,1,14.0,115.5,HPQ - 125,14230.0,10530.0,11344,10898,11.7
-495168,1,9.875,65.1,Q-125HC,14400.0,12760.0,10994,10617,11.4
-465455,1,22.0,224.0,X 80,6360.0,3870.0,10420,10420,8.7
-465456,1,17.875,93.5,Q125 TSH,6290.0,1090.0,14479,14479,9.8
-465457,1,14.0,115.0,TN-125HC,13050.0,11000.0,27680,25376,13.8
-465458,1,10.75,85.3,Q-125HC,17145.0,17070.0,16000,16000,14.2
-465458,2,10.0,73.2,VM125HC,16930.0,16090.0,27000,24897,14.2
-465458,3,10.0,73.2,VM125HC,16930.0,16090.0,28500,26000,14.2
-465458,4,10.0,73.2,UHP 15CR125,16470.0,16160.0,33300,30559,14.2
-479841,1,11.875,67.8,T-95,7700.0,4350.0,4536,4536,9.4
-479841,2,11.75,65.0,C-110,8750.0,4480.0,8776,8776,9.4
-479842,1,9.875,62.8,Q125 HP,14960.0,12910.0,11969,11396,11.2
-479843,1,7.0,29.0,P110,11220.0,8530.0,13446,12348,13.1
-481216,2,9.875,62.8,TN 125HC,13840.0,13420.0,17892,14969,15.8
-482185,1,28.0,218.2,X-56,2625.0,953.0,8600,8600,8.6
-482186,1,22.0,328.3,X--80,9545.0,7000.0,6951,6951,8.9
-482186,2,22.0,224.2,X 80,6364.0,3873.0,10500,10500,8.9
-482187,1,14.0,115.0,Q125 HP,14230.0,10530.0,13250,12973,9.3
-482188,1,10.75,85.3,Q-125,16220.0,15520.0,6991,6991,11.0
-482188,2,10.125,75.9,Q-125 HP,18190.0,16560.0,13010,12798,11.0
-482188,3,9.875,62.8,Q125 HP,14960.0,12910.0,19206,19648,11.0
-482296,1,22.0,224.5,X80,6850.0,3880.0,9987,9987,9.1
-482297,1,14.0,114.0,SM125TT,12860.0,10910.0,23388,23388,11.7
-482298,1,9.875,62.8,SM125TT,14240.0,14300.0,28809,28367,14.9
-482299,1,,,,,,34820,33477,14.2
-488621,1,13.375,72.0,P-110,7400.0,2880.0,10119,9905,8.7
-488622,1,9.625,53.5,P-110,10900.0,7190.0,11045,10226,9.0
-488623,1,,,,,,13445,10243,9.0
-489731,2,10.75,85.3,Q125 XHP WEDGE 624,18010.0,17610.0,13500,13500,11.6
-489731,3,9.875,65.1,Q125XHP WEDGE 634,16000.0,14700.0,19868,19868,9.3
-489731,4,9.875,65.3,USS Q125HP,15550.0,13890.0,21240,21240,10.4
-489731,5,9.875,65.3,Q125 XHP,16000.0,14700.0,22922,22922,10.4
-489731,6,10.175,81.0,VM125SS,17690.0,17340.0,24782,24782,12.4
-489731,7,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,28446,28383,13.5
-490125,1,23.0,453.0,X-80Q,13890.0,4000.0,7300,7300,8.6
-490125,2,22.0,224.2,X 80,6364.0,3873.0,8110,8110,8.6
-490125,3,22.0,224.2,X-80-BURST DISK,4180.0,2000.0,8110,8110,8.6
-490125,4,22.0,224.2,X 80,6364.0,3873.0,10565,10565,10.2
-490126,1,16.25,136.0,Q125 HP,12350.0,7680.0,7354,7354,8.6
-490126,2,16.04,109.6,Q125HP,10100.0,4670.0,15105,15003,12.0
-490126,3,16.15,119.2,Q-125 XHP,10880.0,6120.0,22200,20858,9.7
-490126,4,16.04,109.6,Q125HP,10100.0,4670.0,24850,23085,10.5
-490126,5,16.0,97.0,Q125HP,8740.0,3150.0,25304,23466,10.7
-490127,1,14.0,116.0,VM125 HYHC,14760.0,12500.0,28533,26422,13.8
-490127,2,14.0,115.5,Q-125XHP,14230.0,11580.0,28984,26858,14.1
-490127,3,13.625,88.2,Q125HP-,11150.0,6010.0,29234,27099,14.0
-490128,1,10.75,85.3,VM125SS,16680.0,15530.0,7440,7440,8.6
-490128,2,10.75,85.3,Q125-ICY,18020.0,17250.0,13440,13439,11.5
-490128,3,9.875,65.1,Q125-ICY WEDGE,15550.0,13900.0,27434,25360,13.1
-490128,4,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,28794,26674,14.0
-490128,5,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,30964,28770,13.4
-490241,1,36.0,553.2,X-80,6410.0,3200.0,5368,5368,8.4
-490241,2,36.0,553.2,X-56,4510.0,2700.0,5535,5535,8.4
-490242,1,22.0,277.3,X- 80,8640.0,6690.0,7190,7190,8.6
-490243,1,16.0,109.0,Q125-IC,9230.0,4150.0,16602,16197,11.1
-490244,1,14.0,115.0,VM 125HC,13050.0,11640.0,16800,16368,12.7
-490244,2,14.0,113.0,Q-125IC,12860.0,9500.0,19025,18272,12.7
-490245,1,11.875,71.8,HCQ--125,11030.0,7800.0,22880,21785,11.7
-490246,1,10.875,72.0,C- 110,11940.0,9250.0,10040,10040,9.0
-490246,2,9.875,62.8,C-110,12180.0,10290.0,22758,21670,10.3
-490246,3,9.875,62.8,SD25CR-125,14240.0,11140.0,23918,22778,12.4
-490246,4,9.875,62.8,C-110,12180.0,10290.0,24470,23305,12.4
-490262,1,28.0,218.0,X60,2810.0,950.0,7172,7172,8.8
-490263,1,22.0,276.9,X-80,7955.0,6665.0,10750,10750,11.0
-490264,1,14.0,115.5,Q-125 XHP,14240.0,11580.0,23084,22982,13.5
-490265,1,,,,,,29608,28106,14.9
-490299,1,16.0,97.0,P-110,6920.0,2340.0,19095,19095,10.7
-490300,1,12.25,134.3,SM-110XS,18690.0,18350.0,7291,7291,13.6
-490300,2,12.25,134.3,SM-130CY,22090.0,21680.0,22731,22700,13.6
-490301,1,8.625,57.4,Q-125,16640.0,16300.0,24558,24331,12.4
-490302,1,,,,,,25818,25422,12.4
-490724,1,5.0,18.0,P110-ICY,15840.0,14840.0,17597,16848,15.2
-490937,1,28.0,218.5,X60,2812.0,953.0,7280,7280,8.6
-490938,1,22.0,224.0,X_80,6670.0,3870.0,10300,10300,8.6
-490959,1,14.0,115.0,SM125CYT HC,13050.0,11640.0,16430,16427,11.2
-490960,1,,,,,,23285,23152,11.4
-491257,1,7.625,29.7,HCP110,9470.0,7150.0,10600,10589,10.0
-491258,1,5.5,17.0,HCP-110,10640.0,8580.0,12754,12177,11.0
-491344,1,28.0,218.5,X 65,3210.0,950.0,8750,8750,8.8
-491345,1,22.0,328.7,X-80,10420.0,9500.0,6501,6501,8.5
-491345,2,22.0,224.5,X80,6850.0,3880.0,12080,12080,10.5
-491346,1,18.0,116.1,P-110,6680.0,2110.0,14225,14225,11.5
-491347,1,16.0,109.0,Q125-IC,9230.0,4150.0,10554,10554,12.5
-491347,2,16.15,119.2,Q-125HP,10880.0,5650.0,13904,13904,12.5
-491347,3,16.15,127.5,Q125 ICY,11620.0,7200.0,17054,17050,12.5
-491348,1,14.0,115.0,VM 125HC,13050.0,11640.0,19150,19146,13.0
-491349,1,11.875,71.8,TN 125 HC,11030.0,7800.0,20561,20484,13.5
-491350,1,,,,,,25675,24523,14.2
-491871,1,18.0,117.0,P-110 W511,6680.0,2110.0,4873,4500,10.1
-491865,1,22.0,277.0,X 80,7950.0,6670.0,6200,6200,8.4
-491865,2,20.0,166.0,X_56,3981.0,1680.0,6240,6240,8.4
-491865,3,20.0,166.0,X-56,3980.0,2510.0,9379,9376,9.4
-491866,1,16.0,109.0,Q-125IC,8970.0,4150.0,16550,15231,11.8
-491867,1,13.625,88.2,Q-125 HC,10320.0,6370.0,19500,17232,12.4
-491868,1,9.875,67.5,C-110,13220.0,12160.0,24831,21850,13.0
-491869,1,11.75,99.9,C-110,14470.0,13710.0,10160,10151,9.7
-491869,2,10.175,81.0,SM125S,17690.0,17340.0,19354,17132,12.4
-491869,3,9.875,67.5,C-110,13220.0,12160.0,24350,21369,13.0
-491869,4,7.0,38.0,SM25CRW-125,17360.0,16740.0,24500,21519,13.0
-491869,5,5.5,23.0,SM25CRW-125,16980.0,16060.0,25911,22930,13.6
-491870,1,22.0,224.0,X__80,7280.0,3880.0,2404,2400,9.1
-491872,1,16.0,109.0,Q125 ICY,9690.0,4150.0,1700,1695,13.9
-491872,2,16.0,109.0,Q-125ICY,9960.0,4150.0,9070,7500,13.9
-491873,1,14.0,116.0,Q125XHP,14230.0,11580.0,8883,7364,14.6
-491873,2,14.0,116.0,Q125XHP,14230.0,11580.0,15098,12300,14.6
-491874,1,11.875,71.8,Q 125-HC,11030.0,7800.0,17265,14440,15.3
-491875,1,9.875,62.8,TN 125HC,13840.0,13420.0,16840,14021,15.6
-491875,2,9.875,62.8,TN 125HC,13840.0,13420.0,17875,15043,15.6
-491940,1,22.0,277.3,X-80,7950.0,6670.0,11900,11900,10.0
-491940,2,22.0,224.0,X 80,6360.0,3870.0,12500,12500,10.0
-491941,1,18.0,94.0,P110,5350.0,1060.0,14000,14000,10.9
-505961,2,14.0,115.0,Q125 BURST DISK,3000.0,2880.0,10903,10788,9.0
-505962,1,11.75,77.6,P110,10570.0,7340.0,8005,8006,8.5
-505962,2,11.75,80.5,Q-125,12510.0,8670.0,15735,14153,9.5
-505963,1,9.625,36.0,EX -80,4780.0,1510.0,16210,14487,5.8
-505964,1,7.625,39.0,L-80,9178.0,8810.0,20873,18010,9.6
-505965,1,,,,,,21655,18651,9.6
-506179,1,28.0,218.5,X-65,3050.0,950.0,7800,7800,8.7
-506180,1,22.0,277.3,X- 80,8640.0,6690.0,6900,6900,8.7
-506180,2,22.0,224.0,X 80,6360.0,3870.0,12250,12250,10.6
-506181,1,18.0,117.0,P-110,6680.0,2110.0,14782,14722,11.5
-506182,1,16.0,109.0,Q125-IC,9230.0,4150.0,12135,12135,11.5
-506182,2,16.15,127.5,Q125 ICY,11620.0,7200.0,18232,17924,12.6
-506183,1,11.75,99.9,C-110,14470.0,13710.0,10300,10300,12.6
-506183,2,10.175,81.0,VM125SS,17690.0,17340.0,17812,17532,12.6
-506183,3,10.0,68.5,C110,13620.0,12210.0,22364,22020,13.0
-506184,1,7.0,38.0,SM25CRW-125,17360.0,16740.0,22064,21720,13.6
-506184,2,5.5,23.0,SM25CRW-125,16980.0,16060.0,23319,22875,13.6
-506519,1,22.0,276.9,X80,7950.0,6660.0,7850,7850,8.6
-506519,2,22.0,224.0,X 80,6360.0,3870.0,8888,8888,8.6
-506520,1,18.0,105.0,Q125HP,7590.0,2120.0,8939,8939,13.4
-506520,2,18.0,105.0,Q125HP,7590.0,2120.0,17138,17138,13.4
-506520,3,18.0,105.0,Q-125,6830.0,1520.0,17638,17638,13.4
-506520,4,18.0,94.0,P110HC,5830.0,1420.0,18000,18000,13.4
-506521,1,14.0,115.0,TN-125HC,13050.0,11000.0,26550,26276,14.0
-506522,1,,,,,,36160,35075,15.0
-506619,1,11.875,71.8,Q125-CC,11910.0,7190.0,15777,15579,13.6
-506759,1,28.0,218.5,X--60,2960.0,708.0,4950,4950,9.3
-506761,1,18.0,94.0,P110,5350.0,1060.0,6850,6850,10.5
-506762,1,14.0,115.0,VM130 CYHC,13570.0,11640.0,10995,10840,11.3
-506763,1,11.875,71.8,TN 125 HC,11030.0,7800.0,17828,16880,12.2
-506764,1,,,,,,19100,17419,11.9
-507380,1,28.0,220.0,X-56,2630.0,950.0,5470,5470,9.7
-464067,1,13.375,61.0,J_55,3090.0,1540.0,997,990,8.6
-464068,1,9.625,43.5,N-80,6330.0,3810.0,3199,3000,9.0
-464069,1,7.0,26.0,N-80/L-80,7240.0,5410.0,9412,6400,10.3
-464728,1,28.0,218.0,X60,2810.0,950.0,9112,9112,8.6
-464729,1,22.0,277.0,X-80,7955.0,6665.0,7176,7176,8.6
-464729,2,22.0,224.0,X  80,6364.0,3873.0,11550,11550,9.7
-464730,1,18.0,117.0,Q125-HP,8450.0,2860.0,13700,13700,11.0
-464731,1,13.625,88.2,HC Q125,10030.0,6370.0,13600,13600,10.8
-463247,1,32.0,292.0,X-60,2878.0,1022.0,4190,4190,9.0
-463248,1,28.0,218.0,X56,2630.0,950.0,4892,4892,9.9
-463249,1,22.0,224.3,X-80,6360.0,3870.0,5792,5792,10.5
-463250,1,18.0,94.0,X-80,3880.0,1060.0,7318,7292,11.1
-463251,1,16.0,84.0,N-80,4330.0,1480.0,10862,10120,12.0
-463252,1,13.625,88.2,Q125,10030.0,4800.0,19023,16000,14.2
-463253,1,11.75,65.0,P-110,8750.0,4480.0,24723,20500,15.2
-463254,1,9.375,39.0,Q-125,9330.0,3960.0,26478,22197,15.9
-464731,2,13.625,88.2,Q-125,10030.0,4800.0,16650,16650,12.3
-464732,1,,,,,,19300,19300,13.3
-485443,1,18.0,117.0,P-110 HC,6680.0,2660.0,5331,5324,10.2
-485444,1,16.0,109.0,USS Q125HP,9960.0,3970.0,8642,8229,11.5
-485445,1,14.0,115.5,Q-125XHP,14230.0,11580.0,14391,13000,13.5
-485446,1,11.875,71.8,TN 125 HC,11030.0,7800.0,17500,15830,16.1
-485447,1,10.75,85.3,VST Q125 HC,16680.0,16440.0,14091,12750,15.5
-485447,2,10.125,79.2,JFE-125T,17670.0,17820.0,17300,15635,15.5
-485447,3,10.125,79.2,JFE-125T,17670.0,17820.0,23942,22000,15.5
-485521,1,28.0,223.7,X60,2970.0,950.0,6100,6100,8.5
-485522,1,22.0,278.7,X80M,8710.0,6690.0,7500,7500,8.6
-485522,2,22.0,227.4,X80M,6880.0,3880.0,8550,8550,9.1
-485523,1,16.0,96.0,P110-ICY,7860.0,2800.0,17750,17750,12.1
-485524,1,14.15,127.0,140HC-RY,15940.0,13200.0,9000,9000,15.1
-485524,2,14.0,116.0,140CY-HC,14760.0,11700.0,24000,24000,15.1
-485524,3,14.15,127.0,140HC-RY,15940.0,13200.0,26650,26650,15.1
-485525,1,11.875,71.8,TN 125 HC,11030.0,7800.0,30500,30500,15.8
-485526,1,,,,,,34500,34500,15.4
-486521,1,22.0,142.8,X56 XLF,2900.0,821.0,5544,5544,9.0
-486522,1,17.875,93.5,L-80,3920.0,1090.0,6200,6200,9.5
-486523,1,16.0,97.0,HCQ  125,7860.0,2340.0,7350,7331,10.2
-486524,1,14.0,115.0, TN-125HC,12690.0,11000.0,4041,4041,11.0
-486524,2,13.625,88.2,JFE125T,10320.0,6200.0,14820,12544,11.0
-486525,1,11.875,71.8,TN 125 HC,11030.0,7800.0,21480,16873,11.8
-486526,1,10.875,72.0,P110 VAM HP,11610.0,9250.0,4038,4038,0.0
-486526,2,10.875,72.0,P110 VAM HP,11610.0,9250.0,7109,7100,0.0
-486526,3,8.625,44.0,Q125,12680.0,8980.0,8000,7396,0.0
-486526,4,7.625,39.0,P110-ICY,14750.0,12180.0,17750,14452,0.0
-486526,5,7.625,39.0,P110-ICY,14750.0,12180.0,23937,18666,12.5
-495480,1,28.0,218.5,X60,2960.0,950.0,8765,8765,8.7
