SN_APD_QA,QA_RESPONSE_CD,QA_RESPONSE_TXT
-219530,Y,GMG 290103
-219531,N,Please reference waiver
-219532,N,
-219533,Y,Shell EZ&#8208;Chart Pressure Testing System Version 2.0 as digital BOP testing
-214529,,
-214530,Y,GMG290003
-214531,,
-214532,N,
-214533,Y,SureTec 3.1
-215494,Y,
-215495,Y,
-215496,Y,
-215497,,
-215498,Y,NPDES Permit GMG 290132
-215499,,
-215500,N,
-215501,Y,IPT Suretec Digital BOP Test Method Version 3.1
-215502,Y,
-215503,,Drilling w/ WBM
-215504,,
-215505,,
-215506,Y,GMG 290351
-215507,Y,
-215508,N,
-215509,Y,"OTC Greenlight, Version 2"
-215594,Y,
-215595,Y,"For drill cuttings we will be discharging under the GOM NPDES Permit (GMG290000) guide lines of base fluid retained on cuttings of 6.9 grams of non-aqueous base fluids per 100 grams of wet drill cuttings for drilling fluids made up of C16-C18 internal olefin.   

If the drilling mud becomes contaminated with materials that cannot be discharged we will implement Zero discharge until the contamination is corrected."
-215596,Y,
-215597,,
-215598,Y,GMG290541
-215599,,
-215600,N,
-215601,Y,See attached approval for greenlight software use.
-215798,Y,
-215799,Y,
-215800,Y,
-215801,,
-215862,Y,GEG462007
-215863,,
-214904,,
-214905,,
-214906,Y,GMG 290269
-214907,Y,
-214908,N,
-214909,Y,IPT SureTec 3.1
-215122,Y,A minimum of 1000 sxs barite and 200 sxs of gel will be maintained on the MODU during drilling operations.
-215123,,
-215124,,
-215125,,
-215126,Y,GMG290329
-215127,Y,
-215128,N,
-215129,Y,OTC Greenlight - Version 2.0
-215702,Y,
-215703,Y,"Synthetic Based Mud will be used, zero discharge procedures will only be used ifretention on cuttings (ROC) does not pass EPA
permit effluent limitations."
-215704,,
-215705,,
-215706,Y,GMG 290006
-215707,N,Permanent platform rig being used. BSEE departure approval dated 10/4/2017 approved departure to not shut-in producible wells during moves from one well to another.
-215708,N,
-215709,Y,OTC Greenlight v2.0
-216186,Y,
-216187,Y,Zero discharge procedures will be followed if deemed necessary
-215471,Y,"For drill cuttings we will be discharging under the GOM NPDES Permit (GMG290000) guide lines of base fluid retained on cuttings of 6.9 grams of non-aqueous base fluids per 100 grams of wet drill cuttings for drilling fluids made up of C16-C18 internal olefin.   

If the drilling mud becomes contaminated with materials that cannot be discharged we will implement Zero discharge until the contamination is corrected."
-215472,Y,
-215473,,
-211807,Y,
-211808,Y,
-211809,,
-211810,Y,GMG290103
-211811,,Subsea well
-211812,N,
-211813,Y,EZ Chart 1.7
-212082,Y,Sufficient Barite to Raise the Entire System 0.5ppg.
-211362,Y,
-211363,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.       "
-211364,Y,
-211365,,
-211366,Y,GMG 290110.
-211367,,Subsea wellhead.
-211368,N,
-211369,Y,BP Anatomize Version 3.35
-211806,Y,
-212083,,
-212084,,
-212085,,
-212086,Y,GMG290601
-212087,Y,
-212088,N,
-212089,Y,Greenlight 2.0
-212130,Y,
-212131,Y,
-212132,Y,
-212133,,
-212134,Y,GMG290103
-212135,,Subsea well
-212136,N,
-212137,Y,EZ Chart 1.7
-218418,Y,
-218419,Y,
-218420,,
-218421,,
-216330,Y,
-216331,Y,
-216332,,
-216333,Y,
-216334,Y,GMG 290079
-216335,N,TIMS ID 13756817 has been approved for MOB/DEMOB RIG w/o S/I production alternate compliance in conjunction with upcoming movement of the Ensco 75 jack-up in the vicinity of the subject platform. Approval included in Alternate Compliance / Departure List attachment
-216336,N,
-216337,Y,OTC Greenlight v2.0
-216338,Y,
-216339,Y,
-216340,Y,
-216341,,
-216362,Y,NPDES permit #GMG 290132
-216363,,
-216364,N,
-216365,Y,IPT Suretec Digital BOP Test Method  Version 3.1
-216366,Y,
-216367,,
-216368,Y,
-216369,,
-216370,Y,GMG 290570
-216371,,
-216372,N,
-216373,Y,OTC Greenlight Version 2.0 or higher
-216678,Y,
-216679,Y,
-216680,Y,
-216681,,
-216682,Y,GMG 290570
-216683,,
-216684,N,
-216685,Y,OTC Greenlight Version 2.0 or higher
-216754,Y,
-216755,Y,"Synthetic Based Mud will be used, zero discharge procedures will only be used ifretention on cuttings (ROC) does not pass EPA
permit effluent limitations."
-216756,,
-217398,Y,
-217399,Y,
-217400,Y,
-217401,,
-217422,Y,GMG290089
-217423,,
-217424,N,
-217425,Y,"IPT Global
Suretec 3.1.1.10.44"
-217634,Y,
-217635,Y,
-217636,,
-217637,,
-217638,Y,GMG 290103
-217639,,
-217640,N,
-217641,Y,EZ Chart V2
-218466,Y,
-218467,Y,
-218468,,
-218469,,
-218470,Y,GMG 290103
-218471,,
-218472,N,
-218473,Y,EZ Chart V2
-220622,Y,
-220623,Y,
-220624,Y,
-215474,Y,GMG290541
-215475,,
-215476,N,
-215477,Y,See attached approval for greenlight software use.
-218091,,
-218092,Y,
-218093,,
-218094,Y,GMG290110
-218095,,Subsea template
-218096,N,
-218097,Y,SureTec v3.1
-218262,Y,
-215782,Y,
-215783,Y,
-215784,,
-215785,,
-215786,Y,GMG 290180
-215787,,Open Water
-215788,N,
-215789,Y,OTC Greenlight Version 2.0 or higher
-216858,Y,
-216859,Y,
-216860,Y,
-216861,,
-216862,Y,GMG 290570
-216863,,
-216864,N,
-216865,Y,OTC Greenlight Version 2.0 or higher
-218090,Y,
-218263,N,SHELL WILL NOT DISCHARGE SBMs EXCEPT AS AUTHORIZED AND MONITORED UNDER THE US EPA GENERAL PERMIT GMG 290000. 
-218264,Y,
-218265,,
-218266,Y,GMG 290103
-218267,N,THE KAIKIAS DEVELOPMENT IS A SUBSEA DEVELOPMENT.
-218268,N,
-218269,Y,APPROVED FOR VERSION 2 (PLEASE REFERENCE ALT COMPLIANCE LIST)
-217382,Y,
-217383,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-217384,Y,
-217385,,
-217386,Y,GMG 290110
-217387,,
-217388,N,
-217389,Y,Anatomize Version 3.35.00
-217774,Y,
-217775,Y,
-217776,,
-217777,,
-217778,Y,GMG290165
-217779,Y,
-217780,N,
-217781,Y,Greenlight 2.0
-218422,Y,BMB290165
-218423,Y,
-218424,N,
-218425,Y,Greenlight 2.0
-221514,Y,
-221515,Y,
-221516,Y,
-221517,,
-221518,Y,NPDES Permit #GMG 290132
-221519,,
-221520,N,
-219746,Y,1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations.
-219747,,
-219748,,
-219749,,
-219750,Y,GMG290553
-219751,,There are no completed or producing wells on this lease.
-219752,N,
-219753,Y,IPT Global
-221521,Y,IPT Suretec Digital BOP Test Method Version 3.1
-210738,Y,
-210739,N,
-210740,,
-210741,,
-210742,Y,GMG 290376
-210743,,
-210744,N,
-210745,Y,IPT Global
-211598,Y,
-211599,Y,
-211600,Y,
-211601,,
-211602,Y,GMG 290079
-211603,,
-211604,N,
-211605,Y,SureTec version 3
-211770,Y,
-211771,Y,
-211772,,
-211773,,
-211774,Y,GMG290376
-211775,N,waiver previously approved
-211776,N,
-211777,Y,OTC Greenlight Version 2.0
-211898,Y,"200 sxs barite, 1000 sxs gel"
-211899,Y,
-211900,,
-211901,,
-211922,Y,GMG290079
-211923,Y,
-211924,N,
-211925,Y,OTC Greenlight 2.0
-220625,,
-220626,Y,GMG290003
-220627,,
-220628,N,
-220629,Y,SureTec 3.1
-220671,Y,
-220672,,
-220673,,
-220674,Y,GMG 290103
-220675,,subsea well
-220676,N,
-220677,Y,EZ Chart version 2
-221589,Y,IPT Global's SureTec version 3.1
-220662,Y,
-220663,,
-220664,,
-220665,,
-220666,Y,GMG 290269
-220667,Y,
-220668,N,
-220669,Y,IPT SureTec 3.1
-220670,Y,
-221590,Y,
-221591,Y,
-221592,,
-221593,,
-221594,Y,GMG290103
-221595,,
-221596,N,
-220686,Y,
-220687,Y,
-220688,,Well is drilled to TD
-220689,,Well is drilled to TD
-220690,Y,GMG 290103
-220691,,Subsea well
-220692,N,
-220693,Y,EZ Chart 2
-218270,Y,1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations.
-218271,,
-218272,,
-218273,,
-218274,Y,GMG290553
-218275,,There are no completed or producing wells on this lease
-218276,N,
-230609,Y,Use of IPT Global Suretec Ver. 4
-231126,Y,GMG 290269
-231262,Y,GMG290184
-231263,,
-230945,,
-230946,Y,GMG290103
-230947,,Subsea well
-230948,N,
-230949,Y,EZ Chart 2
-230950,Y,
-230951,Y,
-230952,,Batch-set well
-230953,,
-230954,Y,GMG290103
-230955,,Subsea wells
-230956,N,
-230957,Y,EZ Chart 2.0
-230986,Y,
-230987,Y,
-230988,,Batch-set well
-230989,,
-230990,Y,GMG290103
-230991,,Subsea wells
-230992,N,
-230993,Y,EZ Chart 2.0
-231030,Y,
-231031,Y,
-231032,Y,
-231033,,
-231034,Y,GMG 290180
-231035,,Open Water
-231036,N,
-231037,Y,IPT SureTec 3.1 or higher
-231106,Y,GMG290103
-231107,,Subsea Well
-231108,N,
-231109,Y,EZ Chart 2
-231094,Y,
-229882,Y,
-229883,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-229884,,
-229885,,
-229886,Y,GMG 290110
-229887,,Subsea template
-229888,N,
-229889,Y,"IPT Global's SureTec, version 4"
-230226,Y,
-230227,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-230228,,
-230229,,
-230230,Y,GMG 290110
-230231,,Subsea template
-230232,N,
-230233,Y,"IPT Global's SureTec, version 4"
-230234,Y,
-230235,Y,
-230236,Y,
-230237,,
-230238,Y,GMG 290103
-230239,,Subsea Well
-230240,N,
-230241,Y,Version 2 (please see attached correspondence with BSEE) 
-231118,Y,
-231119,Y,
-231120,,
-231121,,
-231162,Y,GMG 290103
-231163,,Subsea Well
-231164,N,
-231165,Y,"Please see attached approval 
Version 2.0"
-231264,N,
-231265,Y,Suretec Version 4.0
-231246,Y,
-231247,Y,
-217070,Y,
-217071,Y,
-217072,Y,
-217073,,
-217074,Y,NPDES permit #GMG 290132
-217075,,
-217076,N,
-217077,Y,IPT Suretec Digital BOP Test Method  Version 3.1
-230690,Y,
-230691,Y,"Yes, cuttings will be dried and disposed of over board"
-230692,,
-230693,,
-230694,Y,GMG 290538
-230695,Y,
-230696,N,
-230697,Y,OTC Greenlight Version 2.0 or greater
-231095,Y,"Note: although operations are prepared for zero discharge, we intend to comply w/the NPDES GP requirements"
-231096,,
-231097,,
-231098,Y,GMG290110
-231099,,Subsea well
-231100,N,
-231101,Y,Use of IPT Global Suretec Ver. 4
-231144,N,
-231145,Y,EZ Chart V2
-231110,Y,
-231111,Y,
-231112,,
-231113,,
-231114,Y,GMG290103
-231115,N,Please see attached approval.
-231138,Y,
-231139,Y,
-231140,Y,
-231141,,
-231142,Y,GMG290103
-231143,,Subsea Well
-230034,Y,1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations.
-230035,Y,"SBM cuttings will only be discharged if the cuttings meet EPA guidelines. If the cuttings fail to meet NPDES discharge requirements, then we will go to zero discharge for the cuttings."
-230036,,
-230037,,
-230038,Y,GMG290553
-230039,Y,
-230040,N,
-230041,Y,OTC GreenLight V2.0
-230882,Y,
-230883,Y,
-230884,,
-230885,,
-230886,Y,GMG290103
-230887,,Subsea well
-230888,N,
-230889,Y,EZ Chart 2
-231248,Y,
-231249,,
-231250,Y,GMG 290180
-231251,,Open Water
-231252,N,
-231253,Y,IPT SureTec 3.1 or higher
-231266,Y,
-231267,,
-231268,,
-231269,,
-231270,Y,GMG 290269
-231271,Y,
-231272,N,
-231273,Y,IPT SureTec Version 4
-231282,Y,
-231283,Y,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-231284,Y,
-231285,,
-231286,Y,GMG 290110
-210722,Y,
-210723,Y,
-210724,Y,
-210725,,
-210726,Y,NPD#ES Permit GMG 290132
-210727,,
-210728,N,
-210729,Y,IPT Suretec Digital BOP Test Method Version 3.1
-210922,Y,
-210923,Y,
-210924,Y,
-210925,,
-210926,Y,GMG 290180
-210927,,Open Water
-210928,N,
-210929,Y,IPT Sure Tec 3.1
-211082,Y,
-211083,N,"Although PDQ operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG290110) for SBM and WBM drilling fluids and cuttings discharges."
-211084,,Tophole already in place -- riserless drilling completed.
-211085,,Conductor already in place.
-211086,Y,Permit GMG290110.
-211087,N,Subsea template.
-211088,N,"The WCD rate of this well is less than the rate of WCD scenario in the updated regional OSRP, currently being reviewed by BSEE."
-211089,Y,Anatomize.
-212302,Y,
-212303,Y,
-212304,,
-212305,,
-212306,Y,GMG290615
-212307,N,See alt compliance
-212308,N,
-212309,Y,Greenlight 2.0
-212334,Y,
-212335,Y,
-212336,Y,
-230726,Y,
-230727,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-230728,,Re-entry drilling procedure will be  operated in a cased wellbore
-230729,,No waiver requested.
-230730,Y,GMG 290110
-230731,,Subsea wellhead
-230732,N,The WCD rate of this well is less than the approved OSRP limit.
-230733,Y,Use of IPT Global Suretec Ver. 4
-230974,Y,
-230975,Y,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-230976,Y,
-230977,,
-230978,Y,GMG 290110
-230979,,Subsea well
-230980,N,
-230981,Y,IPT Global SureTec V.4
-231022,Y,
-231023,Y,
-231024,,Batch-set well
-231025,,
-231026,Y,GMG290103
-231027,,Subsea wells
-231028,N,
-231029,Y,EZ Chart 2.0
-231146,Y,
-231147,Y,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-231148,Y,
-231149,,
-231150,Y,GMG 290110
-231151,,Subsea well
-231152,N,
-231153,Y,IPT Global SureTec V.4
-231222,Y,1000 sacks of Barite and 200 sacks of gel will be maintained on the MODU during drilling operations.
-231223,Y,"SBM cuttings will only be discharged if the cuttings meet EPA guidelines. If the cuttings fail to meet NPDES discharge requirements, then we will go to zero discharge for the cuttings."
-217106,Y,
-217107,,
-217108,Y,
-217109,,
-217110,Y,GMG290110
-217111,,Subsea template
-217112,N,
-217113,Y,SureTec v3.1
-217130,Y,
-217131,Y,
-217132,Y,
-217133,,
-217134,Y,NPDES Permit #GMG 290132
-205851,N,Cuttings will be discharged per EPA discharge permit
-209050,Y,
-209051,Y,
-209052,Y,
-209053,,
-209054,Y,GMG 290129
-209055,,
-209056,N,
-209057,Y,OTC Green Light Version No. 2.0
-210318,Y,
-210319,Y,
-210320,,
-210321,,
-210342,Y,GMG290103
-210343,,Continuous operations from drilling ST00BP00
-210344,N,
-210345,Y,
-210354,Y,
-210355,Y,"Synthetic Based Mud will be used, zero discharge procedures will only be used if retention on cuttings (ROC) does not pass EPA permit effluent limitations."
-210356,,
-210357,,
-210358,Y,GMG290006
-210359,N,"Permanent platform rig being used. BSEE departure approval dated 10/4/2017 is attached that allows departure to not shut-in producible
wells during moves from one well to another."
-210360,N,
-210361,Y,OTC Greenlight v2.0
-210389,,
-210390,Y,GMG 290103
-210391,,
-210392,N,
-210393,Y,EZ Chart Version 1
-210394,Y,
-210395,Y,
-210396,Y,
-210388,Y,
-196747,Y,
-196748,Y,
-196749,,
-196750,Y,NPDES Permit GMG 290132
-196751,,
-196752,N,
-196753,Y,IPT Suretec Digital BOP Test Method Version 3.1
-196738,Y,
-196634,Y,Sufficient barite to weight up active system 0.5ppg.
-196635,Y,
-196636,Y,
-196637,,
-196698,Y,GMG290184
-196699,,
-196700,N,
-196701,Y,SureTec Version 3.1
-196754,Y,
-196739,N,Shell will not discharge SBMs except as authorized and monitored under the US EPA General Permit GMG290000
-196740,Y,
-196741,,
-196742,Y,GMG 290103
-196743,N,Please see attached shut in waiver
-196744,N,
-196745,Y,EZ-Chart version 1.7 or higher
-196746,Y,
-196755,Y,
-196756,Y,
-196757,N,
-196758,Y,GMG290070
-196759,,
-196760,N,
-196761,Y,SureTec 3.1
-208031,,
-208032,,
-208033,Y,Anatomize. 
-208655,Y,
-208656,Y,
-208657,,
-208658,Y,NPDES Permit GMG 290132
-208659,,
-208660,N,
-208661,Y,IPT Suretec Digital BOP Test Method Version 3.1
-208942,Y,
-208654,Y,
-208943,Y,
-208944,,
-208945,,
-208946,Y,GMG 290129
-208947,Y,
-208948,N,
-208949,Y,OTC GreenLight Vr. 2.0
-209042,Y,
-209043,Y,
-209044,Y,
-209045,,
-209046,Y,NPDES Permit GMG 290132
-209047,,
-209048,N,
-209049,Y,IPT Suretec Digital BOP Test Method Version 3.1
-209274,Y,
-209275,Y,
-200034,Y,
-200035,N,"Although West Vela operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges.     "
-200036,,Tophole installed in 2016 -- riserless drilling operations completed.   
-200037,,Conductor installed in 2016. 
-200038,Y,GMG290110
-200039,,Subsea wellhead. 
-200040,N,"The WCD rate of this well is less than the approved OSRP limit (300,000 bbls/day). "
-200041,Y,Anatomize 
-200146,Y,
-200147,N,Shell will not discharge SBMs except as authorized and monitored under the US EPA General Permit GMG290000
-200148,Y,
-200149,,
-200150,Y,GMG 290103
-200151,N,See attached waiver
-200152,N,
-200153,Y,EZ Chart v1.7
-200194,Y,
-200195,Y,
-200196,Y,
-200197,,
-200198,Y,NPDES Permit GMG 290132
-200199,,
-200200,N,
-200201,Y,IPT Suretec Digital BOP Test Method Version 3.1
-203662,Y,Will maintain quantities of mud and mud material (including weight materials and additives) sufficient to raise the entire system mud weight 1/2-ppg until wellbore has been negative tested.
-203663,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-203664,,
-203665,,
-203666,Y,GMG 290110
-203667,,
-203668,Y,
-203669,Y,Anatomize
-203670,Y,
-208818,Y,"Will maintain quantities of mud and mud material
(including weight materials and additives)
sufficient to raise the entire system mud weight
1/2-ppg until wellbore has been negative tested."
-208819,Y,"Although operations are prepared for zero
discharge, we intend to comply with the NPDES
general permit requirements."
-208820,Y,
-208821,,
-208862,Y,GMG 290110
-208863,,Subsea
-208864,N,
-208865,Y,BP anatomize version 3.35.0.0
-210302,Y,
-210303,Y,
-210304,Y,
-210305,,
-210306,Y,NPD#ES Permit GMG 290132
-210307,,
-210308,N,
-210309,Y,IPT Suretec Digital BOP Test Method Version 3.1
-210397,,
-210398,Y,NPDES Permit GMG 290132
-210399,,
-210400,N,
-210401,Y,IPT Suretec Digital BOP Test Method Version 3.1
-210402,Y,
-210403,Y,
-210404,,
-210405,,
-210406,Y,GMG290376
-210407,N,Waiver previously approved
-210408,N,
-210409,Y,OTC Greenlight Version 2.0
-210410,Y,
-210411,Y,
-210412,,
-210413,,
-210414,Y,GMG 290129
-210415,Y,
-197363,Y,
-197364,Y,
-197365,,
-196958,Y,
-196959,Y,
-196960,Y,
-196961,,
-196962,Y,GMG 290103
-196963,,
-196964,N,
-196965,Y,Yes we are using the approved version of EZ Chart 
-197366,Y,GMG 290103
-197367,,
-197368,N,
-197369,Y,Yes we are using the approved version of EZ Chart 
-197398,Y,
-197222,Y,
-197223,N,"Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
-197224,Y,
-197225,,
-197226,Y,GMG 290006
-197227,,Subsea Well
-197228,N,
-197229,Y,OTC Greenlight 1.1
-197338,Y,
-197339,Y,
-197340,Y,
-197341,,
-197342,Y,NPDES Permit GMG 290132
-197343,,
-197344,N,
-197345,Y,IPT Suretec Digital BOP Test Method Version 3.1
-197362,Y,
-197399,Y,
-197400,Y,
-197401,,
-209276,Y,
-209277,,
-209278,Y,GMG 290103
-209279,N,Subsea Well
-209280,N,
-209281,Y,EZ chart 1.7
-209627,Y,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-209628,,
-209629,,
-209630,Y,GMG 290110
-209631,,Subsea well
-209632,N,
-209633,Y,Anatomize.
-209643,,Batch set well
-209462,Y,
-209463,Y,
-209464,,
-209465,,
-209466,Y,GMG290103
-216188,,
-216189,,
-216190,Y,GMG 290376
-216191,N,Departure request previously approved
-216192,N,
-216193,Y,OTC Greenlight
-216194,Y,
-216195,Y,
-216196,,
-216197,,
-216198,Y,GMG 290103
-216783,Y,
-216784,Y,
-216785,,
-216786,Y,GMG 290180
-216787,,Open Water
-216788,N,
-216789,Y,OTC Greenlight Version 2.0 or higher
-224457,Y,IPT SureTec Digital BOP Test Method Version 3.1 and/or Version 4.0 (or latest available method).
-216167,Y,
-216168,N,
-216169,Y,OTC Greenlight 2.0
-216782,Y,
-224458,Y,
-224459,Y,
-224460,Y,
-224461,,
-224482,Y,NPDES Permit GMG 290132
-224483,,
-224484,N,
-224485,Y,"IPT Suretec Digital BOP Test Method Version 3.1 or Version 4.3, or latest version"
-225075,Y,
-225076,Y,
-225077,,
-225078,Y,GMG 290623
-225079,,
-225080,N,
-225081,Y,OTC Greenlight v2.0 or greater
-224958,Y,
-224959,Y,
-224960,Y,
-224961,,
-224962,Y,EPA GMG 290180
-224963,,This is a subsea well being drilled from a drillship.
-224964,N,
-224965,Y,IPT Version 3.1.  Approval attached.
-225074,Y,
-216882,Y,
-216883,Y,
-216884,,
-216885,,
-216886,Y,GMG290165
-216887,Y,
-216888,N,
-216889,Y,Greenlight 2.0
-218530,Y,
-218531,Y,
-218532,,
-218533,,
-218534,Y,GMG290376
-218535,N,Waiver previously approved
-218536,N,
-218537,Y,
-219731,Y,
-219732,Y,
-219733,,
-219734,Y,GMG290089
-219735,,
-219736,N,
-219737,Y,"IPT Global
Suretec 3.1.1.10.44"
-219826,Y,
-219827,N,"Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
-219828,Y,
-219730,Y,
-215864,N,
-215865,Y,"IPT Global
Suretec 3.1.10.44"
-216042,Y,
-216043,Y,
-216044,,
-216045,,
-216046,Y,GMG290103
-216047,,Subsea well
-216048,N,
-216049,Y,EZ Chart 1.7
-216050,Y,
-216051,Y,
-216052,Y,
-216053,,
-216054,Y,GEG462007
-216055,,
-216056,N,
-216057,Y,"IPT Global
Suretec 3.1.10.44"
-221462,Y,
-221463,Y,
-221464,Y,
-221465,,
-221466,Y,GMG 290129
-221467,,
-221468,N,
-221469,Y,OTC Green Light Version No. 2.0
-222662,Y,
-222663,Y,
-222664,,
-222665,,
-222666,Y,GMG 290376
-222667,Y,
-222668,N,
-222669,Y,OTC Greenlight 2.0
-223159,,Subsea Well
-223160,N,
-223161,Y,EZ Chart V2
-216199,,Perdido wells are subsea
-216200,N,
-216201,Y,EZ chart 2.0
-235870,Y,
-235871,Y,
-235872,Y,
-235873,,
-235874,Y,GMG 290006
-235875,,Subsea Well
-235876,N,
-235877,,
-221538,Y,
-221539,Y,
-221540,Y,
-221541,,
-221562,Y,GMG290003
-221563,,
-221564,N,
-221565,Y,SureTec 3.1
-222351,Y,
-222352,,
-222353,,
-222354,Y,GMG290103
-222355,,
-222356,N,
-222357,Y,EZ Chart 2.0
-222358,Y,
-222128,Y,
-222129,,
-222130,Y,NPDES Permit GMG290132
-222131,N,"Please see attachment ""Response to NTL 2009-G25""."
-222132,N,
-222133,Y,IPT Suretec Digital BOP Test Method Version 3.1 and/or Version 4.0.
-222350,Y,
-222359,Y,
-222360,,Riserless drilled
-222361,,
-225391,Y,
-225392,,
-225393,,
-225394,Y,GMG290601
-225395,,
-225396,N,
-225397,Y,OTC Greenlight - Version 2.0
-225462,Y,
-225342,Y,
-225343,N,Cuttings will be discharged per EPA discharge permit
-225344,Y,
-225345,,
-225346,Y,GMG 29062A
-225347,,Open water location.
-225348,N,
-225349,Y,OTC Greenlight Version 2.0 or higher
-225390,Y,A minimum of 1000 sxs barite and 200 sxs of gel will be maintained on the MODU during drilling operations.
-225463,,
-225464,Y,
-225465,,
-225466,Y,GMG 290103
-225467,,Subsea well
-225468,N,
-225469,,"Version 2.0 
Please reference Alt. Compliance "
-225470,Y,
-225471,Y,
-225472,,
-225473,,
-225474,Y,GMG 290000
-225475,,
-225476,N,
-225477,Y,OTC Green Light Vr. 2.0
-225598,Y,A minimum of 1000 sxs barite and 200 sxs of gel will be maintained on the MODU during drilling operations.
-225599,Y,
-225600,,
-219829,,
-219830,Y,GMG 290006
-219831,,Subsea well
-219832,N,
-219833,Y,Greenlight v2.0
-220422,Y,
-220423,Y,"For drill cuttings we will be discharging under the GOM NPDES Permit (GMG290000) guide lines of base fluid retained on cuttings of 6.9 grams of non-aqueous base fluids per 100 grams of wet drill cuttings for drilling fluids made up of C16-C18 internal olefin.   

If the drilling mud becomes contaminated with materials that cannot be discharged we will implement Zero discharge until the contamination is corrected."
-220424,,
-220425,,
-220426,Y,GMG290541
-220427,,
-220428,N,
-220429,Y,OTC Greenlight software version 2
-220435,Y,
-220436,N,
-220437,Y,IPT SureTec 3.1
-220646,Y,
-220647,Y,
-220648,Y,
-220649,,
-220650,Y,NPDES Permit #GMG290132
-220651,N,"Please see attachment ""Response to NTL 2009-G25""."
-220652,N,
-220653,Y,IPT Suretec Digital BOP Test Method Version 3.1
-220874,Y,
-220875,N,"Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
-220876,Y,
-220877,,
-220878,Y,GMG 290006
-220879,,Subsea well
-220880,N,
-220881,Y,Greenlight v2.0
-223822,Y,
-223823,Y,
-223824,Y,
-223825,N,
-223826,Y,GMG 290103
-223827,,
-223828,N,
-223829,Y,EZ chart version 2
-223930,Y,
-223931,Y,
-223932,Y,
-223933,,
-223934,Y,NPDES Permit GMG 290132
-223935,,
-223936,N,
-223937,Y,"IPT Suretec Digital BOP Test Method Version 3.1 or Version 4.3, or latest version"
-224426,Y,
-224427,Y,"Synthetic Based Mud will be used, zero discharge procedures will only be used if retention on cuttings (ROC) does not pass EPA
permit effluent limitations."
-224428,,
-224429,,
-224430,Y,GMG290006
-224431,N,"Permanent platform rig being used. BSEE departure approval dated 10/4/2017 is attached that allows departure to not shut-in producible
wells during moves from one well to another."
-224432,N,
-224433,Y,OTC Greenlight v2.0
-224670,Y,
-224671,N,Cuttings will be discharged per EPA discharge permit
-224672,Y,
-224673,,
-224674,Y,GMG 29062A
-218277,Y,IPT Global
-218286,Y,
-218287,Y,
-218288,,Well was batch-set
-218289,,Well was batch-set
-218290,Y,GMG290103
-218291,,Subsea batch-set well
-218292,N,
-218293,Y,EZ Chart 1.7
-218338,Y,
-218339,Y,
-218340,,
-218341,,
-218342,Y,GMG 290103
-218343,,
-218344,N,
-218345,Y,EZ Chart V2
-218402,Y,
-218403,Y,
-218404,Y,
-218405,,
-218406,Y,NPDES Permit #GMG 290132
-218407,,
-218408,N,
-218409,Y,IPT Suretec Digital BOP Test Method Version 3.1
-218426,Y,
-218427,Y,
-218428,,
-218429,,
-219923,N,"Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements."
-219924,,
-219925,,
-219926,Y,GMG 290110
-219927,,Subsea wells
-219928,N,
-219929,Y,Hecate's Anatomize version 3.35
-219842,Y,
-219843,N,"Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
-219844,Y,
-219845,,
-219846,Y,GMG 290006
-219847,,Subsea Well
-219848,N,
-219849,Y,OTC Greenlight V.2.0
-219974,Y,
-219922,Y,
-219975,Y,
-219976,,
-219977,,
-219978,Y,GMG 290129
-219979,Y,
-219980,N,
-219981,Y,OTC Green Light Vr. 2.0
-220002,Y,
-220003,Y,
-220004,Y,
-220005,,
-220006,Y,GMG 290180
-216757,,
-216758,Y,GMG 290006
-216759,N,Permanent platform rig being used. BSEE departure approval dated 10/4/2017 approved departure to not shut-in producible wells during moves from one well to another.
-216760,N,
-216761,Y,OTC Greenlight v2.0
-218131,Y,
-218132,,
-218133,,
-218134,Y,BMB290165
-218135,Y,
-218136,N,
-218137,Y,Greenlight 2.0
-218082,Y,
