SN_EOR_FK,CASING_SIZE,CASING_CUT_DATE,CASING_CUT_METHOD_CD,CASING_CUT_DEPTH,CASING_CUT_MDL_IND
-199502,30.0,5/15/2023,M,25,BELOW
-199502,16.0,5/15/2023,M,25,BELOW
-199502,10.75,5/15/2023,M,25,BELOW
-199044,10.75,7/6/2023,M,20,BELOW
-199044,16.0,7/6/2023,M,20,BELOW
-202229,26.0,6/11/2024,S,25,BELOW
-199057,10.75,7/22/2023,M,20,BELOW
-198533,20.0,8/11/2023,M,25,BELOW
-198533,10.75,8/11/2023,M,25,BELOW
-202229,7.625,6/5/2024,S,25,BELOW
-202229,16.0,6/11/2024,S,25,BELOW
-202229,10.75,6/11/2024,S,25,BELOW
-202227,9.625,6/4/2024,S,25,BELOW
-202227,26.0,6/9/2024,S,20,BELOW
-202227,20.0,6/9/2024,S,20,BELOW
-202227,13.375,6/9/2024,S,20,BELOW
-202206,26.0,6/3/2024,S,24,BELOW
-202206,20.0,6/3/2024,S,24,BELOW
-202206,13.375,6/3/2024,S,24,BELOW
-157089,30.0,7/20/2015,M,20,BELOW
-157090,10.75,7/20/2015,M,20,BELOW
-157090,16.0,7/20/2015,M,20,BELOW
-157090,20.0,7/20/2015,M,20,BELOW
-156849,26.0,7/23/2015,M,42,ABOVE
-156812,10.75,8/2/2015,M,18,BELOW
-157204,20.0,7/20/2015,E,20,BELOW
-157204,10.75,7/20/2015,E,20,BELOW
-158200,24.0,8/24/2015,M,20,BELOW
-158200,16.0,8/24/2015,M,20,BELOW
-158200,10.75,8/24/2015,M,20,BELOW
-158201,24.0,8/25/2015,M,15,BELOW
-158201,16.0,8/25/2015,M,15,BELOW
-158201,10.75,8/25/2015,M,15,BELOW
-159969,20.0,10/18/2015,M,20,BELOW
-159969,13.375,10/18/2015,M,20,BELOW
-159829,16.0,10/29/2015,S,19,BELOW
-159829,36.0,10/29/2015,S,19,BELOW
-159627,36.0,10/16/2015,M,4,BELOW
-155921,18.625,10/30/2015,M,20,BELOW
-155921,48.0,10/30/2015,M,20,BELOW
-160228,7.0,10/29/2015,E,20,BELOW
-160231,20.0,10/29/2015,E,30,BELOW
-160231,16.0,10/29/2015,E,30,BELOW
-160231,10.75,10/29/2015,E,30,BELOW
-160231,7.0,10/29/2015,E,30,BELOW
-160233,7.0,10/30/2015,E,20,BELOW
-160233,10.75,10/30/2015,E,20,BELOW
-160233,16.0,10/30/2015,E,20,BELOW
-194778,20.0,9/9/2021,E,20,BELOW
-195180,7.0,12/15/2021,M,972,BELOW
-196349,30.0,4/18/2022,M,16,BELOW
-197428,13.375,8/17/2022,E,20,BELOW
-197428,26.0,8/17/2022,E,20,BELOW
-197429,13.375,8/17/2022,E,20,BELOW
-197429,26.0,8/17/2022,E,20,BELOW
-197430,13.375,8/17/2022,E,20,BELOW
-197430,26.0,8/17/2022,E,20,BELOW
-197881,16.0,1/10/2023,M,20,BELOW
-196895,10.75,9/30/2022,M,17,BELOW
-197881,24.0,1/10/2023,M,20,BELOW
-197881,10.75,1/10/2023,M,20,BELOW
-198606,10.75,1/11/2023,M,19,BELOW
-198606,16.0,1/11/2023,M,19,BELOW
-198606,20.0,1/11/2023,M,19,BELOW
-199958,24.0,7/11/2023,M,20,BELOW
-199958,10.75,7/11/2023,M,20,BELOW
-199959,24.0,7/13/2023,M,20,BELOW
-199959,13.375,7/13/2023,M,20,BELOW
-199951,24.0,7/8/2023,M,20,BELOW
-199951,16.0,7/8/2023,M,20,BELOW
-199951,10.75,7/8/2023,M,20,BELOW
-199951,7.625,7/8/2023,M,20,BELOW
-200212,24.0,8/10/2023,M,20,BELOW
-200212,7.625,8/10/2023,M,20,BELOW
-200211,24.0,8/12/2023,M,20,BELOW
-200211,10.75,8/12/2023,M,20,BELOW
-198409,24.0,8/29/2023,M,24,BELOW
-198387,7.625,8/11/2023,M,30,BELOW
-202617,20.0,11/25/2024,M,30,BELOW
-200360,9.625,1/2/2024,M,15,BELOW
-202617,13.375,11/25/2024,M,30,BELOW
-158621,7.0,9/2/2015,M,25,BELOW
-158621,10.75,9/2/2015,M,25,BELOW
-158338,30.0,8/30/2015,M,25,BELOW
-158338,7.625,8/30/2015,M,25,BELOW
-158338,10.75,8/30/2015,M,25,BELOW
-158975,30.0,9/16/2015,M,25,BELOW
-158975,10.75,9/15/2015,M,30,BELOW
-163679,13.325,6/4/2016,M,18,BELOW
-158976,10.75,9/15/2015,M,25,BELOW
-163860,10.75,5/21/2016,M,20,BELOW
-163679,9.625,5/22/2016,M,30,BELOW
-163679,26.0,6/13/2016,M,30,ABOVE
-168389,30.0,6/12/2017,E,30,BELOW
-168389,13.375,6/12/2017,E,30,BELOW
-168389,9.625,6/12/2017,E,30,BELOW
-168390,30.0,6/12/2017,E,20,BELOW
-168391,30.0,6/12/2017,E,30,BELOW
-168391,18.625,6/12/2017,E,30,BELOW
-168391,13.375,6/12/2017,E,30,BELOW
-168392,30.0,6/12/2017,E,20,BELOW
-168392,18.625,6/12/2017,E,20,BELOW
-168392,13.375,6/12/2017,E,20,BELOW
-168392,9.625,6/12/2017,E,20,BELOW
-168148,13.375,7/2/2017,M,25,BELOW
-168148,18.625,7/2/2017,M,25,BELOW
-168148,30.0,7/2/2017,M,25,BELOW
-169230,13.375,8/3/2017,M,25,BELOW
-169375,20.0,8/24/2017,S,15,BELOW
-168071,16.0,7/22/2017,M,20,BELOW
-168071,10.75,7/22/2017,M,20,BELOW
-167472,9.625,11/2/2009,M,381,BELOW
-167472,13.375,12/17/2009,M,20,BELOW
-169468,20.0,7/28/2017,E,20,BELOW
-167698,13.375,7/4/2017,M,450,ABOVE
-167698,20.0,7/15/2017,M,450,ABOVE
-169262,16.0,8/10/2017,E,30,BELOW
-169494,24.0,9/9/2017,M,25,BELOW
-169494,16.0,9/9/2017,M,25,BELOW
-169494,10.75,9/9/2017,M,25,BELOW
-169185,36.0,9/10/2017,M,24,BELOW
-169185,10.75,9/10/2017,M,24,BELOW
-169317,13.375,8/13/2017,M,25,BELOW
-169316,13.375,8/14/2017,M,20,BELOW
-169468,11.875,7/28/2017,E,20,BELOW
-169468,16.0,7/28/2017,E,20,BELOW
-153976,13.375,9/15/2017,M,24,BELOW
-153976,20.0,9/15/2017,M,23,BELOW
-169184,42.0,9/17/2017,M,25,BELOW
-169184,24.0,9/17/2017,M,25,BELOW
-169184,16.0,9/17/2017,M,25,BELOW
-169193,36.0,9/20/2017,M,25,BELOW
-169193,20.0,9/20/2017,M,25,BELOW
-169576,16.0,9/16/2017,S,15,BELOW
-169894,30.0,5/3/2017,M,40,ABOVE
-169918,16.0,8/1/2003,M,20,BELOW
-169499,30.0,9/8/2017,S,25,BELOW
-169170,7.0,9/10/2017,S,25,BELOW
-169170,10.75,9/10/2017,S,25,BELOW
-169170,30.0,9/10/2017,S,25,BELOW
-169415,10.75,8/23/2017,S,18,BELOW
-154118,20.0,10/2/2017,M,20,BELOW
-169172,30.0,8/23/2017,S,25,BELOW
-169213,13.375,10/15/2017,M,21,BELOW
-169213,20.0,10/15/2017,M,21,BELOW
-169213,26.0,10/15/2017,M,21,BELOW
-169212,13.375,11/5/2017,M,21,BELOW
-169212,20.0,11/5/2017,M,21,BELOW
-169203,16.0,11/5/2017,M,20,BELOW
-169203,26.0,11/5/2017,M,20,BELOW
-169029,10.75,9/9/2017,M,20,BELOW
-169029,16.0,9/9/2017,M,20,BELOW
-169029,24.0,9/9/2017,M,20,BELOW
-169030,24.0,9/9/2017,M,20,BELOW
-169030,16.0,9/9/2017,M,20,BELOW
-169030,10.75,9/9/2017,M,20,BELOW
-169030,7.625,9/9/2017,M,20,BELOW
-169005,24.0,9/13/2017,M,15,BELOW
-169005,16.0,9/13/2017,M,15,BELOW
-169005,10.75,9/13/2017,M,15,BELOW
-169006,24.0,9/9/2017,M,20,BELOW
-169006,10.75,9/9/2017,M,20,BELOW
-169007,24.0,9/17/2017,M,15,BELOW
-169007,10.75,9/12/2017,M,20,BELOW
-169129,13.375,9/5/2017,M,16,BELOW
-169129,20.0,9/5/2017,M,16,BELOW
-169129,26.0,9/5/2017,M,16,BELOW
-169129,9.625,7/28/2017,M,29,BELOW
-169149,7.625,7/28/2017,M,29,BELOW
-169149,10.75,8/11/2017,M,15,BELOW
-169149,26.0,9/18/2017,M,16,BELOW
-169131,7.625,7/28/2017,M,29,BELOW
-169131,10.75,8/21/2017,M,17,BELOW
-169131,26.0,8/21/2017,M,17,BELOW
-169132,7.625,7/28/2017,M,29,BELOW
-169134,7.625,7/27/2017,M,29,BELOW
-169133,7.625,7/27/2017,M,29,BELOW
-169133,10.75,8/16/2017,M,17,BELOW
-169133,26.0,8/16/2017,M,17,BELOW
-169144,10.75,8/22/2017,M,16,BELOW
-169144,26.0,8/22/2017,M,16,BELOW
-169779,20.0,10/4/2017,M,20,BELOW
-169779,13.375,10/4/2017,M,20,BELOW
-173628,24.0,7/18/2018,S,586,ABOVE
-173628,16.0,7/18/2018,S,586,ABOVE
-173725,16.0,7/26/2018,S,586,ABOVE
-173725,10.75,7/26/2018,S,586,ABOVE
-173555,16.0,7/21/2018,S,586,ABOVE
-173721,18.625,7/23/2018,S,586,ABOVE
-173721,13.375,7/23/2018,S,586,ABOVE
-173127,7.625,9/21/2018,M,25,BELOW
-173127,30.0,9/22/2018,M,17,BELOW
-174105,10.75,8/28/2018,M,25,BELOW
-174104,26.0,8/28/2018,M,25,BELOW
-172993,24.0,9/10/2018,O,20,BELOW
-174107,13.375,8/31/2018,M,4,ABOVE
-175451,30.0,1/5/2019,M,15,BELOW
-174848,13.375,7/24/2018,E,30,BELOW
-174838,13.375,7/24/2018,E,20,BELOW
-174107,9.625,8/31/2018,M,4,ABOVE
-178167,18.625,8/20/2019,M,22,BELOW
-178152,9.625,8/21/2019,M,24,BELOW
-178070,7.625,8/21/2019,E,80,BELOW
-178070,24.0,8/29/2019,S,16,BELOW
-184653,13.375,4/15/2021,M,20,BELOW
-194507,13.375,8/26/2021,M,27,BELOW
-194507,20.0,9/9/2021,M,20,BELOW
-194507,24.0,9/9/2021,M,20,BELOW
-197841,10.75,1/13/2023,M,20,BELOW
-197841,16.0,1/13/2023,M,20,BELOW
-197841,22.0,1/13/2023,M,20,BELOW
-199859,30.0,7/4/2023,M,20,BELOW
-199859,16.0,7/4/2023,M,20,BELOW
-199859,10.75,7/4/2023,M,20,BELOW
-199929,30.0,7/7/2023,M,20,BELOW
-199929,16.0,7/7/2023,M,20,BELOW
-199929,10.75,7/7/2023,M,20,BELOW
-199931,30.0,7/9/2023,M,19,BELOW
-199931,16.0,7/9/2023,M,19,BELOW
-199931,10.75,7/9/2023,M,19,BELOW
-199932,20.0,7/12/2023,M,20,BELOW
-199932,13.375,7/12/2023,M,20,BELOW
-200335,30.0,7/27/2023,M,7,BELOW
-200335,10.75,7/27/2023,M,7,BELOW
-200319,30.0,7/25/2023,M,30,BELOW
-201078,16.0,12/15/2023,M,20,BELOW
-201078,24.0,12/16/2023,M,18,BELOW
-202217,10.75,3/16/2000,M,48,BELOW
-202217,16.0,3/16/2000,M,48,BELOW
-202217,26.0,3/16/2000,M,48,BELOW
-202224,16.0,3/16/2000,M,15,BELOW
-168609,24.0,6/18/2017,M,25,BELOW
-168609,10.75,6/18/2017,M,25,BELOW
-168690,10.75,7/2/2017,M,20,BELOW
-168690,16.0,7/2/2017,M,20,BELOW
-168690,24.0,7/2/2017,M,20,BELOW
-168629,9.625,1/17/2017,M,25,BELOW
-168629,13.375,1/17/2017,M,25,BELOW
-168629,18.625,1/17/2017,M,25,BELOW
-168629,30.0,1/17/2017,M,25,BELOW
-168825,9.625,7/4/2017,E,15,BELOW
-169002,30.0,7/29/2017,Y,10,BELOW
-169436,13.375,8/19/2017,M,15,BELOW
-169436,18.625,8/19/2017,M,15,BELOW
-169436,24.0,8/19/2017,M,15,BELOW
-169437,9.625,8/19/2017,M,15,BELOW
-169437,13.375,8/19/2017,M,15,BELOW
-169437,24.0,8/19/2017,M,15,BELOW
-172893,7.625,9/11/2018,O,20,BELOW
-173569,26.0,8/23/2018,S,25,BELOW
-174390,13.375,10/17/2018,M,20,BELOW
-174547,26.0,10/15/2018,S,21,BELOW
-174848,24.0,7/24/2018,E,30,BELOW
-174838,24.0,7/24/2018,E,20,BELOW
-174547,11.75,10/15/2018,S,25,BELOW
-176555,16.0,4/20/2019,M,15,BELOW
-177691,10.75,7/8/2019,M,20,BELOW
-177691,26.0,7/8/2019,M,20,BELOW
-177627,30.0,7/18/2019,M,16,BELOW
-178236,24.0,8/26/2019,E,20,BELOW
-178236,18.625,8/26/2019,E,20,BELOW
-178236,13.375,8/26/2019,E,20,BELOW
-178427,11.75,9/14/2019,M,20,BELOW
-178427,20.0,9/14/2019,M,20,BELOW
-196859,7.625,7/11/2022,M,216,BELOW
-197282,26.0,10/3/2022,E,20,BELOW
-197282,9.625,10/3/2022,E,20,BELOW
-197282,13.375,10/3/2022,E,20,BELOW
-197854,7.625,10/5/2022,M,20,BELOW
-197854,10.75,10/5/2022,M,20,BELOW
-197854,16.0,10/5/2022,M,20,BELOW
-197854,30.0,10/5/2022,M,20,BELOW
-197904,24.0,6/17/2022,S,15,BELOW
-197904,9.625,6/17/2022,S,15,BELOW
-197906,24.0,6/29/2022,S,15,BELOW
-197877,30.0,10/9/2022,M,18,BELOW
-197456,10.75,9/19/2022,M,23,BELOW
-199946,30.0,7/14/2023,M,30,BELOW
-199984,26.0,7/16/2023,M,25,BELOW
-199984,16.0,7/16/2023,M,25,BELOW
-200147,26.0,6/29/2024,M,15,BELOW
-200147,16.0,6/29/2024,M,15,BELOW
-200927,9.625,11/3/2023,E,20,BELOW
-200927,13.375,11/3/2023,E,20,BELOW
-200927,20.0,11/3/2023,E,20,BELOW
-200927,36.0,11/3/2023,E,20,BELOW
-200927,40.0,11/3/2023,E,20,BELOW
-200225,9.625,10/12/2023,M,25,BELOW
-200225,13.375,10/12/2023,M,25,BELOW
-200225,20.0,10/12/2023,M,25,BELOW
-165008,30.0,8/16/2016,M,25,BELOW
-165008,22.0,8/16/2016,M,25,BELOW
-165008,16.0,8/16/2016,M,25,BELOW
-165402,26.0,9/12/2016,M,15,BELOW
-165402,10.75,9/12/2016,M,15,BELOW
-164020,10.75,7/1/2016,M,25,BELOW
-164020,16.0,7/1/2016,M,25,BELOW
-164020,20.0,7/2/2016,M,25,BELOW
-164020,26.0,7/4/2016,M,25,BELOW
-165031,10.75,8/12/2016,M,25,BELOW
-165031,24.0,8/12/2016,M,25,BELOW
-164961,20.0,8/15/2016,E,24,BELOW
-164961,13.325,8/15/2016,E,24,BELOW
-164961,9.625,8/15/2016,E,24,BELOW
-165414,24.0,8/25/2016,E,25,BELOW
-165414,16.0,8/25/2016,E,25,BELOW
-165414,10.75,8/25/2016,E,25,BELOW
-165414,7.625,8/25/2016,E,25,BELOW
-165419,24.0,8/25/2016,E,25,BELOW
-165419,16.0,8/25/2016,E,25,BELOW
-165416,7.0,8/25/2016,E,25,BELOW
-165413,24.0,8/25/2016,E,25,BELOW
-165413,16.0,8/25/2016,E,25,BELOW
-165413,10.75,8/25/2016,E,25,BELOW
-165420,30.0,8/25/2016,E,25,BELOW
-165420,20.0,8/25/2016,E,25,BELOW
-165420,9.625,8/25/2016,E,25,BELOW
-168369,36.0,6/8/2017,M,24,BELOW
-168610,7.0,6/16/2017,M,18,BELOW
-168610,10.75,6/16/2017,M,18,BELOW
-168610,30.0,6/16/2017,M,18,BELOW
-168719,30.0,7/4/2017,E,20,BELOW
-167791,10.75,5/2/2017,M,219,ABOVE
-172140,9.625,4/5/2018,M,30,BELOW
-170773,20.0,12/24/2017,M,282,BELOW
-170773,16.0,12/24/2017,M,282,BELOW
-170773,13.375,12/24/2017,M,282,BELOW
-170773,9.625,12/24/2017,M,282,BELOW
-172140,13.375,4/5/2018,M,30,BELOW
-172194,30.0,4/13/2018,E,20,BELOW
-172190,9.625,4/11/2018,M,22,BELOW
-172190,13.375,4/12/2018,M,17,BELOW
-173629,18.625,7/19/2018,S,586,ABOVE
-173127,16.0,9/21/2018,M,25,BELOW
-174105,26.0,8/28/2018,M,25,BELOW
-174105,16.0,8/28/2018,M,25,BELOW
-174336,20.0,9/17/2018,M,26,BELOW
-174336,26.0,9/17/2018,M,26,BELOW
-174230,9.625,9/18/2018,M,30,BELOW
-174230,18.625,9/19/2018,M,20,BELOW
-174230,30.0,9/19/2018,M,15,BELOW
-174469,13.375,8/21/2018,M,25,BELOW
-174469,26.0,8/21/2018,M,25,BELOW
-174567,11.75,10/21/2018,S,24,BELOW
-176567,13.375,4/15/2019,M,15,BELOW
-176573,13.875,4/17/2019,M,15,BELOW
-176573,22.0,4/20/2019,M,15,BELOW
-177670,72.0,7/20/2019,M,17,BELOW
-177731,10.75,6/28/2019,M,18,BELOW
-177501,7.625,6/14/2019,M,46,BELOW
-177501,10.75,6/14/2019,M,46,BELOW
-177501,16.0,6/14/2019,M,46,BELOW
-177767,26.0,8/6/2019,M,8,BELOW
-178773,16.0,7/19/2018,M,25,BELOW
-179050,30.0,11/30/2019,M,28,BELOW
-179050,16.0,11/30/2019,M,28,BELOW
-181310,9.625,3/29/2020,M,25,BELOW
-198241,20.0,11/11/2022,M,25,BELOW
-198221,13.375,10/23/2022,E,40,BELOW
-198221,9.625,10/23/2022,E,40,BELOW
-198401,10.75,12/15/2022,M,21,BELOW
-198401,16.0,12/15/2022,M,21,BELOW
-198401,24.0,12/15/2022,M,21,BELOW
-197882,13.375,3/19/2023,M,19,BELOW
-197882,20.0,3/19/2023,M,19,BELOW
-197882,40.0,3/19/2023,M,19,BELOW
-199873,9.625,5/25/2017,S,15,ABOVE
-199873,13.375,5/25/2017,S,16,ABOVE
-199873,20.0,5/26/2017,S,17,ABOVE
-201076,13.375,12/14/2023,M,19,BELOW
-201076,18.625,12/14/2023,M,19,BELOW
-201076,24.0,12/14/2023,M,19,BELOW
-201237,18.625,1/21/2024,M,16,BELOW
-201237,13.375,1/21/2024,M,16,BELOW
-201090,10.375,1/17/2024,M,20,BELOW
-201090,26.0,1/17/2024,M,20,BELOW
-201090,16.0,1/17/2024,M,20,BELOW
-201166,26.0,1/10/2024,M,20,BELOW
-201166,18.625,1/10/2024,M,20,BELOW
-201166,13.375,1/10/2024,M,20,BELOW
-166073,9.625,11/2/2016,M,30,BELOW
-166073,13.375,11/3/2016,M,23,BELOW
-166073,20.0,11/3/2016,M,23,BELOW
-165939,26.0,10/22/2016,M,17,BELOW
-165534,30.0,11/6/2016,M,10,BELOW
-173975,10.75,9/8/2018,M,15,BELOW
-173975,16.0,9/8/2018,M,15,BELOW
-173975,36.0,9/8/2018,M,15,BELOW
-173628,10.75,7/18/2018,S,586,ABOVE
-173563,26.0,8/27/2018,S,19,BELOW
-174227,24.0,9/4/2018,M,108,ABOVE
-174227,20.0,9/4/2018,M,108,ABOVE
-176478,10.75,4/10/2019,M,15,BELOW
-176478,16.0,4/10/2019,M,15,BELOW
-177305,26.0,6/20/2019,M,18,BELOW
-177829,13.375,7/29/2019,M,20,BELOW
-178070,10.75,8/29/2019,S,16,BELOW
-178070,16.0,8/29/2019,S,16,BELOW
-178114,16.0,8/16/2019,E,20,BELOW
-178114,10.75,8/16/2019,E,20,BELOW
-178113,30.0,8/16/2019,E,20,BELOW
-178113,10.75,6/16/2019,E,20,BELOW
-196025,7.625,3/18/2022,M,1000,BELOW
-196025,10.75,4/5/2022,M,27,BELOW
-196025,16.0,4/5/2022,M,27,BELOW
-196025,24.0,4/5/2022,M,27,BELOW
-197063,7.625,7/10/2022,M,304,BELOW
-197063,10.75,8/11/2022,M,28,BELOW
-196858,30.0,8/9/2022,M,28,BELOW
-197163,16.0,7/13/2022,M,30,BELOW
-197139,10.75,7/10/2022,M,30,BELOW
-198355,5.0,10/16/2022,E,46,BELOW
-198355,7.0,10/16/2022,E,41,BELOW
-198355,10.75,10/26/2022,M,25,BELOW
-198355,36.0,10/26/2022,M,25,BELOW
-197833,10.75,1/13/2023,M,20,BELOW
-197833,16.0,1/13/2023,M,20,BELOW
-197833,24.0,1/13/2023,M,20,BELOW
-199014,10.75,3/15/2023,M,20,BELOW
-199014,16.0,3/15/2023,M,20,BELOW
-199014,24.0,3/15/2023,M,20,BELOW
-199599,26.0,5/22/2023,M,20,BELOW
-199599,13.375,5/22/2023,M,20,BELOW
-202560,30.0,7/21/2024,S,28,BELOW
-202560,16.0,7/21/2024,S,28,BELOW
-202560,10.75,7/21/2024,S,28,BELOW
-202561,20.0,7/21/2024,S,30,BELOW
-202561,16.0,7/21/2024,S,30,BELOW
-202561,10.75,7/21/2024,S,30,BELOW
-202562,20.0,7/22/2024,S,26,BELOW
-202562,13.375,7/22/2024,S,26,BELOW
-202628,9.625,7/25/2024,E,20,BELOW
-202628,13.375,7/25/2024,E,20,BELOW
-202628,20.0,7/25/2024,E,20,BELOW
-202628,26.0,7/25/2024,E,20,BELOW
-202630,9.625,7/25/2024,E,40,BELOW
-202630,13.375,7/25/2024,E,40,BELOW
-202630,20.0,7/25/2024,E,40,BELOW
-202682,13.375,8/5/2024,M,30,BELOW
-202682,20.0,8/5/2024,M,30,BELOW
-202682,26.0,8/6/2024,M,30,BELOW
-202684,26.0,8/3/2024,M,30,BELOW
-202684,13.375,8/3/2024,M,30,BELOW
-202750,30.0,8/16/2024,S,20,BELOW
-202750,20.0,8/16/2024,S,20,BELOW
-202750,13.375,8/16/2024,S,20,BELOW
-162438,7.0,3/3/2016,M,25,BELOW
-162438,9.625,3/3/2016,M,25,BELOW
-162438,13.375,3/3/2016,M,23,BELOW
-162439,7.0,3/3/2016,M,25,BELOW
-170519,26.0,8/10/2012,E,15,BELOW
-170519,10.75,8/10/2012,E,15,BELOW
-170518,26.0,8/10/2012,E,15,BELOW
-170518,10.75,8/10/2012,E,15,BELOW
-174128,10.75,8/31/2018,S,15,BELOW
-174128,16.0,8/31/2018,S,15,BELOW
-172993,7.65,6/30/2018,O,20,BELOW
-172993,10.75,9/10/2018,O,20,BELOW
-173768,24.0,7/26/2018,S,587,ABOVE
-173768,7.0,7/26/2018,S,587,ABOVE
-173768,13.375,7/26/2018,S,587,ABOVE
-173768,9.625,7/26/2018,S,587,ABOVE
-174227,30.0,9/4/2018,M,108,ABOVE
-174227,13.38,9/4/2018,M,108,ABOVE
-175308,10.75,1/2/2019,M,85,BELOW
-175308,16.0,1/2/2019,M,85,BELOW
-175308,26.0,1/2/2019,M,85,BELOW
-174067,16.0,8/30/2018,M,1177,BELOW
-174067,22.0,8/31/2018,M,1177,BELOW
-177922,7.625,9/18/2017,M,17,BELOW
-178023,26.0,8/4/2019,E,30,BELOW
-178023,20.0,8/4/2019,E,30,BELOW
-178023,13.375,8/4/2019,E,30,BELOW
-178023,11.75,8/4/2019,E,30,BELOW
-178023,7.625,8/4/2019,E,30,BELOW
-178249,30.0,7/28/2019,M,25,BELOW
-178249,20.0,7/28/2019,M,25,BELOW
-178160,10.75,8/20/2019,M,23,BELOW
-178276,13.375,9/11/2019,M,30,BELOW
-177298,20.0,10/3/2019,M,15,BELOW
-197005,9.625,6/23/2022,S,20,BELOW
-197005,13.375,6/23/2022,S,20,BELOW
-197005,18.625,6/23/2022,S,20,BELOW
-197005,26.0,6/23/2022,S,20,BELOW
-196855,13.375,6/9/2022,E,20,BELOW
-196936,7.345,6/9/2022,E,30,BELOW
-196228,26.0,7/13/2022,M,16,BELOW
-196228,16.0,7/13/2022,M,16,BELOW
-196228,10.75,7/13/2022,M,16,BELOW
-198768,10.75,5/24/2023,M,20,BELOW
-198768,16.0,5/24/2023,M,20,BELOW
-198768,24.0,5/24/2023,M,20,BELOW
-199342,10.75,5/31/2023,M,20,BELOW
-199342,16.0,5/31/2023,M,20,BELOW
-199342,20.0,5/31/2023,M,20,BELOW
-199824,16.0,6/28/2023,M,19,BELOW
-199144,13.625,6/27/2023,M,20,BELOW
-199144,20.0,6/27/2023,M,20,BELOW
-199144,26.0,6/27/2023,M,20,BELOW
-199711,26.0,6/23/2023,M,26,BELOW
-199709,16.0,6/23/2023,M,26,BELOW
-199709,10.75,6/23/2023,M,26,BELOW
-198960,13.75,3/9/2023,M,6320,BELOW
-199058,20.0,6/22/2023,M,20,BELOW
-199419,7.0,5/8/2023,M,20,BELOW
-199323,36.0,6/25/2023,M,17,BELOW
-199975,16.0,7/17/2023,M,21,BELOW
-200272,20.0,8/21/2023,M,15,BELOW
-200277,26.0,8/25/2023,M,15,BELOW
-198631,10.75,9/10/2023,M,35,BELOW
-200232,13.375,8/20/2023,M,30,BELOW
-200872,10.75,11/29/2023,M,19,BELOW
-200232,20.0,8/22/2023,M,27,BELOW
-200872,20.0,11/29/2023,M,19,BELOW
-201376,7.625,8/24/2023,M,35,BELOW
-201376,10.75,8/24/2023,M,24,BELOW
-201376,20.0,8/25/2023,M,24,BELOW
-163607,30.0,5/7/2016,M,25,BELOW
-163607,10.75,5/7/2016,M,25,BELOW
-163276,7.625,9/21/2015,M,226,BELOW
-163276,20.0,5/13/2016,M,13,BELOW
-163276,30.0,5/13/2016,M,13,BELOW
-163276,13.375,4/23/2016,M,111,BELOW
-163944,10.75,5/27/2016,O,27,BELOW
-163944,16.0,5/27/2016,O,27,BELOW
-163944,24.0,5/27/2016,O,27,BELOW
-163384,13.375,1/1/2016,E,30,BELOW
-163384,30.0,1/1/2016,E,30,BELOW
-166116,24.0,11/24/2016,M,15,BELOW
-166116,13.375,11/16/2016,M,18,BELOW
-166372,20.0,8/9/2014,M,29,ABOVE
-174012,9.625,9/12/2018,M,20,BELOW
-174012,13.375,9/13/2018,M,20,BELOW
-174012,26.0,9/14/2018,M,20,BELOW
-174373,9.625,7/30/2017,E,12,BELOW
-174373,13.375,7/30/2017,E,12,BELOW
-174373,30.0,7/30/2017,E,12,BELOW
-174373,42.0,7/30/2017,E,12,BELOW
-177491,26.0,7/4/2019,M,25,BELOW
-177491,13.375,7/4/2019,M,25,BELOW
-177353,13.375,6/12/2019,M,20,BELOW
-177353,16.0,6/12/2019,M,20,BELOW
-177353,26.0,6/12/2019,M,20,BELOW
-177548,26.0,7/2/2019,M,25,BELOW
-177548,13.375,7/2/2019,M,25,BELOW
-178280,36.0,9/9/2019,E,30,BELOW
-178280,16.0,9/9/2019,E,30,BELOW
-178280,10.75,9/9/2019,E,30,BELOW
-178412,7.0,9/20/2019,M,32,BELOW
-178412,10.75,9/20/2019,M,32,BELOW
-178411,7.0,9/17/2019,M,40,BELOW
-178411,10.75,9/22/2019,M,25,BELOW
-178411,16.0,9/22/2019,M,25,BELOW
-178411,20.0,9/22/2019,M,25,BELOW
-180069,10.75,1/4/2020,M,34,BELOW
-180069,16.0,1/4/2020,M,34,BELOW
-198764,10.75,1/30/2023,M,26,BELOW
-198764,16.0,1/30/2023,M,26,BELOW
-198787,10.75,2/5/2023,M,26,BELOW
-198787,16.0,2/5/2023,M,26,BELOW
-198787,24.0,2/5/2023,M,22,BELOW
-198879,10.75,2/15/2023,M,26,BELOW
-198879,16.0,2/15/2023,M,26,BELOW
-198879,24.0,2/15/2023,M,26,BELOW
-198763,10.75,1/28/2023,M,26,BELOW
-198763,16.0,1/28/2023,M,26,BELOW
-198763,24.0,1/28/2023,M,26,BELOW
-198761,10.75,2/1/2023,M,26,BELOW
-198761,16.0,2/1/2023,M,26,BELOW
-198761,24.0,2/1/2023,M,26,BELOW
-198807,10.75,2/2/2023,M,26,BELOW
-198807,16.0,2/2/2023,M,26,BELOW
-198807,24.0,2/2/2023,M,26,BELOW
-198762,10.75,2/9/2023,M,26,BELOW
-198762,16.0,2/9/2023,M,26,BELOW
-198762,24.0,2/9/2023,M,26,BELOW
-198808,10.75,2/3/2023,M,26,BELOW
-198808,16.0,2/3/2023,M,26,BELOW
