SN_EOR_WELL_COMP_FK,PERF_TOP_MD,PERF_BOTM_TVD,PERF_TOP_TVD,PERF_BASE_MD
-14922,14226,14244,14226,14244
-20391,12190,12186,12172,12204
-6700,12738,12788,12738,12788
-9040,12476,12484,12476,12484
-20413,12310,12100,12092,12320
-20413,12333,12118,12113,12339
-20413,12349,12133,12127,12355
-20413,12424,12203,12195,12432
-8144,14358,14430,14358,14430
-15183,14358,14430,14358,14430
-15183,14304,14290,14278,14316
-15242,14208,14186,14182,14212
-20405,12649,12636,12624,12660
-20407,12795,12781,12770,12808
-20394,13016,12993,12991,13028
-16322,10700,10108,10085,10725
-4251,6172,6196,6159,6210
-4594,8667,8649,8631,8685
-13724,12511,10775,10755,12572
-15344,12002,10365,10349,12022
-5185,9649,9572,9553,9668
-9702,10502,10410,10396,10516
-8453,5612,4986,4977,5622
-1414,5595,5618,5595,5618
-1414,5325,5343,5325,5343
-2232,6800,6634,6622,6812
-12740,6717,6556,6541,6732
-3974,5164,4155,4149,5174
-6603,4377,3667,3652,4400
-12871,3857,3339,3330,3871
-841,8553,7802,7792,8563
-1344,11481,11185,11157,11510
-1344,11518,11213,11193,11539
-1344,11542,11241,11216,11568
-9662,8852,6716,6711,8858
-9662,8872,6740,6728,8887
-20897,8850,6744,6710,8892
-2242,12864,11549,11513,12900
-4816,12626,11367,11343,12660
-12715,12364,11177,11152,12396
-13522,12275,11106,11082,12305
-4261,6254,5592,5574,6276
-2121,5942,5962,5942,5962
-5291,5942,5983,5942,5983
-1997,13662,13135,13128,13669
-1997,13677,13170,13143,13704
-16945,10853,10637,10625,10870
-23524,10508,10389,10366,10536
-21096,10780,10564,10560,10785
-22193,10568,10423,10414,10580
-1957,8713,7197,7178,9105
-2638,6124,5971,5957,6140
-11049,6124,5971,5957,6140
-11049,5974,5902,5823,6062
-11052,5788,5748,5656,5890
-2249,10488,10507,10485,10510
-6470,8030,7085,7081,8034
-6470,8047,7107,7096,8058
-6470,8070,7127,7116,8081
-21781,11991,11682,11650,12024
-9197,8474,7992,7960,8507
-11246,7760,7402,7381,7802
-26487,7456,7203,7139,7536
-16297,7793,7545,7540,7798
-25910,12217,12239,12215,12241
-522,6426,6112,6100,6440
-27175,6890,6540,6516,6918
-7746,6898,6750,6696,6952
-9794,11618,10001,9977,11642
-9794,11552,9937,9911,11578
-655,6690,5931,5910,6715
-969,6298,6104,6032,6370
-969,6400,6182,6134,6448
-1870,4304,4386,4304,4386
-1557,6850,6591,6468,6974
-1558,6440,6101,6060,6482
-1327,7644,7062,7012,7694
-1061,7066,6817,6797,7090
-1099,6936,6692,6689,6940
-1209,7894,6764,6754,7916
-3395,6044,5520,5508,6056
-5914,8142,6601,6592,8154
-702,7720,6830,6723,7868
-24932,8227,6972,6835,8404
-10301,6950,6959,6949,6960
-10301,6966,6971,6965,6972
-173,3860,2404,2395,3880
-6433,3870,3423,3410,3886
-26070,6230,3786,3762,6280
-17964,7553,6641,6627,7567
-17964,7570,6662,6654,7578
-17964,7504,6582,6579,7508
-11099,10953,10049,10042,10961
-11099,10972,10075,10058,10992
-11099,11008,10095,10089,11015
-1204,5732,4981,4908,5824
-9391,6612,6195,6182,6626
-3771,11942,9992,9965,11979
-8313,8126,7317,7302,8149
-8312,10238,8758,8728,10280
-4352,7081,7097,7080,7098
-3424,7180,7232,7180,7232
-8314,9019,6980,6980,9078
-1111,14993,11827,11728,15107
-1108,17013,13581,13496,17109
-17210,11541,11377,11343,11576
-16623,14277,12304,12298,14285
-16623,14292,12332,12310,14320
-17963,13340,12456,12435,13376
-17443,13280,12389,12371,13297
-29184,13280,12389,12371,13297
-30162,13340,12456,12435,13376
-30162,13280,12389,12371,13297
-16070,13284,10838,10830,13304
-1006,9888,9886,9870,9905
-16426,9954,9428,9418,9964
-18445,10418,9595,9580,10434
-18337,11140,10263,10241,11164
-18423,9436,8346,8325,9460
-18424,8756,7763,7755,8766
-18477,8584,6681,6649,8630
-18478,8420,6542,6535,8430
-7280,3910,3768,3761,3918
-274,8837,8552,8518,8857
-274,8828,8544,8528,8848
-1487,8558,8180,8172,8566
-16638,8997,8965,8960,9002
-9711,10210,9309,9288,10235
-1301,8260,8225,8169,8270
-975,8326,8236,8226,8338
-3015,8140,8084,8066,8160
-3318,7484,7481,7442,7504
-21775,7095,7120,7082,7134
-13963,11900,11070,11053,11918
-1288,9980,9613,9587,10006
-5560,7292,6856,6849,7300
-12561,7252,6817,6811,7258
-12501,3912,3748,3714,3952
-19316,7326,6080,6065,7346
-14591,7356,6968,6954,7372
-10544,11340,10922,10902,11360
-2267,5971,5926,5920,5978
-5711,5732,5828,5707,5866
-2190,10166,10210,10160,10216
-2735,18547,14710,14704,18557
-2735,18532,14698,14694,18538
-3999,18532,14698,14694,18538
-9098,14290,14453,14269,14474
-14549,14290,14281,14269,14302
-2426,11890,11849,11813,11930
-5615,17099,16852,16828,17123
-5615,16849,16627,16578,16898
-5615,16917,16656,16646,16927
-5615,16958,16704,16687,16975
-5611,14487,14535,14484,14538
-5613,13978,14080,13976,14082
-5619,14582,14615,14579,14618
-5616,10160,8063,8058,10166
-5157,11033,10042,9997,11081
-5259,5330,5078,5000,5410
-6679,10500,9867,9862,10505
-20821,10340,9710,9702,10348
-5361,9593,9824,9593,9824
-5362,7112,7222,7112,7222
-5543,15632,15336,15212,15794
-3079,11490,10854,10850,11495
-6255,17460,17626,17414,17685
-3347,14454,13972,13962,14464
-3347,14492,14020,13999,14502
-3347,14390,13937,13900,14428
-24443,14035,13633,13563,14110
-2694,10040,8561,8533,10070
-3059,8447,8411,8404,8454
-4238,10356,10185,10181,10370
-5930,9487,9547,9487,9547
-3181,8151,7448,7437,8162
-8678,9760,9799,9759,9800
-12410,14462,14410,14390,14482
-15372,10518,10523,10508,10533
-9185,14525,14403,14383,14545
-13139,8751,8683,8673,8761
-1494,12996,13004,12996,13004
-23433,10568,10009,998,10590
-14144,11200,11157,11124,11236
-816,11720,11050,11050,11730
-4435,7512,0,0,7518
-4435,7533,0,0,7541
-5896,6888,6314,6292,6910
-5896,6930,6340,6334,6936
-117,9066,8241,8219,9096
-4437,8894,8098,8092,8900
-4496,8822,8661,8649,8835
-18547,8590,8448,8430,8615
-1259,11656,8752,8732,11686
-8410,11600,8699,8692,11610
-17362,9410,8649,8635,9424
-642,10926,9784,9764,10950
-7817,6840,6555,6550,6846
-7913,6498,6321,6307,6512
-2408,8112,8083,8075,8120
-12368,7802,7773,7765,7810
-449,8664,7972,7965,8672
-13105,3015,2992,2942,3065
-15644,2810,2852,2737,2925
-14118,7488,5447,5441,7500
-7370,4665,4061,4038,4695
-12791,4778,4465,4459,4784
-19649,4344,4044,4028,4360
-12731,4890,4035,4021,4910
-19616,6678,6434,6423,6690
-6222,8552,6279,6270,8564
-13791,1836,1802,1795,1844
-6687,7946,7365,7321,8016
-16762,6070,5938,5926,6082
-1397,8186,6657,6626,8230
-7217,7140,5894,5886,7150
-1686,11470,11096,11086,11492
-3578,12184,11580,11556,12218
-12782,11706,11251,11236,11730
-13151,11144,10894,10884,11161
-18084,10396,9480,9473,10406
-24030,10302,9433,9412,10334
-19557,4935,4724,4697,4961
-7124,7834,7282,7277,7840
-2691,5720,5012,5005,5728
-2691,5790,5082,5072,5800
-529,10500,9755,9709,10580
-5381,8480,8013,7997,8494
-1791,4240,3486,3473,4258
-8950,2640,2281,2275,2648
-2277,10269,10230,10199,10300
-5378,10040,10013,9978,10076
-20892,9742,10013,9693,10076
-22675,9310,9384,9271,9425
-13690,1430,1296,1290,1436
-16328,8562,6371,6364,8569
-16328,8573,6376,6375,8574
-20052,10726,10146,10122,10751
-26718,10579,10004,9980,10604
-27859,10726,10146,10122,10751
-10423,6972,5653,5641,6988
-9877,7352,5933,5927,7360
-6328,6454,5491,5442,6516
-2877,10118,8845,8822,10150
-7508,17058,16692,16676,17078
-11042,10856,10249,10246,10872
-11042,10906,10259,10257,10916
-21643,8346,8253,8184,8432
-30123,9158,8812,8794,9182
-2557,12030,11720,11705,12046
-3388,11795,11525,11480,11842
-10030,11632,11325,11192,11652
-717,2834,2291,2271,2860
-18260,15878,14328,14321,15886
-9537,13264,13102,13096,13270
-9537,13282,13060,13044,13298
-3737,12602,11685,11668,12630
-24597,12602,11685,11668,12630
-4244,8942,7889,7867,8971
-5365,8792,7766,7756,8805
-9330,8650,7680,7652,8668
-3104,9350,9420,9350,9420
-3121,12291,11626,11609,12315
-14246,12291,11614,11609,12303
-17163,11276,10903,10898,11284
-15243,11742,11243,11225,11768
-19182,11164,10837,10819,11190
-21038,10805,10572,10569,10810
-3768,15260,15153,15102,15311
-6135,15072,14935,14915,15092
-2919,15742,14297,14271,15772
-14299,30756,24406,24270,30892
-13478,13073,11849,11828,13098
-13128,12169,10692,10644,12222
-18938,11790,10342,10308,11829
-22551,11790,10342,10308,11829
-22551,12169,10692,10644,12222
-21162,7496,6190,6156,7540
-21162,7590,6258,6228,7630
-21878,8088,7481,7441,8142
-21005,8292,7608,7594,8310
-29142,7758,7223,7204,7784
-29563,7624,7148,7108,7680
-22232,5902,5540,5512,5939
-22232,5960,5592,5555,6010
-20651,5902,5652,5512,6090
-30035,5902,5540,5512,5939
-30035,5960,5592,5555,6010
-30035,6070,5652,5637,6090
-21004,20668,20293,20259,20702
-21644,8736,4394,4376,8815
-20831,10093,8070,8030,11093
-22212,16072,13039,13016,16130
-22212,16232,13096,13081,16268
-21864,16232,13096,13081,16268
-21318,20175,17412,17330,20280
-21318,19967,17246,17168,20067
-13346,11872,10979,10944,11913
-16086,11668,10872,10769,11788
-632,9688,9651,9635,9704
-9477,8422,8391,8369,8444
-15208,7937,7241,7224,7954
-16693,7553,6891,6843,7602
-1785,15670,13738,13694,15729
-10390,13920,12413,12408,13927
-1646,4977,4091,4091,5373
-2222,4902,4090,4086,4949
-2634,4522,4025,4002,4594
-2401,4554,4030,4010,4574
-1624,8010,6198,6194,8558
-1830,12704,12047,12033,12724
-13415,10041,9952,9853,10150
-16367,9986,9816,9804,10000
-16367,9940,9789,9762,9970
-8915,6712,6207,6204,6716
-8915,6736,6230,6219,6753
-8914,6838,6312,6283,6884
-27823,6838,6312,6283,6884
-22641,9740,5670,5660,9759
-3326,10244,9216,9188,10294
-17987,10048,9093,9081,10070
-5851,12415,12471,12402,12484
-8803,12681,12737,12667,12750
-6371,12726,12740,12726,12740
-836,10416,9798,9777,10448
-5377,10144,9593,9570,10174
-8881,9927,9407,9405,9930
-9575,9862,9368,9356,9878
-9575,9927,9407,9405,9930
-16685,7988,7762,7756,7994
-17348,7382,5884,5871,7402
-17217,7382,5884,5871,7402
-5192,6790,6814,6790,6814
-1653,4970,4637,4575,5060
-4870,6284,6358,6282,6360
-7430,6020,6058,6018,6060
-576,12705,12090,12070,12730
-576,11646,11306,11256,11720
-18557,9026,8402,8384,9046
-803,8533,7694,7689,8540
-2605,8476,7659,7642,8498
-9913,6996,6439,6430,7008
-9913,7032,6463,6459,7037
-5404,4440,3055,3044,4456
-25791,11176,9840,9804,11230
-1906,8013,7840,7783,8074
-1906,8114,7895,7877,8134
-3495,10793,10421,10286,10928
-777,10339,9379,9343,10378
-8416,20035,20041,19977,20099
-8416,20162,20226,20104,20284
-6817,13173,13244,13172,13245
-14520,13173,13244,13172,13245
-8075,11056,7943,7902,11072
-11450,13338,12317,12310,13346
-2030,7661,7455,7261,7864
-16239,3890,3816,3764,3950
-22454,3890,3816,3764,3950
-20437,7661,7455,7261,7864
-23994,7661,7455,7261,7864
-13818,7342,6757,6747,7352
-22134,7118,6543,6534,7128
-22134,7136,6561,6548,7146
-24546,6244,5713,5706,6252
-5568,3553,3494,3491,3556
-988,7816,7702,7697,7822
-1176,11375,10293,10268,11405
-7592,25314,21128,21027,25418
-26026,24781,20663,20510,24940
-972,9272,7806,7741,9348
-7948,10422,10256,10238,10440
-260,11184,10604,10584,11204
-2289,11130,10604,10538,11204
-6438,11184,10602,10585,11204
-6438,11130,10560,10538,11156
-6438,11216,10620,10612,11225
-219,6200,6197,6122,6290
-4294,6474,6378,6351,6506
-1290,7490,7205,7184,7510
-2245,7352,7070,7046,7376
-2810,7177,6897,6875,7200
-4346,6334,6282,6274,6344
-16670,5785,5784,5780,5790
-311,10676,10720,10674,10722
-22948,12620,12219,12177,12662
-24016,12180,11761,11738,12203
-1838,13788,13396,13388,13796
-1838,13706,13316,13306,13716
-1728,13788,13396,13388,13796
-10185,7364,7225,7214,7376
-1221,7485,7160,7140,7505
-2939,7204,6863,6859,7208
-2939,7236,6893,6891,7238
-4309,7032,6695,6687,7040
-2462,7368,7059,7019,7404
-8444,6612,6275,6267,6620
-15993,4964,4671,4665,4970
-5319,16246,14638,14603,16283
-12527,15862,14260,14230,15893
-4592,15183,14611,14560,15253
-5317,11498,10461,10388,11617
-24519,10466,9880,9873,10480
-4602,11912,11462,11450,11924
-4603,11739,11282,11276,11745
-6213,5623,5649,5622,5650
-11802,5623,5676,5622,5677
-4894,13823,11146,11117,13868
-4913,14914,14746,14698,14976
-4913,14990,14785,14757,15027
-4913,15048,14809,14801,15058
-6516,14746,14564,14497,14834
-6165,14746,14519,14497,14774
-5108,15756,15785,15741,15800
-5108,15810,15830,15795,15865
-7909,15756,15785,15741,15800
-7909,15810,15830,15795,15865
-7909,15874,15908,15858,15924
-4959,13134,10001,9986,13172
-18712,12892,9923,9892,12970
-18712,13026,9948,9944,13036
-18712,13134,10001,9986,13172
-9360,12512,11534,11510,12543
-9361,11850,11050,10996,11925
-9362,13350,10428,10388,13410
-10230,9822,7743,7720,9846
-11109,6336,5282,5254,6375
-12161,6336,5282,5254,6375
-12161,6444,5392,5332,6528
-9430,6444,5392,5332,6528
-16749,6196,5158,5152,6204
-13222,9378,9064,8935,9534
-9539,10908,10331,10324,10915
-17061,8920,8592,8577,8940
-27906,8162,8043,8036,8172
-25428,8719,8436,8430,8728
-28226,8719,8436,8430,8728
-10195,15270,14296,14176,15390
-12505,9710,7259,7253,9744
-20257,8932,8566,7486,9140
-26205,20529,16685,16505,20740
-26205,20836,16848,16766,20932
-26002,20529,16685,16505,20740
-25722,19420,17001,16929,19514
-26107,19080,16805,16669,19258
-26107,19420,17001,16929,19514
-18016,11398,10471,10437,11442
-22072,10470,9754,9724,10510
-17912,12996,12350,12272,13080
-18339,13356,11759,11727,13396
-17861,9360,9407,9297,9470
-17862,5750,5795,5723,5825
-17890,15230,14166,14118,15300
-18010,12876,12135,12124,12890
-19735,12774,12055,12044,12788
-19735,12800,12070,12065,12806
-21008,12428,11781,11772,12440
-21008,12486,11829,11818,12500
-22021,7804,5747,5736,7833
-22621,12914,9223,9180,12960
-22141,7932,7730,7702,7964
-22142,7546,7425,7368,7612
-24680,7842,7650,7624,7872
-24975,7932,7730,7702,7964
-23474,9140,7888,7836,9166
-22211,9340,7993,7960,9360
-22211,9140,7888,7836,9166
-23804,9140,7888,7836,9166
-23804,9260,7950,7940,9288
-23804,9340,7993,7960,9360
-22211,9260,7950,7940,9288
-24921,9140,7888,7836,9166
-25658,9340,7993,7960,9360
-23581,30710,30253,30162,30815
-23955,29117,26356,26244,29231
-23955,29320,26580,26443,29461
-23955,29593,26940,26704,29828
-23955,29939,27186,27049,30080
-23955,30181,27421,27284,30322
-23955,30446,27677,27540,30582
-22294,10100,9919,9809,10210
-26779,10398,10218,10106,10510
-22514,13004,13048,12974,13078
-23285,10180,8736,8703,10230
-22063,10468,8908,8891,10494
-22163,11770,11631,11559,11842
-22436,19358,17395,17226,19613
-22436,19760,17725,17492,20112
-1171,8920,6739,6705,8946
-5550,10300,8151,8144,10310
-8712,12326,8446,8378,12460
-6686,11900,8300,8163,12174
-6686,12326,8446,8378,12460
-6688,5000,4742,4720,5034
-8712,11900,8300,8163,12174
-4954,11602,10206,10111,11720
-5083,19512,19585,19494,19602
-5083,19332,19409,19316,19426
-5083,19162,19177,19146,19192
-5260,12790,12478,12456,12818
-5260,12822,12499,12481,12845
-10965,12430,12217,12167,12500
-4318,9377,6012,5973,9438
-4318,9259,5926,5898,9305
-5236,11668,8995,8963,11728
-25851,9868,8001,7989,9892
-5162,8194,5058,5049,8214
-26105,7654,4872,4822,7700
-28177,7420,4864,4836,7470
-6341,9884,9558,9548,9900
-7245,7208,7168,7122,7254
-13642,4308,4313,4307,4314
-10269,15072,14933,14883,15118
-3779,7736,7571,7568,7740
-3779,7674,7520,7515,7680
-3779,7630,7482,7477,7636
-5847,7686,4827,4808,7712
-5847,7912,4980,4973,7922
-5847,7938,5043,4991,8010
-5847,7530,4716,4695,7558
-5847,7571,4737,4725,7587
-5847,7606,4756,4751,7614
-5847,7633,4775,4770,7640
-6446,12550,11783,11765,12580
-4113,11542,11244,11237,11552
-4314,9402,9410,9400,9412
-25822,11408,11146,11142,11414
-24658,11630,11306,11300,11638
-25604,11542,11244,11237,11552
-15331,10858,8077,8071,10868
-22609,9890,7534,7500,9946
-8979,9221,8877,8868,9232
-11127,9042,8751,8742,9052
-844,11792,11468,11462,11798
-1238,11662,9832,9803,11702
-1238,11578,9765,9741,11610
-2543,14374,14299,14172,14510
-4354,13862,12828,12802,13895
-2555,14140,13047,13023,14170
-1937,17907,13740,13735,17912
-16591,17778,13670,13654,17802
-16591,17915,13756,13742,17935
-1087,4699,4288,4251,4740
-1088,4988,4565,4513,5044
-4754,4846,4482,4394,4920
-8099,4988,4565,4513,5044
-13553,4846,4565,4383,5044
-18854,5440,4964,4945,5460
-19563,4699,4288,4251,4740
-8235,5762,5812,5762,5812
-4736,5532,5012,5004,5540
-6504,5420,5430,5420,5430
-8626,16476,15814,15808,16486
-16193,15616,15331,15312,15646
-17600,15198,13150,13150,15372
-16787,7420,7213,7193,7440
-16787,7468,7260,7240,7488
-18522,7028,6846,6812,7063
-441,12654,12678,12651,12682
-369,12877,12877,12873,12881
-368,11801,11805,11799,11807
-16057,17214,15652,15647,17220
-8789,10818,10830,10818,10830
-2166,6936,6286,6275,6947
-6750,6312,5761,5754,6320
-5623,6052,5658,5627,6086
-3435,10086,9675,9659,10112
-4408,9684,9398,9390,9696
-1715,17067,16409,16390,17087
-1715,17121,16449,16440,17131
-1715,17166,16518,16481,17206
-1715,17226,16554,16536,17246
-1184,17196,17293,17193,17296
-1907,10370,8438,8392,10430
-8491,9943,9970,9943,9970
-15110,9284,7607,7548,9360
-15606,8450,6950,6921,8490
-15178,8830,7241,7203,8880
-26414,5860,5161,5146,5880
-1382,10561,9362,9341,10588
-1450,14332,13426,13420,14342
-1451,12979,12577,12567,12994
-13794,12979,12577,12567,12994
-9577,14381,13461,13451,14396
-1738,15893,15660,15650,15904
-3024,15824,15604,15590,15839
-8608,10690,9678,9659,10716
-14623,9796,8969,8964,9802
-16850,8856,8249,8235,8873
-16850,8888,8267,8259,8898
-23264,7002,6830,6818,7018
-20933,7837,7487,7458,7876
-4134,14503,14153,14140,14516
-15166,13690,13334,13326,13698
-15166,13712,13358,13348,13722
-15166,13738,13382,13374,13746
-14696,14440,14087,14077,14450
-21374,13686,13328,13322,13692
-21374,13706,13350,13342,13714
-21374,13734,13378,13360,13742
-4708,25566,23816,23751,25646
-4708,25840,24015,23965,25904
-5698,9890,9777,9721,9958
-22992,9708,9581,9571,9720
-25812,9064,9074,9022,9124
-3325,6120,5898,5757,6325
-3605,21825,20026,19787,22190
-3573,11374,11392,11374,11392
-3574,11051,11080,11051,11080
-6696,11548,11557,11548,11557
-8619,11216,9451,9420,11262
-9523,14206,14236,14206,14236
-9523,14293,14352,14293,14352
-9111,19480,19364,19269,19576
-11295,19242,19116,19076,19282
-11295,19480,19364,19269,19576
-9214,12590,12266,12229,12630
-9354,11590,11360,11353,11598
-9354,11618,11385,11378,11626
-9354,11645,11453,11402,11706
-22393,12324,11959,11956,12327
-22393,12336,11993,11967,12366
-8796,5034,4625,4561,5100
-9769,4186,3814,3741,4261
-9219,14990,14433,14380,15043
-9219,15065,14465,14455,15075
-15456,14894,14320,14284,14930
-16452,14894,14306,14284,14916
-12111,9934,9378,9367,9945
-22649,9756,9219,9189,9786
-8344,1858,1300,1290,2931
-8853,9872,7064,7009,9927
-8507,4162,3484,3464,4192
-8507,4222,3516,3504,4240
-22353,4162,3476,3458,4192
-24198,8832,8649,8472,9028
-23159,13914,6081,6072,15867
-22531,8184,5545,5493,8264
-22412,10463,9327,9327,11237
-22850,8844,6653,6642,8859
-22527,9185,6911,6887,9207
-22444,10936,10273,10233,10990
-22395,11065,10106,10081,11090
-22505,10256,7794,7684,10366
-22505,10420,7859,7789,10490
-22505,10530,7860,7848,10542
-24920,10256,7794,7684,10366
-22399,9804,6300,6263,9864
-22399,9914,6368,6331,9974
-22972,14938,14612,14523,15028
-22562,15238,14842,14818,15262
-22567,10018,8334,8262,10120
-9079,8153,7699,7695,8159
-12753,7602,7324,7310,7622
-17153,6820,6724,6713,6832
-1617,22430,18028,18023,22439
-1617,22458,18047,18040,22469
-1617,22491,18094,18031,22544
-9487,8087,7453,7421,8121
-9396,12674,10084,10069,12692
-9740,10623,9825,9464,11026
-13120,25282,25236,25144,25379
-13120,25496,25535,25348,25691
-13120,25944,25906,25776,26080
-9353,14372,13514,13334,14584
-18694,14372,13386,13334,14433
-18694,14458,13438,13407,14494
-21408,14069,13091,13070,14082
-21408,14115,13126,13118,14124
-21408,14147,13155,13146,14158
-12428,10338,7965,7954,10358
-9694,10560,8123,8075,10650
-15770,10254,7918,7908,10272
-18315,9785,7659,7653,9795
-26747,9570,7547,7536,9590
-9436,7212,5992,5942,7254
-21804,7622,7646,7622,7646
-26889,10366,9792,9777,10382
-1392,12157,12252,12157,12252
-5837,11552,9137,9102,11586
-10211,11911,11146,11135,11932
-4532,11472,11488,11470,11490
-14633,12352,12364,12352,12364
-23857,11978,11990,11978,11990
-12661,9696,9507,9451,9752
-12575,7053,6225,6193,7085
-28443,6962,6120,6102,6980
-14019,7457,4530,4526,7465
-12998,7908,4780,4772,7922
-16589,7408,4514,4505,7436
-13052,9674,6940,6880,9754
-25477,9432,6720,6699,9460
-30164,9674,6940,6880,9754
-30254,9432,6720,6699,9460
-30254,9674,6940,6880,9754
-28042,9674,6940,6880,9754
-28965,9432,6720,6699,9460
-12424,21212,12529,12476,21271
-12498,7384,6835,6828,7394
-17108,8216,7600,7531,8296
-24136,6686,6300,6289,6700
-24341,20186,20344,20186,20344
-4142,16322,15402,15377,16370
-13668,16170,15314,15299,16200
-15734,15314,14861,14857,15322
-1017,12306,11555,11539,12328
-26356,12230,11506,11485,12260
-309,9100,6799,6571,9154
-1213,10917,10122,10113,10938
-7762,10620,9966,9954,10640
-7762,10640,9980,9966,10666
-7762,10666,9986,9980,10676
-476,8604,6961,6871,8890
-364,9794,9808,9793,9809
-14988,9577,9588,9576,9589
-715,8222,7611,7577,8266
-715,8292,7638,7632,8300
-715,8324,7674,7657,8346
-17756,7854,7370,7287,7960
-16616,5302,3675,3660,5332
-19163,5010,5045,5010,5045
-4749,7471,5990,5920,7561
-7544,10788,10800,10788,10800
-1462,7394,6725,6709,7410
-22375,8836,8556,8534,8856
-27229,8640,8355,8349,8646
-18466,14438,12885,12785,14591
-1336,10737,10744,10737,10744
-28479,6941,6957,6829,7079
-29083,5514,5027,5003,5540
-8588,5982,5807,5799,5992
-6544,11513,10620,10610,11524
-3609,4667,3339,3334,4677
-138,23496,22405,22381,23520
-138,23413,22309,22298,23424
-138,23541,22452,22426,23567
-138,23228,22123,22113,23238
-138,23274,22190,22159,23305
-138,23468,22377,22353,23492
-138,23594,22520,22479,23635
-138,23244,23269,22129,23269
-138,23382,22291,22267,23406
-13403,23228,22123,22113,23238
-13403,23244,23269,22129,23269
-13403,23274,22190,22159,23305
-13403,23382,22291,22267,23406
-13403,23413,22309,22298,23424
-13403,23468,22377,22353,23492
-13403,23496,22405,22381,23520
-13403,23541,22452,22426,23567
-13403,23594,22520,22479,23635
-13403,23635,22556,22521,23670
-13403,23670,22591,22556,23705
-26479,23228,22123,22113,23238
-26479,23244,22154,22129,23269
-26479,23382,22291,22267,23406
-26479,23413,22309,22298,23424
-26479,23468,22377,22353,23492
-26479,23274,22190,22159,23305
-26479,23496,22405,22381,23520
-26479,23541,22452,22426,23567
-26479,23594,22520,22479,23635
-26479,23635,22591,22521,23705
-21117,12742,9641,9625,12762
-4965,6654,4369,4354,6714
-7668,2616,2588,2547,2660
-1366,6192,5935,5876,6275
-671,10296,9763,9698,10378
-11371,9345,8865,8798,9415
-26402,9610,9063,9051,9622
-19942,8395,6867,6823,8440
-27021,8540,6984,6967,8558
-27116,8395,6867,6823,8440
-24286,12400,12134,12114,12420
-24190,12590,12309,12299,12600
-25793,12308,12035,12025,12318
-14847,15248,9792,9783,15264
-14847,15290,9814,9806,15304
-24424,13738,9062,9047,13768
-5450,13505,13509,13497,13515
-6179,14974,15165,14852,15289
-6179,15220,15123,15095,15297
-7749,10750,5252,5089,11040
-7107,10055,9714,9586,10182
-24056,8848,8410,8380,8878
-24056,8904,8474,8436,8942
-7480,10244,9623,9616,10254
-7498,10727,10009,9984,10760
-12693,10398,9739,9733,10406
-7654,20284,19089,19072,20306
-6892,8080,4672,4612,8280
-4847,16398,16432,16394,16436
-4847,16459,16501,16455,16505
-4847,16526,16602,16522,16606
-4847,16616,16616,16612,16620
-4847,16655,16659,16651,16663
-18455,16030,16057,16027,16060
-16083,16398,16496,16394,16500
-5220,9214,7159,7124,9266
-13834,9488,7330,7312,9506
-4664,12714,12650,12598,12766
-4664,12820,12766,12714,12870
-17978,11848,11846,11831,11864
-22149,11996,11984,11971,12010
-4613,13291,12847,12821,13321
-4601,12640,12258,12244,12656
-7057,13022,12594,12583,13034
-9911,13022,12594,12589,13034
-9911,13070,12631,12626,13076
-9911,13095,12656,12648,13104
-15238,12718,12319,12314,12724
-15238,12730,12330,12324,12736
-15238,12640,12258,12244,12656
-5951,7331,6869,6820,7380
-5789,9518,7292,7234,9600
-16120,9518,7292,7234,9600
-4935,14802,14665,14474,15080
-16858,13610,13599,13581,13630
-3179,2048,2060,2048,2060
-977,4288,4176,4149,4316
-14101,11116,10249,10223,11150
-12269,8304,8090,8069,8328
-12895,8198,7986,7969,8215
-12897,8304,8090,8069,8328
-20854,8398,8165,8145,8408
-7344,10530,9293,9253,10570
-19053,8656,8407,8390,8678
-1201,9834,9067,9049,9857
-3231,10010,9153,9129,10055
-11611,10329,10364,10329,10364
-676,7530,6864,6856,7540
-8268,7418,7424,7418,7424
-23600,5012,5017,5010,5019
-4748,5241,5089,5079,5251
-12449,5100,5110,5100,5110
-11607,5192,5198,5192,5198
-1253,8312,8157,8136,8334
-1253,8360,8187,8181,8366
-2856,7566,7093,7090,7570
-20988,10764,9285,9275,10780
-17614,10766,10149,10129,10790
-832,10818,10368,10350,10836
-5994,13250,8109,8086,13296
-13654,12456,7718,7709,12476
-5749,7250,6162,6059,7384
-5749,7144,6001,5979,7174
-5966,9537,7074,7042,9578
-15311,10512,7859,7813,10570
-5777,12014,10921,10897,12040
-5806,9608,8226,8216,9626
-5806,9652,8253,8241,9674
-9125,9400,8103,8099,9408
-13183,9398,8445,8436,9410
-16187,9224,8007,7995,9244
-23141,9118,7933,7929,9125
-5891,10770,10550,10502,10820
-27928,15771,14462,14370,15863
-4549,9317,8233,8220,9332
-16917,11340,11240,11215,11365
-21443,11170,11066,11045,11190
-21443,11132,11036,11008,11160
-19969,8806,7951,7942,8816
-17596,9860,9764,9740,9884
-19869,9693,9604,9575,9722
-19869,9766,9665,9647,9784
-19869,9860,9764,9740,9884
-1126,11134,10970,10950,11154
-1996,11060,9575,9560,11080
-9443,9982,8782,8767,10002
-3570,5978,6326,5978,6326
-205,15406,14974,14890,15528
-7836,12590,12463,12451,12603
-12043,12380,12310,12266,12430
-7537,12560,11263,11253,12570
-1437,12700,11566,11556,12714
