Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;National_Keywords;EMCIP_Keywords;SAR_Intervention;State_Reporting;Occurrence_Location;Coastal_State_Affected;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Natural_Light;Sea_State;Visibility;Weather;Wind_Force;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Occurrence_Record_Modified_On;Last_Updated_At;Occurrences_Reported_From;Occurrences_Reported_To
"ef6227a6-73f8-ec11-82e6-0022481b1ca6";"2022-06-01";"No";2022;"Marine Incident";"Collision";"With Other Ship";;False;"Near miss between bulk carrier and crude oil tanker";"A crude oil tanker and a bulk carrier had a close-quarters situation whilst transiting in a traffic separation scheme. The distance between the two vessels at their closest was reportedly 3 cables (approx. 550m). The tanker reported slowing down from full ahead to dead slow ahead and altering to starboard. The bulk carrier was not reported as altering her course or speed during the encounter. The crude oil tanker passed behind the stern of the bulk carrier.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.140000;1.698300;;;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"7ae97ec8-430f-ed11-b83e-0022481b1aca";"2022-07-01";"No";2022;"Marine Incident";"Contact";"Shore Object";;False;"A fishery patrol vessel made contact with a quayside";"A fishery patrol vessel was departing from a berth, as the vessel swung off the berth the wrong engine was used in the manoeuvre resulting in the vessel making contact with the quayside. There was some denting to the bow of the vessel and damage to the quayside. No water ingress seen and no injuries to crew.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";57.145900;-2.088500;;"UNITED KINGDOM";"Aberdeen";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"18449700-c640-ed11-bba2-0022481b50d1";"2022-09-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had a non-SOLAS compliant pilot ladder";"A general cargo vessel had a non-SOLAS compliant pilot ladder that was in poor condition, 'stretched', so that the lower steps were not horizontal. No pictures provided. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.901200;-1.419200;"2";"UNITED KINGDOM";"Southampton";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"f4e23ab6-2781-ed11-81ad-0022481b5e4e";"2022-12-01";"No";2022;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"RoRo suffered engine failure but made way under secondary engine to berth";"RoRo suffered engine failure but made way under secondary engine to berth";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";59.130000;-2.986000;;;;"Night";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"0730ec01-6e87-ed11-81ad-0022481b5a3b";"2022-12-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cellular container ship had a non-SOLAS compliant pilot ladder arrangement";"A cellular container ship had a non-SOLAS compliant pilot ladder due to the fact that there was no heaving line available for immediate use, the disembarkation of the pilot was not supervised by a watch keeping deck officer and a tripping line was fitted at the bottom of the ladder. Additionally there were no stanchions by the pilot ladder. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.418300;1.503300;;;;"Night";"5 - Rough - (2.5 - 4 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"6 - Strong Breeze - knot (22-27) m/s (11-14)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"a85b33df-08b4-ec11-983f-00224800a465";"2022-04-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"Container ship crew member suffered burns due to economiser valve steam leak";"Container ship crew member suffered burns after steam leak in the engine room";;;"No";"UK";"Inland waters";"UNITED KINGDOM";"United Kingdom";"England";50.813333;0.875000;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"2fcef027-90cb-ec11-a7b6-0022481a8503";"2022-04-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel's pilot ladder was not rigged in compliance with SOLAS guidance";"A general cargo vessel's pilot ladder was not rigged in compliance with SOLAS guidance. The pilot ladder was secured to the deck with shackles only and the Master was advised that it did not comply with SOLAS regulations and that corrective action had been taken.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.489700;0.926700;"NA";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-03";"2025-09-05";"2021-01-01";"2024-12-31"
"81a21dae-9653-ed11-9562-0022481b50d1";"2022-10-01";"No";2022;"Less Serious";"Collision";"Ship Not Underway";;False;"A transfer vessel's wheelhouse window grazed by an offshore supply vessel's crane hook during lifting operations.";"An offshore supply vessel's crane hook hit and grazed the central wheelhouse window of a transfer vessel during lifting operations at a wind farm. No persons were injured.  During a transfer of tools to the transfer vessel, the load was unhooked and the hook swung in an uncontrolled fashion. The hook glanced off a bridge roof light on the transfer vessel before hitting the top corner of the transfer vessel's central bridge window. The window crazed but held in place. The transfer vessel returned alongside to effect repairs.";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;51.741667;2.798333;;;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"5d7fa2fa-2c5c-ed11-9561-0022481b5ab5";"2022-10-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A fisheries research vessel crewmember sustained a minor injury to leg";"On board a fisheries research vessel a crew member sustained a minor sprain injury during redeployment of the clump weights while shooting the pelagic trawl gear. The shoot was paused as the clump weights were brought back inboard to redeploy in the correct position. The vessel was yawing due to following sea. The crewmember approached the weights and associated wire at the same time as another crewmember was unclipping the weights. The wire came free and caught the injured crewmember below the right knee, resulting in a sprain injury. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.045000;-4.650000;;;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-06-05";"2025-09-05";"2021-01-01";"2024-12-31"
"99d24886-73c4-ec11-a7b5-000d3a0cf57d";"2022-04-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Tug towline parted whilst attempting to tow an LNG vessel";"The vessel was inbound into a harbour and was making a routine approach to an LNG terminal with four tugs in attendance. The other vessel was the stern/escort tug, on passing the buoys it was asked to tow astern 50%, and on approaching the buoy was asked to tow astern 75% quickly followed by 100%. On passing the buoy at approx. 4.7kts the vessel reported that their tow line had parted. The second tow was a line attached and the vessel continued to berth without further incident. No damage or injuries were reported.";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";51.428700;0.683600;;;;"Night";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"5e6bda4c-c4c7-ec11-a7b5-000d3a0cefbe";"2022-04-01";"No";2022;"Marine Incident";"Contact";"Shore Object";;False;"Passenger ferry made contact with the quayside";"On approach to a ferry landing, the skipper of the vessel spotted a large log in front of the bow of the vessel. he took avoiding action by manoeuvering the vessel port letting the log go past down his starboard side but in doing so maneuvered too close to the  landing colliding with the landing.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";55.007600;-1.434900;;;;"Daylight";"0 - Calm glassy - (0 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"a2c13bb0-ba43-ed11-bba2-0022481b5a3b";"2022-10-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A inshore passenger vessel passenger fell between the vessel and the quay";"An inshore passenger vessel passenger lost their footing when boarding the vessel and fell between the vessel and the quayside, landing on the supporting beam for the quay. The crew of the vessel assisted the passenger to safety. The passenger sustained minor injury to their foot. There was reportedly a 'lack of lighting' on the quay side. ";;;"No";"UK";"Internal waters -> Channel, river";"UNITED KINGDOM";"United Kingdom";"England";51.456500;-0.305300;;;;"Night";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"bc61bca6-8ba3-ec11-983f-0022481b9b18";"2022-03-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"A barge crew member was hit by a wire resulting in a fall and head injury";"A barge was berthed in a port, The crew were wire spooling on the deck. Towards the end of spooling, a crew member was hit on the face and appeared to have suffered concussion as well as head and neck injuries. The crew member was in and out of consciousness. The crew member was taken to hospital by ambulance.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";55.131000;-1.507200;;"UNITED KINGDOM";"Blyth";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"383a054a-b7b4-ec11-983f-00224800a465";"2022-04-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"River cruiser crew member fell overboard when stepping ashore to secure mooring lines";"Whilst the vessel was maneuvering alongside the crew member went to step ashore to secure the first mooring line. When stepping ashore the crew member's life jacket strap got caught on a door handle, this knocked his balance and he fell into the water. ";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";51.498100;-0.124000;;;;"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Unknown";"Rain";"0 - Calm - knot (0-1) m/s (0-1)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"9056d188-18f6-ec11-82e6-0022481b1ca6";"2022-06-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Bulk Carrier's pilot ladder not rigged per SOLAS regulations.";"Bulk Carrier's pilot ladder not rigged per SOLAS regulations. Ladder secured by shackles. Master had been advised and issue was rectified. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.450300;0.347800;;"UNITED KINGDOM";"London";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"3a8a15d3-4dfc-ec11-82e6-0022481b1690";"2022-07-01";"No";2022;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"Container Ship had a fuel leak resulting in temporary loss of propulsion";"A container ship lost propulsion for approximately 2.5 hours after a fuel leak. They carried out emergency repairs and remained NUC until the vessel was fit to proceed. There was no pollution, no injuries and no SAR assistance. Coastguard monitored the situation remotely until the vessel was fit to continue her passage. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";49.836667;-4.980000;;;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"91888a17-4d12-ed11-b83d-0022481b1890";"2022-07-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"Longshoreman injured during cruise ship mooring operations";"During berthing operations for a passenger cruise ship, a longshoreman was injured when their hand became trapped between a line under tension and a slack line, resulting in an avulsion on the left hand finger. The injured longshoreman was treated on the vessel's medical center before being taken ashore. ";;;"No";"UK";"Internal waters -> Port area";"UNITED STATES";;;55.343300;-131.655000;;"UNITED STATES - US";;"Daylight";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"7be95142-28e0-ec11-bb3d-000d3a0cb01d";"2022-05-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A mooring vessel crew member was struck by a line under tension";"An inland waterway vessel was involved in running additional mooring lines from a tanker that was alongside. A crew member was on deck ready to receive the additional lines, when one of the tankers mooring lines was accidently released under tension from a fixed mooring hook shoreside. The line came back and struck the crew member on the side their body. The crew member showed no signs of physical injury at the time of the incident, however afterwards showed signs of a shoulder pain. The crew member was taken to hospital by ambulance as there was concern that the mooring line may have struck the crew member on the side of the head.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.433500;0.681900;"NA";"UNITED KINGDOM";"Medway Ports";"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"7eb67592-7dfb-ec11-82e6-0022481b1ca6";"2022-07-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container Vessel had an obstructed pilot ladder";"On board a container ship, there was a metal bar fixed to the railing at the access point to the deck through the railings for the pilot ladder. This causes an obstruction to the user of the pilot ladder. The embarkation point on the deck was not free from obstructions. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.886100;-1.403900;;"UNITED KINGDOM";"Southampton";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"fd44659f-7419-ed11-b83f-0022481b14f2";"2022-08-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container ship's pilot ladder not rigged per SOLAS regulations.";"Container ship's pilot ladder not rigged per SOLAS regulations.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.456500;0.335400;;"UNITED KINGDOM";"London";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"a9dfe895-1a25-ed11-9db2-0022481b11f3";"2022-08-01";"No";2022;"Less Serious";"Grounding / Stranding";"Power";;False;"A charter sailing yacht briefly grounded but was able to reverse into clear water";"A charter sailing yacht entered a creek to watch a seal colony, whilst manoeuvring the yacht, it grounded in soft mud/silt. The yacht was slowly reversed off and continued with it's passage. No reported injuries to crew or damage to the yacht.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.720300;-1.412400;;;;"Daylight";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"966f5be7-9d2a-ed11-9db2-0022481b14f2";"2022-08-01";"No";2022;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing vessel with 2 POB ran aground on rocks";"A sailing vessel with two persons on board ran aground on rocks. They drifted off the rocks and were able to drop anchor but the local lifeboat still attended and towed them back to a nearby marina. They had to do some minor repairs. The hull integrity was not compromised. There were no injuries or pollution reported. ";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.375500;1.097800;;;;"Night";"5 - Rough - (2.5 - 4 m)";"Unknown";"Unknown";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"96f97135-c435-ed11-9db1-0022481b5dcf";"2022-09-01";"No";2022;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing vessel ran aground at the entrance to a harbour.";"A sailing vessel ran aground at the entrance to a harbour, blocking it. The local crisis response team assisted the vessel in refloating with the use of a tow. The vessel then made its own way alongside. There was no damage, pollution or injuries. u";;;"Yes";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";57.719500;-3.280300;"0.2";"UNITED KINGDOM";"Lossiemouth";"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"85c71dc8-1543-ed11-bba2-0022481b5dcf";"2022-10-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had a non-SOLAS compliant pilot ladder";"A general cargo vessel had a non-SOLAS compliant pilot ladder arrangement. Instead of being secured to strong points on the deck with ropes secured to the side ropes, the ladder was suspended at the fish plate by means of shackles fixed to the deck, bringing the weight of the ladder onto a single step. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";55.000600;-1.442700;"3";"UNITED KINGDOM";"Tynemouth";"Twilight";"2 - Smooth - (0.1 - 0.5 m)";"Unknown";"Unknown";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"b4ee2288-9c48-ed11-bba1-0022481b50d1";"2022-10-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A dredger had a non-SOLAS compliant pilot ladder";"A trailing suction hopper dredger had a non-SOLAS compliant pilot ladder due to the fact that there was no lifebuoy with a self-igniting light not available for immediate use ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";55.033300;-1.336500;;;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"c56da10a-9c53-ed11-9562-0022481b5a3b";"2022-10-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Tug's towing wire parted whilst in towing operation";"A tug's towing line parted whilst undertaking a tow of a containership on entry into port.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.628000;-0.192000;"NA";"UNITED KINGDOM";"Immingham";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"e0a108dc-057d-ec11-8d21-00224800e907";"2022-01-01";"No";2022;"Marine Incident";"Contact";"Shore Object";;False;"A container ship made contact with the jetty whilst entering port";"A container ship made contact with the jetty whilst entering a port resulting in damage to the steel work of a diagonal rubbing strake. There was no damage to the vessel's shell plating.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.740400;-0.273500;"NA";"UNITED KINGDOM";"Hull";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-05-01";"2025-09-05";"2021-01-01";"2024-12-31"
"e249fd83-fc13-ed11-b83e-0022481b1aac";"2022-08-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"Yacht Crew member had their finger amputated";"A motor yacht crew member suffered an accident which resulted in one of his fingers being torn off. A safety boat was dispatched to bring him to shore where an attending ambulance took him to hospital. No specific information about how his finger was torn off was given. ";;;"Yes";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.766800;-1.299600;;"UNITED KINGDOM";"Cowes";"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"0b55b0cc-6333-ed11-9db1-0022481b50d1";"2022-09-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"Fishing vessel crewmember amputated finger in block whilst heaving gear.";"Fishing vessel crewmember amputated their left index finger in a block whilst heaving gear. The vessel steamed back to port where the casualty was transported to hospital in a private vehicle. ";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;57.871667;-0.013333;;;;"Night";"Unknown";"Unknown";"Unknown";"7 - Near Gale - knot (28-33) m/s (14-17)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"7950528b-1e67-ed11-9561-0022481b5e4e";"2022-11-01";"No";2022;"Less Serious";"Accident to person(s)";;;False;"Fishing vessel crew member sustained a leg injury whilst carrying out duties as part of normal fishing operations";"A fishing vessel crew member sustained soft tissue damage to their leg and were advised by hospital staff to rest for a number of weeks.  The vessel was hauling its net at the time of the incident and the injured party was stood, observing that the net was going onto the net drum correctly. Whilst doing so, the vessel took a heavy roll to starboard and the crew member lost their balance. This resulted in their leg becoming jammed between the net and the net guide rail and causing the injury.";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;57.383333;-1.383333;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"e4bef165-387a-ed11-81ad-0022481b5ab5";"2022-12-01";"No";2022;"Serious";"Contact";"Shore Object";;False;"Fishing vessel made contact with a pier as the tide rose resulting in water ingress";"The vessel became stuck under a pier as the tide rose, another fishing vessel managed to pull them free which also stopped the water ingress that had started one of the hatches initially. All crew members were taken off the vessel safely and no pollution was confirmed. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";58.204400;-6.389550;;"UNITED KINGDOM";"Stornoway";"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"dd1cec8f-4d7f-ec11-8d21-00224800fd7a";"2022-01-01";"No";2022;"Marine Incident";"Capsizing / Listing";"Listing";;False;"A tug lost position whilst towing a vessel";"A tug whilst towing another vessel lost it's position resulting in the tug listing to port. The tow-line was released with no damage to either vessel or injuries to crew.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.155900;-5.050300;;"UNITED KINGDOM";"Falmouth";"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"b10a1a75-3fe6-ec11-bb3c-000d3a0d2721";"2022-06-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container ship's pilot ladder did not conform to SOLAS regulations";"Container ship pilot ladder rigging didn't to SOLAS";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.498200;0.710800;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"0760b151-d62a-ed11-9db2-0022481b14f2";"2022-09-01";"Yes";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cellular container ship had a non-SOLAS-conforming pilot ladder";"A cellular container vessel had a non-conforming pilot ladder due to the securing method being a welded plate on deck for a step of the ladder to placed on to take the weight of the ladder. This is not correct as the weight is designed to be taken on the side ropes, not an individual step. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.411600;0.535600;"2";"UNITED KINGDOM";"Medway Ports";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"7afdd204-a777-ec11-8d21-0022481b48b9";"2022-01-01";"No";2022;"Marine Incident";"Loss Of Control";"Loss Of Electrical Power";;False;"A patrol vessel suffered a loss of power for thirty minutes but were able to restore power";"A patrol vessel whilst on patrol experienced a power failure, the contingency plan was followed and applied. The vessel position was frequently checked to ensure navigationally safe. Critical Electronic Bridge equipment remained fully operational. The power was restored but failed again when changing back from emergency DG to main power. The crew managed to restore power to the vessel.";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;56.436900;-1.476400;;;;"Night";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"0eed4cf4-9089-ec11-93b0-002248006564";"2022-02-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship's pilot ladder did not conform to SOLAS regulations";"A container ship's pilot ladder did not conform to SOLAS regulations";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.481400;0.872900;"NA";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"edd7698c-bb93-ec11-b400-0022481a7d06";"2022-02-01";"No";2022;"Marine Incident";"Loss Of Control";"Loss Of Electrical Power";;False;"A fishing vessel suffered a steering and electrics failure in poor weather";"A fishing vessel lost steering and electrics in poor weather. A search and rescue (SAR) vessel was deployed to assist. The fishing vessel managed to effect repairs and it proceeded on passage.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.433333;-5.416667;"NA";;;"Night";"8 - Very High - (9.0 - 14.0 m)";"Unknown";"Unknown";"10 - Storm - knot (48-55) m/s (25-28)";;;;;"2025-05-01";"2025-09-05";"2021-01-01";"2024-12-31"
"dae8eef0-11d5-ec11-a7b5-0022481a9bed";"2022-05-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"Ro/Ro passenger vessel crewmember injured their hand whilst grinding a winch bracket";"A Ro/Ro passenger vessel crew member was grinding a winch bracket on the mooring winch when, they went to adjust their hand grip on the grinder but their hand slipped. The grinding disc made contact with the crew member's left hand resulting in an injury to the index finger.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.122300;1.341900;"NA";"UNITED KINGDOM";"Dover";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"2f9131fe-e113-ed11-b83e-0022481b1aac";"2022-08-01";"No";2022;"Marine Incident";"Damage / Loss Of Equipment";;;False;"General cargo vessel had a non-compliant pilot ladder";"A general cargo vessel had a non-compliant pilot ladder arrangement. The pilot ladder was not properly secured to a strong point on the main deck and was rigged with shackles over the bulwark. Action was taken to rectify the securing method and safe boarding of the pilot took place. There were no injures, damages or pollution. ";;;"No";"UK";"Inland waters -> Channel";"UNITED KINGDOM";"United Kingdom";"England";51.491000;0.459900;"5";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
