SN_WAR,TEXT_REMARK
-306399,"06/18/2017:  POOH with 10-3/4"" HES RTTS Assembly.  Break down RTTS SSC III and L/D 
             same from 1,763' to 1,625' MD.  P/U, M/U, & RIH with HES RTTS SSC III 
             Packer. Attempt to troubleshoot BX-5 elevators - no success. Remove and
             install new.  RIH with RTTS SSC-III packer on 5-7/8"" TFM DP from 7,652' 
             to 9,380' MD.   Set RTTS packer/SSC-III valve with packer element at 
             7,722' MD (top of fish at 7,705' MD). R/U pressure testing equipment. 
             Perform positive pressure test on RTTS packer/SSC-III valve to 2,900 
             psi.  Perform negative test on RTTS packer/SSC-III valve.
	         1. Pump 172 bbls of 6.7 ppg base oil down work string at 8 bpm and 
                    pressure up to 2,930 psi
	         2. Close SSTV
	         3. Bleed off pressure in stages and monitor each stage for 5 min
		    Stage 1: 
			a. ISIP: 2,930 psi
			b. Bleed off pressure to 1,965 psi
				i. Volume bled back: 0.75 bbls
		    Stage 2: 
			a. ISIP: 1,965 psi
			b. Final pressure: 1,924 psi
			c. Bleed off pressure to 975 psi
				i. Volume bled back: 0.75 bbls
		    Stage 3: 
			a. ISIP: 975 psi
			b. Final Pressure: 965 psi
			c. Bleed off pressure to 250 psi
				i. Volume bled back: 0.5 bbls
		   Note: Total of 2.0 bbls bled back to HES cement unit
	         4. Bleed off remaining pressure to mini trip tank
		       a. Volume bled back: 0.25 bbls
	         5. Monitor mini trip tank for 1 hr no flow - No flow observed, good
                    test
	         6. Pressure back up on work string to 2,940 psi from HES cement unit
                    to equalize across SSTVs
	         7. Open SSTVs  
             Displace wellbore (Above RTTS) from 14.5 ppg NAF to seawater.

06/19/2017:  POOH from 7,687' MD to surface.  R/U riser handling equipment. Perform
             maintenance on drilling equipment while waiting on weather.  

06/20/2017:  Perform maintenance on drilling equipment while waiting on weather.

06/21/2017:  Perform maintenance on drilling equipment while waiting on weather.  Trip
             in hole from surface to 5992' MD with HAL overshot to retrieve RTTS.  

06/22/2017:  Trip in hole from 5992' MD to 7690' MD with HES overshot to retrieve 
             RTTS.  Perform inspection on top drive after drops inspection report.
             Displace boost, kill, and choke line from seawater to 14.5 ppg NAF.
             Retrieve HES RTTS packer.  Circulate bottoms up at 9367' MD (bullnose 
             depth).  POOH with HES RTTS from 9367' MD to surface.  P/U and M/U HES 
             8-1/2"" drill out assembly from surface to 429' MD.  RIH from 429' MD to
             2100' MD.

06/23/2017:  Run in hole with HES 8-1/2"" clean well assembly from 1,370' MD to 5,804'
             MD.  Slip and cut drill line. Run in hole with HES 8-1/2"" clean well
             assembly from 5,804' MD to 25,929' MD.  Function test BOP and diverter. 
             Run in hole with HES 8-1/2"" clean well assembly from 25,929' MD to 
             26,397' MD.  Wash down from 26,397' to 26,691'.  Drill cement plug at tie-
             back from 26,691' to 26,870'.  

06/24/2017:  Wash down from 26,871' MD to 27,062' MD.  Pump 50 bbl Hi-Vis NAF spacer
             and circulate B/U.  Run in hole with HES 8-1/2"" clean well assembly from
             27,062' MD to 28,236' MD.  Wash and ream down from 28,236' MD to 28,250'
             MD.  Wash down from 28,250' MD to 28,685' MD.  Run in hole from 28,685'
             MD to 30,840' MD.  Wash down from 30,840' MD to 31,300' MD.  Pump 70 bbl
             Hi-Vis NAF spacer and circulate B/U.  POOH from 31,339' MD to 24,600' MD. 
"
-305046,"Sun 12.10 - M/U CT BHA and RIH obtaining P/U and S/O at 27,772'. Tag Obstruction, P/U T/27,700', Establish Circulation rate, Wash down to 27,743', P/U & Lost CT Weight, Troubleshoot Same.

Mon 12.11 - Coil Tubing Parted. Mobilize equipment for plan forward and wait on kill weight brine to be shipped to location. Cut back heavy brine and spike fluid to 14.1 ppg.

Tue 12.12 - Wait on additional 14.1 ppg brine. Displace surface line and 2-3/8"" annulus pipe with 14.1 ppg brine bullheading 12.5 ppg into formation. Bullhead with 40 bbls of 14.1 ppg brine, 40 bbls HEC pill, and 337 bbls of 14.1 ppg bring. Roll pump across SFT to maintain fluid in well. R/U to pull coil.

Wed 12.13 - POOH with coil tubing (2,939') examine end and cut 41'. R/U slickline and run LIB a tag top of fish at 2,937'. POOH with slickline and R/D slickline unit.

Thurs 12.14 - R/D slickline. M/U coil dress-off BHA and stab into hydra-conn. Perform CT BOP function. RIH with coil BHA tag TOF @ 2,939'CTM without pumping. Attempt to dress TOF. POOH. M/U dress-off BHA #2 with oscillator and RIH.

Fri 12.15 - RIH with coil dress-off BHA and attempt to dress TOF with no clear indications of milling. POOH and examine mill. R/U E-line to run live-camera to inspect fish. Wait on weather to perform man riding ops. Troubleshoot camera prior to running.

Sat 12.16 - R/U E-line PCE and lubricator and pressure test same with 14.1 ppg CaBr2 brine to 300 psi low and 8,300 psi high for 5/10-good test. RIH with camera on E-Line and examine TOF. POOH and R/D E-Line. R/U CT and M/U Dress-Off BHA #3 and RIH with same. Dress TOF. POOH with CT. L/D BHA. Cut coil."
-305069,"Sun 12.24 - Pressure test OWIRS 300psi 5min, T/ 8,300psi 5min on EZ chart version 1.7.25. (Good test) and stab new 2"" OD CT reel into injector head and raise injector head onto CCTLF. Displaced the reel with 12.5 ppg brine. Install CT connector pull and test same. Pressure test CT BOPs 300psi low and 8,300psi high for 5min each with 12.5ppg CaBr2-good tests.

Mon 12.25 - Pressure test CT BOPs, choke manifolds and surface temp. iron. P/U DSA 2.7"" O.D. w/ 2 1/8"" mill assy and stabbed into Hydra-Conn connector. Function test DSA motor. RIH w/ mill assy F/Surface T/9000' CTM. FMC and ROV opened OWIRS valves. RIH F/9000' CTM T/27,757' CTM and then P/U T/27,727'. Began milling.

Tue 12.26 - Milled on obstruction at 27,747' CTM at 1.5-1.7Bpm. POOH to evaluate CT milling BHA . R/U HES E-line with 2.70"" O.D. LIB and RIH T/12,000'.

Wed 12.27 - RIH w/ 2.7"" O.D. LIB mil assy.to 27,607' CELM. POOH with 2.70"" O.D. LIB BHA on E-line to surface. RIH w/ 2.50"" O.D. LIB. Tag at 27,728 ft. CELM. POOH. Discussed LIB run results w/ town for path forward. RIH with 2.70"" O.D. tapered mill on 2"" O.D. CT to mill obstruction.

Thurs 12.28 - RIH w/ 2.7"" O.D. mill motor assy. Milled on FS-2 F/27,730' CTM T/27,731' CTM at 1.6bpm. Continued attempts to mill at 1.6bpm. Motor stalling continuously at 27,731: POOH w/ 2.7"" O.D. mill motor assy. to inspect same.

Fri 12.29 - POOH w/ 2.7"" O.D. tapered mill motor assy. Unlock Hydra-Conn and break 2.7"" mill motor assy. Cut 300' CTM of CT. Install CTC and Pull Test F15klbs T/32klbs. M/U 2.125"" O.D. slim hole wash nozzle BHA. RIH w/ 2.125"" O.D. slim hole wash nozzle BHA T/10,000' CTM.

Sat 12.30 - RIH w/ 2.125"" O.D. slim hole wash nozzle BHA to tag FS-2 ball at 27,730' CTM. Attempt to work through FS-2 ball valve unsuccessfully. Circulate bottoms up and displace. POOH w/ 2.125"" slim hole wash nozzle BHA."
-300623,"Sun 8.27 - POOH L/D BHA slip and cut drill line

Mon 8.28 - P/U Lower Completion BHA. TIH with LCA on LS

Tue 8.29 - Continue TIH with Lower Completion Assy.

Wed 8.30 - TIH with Lower Completion assembly. Land out on No-Sub. Confirm land out depth with bottom of lower completion @ 30,691' . Drop SB-3 activation Ball and allow to gravitate. Set SB-3 packer @27,794' MD (24,885' TVD) & test same with 13.8 ppg SBM to 2,500 psi for 15 minutes, good test. Release. Set Open hole packers. R/U & prepare to displace well from 14.0 ppg SBM to 14.0 ppg Brine.

Thurs 8.31 - Displace Choke , Kill & Boost to brine. Conduct Pre-Displacement meeting. Displace well from 14.0 ppg SBM to 14.0 ppg Brine. Clean trip tank #1, wash strip tank, shakers, process pits, ditch, flush hole fill lines, install HPDU flanges

Fri 9.1 - completed cleaning, Installed and tested HPDU flanges, Performed BOP and Diverter Function test F/ DCP yellow pod, and F/ TCP blue pod. Circulated clean 14.0 ppg clean brine around (solids .025, NTU's 71). R/U Frac head, connect Frac lines to boat. Load ball launcher.

Sat 9.2 - R/U Frac equipment, Tested all surface lines to 14,300 psi w/14.0 ppg (14.0 DHE) CaBr2-good tests., established reverse circulation rates, test frac lines to boat to 14,300 psi, Perform frac job as per procedure"
-301231,"Sun 9.10 - RIH with BSRTT and test BSR's to 300/6400 psi, Perform acoustic function on UBSR's, M/U into BSRTT and POOH, M/U WBRT and Jet Tech Assy, RIH, Pull wear bushing, Drop 2.75'' ball to open jet tool and jet wellhead, POOH

Mon 9.11 - Rig up for running upper completion, Offload IWOCS reel from boat and spot into position, Run upper completion, P/U chemical injection assy and terminate control line

Tue 9.12 - Terminate control line to CIM. Pressure test CIM to 15,000 psi for 15 minutes. RIH T/950' and terminate TEC line to PDHPG. Perform good pressure test on TEC to 30,000 psi for 15 minutes. RIH on 4-1/2"" Tubing F/950' T/14,954'.

Wed 9.13 - P/U SCSSV. Terminated control line, functioned SCSSV, and pressure tested Control lines. Ran remaining tubing. P/U Tubing hanger, and M/U same. Terminated control lines and test. R/U, P/U THRA and land and lock same to Tubing Hanger.

Thurs 9.14 - Land and lock THRA onto Tubing Hanger. Perform seal integrity test to 7,000 psi. Terminate dual line flatpack and pressure test SV1 and SV2. TIH with upper completion on 6-5/8"" landing string. Land TH with 20k, take overpull and maintain 30k tension. Pressure test TH seals, SV1/SV2 to 12,000 psi for 15 minutes. (good test)., and surface lines.

Fri 9.15 - Test Tubing hanger seals to 13,100 psi for 15 minutes. (Good Test), then under SCSSV to 500 psi for 15 minutes (Good Test) Re-apply control line pressure to 11,000 psi and open the SCSSV. Spot packer fluid. Set production packer at 27,133' MD 24,368' TVD. Perform 5,000 psi negative test on production packer for 15 min (good test). Perform 2,750 psi negative test on SCSSV-good test. Open SCSSV. perform 3,600 psi positive test on production packer for 30 min-good test. Cement unit test AAV to 2,000 psi for 15 minutes-good test. Close SCSSV, bleed off psi above SCSSV to 0 psi, bled back 1 bbl. Monitor no flow for 5 minutes. (Good Test)  Unlatch THRA from tubing hanger. L/D land-out assembly. Begin displacing landing string and c/k/b lines to seawater.

Sat 9.16 - Finish seawater displacement. POOH with landing string and THRA. Mitigate dropped damaged clamp. Resume POOH with landing string and THRA. R/D completion running equipment and sheaves. Begin R/U to pull riser. "
-301548,"Sun 9.17 - P/U Diverter running tool and M/U same. Pull diverter. R/U to pull riser. Splash tree and lower same. Scope slip joint, transfer weight, and unlatch BOP. Land tree on THS and lock same. Move to safe zone and perform heading change. ROV performs tree functions and testing. Set cap on tree. Pressure test BX gasket on Tree T/ 13,500psi. Hold pressure test for 15min - good test.

Mon 9.18 - Pull subsea BOP on riser. ***JOB COMPLETE***"
-292494,"Sun 12.11 - TIH with 5-7/8"" diverter sub assy on 6-5/8"" 40# DP T/10,607' MD/TVD. Tag cement @10,607'MD/TVD with 15k. POOH and move to Well 508 009. **OPS COMPLETE** Installed T/A cap on 12.18 via ROV
"
-299320,"Sun 7.23 - Drill F/28,832' T/29,073'. Flow check well and proceed to monitor pressures with annular closed. Bleed off 14.5 bbls total to strip tank. Flow check well. Work up to shoe encountering issues in tar zone. At shoe, circulate bottoms up and notice gain. Monitor pressures with annular closed and then bleed 11 bbls back to strip tank. Flowcheck. Resume circulating.

Mon 7.24 - Finished circulating bottoms up at the shoe. Took SCR's. Flow checked well-static. Pumped out of hole T/16,938'. POOH wet 5 stands, pumped 70 bbls of 16.2 ppg SBM slug, followed by 12 bbls 13.8 ppg SBM (14.3 DHE). POOH speed restricted.

Tue 7.25 - POOH with 8-1/2"" BHA. Service rig. Change saver sub to 6-5/8"" FH. RIH with second 8-1/2"" BHA. Both crews performed trip drill.

Wed 7.26 - TIH with 8-1/2"" BHA. Wash downT/28,558' and tag with 35k down and circulate. P/U into shoe and circulate bottoms up. Wash and ream down T/29,073'. Resume drilling F/29,073' T/29,235'.

Thurs 7.27 - Drill F/29,348' T/29,693'. Circulate at 29,693' to reduce ECD's. Drill F/29,693' T/29,736'.

Fri 7.28- Drill T/29,809' MD and circulate until shakers clean up. Pump out of hold to shoe. Install Hornet Fill-Up tool and pump out of hole. Resume pumping out of hole, testing BOP failsafes offline.

Sat 7.29 - Pump out of hole to space out 4-1/2"" DP across stack. Perform BOP test from TCP yellow pod (Ram 300/6500, Annulars 300/2800- all tests 5 minutes w/13.8ppg SBM (14.31 DHE))-good tests, BOP function from TCP, and full diverter function tests from TCP. RIH T/28,830' filling pipe every 20 stands. Circulate and condition mud. Begin washing down T/28,480'.

Sun 7.30 - Wash and ream down F/28,480' T/29,809'. Pumped 50 BBL LCM pill and circulated out same. Continued to circulate and boost riser. Flow check, pump SCRs, and begin pumping out of hole."
-298964,"Thurs 7.13 - Latch BOPs on. Perform connector test and BSRs test T/ 9,200 psi F/30 min w/ 8.6 seawater from DCP-blue pod. ROV functioned UBSR close from LBOP ROV
intervention panel. Functioned UBSR, CSR, and LBSR using BOP acoustic system. P/U and RIH with 8.5"" Cleanout BHA.

Fri 7.14 - Continue to RIH w/ 8.5"" Cleanout BHA above the BOPs. RIH and tagTA plug @ 10,578' with 15k. Spaceout and Test BOP's on 4 1/2"" drill pipe F/ DCP blue pod Annulars to 300/5500 psi Rams to 300/7000 5/5 minutes each using 8.6 ppg sea water. All good tests. Subsea function BOP's F/ SCP yellow pod on 4 1/2"" DP. Perform accumulator draw down test. Subsea perform acoustics function. Rov activate autoshear arm for UBSR's & csg shears. Stand by while Ross Candies install jumper.

Sat 7.15 - TIH to top of surface plug. Displacing to 13.6 ppg SBM. Drill out surface cement plug f/ 10,578 to 10,890. RIH w/ 8.5"" cleanout BHA, tagged @ 11,333' w/ 18k down. Washed and reamed from 11,333' to 11,424'. Continue to RIH."
-299091,"Sun 7.16 - Continue to wash and ream to the Fasdrill plug, circulating and conditioning mud to clean wellbore.

Mon 7.17 - Continue to circulate B/U and condition well to 13.6 ppg SBM (13.7 DHE) . Perform casing test-Sub Sea closed UPR and Schlumberger test casing to 6,500 psi. Charted for 30 minutes using 13.6 ppg SBM-good test. Drill out plugs, shoe track and 10' of new formation. POOH to shoe. Perform FIT-Perform FIT at 10.125"" shoe set at 28,420 ft MD / 25,376 ft TVD with 13.6 ppg surface MW SBM (13.88 ppg static downhole MW). Close lower annular and apply 1500 psi down the drill pipe and down the choke line. EMW 15.0 ppg. Pump 9 bbls and bleed back 8 bbls. Open lower annular and bring mud pumps up to 553 gpm to transmit the downhole EMW playback. PWD reading of 14.95 ppg EMW Conditioned 13.6 ppg mud.

Tue 7.18 - POOH with 8-1/2"" Cleanout Assembly. Circulate slug to surface and begin POOH wet . Begin pumping out of hole T/21,322' due to swabbing. Spot 16.2 ppg slug and POOH F/21,322' T/2,500' 

Wed 7.19 - POOH with 8-1/2"" Cleanout BHA. Slip and cut drill line. Perform planned maintenance. P/U 8-1/2"" Drilling assembly and RIH with same. Wash down F/28,407' T/28,510'. Drill 8-1/2"" section F/28,510' T/28,535'.

Thurs 7.20 - Drill 8-1/2"" section F/25,535' T/28,785' MD. Encounter tar and experience stuck pipe issues. Work pipe free and observe losses. Wash and ream up T/28,563'. Flow check on TT with a 9 bbl/hr gain rate. Close upper annular and monitor pressures. Line up to circulate well via Driller's Method. Maintain 1,300 psi DPP during remaining circulation.

Fri 7.21 - Performed second circulation of Driller's Method. Displace riser to 13.8 ppg SBM. Sweep stack. Observed pressure on drill pipe side. Bled 3.2 bbl to trip tank. Open strip tank and lose 3 bbl and see increase DP pressure. Pump down DP and monitor pressures.

Sat 7.22 - Circulate 13.8 ppg SBM (13.95 DHE). Shut in well and monitor pressures. Observe same trends as previous shut in indicating U-tubing of heavy mud. Open well and circulate surface to surface. Wash down to TD and commence drilling T/ 28,832' with 13.8 ppg SBM."
-299737,"Sun 7.30 - Wash and ream down F/28,480' T/29,809'. Pumped 50 BBL LCM pill and circulated out same. Continued to circulate and boost riser. Flow check, pump SCRs, and begin pumping out of hole.

Mon 7.31 - Pump out of hole to shoe. Circulate bottoms up. Flow check well and see gains. Shut in well on upper annular and monitor. Displace mud to 14.0 ppg SBM (14.26 DHE)

Tue 8.1 - Flow check well and monitor pressures. Circulate bottoms up while reciprocating. Monitored well on trip tank. Washed down to 28,498'. Monitored well on trip tank. Install Hornet tool and pump out of hole to casing crossover.

Wed 8.2 - R/D Hornet tool. POOH. Pump slug and continue POOH to surface. L/D BHA . Performed Slip and cut. R/U Franks casing handling equipment. RIH with 7 5/8"" liner. M/U liner hanger and RIH with 7 5/8"" liner on 5 7/8"" DP.**received approval form Mr. Justin Ledet BSEE Houma District at 2:22 pm August 2, 2017 to RIH with7 5/8"" liner
configuration and set as proposed.**

Thurs 8.3 - Continue to TIH with 7 5/8"" liner on 5 7/8 DP to 6,550' MD. R/U OES Flow back tool. Continue to TIH with 7 5/8"" liner on 6 5/8"" DP to 28,400' MD. Obtained parameters and started to wash and ream. down to bottom.

Fri 8.4 - Continue to wash and ream down to bottom. R/U cement head. Drop 1.5"" brass hanger ball.

Sat 8.5 - Set liner packer per Baker procedure. TOL set at 27,928'MD / 24,988' TVD. Release liner hanger running tool. R/D cement head. Shoe @29,809'MD / 26,464' TVD Circulate B/U. R/U OES flowback tool. Pump OOH with liner hanger running tool. Function test BOP on 6 5/8"" from TCP blue & DCP yellow, perform acoustic function on MVBR. Subsea function test diverter on 6 5/8"" DP from DCP."
-305017,"Tue 12.5 - Move rig to Stones 6R Safe Zone. ROV place beacons and bridge establish DP. R/U riser DP to spaceout OWIRs. Perform dummy run and space out. Pick up flowhead and surface tree. FMC function OWIRs valves and perform pressure test on riser Cement pressure test with seawater to 300 psi low and 8,300 psi high for 5 min. each test. Good Test. P/U CT BOP.

Wed 12.6 - Finish R/U surface equipment. Function CT BOP and perform accumulator drawdown. Perform coil tubing surface pressure tests to 300 psi low for 5 min. 11,500 psi high for 10 min-good tests. Suspend CT BOP testing to latch OWIRS due to upcoming weather front. Attempt to test VX gasket - Bad test. Resume CT BOP testing while ROV recovers to surface to obtain new gasket.

Thurs 12.7 - Perform OWIRS tests # 1, 8, 9. Perform Surface CT BOP tests 6, 5 and 1. WOW and decide to proceed with remaining OWIRS tests 2-7.

Fri 12.8 - Wait on weather. ROV test TST VX gasket to 8,500 psi for 30 minutes with RAIV and RXOV closed- good test. Continued to wait on weather to perform final OWIRS wet verification tests.

Sat 12.9 - WOW. Perform deadman and autoshear test on OWIRS. Restest VX gasket. Perform test #7 on CT BOP. Align surface iron and perform displacement to 12.5 ppg brine."
-305064,"Sun 12.17 - Cut coil, install connector and pressure test reel. Add 8' riser spool joints. M/U overshot BHA and stab into Hydra-Conn. Pressure test Hydra-conn. RIH with CT. Attempt to latch and pull fish. Make heading change and reattempt. POOH with overshot BHA and change out for BHA #6 Bait BHA.

Mon 12.18 - P/U BHA #6 and RIH with same. Attempt to bait fish with no success. POOH with CT and examine BHA. M/U BHA #7 onsite andP/U and stab into Hydra-Conn. Pressure test to300 psi low and 8,300 psi high for 5 min each test and perform shallow test on CT-good tests.

Tue 12.19 - RIH with CT BHA #7 and tag fish wih 2 k down. Surge pumps and set down weight. Latch fish and observe 2k overpull. Work BHA over fish and shear off at 27,839 lbs on CT weight indicator (17k overpull). POOH with BHA #7 to surface and B/O same. Held rig safety stand down. Cut a total of 250 ft of coil tubing and install coil connector. Performed pull tests. Install test sub on connector and test reel
to 300 psi and 9,000 psi for 5/10 min. P/U BHA #8 and RIH to TOF. Tagged fish 5 times and surging pump to attempt to latch fish, but no success. POOH with CT BHA #8 and L/D same.

Wed 12.20 - Modified and P/U CT BHA #9. Locked and test Hydra-conn to 300 psi and 8,300 psi. RIH with CT BHA #9. Attempt to latch fish but no
success. POOH with CT BHA #9, unlocked hydra-conn and lowered BHA to deck level. Cut 750' of CT and install coil connector and performed pull tests. Attempt to pressure test and notice leak on connector. DSA cut off 2.875"" OD external coil connector, dressed 2"" QT-1300 CT, M/U 2.875"" connector onto CT and tested again. M/U CT BHA #10 stab into hydra-conn. Lock and test hydra-conn. RIH to TOF attempt to latch several times but no success. POOH with BHA #10 and inspect same.

Thurs 12.21 - Unlocked hydra-conn. Observed CT closer to derrick. R/U tugger to pull injector head to clear CT from derrick and allow Logan to pin CCTLF table. HES CT S/O CT to deck level and inspected BHA. M/U fishing BHA #11. F/T GS pulling tool. TIH with BHA #11. Make several attempts and heading changes and latch fish. POOH with fish until bumpped against stripper. Closed slip ram in Quad BOP and pipe ram on dual combi BOP. Displace fish to 14.1 ppg brine and bullhead additional 80 bbls of 14.1 ppg brine on the back side.

Fri 12.22 - Perform No-flow for 30 minutes. Remove nuts from riser flange above hydra-conn and lift injector head. Cut coil tubing and install double dimple. POOH spooling CT fish on reel.

Sat 12.23 - POOH spooling up CT fish on reel. L/D BHA. Function test OWIRS.Test intervention riser to 8,300 psi. Displace riser annulus and surface lines F/ 14.1ppg T/ 12.5 ppg brine. Perform No flow for 30 minutes. Bullhead well back 12.5 ppg brine. Pressure test OWIRS."
-305073,"Sun 12.31 - Pooh w/ 2.125"" O.D. slime hole wash nozzle BHA. R/U 3 1/16"" wire line valve on top of Hydra-Conn and M/U 1 11/16"" O.D. E.V. down-view TC camera. RIH with E.V. down-view TC camera. Take pictures of FS-2 ball joint assy. and possible surrounding obstructions. POOH w/ E.V. down-view TC camera. Slip and cut 300' CTM of coil tubing. M/U 2.72"" O.D. burning shoe assy.

Mon 1.1 - RIH w/ 2.72"" O.D., burning shoe assy. w/ 2.125"" O.D. motor. Wash down w/ 2.72"" O.D. burning shoe assy. F/27,714' MD T/27,718' MD. Mill w/ 2.72 O.D. burning shoe assy. F/27,718' MD T/27,723' MD.

Tue 1.2 - Mill through FS-2 with burning shoe assembly and RIH to HUD of 30,205'. Pump 50 bbls gel sweep followed by 150 bbls of 12.5 ppg brine. POOH with CT. Isolate well with PRV and RPIV. Continue POOH to surface and L/D BHA. M/U 2.50"" Milling BHA.

Wed 1.3 - Pressure test DFCV, Hydra-Conn and Stripper to 300 psi low and 8,300 psi high. TIH with CT BHA #15 T/ 30,155' CTM. Tagged stage 3 ball seat @ 30,206' and wash through ball seat. P/U T 30,179' CTM and wash down/snub T/ 30,497' CTM. Pump 50 bbl sweep @ 30,497' CTM and chase T/ 29,907' CTM while circulating.

Thurs 1.4 - CT RIH, washing through obstructions to 30,501' CTM. POOH to 30,415'. Pump 140 bbls of acid. POOH 500' above acid and wait on acid. RIH at 5-10 ft/min F/ 28,945' T/ 30,485' bullheading away acid . POOH at 10 ft/min while bullheading away acid F/ 30,485' T/29,850'. Circulate 12.5 ppg brine while opening choke and establishing loss rate.

Fri 1.5 -  Finish circulating 12.5 ppg CaBr2 brine with CT. POOH with CT to surface. R/D injector head, function test CT BOP, and L/D CT BHA #15. M/U wireline valves and pressure test same. RIH with NEO Petal Basket Plug BHA on 5/16'' E-line and set NEO Petal Basket Plug at 30,474'. Tag 30 lbs to confirm setting. POOH with NEO Petal Basket Plug BHA on E/L to 11,000'.

Sat 1.6 - POOH w/ NEO Petal Basket Plug BHA to surface. L/D BHA and observed missing 1 of 3 centralizer bow springs. L/D E/L PCE. Bullhead 80 bbls of 12.5 ppg CaBr2 brine. Displace surface lines and riser from 12.5 ppg CaBr2 brine to 8.6 ppg sea water. Remove OWIRS, HFL and install Host SFL. Power down SST, remove OWIRS EFL's. and Unlatch OWIRS from SST."
-274704,"Sun 8.9.15 - POOH and L/D 29.8"" x 32.5"" BHA,P/U flat bottom Mule shoe assy and TIH 8536',ROV Main Bearing out in Transporter Sheave Remove sheave and change out bearing.Slip and cut Drill Line, Install Tensioner Ring.

Mon 8.10.15 - P/U and Run 28"" casing and hang off in casing cart, POOH and L/D 5 7/8"" Drillpipe, Start stump testing BOP's for WR508 007 completion. 

Tue 8.11.15 - TIH w/ mule shoe and dart catcher assembly. Move rig from safe zone to well center. Stab in LPWH with mule shoe and dart catcher assembly. TIH w/ same T 10,291' & Tag cement plug with 15k down. POOH w/ mule shoe and dart catcher assembly. Ops complete.

"
-274703,"Sun 8.16.15 - Move rig over well center. Stab Mule shoe Assy. Tih tag TOC @ 10,290'.15-k down. Pooh move to safe zone L/D drill pipe. Srevice Rig, change out saver sub.ROV P/U Compatts.

Mon 8.17.15 - Move over to WR508 007 set out Compatt array. "
-301026,"Sun 9.3 - Continue pumping fac job as per procedure on stages 2-6. Reverse out 2 tubing volumes, shift IB4 closed and test to 4500 psi with 14.0 CaCl2 - good test

Mon 9.4 - R/D Frac hose and lay out, R/D Frac head assy and lay out same, R/D ball launcher equipment and chiksan iron, POOH & L/D tools, P/U intermediate string and RIH to 2,406

Tue 9.5 - RIH with intermediate string, Hold prejob meeting on shifting IB4 closed.

Wed 9.6 - Pressure up to 3,000 psi and release PO tool, Close FS2 valve. shear off ball seat with with 4,339 psi, Tested FS2 and PBR seal assembly to 2,000 psi-good tests, circulated bottoms up, POOH to 16,367', Circulate slug out of hole while wait on blackhawk packer personnel

Thurs 9.7 - Waiting on Weather, RIH on 5 7/8"" drill pipe F/ 16,460' T/ 21,107'' speed restricted at 1.5 min/stand, Picked up and made up test assembly, testing BOPs on 4 1/2"" drill pipe F/ DCP Blue pod A using 14.0 ppg CaBr2. Rams to 300/6400 for 5/5, annulars to 300/2900 for 5/5 - good tests. Started Function Test of BOPs F/DCP blue & TCP yellow.

Fri 9.8 - RIH with 10 3/4 storm packer, unable to get packer through wellhead, POOH with 10 3/4'' packer and L/D same, POOH to 11,976', slip 155' of drill line, RIH to 13,575', P/U backup 10 3/4'' storm packer & RIH to 16,130

Sat 9.9 - Attempted to set Blackhawk 10 3/4'' storm packer, unsuccessful, POOH & L/D FS2 setting tool and washpipe, M/U BSRT tool and RIH for BSR test"
-288754,"06/26/16: Drill 12-1/4""directional hole f/26,520' to 27,811'.

06/27/16: Drill 12-1/4""directional hole f/27,811' to 29,200'.

06/28/16: Drill 12-1/4""directional hole f/29,200' to 29,486'; Perform circulation down drill string. Rotate and reciprocate drill string at 29,486'; Drill 12-1/4""directional hole f/29,486' to 30,160'. 

06/29/16: Drill 12-1/4""directional hole f/30,160' to 30,930'.

06/30/16: Drilled 12-1/4"" hole section f/30,930' (MD) to 31,315' (TD).  Record MWD survey.  Pump Hi-Vis sweep, circulate and cleanout hole.
07/01/16: POOH w/12-1/4"" drilling assy f/31,315' t/25,747'. Perform BOP pressure test as per IPT/SurTec procedure, w/14.3 ppg NAF to 250/7700 psi (Annular 250/4,000 psi); Function BOP f/CCR control panel, Yellow pod; Perform BOP pressure test on 6 5/8"" DP; Completed  12 of 20 planned pressure test - all components tested successfully;  POOH with 12-1/4"" drilling assy f/25,747' t/25,480'. Perform BOP pressure test per IPT/SurTec procedure, w/ 14.3 ppg NAF to 250/7700 psi (Annular 250/4,000 psi); Function BOP f/CCR control panel, Yellow pod; Perform BOP pressure test on 5-7/8"" DP; Completed 18 of 20 planned pressure test - all components tested successfully.

07/02/16: Cont'd BOP pressure test per IPT/SurTec procedure, w/14.3 ppg NAF to 250/7700 psi (Annular 250/ 4,000 psi); Test BOP f/CCR control panel, Yellow pod; Perform BOP pressure test on 5-7/8"" DP;  Completed 20 of 20 planned pressure test - all components tested successfully;  Space out at 25,480'; Flow check - well static. Function test Diverter and BOP from driller control panel, blue pod at 25,480'; closed with 30.8 gals 38 sec; open w/17.3 gals 13 sec.  RIH w/12-1/4 drilling assy f/25,480' t/31,187'; Fill up drill pipe every 15 stands; Lay out single f/stand #227; Pump 100 bbl H i-Vis sweep; Wash down f/31,187' t/31,315'; No fill observed.  POOH w/12-1/4"" drilling assy f/31,315' t/28,283'. Flow check above Wilcox-well static. Pump 80 bbl slug, chase w/20 bbls of 14.3 ppg NAF;  POOH w/12-1/4"" drilling assy f/28,283' t/21,890'."
