Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0013542","1","SEASPAN BRILLIANCE (IMO 9685334)","SEASPAN BRILLIANCE (IMO 9685334): ","Hong Kong, China","Container","2020-09-27 18:10","","Very serious marine casualty","","Vancouver, Canada","At berth","1","Hong Kong, China"
"C0013272","1","BE BOP","BE BOP: ","France","Yacht","2020-09-25 22:00","Flooding/foundering - foundering","Very serious marine casualty","41° 53.28' N 8° 46.48' E","","Coastal waters","1","France"
"C0013579","1","YUAN SUI HAI (IMO 9806938)","YUAN SUI HAI (IMO 9806938): ","Singapore","Bulk Dry","2020-09-25 02:27","","Very serious marine casualty","1° 52.00' N 89° 07.00' E","Indian Ocean","","1","Singapore"
"C0013501","1","CARMELO A (IMO 9054389)","CARMELO A (IMO 9054389): ","Argentina","Fish Catching","2020-09-23 22:15","","Very serious marine casualty","40° 12.00' S 60° 39.00' W","Mar Argentino, Zona Económica Exclusiva. Proximidades “El Rincón”","Open sea","2","Argentina; Argentina"
"C0013205","2","ICE ROSE (IMO 8311106), RFS KAZANETS 311","ICE ROSE (IMO 8311106): , RFS KAZANETS 311: ","Marshall Islands, Russian Federation","Refrigerated Cargo, Other Activities","2020-09-23 09:46","Collision - with other ship","Marine casualty","55° 30.17' N 12° 41.03' E","Baltic Sea - Baltic Sea","Coastal waters","1","Denmark"
"C1000402","2","MIN DONG YU 64952, ZHONG CHANG XIN SHENG (IMO 9603087)","MIN DONG YU 64952: , ZHONG CHANG XIN SHENG (IMO 9603087): Y","China, China","Fish Catching, Bulk Dry","2020-09-23 02:41","Collision - with other ship","Very serious marine casualty","26° 23.79' N 117° 47.40' E","20 nautical miles southeast of Dongshan Island, Fujian Province","Coastal waters","1","China"
"C0013521","1","CSC RUI HAI (IMO 9602851)","CSC RUI HAI (IMO 9602851): ","Hong Kong, China","General Cargo","2020-09-21 02:18","","Very serious marine casualty","","Changshu, China","Port","1","Hong Kong, China"
"C0013878","1","NOU CALPE QUATRE","NOU CALPE QUATRE: ","Spain","Fish Catching","2020-09-20 13:24","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Marine casualty","37° 34.79' N 0° 40.50' W","Mediterranean Region - Alboran Sea","Coastal waters","1","Spain"
"C0013303","1","YSALINE (IMO 9823364)","YSALINE (IMO 9823364): ","Malta","Ro-Ro Cargo","2020-09-20 13:00","Occupational accident - slipping, stumbling, falling of person to a
lower level","Marine casualty","51° 20.65' N 3° 13.15' E","North Atlantic Ocean - North Atlantic Ocean","Port","1","Malta"
"C0013302","1","GOLD DREDGER (IMO 8959271)","GOLD DREDGER (IMO 8959271): ","Malta","Other Activities","2020-09-17 12:03","Ship/equipment damage - ship/equipment damage","Marine casualty","35° 52.99' N 14° 30.26' E","Mediterranean Region - Mediterranean Region","Port","1","Malta"
"C0013127","1","RIO DE LA PLATA (IMO 9357951)","RIO DE LA PLATA (IMO 9357951): ","Singapore","Container","2020-09-16 10:30","","Marine casualty","","Port of Timaru","At berth","1","New Zealand"
"C0013769","1","VOLCAN DE TENO (IMO 9221346)","VOLCAN DE TENO (IMO 9221346): ","Spain","Passenger/Ro-Ro Cargo","2020-09-14 15:10","Fire/explosion - fire","Marine casualty","35° 58.20' N 5° 19.09' W","","Coastal waters","1","Spain"
"C0013034","1","BALTIC JASMINE (IMO 9181156)","BALTIC JASMINE (IMO 9181156): ","Cyprus","Refrigerated Cargo","2020-09-14 03:55","","Very serious marine casualty","3° 10.06' S 80° 04.17' W","INGRESO A PUERTO BOLIVAR ECUADOR","","2","Cyprus; Cyprus"
"C0013805","1","MSC MIA (IMO 9839466)","MSC MIA (IMO 9839466): ","Panama","Container","2020-09-13 09:35","","Marine casualty","39° 26.70' N 0° 19.20' W","PORT OF VALENCIA","","1","Panama"
"C0013782","1","CHANG SHUN I (IMO 8976841)","CHANG SHUN I (IMO 8976841): ","Panama","Refrigerated Cargo","2020-09-12 02:27","","Very serious marine casualty","34° 43.47' N 129° 26.62' E","NORTH EAST COAST OF TSUSHIMA ISLAND, JAPAN","Inland waters","1","Panama"
"C0013019","1","CHANG SHUN I (IMO 8976841)","CHANG SHUN I (IMO 8976841): ","Panama","Refrigerated Cargo","2020-09-12 02:27","","Very serious marine casualty","","Mitsushima Island, North end of Tsushima City, Nagasaki Prefecture, Japan","Inland waters","1","Japan"
"C0013546","1","RESPONDER (IMO 9215206)","RESPONDER (IMO 9215206): ","Republic of Korea","Other Activities","2020-09-11 03:35","","Very serious marine casualty","34° 06.40' N 128° 31.79' E","Jawasari Island in Tongyeong City, Republic of korea","","1","Republic of Korea"
"C0013298","1","RIMONA (IMO 9468750)","RIMONA (IMO 9468750): ","Malta","Bulk Dry","2020-09-09 21:20","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Very serious marine casualty","38° 45.85' N 26° 54.91' E","","Port","1","Malta"
"C0013018","1","TALIA H (IMO 9359947)","TALIA H (IMO 9359947): ","Barbados","General Cargo","2020-09-07 11:20","","Marine casualty","","Chittagong. India","","1","Barbados"
"C0013149","1","SAGAFJORD (IMO 7943079)","SAGAFJORD (IMO 7943079): ","Denmark","Passenger","2020-09-05 14:00","Grounding - while under power","Marine casualty","55° 40.26' N 12° 04.25' E","","Port","1","Denmark"
"C0013328","1","CHERNOMORETS-34 (IMO 8228581)","CHERNOMORETS-34 (IMO 8228581): ","Russian Federation","Non-ship structures","2020-09-03 22:20","","Very serious marine casualty","42° 52.06' N 131° 23.34' E","port area","","1","Russian Federation"
"C0013122","1","WAVERLEY (IMO 5386954)","WAVERLEY (IMO 5386954): ","United Kingdom","Passenger","2020-09-03 16:28","","Marine casualty","55° 34.68' N 5° 08.22' W","on arrival at Brodick, Isle of Arran","","0",""
"C0013010","1","NEW DIAMOND (IMO 9191424)","NEW DIAMOND (IMO 9191424): ","Panama","Other Activities","2020-09-03 00:00","","Very serious marine casualty","","40 nm off the coast of eastern Sri Lanka ","","1","Panama"
"C0013515","1","TOKYO SPIRIT (IMO 9669627)","TOKYO SPIRIT (IMO 9669627): ","Hong Kong, China","Bulk Dry","2020-09-02 11:45","","Marine incident","41° 36.59' N 175° 33.90' W","at sea","Open sea","1","Hong Kong, China"
"C0013008","1","GULF LIVESTOCK 1 (IMO 9262883)","GULF LIVESTOCK 1 (IMO 9262883): ","Panama","Other Activities","2020-09-02 01:45","","Very serious marine casualty","","East China Sea  off the coast of southwest Japan","","1","Panama"
"C0013433","2","L'AMI CONSTANT (IMO 7110660), SIR GAETAN (IMO 9065340)","L'AMI CONSTANT (IMO 7110660): , SIR GAETAN (IMO 9065340): ","Mauritius, Mauritius",", Towing / Pushing","2020-08-31 02:47","","Very serious marine casualty","20° 03.00' S 57° 44.00' E","Indian Ocean, 2.5 miles NE of Pointe Des Lascars, Mauritius","","0",""
"C0013046","2","SBI PERSEUS (IMO 9712151), 闽晋渔05119","SBI PERSEUS (IMO 9712151): , 闽晋渔05119: ","Liberia, Unknown","Bulk Dry, ","2020-08-30 03:50","","Very serious marine casualty","25° 24.60' N 120° 41.30' E","Taiwan Strait","Open sea","2","China; Liberia"
"C0013296","1","ELSE (IMO 9006320)","ELSE (IMO 9006320): ","Panama","General Cargo","2020-08-29 05:10","Contact - with fixed object","Marine casualty","54° 21.93' N 10° 08.70' E","","Strait/channel","1","Germany"
"C0013654","1","RUBINA (IMO 9725512)","RUBINA (IMO 9725512): ","Portugal","Bulk Dry","2020-08-27 21:54","Grounding - while drifting","Marine casualty","53° 21.69' N 8° 30.20' E","","Strait/channel","1","Germany"
"C0013007","1","NOR NAOMI (IMO 9689251)","NOR NAOMI (IMO 9689251): ","Marshall Islands","Offshore Supply","2020-08-27 18:37","","Very serious marine casualty","32° 49.00' N 35° 00.00' E","HAIFA PORT AREA","Port","2","Israel; Marshall Islands"
"C1000423","1","LIBERTY HARVEST (IMO 9526291)","LIBERTY HARVEST (IMO 9526291): Y","Panama","General Cargo","2020-08-27 16:40","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","0° 00.00' N 0° 00.00' E","port Antwerp","At berth","1","Panama"
"C0013200","1","MESSILA (IMO 9294953)","MESSILA (IMO 9294953): ","Panama","General Cargo","2020-08-27 05:44","","Marine casualty","36° 26.13' N 27° 23.97' E","Rocky area coast of “Gaidaros”, Tilos Island / Greece,","","1","Panama"
"C0013226","1","TIGRIS (IMO 9443841)","TIGRIS (IMO 9443841): ","Marshall Islands","Chemical Tanker","2020-08-26 07:00","","Very serious marine casualty","53° 34.24' N 5° 24.20' E","North Sea","Open sea","1","Marshall Islands"
"C0013121","1","Seadogz","Seadogz: ","United Kingdom","Other Activities","2020-08-22 09:30","","Very serious marine casualty","50° 52.00' N 1° 23.00' W","Solent, England","","1","United Kingdom"
"C0013006","1","Waymon L Boyd","Waymon L Boyd: ","United States","Dredging","2020-08-21 08:00","","Very serious marine casualty","","Corpus Christi Ship Channel, Texas","","0",""
"C0013508","1","KING LOONG (IMO 9304124)","KING LOONG (IMO 9304124): ","Hong Kong, China","Bulk Dry","2020-08-20 19:48","","Very serious marine casualty","","Malacca Strait","Open sea","1","Hong Kong, China"
"C1000560","1","EPOCH WIND (IMO 9695705)","EPOCH WIND (IMO 9695705): Y","Panama","General Cargo","2020-08-19 18:00","Occupational accident - Others","Marine casualty","14° 06.21' N 109° 03.68' E","","Port","1","Panama"
"C0013120","1","Diamond Emblem","Diamond Emblem: ","United Kingdom","Other Activities","2020-08-19 12:20","","Very serious marine casualty","52° 36.89' N 1° 43.37' E","River Bure, Great Yarmouth","","0",""
"C0013530","1","SHANDONG HAI YAO (IMO 9591533)","SHANDONG HAI YAO (IMO 9591533): ","Hong Kong, China","Bulk Dry","2020-08-19 09:40","","Very serious marine casualty","","Port Dickson, Malaysia","Port","1","Hong Kong, China"
"C0013599","1","Nova Estrelinha","Nova Estrelinha: ","Portugal","Fish Catching","2020-08-19 04:30","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","41° 09.42' N 8° 42.23' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","2","Portugal; Portugal"
"C0013429","1","FANEROMENI (IMO 9343857)","FANEROMENI (IMO 9343857): ","Greece","Bulk Dry","2020-08-19 00:00","","Very serious marine casualty","","OF SOCOTRA, YEMEN ","","0",""
"C0013295","1","X-PRESS MONTE BIANCO (IMO 9276341)","X-PRESS MONTE BIANCO (IMO 9276341): ","Malta","Container","2020-08-18 04:12","Fire/explosion - fire","Marine casualty","40° 31.59' N 1° 19.99' E","Mediterranean Region - Balearic Sea","Open sea","1","Malta"
"C0013119","1","Diamond D (SN100)","Diamond D (SN100): ","United Kingdom","Fish Catching","2020-08-16 13:06","","Very serious marine casualty","55° 15.00' N 0° 58.00' W","20nm north-east of North Shields","","1","United Kingdom"
"C0013500","1","STRATEGIC EQUITY (IMO 9689902)","STRATEGIC EQUITY (IMO 9689902): ","Singapore","Bulk Dry","2020-08-13 21:12","","Very serious marine casualty","32° 58.90' S 67° 37.02' W"," Servicios Portuarios S.A, Km 414,8 right margin Paraná River","Port","2","Argentina; Argentina"
"C0013198","1","LOVELAND ISLAND (IMO 9573957)","LOVELAND ISLAND (IMO 9573957): ","Panama","Bulk Dry","2020-08-13 20:05","","Marine casualty","20° 04.90' N 38° 50.80' E","Port Sudan","Port approach","1","Panama"
"C0013684","1","BERLIN (IMO 9587855)","BERLIN (IMO 9587855): ","Germany","Passenger/Ro-Ro Cargo","2020-08-13 14:46","Fire/explosion - fire","Marine casualty","54° 14.19' N 12° 03.70' E","","Coastal waters","1","Germany"
"C0013559","1","MARHVIN","MARHVIN: ","Spain","Fish Catching","2020-08-09 23:15","Flooding/foundering - flooding","Very serious marine casualty","44° 18.96' N 2° 57.00' W","","Open sea","2","Spain; Spain"
"C0013118","1","Rib Tickler","Rib Tickler: ","United Kingdom","Other Activities","2020-08-08 18:33","","Very serious marine casualty","53° 13.42' N 4° 09.60' W","near Menai Bridge, Wales","","1","United Kingdom"
"C0013171","1","DELTA ONE","DELTA ONE: ","Sweden","Other Activities","2020-08-07 13:00","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","60° 39.44' N 17° 28.30' E","Baltic Sea - Baltic Sea","Archipelagos","1","Sweden"
"C0013688","1","PEARL ISLAND (IMO 9801720)","PEARL ISLAND (IMO 9801720): ","Hong Kong, China","Bulk Dry","2020-08-06 11:29","Contact - with fixed object","Marine casualty","55° 41.79' N 21° 07.79' E","","Port","1","Lithuania"
"C0013186","1","MORITZ SCHULTE (IMO 9220794)","MORITZ SCHULTE (IMO 9220794): ","Isle of Man (United Kingdom)","Liquefied Gas","2020-08-04 09:30","","Very serious marine casualty","51° 16.77' N 4° 20.74' E","Antwerp","At berth","1","United Kingdom"
"C0013428","1","ORIENT QUEEN (IMO 8701193)","ORIENT QUEEN (IMO 8701193): ","Bahamas","Passenger","2020-08-04 00:00","","Marine casualty","","Beirut, Lebanon","","1","Bahamas"
"C0013852","2","ACEROMAR (IMO 9552082), HEIN SENIOR (IMO 9092642)","ACEROMAR (IMO 9552082): , HEIN SENIOR (IMO 9092642): ","Luxembourg, Belgium","General Cargo, Fish Catching","2020-08-03 04:02","Collision - with other ship","Marine casualty","53° 45.80' N 6° 04.79' E","North Atlantic Ocean - North Sea","Open sea","1","Belgium"
"C0013439","1","RAJA 4 (IMO 7812517)","RAJA 4 (IMO 7812517): ","Thailand","Passenger/Ro-Ro Cargo","2020-08-01 22:30","","Marine incident","9° 25.00' N 99° 51.00' E","Gulf of Thailand, 4.4 miles SW of Ko Samui, Thailand","","0",""
"C0013190","1","NAVIG8 AXINITE (IMO 9719771)","NAVIG8 AXINITE (IMO 9719771): ","Marshall Islands","Chemical Tanker","2020-07-29 18:17","","Very serious marine casualty","49° 18.79' N 4° 41.01' W","English Channel","Open sea","1","Marshall Islands"
"C0013967","1","EBBA MAERSK (IMO 9321524)","EBBA MAERSK (IMO 9321524): ","Denmark","Container","2020-07-29 07:07","Fire/explosion - fire","Marine casualty","53° 59.29' N 8° 09.59' E","","Open sea","1","Germany"
"C0013525","1","PACIFIC MARS (IMO 9714642)","PACIFIC MARS (IMO 9714642): ","Hong Kong, China","Liquefied Gas","2020-07-27 09:00","","Very serious marine casualty","7° 59.90' N 82° 33.29' E","at sea","Open sea","1","Hong Kong, China"
"C0013056","1","Helvetia (IMO 8128858)","Helvetia (IMO 8128858): ","Zanzibar (United Republic of Tanzania)","General Cargo","2020-07-26 00:00","","Very serious marine casualty","","koko port, Delta state, Nigeria","","0",""
"C1000072","1","WAKASHIO (IMO 9337119)","WAKASHIO (IMO 9337119): Y","Panama","Bulk Dry","2020-07-25 19:25","Grounding - while under power","Very serious marine casualty","20° 26.50' N 57° 44.70' E","Shallows off the southeast coast of the island of Mauritius, Republic of Mauritius","Coastal waters","2","Japan; Panama"
"C0012997","1","Wakashio","Wakashio: ","Panama","Bulk Dry","2020-07-25 00:00","","Very serious marine casualty","","Off Mauritius","","1","Panama"
"C0013133","1","May C","May C: ","United Kingdom","Fish Catching","2020-07-24 12:30","","Very serious marine casualty","57° 22.50' N 7° 15.10' E","Loch Carnan","","1","United Kingdom"
"C1000411","1","GFS PERFECT (IMO 9308039)","GFS PERFECT (IMO 9308039): Y","Singapore","Container","2020-07-24 05:30","Others - Others","Marine casualty","16° 57.90' N 56° 18.70' E","ARABIAN SEA","Open sea","1","Panama"
"C0013250","1","MYANMA GONE YI","MYANMA GONE YI: ","Myanmar","General Cargo","2020-07-19 21:15","","Very serious marine casualty","16° 07.00' N 97° 02.00' E","Southern part of Sittaung River entrance, Myanmar Coastal area","Open sea","0",""
"C0013913","1","JOHN B (IMO 8993928)","JOHN B (IMO 8993928): ","Ireland","Fish Catching","2020-07-17 08:30","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","53° 27.85' N 5° 40.86' W","North Atlantic Ocean - Irish Sea","Open sea","1","Ireland"
"C0013643","1","NAVIGATOR OF THE SEAS (IMO 9227508)","NAVIGATOR OF THE SEAS (IMO 9227508): ","Bahamas","Passenger","2020-07-14 10:43","","Very serious marine casualty","","CocoCay, The Bahamas","Anchorage","1","Bahamas"
"C0013761","1","NORDLAND (IMO 9281786)","NORDLAND (IMO 9281786): ","Latvia","General Cargo","2020-07-14 09:00","","Very serious marine casualty","","Antwerp, Belgium","","0",""
"C0013436","1","PHUONG DONG 59 (IMO 8664852)","PHUONG DONG 59 (IMO 8664852): ","Viet Nam","General Cargo","2020-07-13 17:20","","Very serious marine casualty","20° 38.00' N 107° 05.00' E","Gulf of Tongkin, 2 miles of Dao Long Chau, Vietnam","","0",""
"C0013644","2","ALANIS (IMO 9468085), FLORENCE SPIRIT (IMO 9314600)","ALANIS (IMO 9468085): , FLORENCE SPIRIT (IMO 9314600): ","Antigua and Barbuda, Canada","General Cargo, Bulk Dry","2020-07-11 16:15","","Marine casualty","42° 58.72' N 79° 13.25' W","Welland Canal","Canal","1","Canada"
"C0013802","1","ASPHALT (IMO 9120891)","ASPHALT (IMO 9120891): ","Panama","Oil Tanker","2020-07-08 10:12","","Very serious marine casualty","16° 30.88' N 70° 49.70' E","Arabian Sea","","1","Panama"
"C0013324","1","ATLANT 2","ATLANT 2: ","Russian Federation","Fish Catching","2020-07-07 12:48","","Very serious marine casualty","42° 55.00' N 131° 55.00' E","coastal waters","","1","Russian Federation"
"C0013239","1","TREVOMAR","TREVOMAR: ","Portugal","Fish Catching","2020-07-07 06:20","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","37° 53.58' N 8° 49.75' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C0013259","1","LEDRA (IMO 9591181)","LEDRA (IMO 9591181): ","Cyprus","Bulk Dry","2020-07-06 23:59","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","3° 16.99' N 105° 25.39' E","","Open sea","1","Cyprus"
"C0013005","2","MATRIX PRIDE (IMO 9228796), MATRIX TRIUMPH (IMO 9251286)","MATRIX PRIDE (IMO 9228796): , MATRIX TRIUMPH (IMO 9251286): ","Nigeria, Nigeria","Oil Tanker, ","2020-07-06 15:45","","Very serious marine casualty","5° 24.04' N 5° 04.44' E","ESCRAVOUS OFFSHORE","","1","Nigeria"
"C1000287","1","MATRIX PRIDE (IMO 9228796)","MATRIX PRIDE (IMO 9228796): Y","Nigeria","Oil Tanker","2020-07-06 15:45","Occupational accident - Others","Very serious marine casualty","5° 24.04' N 5° 04.44' E","ESCRAVOS OFFSHORE","Coastal waters","1","Nigeria"
"C0012992","1","FUNING (IMO 9690913)","FUNING (IMO 9690913): ","Singapore","Bulk Dry","2020-07-06 01:00","","Marine casualty","37° 37.00' S 176° 09.00' E","Tauranga","","1","New Zealand"
"C1000198","1","STAR 5 (IMO 9150377)","STAR 5 (IMO 9150377): ","Iran (Islamic Republic of)","Oil Tanker","2020-07-05 00:00","Collision - own ship not under way","Marine incident","25° 23.47' N 56° 32.40' E","","Unknown","0",""
"C0013342","1","SEEWIND 1 (IMO 9227936)","SEEWIND 1 (IMO 9227936): ","Germany","Passenger","2020-07-03 21:55","Contact - with floating object","Marine casualty","53° 51.08' N 7° 50.08' E","","Coastal waters","1","Germany"
"C0013804","1","SN QUEEN (IMO 9197179)","SN QUEEN (IMO 9197179): ","Panama","General Cargo","2020-07-02 02:45","","Very serious marine casualty","6° 08.00' S 106° 54.00' E","INDONESIA","","1","Panama"
"C0013326","1","PONGOMA","PONGOMA: ","Russian Federation","Fish Catching","2020-07-02 00:51","","Very serious marine casualty","59° 55.40' N 25° 31.29' E","open sea","Open sea","1","Russian Federation"
"C0013195","1","(Unknown) (IMO 8712166)","(Unknown) (IMO 8712166): ","Malta","Oil Tanker","2020-07-01 21:30","Grounding - while under power","Marine casualty","67° 29.14' N 12° 04.01' E","","Archipelagos","2","Germany; Malta"
"C0013344","1","DANMARK (IMO 5086279)","DANMARK (IMO 5086279): ","Denmark","Other Offshore","2020-06-30 09:50","Occupational accident - electrical problems, explosion, fire","Marine casualty","54° 20.00' N 11° 05.29' E","","Open sea","1","Germany"
"C0013261","1","IOLCOS UNITY (IMO 9313058)","IOLCOS UNITY (IMO 9313058): ","Malta","Bulk Dry","2020-06-28 03:30","Occupational accident - electrical problems, explosion, fire","Very serious marine casualty","12° 47.24' S 38° 28.76' W","","Port","1","Malta"
"C0013533","1","VIENNA WOOD N (IMO 9593713)","VIENNA WOOD N (IMO 9593713): ","Hong Kong, China","Bulk Dry","2020-06-27 20:20","","Very serious marine casualty","13° 12.00' N 120° 19.00' E","Mindoro Strait, 13 miles SW of Mamburao, Philippines","","1","Philippines"
"C0013103","1","HOEGH MANILA (IMO 9368912)","HOEGH MANILA (IMO 9368912): ","NIS (Norway)","Ro-Ro Cargo","2020-06-27 07:30","","Marine incident","","KINGSTON HARBOUR","","0",""
"C1000409","1","SHUN FU WANG (IMO 9244788)","SHUN FU WANG (IMO 9244788): Y","Panama","Bulk Dry","2020-06-25 11:00","Others - Others","Very serious marine casualty","29° 49.50' N 90° 00.10' W","BELLE CHASSE ANCHORAGE","Anchorage","1","Panama"
"C0013117","1","ARROW (IMO 9119414)","ARROW (IMO 9119414): ","Isle of Man (United Kingdom)","Ro-Ro Cargo","2020-06-25 07:11","","Marine casualty","57° 08.56' N 2° 04.46' W","entering Aberdeen Harbour","","1","United Kingdom"
"C0013126","2","NCC HIJAZ (IMO 9299886), RADHWA 19 (IMO 9247223)","NCC HIJAZ (IMO 9299886): , RADHWA 19 (IMO 9247223): ","Saudi Arabia, Saudi Arabia",", Towing / Pushing","2020-06-25 01:24","","Marine casualty","","king fahad industrial port yanbu","","1","Saudi Arabia"
"C0013526","1","VICTORIA HARBOUR (IMO 9589229)","VICTORIA HARBOUR (IMO 9589229): ","Hong Kong, China","Bulk Dry","2020-06-16 08:10","","Very serious marine casualty","","at the outside port limits anchorage of Kwangyang, South Korea","Anchorage","1","Hong Kong, China"
"C0013189","1","SUN MASTER (IMO 9460681)","SUN MASTER (IMO 9460681): ","Marshall Islands","Bulk Dry","2020-06-15 09:45","","Very serious marine casualty","22° 24.50' N 119° 20.60' E","South China Sea","Open sea","1","Marshall Islands"
"C0013541","1","BREAKTHROUGH (IMO 9095723)","BREAKTHROUGH (IMO 9095723): ","Nigeria","Non-ship structures","2020-06-15 00:00","","Very serious marine casualty","6° 23.00' N 3° 23.00' E","Tarkwa Bay Beach, Lagos","","0",""
"C1000351","1","SUSAN VI","SUSAN VI: N","Peru","Fish Catching","2020-06-14 16:20","Collision - with other ship","Very serious marine casualty","7° 55.00' S 79° 24.00' W","SALAVERRY","Coastal waters","1","Peru"
"C0013197","2","CAPE AMANDA (IMO 9552410), Luwei Jing Yu 60208","CAPE AMANDA (IMO 9552410): , Luwei Jing Yu 60208: ","Panama, Unknown","Bulk Dry, ","2020-06-12 14:25","","Marine casualty","33° 04.30' N 123° 32.80' E","Yellow Sea ","Open sea","1","Panama"
"C0013861","1","SOETKIN (IMO 9222065)","SOETKIN (IMO 9222065): ","Belgium","Fish Catching","2020-06-11 09:08","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Marine casualty","45° 42.75' N 2° 49.92' W","North Atlantic Ocean - Bay of Biscay","Coastal waters","1","Belgium"
"C0013260","1","ALULA (IMO 9525883)","ALULA (IMO 9525883): ","Malta","Container","2020-06-10 14:30","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","35° 51.00' N 120° 58.00' E","","Coastal waters","1","Malta"
"C0013144","1","SFERA (IMO 9304576)","SFERA (IMO 9304576): ","Marshall Islands","Bulk Dry","2020-06-10 14:25","","Very serious marine casualty","11° 47.40' N 129° 22.90' E","North Pacific Ocean","Open sea","1","Marshall Islands"
"C0013166","1","WALTZ (IMO 9402665)","WALTZ (IMO 9402665): ","Panama","Oil Tanker","2020-06-07 13:40","","Marine casualty","22° 06.00' N 96° 17.00' W","Golfo de México","","2","Mexico; Mexico"
"C0013004","1","G DONA I (IMO 8619285)","G DONA I (IMO 8619285): ","Togo","Chemical Tanker","2020-06-06 10:45","","Marine casualty","","Togo","","1","Togo"
"C0012973","1","NODUS (IMO 9497464)","NODUS (IMO 9497464): ","Liberia","General Cargo","2020-06-05 22:20","","Very serious marine casualty","37° 52.10' N 23° 30.40' E","Piraeus, Greece","Anchorage","1","Liberia"
"C0013245","1","KARLSO (IMO 8705890)","KARLSO (IMO 8705890): ","Sweden","Fish Catching","2020-06-05 01:00","Grounding - while under power","Marine casualty","57° 41.71' N 11° 36.37' E","","Archipelagos","1","Sweden"
"C0013540","1","BEHBAHAN (IMO 7648966)","BEHBAHAN (IMO 7648966): ","Iran (Islamic Republic of)","General Cargo","2020-06-04 00:00","","Very serious marine casualty","29° 43.00' N 48° 37.00' E","Khawr Abd Allah channel 13 miles SE of Ra's Al Bisha, Al-Faw","","1","Iran (Islamic Republic of)"
"C0013143","1","RS200 SUSANNE N","RS200 SUSANNE N: ","Denmark","Fish Catching","2020-06-03 16:49","Flooding/foundering - foundering","Very serious marine casualty","56° 31.21' N 7° 59.09' E","North Atlantic Ocean - Skagerrak","Open sea","1","Denmark"
"C0013116","1","Globetrotter","Globetrotter: ","United Kingdom","Other Activities","2020-05-31 06:46","","Very serious marine casualty","53° 56.00' N 3° 04.00' W","near Fleetwood, England ","","1","United Kingdom"
"C0013164","1","CAPE KEYSTONE (IMO 9463334)","CAPE KEYSTONE (IMO 9463334): ","Panama","Bulk Dry","2020-05-30 03:40","","Very serious marine casualty","8° 27.80' S 115° 52.10' E","LOMBOK STRAIT, INDONESIA","","1","Panama"
"C0012962","1","Anxhelo","Anxhelo: ","Albania","Fish Catching","2020-05-29 13:00","","Very serious marine casualty","41° 21.00' N 19° 18.00' E"," Adriattic  Sea","","1","Albania"
"C0013490","1","CASTILLO DE VALVERDE (IMO 9300374)","CASTILLO DE VALVERDE (IMO 9300374): ","Bahamas","Bulk Dry","2020-05-28 15:40","","Very serious marine casualty","34° 37.59' S 25° 42.50' E","30NM south of Port Elizabeth (South Africa)","","2","Bahamas; Bahamas"
"C0013115","1","Norma G","Norma G: ","United Kingdom","Other Activities","2020-05-25 11:45","","Very serious marine casualty","50° 33.00' N 4° 56.00' W","Camel Estuary, Cornwall ","","1","United Kingdom"
"C0013689","1","APL England (IMO 9218650)","APL England (IMO 9218650): ","Singapore","Container","2020-05-24 06:10","","Marine incident","34° 21.96' S 151° 54.77' E","South-east coast of New South Wales, Australia","Open sea","1","Australia"
"C1000154","1","DCI DREDGE XX (IMO 9612404)","DCI DREDGE XX (IMO 9612404): ","India","Dredging","2020-05-21 12:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","20° 14.60' N 86° 44.79' E","","Port approach","1","India"
"C0013365","1","RIMINI (IMO 9421635)","RIMINI (IMO 9421635): ","Netherlands (Kingdom of)","General Cargo","2020-05-17 21:54","Loss of control - loss of propulsion power","Marine casualty","53° 53.55' N 9° 08.87' E","North Atlantic Ocean - North Sea","River","2","Germany; Germany"
"C0013240","1","APL CALIFORNIA (IMO 9350044)","APL CALIFORNIA (IMO 9350044): ","Malta","Container","2020-05-14 21:17","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","29° 57.00' N 121° 52.69' E","","Port","1","Malta"
"C0013238","1","Med Tuncer (IMO 9830599)","Med Tuncer (IMO 9830599): ","Malta","Chemical Tanker","2020-05-14 08:30","Fire/explosion - fire","Marine casualty","51° 18.92' N 4° 18.77' E","","Port","1","Malta"
