Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports,Year
C0013224,2,"OLYMPIA (IMO 9765574), TB 96666 TS","OLYMPIA (IMO 9765574): , TB 96666 TS: ","Marshall Islands, Viet Nam","Container, Fish Catching",2021-03-09 09:15:00,,Very serious marine casualty,13° 08.39' N 110° 48.60' E,South China Sea,Open sea,1,Marshall Islands,2021
C0013610,2,"ATLE, FINLANDIA SEAWAYS (IMO 9198721)","ATLE: , FINLANDIA SEAWAYS (IMO 9198721): ","Sweden, Denmark","Towing / Pushing, Ro-Ro Cargo",2021-03-08 08:11:00,Collision - with other ship,Marine casualty,56° 09.16' N 14° 49.46' E,,Port,2,Sweden; Sweden,2021
C0013488,1,BARRAMUNDI (IMO 9813113),BARRAMUNDI (IMO 9813113): ,Marshall Islands,Bulk Dry / Oil,2021-03-07 11:30:00,,Very serious marine casualty,22° 26.29' N 119° 00.87' E,South China Sea,Open sea,1,Marshall Islands,2021
C1000252,1,SIR DAVID ATTENBOROUGH (IMO 9798222),SIR DAVID ATTENBOROUGH (IMO 9798222): ,Falkland Islands (Malvinas)‡,Research,2021-03-04 11:56:00,Ship/equipment damage - ship/equipment damage,Marine incident,56° 20.00' N 5° 53.00' W,"Scotland, United Kingdom",Anchorage,0,,2021
C0013484,1,CAPTAIN V. MADIAS (IMO 9617351),CAPTAIN V. MADIAS (IMO 9617351): ,Malta,Bulk Dry,2021-03-02 11:55:00,Grounding - while under power,Marine casualty,1° 12.70' S 127° 49.21' E,,Archipelagos,2,Malta; Malta,2021
C0013553,1,VESTA,VESTA: ,Sweden,Other Activities,2021-03-01 09:55:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Very serious marine casualty,57° 41.46' N 11° 47.78' E,,Port,2,Sweden; Sweden,2021
C0013180,1,YM INCREMENT (IMO 9319143),YM INCREMENT (IMO 9319143): ,Liberia,Container,2021-02-28 15:31:00,,Very serious marine casualty,2° 41.10' N 101° 23.20' E,"Out side Port Klang, Malaysia",Coastal waters,0,,2021
C0013626,1,CREST RADIANT 1 (IMO 9499979),CREST RADIANT 1 (IMO 9499979): ,Singapore,Offshore Supply,2021-02-26 01:30:00,,Very serious marine casualty,25° 09.80' N 54° 16.10' E,OFF ABU NUAYR ISLAND,Open sea,1,United Arab Emirates,2021
C0013973,1,KNOKKE (IMO 9687497),KNOKKE (IMO 9687497): ,Belgium,Liquefied Gas,2021-02-23 18:00:00,"Occupational accident - overflow, overturn, leak, flow,
vaporization, emission of material agent",Marine casualty,54° 23.88' N 18° 41.60' E,,Port,2,Belgium; Belgium,2021
C0013518,1,CSSC CAPE TOWN (IMO 9853888),CSSC CAPE TOWN (IMO 9853888): ,"Hong Kong, China",Bulk Dry,2021-02-19 21:10:00,,Marine incident,,Gibraltar,Anchorage,1,"Hong Kong, China",2021
C0013682,1,APRIL (IMO 9013024),APRIL (IMO 9013024): ,Panama,General Cargo,2021-02-19 00:00:00,,Very serious marine casualty,45° 30.00' N 36° 35.00' E,"The Sea of Azov 12 Miles NW of Kavkaz, The Russian Federation",,0,,2021
C1000431,1,EVER LOTUS (IMO 9604122),EVER LOTUS (IMO 9604122): Y,Panama,Container,2021-02-18 22:40:00,Others - Others,Very serious marine casualty,12° 57.84' S 125° 06.23' W,INTERNATIONAL WATERS - OPEN SEA,Open sea,1,Panama,2021
C0013247,1,UK DIVERSITY (IMO 7359125),UK DIVERSITY (IMO 7359125): ,Palau,General Cargo,2021-02-18 06:15:00,,Very serious marine casualty,,out of Benghazi port,,0,,2021
C0013185,1,COPIOUS (IMO 9395757),COPIOUS (IMO 9395757): ,United Kingdom,Fish Catching,2021-02-18 03:19:00,,Very serious marine casualty,59° 37.70' N 0° 34.30' W,Lerwick,,1,United Kingdom,2021
C0013257,1,MARGRETHE FIGHTER (IMO 8705620),MARGRETHE FIGHTER (IMO 8705620): ,Denmark,Dredging,2021-02-17 13:34:00,Capsize/listing - capsize,Very serious marine casualty,55° 21.91' N 13° 09.11' E,,Port,2,Denmark; Denmark,2021
C0013577,1,VENUS (IMO 9661455),VENUS (IMO 9661455): ,Singapore,Oil Tanker,2021-02-16 22:46:00,,Very serious marine casualty,1° 16.70' N 103° 55.59' E,The Port of Singapore,Anchorage,1,Singapore,2021
C1000487,1,TIMCA (IMO 9307358),TIMCA (IMO 9307358): Y,Netherlands (Kingdom of),Ro-Ro Cargo,2021-02-16 05:20:00,Grounding - while under power,Marine casualty,61° 07.00' N 21° 09.00' E,Gulf of Bothnia,Archipelagos,1,Finland,2021
C0013412,1,Anna Mamm Mari,Anna Mamm Mari: ,France,Fish Catching,2021-02-15 16:26:00,"Occupational accident - slipping, stumbling, falling of person
overboard",Marine casualty,46° 07.20' N 2° 05.00' W,,Open sea,2,France; France,2021
C0013183,1,GREATSHIP ROHINI (IMO 9522532),GREATSHIP ROHINI (IMO 9522532): ,India,Offshore Supply,2021-02-13 09:15:00,,Very serious marine casualty,19° 33.00' N 71° 21.00' E,"Arabian Sea, 100 miles NW of Mumbai, India",,0,,2021
C0013228,1,DERBY (IMO 9464780),DERBY (IMO 9464780): ,Marshall Islands,Bulk Dry,2021-02-13 09:10:00,,Very serious marine casualty,0° 51.90' S 76° 02.50' E,Indian Ocean,Open sea,1,Marshall Islands,2021
C1000156,1,GREATSHIP ROHINI (IMO 9522532),GREATSHIP ROHINI (IMO 9522532): ,India,Offshore Supply,2021-02-13 09:00:00,Fire/explosion - fire,Very serious marine casualty,19° 25.00' N 71° 17.00' E,Mumbai High,Port approach,1,India,2021
C0013158,1,PRINCE 4 (IMO 8512865),PRINCE 4 (IMO 8512865): ,Comoros,Bulk Dry,2021-02-12 17:55:00,,Marine casualty,46° 34.59' N 31° 21.60' E,"Black sea, 1,5 nm from the entrance of Buzko-Dniprovsko-Lymanskyi Channel",,0,,2021
C0013848,2,"CALYPSO. GR (IMO 9785134), SOETKIN (IMO 9222065)","CALYPSO. GR (IMO 9785134): , SOETKIN (IMO 9222065): ","Marshall Islands, Belgium","Bulk Dry, Fish Catching",2021-02-12 03:52:00,Collision - with other ship,Marine casualty,50° 27.44' N 0° 29.71' W,North Atlantic Ocean - North Sea,Open sea,1,Belgium,2021
C0013333,1,GALLIPOLI SEAWAYS (IMO 9215476),GALLIPOLI SEAWAYS (IMO 9215476): ,Türkiye,Ro-Ro Cargo,2021-02-11 13:11:00,,Marine casualty,39° 43.50' N 25° 46.70' E,Southwest of Bozcaada-Çanakkale/Turkey,Open sea,1,Türkiye,2021
C0013808,1,BALTIC K (IMO 9514121),BALTIC K (IMO 9514121): ,Panama,Other Bulk Dry,2021-02-09 11:12:00,,Very serious marine casualty,7° 28.79' N 108° 33.50' E,About 150 miles off the Southeast of Vietnam,,1,Panama,2021
C0013244,1,ENEOVAI (IMO 9506667),ENEOVAI (IMO 9506667): ,Nigeria,Towing / Pushing,2021-02-08 18:00:00,,Very serious marine casualty,3° 27.80' N 5° 27.80' E,Agbami Offshore,,1,Nigeria,2021
C0013862,1,ATLANTIC PROJECT II (IMO 9235983),ATLANTIC PROJECT II (IMO 9235983): ,Malta,General Cargo,2021-02-08 08:00:00,"Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)",Very serious marine casualty,51° 16.90' N 4° 22.87' E,North Atlantic Ocean - North Sea,Port,1,Belgium,2021
C1000271,1,ENEOVAI (IMO 9506667),ENEOVAI (IMO 9506667): Y,Nigeria,Towing / Pushing,2021-02-08 02:20:00,Unknown - Unknown,Very serious marine casualty,3° 27.79' N 5° 27.00' E,AGBAMI OIL FIELD OFFSHORE,Coastal waters,1,Nigeria,2021
C0013225,1,SANTA CLARA (IMO 9444716),SANTA CLARA (IMO 9444716): ,Denmark,Container,2021-02-07 03:39:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Very serious marine casualty,53° 39.82' N 8° 23.02' E,,Strait/channel,2,Denmark; Denmark,2021
C0013184,1,CORNISHMAN (IMO 7102558),CORNISHMAN (IMO 7102558): ,United Kingdom,Fish Catching,2021-02-06 06:36:00,,Very serious marine casualty,49° 13.80' N 6° 55.50' W,English Channel ,,0,,2021
C0013882,1,MARLIONA (IMO 9321342),MARLIONA (IMO 9321342): ,Ireland,Fish Catching,2021-02-03 14:05:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Marine casualty,55° 12.10' N 6° 59.06' W,,Unknown,2,Ireland; Ireland,2021
C1000253,1,ANNIE E (IMO 9827190),ANNIE E (IMO 9827190): Y,United Kingdom,Other Activities,2021-02-03 09:37:00,"Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal",Very serious marine casualty,56° 50.63' N 6° 12.68' W,Sound of Eigg,Coastal waters,0,,2021
C0013592,1,VALARIS DS-4 (IMO 9459943),VALARIS DS-4 (IMO 9459943): ,Marshall Islands,Other Offshore,2021-02-02 19:15:00,,Marine incident,55° 46.20' N 4° 52.40' W,"Hunterston, Scotland",,1,Marshall Islands,2021
C1000272,2,"TEAM BELEUZI (IMO 9729453), TOPAZ ENERGY (IMO 9678771)","TEAM BELEUZI (IMO 9729453): Y, TOPAZ ENERGY (IMO 9678771): ","Marshall Islands, Singapore","Offshore Supply, Offshore Supply",2021-01-31 23:56:00,"Occupational accident - slipping, stumbling, falling of person
overboard",Very serious marine casualty,4° 40.56' N 7° 09.51' E,ONNE OFFSHORE,Coastal waters,1,Nigeria,2021
C0013173,2,"TEAM BELEUZI (IMO 9729453), TOPAZ ENERGY (IMO 9678771)","TEAM BELEUZI (IMO 9729453): , TOPAZ ENERGY (IMO 9678771): ","Nigeria, Nigeria",", Offshore Supply",2021-01-31 23:55:00,,Very serious marine casualty,4° 40.00' N 7° 09.00' E,ONNE OFFSHORE,,1,Nigeria,2021
C0013330,1,FPSO CIDADE DE MANGARATIBA - MV 24,FPSO CIDADE DE MANGARATIBA - MV 24: ,Bahamas,Other Offshore,2021-01-31 15:45:00,,Marine incident,25° 12.00' S 45° 52.00' W,Santos Basin.,,1,Brazil,2021
C0013566,1,QING PING SHAN (IMO 9741504),QING PING SHAN (IMO 9741504): ,"Hong Kong, China",Bulk Dry,2021-01-30 15:00:00,,Very serious marine casualty,,Astoria anchorage,,1,"Hong Kong, China",2021
C0013419,1,GIULIA I (IMO 9638135),GIULIA I (IMO 9638135): ,Malta,Bulk Dry,2021-01-30 11:20:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Very serious marine casualty,40° 00.00' N 59° 29.00' W,,Open sea,1,Malta,2021
C1000254,1,Nicola Faith,Nicola Faith: ,United Kingdom,Fish Catching,2021-01-28 10:08:00,Capsize/listing - capsize,Very serious marine casualty,53° 21.78' N 3° 40.95' W,Colwyn Bay,Coastal waters,0,,2021
C1000255,1,Nicola Faith,Nicola Faith: ,United Kingdom,Fish Catching,2021-01-28 10:08:00,Capsize/listing - capsize,Very serious marine casualty,53° 21.78' N 3° 40.95' W,Colwyn Bay,Coastal waters,0,,2021
C0013505,1,GOLFO AZUL,GOLFO AZUL: ,Argentina,Fish Catching,2021-01-27 00:30:00,,Very serious marine casualty,40° 55.70' S 64° 51.90' W,"Mar Argentino, Golfo San Matías, Provincia de Río Negro",Coastal waters,2,Argentina; Argentina,2021
C0013857,1,UILENSPIEGEL (IMO 9247467),UILENSPIEGEL (IMO 9247467): ,Belgium,Dredging,2021-01-26 15:15:00,Fire/explosion - fire,Marine casualty,38° 28.82' N 8° 47.67' W,,Unknown,1,Belgium,2021
C0013784,1,WEST NEPTUNE (IMO 9655028),WEST NEPTUNE (IMO 9655028): ,Panama,Other Offshore,2021-01-24 13:30:00,,Marine casualty,28° 14.56' N 88° 49.61' E,50 NM Southeast of SW Pass Mississippi River,Open sea,1,Panama,2021
C0013612,1,NANINA (IMO 8656544),NANINA (IMO 8656544): ,Argentina,Other Fishing,2021-01-24 09:55:00,,Marine casualty,44° 50.00' S 61° 24.00' W,Zona Económica Exclusiva a 186 millas náuticas de Bahía Camarones. Argentina,Open sea,1,Argentina,2021
C0013263,1,NORDIC HAMBURG (IMO 9514755),NORDIC HAMBURG (IMO 9514755): ,Cyprus,Container,2021-01-22 15:55:00,"Occupational accident - slipping, stumbling, falling of person
overboard",Very serious marine casualty,58° 24.89' N 20° 43.39' E,,Open sea,3,Cyprus; Cyprus; Cyprus,2021
C0013182,1,CARMEN I (IMO 6612269),CARMEN I (IMO 6612269): ,Bolivia (Plurinational State of),General Cargo,2021-01-21 09:00:00,,Very serious marine casualty,,"70 Miles NW of Cartagena, Colombia",,0,,2021
C0013492,1,QUEBEC (IMO 9044425),QUEBEC (IMO 9044425): ,Panama,Bulk Dry,2021-01-20 09:00:00,,Marine casualty,10° 45.25' S 165° 49.29' E,Solomon Islands,Anchorage,1,Solomon Islands,2021
C0013548,1,TRINITY BAY (IMO 9149990),TRINITY BAY (IMO 9149990): ,Australia,General Cargo,2021-01-19 08:10:00,,Marine casualty,10° 47.97' S 142° 42.13' E,"Harrington Shoal, Great Barrier Reef",,0,,2021
C0013509,1,BAO RUN (IMO 9698599),BAO RUN (IMO 9698599): ,"Hong Kong, China",Bulk Dry,2021-01-18 15:30:00,,Very serious marine casualty,17° 29.29' N 58° 07.00' E,at sea,Open sea,1,"Hong Kong, China",2021
C0013142,1,ARVIN (IMO 8874316),ARVIN (IMO 8874316): ,Palau,General Cargo,2021-01-17 12:30:00,,Very serious marine casualty,,Bartin Road - Anchorage,,1,Palau,2021
C0013783,1,NAVIOS SOL (IMO 9545170),NAVIOS SOL (IMO 9545170): ,Panama,Bulk Dry,2021-01-16 10:48:00,,Marine casualty,36° 28.00' N 22° 40.40' E,AT SEA / MEDITERRANNEAN SEA,Open sea,1,Panama,2021
C0013482,1,MAERSK ESSEN (IMO 9456783),MAERSK ESSEN (IMO 9456783): ,Denmark,Container,2021-01-16 08:10:00,Loss of control - loss of containment,Marine casualty,28° 20.10' N 154° 00.00' W,North Pacific Ocean - North Pacific Ocean W,Open sea,2,Denmark; Denmark,2021
C0013517,1,OCEAN GOLD (IMO 9336751),OCEAN GOLD (IMO 9336751): ,"Hong Kong, China",General Cargo,2021-01-15 15:15:00,,Very serious marine casualty,,"Kwangyang, South Korea",At berth,1,"Hong Kong, China",2021
C0013140,1,KAREDIG,KAREDIG: ,France,Other Activities,2021-01-15 07:02:00,,Marine incident,21° 35.99' N 37° 06.35' E,port sudan  north coust,,0,,2021
C0013487,1,BREIZ,BREIZ: ,France,Fish Catching,2021-01-14 23:35:00,Capsize/listing - capsize,Very serious marine casualty,49° 21.32' N 0° 18.51' W,North Atlantic Ocean - English Channel,Coastal waters,2,France; France,2021
C0013175,1,CHIPOL TAIAN (IMO 9509621),CHIPOL TAIAN (IMO 9509621): ,Liberia,General Cargo,2021-01-12 08:50:00,,Very serious marine casualty,8° 16.00' N 108° 53.00' E,At Sea,Open sea,1,Liberia,2021
C0013361,1,FABIO DUO' (IMO 9627174),FABIO DUO' (IMO 9627174): ,Malta,Other Activities,2021-01-11 15:40:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Marine casualty,44° 19.83' N 9° 13.14' E,Mediterranean Region - Ligurian Sea,Port,2,Malta; Malta,2021
C0013413,1,OHIO,OHIO: ,Malta,Other Activities,2021-01-09 22:33:00,Contact - with floating object,Marine casualty,36° 00.13' N 14° 26.17' E,Mediterranean Region - Mediterranean Region,Coastal waters,2,Malta; Malta,2021
C1000130,1,HAFNIA AQUAMARINE (IMO 9711573),HAFNIA AQUAMARINE (IMO 9711573): Y,Singapore,Chemical Tanker,2021-01-09 13:43:00,Contact - with fixed object,Marine incident,17° 59.09' N 76° 50.00' W,,At berth,0,,2021
C0013885,1,BENTAGO EXPRESS (IMO 9213337),BENTAGO EXPRESS (IMO 9213337): ,Spain,Passenger/Ro-Ro Cargo,2021-01-07 21:32:00,Grounding - while under power,Marine casualty,28° 05.87' N 15° 42.59' W,North Atlantic Ocean - Canarias Sea,Port,1,Spain,2021
C0013584,1,Samaritana,Samaritana: ,Portugal,Fish Catching,2021-01-06 03:10:00,Flooding/foundering - flooding,Very serious marine casualty,41° 34.51' N 9° 10.75' W,North Atlantic Ocean - North Atlantic Ocean,Coastal waters,2,Portugal; Portugal,2021
C1000341,1,AQUAGEMINI (IMO 9757010),AQUAGEMINI (IMO 9757010): Y,Liberia,Other Dry Cargo,2021-01-04 02:59:00,Collision - with other ship,Marine casualty,7° 48.00' S 79° 42.00' W,SALAVERRY,Coastal waters,1,Peru,2021
C1000298,1,CANUWA,CANUWA: ,Mexico,Yacht,2020-12-31 16:40:00,Flooding/foundering - foundering,Very serious marine casualty,20° 30.70' N 105° 23.20' W,Playa de quimixto,Port approach,1,Mexico,2020
C0013314,1,ONEGA (IMO 7825590),ONEGA (IMO 7825590): ,Russian Federation,Fish Catching,2020-12-28 04:12:00,,Very serious marine casualty,72° 05.00' N 50° 33.00' E,Sea Barents fishing grounds,,2,Russian Federation; Russian Federation,2020
C0013431,1,KHARAZM (IMO 9442897),KHARAZM (IMO 9442897): ,Iran (Islamic Republic of),Ro-Ro Cargo,2020-12-26 18:30:00,,Very serious marine casualty,26° 39.00' N 56° 46.00' E,"Strait of Hormuz, 18 miles SW of Kuhestak, Iran",Open sea,1,Iran (Islamic Republic of),2020
C0013341,1,MAERSK ELBA (IMO 9458078),MAERSK ELBA (IMO 9458078): ,Denmark,Container,2020-12-26 02:18:00,Ship/equipment damage - ship/equipment damage,Marine casualty,36° 45.63' N 8° 47.57' W,Mediterranean Region - Strait of Gibraltar,Open sea,2,Denmark; Denmark,2020
C0013264,1,PADEREWSKI (IMO 9731389),PADEREWSKI (IMO 9731389): ,Cyprus,General Cargo,2020-12-21 15:50:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Very serious marine casualty,39° 15.61' N 76° 28.99' W,,Port,2,Cyprus; Cyprus,2020
C0013227,1,CHEM SINYOO (IMO 9248461),CHEM SINYOO (IMO 9248461): ,Marshall Islands,Chemical Tanker,2020-12-21 09:00:00,,Very serious marine casualty,9° 45.00' N 110° 37.00' E,South China Sea,Open sea,1,Marshall Islands,2020
C0013567,1,DANUM 175 (IMO 9248930),DANUM 175 (IMO 9248930): ,Malaysia,Container,2020-12-21 03:07:00,,Very serious marine casualty,1° 17.29' N 103° 45.70' E,Pasir Panjang Terminal 1,,2,Malaysia; Singapore,2020
C1000348,1,JEHOVA JIREH,JEHOVA JIREH: N,Peru,Fish Catching,2020-12-20 09:24:00,Collision - with other ship,Very serious marine casualty,8° 18.00' S 79° 09.00' W,SALAVERRY,Coastal waters,1,Peru,2020
C0013220,1,KOTA BAHAGIA (IMO 9593672),KOTA BAHAGIA (IMO 9593672): ,Singapore,Other Dry Cargo,2020-12-18 11:00:00,,Marine casualty,39° 28.80' S 176° 55.20' E,Napier,,1,New Zealand,2020
C0013427,1,XIN HONG (IMO 9205524),XIN HONG (IMO 9205524): ,Panama,General Cargo,2020-12-17 00:00:00,,Very serious marine casualty,10° 27.00' N 108° 57.00' E,"3 MILES S OF DAO PHU QUY, BINH THUAN, VIETNAM",,1,Panama,2020
C1000256,1,GALWAD Y MOR,GALWAD Y MOR: ,United Kingdom,Other Fishing,2020-12-15 11:22:00,Fire/explosion - explosion,Very serious marine casualty,53° 18.53' N 1° 15.46' E,,Open sea,1,United Kingdom,2020
C0013210,1,MARE (IMO 8411671),MARE (IMO 8411671): ,Vanuatu,General Cargo,2020-12-14 22:08:00,,Very serious marine casualty,43° 12.00' N 27° 52.00' E,Black Sea/Varna Lake,Inland waters,1,Bulgaria,2020
C0013134,1,FPMC B 102 (IMO 9481635),FPMC B 102 (IMO 9481635): ,Liberia,Bulk Dry,2020-12-14 11:10:00,,Very serious marine casualty,8° 17.10' N 132° 12.10' E,At sea,Open sea,1,Liberia,2020
C0013440,2,"OCEANA, XIN QI SHENG 69 (IMO 9872250)","OCEANA: , XIN QI SHENG 69 (IMO 9872250): ","Unknown, China",", Container",2020-12-13 23:35:00,,Very serious marine casualty,31° 07.00' N 122° 15.00' E,"Beicao Fairway, 8 miles SW of Jigujiao, Shanghai, China",,1,China,2020
C0013513,1,LUZON STRAIT (IMO 9317793),LUZON STRAIT (IMO 9317793): ,"Hong Kong, China",Bulk Dry,2020-12-11 14:32:00,,Very serious marine casualty,,"at Bunbury anchorage, Australia",Anchorage,2,"Hong Kong, China; Hong Kong, China",2020
C0013100,1,PRIDE OF KENT (IMO 9015266),PRIDE OF KENT (IMO 9015266): ,United Kingdom,Passenger/Ro-Ro Cargo,2020-12-11 12:42:00,,Marine casualty,50° 46.16' N 1° 51.73' E,Port,Port,1,United Kingdom,2020
C0013270,1,UK-171 Spes Salutis (IMO 8432479),UK-171 Spes Salutis (IMO 8432479): ,Netherlands (Kingdom of),Fish Catching,2020-12-09 09:45:00,Capsize/listing - capsize,Very serious marine casualty,53° 39.99' N 6° 21.00' E,,Open sea,2,Netherlands (Kingdom of); Netherlands (Kingdom of),2020
C0013177,1,MARQUESSA (IMO 9308819),MARQUESSA (IMO 9308819): ,Liberia,Oil Tanker,2020-12-08 09:20:00,,Marine casualty,22° 00.00' N 121° 53.40' E,At sea,Open sea,1,Liberia,2020
C0013820,1,TOORAN (IMO 8654338),TOORAN (IMO 8654338): ,Iran (Islamic Republic of),General Cargo,2020-12-06 15:15:00,,Very serious marine casualty,29° 50.00' N 48° 26.00' E,Khawr Abd Allah Channel- Persian Gulf,Anchorage,1,Iran (Islamic Republic of),2020
C0013572,1,NEW EXCELLENCE (IMO 9502594),NEW EXCELLENCE (IMO 9502594): ,Liberia,Bulk Dry,2020-12-04 04:15:00,,Very serious marine casualty,,Visakhapatnam,,1,Liberia,2020
C0013836,1,SAGAMI (IMO 9379911),SAGAMI (IMO 9379911): ,Panama,Chemical Tanker,2020-12-02 19:08:00,,Very serious marine casualty,29° 16.10' N 93° 39.68' W,"Sabine Pilot Station, USA",,1,Panama,2020
C0013564,1,BLUE BOSPORUS (IMO 9370185),BLUE BOSPORUS (IMO 9370185): ,Panama,Bulk Dry,2020-12-01 13:16:00,,Very serious marine casualty,49° 17.50' N 123° 11.18' W,Kitsilano Point,Anchorage,1,Canada,2020
C0013595,1,ROMAIN LUCA,ROMAIN LUCA: ,France,Fish Catching,2020-11-29 23:04:00,Capsize/listing - capsize,Very serious marine casualty,43° 06.80' N 3° 26.30' E,Mediterranean Region - Mediterranean Region,Coastal waters,2,France; France,2020
C0013332,1,AL MURAYKH (IMO 9708863),AL MURAYKH (IMO 9708863): ,Malta,Container,2020-11-26 09:33:00,Loss of control - loss of directional control,Marine casualty,30° 30.80' N 32° 20.11' E,,Strait/channel,2,Malta; Malta,2020
C0013430,1,LADY ATHENA (IMO 8672366),LADY ATHENA (IMO 8672366): ,Philippines,Ro-Ro Cargo,2020-11-25 15:30:00,,Very serious marine casualty,10° 32.00' N 120° 05.00' E,Sulu Sea off Cambari Island,,1,Philippines,2020
C0013343,1,NORTHSEA RATIONAL (IMO 9334296),NORTHSEA RATIONAL (IMO 9334296): ,Malta,Chemical Tanker,2020-11-25 10:22:00,Contact - with fixed object,Marine casualty,53° 32.61' N 9° 54.99' E,,Port,2,Germany; Germany,2020
C1000121,1,ONSAN CHEMI (IMO 9244386),ONSAN CHEMI (IMO 9244386): ,Republic of Korea,Chemical Tanker,2020-11-23 10:00:00,Others - Others,Very serious marine casualty,16° 58.00' N 119° 42.59' E,,Unknown,1,Republic of Korea,2020
C1000319,1,TINA I (IMO 9267156),TINA I (IMO 9267156): Y,Cyprus,Container,2020-11-22 23:38:00,Grounding - while under power,Marine casualty,1° 11.21' N 103° 52.81' E,Singapore Strait,Strait/channel,1,Indonesia,2020
C0013511,1,CSSC HE MEI (IMO 9830070),CSSC HE MEI (IMO 9830070): ,"Hong Kong, China",Bulk Dry,2020-11-21 09:15:00,,Very serious marine casualty,25° 15.50' N 120° 41.90' E,At Sea,,1,"Hong Kong, China",2020
C0013318,1,MINERVA VERA (IMO 9411941),MINERVA VERA (IMO 9411941): ,Malta,Oil Tanker,2020-11-21 08:49:00,Fire/explosion - fire,Very serious marine casualty,25° 55.38' N 51° 36.64' E,,Port,2,Malta; Malta,2020
C0013125,1,Joanna C (BM265),Joanna C (BM265): ,United Kingdom,Fish Catching,2020-11-21 06:01:00,,Very serious marine casualty,50° 43.60' N 0° 09.10' E,south of Newhaven ,,1,United Kingdom,2020
C0013588,1,INO,INO: ,France,Fish Catching,2020-11-20 12:30:00,Capsize/listing - capsize,Very serious marine casualty,44° 36.69' N 1° 15.13' W,,Coastal waters,2,France; France,2020
C0013435,1,CARMEN (IMO 8502949),CARMEN (IMO 8502949): ,Brazil,Offshore Supply,2020-11-20 04:55:00,,Marine casualty,22° 07.00' S 40° 00.00' W,"South Atlantic Ocean, 67 miles E of Farol de Sao Thome, Brazail",,0,,2020
C0013148,1,DIANE (IMO 9492086),DIANE (IMO 9492086): ,Bahamas,Bulk Dry,2020-11-17 08:45:00,,Very serious marine casualty,,king abdulaziz port ,,1,Saudi Arabia,2020
C1000779,2,"Cape Kallia (IMO 9447160), Kerinci Indah 02","Cape Kallia (IMO 9447160): Y, Kerinci Indah 02: ","Cyprus, Indonesia","Bulk Dry, Fish Catching",2020-11-17 03:33:00,Capsize/listing - capsize,Very serious marine casualty,9° 28.92' S 115° 51.06' E,Eastern Indian Ocean,Strait/channel,1,Indonesia,2020
C0013806,1,CARNIVAL HORIZON (IMO 9767091),CARNIVAL HORIZON (IMO 9767091): ,Panama,Passenger,2020-11-15 05:50:00,,Very serious marine casualty,24° 01.38' N 80° 55.59' W,Caribbean Sea ,,1,Panama,2020
C0013656,1,WINNING PROGRESS (IMO 9576296),WINNING PROGRESS (IMO 9576296): ,Singapore,Bulk Dry,2020-11-12 23:39:00,,Very serious marine casualty,30° 38.40' N 123° 03.00' E,East China sea,,1,China,2020
C0013194,1,HOUSTON (IMO 9539602),HOUSTON (IMO 9539602): ,Marshall Islands,Bulk Dry,2020-11-11 13:05:00,,Very serious marine casualty,45° 42.60' N 25° 57.50' W,North Atlantic Ocean,Open sea,1,Marshall Islands,2020
C1000239,2,"EPHESOS (IMO 9607423), POLATBEY 1","EPHESOS (IMO 9607423): Y, POLATBEY 1: N","Greece, Türkiye","Oil Tanker, Fish Catching",2020-11-11 05:46:00,Collision - with other ship,Very serious marine casualty,36° 19.00' N 35° 13.00' E,15 nm Off Shore Mersin / Türkiye,Open sea,2,Greece; Türkiye,2020
C0013124,2,"Achieve (HL 257), TALIS (IMO 9015424)","Achieve (HL 257): , TALIS (IMO 9015424): ","United Kingdom, Panama","Fish Catching, General Cargo",2020-11-08 15:45:00,,Very serious marine casualty,55° 02.00' N 1° 20.54' W,off South Shields,,1,United Kingdom,2020
C1000347,1,PACIFIC GRACE (IMO 9154828),PACIFIC GRACE (IMO 9154828): Y,Panama,Container,2020-11-06 22:12:00,Collision - with other ship,Marine casualty,20° 14.10' N 110° 31.70' E,"QIONGZHOU Strait, China",Strait/channel,1,Panama,2020
C0013724,1,STAVANGER BLISS (IMO 9364239),STAVANGER BLISS (IMO 9364239): ,Norway,Oil Tanker,2020-11-05 11:20:00,Occupational accident - Others,Very serious marine casualty,34° 10.99' N 128° 21.00' E,,Open sea,1,Norway,2020
C0013432,1,SOUTHWESTER (IMO 9126728),SOUTHWESTER (IMO 9126728): ,Vanuatu,General Cargo,2020-11-05 00:30:00,,Very serious marine casualty,40° 18.03' N 9° 27.00' W,"North Atlantic Ocean, 33 miles NW off Figueira Da Foz, Portugal",,0,,2020
