fclNpdidFacility,fclNpdidCurrentOperator,fclNpdidCurrentRespCompany,fclFixedOrMoveable,fclName,fclKind,fclPhase,fclFunctions,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclUtmHemisphere,fclUtmZone,fclNsUtm,fclEwUtm,fclRkb,fclWaterDepth,fclStartupDate,fclDesignLifetime,fclStatus,fclSurface,fclBelongsToName,fclBelongsToS,fclBelongsToKind,fclCurrentOperatorName,fclCurrentRespCompanyName,fclNationCode2,fclNationName,fclBelongsToFactPageUrl,fclFactPageUrl,fclFactMapUrl,fclSlotCapacityGross,fclSlotCapacityNet,fclDateUpdated,fclFormalName1Quadrant,fclFormalName2Block,fclPointGeometryWKT
459350,50000032,,FIXED,FENJA GAS INJ/LIFT PLEM,SUBSEA STRUCTURE,INSTALLATION,PIPELINE END MANIFOLD,,,,,N,,,,E,,,,,0,325,2021-10-01 00:00:00,25,,N,FENJA,31164879,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164879,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=459350,,0,0,2024-06-12 00:00:00,6407,12,POINT EMPTY
459507,50000032,,FIXED,FENJA PRODUCTION PLET,SUBSEA STRUCTURE,INSTALLATION,PIPELINE END MANIFOLD,,,,,N,,,,E,,,,,0,325,2021-10-01 00:00:00,25,,N,FENJA,31164879,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164879,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=459507,,0,0,2024-11-05 00:00:00,6406,12,POINT EMPTY
459650,50000032,,FIXED,FENJA WATER INJ RISER BASE,SUBSEA STRUCTURE,INSTALLATION,RISER BASE,,,,,N,,,,E,,,,,0,325,2021-10-01 00:00:00,25,,N,FENJA,31164879,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164879,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=459650,,0,0,2024-06-12 00:00:00,6206,12,POINT EMPTY
459964,32011216,,FIXED,JOHAN CASTBERG UMBILICAL BASE,SUBSEA STRUCTURE,INSTALLATION,RISER BASE - UMBILICAL SUPPORT,ED50,72,29,2.4,N,20,14,13.55,E,1,34,8043302.93,474371.03,0,360,2022-01-01 00:00:00,30,,N,JOHAN CASTBERG,32017325,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=32017325,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=459964,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=459964,,,2024-01-02 00:00:00,7220,7,POINT (20.2370972 72.484)
460727,2410696,,FIXED,EKOFISK VC,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,56,31,20.22,N,3,14,41.17,E,1,31,6264376.98,515059.95,0,72,2018-12-01 00:00:00,25,,N,EKOFISK,43506,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=460727,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=460727,4,4,2024-01-02 00:00:00,2,4,POINT (3.2447694 56.5222833)
460838,,,FIXED,VESTPROSESS,ONSHORE FACILITY,IN SERVICE,,ED50,60,48,35.25,N,5,2,12.32,E,1,31,6743480.49,610811.04,0,0,,0,,Y,,,INGEN REGISTERING,,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=460838,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=460838,,,2024-01-02 00:00:00,,,POINT (5.0367556 60.8097917)
460976,,,MOVEABLE,MV GARGANO,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,,GB,United Kingdom,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=460976,,,,2024-02-29 00:00:00,,,POINT EMPTY
461030,,,MOVEABLE,MV OCEAN VANTAGE,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,,PA,Panama,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=461030,,,,2024-02-29 00:00:00,,,POINT EMPTY
461086,32011216,,FIXED,LAVRANS,MULTI WELL TEMPLATE,ABANDONED IN PLACE,DRILLING TEMPLATE,ED50,64,50,54.58,N,6,33,33.65,E,1,32,7193980.86,384271.96,0,270,,20,,N,KRISTIN,1854729,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=461086,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=461086,,,2024-01-02 00:00:00,6406,2,POINT (6.5593472 64.8484944)
461170,,2786215,MOVEABLE,FUGRO SCOUT,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Fugro Survey AS,PA,Panama,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=461170,,,,2024-02-29 00:00:00,,,POINT EMPTY
506143,35318843,,FIXED,NOVA X,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,16,34.68,N,3,39,56.24,E,1,31,6793907,535688.97,0,368,2022-08-01 00:00:00,25,,N,NOVA,33197696,FIELD,Wintershall Dea Norge AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=33197696,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=506143,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=506143,4,4,2024-01-02 00:00:00,35,9,POINT (3.6656222 61.2763)
506250,35318843,,FIXED,NOVA W,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,61,17,7.1,N,3,39,57.69,E,1,31,6794910.34,535700.34,0,369,2022-08-01 00:00:00,25,,N,NOVA,33197696,FIELD,Wintershall Dea Norge AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=33197696,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=506250,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=506250,4,4,2024-01-02 00:00:00,35,9,POINT (3.666025 61.2853056)
506928,28544099,,FIXED,25/1-S SKOGUL,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,59,47,38.66,N,2,10,57.21,E,1,31,6628915.32,454120.37,0,110,2020-03-01 00:00:00,20,,N,SKOGUL,31164600,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164600,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=506928,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=506928,2,2,2024-01-02 00:00:00,25,1,POINT (2.1825583 59.7940722)
507128,,2398064,MOVEABLE,DEEPSEA NORDKAPP,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Odfjell Drilling AS,BM,Bermuda,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=507128,,,,2024-02-29 00:00:00,,,POINT EMPTY
507332,28544099,,FIXED,SKOGUL PLEM,SUBSEA STRUCTURE,IN SERVICE,PIPELINE END MANIFOLD,ED50,59,39,26.21,N,2,16,43.17,E,1,31,6613619.04,459348.31,0,120,2020-03-01 00:00:00,20,,N,SKOGUL,31164600,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164600,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=507332,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=507332,,,2024-01-02 00:00:00,25,1,POINT (2.2786583 59.6572806)
705700,,33310436,MOVEABLE,TRANSOCEAN NORGE,SEMISUB STEEL,LAID UP,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Transocean Services AS,SG,Singapore,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=705700,,,,2024-02-29 00:00:00,,,POINT EMPTY
706302,,37710489,MOVEABLE,WEST MIRA,SEMISUB STEEL,LAID UP,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC CANCELLED,Y,,,,,Seadrill Europe Management AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=706302,,,,2024-02-29 00:00:00,,,POINT EMPTY
706601,,50000019,MOVEABLE,AKOFS SEAFARER,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Akofs Offshore Operations AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=706601,,,,2024-02-29 00:00:00,,,POINT EMPTY
707616,,2398064,MOVEABLE,DEEPSEA YANTAI,SEMISUB STEEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Odfjell Drilling AS,BS,Bahamas,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=707616,,,,2024-02-29 00:00:00,,,POINT EMPTY
707913,,5091194,MOVEABLE,EDDA FREYA,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Østensjø Rederi I AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=707913,,,,2024-02-29 00:00:00,,,POINT EMPTY
708225,32011216,,FIXED,ASKELADD SØR (L),MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,71,20,27.42,N,20,23,23.79,E,1,34,7915747.35,478215.04,0,340,2022-12-12 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=708225,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=708225,4,4,2024-01-02 00:00:00,7120,8,POINT (20.3899417 71.34095)
708522,32011216,,FIXED,ASKELADD NORD (J),MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,71,24,0.39,N,20,24,40.68,E,1,34,7922338.02,479041.96,0,340,2022-12-12 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=708522,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=708522,4,4,2024-01-02 00:00:00,7120,8,POINT (20.4113 71.4001083)
709498,,37710489,MOVEABLE,WEST BOLLSTA,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Seadrill Europe Management AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=709498,,,,2024-02-29 00:00:00,,,POINT EMPTY
709792,32011216,,FIXED,TROLL W1,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,60,47,12.47,N,3,32,12.75,E,1,31,6739319.07,529232.99,0,327,2021-08-27 00:00:00,40,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=709792,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=709792,4,4,2024-01-02 00:00:00,31,2,POINT (3.536875 60.7867972)
710086,32011216,,FIXED,TROLL W2,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,60,50,19.94,N,3,30,54.57,E,1,31,6745109.91,528005,0,335,2021-08-27 00:00:00,40,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=710086,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=710086,4,4,2024-01-02 00:00:00,31,2,POINT (3.5151583 60.8388722)
710400,28544099,,FIXED,FROSK TEST PRODUCER,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,59,20,29.01,N,1,49,55.32,E,1,31,6578802.11,433561.94,0,120,2019-08-26 00:00:00,20,,N,BØYLA,22492497,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=22492497,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=710400,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=710400,1,1,2024-01-02 00:00:00,24,9,POINT (1.8320333 59.3413917)
710870,50000032,,FIXED,DUVA K,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER - OIL PRODUCER,ED50,61,24,0.82,N,4,4,2.7,E,1,31,6807996.37,557005.4,0,359,2021-08-23 00:00:00,20,,N,DUVA,34833026,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833026,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=710870,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=710870,4,4,2024-06-12 00:00:00,36,7,POINT (4.0674167 61.4002278)
711468,,,MOVEABLE,NORMAND VISION,VESSEL,IN SERVICE,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=711468,,,,2024-02-29 00:00:00,,,POINT EMPTY
711776,,2449930,MOVEABLE,NORMAND JARSTEIN,VESSEL,IN SERVICE,ACCOMMODATION,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Solstad Shipping AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=711776,,,,2024-02-29 00:00:00,,,POINT EMPTY
712365,,32017311,FIXED,KALUNDBORG,LANDFALL,IN SERVICE,,ED50,55,39,50.43,N,11,5,43.22,E,1,32,6170811.72,631808.97,0,0,,0,,Y,,,INGEN REGISTERING,,Equinor ASA,DK,Denmark,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=712365,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=712365,,,2024-01-02 00:00:00,,,POINT (11.0953389 55.6640083)
713532,28544099,,FIXED,6507/3-G-1H ÆRFUGL,SINGLE WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,65,55,4.14,N,7,43,15.5,E,1,32,7311528.17,441762.81,0,368,2021-11-03 00:00:00,25,,N,ÆRFUGL NORD,38542241,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=38542241,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=713532,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=713532,1,1,2024-01-02 00:00:00,6507,3,POINT (7.7209722 65.9178167)
713830,28544099,,FIXED,6507/3-H-1H ÆRFUGL,SINGLE WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,65,50,29,N,7,41,33.62,E,1,32,7303037.08,440296.98,0,356,2021-11-03 00:00:00,25,,N,SKARV,4704482,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4704482,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=713830,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=713830,1,1,2024-01-02 00:00:00,6507,3,POINT (7.6926722 65.8413889)
714131,2410696,,FIXED,TOR 2/4 YA,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER - OIL PRODUCER,ED50,56,38,20.95,N,3,17,57.93,E,1,31,6277399.24,518365.99,0,67,2020-12-03 00:00:00,25,,N,TOR,43520,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43520,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=714131,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=714131,4,4,2024-01-02 00:00:00,2,4,POINT (3.299425 56.6391528)
714429,2410696,,FIXED,TOR 2/4 YB,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER - OIL PRODUCER,ED50,56,38,26.81,N,3,18,27.19,E,1,31,6277582.63,518863.71,0,68,2020-12-03 00:00:00,25,,N,TOR,43520,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43520,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=714429,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=714429,4,4,2024-01-02 00:00:00,2,4,POINT (3.3075528 56.6407806)
715043,28544099,,FIXED,16/4 SOLVEIG BA,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,58,41,11.8,N,2,12,15.3,E,1,31,6505579.85,453865.98,0,100,2021-09-30 00:00:00,25,,N,SOLVEIG,34833011,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715043,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715043,1,1,2024-01-02 00:00:00,16,4,POINT (2.20425 58.6866111)
715341,28544099,,FIXED,16/4 SOLVEIG BB,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,58,41,3.29,N,2,11,58.17,E,1,31,6505319.93,453586.98,0,100,2021-09-30 00:00:00,25,,N,SOLVEIG,34833011,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715341,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715341,1,1,2024-01-02 00:00:00,16,4,POINT (2.1994917 58.6842472)
715639,28544099,,FIXED,16/4 SOLVEIG BC,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,58,40,39.36,N,2,12,2.76,E,1,31,6504578.92,453652.08,0,100,2021-09-30 00:00:00,25,,N,SOLVEIG,34833011,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715639,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715639,1,1,2024-01-02 00:00:00,16,4,POINT (2.2007667 58.6776)
715937,28544099,,FIXED,16/4 SOLVEIG BD,SINGLE WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,58,40,52.4,N,2,11,48.8,E,1,31,6504984.92,453432.04,0,100,2021-09-30 00:00:00,25,,N,SOLVEIG,34833011,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=715937,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=715937,1,1,2024-01-02 00:00:00,16,4,POINT (2.1968889 58.6812222)
716235,28544099,,FIXED,16/4 SOLVEIG BE,SINGLE WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,58,40,39.41,N,2,12,10.08,E,1,31,6504579.06,453770.01,0,100,2021-09-30 00:00:00,25,,N,SOLVEIG,34833011,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=716235,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=716235,1,1,2024-01-02 00:00:00,16,4,POINT (2.2028 58.6776139)
717185,28544099,,FIXED,16/1-CA TROLDHAUGEN,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,58,48,51.49,N,2,16,14.2,E,1,31,6519754.16,457867.95,0,106,2021-06-30 00:00:00,25,,N,,,FIELD,Aker BP ASA,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=717185,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=717185,1,1,2024-01-02 00:00:00,16,1,POINT (2.2706111 58.8143028)
717659,50000032,,FIXED,GJØA G,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER - OIL PRODUCER,ED50,61,24,18.41,N,3,59,57.78,E,1,31,6808483.08,553363.95,0,363,2021-02-22 00:00:00,20,,N,GJØA,4467574,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467574,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=717659,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=717659,4,4,2024-06-12 00:00:00,35,9,POINT (3.9993833 61.4051139)
718140,27052812,,FIXED,YME BETA NORD,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER - OIL PRODUCER - WATER INJECTION,ED50,57,45,23.86,N,4,22,9.66,E,1,31,6402583.98,581490.32,0,79,2022-12-01 00:00:00,0,,N,YME,43807,FIELD,Repsol Norge AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43807,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=718140,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=718140,4,4,2024-01-02 00:00:00,9,2,POINT (4.36935 57.7566278)
718441,50000032,,FIXED,25/11 BALDER B,MULTI WELL TEMPLATE,INSTALLATION,GAS PRODUCER - OIL PRODUCER,ED50,59,10,36.59,N,2,22,39.56,E,1,31,6560059.99,464426.93,0,125,,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=718441,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=718441,,,2024-01-02 00:00:00,25,11,POINT (2.3776556 59.1768306)
718740,50000032,,FIXED,25/11 BALDER DT,MULTI WELL TEMPLATE,INSTALLATION,GAS PRODUCER - OIL PRODUCER,ED50,59,11,59.52,N,2,24,47,E,1,31,6562606.86,466472.92,0,125,,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=718740,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=718740,4,4,2024-01-02 00:00:00,25,11,POINT (2.4130556 59.1998667)
719039,50000032,,FIXED,25/11 BALDER GT,MULTI WELL TEMPLATE,INSTALLATION,GAS PRODUCER - OIL PRODUCER,ED50,59,14,20.85,N,2,26,55.57,E,1,31,6566961.13,468549.05,0,125,,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719039,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719039,4,4,2024-01-02 00:00:00,25,11,POINT (2.4487694 59.239125)
719338,50000032,,FIXED,25/8 BALDER H,MULTI WELL TEMPLATE,INSTALLATION,GAS PRODUCER - OIL PRODUCER,ED50,59,14,49.36,N,2,27,52.88,E,1,31,6567835.61,469464.42,0,125,,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719338,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719338,0,0,2024-01-05 00:00:00,25,8,POINT (2.4646889 59.2470444)
719637,50000032,,FIXED,25/11 BALDER FT,MULTI WELL TEMPLATE,INSTALLATION,GAS PRODUCER - OIL PRODUCER,ED50,59,13,7.39,N,2,25,31.68,E,1,31,6564700.06,467199.94,0,125,,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=719637,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=719637,4,4,2024-01-02 00:00:00,25,11,POINT (2.4254667 59.2187194)
