activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
341702314,0317700,,"CONSOLIDATED WELLSITE SERVICES, LLC",21 WILLIAMSON TRAIL,LIBERTY,PA,16930,A,,N,S,,213112,C,B,I,B,,,,,,,,67 SR 267,MESHOPPEN,PA,18630,HOST_EST_KEY_VALUE,50,2016-08-16,2026-01-31,2016-09-19,2017-06-14,2026-02-01 00:22:07 EST
341706455,0627700,,BP AMERICA PRODUCTION COMPANY,"PATRICIA ANN 11-1H, SECTION 1-1N-11E, COAL COUNTY",COALGATE,OK,74538,A,,N,S,,211111,H,B,I,B,,,,,,,,1455 NW HWY 2,WILBURTON,OK,74578,HOST_EST_KEY_VALUE,1,2016-08-17,2026-01-31,2016-08-17,2016-08-18,2026-02-01 00:22:07 EST
341706505,0627700,,"KEY ENERGY SERVICES, LLC","PATRICIA ANN 11-1H, SECTION 1-1N-11E, COAL COUNTY",COALGATE,OK,74538,A,,N,S,,211111,H,B,I,B,,,,,,,,4412 HWY 69 SOUTH,MCALESTER,OK,74501,HOST_EST_KEY_VALUE,5,2016-08-17,2026-01-31,2016-08-17,2016-08-23,2026-02-01 00:22:07 EST
341706554,0627700,,COMPLETE ENERGY SERVICES,"PATRICIA ANN 11-1H, SECTION 1-1N-11E, COAL COUNTY",COALGATE,OK,74538,A,,N,S,,213112,H,B,I,B,,,,,,,,4727 GAILLERDIA PARKWAY SUITE 250,OKLAHOMA CITY,OK,73142,HOST_EST_KEY_VALUE,1,2016-08-17,2026-01-31,2016-08-17,2017-01-19,2026-02-01 00:22:07 EST
341706679,0627700,,NITROGEN SOLUTIONS,"PATRICIA ANN 11-1H, SECTION 1-1N-11E, COAL COUNTY",COALGATE,OK,74538,A,,N,S,,213112,H,B,I,B,,,,,,,,1506 LAMAR PL,JONESBORO,AR,72401,HOST_EST_KEY_VALUE,3,2016-08-17,2026-01-31,2016-08-17,2017-01-03,2026-02-01 00:22:07 EST
341707594,0950672,,RINCON ISLAND LTD PARTNERSHIP,5750 PACIFIC COAST HIGHWAY,VENTURA,CA,93001,A,,N,S,,211111,B,B,I,B,,,,,,,,P.O. BOX 5489,SANTA MARIA,CA,93456,HOST_EST_KEY_VALUE,5,2016-08-17,2026-01-31,2016-12-22,2017-01-26,2026-02-01 00:22:07 EST
341707602,0522500,,"PETTA ENTERPRISES, LLC",745 N. 3RD STREET AND 128 STEUBENVILLE AVENUE,CAMBRIDGE,OH,43725,A,,N,H,,213112,F,B,I,B,,,,,,,,745 N. 3RD STREET,CAMBRIDGE,OH,43725,HOST_EST_KEY_VALUE,25,2016-08-18,2026-01-31,2016-08-18,2017-01-12,2026-02-01 00:22:07 EST
341713048,0627700,,STAGHORN PETROLEUM,"VADDER 18-05-23 1H WELL SITE SEC. 23, TWP. 18N, RGE. 5W",KINGFISHER,OK,73750,A,,N,S,,211111,H,A,I,B,,,,,,,,"1 W. 3RD STREET, SUITE 1000",TULSA,OK,74103,HOST_EST_KEY_VALUE,1,2016-08-16,2026-01-31,2016-08-16,2016-08-17,2026-02-01 00:22:07 EST
341713154,0627700,,DEVON ENERGY CORPORATION,COOKSHACK 4-16N-7W SEC 4 TWP 16N RGE 7W,KINGFISHER,OK,73750,A,,N,S,,211111,H,A,I,B,,,,,,,,333 W SHERIDAN AVE,OKLAHOMA CITY,OK,73102,HOST_EST_KEY_VALUE,1,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341713170,0627700,,UNIT DRILLING,"VADDER 18-05-23 1H WELL SITE SEC. 23, TWP. 18N, RGE. 5W",KINGFISHER,OK,73750,A,,N,S,,213111,I,A,I,B,,,,,,,,7101 SW 29TH STREET,OKLAHOMA CITY,OK,73179,HOST_EST_KEY_VALUE,6,2016-08-16,2026-01-31,2016-08-16,2017-04-04,2026-02-01 00:22:07 EST
341713279,0627700,,HELMERICH AND PAYNE INTERNATIONAL DRILLING COMPANY,COOKSHACK 4-16N-7W SEC: 4 TWP:16N RGE:7W,KINGFISHER,OK,73750,A,,N,S,,213111,H,A,I,B,,,,,,,,5401 S HATTIE,OKLAHOMA CITY,OK,73129,HOST_EST_KEY_VALUE,6,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341713345,0627700,,BASIN ENGINEERING,"VADDER 18-05-23 1H WELL SITE SEC. 23, TWP. 18N, RGE. 5W",KINGFISHER,OK,73750,A,,N,S,,213112,I,A,I,B,,,,,,,,1117 NW 24TH ST.,OKLAHOMA CITY,OK,73106,HOST_EST_KEY_VALUE,1,2016-08-16,2026-01-31,2016-08-16,2016-08-17,2026-02-01 00:22:07 EST
341713410,0627700,,CATHEDRAL ENERGY SERVICES,COOKSHACK 4-16N-7W SEC: 4 TWP:16N RGE: 7W,KINGFISHER,OK,73750,A,,N,S,,213112,H,A,I,B,,,,,,,,37 SHADY MEADOWS WAY,CHICKASHA,OK,73018,HOST_EST_KEY_VALUE,3,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341713428,0627700,,BAKER HUGHES INTEQ,"VADDER 18-05-23 1H WELL SITE SEC. 23, TWP. 18N, RGE. 5W",KINGFISHER,OK,73750,A,,N,S,,213112,I,A,I,B,,,,,,,,6209 S. SOONER RD.,OKLAHOMA CITY,OK,73135,HOST_EST_KEY_VALUE,2,2016-08-16,2026-01-31,2016-08-16,2016-08-17,2026-02-01 00:22:07 EST
341713451,0627700,,"HALLIBURTON ENERGY SERVICES, INC.",COOKSHACK 4-16N-7W SEC:4 TWP: 16N RGE: 7W,KINGFISHER,OK,73750,A,,N,S,,213112,H,A,I,B,,,,,,,,300 N MAIN,POCASSET,OK,73079,HOST_EST_KEY_VALUE,1,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341713469,0627700,,IMPAC EXPLORATION SERVICES,"VADDER 18-05-23 1H WELL SITE SEC. 23, TWP. 18N, RGE. 5W",KINGFISHER,OK,73750,A,,N,S,,213112,I,A,I,B,,,,,,,,"1501 LERA DRIVE, SUITE 3",WEATHERFORD,OK,73096,HOST_EST_KEY_VALUE,1,2016-08-16,2026-01-31,2016-08-16,2016-08-17,2026-02-01 00:22:07 EST
341713949,0627700,,JOE'S HOTSHOT & TRUCKING,COOKSHACK 4-16N-7W SEC: 4 TWP: 16N RGE: 7W,KINGFISHER,OK,73750,A,,N,S,,213112,H,A,I,B,,,,,,,,130 N. K AVE,EL RENO,OK,73036,HOST_EST_KEY_VALUE,1,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341714202,0627700,,WHITE STAR PETROLEUM,"COTTON SECTIONS18-19-17N-4E, PAYNE COUNTY",RIPLEY,OK,74062,A,,N,S,,211111,H,B,I,B,,,,,,,,PO BOX 13360,OKLAHOMA CITY,OK,73113,HOST_EST_KEY_VALUE,1,2016-08-19,2026-01-31,2016-08-19,2016-08-22,2026-02-01 00:22:07 EST
341714293,0627700,,"RUGGED ROUSTABOUTS, LLC","COTTON SECTIONS18-19-17N-4E, PAYNE COUNTY",RIPLEY,OK,74062,A,,N,S,,213112,H,B,I,B,,,,,,,,900 N LITTLE AVE,CUSHING,OK,74023,HOST_EST_KEY_VALUE,5,2016-08-19,2026-01-31,2016-08-19,2017-08-31,2026-02-01 00:22:07 EST
341714616,0627700,,"PANHANDLE OILFIELD SERVICE COMPANIES, INC.","COTTON SECTIONS18-19-17N-4E, PAYNE COUNTY",RIPLEY,OK,74062,A,,N,S,,213112,H,B,I,B,,,,,,,,"14000 QUAIL SPRINGS PKWY, STE 300",OKLAHOMA CITY,OK,73134,HOST_EST_KEY_VALUE,5,2016-08-19,2026-01-31,2016-08-19,2017-01-04,2026-02-01 00:22:07 EST
341716066,0522500,,EXPRESS ENERGY SERVICES OPERATING L.P.,63045 BROWN HOLLOW ROAD,BELLAIRE,OH,43906,A,,N,H,,213112,C,B,I,B,,,,,,,,"9800 RICHMOND AVENUE, SUITE 500",HOUSTON,TX,77042,HOST_EST_KEY_VALUE,26,2016-08-22,2026-01-31,2016-08-22,2016-08-30,2026-02-01 00:22:07 EST
341717148,0636900,,"PETROLEUM EXPLORATION COMPANY, LTD (PETEX) RIG #2",200-2399 FLAT ROCK DR.,GRAHAM,TX,76450,A,,N,S,,213111,C,B,I,B,,,,,,,,212 N ROSE AVE.,BRECKENRIDGE,TX,76424,HOST_EST_KEY_VALUE,20,2016-08-24,2026-01-31,2016-08-24,2016-10-24,2026-02-01 00:22:07 EST
341717767,0627700,,HORIZON WELL LOGGING,"COOKSHACK 4-16N-7W WELL SITE SEC. 4, TWP. 16N, RGE. 7W",KINGFISHER,OK,73750,A,,N,S,,213112,I,A,I,B,,,,,,,,7136 YALE AVE. SUITE 414,TULSA,OK,74136,HOST_EST_KEY_VALUE,2,2016-08-18,2026-01-31,2016-08-18,2016-08-19,2026-02-01 00:22:07 EST
341718468,0830500,,"LEFORS ENERGY SERVICES, INC.",CR 50 & 13,JOHNSTOWN,CO,80534,A,,N,S,,213112,C,B,I,B,,,,,,,,"218 N 2ND STREET, UNIT E",LA SALLE,CO,80645,HOST_EST_KEY_VALUE,15,2016-08-19,2026-01-31,2016-08-19,2017-02-17,2026-02-01 00:22:07 EST
341720795,0830500,,SANJEL USA INC.,JESTER 8N 14HZ,GREELEY,CO,80631,A,,N,S,,213112,C,B,I,B,,,,,,,,1630 WELTON STREET SUITE 400,DENVER,CO,80202,HOST_EST_KEY_VALUE,3,2016-06-21,2026-01-31,2016-06-21,2016-08-24,2026-02-01 00:22:07 EST
341725562,0627510,,"C. C. FORBES, LLC",MABEE 139-4308 ANDREWS COUNTY,MIDLAND,TX,79705,A,,N,S,,213112,M,A,I,B,,,,,,,,P. O. BOX 2108,ALICE,TX,78332,HOST_EST_KEY_VALUE,4,2016-08-24,2026-01-31,2016-08-25,2017-03-13,2026-02-01 00:22:07 EST
341732360,0830500,,"MAGNA ENERGY SERVICES, LLC",SPAUR EAST PAD WCR 46 AND 19,JOHNSTOWN,CO,80534,A,,N,H,,213112,C,B,I,B,,,,,,,,20661 NIOBRARA BLVD,LA SALLE,CO,80645,HOST_EST_KEY_VALUE,4,2016-08-22,2026-01-31,2016-10-06,2016-11-17,2026-02-01 00:22:07 EST
341733038,0830500,,PDC ENERGY  INC,SPAUR EAST PAD,JOHNSTOWN,CO,80534,A,,N,H,,211111,G,B,I,B,,,,,,,,"1775 SHERMAN STREET, SUITE 3000",DENVER,CO,80203,HOST_EST_KEY_VALUE,1,2016-08-22,2026-01-31,2016-10-19,2017-01-03,2026-02-01 00:22:07 EST
341737096,0653510,,DOVER ARTIFICIAL LIFT,JUNIPER BIP FED #12H TOTEM WELL SERVICE RIG #8,MALAGA,NM,88263,A,,N,S,,211111,C,B,I,B,,,,,,,,4801 W 49TH STREET,TULSA,OK,74107,HOST_EST_KEY_VALUE,100,2016-06-17,2026-01-31,2016-10-17,2016-10-27,2026-02-01 00:22:07 EST
341740132,0627510,,"AQUA TERRA INTERMEDIATE HOLDCO, L.P.",7609 FM 155,RANKIN,TX,79778,A,,N,H,,213112,C,B,I,B,,,,,,,,P.O. BOX 10275,COLLEGE STATION,TX,77842,HOST_EST_KEY_VALUE,4,2016-08-31,2026-01-31,2016-09-21,2017-01-31,2026-02-01 00:22:07 EST
341744506,0625500,,CONTINENTAL INTERMODAL GROUP - SOUTHTON,600 CARSWELL ST.,SAN ANTONIO,TX,78226,A,,N,S,,213112,B,B,I,B,,,,,,,,209 WEST 2ND STREET P. O. BOX 282,FORT WORTH,TX,76102,HOST_EST_KEY_VALUE,11,2016-09-01,2026-01-31,2016-09-01,2016-12-12,2026-02-01 00:22:07 EST
341744605,0830500,,VISIONS EXPRESS INC,"LAJCO WELL PAD WCR 15 AND 46, 1/2 MILE EAST",JOHNSTOWN,CO,80534,A,,N,H,,213112,C,B,I,B,,,,,,,,11794 CROOK CITY RD,WHITEWOOD,SD,57793,HOST_EST_KEY_VALUE,5,2016-09-01,2026-01-31,2016-10-26,2017-04-06,2026-02-01 00:22:07 EST
341749927,0626000,,"MESA SOUTHERN CWS ACQUISITION, LP",998 HERMOSA LANE WELL LC MILLER #1,EL CAMPO,TX,77437,A,,N,S,,213112,M,B,I,B,,,,,,,,1437 E STREET,JOURDANTON,TX,78026,HOST_EST_KEY_VALUE,5,2016-09-02,2026-01-31,2016-09-02,2017-03-31,2026-02-01 00:22:07 EST
341751352,0830300,,RED RIVER OIL FIELD SERVICES INC.,RED RIVER SUPPLY RAIL YARD,WILLISTON,ND,58801,A,,N,S,,213112,B,B,I,B,,,,,,,,1201 E BROADWAY,WILLISTON,ND,58801,HOST_EST_KEY_VALUE,52,2016-08-31,2026-01-31,2016-08-31,2016-11-02,2026-02-01 00:22:07 EST
341754463,0830300,,"INDIAN HEAD PIPELINE SERVICES, LLC",VICINITY OF COUNTY HIGHWAY 100 AND 60TH STREET,TIOGA,ND,58852,A,,N,S,,213112,M,B,I,A,,,,,,,,13167 COUNTY HIGHWAY OO,CHIPPEWA FALLS,WI,54729,HOST_EST_KEY_VALUE,80,2016-08-29,2026-01-31,2016-08-30,2017-09-20,2026-02-01 00:22:07 EST
341758373,0830500,,US SHALE MANAGEMENT COMPANY,"LAJCO WELL PAD WCR 15 AND 46, 1/2 MILE EAST",JOHNSTOWN,CO,80534,A,,N,H,,213112,G,B,I,B,,,,,,,,5690 DTC BOULEVARD SUITE 510W,GREENWOOD VILLAGE,CO,80111,HOST_EST_KEY_VALUE,2,2016-09-08,2026-01-31,2016-10-26,2016-12-10,2026-02-01 00:22:07 EST
341768620,1055320,,WA317942187 - BASTA INC,1800 RICHARDS ROAD,BELLEVUE,WA,98005,A,,N,S,,213112,H,A,I,B,,,,,,,,PO BOX 53301,BELLEVUE,WA,98015,HOST_EST_KEY_VALUE,10,2016-09-12,2026-01-31,2016-09-12,2016-12-13,2026-02-01 00:22:07 EST
341772101,0627510,,"PREFERRED OILFIELD SERVICES, LLC",L.H. HICKS LEASE WELL #1 RRC # 02774,BIG LAKE,TX,76932,A,,N,H,,213112,M,B,I,B,,,,,,,,P.O.BOX 130,BIG LAKE,TX,76932,HOST_EST_KEY_VALUE,1,2016-09-14,2026-01-31,2016-09-14,2017-02-23,2026-02-01 00:22:07 EST
341773141,0855610,,WILLIAMS FIELD SERVICES COMPANY LLC,1 MILE WEST ON HWY 30,OPAL,WY,83124,A,,N,S,,211112,M,B,I,B,,,,,,,,ONE WILLIAMS CENTER,TULSA,OK,74172,HOST_EST_KEY_VALUE,36,2016-09-14,2026-01-31,2016-09-14,2017-09-05,2026-02-01 00:22:07 EST
341782175,0950647,,CHEVRON U.S.A INC.,"FRANCO WESTERN RD, 4 MI N OF REWARD RD.",MC KITTRICK,CA,93251,A,,N,S,,211111,G,B,I,A,,,,,,,,3646 WEST REWARD RD,MC KITTRICK,CA,93251,HOST_EST_KEY_VALUE,190,2016-09-20,2026-01-31,2017-02-22,2018-11-08,2026-02-01 00:22:08 EST
341782191,0627510,,"PRO OILFIELD SERVICES, LLC",3006 CR NORTH 1107,MIDLAND,TX,79706,A,,N,S,,213111,M,A,I,B,,,,,,,,3 RIVER WAY SUITE 110,HOUSTON,TX,77056,HOST_EST_KEY_VALUE,6,2016-08-31,2026-01-31,2016-08-31,2017-06-16,2026-02-01 00:22:08 EST
341784387,0627510,,"NORTON ENERGY DRILLING, LLC",20 MILES  N. OF BROWNFIELD,DENVER CITY,TX,79323,A,,N,S,,213111,M,A,I,B,,,,,,,,4514 ENGLEWOOD AVE,LUBBOCK,TX,79414,HOST_EST_KEY_VALUE,129,2016-09-01,2026-01-31,2016-09-02,2019-02-07,2026-02-01 00:22:08 EST
341784429,0317500,,"WYOMING CASING SERVICE, INC.",2131 BANQUET ROAD,DELMONT,PA,15626,A,,N,S,,213112,C,B,I,B,,,,,,,,"1414 RAFF ROAD, SW",CANTON,OH,44710,HOST_EST_KEY_VALUE,3,2016-09-12,2026-01-31,2016-09-13,2016-11-09,2026-02-01 00:22:08 EST
341791911,1050210,,ASRC ENERGY SERVICES,CONOCO PHILLIPS KAPARUK,PRUDHOE BAY,AK,99734,A,,N,S,,211111,M,B,I,B,,,,,,,,3900 C STREET SUITE 701,ANCHORAGE,AK,99503,HOST_EST_KEY_VALUE,120,2016-09-23,2026-01-31,2016-09-23,2018-10-04,2026-02-01 00:22:08 EST
341792141,0653510,,TOTEM WELL SERVICE,"JUNIPER BIP FED #12H, RIG #8",MALAGA,NM,88263,A,,N,S,,213112,G,A,I,B,,,,,,,,PO BOX 415,ARTESIA,NM,88211,HOST_EST_KEY_VALUE,35,2016-07-07,2026-01-31,2016-10-19,2016-12-21,2026-02-01 00:22:08 EST
341792265,0653510,,YATES PETROLEUM CORPORATION,"BIP FED #12H, RIG#8",MALAGA,NM,88263,A,,N,S,,213112,G,A,I,B,,,,,,,,105 S. 4TH ST,ARTESIA,NM,88210,HOST_EST_KEY_VALUE,238,2016-06-29,2026-01-31,2016-06-29,2017-03-14,2026-02-01 00:22:08 EST
341792380,0653510,,STONE OILFIELD SERVICES,"CRESCENT HALE 11 FED 1, RIG#1731",LOCO HILLS,NM,88255,A,,N,S,,213112,G,B,I,B,,,,,,,,725 TATUM HIGHWAY,LOVINGTON,NM,88260,HOST_EST_KEY_VALUE,65,2016-07-14,2026-01-31,2016-12-12,2016-12-14,2026-02-01 00:22:08 EST
341792703,0653510,,CIMAREX ENERGY CO,"CRESENT HALE 11-1, RIG #1731",LOCO HILLS,NM,88255,A,,N,S,,213112,G,B,I,B,,,,,,,,7101 NORRIS RD,CARLSBAD,NM,88220,HOST_EST_KEY_VALUE,40,2016-07-14,2026-01-31,2016-07-14,2017-06-16,2026-02-01 00:22:08 EST
341795565,0653510,,MACK ENERGY CORPORATION,11344 LOVINGTON HWY.,ARTESIA,NM,88211,A,,N,H,,213112,H,A,I,B,,,,,,,,PO BOX 960,ARTESIA,NM,88211,HOST_EST_KEY_VALUE,118,2016-09-22,2026-01-31,2016-09-22,2017-02-24,2026-02-01 00:22:08 EST
341797561,0854910,,PEAK WELL SERVICE,OIL WELL ULT934-3-1E,FORT DUCHESNE,UT,84026,A,,N,S,,213112,A,B,I,B,,,,,,,,2927 WEST HIGHWAY 40,ROOSEVELT,UT,84066,HOST_EST_KEY_VALUE,64,2016-09-23,2026-01-31,2016-10-06,2017-02-02,2026-02-01 00:22:08 EST
341797934,0950647,,E & B NATURAL RESOURCES MANAGEMENT CORPORATION,"LERDO HWY, EAST OF HWY 65",BAKERSFIELD,CA,93308,A,,N,S,,213112,A,B,I,B,,,,,,,,34740 MERCED AVENUE,BAKERSFIELD,CA,93308,HOST_EST_KEY_VALUE,70,2016-09-27,2026-01-31,2017-02-03,2017-02-03,2026-02-01 00:22:08 EST
341798064,0854910,,CRESCENT POINT ENERGY US CORP,OIL WELL ULT934-3-1E,FORT DUCHESNE,UT,84026,A,,N,S,,211111,C,B,I,B,,,,,,,,810 E 200 N,ROOSEVELT,UT,84066,HOST_EST_KEY_VALUE,1000,2016-09-23,2026-01-31,2016-10-14,2016-10-14,2026-02-01 00:22:08 EST
341799096,0854910,,ALDERSON CONSULTING INC.,OIL WELL ULT934-3-1E,FORT DUCHESNE,UT,84026,A,,N,S,,213112,C,B,I,B,,,,,,,,2815 W GORDON CREEK RD.,PRICE,UT,84501,HOST_EST_KEY_VALUE,1,2016-09-23,2026-01-31,2016-09-23,2016-09-23,2026-02-01 00:22:08 EST
341799104,0653510,,BASIC ENERGY SERVICES,"CRESENT HALE 11 FED 1, RIG #1731",LOCO HILLS,NM,88255,A,,N,S,,213112,C,B,I,B,,,,,,,,PO BOX 1690,ARTESIA,NM,88210,HOST_EST_KEY_VALUE,58,2016-06-27,2026-01-31,2016-06-30,2017-12-14,2026-02-01 00:22:08 EST
341799310,0950647,,"MARTINEZ TESTING SERVICE, INC.","LERDO HWY, EAST OF HWY 65",BAKERSFIELD,CA,93308,A,,N,S,,213112,G,B,I,B,,,,,,,,21106 SNOW RD,BAKERSFIELD,CA,93314,HOST_EST_KEY_VALUE,1,2016-09-27,2026-01-31,2017-02-03,2017-02-03,2026-02-01 00:22:08 EST
341800456,0830300,,ONEOK - ROCKIES MIDSTREAM,NEAR 15TH AVENUE SW,DICKINSON,ND,58601,A,,N,S,,213112,G,B,I,B,,,,,,,,2700 LINCOLN AVENUE SE,SIDNEY,MT,59270,HOST_EST_KEY_VALUE,50,2016-07-28,2026-01-31,2016-07-28,2017-01-25,2026-02-01 00:22:08 EST
341803674,0627500,,TRIPLE M MACHINE,231 COUNTY ROAD 452,ORLA,TX,79770,A,,N,H,,213112,C,B,I,B,,,,,,,,3211 W. MURPHY ST.,ODESSA,TX,79763,HOST_EST_KEY_VALUE,10,2016-09-27,2026-01-31,2016-09-27,2017-03-29,2026-02-01 00:22:08 EST
341804334,0627500,,"WESTERN GAS PARTNERS, LP",231 COUNTY ROAD 452,ORLA,TX,79770,A,,N,H,,211112,G,B,I,B,,,,,,,,231 COUNTY ROAD 452,ORLA,TX,79770,HOST_EST_KEY_VALUE,51,2016-09-27,2026-01-31,2016-09-28,2017-03-06,2026-02-01 00:22:08 EST
341804763,0653510,,JOE'S WELL SERVICE,"PHILLIPS STATE #1, SEC. 25-T16S-R33E; API 30-025-01271",HOBBS,NM,88240,A,,N,S,,213112,H,A,I,B,,,,,,,,1515 W. CALLE SUR SUITE 174,HOBBS,NM,88240,HOST_EST_KEY_VALUE,28,2016-09-20,2026-01-31,2016-09-20,2017-02-27,2026-02-01 00:22:08 EST
341806487,0336000,,"RELIANCE WELL SERVICES, LLC",1821 GERMAN STREET,ERIE,PA,16503,A,,N,S,,211111,C,B,I,B,,,,,,,,1250 TOWER LANE,ERIE,PA,16505,HOST_EST_KEY_VALUE,17,2016-09-27,2026-01-31,2016-09-27,2016-10-03,2026-02-01 00:22:08 EST
341807782,0653510,,MESA WELL SERVICE,ANN SWD 001,CARLSBAD,NM,88220,A,,N,S,,213112,H,A,I,B,,,,,,,,P. O. BOX 1620,HOBBS,NM,88241,HOST_EST_KEY_VALUE,100,2016-09-22,2026-01-31,2016-09-22,2017-04-24,2026-02-01 00:22:08 EST
341807907,0653510,,WRH INC.,API 30-0152 3580,CARLSBAD,NM,88220,A,,N,S,,213112,I,A,I,B,,,,,,,,P.O. BOX 6150,ROSWELL,NM,88202,HOST_EST_KEY_VALUE,24,2016-09-22,2026-01-31,2016-09-22,2017-11-14,2026-02-01 00:22:08 EST
341807931,0653510,,"APS, INC.",API 30-015-39264,CARLSBAD,NM,88220,A,,N,S,,213112,H,A,I,B,,,,,,,,422 W. MAIN ST. STE. 8,ARTESIA,NM,88210,HOST_EST_KEY_VALUE,50,2016-09-22,2026-01-31,2016-09-22,2017-03-13,2026-02-01 00:22:08 EST
341809002,0729700,,"SOUTHWIND DRILLING, INC.",SEC 13 TWP 19S R 13W,GREAT BEND,KS,67530,A,,N,S,,213111,C,A,I,B,,,,,,,,8 N. MAIN ST.,ELLINWOOD,KS,67526,HOST_EST_KEY_VALUE,52,2016-10-04,2026-01-31,2016-10-04,2019-01-17,2026-02-01 00:22:08 EST
341813087,0729700,,"SOUTHWIND DRILLING, INC.",SEC 13 TWP 19S R 13 W,GREAT BEND,KS,67530,A,,N,H,,213111,C,A,I,B,,,,,,,,8 N. MAIN ST.,ELLINWOOD,KS,67526,HOST_EST_KEY_VALUE,53,2016-10-04,2026-01-31,2016-10-04,2019-01-17,2026-02-01 00:22:08 EST
341820512,0830300,,"PIONEER WIRELINE, LLC",8508 DERRICK AVENUE,WILLISTON,ND,58801,A,,N,S,,213112,C,B,I,B,,,,,,,,1250 NE LOOP 410,SAN ANTONIO,TX,78209,HOST_EST_KEY_VALUE,400,2016-10-05,2026-01-31,2016-10-05,2017-01-31,2026-02-01 00:22:08 EST
341826428,0830300,,DAKOTA GASIFICATION COMPANY,420 COUNTY ROAD 26,BEULAH,ND,58523,A,,N,H,,211111,B,B,I,A,,,,,,,,420 COUNTY ROAD 26,BEULAH,ND,58523,HOST_EST_KEY_VALUE,1000,2016-10-04,2026-01-31,2016-10-04,2017-05-24,2026-02-01 00:22:08 EST
341827285,0625400,,VENTURE ENERGY SERVICES,"EOG WELL SITE, LEPORI 2H 15 MILES SOUTH OF GONZALES, TX",GONZALES,TX,78629,A,,N,S,,213112,M,A,I,B,,,,,,,,162 CR 283,GILLETT,TX,78116,HOST_EST_KEY_VALUE,200,2016-10-06,2026-01-31,2016-10-07,2018-01-25,2026-02-01 00:22:08 EST
341827418,0950643,,GREKA ENERGY,2617 E. CLARK AVE.,SANTA MARIA,CA,93455,A,,N,S,,213112,B,B,I,B,,,,,,,,2617 E. CLARK AVE.,SANTA MARIA,CA,93454,HOST_EST_KEY_VALUE,10,2016-10-07,2026-01-31,2017-04-03,2017-09-08,2026-02-01 00:22:08 EST
341827467,0625400,,"WILLCO SERVICES, INC.","EOG WELL SITE, LEPORI 2H 15 MILES SOUTH OF GONZALES, TX",GONZALES,TX,78629,A,,N,S,,213112,G,B,I,B,,,,,,,,1304 SWIFT ST,REFUGIO,TX,78377,HOST_EST_KEY_VALUE,30,2016-10-06,2026-01-31,2016-10-07,2018-01-29,2026-02-01 00:22:08 EST
341828010,0625400,,"W.W. WIRELINE, CO.","EOG WELL SITE, LEPORI 2H 15 MILES SOUTH OF GONZALES, TX",GONZALES,TX,78629,A,,N,S,,213112,G,A,I,B,,,,,,,,"1799 GUADALUPE, PMP 123",LAREDO,TX,78043,HOST_EST_KEY_VALUE,20,2016-10-06,2026-01-31,2016-10-07,2018-01-29,2026-02-01 00:22:08 EST
341828101,0625400,,"EOG RESOURCES, INC.","EOG WELL SITE, LEPORI 2H 15 MILES SOUTH OF GONZALES, TX",GONZALES,TX,78629,A,,N,S,,211111,G,B,I,B,,,,,,,,"1111 BAGBY, SKY LOBBY 2",HOUSTON,TX,77002,HOST_EST_KEY_VALUE,250,2016-10-06,2026-01-31,2016-10-07,2017-01-12,2026-02-01 00:22:08 EST
341833002,0317700,,"KEANE FRAC, L.P.","ABBOTT, D. PAD 2 1229 WILLIAMS POND ROAD",NEW MILFORD,PA,18834,A,,N,H,,213112,B,B,I,B,,,,,,,,14235 US ROUTE 6,MANSFIELD,PA,16933,HOST_EST_KEY_VALUE,30,2016-10-12,2026-01-31,2016-10-12,2016-11-29,2026-02-01 00:22:08 EST
341833143,0317700,,WESTERN OILFIELDS SUPPLY COMPANY,"ABBOTT, D. PAD 2 1229 WILLIAMS POND ROAD",NEW MILFORD,PA,18834,A,,N,H,,213112,G,B,I,B,,,,,,,,7590 STATE ROUTE 92,SOUTH GIBSON,PA,18842,HOST_EST_KEY_VALUE,30,2016-10-12,2026-01-31,2016-10-12,2018-01-19,2026-02-01 00:22:08 EST
341835189,0653510,,"NORTH AMERICAN TUBULAR SERVICES, LLC","POKER LAKE UNIT 348H, RIG#5",LOVING,NM,88256,A,,Y,S,,213112,M,A,I,B,,,,,,,,PO BOX 2070,KILGORE,TX,75663,HOST_EST_KEY_VALUE,30,2016-10-08,2026-01-31,2017-03-20,2018-01-11,2026-02-01 00:22:08 EST
