RIG_NAME,RIG_TYPE,RIG_STATUS,OWNER,OPERATOR,IMO_NUMBER,FLAG_STATE,WATER_DEPTH_RATING_FT,DRILLING_DEPTH_RATING_FT,MAX_WATER_DEPTH_FT,LOA_M,BEAM_M,DISPLACEMENT_TONNES,MOONPOOL_DIAMETER_M,DP_CLASS,YEAR_BUILT,WELLS_DRILLED_COUNT,LAST_WAR_DATE,FIRST_WAR_DATE,LAST_AREA_CODE,LAST_BLOCK_NUMBER,DATA_SOURCE,IS_OFFSHORE,VESSEL_NAME,VESSEL_CATEGORY,RIG_DESIGN,DATA_SOURCE_URL,HULL_FORM_TYPE,HULL_LIBRARY_REF,DRAFT_M,DIMENSION_CONFIDENCE,DEPTH_M,MOONPOOL_LENGTH_M,MOONPOOL_WIDTH_M,VARIABLE_DECK_LOAD_ST,HOOKLOAD_RATING_KIPS,SETBACK_CAPACITY_KIPS,LEG_LENGTH_FT,CANTILEVER_REACH_FT,SPUD_CAN_DIAMETER_FT
TODCO -THE 253,jack_up,,,,,,,,23.0,70.0,76.0,16000.0,,,,1.0,7/3/2004,6/27/2004,EI,,bsee_war,True,TODCO -THE 253,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 150,jack_up,,,,,,,,38.0,70.0,76.0,16000.0,,,,2.0,6/22/2003,10/10/2004,SM,,bsee_war,True,TODCO 150,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 156,jack_up,,,,,,,,14.0,70.0,76.0,16000.0,,,,2.0,7/9/2005,6/17/2005,EI,,bsee_war,True,TODCO 156,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 17,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/3/2003,6/16/2003,SM,,bsee_war,True,TODCO 17,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 175,jack_up,,,,,,,,48.0,70.0,76.0,16000.0,,,,1.0,7/3/2004,5/30/2004,EC,,bsee_war,True,TODCO 175,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 200,jack_up,,,,,,,,55.0,70.0,76.0,16000.0,,,,2.0,4/3/2004,3/17/2004,MP,,bsee_war,True,TODCO 200,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 201,jack_up,,,,,,,,47.0,70.0,76.0,16000.0,,,,1.0,12/7/2003,10/10/2003,HI,,bsee_war,True,TODCO 201,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 202,jack_up,,,,,,,,87.0,70.0,76.0,16000.0,,,,3.0,9/7/2003,10/13/2003,SA,,bsee_war,True,TODCO 202,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 203,jack_up,,,,,,,,162.0,70.0,76.0,16000.0,,,,3.0,9/4/2004,1/16/2005,WC,,bsee_war,True,TODCO 203,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 204,jack_up,,,,,,,,343.0,70.0,76.0,16000.0,,,,8.0,9/7/2003,10/11/2004,SS,,bsee_war,True,TODCO 204,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 204 - JACKUP RIG,jack_up,,,,,,,,95.0,70.0,76.0,16000.0,,,,1.0,4/3/2004,3/15/2004,MP,,bsee_war,True,TODCO 204 - JACKUP RIG,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 207,jack_up,,,,,,,,105.0,70.0,76.0,16000.0,,,,4.0,6/5/2004,1/4/2005,SS,,bsee_war,True,TODCO 207,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 250,jack_up,,,,,,,,201.0,70.0,76.0,16000.0,,,,1.0,5/8/2004,3/14/2004,WC,,bsee_war,True,TODCO 250,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 251,jack_up,,,,,,,,95.0,70.0,76.0,16000.0,,,,3.0,7/3/2004,4/10/2006,WC,,bsee_war,True,TODCO 251,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 253,jack_up,,,,,,,,179.0,70.0,76.0,16000.0,,,,4.0,9/25/2004,1/16/2005,VR,,bsee_war,True,TODCO 253,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 27,jack_up,,,,,,,,11.0,70.0,76.0,16000.0,,,,4.0,9/4/2004,1/16/2005,EI,,bsee_war,True,TODCO 27,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 48,jack_up,,,,,,,,13.0,70.0,76.0,16000.0,,,,3.0,9/7/2003,1/1/2006 12:01:00 AM,SM,,bsee_war,True,TODCO 48,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 55,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/9/2006 11:59:00 PM,10/1/2006 12:01:00 AM,EI,,bsee_war,True,TODCO 55,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 64,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,8/5/2006 11:59:00 PM,1/1/2006 12:01:00 AM,SS,,bsee_war,True,TODCO 64,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO 75,jack_up,,,,,,,,62.0,70.0,76.0,16000.0,,,,6.0,9/4/2004,10/31/2004,ST,,bsee_war,True,TODCO 75,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO RBF 200,jack_up,,,,,,,,45.0,70.0,76.0,16000.0,,,,1.0,12/7/2003,11/24/2003,EI,,bsee_war,True,TODCO RBF 200,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO RBF 205,jack_up,,,,,,,,52.0,70.0,76.0,16000.0,,,,1.0,8/3/2003,7/14/2003,WC,,bsee_war,True,TODCO RBF 205,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO/RBF 251,jack_up,,,,,,,,120.0,70.0,76.0,16000.0,,,,1.0,9/3/2004,3/1/2004,EC,,bsee_war,True,TODCO/RBF 251,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO RBF 253,jack_up,,,,,,,,131.0,70.0,76.0,16000.0,,,,3.0,9/9/2003,5/18/2003,VK,,bsee_war,True,TODCO RBF 253,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO RIG #55,jack_up,,,,,,,,12.0,70.0,76.0,16000.0,,,,1.0,8/6/2005,1/16/2005,SS,,bsee_war,True,TODCO RIG #55,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO THE 150,jack_up,,,,,,,,50.0,70.0,76.0,16000.0,,,,1.0,7/3/2004,6/13/2004,CA,,bsee_war,True,TODCO THE 150,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO THE 204,jack_up,,,,,,,,30.0,70.0,76.0,16000.0,,,,1.0,9/5/2004,8/28/2004,SS,,bsee_war,True,TODCO THE 204,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO THE 207,jack_up,,,,,,,,145.0,70.0,76.0,16000.0,,,,1.0,8/1/2004,6/21/2004,SS,,bsee_war,True,TODCO THE 207,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TODCO THE 75,jack_up,,,,,,,,29.0,70.0,76.0,16000.0,,,,1.0,9/3/2005,1/1/2006,WC,,bsee_war,True,TODCO THE 75,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TOM JOBE,jack_up,,,,,,,,146.0,70.0,76.0,16000.0,,,,23.0,9/9/1998,1/11/2001,VR,,bsee_war,True,TOM JOBE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TOM TOBE,jack_up,,,,,,,,60.0,70.0,76.0,16000.0,,,,1.0,7/28/2004,7/11/2004,WC,,bsee_war,True,TOM TOBE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TOME JOBE,jack_up,,,,,,,,60.0,70.0,76.0,16000.0,,,,1.0,8/7/2004,7/28/2004,WC,,bsee_war,True,TOME JOBE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TONALA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/13/2000,6/5/2000,SS,,bsee_war,True,TONALA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TOR VIKING,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,8/31/2001,1/10/1998,EB,,bsee_war,True,TOR VIKING,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TOR VIKING (SS),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/3/1998,6/23/1998,EW,,bsee_war,True,TOR VIKING (SS),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TRANOCEAN AMIRANTE,semi_submersible,,,,,,,,1694.0,104.0,78.0,45000.0,,,,1.0,6/6/2005,5/15/2005,EW,,bsee_war,True,TRANOCEAN AMIRANTE,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANOCEAN MARIANANS,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,6/8/1999,5/12/1999,MC,,bsee_war,True,TRANOCEAN MARIANANS,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN,semi_submersible,,,,,,,,1694.0,104.0,78.0,45000.0,,,,1.0,9/3/2005,8/22/2005,EW,,bsee_war,True,TRANSOCEAN,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN CAJUN EXPRESS,semi_submersible,,,,,,,,7927.0,104.0,78.0,45000.0,,,,6.0,8/5/2002,1/14/2003,MC,,bsee_war,True,TRANSOCEAN CAJUN EXPRESS,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN 96,semi_submersible,,,,,,,,484.0,104.0,78.0,45000.0,,,,24.0,9/7/1998,1/1/2002,GB,,bsee_war,True,TRANSOCEAN 96,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN 201,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,2/2/2003,1/20/2002,EC,,bsee_war,True,TRANSOCEAN 201,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN 204,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,9/8/2002,10/14/2001,SS,,bsee_war,True,TRANSOCEAN 204,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN AMIRANTE,semi_submersible,,,,,,,,1694.0,104.0,78.0,45000.0,,,,10.0,9/4/2001,1/1/2002,GC,,bsee_war,True,TRANSOCEAN AMIRANTE,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN DEEPWATER ASGARD,drillship,,,,,,,,,228.0,42.0,96000.0,,,,3.0,9/5/2015 11:59:00 PM,10/11/2015 12:01:00 AM,GC,,bsee_war,True,TRANSOCEAN DEEPWATER ASGARD,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DEEPWATER HORIZON,drillship,,,,,,,,2925.0,228.0,42.0,96000.0,,,,1.0,4/1/2004,1/19/2004,MC,,bsee_war,True,TRANSOCEAN DEEPWATER HORIZON,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DEEPWATER MILLENNIU,drillship,,,,,,,,3984.0,228.0,42.0,96000.0,,,,1.0,5/8/2004,5/16/2004,GC,,bsee_war,True,TRANSOCEAN DEEPWATER MILLENNIU,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DEEPWATER NAUTILUS,drillship,,,,,,,,3443.0,228.0,42.0,96000.0,,,,1.0,9/3/2005,1/1/2006,GC,,bsee_war,True,TRANSOCEAN DEEPWATER NAUTILUS,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DF-96,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,3/9/1998,1/13/1998,GB,,bsee_war,True,TRANSOCEAN DF-96,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN DISCOVER SPIRIT,semi_submersible,,,,,,,,7038.0,104.0,78.0,45000.0,,,,1.0,7/3/2004,5/16/2004,WR,,bsee_war,True,TRANSOCEAN DISCOVER SPIRIT,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN DISCOVER SPIRT,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,9/24/2001,10/1/2001,GC,,bsee_war,True,TRANSOCEAN DISCOVER SPIRT,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN DISCOVER SPRIT,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,9/29/2000,10/16/2000,WR,,bsee_war,True,TRANSOCEAN DISCOVER SPRIT,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN DISCOVERER 534,drillship,,,,,,,,,228.0,42.0,96000.0,,,,5.0,9/5/1999,1/13/2000,MC,,bsee_war,True,TRANSOCEAN DISCOVERER 534,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DISCOVERER SEVEN,drillship,,,,,,,,,228.0,42.0,96000.0,,,,1.0,6/3/1999,3/12/1999,MC,,bsee_war,True,TRANSOCEAN DISCOVERER SEVEN,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DISCOVERER SEVEN SE,drillship,,,,,,,,,228.0,42.0,96000.0,,,,1.0,7/8/1999,6/11/1999,MC,,bsee_war,True,TRANSOCEAN DISCOVERER SEVEN SE,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DISCOVERER SPIRIT,drillship,,,,,,,,9627.0,228.0,42.0,96000.0,,,,10.0,9/4/2004,1/12/2001,KC,,bsee_war,True,TRANSOCEAN DISCOVERER SPIRIT,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN DISCOVERER SPIRT,drillship,,,,,,,,5314.0,228.0,42.0,96000.0,,,,3.0,9/3/2001,1/10/2004,GC,,bsee_war,True,TRANSOCEAN DISCOVERER SPIRT,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TRANSOCEAN F-100,semi_submersible,,,,,,,,1041.0,104.0,78.0,45000.0,,,,1.0,4/9/2005,2/13/2005,GC,,bsee_war,True,TRANSOCEAN F-100,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN FALCON #52,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,3/2/2003,1/13/2003,SM,,bsee_war,True,TRANSOCEAN FALCON #52,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN FALCON 204,semi_submersible,,,,,,,,104.0,104.0,78.0,45000.0,,,,2.0,6/7/2003,3/11/2003,GA,,bsee_war,True,TRANSOCEAN FALCON 204,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN FALCON RIG #52,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,6/9/2002,6/3/2002,SM,,bsee_war,True,TRANSOCEAN FALCON RIG #52,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN G. RICHARDSON,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,3.0,9/7/1999,1/13/1999,GB,,bsee_war,True,TRANSOCEAN G. RICHARDSON,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN HENRY GOODRICH,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,2/9/2008 11:59:00 PM,1/13/2008 12:01:00 AM,GC,,bsee_war,True,TRANSOCEAN HENRY GOODRICH,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN MARIANA,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,12/27/1999,12/21/1999,GC,,bsee_war,True,TRANSOCEAN MARIANA,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN MARIANAS,semi_submersible,,,,,,7000.0,25000.0,7000.0,96.01,75.9,,,,1979.0,30.0,9/8/2003,1/1/2001,MC,,bsee_war,True,TRANSOCEAN MARIANAS,drilling_rig,,,semi_sub,semi_sub_100m,,,,,,,,,,,
TRANSOCEAN MILLENNIUM,semi_submersible,,,,,,,,7850.0,104.0,78.0,45000.0,,,,2.0,7/25/2001,4/11/2004,DC,,bsee_war,True,TRANSOCEAN MILLENNIUM,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN NAUTILUS,semi_submersible,,,,,,,,7570.0,104.0,78.0,45000.0,,,,2.0,5/8/2004,2/29/2004,MC,,bsee_war,True,TRANSOCEAN NAUTILUS,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN PATHFINDER,semi_submersible,,,,,,,,4114.0,104.0,78.0,45000.0,,,,2.0,9/25/2004,10/10/2004,EB,,bsee_war,True,TRANSOCEAN PATHFINDER,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN RATHER,semi_submersible,,,,,,5000.0,25000.0,5000.0,99.06,87.48,,,,1988.0,25.0,9/8/1998,1/10/2002,MC,,bsee_war,True,TRANSOCEAN RATHER,drilling_rig,,,semi_sub,semi_sub_100m,,,,,,,,,,,
TRANSOCEAN RBF 200,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,2/3/2003,1/1/2003,SS,,bsee_war,True,TRANSOCEAN RBF 200,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN RBF 201,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,9/8/2002,10/14/2002,HI,,bsee_war,True,TRANSOCEAN RBF 201,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN RICHARDSON,semi_submersible,,,,,,5000.0,25000.0,5000.0,99.06,87.17,,,,1988.0,26.0,9/6/2002,1/1/2002,GB,,bsee_war,True,TRANSOCEAN RICHARDSON,drilling_rig,,,semi_sub,semi_sub_100m,,,,,,,,,,,
TRANSOCEAN RIG 96,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,6/4/2001,5/15/2001,VK,,bsee_war,True,TRANSOCEAN RIG 96,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN SEDCO FOREX 207,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,2.0,5/6/2001,4/30/1991,BA,,bsee_war,True,TRANSOCEAN SEDCO FOREX 207,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN SEDCO FOREX RBF 205,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,9/28/2001,9/15/2001,SS,,bsee_war,True,TRANSOCEAN SEDCO FOREX RBF 205,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN SEDCO FOREX RBF205,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,11/2/2001,10/13/2001,SS,,bsee_war,True,TRANSOCEAN SEDCO FOREX RBF205,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEAN96,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,3/8/1999,1/26/1999,MC,,bsee_war,True,TRANSOCEAN96,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRANSOCEANMARIANAS,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,4/4/2003,3/22/2003,GB,,bsee_war,True,TRANSOCEANMARIANAS,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRNASOCEAN 96,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,12/7/1998,11/10/1998,GC,,bsee_war,True,TRNASOCEAN 96,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TRNASOCEAN RICHARDSON,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,8/9/2002,8/17/2002,GB,,bsee_war,True,TRNASOCEAN RICHARDSON,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
TSF 201,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,9/30/2001,1/14/2002,HI,,bsee_war,True,TSF 201,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TSF DEEPWATER HORIZON,drillship,,,,,,,,,228.0,42.0,96000.0,,,,5.0,5/4/2002,2/14/2002,VK,,bsee_war,True,TSF DEEPWATER HORIZON,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
TSF ENTERPRISE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,8.0,9/4/2001,1/10/2002,MC,,bsee_war,True,TSF ENTERPRISE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
TSF NAUTILUS,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,5.0,9/9/2002,1/1/2002,MC,,bsee_war,True,TSF NAUTILUS,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
UNCLE JOHN,support_vessel,,,,,,,,4339.0,,,,,,,6.0,5/3/2005,4/17/2005,EI,,bsee_war,True,UNCLE JOHN,drilling_rig,,,,,,,,,,,,,,,
VALARIS 8503 (ENSCO 8503),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,9.0,9/7/2019 11:59:00 PM,1/12/2020 12:01:00 AM,MC,,bsee_war,True,VALARIS 8503 (ENSCO 8503),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS 8505 (ENSCO 8505),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,10.0,9/9/2023 11:59:00 PM,1/10/2021 12:01:00 AM,MC,,bsee_war,True,VALARIS 8505 (ENSCO 8505),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS DPS-5,semi_submersible,,Valaris Limited,,,,8000.0,,,120.0,90.0,55000.0,,3.0,2009.0,3.0,12/9/2023 11:59:00 PM,1/14/2024 12:01:00 AM,SP,,bsee_war,True,VALARIS DPS-5,drilling_rig,,,semi_sub,semi_sub_120m,24.0,estimated,,,,,,,,,
VALARIS DS-15 (ROWAN RENAISSANCE),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,5/9/2020 11:59:00 PM,1/11/2020,WR,,bsee_war,True,VALARIS DS-15 (ROWAN RENAISSANCE),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS DS-16 (ROWAN RESOLUTE),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,37.0,9/9/2023,1/1/2023 12:01:00 AM,GC,,bsee_war,True,VALARIS DS-16 (ROWAN RESOLUTE),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS DS-18 (ROWAN RELENTLESS),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,32.0,9/9/2024,1/1/2023 12:01:00 AM,MC,,bsee_war,True,VALARIS DS-18 (ROWAN RELENTLESS),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-102 (ENSCO 102),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,12.0,9/7/2019 11:59:00 PM,10/1/2020,MP,,bsee_war,True,VALARIS JU-102 (ENSCO 102),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-144 (ROWAN EXL II),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,9/3/2022 11:59:00 PM,1/1/2023 12:01:00 AM,EI,,bsee_war,True,VALARIS JU-144 (ROWAN EXL II),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-145 (ROWAN EXL III),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/21/2019 11:59:00 PM,7/14/2019 12:01:00 AM,GI,,bsee_war,True,VALARIS JU-145 (ROWAN EXL III),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-68 (ENSCO 68),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,8/3/2019 11:59:00 PM,5/26/2019 12:01:00 AM,SS,,bsee_war,True,VALARIS JU-68 (ENSCO 68),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-75 (ENSCO 75),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,9/7/2019 11:59:00 PM,1/12/2020 12:01:00 AM,EC,,bsee_war,True,VALARIS JU-75 (ENSCO 75),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALARIS JU-87 (ENSCO 87),jack_up,,,,,,,,,70.0,76.0,16000.0,,,,23.0,9/7/2019 11:59:00 PM,1/12/2020 12:01:00 AM,MP,,bsee_war,True,VALARIS JU-87 (ENSCO 87),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VALOR LIFT BOAT,lift_boat,,,,,,,,34.0,70.0,76.0,16000.0,,,,1.0,11/21/2003,10/11/2003,MP,,bsee_war,True,VALOR LIFT BOAT,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
VANTAGE TITANIUM EXPLORER,drillship,,,,,,,,,228.0,42.0,96000.0,,,,5.0,9/7/2015 11:59:00 PM,1/11/2015 12:01:00 AM,WR,,bsee_war,True,VANTAGE TITANIUM EXPLORER,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
W/EL,wireline_unit,,,,,,,,,,,,,,,1.0,3/7/2003,3/1/2003,EI,,bsee_war,True,W/EL,drilling_rig,,,,,,,,,,,,,,,
W/L,wireline_unit,,,,,,,,4287.0,,,,,,,5.0,7/31/2002,2/14/2005,ST,,bsee_war,True,W/L,drilling_rig,,,,,,,,,,,,,,,
W/L UNIT,wireline_unit,,,,,,,,310.0,,,,,,,2.0,9/17/2005,3/28/2004,HI,,bsee_war,True,W/L UNIT,drilling_rig,,,,,,,,,,,,,,,
WE/EL,wireline_unit,,,,,,,,,,,,,,,1.0,3/7/2003,3/1/2003,EI,,bsee_war,True,WE/EL,drilling_rig,,,,,,,,,,,,,,,
WEATHERFORD WIRELINE,wireline_unit,,,,,,,,,,,,,,,1.0,3/31/2002,3/25/2002,SS,,bsee_war,True,WEATHERFORD WIRELINE,drilling_rig,,,,,,,,,,,,,,,
WFD 250,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,73.0,9/9/2023 11:59:00 PM,1/1/2023 12:01:00 AM,EI,,bsee_war,True,WFD 250,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
WFD 300,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,52.0,9/9/2017 11:59:00 PM,1/12/2020 12:01:00 AM,ST,,bsee_war,True,WFD 300,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
