SN_APD,H2S_DESIGNATION,H2S_ACTVTN_PLAN_TVD,GEO_MARKER_NAME,TOP_MD
-23273,Unknown,17700.0,Miocene 13.6,15106
-23273,Unknown,17700.0,Miocene 14.6,16886
-23273,Unknown,17700.0,H2S,17700
-23273,Unknown,17700.0,Oligocene,17861
-23273,Unknown,17700.0,Cretaceous,18856
-23273,Unknown,17700.0,Cenomanian,19656
-23273,Unknown,17700.0,Wedge 1,20766
-23273,Unknown,17700.0,Wedge 2,22249
-23273,Unknown,17700.0,Sligo,22916
-24393,Absent,,HC Stringer 14,19303
-24393,Absent,,10.8 Sand 1,20154
-24393,Absent,,11.8 Ma Sand 1,20638
-24393,Absent,,11.8 Ma Sand 2,20836
-24393,Absent,,Miocene 13.2,22474
-23493,Absent,,Top Camden Hills Sands,13986
-23493,Absent,,Base Camden Hills Sands,14633
-23493,Absent,,Base Miocene,17473
-23493,Absent,,Top Cretaceous,18080
-23493,Absent,,Top Sligo,21035
-23493,Absent,,Top Hosston,22399
-23493,Absent,,Top Knowles,22812
-23493,Absent,,Top Cotton Valley,22940
-23493,Absent,,Top Haynesville,23999
-23493,Absent,,Top Smackover Formation,24364
-23493,Absent,,Top Smackover Massive,25300
-23493,Absent,,Top Norphlet,25771
-23493,Absent,,Top Smackover Limestone,28030
-24393,Absent,,Miocene 13.5,23880
-24393,Absent,,Miocene 14.3,25526
-24410,Absent,,Base of Salt,19510
-24385,Absent,,604 DTE S (FAULT),19922
-24385,Absent,,N SAND (WATER),20255
-24410,Absent,,M1U1,20577
-24410,Absent,,M1M,21281
-24385,Absent,,603 DTE S (FAULT),21098
-24385,Absent,,O SAND (WATER),21129
-24410,Absent,,M1L1,21631
-24410,Absent,,M1L2,21808
-24385,Absent,,608 DTE E (FAULT),21297
-24385,Absent,,S SAND (WATER),21795
-24410,Absent,,M1L3,22083
-24410,Absent,,M2U,22317
-24385,Absent,,V SAND (WATER),22594
-24385,Absent,,612 DTE S (FAULT),22802
-24410,Absent,,M2L,23043
-24410,Absent,,M3U1,23849
-24385,Absent,,LAM SAND (WATER),23331
-24385,Absent,,LV SAND (WATER),23749
-24410,Absent,,M3U2,24006
-24410,Absent,,M3L,24198
-24385,Absent,,600 DTE S (FAULT),23750
-24385,Absent,,CC SAND (WATER),24291
-24410,Absent,,M4,24804
-24410,Absent,,M5,25173
-24385,Absent,,DD SAND (OIL),24557
-24385,Absent,,EE SAND (OIL),24792
-24410,Absent,,M6U1,25610
-24410,Absent,,M6M,25917
-24385,Absent,,FF SAND (OIL),24904
-24385,Absent,,GG SAND (WATER),25267
-24401,Absent,,Target,7758
-24410,Absent,,Top of Salt,11583
-24410,Absent,,M6L1,26338
-24410,Absent,,M6L2,26648
-24410,Absent,,M7U1,26999
-24410,Absent,,M7U2,27311
-24410,Absent,,M7U3,27480
-24410,Absent,,M8U,27845
-24410,Absent,,M8L1,28629
-24410,Absent,,M8L2,28728
-24410,Absent,,M9U,29557
-24410,Absent,,M9L,29743
-24410,Absent,,M10U,29852
-24410,Absent,,M10L1,30025
-24417,Absent,,Top Camden Hills Sands,14162
-24417,Absent,,Base Camden Hills Sands,14872
-24417,Absent,,Top White Ash Pressure Cell,16376
-24417,Absent,,Base Miocene,17882
-24417,Absent,,Fault ,17937
-24417,Absent,,Top Cretaceous,18350
-24417,Absent,,Upper cretaceous PP cell,19657
-24417,Absent,,Top Sligo,21589
-24417,Absent,,Top Hosston,24336
-24417,Absent,,Top Knowles,24773
-24417,Absent,,Top Cotton Valley,25103
-24417,Absent,,Top Haynesville,26181
-24417,Absent,,Top Smackover Formation,26743
-18100,Absent,,M58_Sd_T,18196
-18100,Absent,,M57_Sd_T,18500
-18100,Absent,,M57_Lam_T,18678
-18100,Absent,,M55_Lam_T,18808
-18100,Absent,,M55_Sd_T,18855
-17966,Absent,,Mudline,6351
-17966,Absent,,Sand 1,12144
-17966,Absent,,Sand 2,12722
-17966,Absent,,Sand 3,12800
-17966,Absent,,Sand 4,13446
-17966,Absent,,Sand 5,13670
-17966,Absent,,Sand 6 (M81),15120
-17966,Absent,,Sand 7,15590
-17966,Absent,,Sand 8,16418
-17966,Absent,,Sand 9,16687
-17966,Absent,,Sand 10,16737
-17966,Absent,,Sand 11 (M72),16782
-17966,Absent,,Sand 12,17107
-17966,Absent,,Sand 13,17711
-17966,Absent,,Sand 14,17840
-17966,Absent,,Sand 15,17884
-17966,Absent,,Sand 16,17980
-17966,Absent,,Sand 17,18064
-17966,Absent,,Sand 18,18668
-17966,Absent,,Sand 19,18965
-17966,Absent,,Sand 20,19009
-17966,Absent,,Sand 21 (LM57B/BH05),20381
-17966,Absent,,Sand 22,20789
-17966,Absent,,Sand 23 (LM57C-BH1),20929
-17966,Absent,,Sand 24,21075
-17966,Absent,,Sand 25,21282
-17966,Absent,,Sand 26,21321
-17966,Absent,,Sand 27 (Pink_4.3U),21654
-17966,Absent,,Sand 28 (Pink_4.3L),21862
-17966,Absent,,Sand 29 (Pink 5.0L),22185
-17966,Absent,,Sand 30 (Pink 6.5L),22471
-17966,Absent,,Sand 31 (Pink 6.5LL),22587
-17966,Absent,,Stray sand (Below BH8),22931
-17966,Absent,,Sand 33 (M54),23082
-17966,Absent,,Sand 34 (Stringer abover L2U),23246
-17966,Absent,,Sand 35 (Brown_L2U),23269
-17966,Absent,,Sand 36 (Brown_L2L),23391
-17966,Absent,,Sand 37 (Brown_L3U),23646
-17966,Absent,,Sand 38 (Brown_L3L),23793
-17966,Absent,,Sand 39 (Brown_L4),24189
-17966,Absent,,Sand 40_1 (Brown L5),24435
-17966,Absent,,Sand 40_2 (Brown L5),24469
-17966,Absent,,Sand 40_3 (Brown L5),24498
-17966,Absent,,Sand 41 (Peach A),24874
-17966,Absent,,Stray sand (Below Pc A),25268
-17966,Absent,,Sand 43 (Peach C),25775
-17966,Absent,,Sand 44 (Peach D),25997
-17966,Absent,,Sand 45 (Peach E),26155
-18058,Absent,,Bul 0 Sand,15530
-18059,Absent,,Top of Salt,8374
-18058,Absent,,14000' Sand,16992
-18094,Absent,,K Sand,13272
-18094,Absent,,M Sand Top,13874
-18094,Absent,,M Sand Base,14018
-18094,Absent,,N Sand,14567
-18094,Absent,,M56B Sand Top,16721
-18094,Absent,,M56B Sand Base,16852
-18059,Absent,,Base of Salt / Top of Miocene,22308
-18059,Absent,,Oligocene,27743
-18059,Absent,,Eocene,29321
-18059,Absent,,Wilcox 1,29800
-18059,Absent,,Wilcox 2,30720
-18094,Absent,,J Sand,12879
-18098,Known,,E0,15506
-18098,Known,,E1,15629
-18098,Known,,F2,16687
-18098,Known,,G1,18404
-18098,Known,,G5,18701
-18098,Known,,H1,18804
-20463,Absent,,WB,4101
-18108,Absent,,J Sand,12879
-18108,Absent,,K Sand,13272
-20398,Known,25814.0,Norphlet,26049
-18110,Absent,,Bul 0 Sand,15432
-18108,Absent,,M Sand Top,13874
-18108,Absent,,M Sand Base,14018
-18108,Absent,,N Sand,14567
-18110,Absent,,Bul 1-0 Sand,15737
-18110,Absent,,14000' Sand,16992
-20463,Absent,,Blue,5671
-18108,Absent,,M56B Sand Top,16721
-18108,Absent,,M56B Sand Base,16852
-20400,Absent,,J Sand,14070
-20463,Absent,,Intra Blue,6096
-20463,Absent,,Sub-Blue,6828
-20463,Absent,,Salt top,14642
-20463,Absent,,Base Salt,26641
-20463,Absent,,VM80,29900
-20463,Absent,,Base VM 80,30916
-20473,Absent,,F-4,19669
-20473,Absent,,J-2,21292
-20485,Absent,,BUL Sand,13006
-20485,Absent,,O Sand,17195
-20485,Absent,,S Sand,18723
-20400,Absent,,K Sand,14720
-20400,Absent,,M Sand,15300
-20400,Absent,,M57 Sand,17213
-20400,Absent,,M56A Sand,17754
-20400,Absent,,M56B Sand,18027
-20400,Absent,,M56C Sand,18352
-20400,Absent,,Eocene,18733
-20412,Known,25814.0,Norphlet,26049
-20486,Known,25814.0,Norphlet,25795
-20624,Absent,,Top of Salt,9300
-20624,Absent,,Base of Salt,21672
-20695,Absent,,G-20 Sand,12397
-20624,Absent,,Upper Wilcox,27506
-20624,Absent,,Lower Wilcox,29181
-20704,Absent,,H-37,9895
-20704,Absent,,H-50 Top,10576
-20704,Absent,,H-50 Base,10746
-20704,Absent,,Top of Salt,12350
-20704,Absent,,Bottom of Salt,23467
-20704,Absent,,Middle Miocene - Serravallian,25567
-20704,Absent,,Langhian,26625
-20704,Absent,,Burdigalian,27585
-20704,Absent,,Oligocene,28931
-20704,Absent,,Lower Oligocene,29471
-20704,Absent,,Eocene,30123
-20704,Absent,,Lower Eocene,30303
-20704,Absent,,Middle Wilcox,30797
-20704,Absent,,CRETACEOUS,33007
-20705,Absent,,MB1A,23100
-20708,Known,28738.0,Norphlet,29354
-20735,Absent,,Base of Salt,26101
-20719,Absent,,Orange Sand,10668
-20719,Absent,,Blue Sand,11182
-20719,Absent,,Sub Blue Sand,11356
-20719,Absent,,Red Sand,11623
-20735,Absent,,Wilcox 1,30666
-20700,Absent,,P Sand,15360
-20700,Absent,,M-56U Sand,16210
-20735,Absent,,Wilcox 2,31458
-20700,Absent,,M-56L Sand,16418
-20700,Absent,,M-56C Sand,16523
-20735,Absent,,Wilcox 3,32045
-20730,Absent,,Top of Salt,7283
-20700,Absent,,M-55U Sand,16646
-20700,Absent,,M-55MD Sand,16855
-20730,Absent,,Base of Salt,16630
-20730,Absent,,A Objective Sand,20130
-20700,Absent,,M-55L Sand,16955
-20700,Absent,,M-48 Sand,17341
-20700,Absent,,Top of Pre-Miocene,17727
-20417,Absent,,Top of Salt,8165
-20730,Absent,,B Objective Sand,21450
-20730,Absent,,C Objective Sand,24150
-20730,Absent,,E Objective Sand,25450
-20735,Absent,,Wilcox 4,32553
-20417,Absent,,Base of Salt,12400
-20417,Absent,,Mid-Miocene (wet sand) - PZ01,14451
-20417,Absent,,Mid-Miocene (wet sand) - PZ02,14851
-20417,Absent,,Pink 4.3L (wet sand),22115
-20417,Absent,,Pink 5.0 (wet sand),22773
-20734,Absent,,Top of Salt,7283
-20734,Absent,,Base of Salt,16630
-20734,Absent,,A Objective Sand,20130
-20734,Absent,,B Objective Sand,21450
-20734,Absent,,C Objective Sand,24150
-20734,Absent,,E Objective Sand,25450
-20735,Absent,,Top of Salt,16031
-20736,Absent,,H-37,9895
-20736,Absent,,H-50 Top,10576
-20736,Absent,,H-50 Base,10746
-20736,Absent,,Top of Salt,12350
-20736,Absent,,Bottom of Salt,23467
-20736,Absent,,Middle Miocene - Serravallian,25567
-20736,Absent,,Langhian,26625
-20736,Absent,,Burdigalian,27585
-20736,Absent,,Oligocene,28931
-20736,Absent,,Lower Oligocene,29471
-20736,Absent,,Eocene,30123
-20736,Absent,,Lower Eocene,30303
-20736,Absent,,Middle Wilcox,30797
-20736,Absent,,CRETACEOUS,33007
-17664,Absent,,L Miocene 4,22381
-17664,Absent,,Oligocene,24181
-17664,Absent,,Eocene,25031
-17664,Absent,,U Wilcox,26081
-17664,Absent,,L Wilcox,27351
-17665,Absent,,Top of Salt ,19746
-17665,Absent,,Base of Salt,20453
-17665,Absent,,M14,24802
-17665,Absent,,M20,26111
-17691,Absent,,Top of Salt,8427
-17691,Absent,,Base of Salt,20200
-17691,Absent,,Miocene,21021
-17691,Absent,,Red and Blue Faults,22406
-17691,Absent,,Lower Miocene,22924
-17691,Absent,,Oligocene,25831
-17691,Absent,,Eocene,27315
-17691,Absent,,Wilcox 1,27815
-17691,Absent,,Wilcox 2,28848
-17750,Known,25030.0,Camden Hill Sands,13921
-17750,Known,25030.0,Base Camden Hill Sands,14852
-17750,Known,25030.0,Base Miocene,17667
-17750,Known,25030.0,Top Cretaceous,18101
-17750,Known,25030.0,Sligo ,20805
-17750,Known,25030.0,Cotton Valley,23210
-17750,Known,25030.0,Haynesville ,24193
-17750,Known,25030.0,Smackover,24646
-17750,Known,25030.0,Smackover Limestone ,25224
-17751,Absent,,Top of Salt,14775
-17751,Absent,,Base of Salt,21940
-17751,Absent,,Top M15B,29246
-17751,Absent,,Top M16,29600
-17329,Absent,,Top of Salt,8428
-17329,Absent,,Base of Salt,11640
-17329,Absent,,F-6 Sand,14235
-17329,Absent,,H-9 Sand,16070
-17906,Absent,,WATER BOTTOM,6551
-17906,Absent,,SALT (TOS),7947
-17906,Absent,,BOS,20203
-17906,Absent,,PM8,22260
-18267,Absent,,Top of Salt,8403
-18267,Absent,,Base of Salt,20167
-18267,Absent,,Oligocene,27804
-18267,Absent,,Eocene,28525
-18267,Absent,,Wilcox 1,29281
-18267,Absent,,Wilcox 2,30078
-18483,Absent,,Top Salt Finger 1,12170
-18483,Absent,,Base Salt Finger 1,12280
-17906,Absent,,OLIGACENE,27479
-17906,Absent,,UPPER WILCOX,29255
-17906,Absent,,LOWER WILCOX,30156
-17906,Absent,,CRETACEOUS,32586
-18483,Absent,,Top Salt Finger 2,13495
-18483,Absent,,Base Salt Finger 2,14711
-18483,Absent,,PPU,16521
-18483,Absent,,PMU,16680
-18483,Absent,,M71_Sd,17398
-18483,Absent,,M70_Sd,17618
-18483,Absent,,M68_Sd,17829
-18483,Absent,,M66_Sd,18012
-18483,Absent,,M58_Sd,18571
-18483,Absent,,M55_Lam_T,18930
-18483,Absent,,M55_Sd_T,18989
-18483,Absent,,M55_Ish_T,19145
-18483,Absent,,M54_Sd_T,19290
-18496,Absent,,Sand 1,12321
-18496,Absent,,Sand 2,12612
-18496,Absent,,Sand 3,13011
-18496,Absent,,Sand 4,13242
-18496,Absent,,Sand 5,13440
-18496,Absent,,Sand 6,13499
-18496,Absent,,Sand 7,13927
-18496,Absent,,Sand 8,14504
-18496,Absent,,Sand 9,14650
-18496,Absent,,Sand 10,14956
-18496,Absent,,Sand 11,15739
-18496,Absent,,Sand 12,15780
-18496,Absent,,Sand 13,15994
-18483,Absent,,M54_Lam_T,19481
-18483,Absent,,M53_Sd_T,19582
-18496,Absent,,none,0
-18496,Absent,,Sand 14 (M72),16066
-18496,Absent,,Sand 15,17511
-18496,Absent,,Sand 16,17558
-18496,Absent,,Sand 17,18101
-18496,Absent,,Sand 18,18412
-18496,Absent,,Sand 19,18466
-18496,Absent,,Sand 20,18883
-18496,Absent,,Sand 21 (M57),18922
-18496,Absent,,Sand 22,19736
-18496,Absent,,Sand 23,20022
-18496,Absent,,Sand 24,20166
-18496,Absent,,Sand 25,20449
-18496,Absent,,Sand 26,20924
-18496,Absent,,Sand 27,21077
-18496,Absent,,Sand 28,21218
-18496,Absent,,Sand 29,21488
-18496,Absent,,Sand 30,21850
-18496,Absent,,Sand 31,22206
-18496,Absent,,Sand 32,22343
-18496,Absent,,Sand 33,23009
-18496,Absent,,Sand 34,23185
-18496,Absent,,Sand 35,23462
-18496,Absent,,Sand 36,23672
-18496,Absent,,Sand 37,24165
-18556,Absent,,Salt Top,10734
-18556,Absent,,Salt Base,17537
-18556,Absent,,N (M72) Sand Top,19784
-18556,Absent,,O Sand Top,19869
-18556,Absent,,S Sand Top,21014
-18556,Absent,,V Sand Top,21873
-18556,Absent,,Lam (M54) Sand Top,22715
-18556,Absent,,CC Sand Top,23233
-18556,Absent,,DD Sand Top,23559
-18556,Absent,,EE Sand Top,23790
-18556,Absent,,FF Sand Top,23910
-18556,Absent,,GG Sand Top,24194
-18578,Known,22833.0,Camden Hill Sands,13813
-18578,Known,22833.0,Base Camden Hill Sands,14809
-18578,Known,22833.0,Base Miocene,17362
-18522,Absent,,WATER BOTTOM,6689
-18522,Absent,,TOP SALT,7790
-18556,Absent,,Miocene Carapace,9140
-18578,Known,22833.0,Top Cretaceous,17887
-18578,Known,22833.0,Sligo,20278
-18578,Known,22833.0,Cotton Valley,22319
-18592,Absent,,G Sand,15641
-18592,Absent,,G-0 Sand,16363
-18578,Known,22833.0,Haynesville,23638
-18578,Known,22833.0,Smackover,24088
-18578,Known,22833.0,Smackover Limestone,24497
-18578,Known,22833.0,Norphlet,24781
-18578,Known,22833.0,Repeat Smackover Limestone,25195
-18578,Known,22833.0,Repear Norphlet,25552
-18578,Known,22833.0,Base Repeated Norphlet,25883
-18590,Known,,Pleistocene 1.2,9397
-18590,Known,,Pleistocene 3.0,9991
-18590,Known,,Miocene 9.0,16700
-18590,Known,,Mid Miocene 12.2,20502
-18590,Known,,Fault 1,22232
-18590,Known,,Top Miocene Green Sands,23144
-18590,Known,,Miocene 13.2 (Top Pink),23852
-18590,Known,,Fault 2,24067
-18590,Known,,Miocene 14.3 (Top Peach),24482
-18590,Known,,Miocene 15.4 ((Peach),24712
-18590,Known,,Oligocene,24927
-18590,Known,,Cretaceous,25377
-18590,Known,,Fault 3,25573
-18590,Known,,Turonian (Eagle Ford),25862
-18590,Known,,Cenomanian (Tuscaloosa),26089
-18590,Known,,Tithonian (Cotton Valley),27200
-18590,Known,,Haynesville,27903
-18590,Known,,Smackover,28342
-18590,Known,,Norphlet,28650
-18590,Known,,Louann,30495
-18591,Absent,,G-20 Sand,12867
-18592,Absent,,G1A,16638
-18197,Absent,,Top of Salt,16006
-18197,Absent,,Base of Salt,21498
-18197,Absent,,M14,28006
-18197,Absent,,M20,30810
-18213,Absent,,Top of Salt,8374
-18213,Absent,,Base of Salt / Top of Miocene,22220
-18213,Absent,,Oligocene,27557
-18213,Absent,,Eocene,29174
-18213,Absent,,Wilcox 1,29640
-18213,Absent,,Wilcox 2,30581
-18225,Absent,,Top of Salt,11811
-18225,Absent,,Base of Salt,16352
-18225,Absent,,AA,16401
-18225,Absent,,B1,17206
-18225,Absent,,B2,17286
-18225,Absent,,C,17651
-18225,Absent,,D1,19930
-18225,Absent,,D2,20375
-18225,Absent,,Base D2,20980
-18226,Absent,,19000' Sand,20058
-18226,Absent,,19700' Sand,20863
-18226,Absent,,20000' Sand,21432
-18226,Absent,,21000' Sand,21921
-18245,Absent,0.0,B MARL,8721
-18245,Absent,0.0,B2,9853
-18245,Absent,0.0,C1,10760
-21692,Known,23677.0,Top Cretaceous,17491
-21692,Known,23677.0,Top Sligo,19313
-21674,Absent,,Fault #4,13106
-21674,Absent,,Fault #5,13356
-21692,Known,23677.0,Top Hosston,20530
-21692,Known,23677.0,Top Knowles,21327
-21692,Known,23677.0,Top Cotton Valley,21575
-21674,Absent,,Cris S Upper,13628
-21674,Absent,,Cris S Lower,14303
-22458,Absent,,UMK,25785
-21692,Known,23677.0,Top Haynesville,23066
-21692,Known,23677.0,Top Smackover Formation,23858
-22720,Absent,,M1U1,20730
-22720,Absent,,M1M,21481
-22720,Absent,,M2U,22739
-21692,Known,23677.0,Top Smackover Limestone,24355
-21692,Known,23677.0,Top Smackover Massive,24443
-21692,Known,23677.0,Top Norphlet,24660
-22720,Absent,,M3U1,24453
-22720,Absent,,M4,25332
-22720,Absent,,M5,25698
-22720,Absent,,M6U1,26069
-22720,Absent,,M6L2,27444
-22720,Absent,,M7U1,27781
-22720,Absent,,M7U2,27994
-22720,Absent,,M7U3,28317
-22720,Absent,,M8U,28635
-22720,Absent,,MBL1,29380
-22720,Absent,,MBL2,29464
-22720,Absent,,M9U,30494
-22720,Absent,,M9L,30671
-22720,Absent,,M10U,30820
-22720,Absent,,M10L,30978
-22907,Absent,,Top of Salt,8714
-22907,Absent,,Base of Salt,18329
-22907,Absent,,Miocene,20854
-22907,Absent,,Oligocene,25149
-22907,Absent,,Eocene,26187
-22907,Absent,,Wilcox 0,26850
-22907,Absent,,Wilcox 1,26897
-21719,Absent,,E0,14160
-21719,Absent,,F1,15420
-21719,Absent,,J1,22383
-22907,Absent,,Wilcox 2,27624
-23107,Absent,,Top of Salt,8574
-23107,Absent,,Base of Salt,13163
-23107,Absent,,Pleistocene 0.7,14486
-23107,Absent,,Pleistocene 1.0,15593
-23107,Absent,,Pleistocene 1.0b,15736
-23107,Absent,,Pleistocene 1.4,17039
-23107,Absent,,Pleistocene 1.5,17607
-23107,Absent,,Pleistocene 1.7,18010
-23107,Absent,,Teal,20219
-23107,Absent,,Orange,21060
-23107,Absent,,Maize,21421
-23107,Absent,,Brown,21776
-23107,Absent,,Green,22587
-23107,Absent,,Pink,23074
-23107,Absent,,Purple,23420
-23107,Absent,,Gray,23562
-23107,Absent,,Maroon,23796
-23108,Absent,,M3_2_Top,21072
-23108,Absent,,M3_1_Top,21369
-23108,Absent,,M3_SB,21820
-23108,Absent,,58 Fault,21849
-23108,Absent,,M6 Top,22202
-23108,Absent,,M6_SB,22715
-23108,Absent,,55 Fault,22783
-23108,Absent,,M7U Top,22916
-23108,Absent,,M7 Top,23190
-23108,Absent,,M7_L_Top,23591
-23108,Absent,,M7_SB,23722
-23108,Absent,,M8U_Top,23769
-23108,Absent,,M8 Top,24305
-23108,Absent,,M9U Top,24564
-23162,Absent,,Top of Salt,8574
-23162,Absent,,Base of Salt,13163
-23162,Absent,,Pleistocene 0.7,14486
-23162,Absent,,Pleistocene 1.0,15593
-23162,Absent,,Pleistocene 1.0b,15736
-23162,Absent,,Pleistocene 1.4,17039
-23162,Absent,,Pleistocene 1.5,17607
-23162,Absent,,Pleistocene 1.7,18010
-23162,Absent,,Teal,20219
-23162,Absent,,Orange,21060
-23162,Absent,,Maize,21421
-23162,Absent,,Brown,21776
-23162,Absent,,Green,22587
-23162,Absent,,Pink,23074
-23162,Absent,,Purple,23420
-23162,Absent,,Gray,23562
-23162,Absent,,Maroon,23796
-23352,Absent,,P1.1 Marl,6787
-23332,Absent,0.0,Salt,12272
-23332,Absent,0.0,W2.5 (AboveGold),23794
-23282,Absent,,PS90,3433
-23282,Absent,,PS77,4313
-23282,Absent,,PS70,5922
-23282,Absent,,PS50,8201
-23282,Absent,,PO60,10065
-23282,Absent,,TOS,10880
-23282,Absent,,BOS,20727
-23282,Absent,,LM37,21160
-23282,Absent,,LM33 Yellow,21766
-23282,Absent,,LM22,22229
-23282,Absent,,Fault 1,22766
-23282,Absent,,LM10 Orange,22829
-23282,Absent,,LM03,23511
-23282,Absent,,MM96 Red,24264
-23282,Absent,,MM87,24691
-23282,Absent,,Fault 2,25206
-23282,Absent,,MM77 Bronze,25225
-23282,Absent,,MM66,25930
-23282,Absent,,MM55 Lime,26758
-23282,Absent,,MM49,26958
-23282,Absent,,MM43,27107
-23282,Absent,,MM30,27258
-23282,Absent,,MM04 Orange,27752
-23282,Absent,,EM Orange Main Sand Top,28355
-23282,Absent,,EM Orange Minor Sand Top,28758
-23282,Absent,,EM84 Purple,29078
-23282,Absent,,EM Purple Main Sand Top,29584
-23282,Absent,,EM Purple Minor Sand Top,30116
-23282,Absent,,EM76 Pink,30279
-23282,Absent,,EM Pink Main Sand Top,30853
-23282,Absent,,EM Pink Minor Sand Top,31436
-23282,Absent,,EM67 Green ,31631
-23282,Absent,,EM Green Main Sand Top,32078
-23282,Absent,,EM Green Minor Sand Top,32637
-23282,Absent,,EM54 Yellow,32807
-23352,Absent,,B0,7453
-23332,Absent,0.0,W3 (Gold),23935
-23352,Absent,,B1,8443
-23352,Absent,,P3.3 Marl,9179
-23332,Absent,0.0,W3.5 (LowerGold),24108
-23332,Absent,0.0,W3.71 (Silver),24248
-23352,Absent,,D1,12047
-23352,Absent,,E0,13212
-23332,Absent,0.0,W4 (Pyrite),24385
-23332,Absent,0.0,W6 (BelowPyrite),24941
-23352,Absent,,E4,13574
-23444,Absent,,K Sand,9151
-23332,Absent,0.0,W7 (Antimony),25509
-23351,Absent,,"""J"" Sand",6218
-23351,Absent,,"""K"" Sand",6642
-23351,Absent,,"""K4"" Sand",6843
-23351,Absent,,"""L2"" Sand",7576
-23351,Absent,,"""M6"" Sand",7974
-23352,Absent,,Blue,5303
-23444,Absent,,M2 Sand,9401
-23444,Absent,,UM90 Sand,9981
-23444,Absent,,M63 Sand,10161
-23444,Absent,,M57 Sand,13289
-23444,Absent,,M56 Sand,14480
-23444,Absent,,Oligicene,15205
-23451,Absent,,Fault,6687
-23451,Absent,,Top of Salt,7956
-23451,Absent,,Base of Salt,23593
-23451,Absent,,M1,24057
-23451,Absent,,M2,25202
-23451,Absent,,M4.3,27982
-23452,Absent,,Fault 1,4207
-23452,Absent,,Fault 2,4456
-23452,Absent,,Fault 3,4660
-23452,Absent,,Fault 4,6669
-23452,Absent,,Top of Salt,7089
-23452,Absent,,Base of Salt,20981
-23452,Absent,,Miocene M72,21141
-23452,Absent,,Miocene M58,21558
-23452,Absent,,Miocene M55,22599
-23452,Absent,,17.0 Potential Fault,23722
-23452,Absent,,Miocene M20,23992
-21879,Absent,,MS Sand,12910
-21975,Absent,,FR18,10689
-21975,Absent,,FR20,11032
-21975,Absent,,FR22,12003
-22047,Known,23677.0,Top Camden Hill Sands,14070
-22047,Known,23677.0,Base Camden Hill Sands,14833
-21973,Known,23677.0,Top Camden Hill Sands,14070
-21973,Known,23677.0,Base Camden Hill Sands,14833
-21973,Known,23677.0,White Ash Sands,16082
-21973,Known,23677.0,Base Miocene,17107
-21973,Known,23677.0,Top Cretaceous,17517
-21973,Known,23677.0,Top Sligo,19370
-21973,Known,23677.0,Top Hosston,20677
-21973,Known,23677.0,Top Knowles,21475
-21973,Known,23677.0,Top Cotton Valley,21724
-21973,Known,23677.0,Top Haynesville,23095
-21973,Known,23677.0,Top Smackover Formation,23951
-21973,Known,23677.0,Top Smackover Limestone,24445
-24417,Absent,,Top Smackover Limestone,27248
-24417,Absent,,Top Smackover Massive,27414
-24417,Absent,,Top Pydol,27572
-24417,Absent,,Top Norphlet,27660
-24436,Absent,,Top Blue Unit,4313
-24436,Absent,,Top of Salt,7902
-24436,Absent,,Base of Salt,24946
-24436,Absent,,Middle Miocene 1,31674
-24436,Absent,,Middle Miocene 2,34257
-24436,Absent,,Lower Miocene,35989
-24436,Absent,,Top Oligocene,38241
-24471,Absent,,Top of Salt,8523
-24471,Absent,,Base of Salt,13341
-24471,Absent,,Pleistocene 0.7,14883
-24471,Absent,,Pleistocene 1.0,16240
-24471,Absent,,Pleistocene 1.0b,16405
-24471,Absent,,Pleistocene 1.4,17825
-24471,Absent,,Pleistocene 1.5,18475
-24471,Absent,,Pleistocene 1.7,19026
-24471,Absent,,Teal,21910
-24471,Absent,,Orange,23250
-24471,Absent,,Brown,25197
-24471,Absent,,Green,26441
-24471,Absent,,Red,26843
-24471,Absent,,Pink,27145
-24471,Absent,,Purple,27649
-24471,Absent,,Gray,27775
-24471,Absent,,Maroon,27892
-24471,Absent,,Navy,28478
-24477,Absent,,Salt Weld,19441
-24477,Absent,,Base of Salt,20744
-24477,Absent,,Orange A,21324
-24477,Absent,,Green A1,23325
-24477,Absent,,Green A2,23360
-24477,Absent,,Green B,23521
-24477,Absent,,Blue A,24983
-24477,Absent,,Blue B,25206
-24477,Absent,,Deep Fault,26501
-24477,Absent,,Purple,27173
-24477,Absent,,White A,27795
-24477,Absent,,White B,27910
-24477,Absent,,Gray,27986
-24490,Known,,Fault.1,4708
-24490,Known,,Fault.2,5253
-24490,Known,,Fault.3,5543
-24490,Known,,H60,6823
-24490,Known,,Fault.4,6883
-24490,Known,,H70,7578
-24490,Known,,Top Salt,8880
-24490,Known,,Inclusion Top,13434
-24490,Known,,Inclusion Bottom,14492
-24490,Known,,Base Salt,20021
-24490,Known,,M110,20548
-24490,Known,,M72,22038
-24490,Known,,M68,22478
-24490,Known,,M58,22781
-24490,Known,,M57,22991
-24490,Known,,Fault.5,23717
-24490,Known,,M55,23898
-24490,Known,,M54,24556
-24490,Known,,M48,25248
-24490,Known,,M20,25966
-24490,Known,,Fault.6,25973
-24490,Known,,M8,26523
-24520,Absent,,Top of Salt,11583
-24520,Absent,,Base of Salt,19510
-24520,Absent,,M1U1,20577
-24517,Absent,,Upper Wilcox,26896
-24517,Absent,,Lower Wilcox,28619
-24519,Absent,,M66,12225
-24520,Absent,,M1M,21281
-24520,Absent,,M1L1,21631
-24520,Absent,,M1L2,21808
