SN_APD,DRIVE_SIZE,DRIVE_DEPTH,Y_COORD_LOC,X_COORD_LOC,N_S_CODE,N_S_DISTANCE,E_W_CODE,E_W_DISTANCE,LATITUDE,LONGITUDE,SN_BOREHOLE_FK
-18398,30.0,574.0,-88427.03,1581378.029,N,5686,W,5451,28.41698611,-92.63520028,
-18398,30.0,574.0,-90770.554,1587635.518,S,4872,E,15473,28.41073694,-92.61566028,
-18400,26.0,1436.0,10208851.557,2546428.212,S,7892,E,3812,28.10328611,-90.18935722,
-18400,26.0,1436.0,10207945.001,2542346.0,S,6985,E,7894,28.1010535,-90.20207343,
-19458,36.0,4257.0,10499669.037,1247108.199,N,2251,E,4252,28.92664694,-88.22986639,
-19458,36.0,4257.0,10499772.808,1246568.234,N,2147,E,4792,28.92691694,-88.2315579,
-18018,36.0,1737.0,10084526.29063,1969189.115562,N,5554,W,5029,27.78626139,-91.9828525,
-18018,36.0,1737.0,10083489.973017,1969278.454181,N,6590,W,5118,27.78340815,-91.98260268,
-18029,36.0,4931.0,9815920.937761,1890402.746333,N,4879,W,5443,27.04874139,-92.23171,
-18029,36.0,4931.0,9807359.209256,1888719.309296,S,2399,W,3759,27.0252096,-92.23704266,
-18020,36.0,5840.0,10472996.233021,1311203.363446,S,2756,E,3517,28.85495639,-88.02874806,
-18020,36.0,5840.0,10474559.938435,1306387.188089,S,4320,W,7507,28.85914222,-88.04383889,
-18030,38.0,3958.0,10228885.171646,948562.288476,N,3755,E,1838,28.17037861,-89.14782028,
-18030,38.0,3958.0,10230642.575188,958421.42585,N,1997,E,7819,28.17568747,-89.11732558,
-19329,38.0,7035.0,9497640.036,1925361.972,N,6360,E,7118,26.17224722,-92.13092389,
-19329,38.0,7035.0,9501554.331,1930575.745,N,2446,E,1904,26.18292258,-92.11494216,
-18135,26.0,1436.0,10208851.557,2546428.212,S,7892,E,3812,28.10328611,-90.18935722,
-18135,26.0,1436.0,10207945.001,2542346.0,S,6985,E,7894,28.1010535,-90.20207343,
-18144,36.0,3001.0,10009934.696755,1828994.987168,N,945,W,7395,27.58352583,-92.41764611,
-18144,36.0,3001.0,10004813.830744,1836068.434432,N,6066,E,1372,27.56934167,-92.39588056,
-19330,36.0,6024.0,10236578.353,1123442.162,S,3938,E,1198,28.19897806,-88.60543611,
-19330,36.0,6024.0,10235682.035,1122748.995,S,3042,E,1891,28.1964875,-88.60755111,
-19461,20.0,700.0,10410893.499,2617022.635,S,4013,W,3423,28.65375556,-89.95477167,
-19461,20.0,700.0,10415119.925,2612205.924,S,8240,E,1394,28.66570444,-89.96943944,
-19678,38.0,7559.0,10379991.949,1313724.966,S,4792,E,995,28.59917083,-88.01838667,
-19678,38.0,7559.0,10379991.949,1313724.966,S,4792,E,995,28.59917083,-88.01838667,
-19640,26.0,1395.0,10209558.346,2538266.734,N,7242,W,3867,28.105745,-90.21460111,
-19640,26.0,1395.0,10207956.001,2542328.0,S,6996,E,7912,28.10108487,-90.20212843,
-19979,30.0,488.0,-20786.919,1768160.566,N,1292,W,2714,28.60749944,-92.05567528,
-19979,30.0,488.0,-21091.957,1762453.55,N,1597,E,2993,28.60656056,-92.07345,
-19986,36.0,4746.0,9927134.336,2433834.049,N,4546,E,5526,27.33549833,-90.55571,
-19986,36.0,4746.0,9922093.996,2440552.845,S,6254,W,1193,27.32127706,-90.53533339,
-19995,36.0,6700.0,10245137.012,1175798.024,N,3343,W,3638,28.22433083,-88.44320889,
-19995,36.0,6700.0,10245275.048,1177829.0,N,3205,W,5669,28.22477694,-88.43690694,
-20006,38.0,7574.0,10381987.967,1320941.977,S,6788,W,6222,28.60482889,-87.99594389,
-20006,38.0,7574.0,10383602.309,1326070.143,N,7438,E,4490,28.60938639,-87.98000028,
-20007,36.0,7307.0,10367078.593,1286754.108,S,7719,W,3714,28.56299028,-88.10207944,
-20007,36.0,7307.0,10366202.362,1285411.563,S,6842,W,2372,28.56054583,-88.10623722,
-20038,38.0,3653.0,10250086.825,939071.975,S,1607,W,4512,28.22820861,-89.1784475,
-20038,38.0,3653.0,10237618.421,939387.609,S,4978,W,4828,28.19394167,-89.17677222,
-20043,36.0,7330.0,10272705.689,1253603.417,N,7454,W,2243,28.30250667,-88.20242694,
-20043,36.0,7330.0,10274569.001,1253894.98,N,5591,W,2535,28.30764044,-88.20157836,
-20050,26.0,500.0,57680.258,2011424.964,N,104,E,4175,28.82526972,-91.29766,
-20050,26.0,500.0,57680.258,2011424.964,N,104,E,4175,28.82526972,-91.29766,
-20552,30.0,1961.0,10231482.955,2623647.994,N,1157,E,5792,28.16035333,-89.94830889,
-20808,36.0,1746.0,10142742.496,2321416.057,S,5142,E,7064,27.93403333,-90.89048944,
-20061,36.0,6700.0,10245137.012,1175798.024,N,3343,W,3638,28.22433083,-88.44320889,
-20061,36.0,6700.0,10245275.048,1177829.0,N,3205,W,5669,28.22477694,-88.43690694,
-20808,36.0,1746.0,10146303.241,2325208.827,N,7137,E,3271,27.94364408,-90.87855592,
-18138,36.0,4792.0,9925974.132976,2158313.470702,N,5706,W,4073,27.34458222,-91.4042175,
-18138,36.0,4792.0,9920799.03479,2159701.958349,S,4959,W,5462,27.3302975,-91.400145,
-18139,36.0,4931.0,9812880.89,1891959.109,N,7919,W,6999,27.04034972,-92.22698444,
-18139,36.0,4931.0,9807359.2,1888719.307,S,2399,W,3759,27.0252096,-92.23704266,
-18143,30.0,375.0,59382.434205,2227471.229841,S,1598,E,5775,28.82801667,-90.62305278,
-18143,30.0,375.0,63509.187819,2224049.461296,S,5725,W,6403,28.83942222,-90.63365833,
-18186,36.0,9038.0,9509582.945,1065460.66,S,5583,W,4181,26.1970475,-94.75384583,
-18186,36.0,9038.0,9505944.344,1062836.093,S,1944,W,1556,26.18693973,-94.76169817,
-18190,36.0,9882.0,9614262.647,2368003.082,N,617,W,7843,26.47851139,-90.77532139,
-18190,36.0,9882.0,9605577.301,2369642.028,S,6537,E,6358,26.45454722,-90.77077361,
-18822,36.0,4037.0,9972771.546,2422052.57,N,6428,E,1467,27.461605,-90.58925722,
-18822,36.0,4037.0,9971088.528,2425151.501,S,7729,W,1632,27.45681199,-90.57980741,
-18839,24.0,507.0,-22081.994,1738907.321,N,2587,E,4402,28.60339944,-92.14678806,
-18839,24.0,507.0,-23639.797,1739278.602,N,4145,E,4031,28.59912333,-92.14559694,
-18840,36.0,5674.0,9893240.293,2609599.061,N,6760,E,4001,27.23183333,-90.01726056,
-18840,36.0,5674.0,9899743.201,2604002.018,N,257,W,6242,27.25007056,-90.03399306,
-18842,36.0,4746.0,9922398.314,2436674.529,S,6558,E,2685,27.32232389,-90.5472525,
-18842,36.0,4746.0,9921999.001,2440510.999,S,6159,W,1151,27.32101816,-90.53546797,
-19314,36.0,6141.0,10448619.901,1293414.887,N,5780,E,5465,28.78746639,-88.08363222,
-19314,36.0,6141.0,10447758.028,1291856.012,N,6642,E,7024,28.78505639,-88.088475,
-19318,36.0,5535.0,9858020.466,2502601.18,S,5540,E,119,27.14163972,-90.34854389,
-19318,36.0,5535.0,9854392.207,2505934.669,S,1912,W,3215,27.13147167,-90.33853778,
-19338,36.0,9882.0,9612428.922,2368540.01,N,2451,E,7460,26.47344278,-90.77377778,
-19338,36.0,9882.0,9605608.975,2369756.041,S,6569,E,6244,26.45462889,-90.77042361,
-19341,36.0,3881.0,9998280.983,2558516.063,S,3241,E,7564,27.52379861,-90.16696361,
-19341,36.0,3881.0,9998280.983,2558516.063,S,3241,E,7564,27.52379861,-90.16696361,
-19445,36.0,6595.0,10367453.978,1224342.164,N,7746,W,4662,28.56230444,-88.29654167,
-19445,36.0,6595.0,10367017.004,1223215.958,S,7657,W,3536,28.56106889,-88.30003556,
-19625,36.0,4720.0,10186287.626,988738.498,S,1168,W,6658,28.05514028,-89.02096333,
-19625,36.0,4720.0,10186716.999,992528.0,S,1597,E,5392,28.05649346,-89.00923933,
-19626,38.0,7644.0,10383811.973,1326027.841,N,7228,E,4532,28.60996222,-87.9801375,
-19626,38.0,7644.0,10383811.973,1326027.841,N,7228,E,4532,28.60996222,-87.9801375,
-19680,26.0,1357.0,10208844.489,2543416.646,S,7884,E,6823,28.10345778,-90.19869111,
-19680,26.0,1357.0,10207961.001,2542350.001,S,7001,E,7890,28.10109722,-90.20205989,
-19684,36.0,6782.0,10324261.018,1230214.029,N,3419,E,5306,28.44366528,-88.27681667,
-19684,36.0,6782.0,10324261.018,1230214.029,N,3419,E,5306,28.44366528,-88.27681667,
-20382,36.0,719.0,-207981.839,2113101.475,N,497,W,3901,28.09434833,-90.98272417,
-20382,36.0,719.0,-205607.187,2109953.64,S,1878,W,754,28.1009028,-90.99246035,
-20412,36.0,7307.0,10367122.606,1286821.554,S,7763,W,3782,28.56311306,-88.10187056,
-20608,36.0,6944.0,10333504.986,1249584.043,S,5825,E,1776,28.46964611,-88.21682722,
-20607,36.0,3853.0,9984989.76,2437121.966,S,5790,E,2238,27.49438444,-90.54206833,
-20396,38.0,3380.0,10225595.007,919064.038,N,7045,W,344,28.15986583,-89.23915139,
-20398,36.0,7307.0,10367122.606,1286821.554,S,7763,W,3782,28.56311306,-88.10187056,
-20398,36.0,7307.0,10366120.316,1285285.897,S,6760,W,2246,28.56031694,-88.10662639,
-20412,36.0,7307.0,10366120.316,1285285.897,S,6760,W,2246,28.56031694,-88.10662639,
-20607,36.0,3853.0,9986168.182,2434674.152,S,6968,E,4686,27.49775745,-90.54954274,
-20608,36.0,6944.0,10333504.986,1249584.043,S,5825,E,1776,28.46964611,-88.21682722,
-18072,36.0,1737.0,10084526.29063,1969189.115562,N,5554,W,5029,27.78626139,-91.9828525,
-18072,36.0,1737.0,10083489.973017,1969278.454181,N,6590,W,5118,27.78340815,-91.98260268,
-18073,36.0,3939.0,9978420.702058,2432382.149752,N,779,E,6978,27.47658139,-90.55707917,
-18073,36.0,3939.0,9978356.950026,2431914.966997,N,843,E,7445,27.47643139,-90.55852306,
-18074,20.0,360.0,173370.867,2528108.913,S,7852,E,313,29.13293056,-89.679265,
-18074,20.0,360.0,176014.399,2530416.0,N,10346,W,1994,29.14010763,-89.67192004,
-18685,20.0,470.0,34814.176,1884884.135,N,3101,W,5061,28.76190111,-91.69254639,
-18685,20.0,470.0,34463.265,1883647.712,N,3452,W,3825,28.76092547,-91.69640109,
-18077,36.0,4447.0,9963857.975055,2562826.678193,S,498,E,3253,27.4289175,-90.1561075,
-18077,36.0,4447.0,9966743.500457,2566429.221636,S,3384,W,349,27.43662115,-90.14480741,
-18092,36.0,6620.0,10229376.986037,1160080.935343,N,3263,W,3761,28.18045722,-88.49141417,
-18092,36.0,6620.0,10223082.099276,1162327.124473,S,6282,W,6007,28.16321806,-88.48420278,
-18127,38.0,3535.0,10217138.909303,920815.200277,S,339,W,2095,28.13670472,-89.23323639,
-18127,38.0,3535.0,10225571.002071,919106.040683,N,7069,W,386,28.15980194,-89.23901972,
-18128,36.0,3939.0,9978420.702058,2432382.149752,N,779,E,6978,27.47658139,-90.55707917,
-18128,36.0,3939.0,9978356.950026,2431914.966997,N,843,E,7445,27.47643139,-90.55852306,
-18130,36.0,6620.0,10229376.986037,1160080.935343,N,3263,W,3761,28.18045722,-88.49141417,
-18130,36.0,6620.0,10223082.099276,1162327.124473,S,6282,W,6007,28.16321806,-88.48420278,
-18134,36.0,7348.0,9507452.969877,2143346.47055,S,3453,W,4946,26.19369806,-91.46587222,
-18134,36.0,7348.0,9512408.984181,2150675.345561,N,7431,E,3565,26.20709356,-91.44334157,
-18687,38.0,6936.0,9651706.141,2364199.684,S,5146,W,4040,26.5816675,-90.78496694,
-22933,38.0,4581.0,10172958.999,994840.001,S,3679,E,3080,28.01876461,-89.00137242,
-23057,36.0,3836.0,10006621.312,2558734.535,N,4259,E,7345,27.54670778,-90.16570167,
-23022,36.0,6663.0,10230259.626,1165787.988,N,2380,E,6372,28.18307694,-88.47373222,
-23023,36.0,4694.0,10490595.719,1279848.822,S,4516,E,3191,28.902585,-88.12723444,
-23023,36.0,4694.0,10487045.976,1287089.994,S,966,W,4050,28.89300806,-88.10449667,
-23057,36.0,3836.0,10003187.477,2558965.59,N,7693,E,7114,27.53725556,-90.16523167,
-23036,38.0,9859.0,9603546.967,2365626.031,S,4507,W,5466,26.44915444,-90.78315,
-24420,38.0,3608.0,10160942.03,833434.956,S,7502,E,6085,27.977535,-89.50063583,
-24421,36.0,7774.0,9460962.987,1948084.014,S,4483,E,236,26.07087667,-92.06243528,
-24421,36.0,7774.0,9463478.143,1949028.106,S,6998,W,708,26.07777972,-92.05950333,
-24422,38.0,3536.0,10233694.504,910709.861,S,1055,W,7830,28.18170833,-89.26553639,
-24422,38.0,3536.0,10225559.54,919063.973,N,7080,W,344,28.15976831,-89.23914956,
-24428,30.0,311.0,238411.939,2726915.814,S,4582,W,3066,29.30238056,-89.05267778,
-24428,30.0,311.0,237811.952,2727927.059,S,3982,W,4077,29.30067554,-89.04954341,
-24439,38.0,3608.0,10158674.723,844083.476,S,5235,W,4563,27.97189778,-89.46752194,
-24439,38.0,3608.0,10160942.03,833434.956,S,7502,E,6085,27.977535,-89.50063583,
-24489,38.0,7574.0,10383636.59,1326175.04,N,7403,E,4385,28.60948306,-87.97967417,
-24489,38.0,7574.0,10383658.201,1326201.67,N,7382,E,4358,28.60954311,-87.97959171,
-24493,36.0,3474.0,9911075.563,1309218.106,N,4764,E,5502,27.30897778,-94.02023333,
-24493,36.0,3474.0,9909005.004,1310227.024,N,6835,E,4493,27.30330333,-94.01707389,
-24552,36.0,3474.0,9911075.563,1309218.106,N,4764,E,5502,27.30897778,-94.02023333,
-24552,36.0,3474.0,9909005.004,1310227.024,N,6835,E,4493,27.30330333,-94.01707389,
-24591,36.0,3474.0,9911085.296,1309287.087,N,4755,E,5433,27.30900611,-94.02002111,
-24591,36.0,3474.0,9909001.415,1310233.94,N,6839,E,4486,27.30329361,-94.0170525,
-24605,30.0,520.0,-62210.995,2304780.517,N,4686,E,316,28.49213889,-90.38480639,
-24605,30.0,520.0,-58974.49,2306040.956,N,1450,W,945,28.50100892,-90.38080015,
-24847,38.0,9890.0,9610197.846,2368861.134,N,4682,E,7139,26.46729167,-90.77291472,
-24847,38.0,9890.0,9605545.485,2369796.967,S,6505,E,6203,26.45445233,-90.77030194,
-24852,24.0,425.0,281314.557,2780077.182,S,3235,E,2773,29.41732028,-88.88305833,
-24894,36.0,4746.0,9923689.155,2444163.559,S,7849,W,4804,27.32546611,-90.52412222,
-24894,36.0,4746.0,9922059.749,2440501.901,S,6220,W,1142,27.32118567,-90.53549228,
-24896,38.0,4594.0,10170639.042,976011.973,S,1359,E,6068,28.01152278,-89.05959,
-24896,38.0,4594.0,10171251.998,976168.014,S,1972,E,5912,28.01321556,-89.05913861,
-21725,36.0,3470.0,10334637.015,995885.964,S,6957,E,2034,28.46340194,-89.00643611,
-21725,36.0,3470.0,10333672.012,994367.031,S,5992,E,3553,28.46067861,-89.01111194,
-21737,38.0,3954.0,10239977.743,950895.591,S,7338,W,496,28.2009925,-89.14118861,
-21737,38.0,3954.0,10230643.133,958469.867,N,1997,E,7770,28.17569135,-89.1171753,
-21886,26.0,1384.0,10208682.544,2547728.895,S,7723,E,2511,28.10273889,-90.18533833,
-21886,26.0,1384.0,10207953.533,2542351.663,S,6994,E,7888,28.10107659,-90.20205527,
-21887,36.0,6178.0,10367350.649,1176887.015,N,7849,W,4727,28.56052722,-88.4443775,
-21887,36.0,6178.0,10363317.931,1174668.013,S,3958,W,2508,28.54936139,-88.45113806,
-22223,38.0,7103.0,9547427.726,1184755.541,N,4092,E,3244,26.30515444,-94.39128556,
-22223,38.0,7103.0,9549737.995,1180703.604,N,1782,E,7296,26.31139056,-94.40373111,
-22186,36.0,2244.0,10146021.513,2544882.346,N,7418,E,5358,27.93070722,-90.19862389,
-22186,36.0,2244.0,10146543.112,2544669.482,N,6897,E,5571,27.93215417,-90.19924556,
-22241,38.0,7103.0,9547427.726,1184755.541,N,4092,E,3244,26.30515444,-94.39128556,
-22241,38.0,7103.0,9549737.995,1180703.604,N,1782,E,7296,26.31139056,-94.40373111,
-22247,36.0,6735.0,10335012.391,1222150.588,S,7332,W,2471,28.47300167,-88.3022725,
-22247,36.0,6735.0,10332380.038,1224657.961,S,4700,W,4978,28.46583528,-88.29437917,
-22249,36.0,3071.0,10003968.414,1831556.722,N,6912,E,5883,27.56707528,-92.40982333,
-22249,36.0,3071.0,10005019.699,1836048.377,N,5860,E,1392,27.56990844,-92.39593938,
-22250,36.0,5962.0,9824245.677,2230201.719,S,3446,E,3238,27.06206528,-91.1873275,
-22250,36.0,5962.0,9822999.996,2226500.003,S,2200,E,6940,27.058785,-91.19875472,
-22253,38.0,8321.0,9479981.48,1020188.606,S,7661,W,6429,26.11386833,-94.8905725,
-22253,38.0,8321.0,9476338.214,1018812.348,S,4018,W,5052,26.10379111,-94.89460417,
-22255,26.0,1384.0,10208682.544,2547728.895,S,7723,E,2511,28.10273889,-90.18533833,
-22255,26.0,1384.0,10207953.533,2542351.663,S,6994,E,7888,28.10107659,-90.20205527,
-22256,38.0,7538.0,10385504.93,1312312.476,N,5535,E,2408,28.61430361,-88.02293611,
-22256,38.0,7538.0,10387074.632,1311294.424,N,3965,E,3426,28.61859778,-88.02615167,
-22279,38.0,5553.0,9654706.956,1130171.98,N,7693,W,5532,26.59859056,-94.56187778,
-22279,38.0,5553.0,9655134.04,1131572.004,N,7266,W,6932,26.5998125,-94.55760944,
-22285,38.0,5553.0,9654706.956,1130171.98,N,7693,W,5532,26.59859056,-94.56187778,
-22285,38.0,5553.0,9655134.04,1131572.004,N,7266,W,6932,26.5998125,-94.55760944,
-22287,36.0,6735.0,10335012.391,1222150.588,S,7332,W,2471,28.47300167,-88.3022725,
-22287,36.0,6735.0,10332380.038,1224657.961,S,4700,W,4978,28.46583528,-88.29437917,
-22305,36.0,1942.0,10200503.687,2611381.81,N,456,E,2218,28.07607222,-89.98871778,
-22305,36.0,1942.0,10201393.782,2613424.44,S,434,E,176,28.07837889,-89.98232167,
-22308,36.0,3071.0,10003968.414,1831556.722,N,6912,E,5883,27.56707528,-92.40982333,
-22308,36.0,3071.0,10005019.699,1836048.377,N,5860,E,1392,27.56990844,-92.39593938,
-22319,20.0,404.0,36266.02,1882741.985,N,1649,W,2919,28.76587472,-91.69924528,
-22319,20.0,404.0,34474.816,1883643.957,N,3440,W,3821,28.7609572,-91.69641292,
-22323,38.0,7103.0,9547427.726,1184755.541,N,4092,E,3244,26.30515444,-94.39128556,
-22323,38.0,7103.0,9549737.995,1180703.604,N,1782,E,7296,26.31139056,-94.40373111,
-22345,36.0,1883.0,10222087.482,2610968.7,S,5287,E,2631,28.13540778,-89.98834028,
-22345,36.0,1883.0,10209270.013,2615337.046,N,7530,W,1737,28.09989028,-89.97578972,
-22346,38.0,7725.0,10285048.99,1339186.026,S,4889,E,7214,28.33854861,-87.93672028,
-22346,38.0,7725.0,10285048.99,1339186.026,S,4889,E,7214,28.33854861,-87.93672028,
-22356,36.0,5962.0,9824245.677,2230201.719,S,3446,E,3238,27.06206528,-91.1873275,
-22356,36.0,5962.0,9822999.996,2226500.003,S,2200,E,6940,27.058785,-91.19875472,
-22502,36.0,3336.0,10238832.047,925932.617,S,6192,W,7213,28.19660778,-89.218595,
-22502,36.0,3336.0,10229012.367,924391.15,N,3628,W,5671,28.1695311,-89.22281994,
-22556,36.0,3489.0,10339924.042,996788.971,N,3596,E,1131,28.47798139,-89.00390083,
-22556,36.0,3489.0,10333684.997,994218.957,S,6005,E,3701,28.4607075,-89.01157333,
-18721,36.0,4534.0,10013563.484,2619851.844,S,2683,W,6252,27.56181111,-89.97675278,
-18721,36.0,4534.0,10013563.484,2619851.844,S,2683,W,6252,27.56181111,-89.97675278,
-18722,30.0,1961.0,10238180.782,2612555.55,S,5541,E,1044,28.17951972,-89.98218083,
-18722,30.0,1961.0,10231488.012,2623632.007,N,1152,E,5808,28.16036833,-89.94835806,
-19393,36.0,3230.0,9999389.581,1816380.288,S,4350,E,5220,27.55466694,-92.45674333,
-19292,36.0,8215.0,9485426.548,1017767.575,N,2733,W,4008,26.12875,-94.89819111,
-19293,38.0,4152.0,10224099.991,965975.021,S,7300,E,265,28.15805778,-89.09353722,
-19308,36.0,7478.0,10306099.492,1293929.106,N,5741,E,4951,28.39541958,-88.07801929,
-19293,38.0,4152.0,10229234.171,968142.451,N,3406,W,1902,28.17227806,-89.08708694,
-19393,36.0,3230.0,9996209.762,1820685.669,S,1170,E,914,27.54586448,-92.44349583,
-19302,30.0,692.0,-216113.881,1723826.421,N,2407,W,2654,28.06963194,-92.18925667,
-19302,30.0,692.0,-216109.882,1724428.418,N,2403,W,3256,28.06965528,-92.18739111,
-19308,36.0,7478.0,10305016.727,1291990.475,N,6823,E,6890,28.39239306,-88.08401972,
-19399,24.0,538.0,-32118.326,1637065.686,S,4492,W,4442,28.57342861,-92.4637575,
-19399,24.0,538.0,-30697.552,1638052.576,S,5913,W,5428,28.5773618,-92.46072739,
-19400,36.0,7478.0,10305016.727,1291990.475,N,6823,E,6890,28.39239306,-88.08401972,
-19400,36.0,7478.0,10306099.492,1293929.106,N,5741,E,4951,28.39541958,-88.07801929,
-20119,30.0,1961.0,10233184.983,2617379.972,S,545,W,3780,28.16546194,-89.96760889,
-20119,30.0,1961.0,10231482.316,2623626.505,N,1158,E,5813,28.16035306,-89.94837556,
-20331,36.0,4683.0,10485158.476,1289957.501,N,922,W,6918,28.88788917,-88.09547972,
-20331,36.0,4683.0,10487121.046,1287270.043,S,1041,W,4230,28.89321917,-88.10393611,
-24872,38.0,7878.0,10291951.098,1345866.367,N,4049,E,534,28.35767833,-87.91611194,
-24872,38.0,7878.0,10294102.029,1343694.993,N,1898,E,2705,28.36355028,-87.92291583,
-24898,38.0,7878.0,10291951.098,1345866.367,N,4049,E,534,28.35767833,-87.91611194,
-24898,38.0,7878.0,10294102.029,1343694.993,N,1898,E,2705,28.36355028,-87.92291583,
-24962,36.0,5766.0,9789642.398,2374096.709,S,522,E,1903,26.96051722,-90.74722194,
-24962,36.0,5766.0,9783469.981,2373376.005,N,5650,E,2624,26.94357889,-90.74977083,
-24965,36.0,6423.0,10234365.984,1162407.029,S,1726,W,6087,28.19425861,-88.48438333,
-24965,36.0,6423.0,10233164.122,1158620.139,S,524,W,2300,28.19082472,-88.49609361,
-23979,36.0,6028.0,10240695.0,1080887.001,N,7785,W,3767,28.20868611,-88.73772423,
-24007,26.0,272.0,133973.69,2383016.62,N,356,E,2211,29.02956472,-90.13495361,
-24007,26.0,272.0,137980.268,2386031.733,N,3281,W,804,29.04049485,-90.1253885,
-24009,24.0,580.0,-1005.954,1753088.635,S,3731,W,2400,28.66162028,-92.1030475,
-24009,24.0,580.0,758.35,1757221.316,S,5495,W,6533,28.66654722,-92.09020111,
-24010,36.0,3717.0,10055526.518,2517643.882,N,2873,E,916,27.68366167,-90.28909611,
-24010,36.0,3717.0,10054098.961,2518254.972,N,4301,E,305,27.67970083,-90.28730639,
-20378,36.0,7044.0,10335281.951,1264783.955,S,7602,E,2416,28.47494944,-88.16956556,
-20378,36.0,7044.0,10336908.951,1264117.036,N,6611,E,3083,28.47940722,-88.17169111,
-20389,30.0,670.0,248367.667,2895800.077,N,212,E,5050,29.31943444,-88.52223972,
-20389,30.0,670.0,249286.0,2890299.636,S,706,W,4200,29.32232901,-88.53942344,
-20435,36.0,7044.0,10335281.951,1264783.955,S,7602,E,2416,28.47494944,-88.16956556,
-20435,36.0,7044.0,10336908.951,1264117.036,N,6611,E,3083,28.47940722,-88.17169111,
-20469,38.0,7776.0,10385206.017,1344502.137,N,5834,E,1898,28.61420139,-87.92258194,
-20469,38.0,7776.0,10385321.754,1345535.313,N,5718,E,865,28.61454167,-87.91936389,
-20581,36.0,3333.0,10227203.164,919821.941,N,5437,W,1102,28.16432583,-89.23689222,
-20581,36.0,3333.0,10228981.998,924407.0,N,3658,W,5687,28.1694484,-89.22276904,
-20687,36.0,5254.0,9823791.222,1860290.169,S,2991,W,7010,27.07087389,-92.32412056,
-20687,36.0,5254.0,9822939.911,1855565.756,S,2140,W,2286,27.06860028,-92.33865611,
-20698,36.0,1690.0,10142906.207,2321425.345,S,5306,E,7055,27.93448306,-90.89045194,
-20698,36.0,1690.0,10146302.25,2325208.065,N,7138,E,3272,27.94364139,-90.87855833,
-20700,36.0,6189.0,10448619.901,1293414.887,N,5780,E,5465,28.78746639,-88.08363222,
-20700,36.0,6189.0,10447758.028,1291856.012,N,6642,E,7024,28.78505639,-88.088475,
-20817,36.0,7373.0,9517565.044,2150998.366,N,2275,E,3242,26.22126889,-91.4421675,
-20817,36.0,7373.0,9512580.027,2150600.031,N,7260,E,3640,26.20756667,-91.443565,
-24990,36.0,7037.0,10341150.308,1256814.072,N,2370,W,5454,28.49087667,-88.19455778,
-24990,36.0,7037.0,10336974.943,1263934.604,N,6545,E,3265,28.47958386,-88.17226106,
-25017,24.0,586.0,-66757.966,1927364.495,N,3183,W,2475,28.48290806,-91.55936389,
-25017,24.0,586.0,-61517.403,1923875.078,S,2057,E,1014,28.49729806,-91.57025611,
-25822,38.0,4370.0,10173924.744,946580.365,S,4645,E,3820,28.01916028,-89.15095333,
-25822,38.0,4370.0,10170218.88,942782.653,S,939,E,7617,28.00878566,-89.1625161,
-23197,26.0,1376.0,10208659.668,2544360.762,S,7700,E,5879,28.10289,-90.19577833,
-23197,26.0,1376.0,10207948.0,2542353.001,S,6988,E,7887,28.1010613,-90.20205152,
-23208,36.0,7443.0,9543761.824,2272606.184,N,7758,W,7486,26.28883139,-91.07009194,
-23208,36.0,7443.0,9546683.81,2264741.229,N,4836,E,379,26.29719,-91.09395944,
-23266,38.0,9654.0,9494601.982,1054180.003,S,6442,E,7100,26.15541111,-94.78761417,
-23317,30.0,506.0,-58078.292,1938511.382,S,5496,E,1400,28.50682944,-91.52472167,
-23514,38.0,7524.0,10385947.539,1317413.799,N,5092,W,2694,28.61564028,-88.00704528,
-23514,38.0,7524.0,10389109.177,1320642.108,N,1931,W,5922,28.62441222,-87.99706361,
-23266,38.0,9654.0,9497963.494,1057252.65,N,6037,E,4027,26.16477472,-94.77838861,
-23317,30.0,506.0,-53457.181,1937773.361,N,4381,E,2138,28.51953227,-91.52704313,
-23356,36.0,4008.0,10013046.721,2579950.36,S,2167,E,1970,27.56301611,-90.09982417,
-23356,36.0,4008.0,10012281.93,2578569.007,S,1402,E,3351,27.56100318,-90.10413894,
-23515,24.0,383.0,501529.485,3417650.667,S,2569,W,5215,29.13866,-94.55791722,
-23515,24.0,383.0,498686.51,3421388.293,N,273,E,6888,29.13045539,-94.54655606,
-23529,24.0,380.0,499272.539,3423611.65,S,313,E,4664,29.13183306,-94.53952667,
-23529,24.0,380.0,498669.999,3421394.81,N,290,E,6881,29.13040933,-94.54653763,
-23546,36.0,5723.0,9774937.11,2449521.589,S,1657,E,5678,26.91619667,-90.51668222,
-23546,36.0,5723.0,9780897.964,2448229.966,S,7618,E,6970,26.93265556,-90.520285,
-23743,26.0,1885.0,10509740.427,1113427.271,S,7820,W,4627,28.94987778,-88.64819722,
-23743,26.0,1885.0,10518058.999,1120644.0,S,299,E,3996,28.97302946,-88.62599143,
-23793,36.0,5305.0,9860633.046,2519347.885,N,7687,W,788,27.14783944,-90.29691611,
-23793,36.0,5305.0,9862818.975,2515159.758,N,5501,E,3400,27.15409583,-90.30964083,
-23887,24.0,511.0,-55993.292,1947058.481,N,6917,W,7147,28.51259889,-91.4981275,
-23887,24.0,511.0,-48512.5,1947808.091,S,564,E,7125,28.53317114,-91.49582717,
-24015,38.0,2931.0,10014823.107,1876111.556,S,3943,W,6992,27.59629028,-92.27206389,
