RIG_NAME,RIG_TYPE,NOTES
Seadrill West Vela,semi_submersible,Seadrill West Vela semi
T. O. F100,jack_up,Transocean F100 jack-up
T.O. AMIRANTE,jack_up,Transocean Amirante jack-up
T.O. HENRY GOODRICH,jack_up,Transocean Henry Goodrich jack-up
T.O. MARIANAS,jack_up,Transocean Marianas jack-up
TADCO 204,jack_up,TADCO jack-up rig
TEMPORARY WELL TEST EQUIPMENT,unknown,temporary equipment
TETRA,jack_up,Tetra jack-up rig
TETRA #7,jack_up,Tetra jack-up rig
TETRA - RIGLESS,unknown,Tetra rigless operation
TETRA -RIGLESS,unknown,Tetra rigless operation
TETRA 7,jack_up,Tetra jack-up rig
TETRA ARAPAHO,jack_up,Tetra Arapaho jack-up
TETRA DB-1,jack_up,Tetra DB-1 jack-up
TETRA P&A UNIT,unknown,Tetra P&A operation
TETRA RIG,jack_up,Tetra jack-up rig
TETRA RIG #7,jack_up,Tetra jack-up rig
TETRA RIG 7,jack_up,Tetra jack-up rig
TETRA WORKHORSE IV,jack_up,Tetra Workhorse IV jack-up
TETRA- RIGLESS,unknown,Tetra rigless operation
THE 100,jack_up,TODCO/RBF jack-up
THE 150,jack_up,TODCO/RBF jack-up
THE 152,jack_up,TODCO/RBF jack-up
THE 153,jack_up,TODCO/RBF jack-up
THE 156,jack_up,TODCO/RBF jack-up
THE 200,jack_up,TODCO/RBF jack-up
THE 201,jack_up,TODCO/RBF jack-up
THE 202,jack_up,TODCO/RBF jack-up
THE 203,jack_up,TODCO/RBF jack-up
THE 204,jack_up,TODCO/RBF jack-up
THE 205,jack_up,TODCO/RBF jack-up
THE 207,jack_up,TODCO/RBF jack-up
THE 250,jack_up,TODCO/RBF jack-up
THE 251,jack_up,TODCO/RBF jack-up
THE 252,jack_up,TODCO/RBF jack-up
THE 253,jack_up,TODCO/RBF jack-up
THE 75,jack_up,TODCO/RBF jack-up
THE 77,jack_up,TODCO/RBF jack-up
THE 78,jack_up,TODCO/RBF jack-up
THERALD MARTIN,jack_up,Noble Therald Martin jack-up
TIR VIKING,jack_up,Tor Viking typo
TO HORIZON,drillship,Transocean Horizon drillship
TO MARIANAS,jack_up,Transocean Marianas jack-up
TO MILLENNIUM,drillship,Transocean Millennium drillship
TO SPIRIT,semi_submersible,Transocean Spirit semi
TODCO  THE 152,jack_up,TODCO/RBF jack-up
"TODCO "" THE 152""",jack_up,TODCO/RBF jack-up
"TODCO ""THE 152""",jack_up,TODCO/RBF jack-up
"TODCO ""THE 201""",jack_up,TODCO/RBF jack-up
"TODCO ""THE 202""",jack_up,TODCO/RBF jack-up
"TODCO ""THE 250""",jack_up,TODCO/RBF jack-up
"TODCO ""THE 253""",jack_up,TODCO/RBF jack-up
TODCO ' THE 152',jack_up,TODCO/RBF jack-up
TODCO 'THE 152',jack_up,TODCO/RBF jack-up
TODCO -THE 253,jack_up,TODCO/RBF jack-up
TODCO 150,jack_up,TODCO jack-up rig
TODCO 156,jack_up,TODCO jack-up rig
TODCO 17,jack_up,TODCO jack-up rig
TODCO 175,jack_up,TODCO jack-up rig
TODCO 200,jack_up,TODCO jack-up rig
TODCO 201,jack_up,TODCO jack-up rig
TODCO 202,jack_up,TODCO jack-up rig
TODCO 203,jack_up,TODCO jack-up rig
TODCO 204,jack_up,TODCO jack-up rig
TODCO 204 - JACKUP RIG,jack_up,TODCO jack-up rig
TODCO 207,jack_up,TODCO jack-up rig
TODCO 250,jack_up,TODCO jack-up rig
TODCO 251,jack_up,TODCO jack-up rig
TODCO 253,jack_up,TODCO jack-up rig
TODCO 27,jack_up,TODCO jack-up rig
TODCO 48,jack_up,TODCO jack-up rig
TODCO 55,jack_up,TODCO jack-up rig
TODCO 64,jack_up,TODCO jack-up rig
TODCO 75,jack_up,TODCO jack-up rig
TODCO RBF 200,jack_up,TODCO/RBF jack-up
TODCO RBF 205,jack_up,TODCO/RBF jack-up
TODCO RBF 251,jack_up,TODCO/RBF jack-up
TODCO RBF 253,jack_up,TODCO/RBF jack-up
TODCO RIG #55,jack_up,TODCO jack-up rig
TODCO THE 150,jack_up,TODCO/RBF jack-up
TODCO THE 201,jack_up,TODCO/RBF jack-up
TODCO THE 204,jack_up,TODCO/RBF jack-up
TODCO THE 207,jack_up,TODCO/RBF jack-up
TODCO THE 75,jack_up,TODCO/RBF jack-up
TODCO/RBF 251,jack_up,TODCO/RBF jack-up
TOM JOBE,jack_up,Noble Tom Jobe jack-up
TOM TOBE,jack_up,Noble Tom Jobe typo
TOME JOBE,jack_up,Noble Tom Jobe typo
TONALA,jack_up,Chiles Tonala jack-up
TOR VIKING,jack_up,Tor Viking jack-up
TOR VIKING (SS),jack_up,Tor Viking jack-up
TSF 201,jack_up,TSF jack-up rig
TSF ENTERPRISE,jack_up,TSF Enterprise jack-up
UNCLE JOHN,support_vessel,Cal Dive Uncle John support vessel
UNSPECIFIED - DO NOT DELETE,unknown,unspecified generic entry
VALOR LIFT BOAT,lift_boat,Valor lift boat
W/EL,wireline_unit,wireline/electric line abbreviation
W/L,wireline_unit,wireline abbreviation
W/L UNIT,wireline_unit,wireline unit
WE/EL,wireline_unit,wireline/electric line abbreviation
WEATHERFORD WIRELINE,wireline_unit,Weatherford wireline
WFD 250,jack_up,Weatherford jack-up rig
WFD 300,jack_up,Weatherford jack-up rig
WFD 350,jack_up,Weatherford jack-up rig
WFD 400,jack_up,Weatherford jack-up rig
WIRELINE,wireline_unit,wireline unit
WIRELINE & CTU,wireline_unit,wireline with coiled tubing
WIRELINE UNIT,wireline_unit,wireline unit
WIRELINE UNIT / ELECTRIC LINE,wireline_unit,wireline with electric line
WIRELINE UNIT/COILED TUBING,wireline_unit,wireline with coiled tubing
WIRELINE UNIT/CT UNIT,wireline_unit,wireline with coiled tubing
WIRELINE UNIT/CTU,wireline_unit,wireline with coiled tubing
WIRELINE-EL,wireline_unit,wireline with electric line
WIRELINE/COIL TUBING,wireline_unit,wireline with coiled tubing
WIRELINE/COIL TUBING UNIT,wireline_unit,wireline with coiled tubing
WIRELINE/CTU,wireline_unit,wireline with coiled tubing
WIRELINE/EL,wireline_unit,wireline with electric line
WIRELINE/ELECTRIC LINE,wireline_unit,wireline with electric line
WIRELINE/ELECTRIC LINE UNIT,wireline_unit,wireline with electric line
WIRELINE/ELU,wireline_unit,wireline with electric line
WL,wireline_unit,wireline abbreviation
WL & CT UNITS,wireline_unit,wireline with coiled tubing
WL & CTU,wireline_unit,wireline with coiled tubing
WL / EL,wireline_unit,wireline with electric line
WL AND CTU,wireline_unit,wireline with coiled tubing
WL UNIT,wireline_unit,wireline unit
WL UNIT OPERATING OF DSV,wireline_unit,wireline on dive support vessel
"WL UNIT, LB SUPERIOR VALOR",wireline_unit,wireline on lift boat
WL/ ELECTRIC LINE,wireline_unit,wireline with electric line
WL/CT UNIT,wireline_unit,wireline with coiled tubing
WL/CTU,wireline_unit,wireline with coiled tubing
WL/E/,wireline_unit,wireline with electric line
WL/EL,wireline_unit,wireline with electric line
WL/EL UNITS,wireline_unit,wireline with electric line
WL/SL,wireline_unit,wireline with slickline
WL/SL UNIT,wireline_unit,wireline with slickline
WLP,wireline_unit,wireline abbreviation
WLU,wireline_unit,wireline unit abbreviation
WLU AND CTU,wireline_unit,wireline with coiled tubing
WLU/ CTU,wireline_unit,wireline with coiled tubing
WLY,wireline_unit,wireline abbreviation typo
WORK HORSE 4,jack_up,Workhorse 4 jack-up
WORKBOAT,support_vessel,workboat
WORKED OFF EB 159 A P/F,unknown,unclear designation
WORKER,jack_up,Diamond Worker jack-up
WORKHORSE #9,jack_up,Workhorse jack-up rig
WORKHORSE - IX,jack_up,Workhorse IX jack-up
WORKHORSE FOUR,jack_up,Workhorse 4 jack-up
WORKHORSE IX,jack_up,Workhorse IX jack-up
WUPERIOR P&A,unknown,Superior P&A typo
WYOMING,jack_up,Pride Wyoming jack-up
Wotan,semi_submersible,Wotan semi-submersible
\,unknown,garbage entry
],unknown,garbage entry
