"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-330523","-282443","22732","11694"
"-330524","-282443","25834","0"
"-330526","-282444","11656","0"
"-330527","-282444","18507","12224"
"-330765","-282570","20410","16136"
"-330718","-282556","10231","10200"
"-331391","-282911","21609","9484"
"-331393","-282911","27964","22500"
"-332063","-283343","13057","11194"
"-331878","-283216","12478","9859"
"-332059","-283342","3470","0"
"-331844","-283206","7123","0"
"-331851","-283210","7351","0"
"-331852","-283210","14840","7383"
"-334150","-284538","5630","0"
"-327874","-280961","17026","16584"
"-334242","-284672","6820","0"
"-334574","-284858","13084","10258"
"-334547","-284845","8146","0"
"-334933","-285073","19730","17972"
"-332981","-283851","4978","0"
"-332982","-283851","8326","7826"
"-331372","-282906","6519","0"
"-331373","-282907","5129","0"
"-331373","-282907","5257","0"
"-331373","-282907","6519","0"
"-323927","-278857","21134","9342"
"-325201","-279485","18228","10885"
"-325202","-279485","23395","17991"
"-327094","-280648","10515","0"
"-327120","-280656","21841","0"
"-327121","-280656","25490","21730"
"-328848","-281488","7436","0"
"-329813","-282055","4030","0"
"-330547","-282458","11041","0"
"-330548","-282458","11085","10619"
"-331226","-282828","25819","4217"
"-332465","-283602","8350","0"
"-331885","-283228","20459","0"
"-335149","-285218","18198","0"
"-348218","-294130","11031","0"
"-348220","-294130","18072","14879"
"-348087","-294081","14360","10160"
"-348733","-294385","12310","0"
"-353156","-297583","4315","0"
"-353157","-297583","9054","0"
"-353159","-297583","11238","9821"
"-352900","-297395","7391","0"
"-352648","-297268","14179","0"
"-357910","-301152","13274","0"
"-358289","-301508","11770","0"
"-361067","-303599","7285","0"
"-361709","-304008","3772","0"
"-361711","-304008","12778","0"
"-360767","-303304","9982","0"
"-360768","-303304","7564","0"
"-362160","-304268","10139","4588"
"-362161","-304268","20231","18743"
"-362161","-304268","20336","0"
"-363471","-304992","1495","0"
"-353568","-297852","5319","0"
"-353570","-297852","8214","5591"
"-352840","-297352","20582","0"
"-355360","-299006","8632","0"
"-355363","-299006","18610","14800"
"-356783","-300180","14411","13248"
"-358095","-301300","19119","3612"
"-358098","-301300","27128","0"
"-359146","-302139","16422","0"
"-363166","-304807","18583","11668"
"-363915","-305214","2136","0"
"-364279","-305586","9760","0"
"-361863","-304080","3915","0"
"-361866","-304080","17144","15099"
"-364737","-305805","7418","0"
"-364739","-305805","18522","12508"
"-364662","-305778","5820","0"
"-355143","-298883","15255","0"
"-355557","-296345","10186","6159"
"-357469","-300810","9542","0"
"-358568","-301702","4835","0"
"-361534","-303908","13471","10652"
"-361536","-303908","17066","0"
"-361540","-303908","21009","0"
"-361163","-303673","12504","0"
"-360969","-303537","850","0"
"-360971","-303537","9086","0"
"-361696","-304000","850","0"
"-360267","-302602","12936","9273"
"-361513","-303884","16694","0"
"-353377","-297695","20042","15995"
"-353381","-297695","19791","0"
"-356377","-299809","1488","0"
"-356263","-299753","6200","6155"
"-359912","-302748","14067","9913"
"-360530","-303133","8038","5591"
"-360309","-302992","7092","0"
"-358285","-301506","5115","0"
"-361326","-303760","17790","10658"
"-361328","-303760","17510","10493"
"-361328","-303760","23990","17510"
"-361329","-303760","17510","10493"
"-361500","-303900","15483","0"
"-362492","-304445","31300","28168"
"-353935","-298105","21453","12205"
"-353945","-298110","6391","0"
"-355505","-299085","21647","0"
"-356992","-300358","19252","15050"
"-355881","-299422","997","0"
"-355882","-299422","2813","0"
"-359261","-302269","13471","10652"
"-359262","-302269","14383","0"
"-359262","-302269","16926","0"
"-366165","-306573","7749","0"
"-366165","-306573","11724","0"
"-355040","-298845","7391","0"
"-355042","-298845","14224","11297"
"-355044","-298845","25052","23556"
"-355045","-298845","24984","24877"
"-355045","-298845","26797","24877"
"-351146","-296363","20387","14812"
"-355570","-296363","19958","6159"
"-355570","-296363","10186","6159"
"-356255","-299749","20035","0"
"-357058","-300427","14263","0"
"-357361","-300672","11930","0"
"-357362","-300672","13315","11517"
"-359465","-302410","950","0"
"-359466","-302410","3015","0"
"-361275","-303736","13262","7812"
"-361818","-304062","12180","13000"
"-354268","-298303","7923","0"
"-355004","-298840","7920","7821"
"-355004","-298840","7924","0"
"-355005","-298840","14997","0"
"-360052","-302838","9049","0"
"-361932","-304102","6676","0"
"-361936","-304102","22938","20990"
"-361938","-304102","26689","24105"
"-361939","-304102","21009","0"
"-360180","-302936","4419","0"
"-361569","-303922","5898","0"
"-361570","-303922","7285","0"
"-361571","-303922","8792","6867"
"-361577","-303922","9929","0"
"-358487","-301643","31283","29720"
"-362997","-304719","5321","0"
"-363003","-304719","21581","0"
"-363122","-304791","7687","0"
"-363123","-304791","10903","0"
"-363129","-304791","26689","24105"
"-362050","-304170","5320","0"
"-353202","-297618","14179","0"
"-357120","-300494","6833","3160"
"-362600","-304509","18137","0"
"-362433","-304388","4813","0"
"-364282","-305523","6370","0"
"-364080","-305287","3050","0"
"-364138","-305256","30930","20427"
"-363050","-304738","6215","0"
"-364673","-305780","11032","4422"
"-364675","-305780","9883","0"
"-364675","-305780","20459","0"
"-364676","-305781","4425","0"
"-364679","-305781","9883","0"
"-364742","-305782","15630","10685"
"-364744","-305783","6215","0"
"-364745","-305783","11032","4422"
"-364746","-305783","15630","10685"
"-364747","-305783","4555","0"
"-364747","-305783","26024","20444"
"-364135","-305356","6792","0"
"-364137","-305356","16960","12669"
"-351829","-296818","8920","0"
"-351829","-296818","10096","0"
"-351830","-296818","24444","0"
"-357157","-300531","7837","0"
"-357367","-300674","9300","5316"
"-357764","-301079","8136","0"
"-357765","-301079","22488","0"
"-359436","-302354","7408","7386"
"-359436","-302354","14480","0"
"-359436","-302354","24884","0"
"-359438","-302354","7600","0"
"-360138","-302915","3270","0"
"-360635","-303201","12587","10867"
"-360636","-303201","15700","9599"
"-362199","-304212","4245","2419"
"-362769","-304585","7388","0"
"-362770","-304585","23790","0"
"-354712","-298583","12805","0"
"-355817","-299388","15885","13945"
"-355879","-299419","15885","13945"
"-356127","-299624","3915","0"
"-340108","-288847","25043","0"
"-357434","-300780","801","0"
"-357456","-300780","16422","0"
"-357458","-300780","16300","12030"
"-358747","-301778","15110","0"
"-358747","-301778","17947","15110"
"-359396","-302381","8379","1983"
"-359401","-302381","18621","15110"
"-361819","-304062","19709","6902"
"-361868","-304081","9640","0"
"-361868","-304081","9982","0"
"-361869","-304081","7011","0"
"-361869","-304081","7564","0"
"-362585","-304503","14795","10025"
"-362586","-304503","19062","9552"
"-352338","-297134","7689","0"
"-352339","-297134","6391","0"
"-352500","-297134","19791","0"
"-352126","-296990","4000","0"
"-353492","-297827","4445","0"
"-352670","-297289","9105","0"
"-352672","-297289","10640","0"
"-352986","-297461","15877","11192"
"-353046","-297501","8840","0"
"-353501","-297831","9942","0"
"-411427","-333306","6774","0"
"-411574","-333385","30135","27390"
"-411249","-333198","14145","11697"
"-411250","-333198","13810","0"
"-411549","-333375","14145","11697"
"-411550","-333375","16857","0"
"-411552","-333375","20561","0"
"-411784","-333534","18852","0"
"-411778","-333533","10416","6502"
"-411824","-333650","7605","0"
"-411930","-333658","915","0"
"-412002","-333712","15688","7460"
"-412004","-333712","24072","0"
"-411912","-333667","5641","0"
"-369626","-308647","19105","12420"
"-368735","-308095","10995","0"
"-372082","-309994","29091","16476"
"-368916","-308215","11889","0"
"-368918","-308215","21135","0"
"-373007","-310546","9195","7143"
"-388159","-319234","9346","6155"
"-388161","-319234","19862","14510"
"-388162","-319234","22285","19599"
"-388164","-319234","19599","0"
"-388993","-319650","4998","0"
"-388368","-319327","1000","0"
"-388371","-319327","11400","7024"
"-394157","-322489","6774","0"
"-394293","-322588","4165","0"
"-386008","-318207","5085","0"
"-386014","-318207","19144","0"
"-386306","-318305","7708","0"
"-370365","-309081","20140","4429"
"-375858","-312383","3455","0"
"-375859","-312383","6513","0"
"-374836","-311734","19732","16750"
"-374837","-311734","10622","6704"
"-379635","-314804","5197","0"
"-380407","-315067","6240","0"
"-381776","-316184","9295","0"
"-403260","-328143","7975","7631"
"-403262","-328143","4887","0"
"-403262","-328143","10035","0"
"-405913","-329600","21501","14902"
"-401585","-327038","27771","0"
"-369270","-308445","7041","0"
"-372888","-310496","21927","18973"
"-371834","-309855","6748","0"
"-406354","-329898","5155","0"
"-405516","-329352","19688","13690"
"-406422","-329925","7687","0"
"-406425","-329925","14383","0"
"-406427","-329925","22938","20990"
"-406023","-329718","17723","12177"
"-396689","-324050","6959","4953"
"-396692","-324050","17850","12326"
"-397484","-324543","17867","0"
"-393630","-322218","11940","0"
"-411996","-333711","6240","0"
"-411999","-333711","24540","20706"
"-412103","-333766","2455","0"
"-412058","-333731","7470","0"
"-412060","-333731","20289","15701"
"-412152","-333816","12486","8807"
"-412153","-333816","15454","0"
"-412154","-333816","16065","15150"
"-412228","-333834","8132","0"
"-412082","-333755","13371","10230"
"-412267","-333851","8379","1983"
"-412291","-333851","17530","16598"
"-412292","-333851","15110","0"
"-412042","-333751","9158","5671"
"-412042","-333751","11793","0"
"-412042","-333751","12494","0"
"-374387","-311555","825","0"
"-385792","-318075","10942","5537"
"-385794","-318075","22383","19745"
"-389239","-319777","11027","0"
"-390045","-320093","6865","0"
"-390326","-320263","8500","0"
"-386311","-318305","28885","19144"
"-386811","-318538","19534","0"
"-394358","-322647","12039","10069"
"-394359","-322647","13787","9747"
"-394480","-322742","9069","0"
"-394120","-322483","5123","3506"
"-394120","-322483","7181","5123"
"-366927","-306993","18397","6878"
"-366669","-306846","18901","0"
"-366633","-306846","8402","0"
"-373415","-310860","3992","0"
"-373420","-310860","20126","14897"
"-373440","-310870","2622","0"
"-396561","-324005","900","0"
"-403763","-328418","6500","0"
"-406472","-329932","11766","0"
"-406477","-329932","24841","0"
"-406412","-329920","16859","13975"
"-406413","-329920","19205","0"
"-402631","-327734","10402","0"
"-402633","-327734","27771","0"
"-402634","-327734","26987","16013"
"-406458","-329938","10923","0"
"-404196","-328597","27771","0"
"-406563","-330030","16588","0"
"-369032","-308267","15181","11740"
"-371121","-309492","4790","0"
"-382674","-316661","25105","22521"
"-398050","-324819","9641","0"
"-399367","-325826","17653","0"
"-399368","-325826","11626","0"
"-399368","-325826","19053","0"
"-402585","-327697","4465","0"
"-402806","-327808","2658","0"
"-401254","-326836","4191","0"
"-403449","-328197","5364","0"
"-403452","-328197","9551","5736"
"-405965","-329586","7642","0"
"-399862","-326057","4956","0"
"-408074","-330904","6700","0"
"-408075","-330904","7020","6898"
"-408075","-330904","8602","6898"
"-408077","-330904","11710","0"
"-408078","-330904","23589","0"
"-372016","-309969","12487","0"
"-372016","-309969","14489","0"
"-372019","-309969","19294","0"
"-412566","-334141","19879","0"
"-412175","-333785","22879","22758"
"-412322","-333857","7170","0"
"-412860","-334282","6862","6656"
"-412627","-334146","7290","6000"
"-412657","-334159","8982","0"
"-412616","-334144","5123","3506"
"-412621","-334144","13371","10230"
"-412876","-334304","2425","0"
"-412881","-334304","16846","8481"
"-413179","-334577","4041","0"
"-384449","-317451","4477","0"
"-384452","-317451","8383","5593"
"-385789","-318071","19317","0"
"-388243","-319250","10888","0"
"-388245","-319250","16975","13961"
"-389435","-319869","12853","9991"
"-385227","-317853","5855","0"
"-393826","-322325","4170","0"
"-393829","-322325","9182","0"
"-394171","-322505","9480","0"
"-396917","-324201","4541","0"
"-396918","-324201","5479","0"
"-397188","-324378","5479","0"
"-397190","-324378","9660","0"
"-397502","-324503","5479","0"
"-398514","-325214","14946","0"
"-406564","-330030","19080","16350"
"-406573","-330033","18507","0"
"-406669","-330080","11541","6742"
"-406673","-330081","6742","0"
"-406741","-330111","5930","5026"
"-402343","-327524","8006","0"
"-371912","-309908","1052","0"
"-373331","-310766","31044","29683"
"-395856","-323593","5000","0"
"-403916","-328489","17723","12177"
"-406598","-330045","5322","0"
"-408078","-330904","23602","0"
"-363671","-305101","10619","0"
"-363673","-305101","16947","10209"
"-363674","-305102","10619","0"
"-369631","-308648","9994","8835"
"-369415","-308549","1403","0"
"-369571","-308635","8414","0"
"-375655","-312261","12751","0"
"-376277","-312641","3424","0"
"-379517","-314760","11365","10296"
"-396210","-323778","1223","0"
"-411130","-333159","550","0"
"-411130","-333159","15980","13509"
"-412313","-333855","19138","16704"
"-305532","-266552","8134","6881"
"-305534","-266552","17978","0"
"-305068","-266210","13861","12133"
"-305531","-266551","12576","18"
"-305587","-266576","901","0"
"-304981","-266183","7270","0"
"-304896","-266129","17020","14468"
"-304897","-266129","18249","16610"
"-305500","-266531","10411","0"
"-303967","-265642","1018","0"
"-304240","-265739","850","0"
"-304528","-265904","6463","0"
"-305715","-266730","3136","0"
"-305313","-266412","8447","0"
"-305317","-266412","25376","22316"
"-302774","-264847","19365","12364"
"-302777","-264847","13175","0"
"-305273","-266393","906","0"
"-304671","-265992","1406","0"
"-305623","-266634","12431","10426"
"-304221","-265733","7047","0"
"-305722","-266743","7576","0"
"-305725","-266743","16060","0"
"-305736","-266753","7297","0"
"-305736","-266753","7576","0"
"-305737","-266753","21066","7333"
"-305738","-266753","25640","0"
"-304647","-265980","20440","0"
"-304580","-265938","8740","0"
"-303050","-264988","21267","0"
"-303051","-264988","21376","0"
"-303621","-265373","8195","0"
"-304060","-265677","21267","0"
"-304148","-265702","13332","4094"
"-304769","-266055","7094","4580"
"-304770","-266055","10837","4870"
"-304471","-265838","16484","0"
"-303841","-265534","3635","1807"
"-302722","-264757","11964","8312"
"-302723","-264757","14263","0"
"-304692","-266015","1000","0"
"-305473","-266526","850","0"
"-305814","-266794","11588","0"
"-305124","-266255","5000","0"
"-305729","-266744","10500","8123"
"-305610","-266629","12853","9991"
"-304841","-266086","8415","0"
"-304841","-266086","20431","0"
"-305988","-266887","10470","0"
"-305989","-266887","6900","0"
"-305990","-266887","12576","18"
"-306028","-266909","10483","6878"
"-306029","-266909","13026","6878"
"-303921","-265625","5487","0"
"-305178","-266310","8183","0"
"-305179","-266310","20440","0"
"-305179","-266310","21438","0"
"-304773","-266056","3227","1515"
"-304778","-266056","18744","15819"
"-305484","-266528","4752","0"
"-305485","-266528","12269","4748"
"-305487","-266528","20621","19872"
"-305490","-266528","4859","4375"
"-304766","-266053","6272","0"
"-305020","-266194","7423","0"
"-305021","-266194","13347","7462"
"-305022","-266194","15623","0"
"-306048","-266932","20440","0"
"-305407","-266474","5426","0"
"-305327","-266418","9447","0"
"-302847","-264873","23790","19877"
"-304779","-266060","12244","0"
"-302346","-264588","3247","0"
"-304112","-265694","12855","9970"
"-305566","-266563","7914","0"
"-304939","-266154","7185","0"
"-304943","-266154","29188","21115"
"-303097","-265010","13498","0"
"-303098","-265010","16300","13267"
"-306247","-266303","4520","0"
"-306252","-266303","11172","4206"
"-305619","-266632","23073","8934"
"-305350","-266428","11369","8015"
"-303106","-265012","7497","0"
"-305269","-266388","14829","6468"
"-305718","-266732","15700","11750"
"-305687","-266687","11721","0"
"-305063","-266202","16110","0"
"-306087","-266948","3510","0"
"-300689","-263426","8700","8105"
"-306101","-266951","815","0"
"-306080","-266944","9510","0"
"-301252","-263796","8700","8105"
"-304157","-265305","21017","18709"
"-305466","-266524","860","0"
"-305467","-266524","5220","0"
"-305288","-266404","1018","0"
"-305290","-266404","10772","0"
"-304625","-265982","7800","1549"
"-306474","-266429","11405","0"
"-306474","-266429","28670","22095"
"-305218","-266353","13332","4094"
"-306263","-266756","4000","0"
"-306292","-267063","11810","0"
"-305929","-266866","13441","8037"
"-305527","-266550","10113","0"
"-306033","-266911","12641","0"
"-306503","-267193","7297","0"
"-306528","-267207","4796","0"
"-306529","-267207","7847","0"
"-306145","-266962","21023","15488"
"-306158","-266965","7470","0"
"-305678","-266689","6910","0"
"-305681","-266689","9295","0"
"-306610","-267253","12657","9903"
"-306417","-267133","4875","0"
"-306542","-267209","10884","8626"
"-305362","-266430","14797","12421"
"-305871","-266820","13968","11475"
"-306692","-267382","12853","9991"
"-306695","-267382","16500","13767"
"-306535","-267208","12379","12379"
"-306521","-267204","9645","0"
"-306577","-267232","12900","0"
"-304822","-266078","10966","6222"
"-306329","-267077","23073","8934"
"-306688","-267381","3865","0"
"-306687","-267381","940","0"
"-305852","-266815","8780","7224"
"-305855","-266815","14468","7217"
"-306309","-267069","18949","11935"
"-306310","-267069","19872","18372"
"-306312","-267069","25985","23465"
"-305991","-266889","7185","0"
"-305995","-266889","21134","9342"
"-306509","-267194","4643","0"
"-306111","-266958","21370","0"
"-305581","-266567","9481","0"
"-306490","-267189","7615","6022"
"-306791","-267461","6345","0"
"-306595","-267241","12940","0"
"-306751","-267435","10370","0"
"-306752","-267435","21066","7333"
"-306752","-267435","23277","0"
"-306753","-267435","25640","0"
"-306754","-267435","28707","24816"
"-305519","-266549","906","0"
"-305521","-266549","4795","0"
"-305789","-266779","4403","4330"
"-302389","-260410","21862","19237"
"-296267","-260410","7064","5577"
"-306835","-267482","12431","10426"
"-306827","-267478","4995","0"
"-302706","-264746","7358","6087"
"-302710","-264746","14155","13458"
"-306460","-267178","1812","0"
"-306889","-267503","24075","0"
"-306890","-267503","12000","8930"
"-304107","-265693","5179","0"
"-306628","-267270","7185","0"
"-306632","-267270","21134","9342"
"-306633","-267270","32260","28671"
"-306846","-267486","4000","0"
"-307119","-267551","14663","7098"
"-307119","-267551","20440","0"
"-307029","-267533","10232","0"
"-307201","-267584","3227","1515"
"-305249","-266371","12517","0"
"-307185","-267580","9487","5523"
"-307187","-267580","16505","13678"
"-306624","-267268","18087","0"
"-304056","-265675","12750","10097"
"-307348","-267690","10669","0"
"-307231","-267594","8134","6881"
"-307233","-267594","13026","6878"
"-307230","-267593","12576","18"
"-306556","-267222","18821","0"
"-305755","-266757","9953","0"
"-305686","-266691","19037","7864"
"-314677","-272366","9321","0"
"-335353","-285277","3719","0"
"-335208","-285235","12478","9859"
"-335760","-285642","2057","0"
"-336595","-286315","9308","0"
"-337196","-286734","15737","0"
"-337270","-286782","18833","9483"
"-316716","-273636","9321","0"
"-337243","-286046","17072","11660"
"-337243","-286046","17389","17072"
"-336283","-286046","5456","0"
"-336285","-286046","7366","6092"
"-336111","-285937","10055","0"
"-317465","-274211","6405","4545"
"-317466","-274211","11453","5651"
"-317975","-274617","11453","5651"
"-319027","-275372","4884","4545"
"-325252","-279558","12086","11198"
"-323417","-278588","14255","1533"
"-320153","-276226","10519","0"
"-324353","-279072","7094","4580"
"-324354","-279072","10837","4870"
"-324357","-279072","22882","14844"
"-317126","-273991","11656","0"
"-317126","-273991","12765","0"
"-317129","-273991","15015","0"
"-326314","-280235","11078","8476"
"-326834","-280497","1002","0"
"-326838","-280497","13537","10771"
"-324777","-279299","7822","5592"
"-322454","-277910","10496","0"
"-322457","-277910","28690","24463"
"-321790","-277471","4866","0"
"-321798","-277471","8053","0"
"-332987","-283852","4934","0"
"-333992","-284466","17971","12665"
"-334120","-284530","7276","0"
"-335019","-285125","21110","15693"
"-334682","-284915","5178","0"
"-334684","-284915","18516","0"
"-333163","-283968","7689","0"
"-334448","-284811","8207","0"
"-334449","-284811","9798","0"
"-333915","-279939","25695","0"
"-325780","-279939","10238","7158"
"-325782","-279939","24563","20356"
"-334576","-284860","823","0"
"-333089","-283918","9948","0"
"-333089","-283918","14509","0"
"-333090","-283918","22782","0"
"-333585","-284229","15002","0"
"-323678","-278714","2739","2034"
"-324913","-279387","2739","2034"
"-324914","-279387","6433","4113"
"-323308","-278468","29396","26728"
"-323675","-278710","14815","4575"
"-323677","-278710","26728","24093"
"-322794","-278157","0","0"
"-322797","-278157","12453","0"
"-322799","-278158","9560","0"
"-324299","-279038","6910","0"
"-324303","-279038","10884","8626"
"-324523","-279173","3082","0"
"-324525","-279173","6910","0"
"-324527","-279173","7800","1549"
"-322400","-277875","21964","0"
"-322414","-277875","24256","21655"
"-322754","-278135","6450","0"
"-322756","-278135","18275","6400"
"-324187","-278984","7436","0"
"-324416","-279098","24256","21655"
"-324412","-279098","7436","0"
"-324670","-279260","6728","4963"
"-324674","-279260","17970","12024"
"-325599","-279812","4992","0"
"-334591","-280642","24702","19605"
"-335286","-285020","12504","0"
"-335778","-285653","11321","7258"
"-335404","-285307","13321","5847"
"-335408","-285307","15598","0"
"-335325","-285267","11549","0"
"-335327","-285267","19947","0"
"-335693","-285606","3872","0"
"-333374","-284053","13961","9835"
"-333375","-284053","24262","0"
"-333377","-284053","23702","23722"
"-336753","-286396","7410","0"
"-336886","-286488","2020","0"
"-336741","-286392","1010","0"
"-336495","-286206","1050","0"
"-337646","-287121","4496","0"
"-337786","-287267","6792","0"
"-337465","-286986","13477","8658"
"-326724","-280466","21058","14799"
"-321234","-276912","22529","16083"
"-322464","-277913","21762","0"
"-327263","-280739","7054","0"
"-327266","-280739","18096","6469"
"-327267","-280739","17872","0"
"-327268","-280739","24484","15449"
"-327270","-280740","6531","0"
"-327270","-280740","8446","0"
"-327272","-280740","18096","6469"
"-327273","-280740","16164","0"
"-327273","-280740","21793","0"
"-323944","-278873","11032","4422"
"-323945","-278873","15630","10685"
"-323945","-278873","21327","0"
"-327887","-280965","4425","0"
"-327887","-280965","6215","0"
"-330271","-282316","17736","5176"
"-333663","-284288","14160","9564"
"-334835","-284988","15970","0"
"-333586","-284229","25805","22507"
"-334001","-284469","10978","0"
"-334935","-283974","7687","0"
"-334777","-284971","19605","12315"
"-333589","-284230","22648","18586"
"-333540","-284215","6285","0"
"-333542","-284215","20044","19444"
"-333848","-284387","26670","19635"
"-333849","-284387","11102","0"
"-334239","-284671","11102","0"
"-334239","-284671","29516","0"
"-334478","-284818","11808","7870"
"-319826","-276012","8070","0"
"-318259","-274753","4911","0"
"-323874","-274753","4565","4412"
"-320380","-276403","3718","0"
"-320382","-276403","9332","5767"
"-320383","-276403","13045","0"
"-325525","-279776","5861","0"
"-326590","-280366","5341","0"
"-327296","-280744","17502","6469"
"-327436","-280775","8446","0"
"-327438","-280775","17502","6469"
"-327438","-280775","18096","6469"
"-327439","-280775","24975","17872"
"-327440","-280775","24484","15449"
"-327440","-280775","0","0"
"-327446","-280776","29143","24460"
"-330149","-282261","10978","0"
"-324265","-279021","10873","10006"
"-334625","-284899","8011","0"
"-315930","-273107","6961","5775"
"-335917","-285753","380","0"
"-333064","-283899","8734","0"
"-333859","-284405","7096","0"
"-335386","-285316","5191","0"
"-335661","-285575","4477","0"
"-337056","-286629","1084","0"
"-337058","-286629","12976","0"
"-337293","-286792","8560","0"
"-321813","-277476","8070","0"
"-321816","-277476","20040","10160"
"-321817","-277476","19582","6866"
"-321828","-277478","25639","22137"
"-322609","-278061","20040","10160"
"-322610","-278061","22633","0"
"-322763","-278136","19762","0"
"-322763","-278136","22633","0"
"-325283","-279572","14383","12714"
"-329744","-282013","4978","0"
"-330389","-282379","16592","0"
"-329526","-281873","8731","0"
"-329527","-281873","14537","8236"
"-331674","-283085","10656","0"
"-331679","-283085","29185","27500"
"-331832","-283204","7239","0"
"-334713","-284943","19228","0"
"-334481","-284818","11102","0"
"-334481","-284818","20044","19444"
"-334559","-284850","13966","12224"
"-334562","-284850","30688","25330"
"-333017","-283866","5692","0"
"-333017","-283866","6215","0"
"-333019","-283866","21327","0"
"-332788","-283666","13481","0"
"-333395","-284077","2437","0"
"-353503","-297831","21059","22083"
"-353510","-297839","8840","0"
"-355172","-298894","4480","0"
"-355174","-298894","3786","0"
"-355176","-298894","3470","3268"
"-352246","-297093","9972","0"
"-356910","-300311","4975","0"
"-352972","-297431","14360","10160"
"-352973","-297431","16400","0"
"-352970","-297431","9305","0"
"-358007","-301259","4500","0"
"-359131","-302127","22672","0"
"-362235","-304285","1495","0"
"-362448","-304405","13098","7793"
"-363072","-304780","10753","0"
"-362859","-304633","21485","21056"
"-362860","-304633","27271","21465"
"-364874","-305876","500","0"
"-364875","-305876","10810","0"
"-364483","-305609","7285","0"
"-365096","-305968","5954","0"
"-365076","-305962","8089","0"
"-365036","-305953","8725","0"
"-352539","-297225","9105","0"
"-353085","-297519","14997","0"
"-353643","-297904","6096","0"
"-353644","-297904","8214","5591"
"-354308","-298291","7689","0"
"-354311","-298291","14406","0"
"-354311","-298291","16202","0"
"-353839","-297957","25529","24877"
"-355820","-299391","5025","0"
"-355964","-299500","11640","0"
"-355966","-299500","16782","15354"
"-354709","-298581","14892","0"
"-355609","-299251","4500","0"
"-355985","-299506","5736","0"
"-360365","-303029","1444","0"
"-360366","-303029","3915","0"
"-366656","-306863","6041","5743"
"-366656","-306863","10595","6041"
"-366659","-306863","9880","5793"
"-366661","-306863","23588","21222"
"-366479","-306799","12060","0"
"-366427","-306730","13531","0"
"-366429","-306730","23000","0"
"-364405","-305590","22425","20458"
"-353260","-297683","12924","0"
"-355262","-298961","12298","0"
"-355265","-298961","25052","23556"
"-357087","-300474","4480","0"
"-357088","-300474","5321","0"
"-357089","-300474","3786","0"
"-357091","-300474","15255","0"
"-357558","-300798","19599","0"
"-357822","-301097","6969","6878"
"-357823","-301097","15978","0"
"-356775","-300143","11197","0"
"-359684","-302586","4400","0"
"-356569","-299988","24286","0"
"-362576","-304478","22640","0"
"-364998","-305964","12648","0"
"-364999","-305964","21240","17993"
"-365082","-305964","26299","24698"
"-364858","-305883","18968","3684"
"-365191","-306045","11335","0"
"-364590","-305719","5504","0"
"-363876","-305232","1025","0"
"-362981","-304695","18397","6878"
"-362982","-304695","16608","0"
"-362983","-304695","26375","21717"
"-363582","-305041","6881","0"
"-356733","-300102","23500","17100"
"-356222","-299744","17211","15047"
"-356397","-299827","15074","13166"
"-356739","-300110","13274","0"
"-356740","-300110","15074","13166"
"-356919","-300316","4442","0"
"-357189","-300556","3084","0"
"-357190","-300556","16422","0"
"-357396","-300695","3510","0"
"-357398","-300695","11950","11129"
"-358618","-301721","8134","6881"
"-357546","-300894","5380","0"
"-358807","-301794","1026","0"
"-358813","-301794","9357","0"
"-358813","-301794","18367","0"
"-358814","-301794","33382","25590"
"-359228","-302214","11692","0"
"-362262","-304300","10602","0"
"-355801","-299381","12330","0"
"-361041","-303583","10313","8032"
"-361042","-303583","14747","0"
"-361475","-303853","17510","10493"
"-361476","-303853","17510","10493"
"-361772","-304034","23133","0"
"-361796","-304050","4763","0"
"-361799","-304050","23133","0"
"-362273","-304307","7693","0"
"-362278","-304307","4804","0"
"-362451","-304406","5270","0"
"-354604","-298531","7457","3895"
"-357954","-301251","12480","6708"
"-358110","-301304","29965","27128"
"-358111","-301304","31283","29720"
"-358894","-301913","31300","28168"
"-360044","-302836","9712","0"
"-360044","-302836","16608","0"
"-360045","-302836","24995","22236"
"-360647","-303227","9817","0"
"-360607","-303198","9712","0"
"-360642","-303204","11593","11084"
"-360985","-302634","9030","0"
"-360889","-303449","7687","0"
"-360890","-303449","6676","0"
"-355191","-298900","8813","0"
"-355196","-298900","26797","24877"
"-355211","-298919","6441","0"
"-356530","-299915","13495","0"
"-356531","-299915","23874","20300"
"-355923","-299469","9123","6350"
"-355802","-299382","1444","0"
"-358591","-301663","850","0"
"-358104","-301301","18485","14673"
"-363923","-305233","16588","6617"
"-363587","-305041","28345","21607"
"-362406","-304377","14779","6191"
"-365053","-305993","8120","0"
"-365482","-306209","7388","0"
"-365482","-306209","8120","0"
"-365482","-306209","8186","0"
"-365484","-306209","7749","0"
"-353039","-297499","8178","0"
"-352063","-296917","4961","0"
"-352233","-297087","19216","0"
"-351972","-296854","15912","0"
"-358261","-301463","15800","12677"
"-358432","-301612","7332","0"
"-360198","-302946","6345","0"
"-360200","-302946","16926","0"
"-360201","-302946","17066","0"
"-360201","-302946","21188","16737"
"-362880","-304645","10390","0"
"-362881","-304645","14496","9881"
"-362634","-304516","950","0"
"-362636","-304516","6370","0"
"-362646","-304521","9841","0"
"-363060","-304747","900","0"
"-363065","-304747","15926","13688"
"-363168","-304809","17397","9949"
"-354567","-298488","10000","0"
