Rank,Field    name,Field           Nickname,Disc          year,Water  depth  (feet),Field class,Field   type,Field               GOR     (SCF/STB),"Original  Reserves, Oil (MMbbl)","Original  Reserves, Gas (Bcf)","Original  Reserves, BOE (MMbbl)","Cumulative Production, Oil (MMbbl)","Cumulative Production, Gas (Bcf)","Cumulative Production, BOE (MMbbl)","Reserves, Oil (MMbbl)","Reserves, Gas (Bcf)","Reserves, BOE (MMbbl)"
674,HI507A,,1976,182,P,G,"999,999 ",0.0,54.8,9.8,0.0,54.8,9.8,0.0,0.0,0.0
675,WC028,,1972,24,P,G,"91,475 ",0.6,51.4,9.7,0.6,51.4,9.7,0.0,0.0,0.0
676,ST311,,2013,435,P,G,"9,296 ",3.6,33.5,9.6,1.2,10.0,3.0,2.4,23.5,6.6
677,MI651,,1984,106,P,G,"999,999 ",0.0,53.9,9.6,0.0,53.9,9.6,0.0,0.0,0.0
678,GB339,,2008,2180,P,G,0 ,0.0,53.3,9.5,0.0,35.9,6.4,0.0,17.4,3.1
679,SM252,,1978,23,P,G,"290,815 ",0.2,52.6,9.5,0.2,52.6,9.5,0.0,0.0,0.0
680,HI487A,,1982,168,P,G,"38,601 ",1.2,46.5,9.5,1.2,46.5,9.5,0.0,0.0,0.0
681,BA412,,1983,69,P,G,"341,781 ",0.2,52.3,9.5,0.2,52.3,9.5,0.0,0.0,0.0
682,EB157,,1976,956,P,G,"50,991 ",0.9,47.6,9.4,0.9,47.5,9.3,0.0,0.1,0.1
683,MC876,CALLISTO,2001,7787,P,G,"999,999 ",0.0,52.9,9.4,0.0,52.9,9.4,0.0,0.0,0.0
684,GA301,,1995,65,P,G,"53,677 ",0.9,47.2,9.3,0.9,47.2,9.3,0.0,0.0,0.0
685,GI020,,1978,57,P,O,"1,689 ",7.1,12.1,9.3,7.1,12.1,9.3,0.0,0.0,0.0
686,BA007A,FIJI,1969,122,P,G,"315,160 ",0.2,51.5,9.3,0.2,51.5,9.3,0.0,0.0,0.0
687,BA501,,1979,111,P,G,"334,747 ",0.2,51.2,9.3,0.2,51.2,9.3,0.0,0.0,0.0
688,HI576A,,1994,294,P,G,"20,049 ",2.0,40.5,9.2,2.0,40.5,9.2,0.0,0.0,0.0
689,DC134,DALMATIAN SOUTH,2012,6318,P,O,627 ,7.8,7.1,9.1,1.2,0.8,1.4,6.6,6.3,7.7
690,EB759,HARRIER,2003,4114,P,G,"395,857 ",0.1,50.3,9.1,0.1,50.3,9.1,0.0,0.0,0.0
691,HI341A,,1975,242,P,G,"999,999 ",0.0,51.3,9.1,0.0,50.6,9.0,0.0,0.7,0.1
692,WC331,,1977,69,P,G,"999,999 ",0.0,50.5,9.0,0.0,50.5,9.0,0.0,0.0,0.0
693,WC313,,1985,57,P,G,"346,838 ",0.1,49.9,9.0,0.1,49.9,9.0,0.0,0.0,0.0
694,HI105,,1984,45,P,G,"74,561 ",0.6,47.3,9.0,0.6,47.3,9.0,0.0,0.0,0.0
695,EC193,,1963,94,P,G,"186,695 ",0.3,49.3,9.0,0.3,49.3,9.0,0.0,0.0,0.0
696,GA239,,1990,58,P,G,"47,640 ",1.0,45.3,9.0,1.0,45.3,9.0,0.0,0.0,0.0
697,VR288,,1964,170,P,G,"93,060 ",0.5,47.4,9.0,0.5,47.4,9.0,0.0,0.0,0.0
698,GA303,,1985,64,P,G,"412,755 ",0.1,49.9,9.0,0.1,49.9,9.0,0.0,0.0,0.0
699,GC045,CINAMMON,1988,583,P,O,"4,675 ",4.9,22.8,8.9,4.9,22.8,8.9,0.0,0.0,0.0
700,HI389A,,1975,407,P,G,"178,456 ",0.3,48.5,8.9,0.3,48.5,8.9,0.0,0.0,0.0
701,GC141,SHAFT,2008,1016,P,O,"2,713 ",6.0,16.0,8.8,5.9,15.8,8.7,0.1,0.2,0.1
702,WC253,,1956,77,P,G,"674,984 ",0.1,48.3,8.7,0.1,48.3,8.7,0.0,0.0,0.0
703,EI028,,1985,16,P,G,"12,570 ",2.7,33.8,8.7,2.7,33.8,8.7,0.0,0.0,0.0
704,MC800,GLADDEN,2008,3116,P,O,"1,500 ",6.8,10.2,8.6,5.3,7.5,6.6,1.5,2.7,2.0
705,MU759,,1994,155,P,G,"276,757 ",0.2,46.7,8.5,0.2,46.7,8.5,0.0,0.0,0.0
706,MP202,,1986,174,P,G,"999,999 ",0.0,47.0,8.4,0.0,47.0,8.4,0.0,0.0,0.0
707,SS097,,1984,25,P,G,"70,199 ",0.6,43.1,8.3,0.6,43.1,8.3,0.0,0.0,0.0
708,MP120,,1977,127,P,G,"98,505 ",0.4,44.2,8.3,0.4,43.6,8.2,0.0,0.6,0.1
709,HI047,MADELEINE,2003,34,P,G,"509,770 ",0.1,46.3,8.3,0.1,46.3,8.3,0.0,0.0,0.0
710,EB642,BOOMVANG WEST,1999,3749,P,G,"65,852 ",0.6,42.5,8.3,0.6,42.2,8.2,0.0,0.3,0.1
711,MP098,,1984,81,P,G,"49,311 ",0.8,41.5,8.2,0.7,39.3,7.7,0.1,2.2,0.5
712,MP186,,1988,151,P,G,"286,092 ",0.2,45.2,8.2,0.2,45.2,8.2,0.0,0.0,0.0
713,VK742,PETRONIUS,1997,1192,P,G,"32,245 ",1.3,39.4,8.2,1.2,39.0,8.1,0.1,0.4,0.1
714,HI523A,,1980,232,P,G,"83,291 ",0.5,42.9,8.1,0.5,42.9,8.1,0.0,0.0,0.0
715,BA544,,1972,118,P,G,"237,580 ",0.2,44.4,8.1,0.2,44.4,8.1,0.0,0.0,0.0
716,EI300,,1979,199,P,G,"999,999 ",0.0,45.2,8.1,0.0,45.2,8.1,0.0,0.0,0.0
717,PL018,,1979,48,P,G,"108,301 ",0.4,43.4,8.1,0.4,39.2,7.3,0.0,4.2,0.8
718,SS128,,1990,58,P,O,"4,752 ",4.6,19.6,8.1,3.9,18.5,7.2,0.7,1.1,0.9
719,EB430,SW HORSESHOE,2000,2285,P,G,"1,585 ",6.2,9.9,8.1,5.6,5.8,6.7,0.6,4.1,1.4
720,EW998,,2009,1313,P,O,"1,280 ",6.5,8.3,8.0,5.2,6.8,6.4,1.3,1.5,1.6
721,MO952,,1984,70,P,G,0 ,0.0,44.8,8.0,0.0,44.8,8.0,0.0,0.0,0.0
722,HI244A,,1983,114,P,G,"999,999 ",0.0,45.0,8.0,0.0,45.0,8.0,0.0,0.0,0.0
723,VR313,,1975,208,P,G,"15,906 ",2.0,33.0,7.9,1.7,32.4,7.5,0.3,0.6,0.4
724,HI171A,,1987,61,P,G,"999,999 ",0.0,44.1,7.9,0.0,44.1,7.9,0.0,0.0,0.0
725,HI279A,,1974,179,P,G,"920,064 ",0.0,43.7,7.8,0.0,43.7,7.8,0.0,0.0,0.0
726,SS067,,1995,32,P,O,"4,463 ",4.3,19.4,7.8,4.3,19.4,7.8,0.0,0.0,0.0
727,EI048,,1990,22,P,G,"106,484 ",0.4,41.4,7.7,0.4,41.4,7.7,0.0,0.0,0.0
728,VR167,,1986,95,P,O,"2,064 ",5.7,11.7,7.7,5.7,11.7,7.7,0.0,0.0,0.0
729,DC004,DALMATIAN NORTH,2010,5822,P,O,996 ,6.5,6.4,7.6,5.2,5.2,6.1,1.3,1.2,1.5
730,VR200,,1969,110,P,G,"23,216 ",1.5,34.4,7.6,1.5,34.4,7.6,0.0,0.0,0.0
731,HI480A,,1973,156,P,G,"999,999 ",0.0,42.9,7.6,0.0,42.9,7.6,0.0,0.0,0.0
732,BS041,,2001,35,P,G,"40,092 ",0.9,37.1,7.5,0.9,37.1,7.5,0.0,0.0,0.0
733,MU831,,1975,166,P,G,"999,999 ",0.0,41.7,7.4,0.0,41.7,7.4,0.0,0.0,0.0
734,VR342,,1975,216,P,G,"6,941 ",3.3,23.0,7.4,2.8,22.0,6.7,0.5,1.0,0.7
735,HI166,,1984,52,P,G,"122,358 ",0.3,39.9,7.4,0.3,39.9,7.4,0.0,0.0,0.0
736,GA189,,1955,60,P,G,"7,654 ",3.1,23.7,7.3,3.1,23.7,7.3,0.0,0.0,0.0
737,EC038,,1975,40,P,G,"160,254 ",0.2,39.5,7.3,0.2,39.5,7.3,0.0,0.0,0.0
738,GB070,SEASTAR,1990,750,P,G,"934,799 ",0.0,40.0,7.2,0.0,40.0,7.2,0.0,0.0,0.0
739,EB421,LOST ARK,2001,2754,P,G,"839,956 ",0.0,40.2,7.2,0.0,40.2,7.2,0.0,0.0,0.0
740,HI167,,1987,51,P,G,"168,116 ",0.2,38.4,7.1,0.2,38.4,7.1,0.0,0.0,0.0
741,HI074,,1968,42,P,G,"129,546 ",0.3,38.4,7.1,0.3,38.4,7.1,0.0,0.0,0.0
742,ST077,,1982,63,P,O,"8,633 ",2.8,24.1,7.1,2.8,24.1,7.1,0.0,0.0,0.0
743,MI710,,1982,143,P,G,"390,285 ",0.1,38.9,7.0,0.1,38.9,7.0,0.0,0.0,0.0
744,EC121,,1986,77,P,G,"39,728 ",0.9,34.3,7.0,0.9,34.3,7.0,0.0,0.0,0.0
745,BS053,,1976,12,P,O,"2,963 ",4.6,13.5,7.0,4.6,13.5,7.0,0.0,0.0,0.0
746,HI131,KING OF THE HIL,1998,49,P,G,"208,377 ",0.2,38.5,7.0,0.2,38.5,7.0,0.0,0.0,0.0
747,HI037,RED PEPPER,1996,40,P,G,"500,467 ",0.1,39.0,7.0,0.1,39.0,7.0,0.0,0.0,0.0
748,EC257,,1971,157,P,G,"999,999 ",0.0,39.1,7.0,0.0,39.1,7.0,0.0,0.0,0.0
749,EW1006,MANTA RAY,1988,1851,P,O,"2,615 ",4.8,12.5,7.1,4.8,12.4,7.0,0.0,0.1,0.1
750,GI045,,1972,104,P,G,"70,580 ",0.5,36.1,6.9,0.5,36.1,6.9,0.0,0.0,0.0
751,WC615,,1995,295,P,G,"999,999 ",0.0,38.6,6.9,0.0,38.6,6.9,0.0,0.0,0.0
752,HI271A,,1974,155,P,G,"999,999 ",0.0,38.1,6.8,0.0,38.1,6.8,0.0,0.0,0.0
753,EI071,,1978,22,P,G,"34,426 ",0.9,32.6,6.8,0.9,32.6,6.8,0.0,0.0,0.0
754,ST264,,1983,203,P,G,"30,657 ",1.0,31.6,6.7,1.0,31.6,6.7,0.0,0.0,0.0
755,MI487,,1988,65,P,G,"515,129 ",0.1,37.3,6.7,0.1,37.3,6.7,0.0,0.0,0.0
756,BA376,,1986,60,P,G,"284,848 ",0.1,36.3,6.6,0.1,36.3,6.6,0.0,0.0,0.0
757,MI007A,,1977,192,P,G,"999,999 ",0.0,37.1,6.6,0.0,37.1,6.6,0.0,0.0,0.0
758,BA431,,1991,88,P,G,"310,536 ",0.1,35.6,6.5,0.1,35.6,6.5,0.0,0.0,0.0
759,SS078,,1982,22,P,G,"18,699 ",1.5,28.0,6.5,1.4,26.8,6.2,0.1,1.2,0.3
760,MC751,GOOSE,2002,1589,P,O,"1,500 ",5.1,7.7,6.5,1.2,3.3,1.8,3.9,4.4,4.7
761,EI159,,1972,74,P,G,"48,206 ",0.7,32.4,6.4,0.7,32.4,6.4,0.0,0.0,0.0
762,EI143,,2002,41,P,G,"27,025 ",1.1,30.0,6.4,1.1,30.0,6.4,0.0,0.0,0.0
763,BA397,,1991,85,P,G,"999,999 ",0.0,36.1,6.4,0.0,36.1,6.4,0.0,0.0,0.0
764,VK385,,1999,139,P,G,"581,178 ",0.1,35.7,6.4,0.1,35.7,6.4,0.0,0.0,0.0
765,EB597,BALBOA,2001,3352,P,O,"1,356 ",5.2,7.0,6.4,4.6,6.4,5.7,0.6,0.6,0.7
766,VR249,,1988,141,P,G,0 ,0.0,35.7,6.3,0.0,35.7,6.3,0.0,0.0,0.0
767,HI185A,,1984,65,P,G,"999,999 ",0.0,35.4,6.3,0.0,35.4,6.3,0.0,0.0,0.0
768,EC148,,1988,84,P,G,"61,319 ",0.5,32.0,6.2,0.5,32.0,6.2,0.0,0.0,0.0
769,EI173,,1983,81,P,O,"1,088 ",5.1,5.7,6.1,4.8,5.3,5.7,0.3,0.4,0.4
770,SS263,,1984,173,P,G,"63,930 ",0.5,32.1,6.2,0.5,32.1,6.2,0.0,0.0,0.0
771,GA252,,1990,63,P,G,"372,268 ",0.1,34.4,6.2,0.1,34.4,6.2,0.0,0.0,0.0
772,HI133,MAZDA,1999,46,P,G,"132,760 ",0.3,33.7,6.2,0.3,33.7,6.2,0.0,0.0,0.0
773,ST127,,2013,83,P,G,"71,202 ",0.4,31.7,6.1,0.3,21.7,4.2,0.1,10.0,1.9
774,WC607,,1978,284,P,G,"999,999 ",0.0,34.2,6.1,0.0,34.2,6.1,0.0,0.0,0.0
775,VR398,,1993,381,P,O,"6,073 ",2.9,17.9,6.1,2.9,17.9,6.1,0.0,0.0,0.0
776,MP164,,1984,135,P,G,"999,999 ",0.0,33.9,6.0,0.0,33.9,6.0,0.0,0.0,0.0
777,WC095,,1971,36,P,G,"117,881 ",0.3,32.4,6.0,0.3,32.4,6.0,0.0,0.0,0.0
778,ST197,,1988,121,P,G,"19,177 ",1.4,26.0,6.0,1.4,26.0,6.0,0.0,0.0,0.0
779,EI294,,1977,207,P,G,"999,999 ",0.0,33.5,6.0,0.0,33.5,6.0,0.0,0.0,0.0
780,SM018,,1989,79,P,G,"17,410 ",1.4,25.7,6.1,1.3,17.2,4.4,0.1,8.5,1.7
781,MP243,,1984,191,P,G,"100,496 ",0.3,31.6,5.9,0.3,31.6,5.9,0.0,0.0,0.0
782,MC445,DIAMOND,1992,2095,P,G,"206,835 ",0.2,32.3,5.9,0.2,32.3,5.9,0.0,0.0,0.0
783,VR153,,1982,84,P,G,"27,478 ",1.0,27.6,6.0,0.4,23.2,4.6,0.6,4.4,1.4
784,WC370,,1980,73,P,G,"999,999 ",0.0,32.8,5.9,0.0,32.8,5.9,0.0,0.0,0.0
785,MP111,,1966,93,P,G,"999,999 ",0.0,32.4,5.8,0.0,32.4,5.8,0.0,0.0,0.0
786,WC661,,1973,457,P,O,703 ,5.2,3.6,5.8,5.2,3.6,5.8,0.0,0.0,0.0
787,GA395,,1995,89,P,G,"999,999 ",0.0,32.7,5.8,0.0,32.7,5.8,0.0,0.0,0.0
788,SM016,,1966,83,P,O,"9,286 ",2.1,19.9,5.7,2.1,19.9,5.7,0.0,0.0,0.0
789,VK873,EINSET,1988,3584,P,G,"999,999 ",0.0,32.0,5.7,0.0,32.0,5.7,0.0,0.0,0.0
790,ST245,,1966,197,P,G,"29,767 ",0.9,26.2,5.6,0.9,26.2,5.6,0.0,0.0,0.0
791,GB240,MUSTIQUE,1989,836,P,G,"106,626 ",0.3,30.0,5.6,0.3,30.0,5.6,0.0,0.0,0.0
792,EC347,GARNET,1976,286,P,G,"41,829 ",0.7,27.7,5.6,0.7,27.7,5.6,0.0,0.0,0.0
793,ST146,,1978,93,P,G,"256,754 ",0.1,31.0,5.6,0.1,31.0,5.6,0.0,0.0,0.0
794,GA379,,1990,76,P,G,"136,680 ",0.2,29.9,5.5,0.2,29.9,5.5,0.0,0.0,0.0
795,WC599,,1987,265,P,G,"80,848 ",0.4,28.9,5.5,0.4,28.9,5.5,0.0,0.0,0.0
796,GA131A,,1977,175,P,G,"999,999 ",0.0,30.6,5.5,0.0,30.6,5.5,0.0,0.0,0.0
797,GA273,,1990,64,P,G,"615,710 ",0.0,30.0,5.4,0.0,30.0,5.4,0.0,0.0,0.0
798,WC264,,1977,81,P,G,"999,999 ",0.0,29.9,5.4,0.0,29.9,5.4,0.0,0.0,0.0
799,ST139,,1998,62,P,G,"51,807 ",0.5,27.1,5.3,0.5,27.1,5.3,0.0,0.0,0.0
800,ST221,,1984,157,P,G,"93,878 ",0.3,27.8,5.3,0.3,27.8,5.3,0.0,0.0,0.0
801,MI588,,1987,82,P,G,"358,343 ",0.1,29.4,5.3,0.1,29.4,5.3,0.0,0.0,0.0
802,DC048,DALMATIAN,2008,5876,P,G,"999,999 ",0.0,30.0,5.3,0.0,30.0,5.3,0.0,0.0,0.0
803,EC378,,1985,445,P,G,"910,299 ",0.0,29.7,5.3,0.0,29.7,5.3,0.0,0.0,0.0
804,WD065,,1997,135,P,G,"999,999 ",0.0,29.9,5.3,0.0,29.9,5.3,0.0,0.0,0.0
805,GC490,WIDE BERTH,2009,3714,P,O,"9,300 ",1.9,18.3,5.2,1.2,14.0,3.7,0.7,4.3,1.5
806,EC360,,1986,316,P,G,"4,318 ",3.0,12.7,5.2,2.8,11.0,4.7,0.2,1.7,0.5
807,MP112,,1962,58,P,G,"47,640 ",0.5,25.9,5.2,0.5,25.9,5.2,0.0,0.0,0.0
808,MP163,,1984,114,P,G,"108,283 ",0.2,27.0,5.1,0.2,27.0,5.1,0.0,0.0,0.0
809,VR107,,1984,61,P,G,"17,240 ",1.2,21.7,5.1,1.1,21.6,5.0,0.1,0.1,0.1
810,MC322,,1984,621,P,G,"132,964 ",0.2,27.5,5.1,0.2,27.5,5.1,0.0,0.0,0.0
811,VK1003,IDA/FASTBALL,2007,4914,P,G,"18,256 ",1.2,21.9,5.1,1.2,21.9,5.1,0.0,0.0,0.0
812,MU754,,1985,93,P,G,"483,896 ",0.1,28.5,5.1,0.1,28.5,5.1,0.0,0.0,0.0
813,EI085,,1984,25,P,O,"8,034 ",2.1,16.9,5.1,2.1,16.9,5.1,0.0,0.0,0.0
814,GC448,CONDOR,2008,3266,P,O,"1,528 ",4.0,6.1,5.0,4.0,6.1,5.0,0.0,0.0,0.0
815,GC137,,2004,1173,P,G,"935,051 ",0.0,27.8,5.0,0.0,27.8,5.0,0.0,0.0,0.0
816,HI273A,,1973,165,P,G,"999,999 ",0.0,28.2,5.0,0.0,28.2,5.0,0.0,0.0,0.0
817,BA494,,1984,82,P,G,"26,407 ",0.9,22.6,4.9,0.9,22.6,4.9,0.0,0.0,0.0
818,GA333,,1988,66,P,G,"178,106 ",0.2,26.9,4.9,0.2,26.9,4.9,0.0,0.0,0.0
819,SM255,,1984,23,P,G,"330,421 ",0.1,27.0,4.9,0.1,27.0,4.9,0.0,0.0,0.0
820,MO820,,1994,55,P,G,0 ,0.0,27.4,4.9,0.0,27.4,4.9,0.0,0.0,0.0
821,MP261,,1996,286,P,O,"43,555 ",0.6,24.5,4.9,0.6,24.5,4.9,0.0,0.0,0.0
822,MI565,,1980,76,P,G,"591,883 ",0.0,27.5,4.9,0.0,27.5,4.9,0.0,0.0,0.0
823,WC315,,1982,65,P,G,"999,999 ",0.0,27.6,4.9,0.0,27.6,4.9,0.0,0.0,0.0
824,EC213,,1982,111,P,G,"189,642 ",0.1,26.0,4.8,0.1,26.0,4.8,0.0,0.0,0.0
825,VK986,,1988,871,P,G,0 ,0.0,26.8,4.8,0.0,26.8,4.8,0.0,0.0,0.0
826,SS321,,1984,316,P,G,"82,370 ",0.3,25.3,4.8,0.3,25.3,4.8,0.0,0.0,0.0
827,VR202,,1973,106,P,G,"939,088 ",0.0,26.8,4.8,0.0,26.8,4.8,0.0,0.0,0.0
828,MI687,,1979,86,P,G,"999,999 ",0.0,26.7,4.8,0.0,26.7,4.8,0.0,0.0,0.0
829,MP308,,1983,289,P,G,884 ,4.2,3.7,4.8,3.9,3.6,4.5,0.3,0.1,0.3
830,GA320,,1985,72,P,G,"67,987 ",0.4,25.0,4.8,0.4,25.0,4.8,0.0,0.0,0.0
831,ST225,,1985,178,P,G,"999,999 ",0.0,26.6,4.7,0.0,26.6,4.7,0.0,0.0,0.0
832,WC598,,1997,257,P,G,"999,999 ",0.0,26.4,4.7,0.0,26.4,4.7,0.0,0.0,0.0
833,MC299,SEVENTEEN HANDS,2001,5881,P,G,"494,873 ",0.1,26.3,4.7,0.1,26.3,4.7,0.0,0.0,0.0
834,EC267,,1985,158,P,G,"171,950 ",0.1,25.7,4.7,0.1,25.7,4.7,0.0,0.0,0.0
835,VR193,,1963,105,P,G,"23,726 ",0.9,21.5,4.7,0.9,21.5,4.7,0.0,0.0,0.0
836,MU782,,1984,145,P,G,"999,999 ",0.0,26.6,4.7,0.0,26.6,4.7,0.0,0.0,0.0
837,WC277,,1984,82,P,G,"144,122 ",0.2,25.6,4.7,0.2,25.6,4.7,0.0,0.0,0.0
838,HI497A,,1977,218,P,G,"316,744 ",0.1,25.4,4.6,0.1,25.4,4.6,0.0,0.0,0.0
839,SM231,,1980,18,P,G,"464,262 ",0.1,25.4,4.6,0.1,25.4,4.6,0.0,0.0,0.0
840,GA313,,1984,65,P,G,"48,051 ",0.5,23.3,4.6,0.5,23.3,4.6,0.0,0.0,0.0
841,MI568,,1983,81,P,G,"650,885 ",0.0,25.7,4.6,0.0,25.7,4.6,0.0,0.0,0.0
842,HI532A,,1975,191,P,G,"806,584 ",0.0,25.8,4.6,0.0,25.8,4.6,0.0,0.0,0.0
843,EI027,,1956,19,P,G,"75,537 ",0.3,23.9,4.6,0.3,23.9,4.6,0.0,0.0,0.0
844,BA364,,1991,68,P,G,"180,956 ",0.1,24.5,4.5,0.1,24.5,4.5,0.0,0.0,0.0
845,MP089,,1986,47,P,G,"999,999 ",0.0,25.3,4.5,0.0,25.3,4.5,0.0,0.0,0.0
846,WC041,,1966,33,P,G,"931,585 ",0.0,25.1,4.5,0.0,25.1,4.5,0.0,0.0,0.0
847,MU781,,1987,130,P,G,"174,762 ",0.1,24.5,4.5,0.1,24.5,4.5,0.0,0.0,0.0
848,ST107,,1989,73,P,G,"32,246 ",0.7,21.3,4.5,0.7,21.3,4.5,0.0,0.0,0.0
849,ST290,,1986,418,P,G,"53,495 ",0.4,22.7,4.5,0.4,22.7,4.5,0.0,0.0,0.0
850,WC414,,1975,93,P,G,"999,999 ",0.0,24.6,4.4,0.0,24.6,4.4,0.0,0.0,0.0
851,VR051,,1982,17,P,G,"411,448 ",0.1,24.6,4.4,0.1,24.6,4.4,0.0,0.0,0.0
852,EC118,,1966,68,P,G,"979,317 ",0.0,24.4,4.4,0.0,24.4,4.4,0.0,0.0,0.0
853,VR175,,1982,102,P,G,"97,619 ",0.2,23.5,4.4,0.2,23.5,4.4,0.0,0.0,0.0
854,GB367,DULCIMER,1998,1123,P,G,"999,999 ",0.0,24.8,4.4,0.0,24.8,4.4,0.0,0.0,0.0
855,HI169,,1998,54,P,G,"177,669 ",0.1,24.2,4.4,0.1,24.2,4.4,0.0,0.0,0.0
856,MU859,,1980,85,P,G,"53,591 ",0.4,22.6,4.4,0.4,22.6,4.4,0.0,0.0,0.0
857,SP043,,1988,108,P,G,"16,949 ",1.1,18.0,4.3,1.1,18.0,4.3,0.0,0.0,0.0
858,MU868,,1984,128,P,G,"999,999 ",0.0,24.3,4.3,0.0,24.3,4.3,0.0,0.0,0.0
859,VK384,,2000,130,P,G,"999,999 ",0.0,23.9,4.3,0.0,23.9,4.3,0.0,0.0,0.0
860,WC379,,1983,69,P,G,"999,999 ",0.0,24.0,4.3,0.0,24.0,4.3,0.0,0.0,0.0
861,WC420,,1984,102,P,G,"999,999 ",0.0,23.8,4.2,0.0,23.8,4.2,0.0,0.0,0.0
862,EI321,,1978,247,P,G,"528,702 ",0.0,23.6,4.2,0.0,23.6,4.2,0.0,0.0,0.0
863,SS115,,1974,54,P,G,0 ,0.0,23.2,4.1,0.0,23.2,4.1,0.0,0.0,0.0
864,VK738,,2000,761,P,O,"1,547 ",3.2,5.0,4.1,3.2,5.0,4.1,0.0,0.0,0.0
865,EI070,,1981,27,P,G,"25,530 ",0.7,18.9,4.1,0.7,18.9,4.1,0.0,0.0,0.0
866,GB108,,1999,619,P,G,0 ,0.0,23.0,4.1,0.0,23.0,4.1,0.0,0.0,0.0
867,VR064,,1975,43,P,G,"95,576 ",0.2,21.6,4.1,0.2,21.6,4.1,0.0,0.0,0.0
868,VK959,CROWN & ANCHOR,2015,4254,P,O,"1,000 ",3.5,3.5,4.1,0.0,0.0,0.0,3.5,3.5,4.1
869,HI515A,,1980,201,P,G,0 ,0.0,23.3,4.1,0.0,23.3,4.1,0.0,0.0,0.0
870,SM117,,1985,192,P,G,"53,112 ",0.4,20.7,4.1,0.4,20.7,4.1,0.0,0.0,0.0
871,MP227,,1985,184,P,G,"234,912 ",0.1,21.7,4.0,0.1,21.7,4.0,0.0,0.0,0.0
872,GB293,PYRENEES,2009,2079,P,G,"13,568 ",1.2,15.8,4.0,1.2,15.8,4.0,0.0,0.0,0.0
873,EW988,,1985,439,P,O,"6,519 ",1.8,11.9,4.0,1.8,11.9,4.0,0.0,0.0,0.0
874,BA550,,1988,91,P,G,"999,999 ",0.0,22.6,4.0,0.0,22.6,4.0,0.0,0.0,0.0
875,EI078,,1991,25,P,G,"119,796 ",0.2,21.0,3.9,0.2,21.0,3.9,0.0,0.0,0.0
876,HI086,,1969,44,P,G,"195,143 ",0.1,21.2,3.9,0.1,21.2,3.9,0.0,0.0,0.0
877,ST217,,1998,148,P,G,"403,754 ",0.1,21.5,3.9,0.1,21.5,3.9,0.0,0.0,0.0
878,MU847,,1984,117,P,G,"939,783 ",0.0,22.0,3.9,0.0,22.0,3.9,0.0,0.0,0.0
879,HI538A,,2002,221,P,G,0 ,0.0,22.1,3.9,0.0,22.1,3.9,0.0,0.0,0.0
880,SS279,,2001,196,P,G,"918,789 ",0.0,21.0,3.8,0.0,21.0,3.8,0.0,0.0,0.0
881,SS151,,1997,65,P,O,751 ,3.4,2.5,3.9,3.3,2.5,3.8,0.1,0.0,0.1
882,GC195,TIGER,2006,1844,P,G,"250,085 ",0.1,20.6,3.7,0.1,20.6,3.7,0.0,0.0,0.0
883,ST260,TEAK,1986,313,P,O,"20,933 ",0.8,16.4,3.7,0.8,16.4,3.7,0.0,0.0,0.0
884,MP125,,1984,106,P,G,"91,414 ",0.2,19.6,3.7,0.2,19.6,3.7,0.0,0.0,0.0
885,EI087,,1993,22,P,G,"106,156 ",0.2,19.5,3.7,0.2,19.5,3.7,0.0,0.0,0.0
886,HI519A,,1989,221,P,G,"158,327 ",0.1,19.9,3.7,0.1,19.9,3.7,0.0,0.0,0.0
887,ST046,,1998,69,P,G,"80,750 ",0.2,19.3,3.7,0.2,19.3,3.7,0.0,0.0,0.0
888,BA002A,,1989,113,P,G,"299,033 ",0.1,20.3,3.7,0.1,20.3,3.7,0.0,0.0,0.0
889,GA155A,,1980,178,P,G,"798,603 ",0.0,20.3,3.7,0.0,16.7,3.0,0.0,3.6,0.7
890,MC161,,2005,2924,P,G,0 ,0.0,20.4,3.6,0.0,20.4,3.6,0.0,0.0,0.0
891,EB112,,1975,650,P,O,"1,416 ",2.9,4.1,3.6,2.9,4.1,3.6,0.0,0.0,0.0
892,HI528A,KLABERJAZZ,1994,200,P,G,"232,610 ",0.1,20.0,3.6,0.1,20.0,3.6,0.0,0.0,0.0
893,GC060,YUKON,1984,850,P,O,"1,919 ",2.2,8.0,3.6,2.2,4.1,2.9,0.0,3.9,0.7
894,SP072,,1976,283,P,G,"999,999 ",0.0,20.1,3.6,0.0,20.1,3.6,0.0,0.0,0.0
895,HI129A,,1986,110,P,G,"754,285 ",0.0,20.3,3.6,0.0,20.3,3.6,0.0,0.0,0.0
896,MO861,,1984,53,P,G,"999,999 ",0.0,20.3,3.6,0.0,20.3,3.6,0.0,0.0,0.0
897,MI670,,1984,116,P,G,"221,974 ",0.1,19.6,3.6,0.1,19.6,3.6,0.0,0.0,0.0
898,BS025,,2013,29,P,G,"12,548 ",1.1,13.7,3.6,0.6,7.6,2.0,0.5,6.1,1.6
899,HI009A,,1989,56,P,G,"117,368 ",0.2,18.8,3.5,0.2,18.8,3.5,0.0,0.0,0.0
900,EC142,,1982,82,P,G,"173,160 ",0.1,19.3,3.5,0.1,19.3,3.5,0.0,0.0,0.0
901,EB205,PILSNER,2001,1094,P,G,"4,668 ",1.8,8.6,3.4,1.8,8.6,3.4,0.0,0.0,0.0
902,GB208,,1991,1267,P,O,"198,213 ",0.1,18.7,3.4,0.1,18.7,3.4,0.0,0.0,0.0
