Lease Number,Area Code,Block Number,Lease Status Code,Lease Effective Date,Lease Expiration Date,Block Max Water Depth (meters)
G27990,EW,1009,RELINQ,7/1/2006,6/15/2012,602
G27991,EW,1010,RELINQ,7/1/2006,5/23/2012,634
G27992,EW,1011,RELINQ,7/1/2006,6/15/2012,659
G27993,MC,68,RELINQ,7/1/2006,6/10/2011,489
G27994,MC,118,EXPIR,7/1/2006,6/30/2016,1000
G27995,MC,128,EXPIR,5/1/2006,4/30/2016,1887
G27996,MC,152,RELINQ,5/1/2006,5/11/2009,538
G27997,MC,160,RELINQ,5/1/2006,4/1/2015,1018
G27998,MC,203,RELINQ,5/1/2006,4/23/2015,1020
G27999,MC,239,RELINQ,5/1/2006,5/11/2009,653
G28000,MC,297,REJECT,,,1691
G28001,MC,298,EXPIR,6/1/2006,5/31/2016,1604
G28002,MC,347,EXPIR,6/1/2006,5/31/2016,2199
G28003,MC,366,REJECT,,,286
G28004,MC,434,RELINQ,7/1/2006,10/5/2015,2179
G28005,MC,435,RELINQ,6/1/2006,4/8/2015,2227
G28006,MC,443,RELINQ,5/1/2006,4/5/2012,557
G28007,MC,461,EXPIR,6/1/2006,5/31/2016,996
G28008,MC,462,EXPIR,6/1/2006,5/31/2016,1034
G28009,MC,478,RELINQ,6/1/2006,5/19/2015,2167
G28010,MC,556,EXPIR,7/1/2006,6/30/2016,1572
G28011,MC,585,RELINQ,6/1/2006,4/12/2011,764
G28012,MC,604,EXPIR,5/1/2006,4/30/2016,1876
G28013,MC,609,REJECT,,,2091
G28014,MC,610,REJECT,,,2214
G28015,MC,630,RELINQ,6/1/2006,4/12/2011,789
G28016,MC,636,EXPIR,7/1/2006,6/30/2016,1192
G28017,MC,637,EXPIR,7/1/2006,6/30/2016,1314
G28018,MC,653,EXPIR,7/1/2006,6/30/2016,2171
G28019,MC,654,EXPIR,7/1/2006,6/30/2016,2199
G28020,MC,669,RELINQ,6/1/2006,5/4/2015,985
G28021,MC,697,UNIT,4/1/2006,,2212
G28022,MC,698,UNIT,7/1/2006,,2266
G28023,MC,716,EXPIR,6/1/2006,5/31/2016,1025
G28024,MC,759,RELINQ,6/1/2006,1/13/2016,1090
G28025,MC,761,EXPIR,6/1/2006,5/31/2016,1062
G28026,MC,770,RELINQ,6/1/2006,5/26/2011,1494
G28027,MC,930,RELINQ,6/1/2006,4/12/2011,768
G28028,MC,944,EXPIR,6/1/2006,5/31/2016,1447
G28029,MC,945,EXPIR,6/1/2006,5/31/2016,1529
G28030,MC,948,UNIT,7/1/2006,,1876
G28031,MC,957,RELINQ,5/1/2006,4/8/2015,2137
G28032,MC,987,EXPIR,6/1/2006,5/31/2016,1384
G28033,MC,988,RELINQ,6/1/2006,5/19/2015,1445
G28034,MC,989,RELINQ,6/1/2006,5/19/2015,1544
G28035,MC,1001,RELINQ,5/1/2006,4/8/2015,2247
G28036,GC,6,PROD,6/1/2006,,275
G28037,GC,7,EXPIR,6/1/2006,5/31/2011,290
G28038,GC,17,EXPIR,5/1/2006,4/30/2011,292
G28039,GC,24,RELINQ,6/1/2006,1/31/2012,381
G28040,GC,25,RELINQ,6/1/2006,1/25/2012,497
G28041,GC,26,RELINQ,6/1/2006,1/25/2012,458
G28042,GC,27,RELINQ,6/1/2006,1/25/2012,538
G28043,GC,37,RELINQ,5/1/2006,4/19/2012,674
G28044,GC,61,RELINQ,5/1/2006,1/31/2013,495
G28045,GC,62,RELINQ,5/1/2006,1/31/2013,499
G28046,GC,63,RELINQ,5/1/2006,1/31/2013,481
G28047,GC,73,RELINQ,7/1/2006,6/30/2011,663
G28048,GC,74,RELINQ,7/1/2006,6/30/2011,765
G28049,GC,121,RELINQ,6/1/2006,5/22/2009,800
G28050,GC,133,EXPIR,7/1/2006,6/29/2012,378
G28051,GC,136,EXPIR,7/1/2006,6/29/2012,393
G28052,GC,156,RELINQ,6/1/2006,5/12/2011,763
G28053,GC,165,RELINQ,6/1/2006,5/22/2009,876
G28054,GC,167,RELINQ,7/1/2006,6/15/2012,759
G28055,GC,168,EXPIR,7/1/2006,6/30/2016,854
G28056,GC,177,RELINQ,7/1/2006,6/17/2010,573
G28057,GC,204,RELINQ,7/1/2006,6/5/2015,999
G28058,GC,210,EXPIR,7/1/2006,6/30/2016,902
G28059,GC,215,REJECT,,,1066
G28060,GC,250,EXPIR,7/1/2006,6/30/2016,957
G28061,GC,251,EXPIR,7/1/2006,6/30/2016,972
G28062,GC,257,EXPIR,7/1/2006,6/30/2016,1005
G28063,GC,287,EXPIR,7/1/2006,6/30/2016,975
G28064,GC,295,EXPIR,7/1/2006,6/30/2016,1024
G28065,GC,301,EXPIR,7/1/2006,6/30/2016,1074
G28066,GC,304,EXPIR,7/1/2006,6/30/2016,1209
G28067,GC,315,RELINQ,7/1/2006,6/25/2015,1027
G28068,GC,334,EXPIR,6/1/2006,5/31/2016,1195
G28069,GC,335,EXPIR,6/1/2006,5/31/2016,1212
G28070,GC,340,RELINQ,7/1/2006,6/18/2015,1088
G28071,GC,355,RELINQ,7/1/2006,3/6/2015,991
G28072,GC,356,RELINQ,7/1/2006,6/5/2015,991
G28073,GC,359,EXPIR,7/1/2006,6/30/2016,933
G28074,GC,400,RELINQ,6/1/2006,5/5/2015,1042
G28075,GC,403,EXPIR,7/1/2006,6/30/2016,1016
G28076,GC,404,EXPIR,7/1/2006,6/30/2016,979
G28077,GC,448,EXPIR,7/1/2006,6/30/2016,1098
G28078,GC,452,RELINQ,6/1/2006,5/7/2015,1264
G28079,GC,453,RELINQ,6/1/2006,5/19/2015,1459
G28080,GC,459,EXPIR,7/1/2006,6/30/2016,1325
G28081,GC,496,RELINQ,6/1/2006,5/19/2015,1432
G28082,GC,497,RELINQ,6/1/2006,5/19/2015,1601
G28083,GC,500,EXPIR,7/1/2006,6/30/2016,1350
G28084,GC,551,RELINQ,6/1/2006,5/29/2015,1322
G28085,GC,560,RELINQ,5/1/2006,4/24/2014,1299
G28086,GC,565,TERMIN,6/1/2006,2/3/2020,1309
G28087,GC,582,EXPIR,6/1/2006,5/31/2016,1510
G28088,GC,611,RELINQ,5/1/2006,4/20/2015,1340
G28089,GC,612,RELINQ,5/1/2006,4/20/2015,1333
G28090,GC,648,EXPIR,5/1/2006,4/30/2016,1340
G28091,GC,650,RELINQ,5/1/2006,4/20/2015,1328
G28092,GC,651,RELINQ,5/1/2006,4/20/2015,1353
G28093,GC,655,RELINQ,6/1/2006,4/20/2015,1381
G28094,GC,661,RELINQ,6/1/2006,5/28/2014,1430
G28095,GC,662,RELINQ,6/1/2006,5/28/2014,1545
G28096,GC,697,RELINQ,5/1/2006,4/20/2015,1425
G28097,GC,698,RELINQ,6/1/2006,4/20/2015,1417
G28098,GC,705,RELINQ,6/1/2006,5/28/2014,1475
G28099,GC,864,RELINQ,6/1/2006,2/19/2014,1725
G28100,GC,869,OPERNS,6/1/2006,,2190
G28101,GC,870,EXPIR,6/1/2006,5/31/2016,2230
G28102,GC,1009,RELINQ,5/1/2006,4/1/2015,2405
G28103,AT,50,EXPIR,6/1/2006,5/31/2016,1029
G28104,AT,64,EXPIR,7/1/2006,6/30/2016,1477
G28105,AT,98,RELINQ,5/1/2006,4/26/2011,1231
G28106,AT,116,RELINQ,6/1/2006,5/9/2014,2185
G28107,AT,117,RELINQ,6/1/2006,5/9/2014,2290
G28108,AT,160,RELINQ,6/1/2006,5/9/2014,2125
G28109,AT,161,RELINQ,6/1/2006,5/9/2014,2264
G28110,AT,202,RELINQ,6/1/2006,5/9/2014,1944
G28111,AT,203,RELINQ,6/1/2006,5/9/2014,2091
G28112,AT,283,RELINQ,6/1/2006,4/16/2015,1729
G28113,AT,312,RELINQ,5/1/2006,4/20/2015,1130
G28114,AT,313,RELINQ,5/1/2006,4/20/2015,1209
G28115,AT,322,RELINQ,6/1/2006,4/16/2015,1465
G28116,AT,323,RELINQ,6/1/2006,4/16/2015,1573
G28117,AT,324,RELINQ,6/1/2006,4/16/2015,1628
G28118,AT,326,RELINQ,6/1/2006,4/16/2015,1699
G28119,AT,365,RELINQ,6/1/2006,4/16/2015,1618
G28120,AT,366,RELINQ,6/1/2006,4/16/2015,1585
G28121,AT,367,RELINQ,6/1/2006,4/16/2015,1622
G28122,AT,368,RELINQ,6/1/2006,4/16/2015,1685
G28123,AT,377,RELINQ,6/1/2006,5/22/2013,1924
G28124,AT,378,RELINQ,6/1/2006,5/22/2013,1861
G28125,AT,406,RELINQ,6/1/2006,4/28/2015,1882
G28126,AT,407,RELINQ,6/1/2006,4/28/2015,1905
G28127,AT,408,RELINQ,6/1/2006,4/28/2015,1798
G28128,AT,412,RELINQ,6/1/2006,4/28/2015,1702
G28129,AT,428,RELINQ,6/1/2006,1/13/2012,2215
G28130,AT,429,RELINQ,6/1/2006,1/13/2012,2292
G28131,AT,445,RELINQ,7/1/2006,6/19/2015,1616
G28132,AT,446,RELINQ,5/1/2006,10/5/2015,1826
G28133,AT,487,EXPIR,6/1/2006,5/31/2016,1520
G28134,AT,489,EXPIR,7/1/2006,6/30/2016,1744
G28135,AT,490,RELINQ,5/1/2006,10/5/2015,1876
G28136,AT,530,RELINQ,6/1/2006,4/20/2015,1730
G28137,AT,531,RELINQ,6/1/2006,4/20/2015,1723
G28138,AT,636,EXPIR,5/1/2006,4/30/2016,1979
G28139,AT,637,EXPIR,5/1/2006,4/30/2016,2011
G28140,AT,675,EXPIR,5/1/2006,4/30/2016,2116
G28141,AT,681,EXPIR,5/1/2006,4/30/2016,2042
G28142,AT,719,EXPIR,5/1/2006,4/30/2016,2220
G28143,AT,890,EXPIR,5/1/2006,4/30/2016,2509
G28144,AT,891,EXPIR,5/1/2006,4/30/2016,2503
G28145,AT,892,EXPIR,5/1/2006,4/30/2016,2493
G28146,WR,14,RELINQ,5/1/2006,4/25/2012,2289
G28147,WR,18,RELINQ,5/1/2006,4/13/2011,1923
G28148,WR,53,UNIT,5/1/2006,,1818
G28149,WR,60,RELINQ,5/1/2006,4/13/2011,2004
G28150,WR,61,RELINQ,5/1/2006,4/13/2011,1878
G28151,WR,97,EXPIR,7/1/2006,6/30/2016,1850
G28152,WR,104,RELINQ,5/1/2006,4/13/2011,1876
G28153,WR,110,RELINQ,7/1/2006,10/18/2012,1911
G28154,WR,136,EXPIR,5/1/2006,4/30/2016,1817
G28155,WR,141,EXPIR,7/1/2006,6/30/2016,1877
G28156,WR,149,RELINQ,5/1/2006,4/13/2011,1894
G28157,WR,153,EXPIR,7/1/2006,6/30/2016,2028
G28158,WR,154,RELINQ,7/1/2006,10/18/2012,1938
G28159,WR,177,RELINQ,5/1/2006,4/20/2015,1753
G28160,WR,178,RELINQ,5/1/2006,4/20/2015,1814
G28161,WR,179,RELINQ,5/1/2006,4/20/2015,1836
G28162,WR,221,RELINQ,5/1/2006,4/20/2015,1836
G28163,WR,222,RELINQ,5/1/2006,4/20/2015,1931
G28164,WR,223,RELINQ,5/1/2006,4/20/2015,1976
G28165,WR,241,RELINQ,6/1/2006,5/8/2012,2100
G28166,WR,242,RELINQ,6/1/2006,5/8/2012,2056
G28167,WR,244,EXPIR,7/1/2006,6/30/2016,2080
G28168,WR,265,RELINQ,6/1/2006,10/18/2013,1874
G28169,WR,266,RELINQ,6/1/2006,10/25/2013,1922
G28170,WR,309,RELINQ,6/1/2006,10/18/2013,1863
G28171,WR,310,RELINQ,6/1/2006,10/18/2013,1923
G28172,WR,353,RELINQ,6/1/2006,10/18/2013,1916
G28173,WR,369,EXPIR,6/1/2006,5/31/2016,1979
G28174,WR,414,EXPIR,6/1/2006,5/31/2016,2089
G28175,WR,415,RELINQ,6/1/2006,5/8/2012,2214
G28176,WR,447,RELINQ,6/1/2006,5/8/2012,2393
G28177,WR,490,RELINQ,6/1/2006,5/8/2012,2453
G28178,WR,491,RELINQ,6/1/2006,5/8/2012,2289
G28179,WR,496,RELINQ,6/1/2006,3/6/2015,2267
G28180,WR,532,RELINQ,6/1/2006,5/27/2011,2183
G28181,WR,533,RELINQ,6/1/2006,5/9/2014,2152
G28182,WR,582,RELINQ,6/1/2006,5/6/2009,2229
G28183,WR,619,RELINQ,6/1/2006,5/8/2012,2203
G28184,WR,625,RELINQ,6/1/2006,5/6/2009,2346
G28185,WR,626,RELINQ,6/1/2006,3/6/2015,2320
G28186,WR,839,RELINQ,6/1/2006,3/6/2015,2240
G28187,WR,883,RELINQ,6/1/2006,3/6/2015,2258
G28188,WR,927,RELINQ,6/1/2006,3/6/2015,2317
G28189,LU,47,RELINQ,5/1/2006,4/1/2015,2487
G28190,LU,48,RELINQ,5/1/2006,4/1/2015,2613
G28351,MC,21,PROD,7/1/1995,,235
G30600,PS,1076,EXPIR,10/1/2006,9/30/2011,45
G30601,PS,1077,EXPIR,10/1/2006,9/30/2011,48
G30602,PN,967,RELINQ,11/1/2006,10/27/2009,37
G30603,PN,968,RELINQ,11/1/2006,4/29/2010,41
G30604,PN,977,RELINQ,11/1/2006,4/29/2010,40
G30605,PN,978,RELINQ,11/1/2006,4/29/2010,37
G30606,PN,A  88,RELINQ,10/1/2006,9/19/2008,94
G30607,MU,783,RELINQ,10/1/2006,9/15/2010,51
G30608,MU,829,RELINQ,10/1/2006,9/9/2010,57
G30609,MU,846,RELINQ,11/1/2006,10/9/2009,37
G30610,MU,855,RELINQ,10/1/2006,9/30/2010,39
G30611,MU,A   1,RELINQ,11/1/2006,10/8/2010,62
G30612,MU,A  11,RELINQ,11/1/2006,10/24/2011,69
G30613,MU,A  14,RELINQ,11/1/2006,9/9/2010,71
G30614,MI,568,RELINQ,12/1/2006,11/20/2009,25
G30615,MI,589,RELINQ,12/1/2006,11/12/2010,26
G30616,MI,620,EXPIR,11/1/2006,10/31/2011,30
G30617,MI,624,EXPIR,12/1/2006,11/30/2011,24
G30618,MI,625,RELINQ,12/1/2006,11/12/2010,22
G30619,MI,634,EXPIR,12/1/2006,11/30/2011,26
G30620,MI,653,RELINQ,12/1/2006,11/12/2010,30
G30621,MI,664,RELINQ,11/1/2006,10/12/2010,23
G30622,MI,665,RELINQ,11/1/2006,10/12/2010,25
G30623,MI,670,RELINQ,12/1/2006,11/12/2010,36
G30624,MI,673,EXPIR,10/1/2006,9/30/2011,44
G30625,MI,679,RELINQ,10/1/2006,9/29/2010,50
G30626,MI,686,RELINQ,11/1/2006,9/9/2010,30
G30627,MI,701,RELINQ,10/1/2006,9/24/2010,36
G30628,MI,707,RELINQ,10/1/2006,9/29/2010,56
G30629,MI,710,RELINQ,11/1/2006,10/12/2010,48
G30630,MI,712,RELINQ,10/1/2006,9/29/2010,41
G30631,MI,713,RELINQ,10/1/2006,9/24/2010,37
G30632,MI,714,RELINQ,10/1/2006,9/24/2010,33
G30633,BA,377,EXPIR,12/1/2006,11/30/2011,24
G30634,BA,435,RELINQ,11/1/2006,10/30/2009,24
G30635,BA,468,EXPIR,10/1/2006,9/30/2011,32
G30636,BA,492,RELINQ,11/1/2006,10/30/2009,25
G30637,BA,514,RELINQ,11/1/2006,10/30/2009,25
G30638,BA,A  15,RELINQ,10/1/2006,9/28/2007,48
G30639,BA,A  46,RELINQ,12/1/2006,11/18/2010,44
G30640,BA,A  71,RELINQ,12/1/2006,11/18/2010,49
G30641,BA,A  75,EXPIR,10/1/2006,9/30/2011,51
G30642,BA,A  78,EXPIR,12/1/2006,11/30/2011,53
G30643,BA,A 103,EXPIR,10/1/2006,9/30/2011,56
G30644,GA,144,RELINQ,10/1/2006,9/8/2009,15
G30645,GA,284,RELINQ,11/1/2006,10/6/2009,19
G30646,GA,304,RELINQ,11/1/2006,10/6/2009,21
G30647,GA,305,RELINQ,11/1/2006,10/6/2009,21
G30648,GA,346,RELINQ,11/1/2006,10/3/2008,24
G30649,GA,385,RELINQ,11/1/2006,10/16/2009,30
G30650,GA,A  26,RELINQ,12/1/2006,11/21/2008,33
G30651,GA,A  27,RELINQ,11/1/2006,9/17/2009,34
G30652,GA,A  28,RELINQ,11/1/2006,9/17/2009,35
G30653,GA,A  45,RELINQ,11/1/2006,9/17/2009,37
G30654,GA,A 155,TERMIN,10/1/2006,5/14/2018,55
G30655,GA,A 184,REJECT,,,72
G30656,GA,A 253,RELINQ,10/1/2006,10/1/2008,182
G30657,HI,19,EXPIR,11/1/2006,10/31/2011,12
G30658,HI,20,EXPIR,11/1/2006,10/31/2011,12
G30659,HI,32,EXPIR,10/1/2006,9/30/2011,12
G30660,HI,98,EXPIR,10/1/2006,9/30/2011,14
G30661,HI,108,EXPIR,11/1/2006,10/31/2011,16
G30662,HI,143,RELINQ,10/1/2006,9/8/2009,16
G30663,HI,162,RELINQ,12/1/2006,11/8/2010,16
G30664,HI,199,EXPIR,12/1/2006,11/30/2011,17
G30665,HI,200,EXPIR,12/1/2006,11/30/2011,18
G30666,HI,207,RELINQ,12/1/2006,11/20/2009,17
G30667,HI,233,RELINQ,12/1/2006,11/27/2007,18
G30668,HI,236,EXPIR,12/1/2006,11/30/2011,19
G30669,HI,A   4,EXPIR,12/1/2006,11/30/2011,19
G30670,HI,A  10,RELINQ,12/1/2006,11/8/2010,19
G30671,HI,A  21,EXPIR,12/1/2006,11/30/2011,19
G30672,HI,A 107,EXPIR,12/1/2006,11/30/2011,30
G30673,HI,A 126,RELINQ,10/1/2006,8/27/2009,32
G30674,HI,A 141,RELINQ,11/1/2006,9/17/2009,34
G30675,HI,A 154,EXPIR,12/1/2006,11/30/2011,41
G30676,HI,A 155,TERMIN,12/1/2006,4/17/2012,41
G30677,HI,A 163,RELINQ,11/1/2006,9/17/2009,37
G30678,HI,A 166,RELINQ,11/1/2006,9/17/2009,36
G30679,HI,A 171,TERMIN,12/1/2006,8/9/2014,18
G30680,HI,A 196,RELINQ,11/1/2006,3/12/2009,24
G30681,HI,A 197,RELINQ,11/1/2006,3/12/2009,24
G30682,HI,A 198,RELINQ,11/1/2006,3/12/2009,24
G30683,HI,A 218,EXPIR,10/1/2006,9/30/2011,27
G30684,HI,A 246,RELINQ,12/1/2006,9/14/2010,37
G30685,HI,A 247,TERMIN,12/1/2006,6/4/2012,37
G30686,HI,A 419,EXPIR,10/1/2006,9/30/2011,46
G30687,HI,A 427,RELINQ,11/1/2006,9/17/2009,41
G30688,HI,A 431,RELINQ,11/1/2006,9/17/2009,43
G30689,HI,A 432,RELINQ,11/1/2006,9/17/2009,43
G30690,HI,A 480,EXPIR,11/1/2006,10/31/2011,48
G30691,HI,A 572,RELINQ,12/1/2006,9/13/2011,96
G30692,HI,A 579,EXPIR,12/1/2006,11/30/2011,128
G30693,HI,A 588,RELINQ,10/1/2006,9/22/2010,153
G30694,HI,A 590,EXPIR,12/1/2006,11/30/2011,147
G30695,HI,A 591,EXPIR,12/1/2006,11/30/2011,151
G30696,HI,A 273,RELINQ,10/1/2006,9/14/2011,52
G30697,HI,A 302,EXPIR,10/1/2006,9/30/2011,65
G30698,HI,A 310,EXPIR,11/1/2006,10/31/2011,64
G30699,HI,A 340,EXPIR,11/1/2006,10/31/2011,72
G30700,HI,A 347,EXPIR,10/1/2006,9/30/2011,88
G30701,HI,A 354,EXPIR,10/1/2006,9/30/2011,94
G30702,HI,A 355,EXPIR,10/1/2006,9/30/2011,92
G30703,HI,A 362,EXPIR,11/1/2006,10/31/2011,94
G30704,EB,111,RELINQ,11/1/2006,10/9/2009,266
G30705,EB,113,RELINQ,11/1/2006,10/9/2009,249
G30706,EB,123,EXPIR,12/1/2006,11/30/2011,151
G30707,EB,169,EXPIR,12/1/2006,11/30/2011,305
G30708,EB,190,RELINQ,10/1/2006,8/27/2010,412
G30709,EB,196,RELINQ,10/1/2006,9/15/2009,432
G30710,EB,212,EXPIR,12/1/2006,11/30/2011,362
G30711,EB,213,EXPIR,12/1/2006,11/30/2011,305
G30712,EB,216,EXPIR,11/1/2006,10/31/2011,268
G30713,EB,244,RELINQ,11/1/2006,10/7/2009,436
G30714,EB,257,RELINQ,12/1/2006,11/5/2009,401
G30715,EB,258,RELINQ,12/1/2006,11/5/2009,465
G30716,EB,260,EXPIR,11/1/2006,10/31/2011,336
G30717,EB,281,RELINQ,10/1/2006,5/24/2011,678
G30718,EB,282,RELINQ,10/1/2006,5/24/2011,675
G30719,EB,288,RELINQ,11/1/2006,10/7/2009,476
G30720,EB,289,RELINQ,11/1/2006,10/7/2009,506
G30721,EB,304,RELINQ,11/1/2006,7/25/2011,439
G30722,EB,305,RELINQ,11/1/2006,7/25/2011,559
G30723,EB,325,RELINQ,10/1/2006,5/24/2011,753
G30724,EB,326,RELINQ,10/1/2006,5/24/2011,753
G30725,EB,332,RELINQ,11/1/2006,10/7/2009,640
G30726,EB,337,REJECT,,,714
G30727,EB,345,RELINQ,10/1/2006,9/25/2008,803
G30728,EB,347,RELINQ,11/1/2006,7/25/2011,555
G30729,EB,348,RELINQ,11/1/2006,7/25/2011,489
G30730,EB,373,RELINQ,10/1/2006,10/1/2008,825
G30731,EB,374,RELINQ,10/1/2006,10/1/2008,773
G30732,EB,391,RELINQ,11/1/2006,7/25/2011,744
G30733,EB,432,RELINQ,11/1/2006,9/30/2015,829
G30734,EB,435,RELINQ,11/1/2006,8/20/2013,818
G30735,EB,436,RELINQ,11/1/2006,7/25/2011,769
G30736,EB,476,RELINQ,11/1/2006,9/30/2015,1014
G30737,EB,479,RELINQ,11/1/2006,8/20/2013,857
G30738,EB,480,RELINQ,11/1/2006,8/20/2013,871
G30739,EB,481,RELINQ,10/1/2006,9/17/2013,840
G30740,EB,520,RELINQ,11/1/2006,6/2/2014,1033
G30741,EB,564,RELINQ,11/1/2006,9/30/2015,919
G30742,EB,611,RELINQ,11/1/2006,9/30/2015,1005
G30743,EB,710,RELINQ,12/1/2006,3/6/2015,1016
G30744,EB,741,RELINQ,11/1/2006,9/30/2015,1415
G30745,EB,742,RELINQ,11/1/2006,9/30/2015,1053
G30746,EB,772,RELINQ,11/1/2006,10/27/2015,1072
G30747,EB,773,RELINQ,11/1/2006,10/27/2015,1178
G30748,EB,785,RELINQ,11/1/2006,9/30/2015,1576
G30749,EB,786,RELINQ,11/1/2006,9/30/2015,1094
G30750,EB,817,RELINQ,11/1/2006,10/6/2015,1173
G30751,EB,827,RELINQ,11/1/2006,10/6/2015,1278
G30752,EB,828,RELINQ,11/1/2006,4/16/2014,1210
G30753,EB,829,RELINQ,11/1/2006,9/30/2015,1042
G30754,EB,830,RELINQ,11/1/2006,9/30/2015,1087
G30755,EB,861,RELINQ,11/1/2006,10/6/2015,1313
G30756,EB,862,RELINQ,11/1/2006,10/28/2015,1151
G30757,EB,864,RELINQ,11/1/2006,10/6/2015,1141
G30758,EB,871,RELINQ,11/1/2006,10/28/2015,1105
G30759,EB,873,RELINQ,11/1/2006,4/16/2014,1127
G30760,EB,874,RELINQ,11/1/2006,10/6/2015,1287
G30761,EB,890,RELINQ,11/1/2006,10/6/2015,1222
G30762,EB,915,RELINQ,11/1/2006,9/30/2015,1130
G30763,EB,916,RELINQ,11/1/2006,9/30/2015,1337
G30764,EB,917,RELINQ,11/1/2006,4/16/2014,1117
G30765,EB,933,RELINQ,11/1/2006,10/6/2015,1339
G30766,EB,934,RELINQ,11/1/2006,10/6/2015,1209
G30767,EB,988,RELINQ,12/1/2006,11/18/2010,1472
G30768,GB,26,RELINQ,11/1/2006,10/26/2009,162
G30769,GB,187,RELINQ,10/1/2006,9/7/2010,176
G30770,GB,212,REJECT,,,517
G30771,GB,213,REJECT,,,484
G30772,GB,232,RELINQ,10/1/2006,8/18/2010,220
G30773,GB,252,RELINQ,11/1/2006,10/5/2012,461
G30774,GB,257,RELINQ,12/1/2006,2/13/2013,693
G30775,GB,265,EXPIR,11/1/2006,10/31/2011,333
G30776,GB,266,EXPIR,11/1/2006,10/31/2011,323
G30777,GB,269,EXPIR,11/1/2006,10/31/2011,380
G30778,GB,272,RELINQ,11/1/2006,7/7/2010,320
G30779,GB,273,RELINQ,11/1/2006,7/7/2010,243
G30780,GB,276,RELINQ,10/1/2006,8/18/2010,198
G30781,GB,303,RELINQ,12/1/2006,9/30/2011,746
G30782,GB,309,RELINQ,11/1/2006,7/25/2011,661
G30783,GB,310,RELINQ,11/1/2006,7/25/2011,403
G30784,GB,314,RELINQ,11/1/2006,7/7/2010,358
G30785,GB,315,RELINQ,11/1/2006,7/7/2010,347
G30786,GB,316,RELINQ,11/1/2006,7/7/2010,342
G30787,GB,317,RELINQ,11/1/2006,7/7/2010,335
G30788,GB,353,RELINQ,11/1/2006,7/25/2011,680
G30789,GB,354,RELINQ,11/1/2006,7/25/2011,628
G30790,GB,360,RELINQ,11/1/2006,7/7/2010,395
G30791,GB,387,RELINQ,11/1/2006,10/6/2015,825
G30792,GB,388,EXPIR,12/1/2006,11/30/2016,855
G30793,GB,397,RELINQ,11/1/2006,7/25/2011,747
G30794,GB,411,RELINQ,10/1/2006,9/14/2009,422
G30795,GB,452,RELINQ,10/1/2006,9/10/2012,641
G30796,GB,458,RELINQ,10/1/2006,9/8/2010,703
G30797,GB,507,RELINQ,10/1/2006,9/10/2015,1093
G30798,GB,516,RELINQ,11/1/2006,9/3/2015,1053
G30799,GB,519,RELINQ,11/1/2006,10/6/2015,926
G30800,GB,520,RELINQ,11/1/2006,10/29/2014,946
G30801,GB,529,RELINQ,12/1/2006,9/30/2015,889
G30802,GB,545,EXPIR,11/1/2006,10/31/2016,883
G30803,GB,548,RELINQ,11/1/2006,10/21/2015,946
G30804,GB,560,RELINQ,11/1/2006,9/3/2015,923
G30805,GB,567,EXPIR,12/1/2006,11/30/2016,1156
G30806,GB,568,RELINQ,12/1/2006,9/3/2015,969
G30807,GB,569,RELINQ,12/1/2006,9/3/2015,1013
G30808,GB,589,EXPIR,11/1/2006,10/31/2016,779
G30809,GB,590,EXPIR,11/1/2006,10/31/2016,866
G30810,GB,591,EXPIR,11/1/2006,10/31/2016,948
G30811,GB,592,RELINQ,11/1/2006,10/21/2015,829
G30812,GB,593,RELINQ,11/1/2006,10/29/2014,899
G30813,GB,608,RELINQ,11/1/2006,10/29/2014,1234
G30814,GB,609,RELINQ,12/1/2006,9/28/2015,968
G30815,GB,610,RELINQ,12/1/2006,9/28/2015,1285
G30816,GB,611,RELINQ,12/1/2006,11/9/2015,1305
G30817,GB,619,RELINQ,11/1/2006,10/18/2013,790
G30818,GB,620,RELINQ,11/1/2006,10/18/2013,972
G30819,GB,633,EXPIR,10/1/2006,9/30/2016,934
G30820,GB,634,EXPIR,12/1/2006,11/30/2016,829
G30821,GB,635,EXPIR,12/1/2006,11/30/2016,877
G30822,GB,654,RELINQ,11/1/2006,9/3/2015,1280
G30823,GB,655,RELINQ,11/1/2006,10/6/2015,1294
G30824,GB,663,RELINQ,11/1/2006,10/18/2013,868
G30825,GB,664,RELINQ,11/1/2006,10/18/2013,859
G30826,GB,675,EXPIR,10/1/2006,9/30/2016,1078
G30827,GB,678,RELINQ,12/1/2006,11/17/2015,899
G30828,GB,687,RELINQ,11/1/2006,8/25/2010,1191
G30829,GB,688,RELINQ,11/1/2006,10/6/2011,1096
G30830,GB,698,RELINQ,11/1/2006,9/3/2015,1291
G30831,GB,699,RELINQ,11/1/2006,9/28/2015,1149
G30832,GB,712,EXPIR,11/1/2006,10/31/2016,940
G30833,GB,719,RELINQ,12/1/2006,10/15/2015,917
G30834,GB,722,EXPIR,12/1/2006,11/30/2016,902
G30835,GB,729,EXPIR,10/1/2006,9/30/2016,1249
G30836,GB,731,RELINQ,11/1/2006,10/6/2011,1209
G30837,GB,732,RELINQ,11/1/2006,9/28/2015,1171
G30838,GB,733,RELINQ,11/1/2006,9/28/2015,1095
G30839,GB,736,RELINQ,10/1/2006,9/22/2015,1350
G30840,GB,742,RELINQ,11/1/2006,10/9/2012,1500
G30841,GB,744,RELINQ,11/1/2006,9/28/2015,1524
