,Record Type,API Well Number,Paleo Report ID Number,Total Number of Reports for API,Measured Depth,True Vertical Depth,Definite/Possible,At/In,Paleo Age,Definite/Possible,At/In,Ecozone
5006,P,608164018101,1,1,13750,12645,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,6.0
5007,P,608164018101,1,1,13780,12669,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
5008,P,608164018101,1,1,13810,12692,DEF,AT,Lower Oligocene (Rupelian) Globigerina gortani,DEF,AT,5.0
5009,P,608164018101,1,1,13870,12738,DEF,AT,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,AT,5.0
5010,P,608164018101,1,1,13930,12784,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
5011,P,608164018101,1,1,13989,12830,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
5012,P,608164018101,1,1,13990,12831,DEF,AT,Upper Eocene (Priabonian) Subbotina linaperta,DEF,AT,5.0
5013,P,608164018101,1,1,14018,12853,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,AT,5.0
5014,P,608164018101,1,1,14019,12853,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
5015,P,608164018101,1,1,14020,12854,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
5016,P,608164018101,1,1,14108,12923,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,5.0
5017,P,608164018101,1,1,14109,12924,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
5018,P,608164018101,1,1,14110,12924,DEF,AT,Middle Eocene (Bartonian) Morozovella lehneri,DEF,AT,5.0
5019,P,608164018101,1,1,14229,13017,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,5.0
5020,P,608164018101,1,1,14230,13018,DEF,AT,Lower Eocene (Ypresian) Morozovella quetra,DEF,AT,5.0
5021,P,608164018101,1,1,14260,13042,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
5022,P,608164018101,1,1,14350,13112,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
5023,P,608164018101,1,1,14379,13134,DEF,AT,Lower Eocene (Ypresian) Planorotalites chapmani,DEF,AT,5.0
5024,P,608164018101,1,1,14380,13135,DEF,AT,Lower Eocene (Ypresian) Morozovella acuta,DEF,AT,5.0
5025,P,608164018101,1,1,14470,13205,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
5026,P,608164018101,1,1,14529,13250,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,5.0
5027,P,608164018101,1,1,14530,13251,DEF,AT,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,AT,5.0
5028,P,608164018101,1,1,14587,13295,DEF,AT,Upper Paleocene (Selandian) Planorotalites compressa,DEF,AT,5.0
5029,P,608164018101,1,1,14588,13296,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,5.0
5030,P,608164018101,1,1,14589,13297,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,5.0
5031,P,608164018101,1,1,14590,13298,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,5.0
5032,P,608164018101,1,1,14649,13343,DEF,AT,Lower Paleocene (Danian) Globocontusa daubjergensis,DEF,AT,5.0
5033,P,608164018101,1,1,14650,13344,DEF,AT,Lower Paleocene (Danian) Parvularugoglobigerina fringa,DEF,AT,5.0
5034,P,608164037600,1,1,13960,13914,DEF,AT,Lower Eocene (Ypresian) Toweius eminens,DEF,AT,
5035,P,608164037600,1,1,14020,13974,DEF,AT,Upper Paleocene (Thanetian) Heliolithus kleinpellii,DEF,AT,
5036,P,608164037600,1,1,14050,14004,DEF,AT,Upper Paleocene (Thanetian) Heliolithus kleinpellii,DEF,AT,
5037,P,608164011100,1,1,9780,9478,DEF,AT,Oligocene,DEF,AT,5.0
5038,P,608304000000,2,3,1278,0,DEF,AT,Eocene,DEF,AT,
5039,P,608304000000,2,3,4220,0,DEF,AT,Paleocene,DEF,AT,
5040,P,608304000000,3,3,1279,0,DEF,AT,Lower Oligocene (Rupelian) Loxostoma B,DEF,AT,
5041,P,608304000000,3,3,4220,0,DEF,AT,Lower Paleocene (Danian) Praemurica uncinata,DEF,AT,
5042,P,177064071000,1,1,11270,11267,POS,AT,Upper Oligocene (Chattian) Globigerina sellii,POS,AT,4.0
5043,P,177004119600,1,2,15660,15654,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
5044,P,177004122700,1,1,15870,15867,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
5045,P,177004113600,1,1,18270,18265,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
5046,P,177004009300,1,1,11910,0,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,3.0
5047,P,177004009300,1,1,12420,0,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,4.0
5048,P,177004009300,1,1,13590,0,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,4.0
5049,P,177002009500,2,2,14410,0,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,4.0
5050,P,177002009500,2,2,15130,0,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,4.0
5051,P,177002009500,2,2,15430,0,DEF,IN,Upper Oligocene (Chattian) Bolivina perca,DEF,IN,3.0
5052,P,177004115700,1,2,17270,16924,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,IN,2.0
5053,P,177004115700,1,2,17780,17357,DEF,IN,Upper Oligocene (Chattian) Globigerina sellii,DEF,IN,2.0
5054,P,177004115700,2,2,16940,16644,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
5055,P,177004046200,1,1,14910,14906,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
5056,P,177004060500,2,2,13910,0,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,4.0
5057,P,177004037100,1,2,14710,14708,DEF,AT,Oligocene,DEF,AT,2.0
5058,P,177004037100,2,2,14057,14055,DEF,AT,Oligocene,DEF,AT,1.0
5059,P,177204010300,5,5,17460,16659,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
5060,P,608124002000,1,2,23490,23174,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,4.0
5061,P,608124002000,1,2,23550,23223,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,4.0
5062,P,608124002000,1,2,23790,23422,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,4.0
5063,P,608124002000,1,2,23850,23472,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,4.0
5064,P,608124002000,1,2,23880,23497,DEF,AT,Lower Oligocene (Rupelian) Pseudohastigerina micra,DEF,AT,4.0
5065,P,608124002000,1,2,23910,23521,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,4.0
5066,P,608124002000,1,2,23940,23546,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,4.0
5067,P,608124002000,1,2,25020,24398,POS,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,POS,AT,4.0
5068,P,608124002000,1,2,25770,24995,POS,AT,Lower Paleocene (Danian) Praemurica uncinata,POS,AT,4.0
5069,P,608124002000,2,2,23340,23049,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
5070,P,608124002000,2,2,23580,23248,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5071,P,608124002000,2,2,23700,23347,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
5072,P,608124002000,2,2,23730,23372,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
5073,P,608124002000,2,2,23880,23497,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
5074,P,608124002000,2,2,23910,23521,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
5075,P,608124002000,2,2,24240,23786,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
5076,P,608124002000,2,2,24690,24138,DEF,AT,Lower Eocene (Ypresian) Fasciculithus tympaniformis,DEF,AT,
5077,P,608124002000,2,2,25050,24421,DEF,AT,Upper Paleocene (Thanetian) Heliolithus riedelli,DEF,AT,
5078,P,608124009101,1,1,28454,28295,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
5079,P,608124009101,1,1,28455,28296,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
5080,P,608124009101,1,1,28545,28384,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5081,P,608124009101,1,1,28785,28619,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
5082,P,608124009101,1,1,28845,28678,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
5083,P,608124009101,1,1,28905,28736,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
5084,P,608124009101,1,1,29025,28854,DEF,AT,Lower Oligocene (Rupelian) Discoaster nodifer,DEF,AT,
5085,P,608124009101,1,1,29055,28883,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
5086,P,608124009101,1,1,29174,29000,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra circus,DEF,AT,
5087,P,608124009101,1,1,29175,29000,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus akropodus,DEF,AT,
5088,P,608124009101,1,1,29533,29351,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
5089,P,608124009101,1,1,29534,29352,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
5090,P,608124009101,1,1,29535,29353,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
5091,P,608124009101,1,1,29565,29382,DEF,AT,Lower Oligocene (Rupelian) Ismolithus recurvus,DEF,AT,
5092,P,608124009101,1,1,29592,29408,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
5093,P,608124009101,1,1,29593,29409,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
5094,P,608124009101,1,1,29594,29410,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
5095,P,608124009101,1,1,29595,29411,DEF,AT,Upper Eocene (Priabonian) Pemma papillatum,DEF,AT,
5096,P,608124009101,1,1,29775,29587,DEF,AT,Upper Eocene (Priabonian) Sphenolithus obtusus,DEF,AT,
5097,P,608124009101,1,1,29833,29644,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
5098,P,608124009101,1,1,29834,29645,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
5099,P,608124009101,1,1,29835,29646,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,
5100,P,608124009101,1,1,29894,29704,DEF,AT,Middle Eocene (Lutetian) Discoaster wemmelensis,DEF,AT,
5101,P,608124009101,1,1,29895,29705,DEF,AT,Middle Eocene (Lutetian) Nannotetrina fulgens,DEF,AT,
5102,P,608124009101,1,1,30015,29822,DEF,AT,Lower Eocene (Ypresian) Toweius callosus,DEF,AT,
5103,P,608124009101,1,1,30045,29851,DEF,AT,Lower Eocene (Ypresian) Discoaster kuepperi,DEF,AT,
5104,P,608124009101,1,1,30135,29939,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus orthostylus,DEF,AT,
5105,P,608124009101,1,1,30165,29969,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
5106,P,608124009101,1,1,30195,29998,DEF,AT,Lower Eocene (Ypresian) Toweius pertusus,DEF,AT,
5107,P,608124009101,1,1,30225,30028,DEF,AT,Lower Eocene (Ypresian) Planorotalites chapmani,DEF,AT,
5108,P,608124009101,1,1,30310,30111,DEF,AT,Lower Eocene (Ypresian) Subbotina velascoensis,DEF,AT,
5109,P,608124009101,1,1,30340,30140,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
5110,P,608124009101,1,1,30669,30462,DEF,AT,Lower Eocene (Ypresian) Rzehakina epigona,DEF,AT,
5111,P,608124009101,1,1,30670,30463,DEF,AT,Lower Eocene (Ypresian) Fasciculithus tympaniformis,DEF,AT,
5112,P,608124009101,1,1,30730,30521,DEF,AT,Upper Paleocene (Thanetian) Heliolithus cantabriae,DEF,AT,
5113,P,608124009101,1,1,31270,31050,DEF,AT,Upper Paleocene (Thanetian) Heliolithus riedelli,DEF,AT,
5114,P,608124009101,1,1,31330,31108,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,
5115,P,608124009101,1,1,31510,31284,DEF,AT,Upper Paleocene (Thanetian) Fasciculithus ullii,DEF,AT,
5116,P,608124009101,1,1,31760,31529,DEF,AT,Upper Paleocene (Selandian) Neochiastozygus saepes,DEF,AT,
5117,P,608124009101,1,1,31790,31558,DEF,AT,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,AT,
5118,P,608124009101,1,1,31880,31646,DEF,AT,Upper Paleocene (Selandian) Fasciculithus chowii,DEF,AT,
5119,P,608124009101,1,1,32030,31793,DEF,AT,Upper Paleocene (Selandian) Fasciculithus chowii,DEF,AT,
5120,P,608124009101,1,1,33600,33328,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,
5121,P,608124009101,1,1,33719,33444,DEF,AT,Paleocene Midway Group/Provincial Stage,DEF,AT,
5122,P,608124009101,1,1,33720,33445,DEF,AT,Upper Paleocene (Selandian) Cruciplacolithus edwardsii,DEF,AT,
5123,P,608124009101,1,1,33749,33474,DEF,AT,Lower Paleocene (Danian) Vaginulina midwayensis,DEF,AT,
5124,P,608124009101,1,1,33750,33475,DEF,AT,Lower Paleocene (Danian) Cyclagelosphaera alta,DEF,AT,
5125,P,608124009101,1,1,33780,33504,DEF,AT,Lower Paleocene (Danian) Globocontusa daubjergensis,DEF,AT,
5126,P,608124007800,1,1,21692,21692,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
5127,P,608124007800,1,1,21693,21693,DEF,AT,Lower Oligocene (Rupelian) Lanternithus minutus,DEF,AT,
5128,P,608124007800,1,1,21730,21729,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
5129,P,608124007800,1,1,22410,22408,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5130,P,608124007800,1,1,22590,22587,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
5131,P,608124007800,1,1,23310,23300,DEF,AT,Upper Oligocene (Chattian) Zygrhablithus bijugatus,DEF,AT,
5132,P,608124007801,1,3,21729,21728,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
5133,P,608124007801,1,3,21730,21729,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
5134,P,608124007801,1,3,22319,22317,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
5135,P,608124007801,1,3,22320,22318,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5136,P,608124007801,1,3,23400,23390,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
5137,P,608124007801,1,3,23795,23779,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5138,P,608124007801,1,3,27539,27433,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
5139,P,608124007801,1,3,27540,27434,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5140,P,608124007801,1,3,27720,27609,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
5141,P,608124007801,1,3,27810,27696,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
5142,P,608124007801,1,3,27839,27724,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
5143,P,608124007801,1,3,27840,27725,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
5144,P,608124007801,1,3,28290,28161,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
5145,P,608124007801,1,3,28439,28305,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
5146,P,608124007801,1,3,28440,28306,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
5147,P,608124007801,1,3,28499,28363,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
5148,P,608124007801,1,3,28500,28364,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
5149,P,608124007801,1,3,28650,28510,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
5150,P,608124007801,1,3,28740,28597,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
5151,P,608124007801,1,3,28860,28713,DEF,AT,Middle Eocene (Lutetian) Chiasmolithus gigas,DEF,AT,
5152,P,608124007801,1,3,28911,28763,DEF,AT,Middle Eocene (Lutetian) Discoaster sublodoensis,DEF,AT,
5153,P,608124007801,1,3,29028,28876,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
5154,P,608124007801,1,3,29029,28877,DEF,AT,Lower Eocene (Ypresian) Discoaster kuepperi,DEF,AT,
5155,P,608124007801,1,3,29030,28878,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus orthostylus,DEF,AT,
5156,P,608124007801,1,3,29120,28965,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
5157,P,608124007801,1,3,29149,28993,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
5158,P,608124007801,1,3,29150,28994,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
5159,P,608124007801,1,3,29719,29545,DEF,AT,Lower Eocene (Ypresian) Fasciculithus involutus,DEF,AT,
5160,P,608124007801,1,3,29720,29546,DEF,AT,Lower Eocene (Ypresian) Discoaster mahmoudi,DEF,AT,
5161,P,608124007801,1,3,29839,29661,DEF,AT,Lower Eocene (Ypresian) Fasciculithus tympaniformis,DEF,AT,
5162,P,608124007801,1,3,29840,29662,DEF,AT,Upper Paleocene (Thanetian) Ericsonia robusta,DEF,AT,
5163,P,608124007801,1,3,30020,29837,DEF,AT,Upper Paleocene (Thanetian) Ericsonia robusta,DEF,AT,
5164,P,608124007801,1,3,30380,30186,DEF,AT,Upper Paleocene (Selandian) Fasciculithus chowii,DEF,AT,
5165,P,608124007801,1,3,30410,30215,DEF,AT,Upper Paleocene (Selandian) Cruciplacolithus tenuis increase,DEF,AT,
5166,P,608124007801,1,3,30590,30389,DEF,AT,Upper Paleocene (Thanetian) Fasciculithus ullii,DEF,AT,
5167,P,608124007801,2,3,29220,29062,DEF,AT,Lower Eocene (Ypresian) Apectodinium homomorphum acme/PETM,DEF,AT,
5168,P,608124007801,3,3,24840,24800,POS,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,POS,AT,5.0
5169,P,608124007801,3,3,27450,27347,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
5170,P,608124007801,3,3,27600,27493,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,5.0
5171,P,608124007801,3,3,27690,27580,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
5172,P,608124007801,3,3,28320,28190,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
5173,P,608124007801,3,3,28440,28306,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,5.0
5174,P,608124007801,3,3,28500,28364,DEF,AT,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,AT,5.0
5175,P,608124007801,3,3,28528,28392,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
5176,P,608124007801,3,3,28529,28392,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
5177,P,608124007801,3,3,28530,28393,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
5178,P,608124007801,3,3,28590,28452,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,5.0
5179,P,608124007801,3,3,28650,28510,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,5.0
5180,P,608124007801,3,3,28679,28538,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
5181,P,608124007801,3,3,28680,28539,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,5.0
5182,P,608124007801,3,3,28800,28655,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,5.0
5183,P,608124007801,3,3,28859,28712,DEF,AT,Middle Eocene (Bartonian) Radiolarian acme A,DEF,AT,5.0
5184,P,608124007801,3,3,28860,28713,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,5.0
5185,P,608124007801,3,3,29040,28887,DEF,IN,Lower Eocene (Ypresian) Radiolarian acme B,DEF,IN,5.0
5186,P,608124007801,3,3,29550,29381,POS,IN,Lower Eocene (Ypresian) Rzehakina epigona,POS,IN,5.0
5187,P,608124007801,3,3,29790,29614,DEF,IN,Lower Eocene (Ypresian) Radiolarian acme C,DEF,IN,5.0
5188,P,608124007801,3,3,29940,29759,DEF,IN,Upper Paleocene (Thanetian) Bathysiphon spp increase,DEF,IN,5.0
5189,P,608124007801,3,3,31170,30951,DEF,IN,Upper Paleocene (Thanetian) Morozovella angulata,DEF,IN,5.0
5190,P,608124009100,1,1,23444,23392,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
5191,P,608124009100,1,1,23445,23393,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
5192,P,608124009100,1,1,23490,23437,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5193,P,608124009100,1,1,23565,23510,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
5194,P,608124007600,1,4,25050,25013,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
5195,P,608124007600,1,4,27440,27015,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,5.0
5196,P,608124007600,1,4,27530,27088,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
5197,P,608124007600,1,4,27590,27136,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
5198,P,608124007600,1,4,27650,27184,DEF,AT,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,AT,5.0
5199,P,608124007600,1,4,28250,27668,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
5200,P,608124007600,1,4,28340,27740,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
5201,P,608124007600,1,4,28369,27763,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
5202,P,608124007600,1,4,28370,27764,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
5203,P,608124007600,1,4,28399,27787,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,5.0
5204,P,608124007600,1,4,28400,27788,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
5205,P,608124007600,1,4,28429,27811,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,5.0
5206,P,608124007600,1,4,28430,27812,DEF,AT,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,AT,5.0
5207,P,608124007600,1,4,28460,27836,DEF,AT,Middle Eocene (Bartonian) Radiolarian acme A,DEF,AT,6.0
5208,P,608124007600,1,4,28490,27860,DEF,AT,Middle Eocene (Bartonian) Radiolarian acme A,DEF,AT,6.0
5209,P,608124007600,1,4,28610,27956,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme B,DEF,AT,6.0
5210,P,608124007600,1,4,28760,28076,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,6.0
5211,P,608124007600,1,4,28789,28100,DEF,AT,Lower Eocene (Ypresian) Acarinina angulosa,DEF,AT,6.0
5212,P,608124007600,1,4,28790,28101,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,6.0
5213,P,608124007600,1,4,28939,28220,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme C,DEF,AT,6.0
5214,P,608124007600,1,4,28940,28221,DEF,AT,Lower Eocene (Ypresian) Morozovella aequa,DEF,AT,6.0
5215,P,608124007600,1,4,28999,28268,DEF,AT,Lower Eocene (Ypresian) Planorotalites chapmani,DEF,AT,6.0
5216,P,608124007600,1,4,29000,28269,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme C,DEF,AT,6.0
5217,P,608124007600,1,4,29180,28414,DEF,AT,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,AT,6.0
5218,P,608124007600,1,4,29420,28607,DEF,AT,Lower Eocene (Ypresian) Rzehakina epigona,DEF,AT,6.0
5219,P,608124007600,1,4,29630,28775,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,6.0
5220,P,608124007600,1,4,29870,28968,DEF,AT,Upper Paleocene (Thanetian) Bathysiphon spp increase,DEF,AT,6.0
5221,P,608124007600,1,4,31850,30567,DEF,AT,Lower Paleocene (Danian) Globocontusa daubjergensis,DEF,AT,5.0
5222,P,608124007600,2,4,27529,27087,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
5223,P,608124007600,2,4,27530,27088,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
5224,P,608124007600,2,4,27575,27124,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
5225,P,608124007600,2,4,27620,27160,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
5226,P,608124007600,2,4,28100,27547,DEF,AT,Lower Oligocene (Rupelian) Discoaster nodifer,DEF,AT,
5227,P,608124007600,2,4,28310,27716,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
5228,P,608124007600,2,4,28338,27738,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
5229,P,608124007600,2,4,28339,27739,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
