incident_id,date,vessel_name,description,incident_type,location,source,fatalities,injuries
TN-2010-0130,2010-08-15,,"On August 15, 2010 at approximately 18:20Hrs, myself and Officer were contacted by dispatch of a rescue, recovery effort on J. Percy Priest Res.  We were responding from the Cumberland River near the Old Hickory Dam.  We reached the scene just after 19:00hrs.  At the time, all the statements and information given led us to believe Victim had drowned while swimming.  The pontoon was rented from Elm Hill Marina.  Boat 19 operator was on the scene when we arrived and people were in the water looking for Victim.  Boat 13 operator had returned to Elm Hill and the occupants had gone different places from there.  While collecting statements from the occupants of boat 19, we noticed a large garbage can full of empty beer containers and other contents.  TWRA assisted in the recovery effort until she was found on the 25th of August.  During the recovery responders observed Victim had wounds on her face and head.  The Davidson County Medical Examiner confirmed Victim had been struck by a propeller of a boat. This was determined to be the cause of death.  With the help of Metro Police Department, we re-interviewed all of the occupants.  When asked how much alcohol, they stated there were at least 8 cases of beer on board and at least 6 were consumed.  Vodka was also available to the occupants of the boats.  All of the statements were consistent.  The last 15 minutes, no one could account for Victim.  Two occupants stated they saw her walk off the boat but cannot account for her after that.  The accident is still under investigation, but alcohol is a contributing factor as for all involved.  TWRA received a letter from the Davidson County District Attorneys Office on the January 10th, 2011 stating no charges will be file based on the information we have at this time.",Person Departed Vessel,"J. PERCY PRIEST LAKE, TN",DLP Historical,1,0
TN-2010-0133,2010-08-29,,"On August 29, 2010 at or around 1746, I arrived at the Lick Creek Boat Ramp on Barkley Lake on a report of a boat circling with no operator.  Based upon evidence and witness statements, a synposis of the events are as follows:

Victim was alone and launched his vessel at the Lick Creek Boat Ramp sometime between 1540 and 1550 hours on August 29, 2010 and headed towards Long Creek.  At or around 1550 hours, his vessel was observed going in circles without an operator.  After witnesses searched the area for survivors, a 911 call was placed at 1554 hours.  At or around 1629 hours, Deputy notified the victim''s wife in person of the accident.

Witnesses state the vessel continued in circles until it ran aground north of the boat ramp.  A bystander stopped the motor and the vessel was later towed by Stewart County Fire Rescue to the Lick Creek Boat Ramp.  A bystander observed a hat and one flip flop floating on the surface.  He collected the items and marked the area with a yellow marker.  Shortly thereafter, a flip flop and a dipping tobacco can floated near the marker.  He also collected the items and they were later identified by subject as belonging to the victim.

Stewart County Fire Rescue performed an extensive rescue and recovery operation and body surfaced at or around 1607 hours on August 30, 2010 near the yellow marker in 8 feet of water.   The body was positively identified as Victim by his brother in presence of the Stewart County Coroner.  

The autopsy report list the cause of death as accidental drowning.

The vessel is a 1975 model 14 foot aluminum Polarcraft with a 20 hp Mercury tiller motor.  The boat is well used with multiple scratches and dents.   The olive green paint is dull and faded.  It was common for the victim to drag the boat over obstacles to get to his favorite fishing holes.  There is no evidence on the  boat or motor of a collision.  The contents inside the vessel indicate a hard roll to port.

The vessel was water tested on September 28, 2010.  There were no mechanical defects found in the motor.  Maximum speed of the vessel was around 22 mph.  When the steering handle was let go at 8 mph, the motor would immediately torque into a sharp starboard turn and decrease speed slightly.  I was unable get the items inside the boat to shift to the position where they were observed the day of the accident.

There are numerous navigational hazards in the area of the accident including submerged stumps and shallow bars.  However, based upon the evidence and the local knowledge of the victim, this does not appear to be a contributing factor. 

Evidence does suggest that for some unknown reason, the victim let go of the tiller handle causing the boat to turn sharply to the starboard throwing the victim off the port side of the vessel.  ",Person Ejected from Vessel,"BARKLEY LAKE, TN",DLP Historical,1,0
TN-2010-0139,2010-09-04,,"Based on witness/occupant statements, Vessel number 1 in an easterly direction into Wolf River when he collided with land and the vessel overturned ejecting all occupants.  The vessel landed on victim and the occupants were unable to free her.  victim was pronounced dead at the scene by medical personnel.   All other occupants, with the exception of one, were transported to Clinton County Hospital in Kentucky for treatment. 

The investigation is open and ongoing.",Grounding,"DALE HOLLOW LAKE, TN",DLP Historical,1,5
TN-2010-0144,2010-07-15,,"On 07/15/2010, at approximately 18:17, a two-boat collision occurred 1/10TH of a mile downstream from the Weakley Lane Bridge on J. Percy Priest Lake in Smyrna, TN.  Upon my arrival, I determined through witness statements that there had been two occupants in each boat.  Vessel 1 was owned and operated by same person and he was joined by one occupant.  On the other hand, Vessel 2 was owned and operated by one person and he was joined by one other person.  

Operator and witness statements, injury records and damage assessments report that the vessels encountered one another ""head on"" in the narrow channel.  Vessel 1 was traveling downstream and vessel 2 upstream.  Both vessels were traveling above safe speeds for the narrow channel and neither vessel took every action necessary to avoid a collision. All four men were ejected upon impact.  Neither occupant of Vessel 1 was wearing a PFD (personal floatation device).  On the other hand, both occupants of Vessel 2 were wearing PFDs, but they weren''t securely fastened.  deceased's PFD came off when he was ejected.  Everyone but deceased victim (Vessel 2) made it to shore safely.  deceased victim couldn''t swim and drowned.  Operator (Vessel 1) showed signs of being under the influence of alcohol on-scene immediately following the accident.  His toxicology results confirmed he was under the influence of alcohol following the accident.  Operator (Vessel 2) didn''t display signs of impairment immediatley following the accident and toxicology results confirmed he wasn''t intoxicated.   deceased's autopsy confirmed drowning as the cause of death and didn''t report any other contributing factors.",Collision with Recreational Vessel,"J. PERCY PRIEST LAKE, TN",DLP Historical,1,2
TN-2010-0152,2010-09-19,,"JON BOAT OWNER/OPERATOR AND FRIENDS WERE RECREATIONAL CRUISING AND FISHING ON THE BUFFALO RIVER IN WAYNE COUNTY, TN. THE BOAT CAME UPON A FALLEN TREE AND WAS TURNED OVER AND WEDGED UP AGAINST IT BY CURRENT. ALL OCCUPANTS GOT OUT OF BOAT AND WALKED/WADED OUT OF TREETOP. THE SUBJECTS THEN TRIED TO WALK TO SAFETY. THEY WALKED AROUND AN HOUR AND THEN CAME TO A SWIFT DEEP SECTION OF THE RIVER THAT THEY HAD TO CROSS. AS THEY WERE CROSSING one subject CALLED FOR HELP. subject2 TOLD HIM TO TRY TO FLOAT ON HIS BACK. subject CALLED FOR HELP AGAIN. remaining subjects DID TRY TO GET TO subject BUT COULD NOT DUE TO CURRENT. 

WHEN BODY WAS RECOVERED HE STILL HAD HIS DAY PACK AND TACKLED BOX ATTCHED ON HIS SHOULDERS.",Collision with Fixed Object,"BUFFALO RIVER, TN",DLP Historical,1,0
TN-2011-0001,2011-01-01,,"On Saturday, 01-01-11, at approximately 1230 hrs, the victim was with a group of 4 other kayakers on the Tellico River. They put in at the kayak launch immediately above the 1st bridge above Baby Falls. There is a 6 foot ledge in the river approximately 125 yds downstream from the above bridge. The first three kayakers successfully negotiated the ledge. The victim went over next and immediately capsized in the hydraulic. The fifth kayaker was right behind him and his boat struck the victims capsized boat, causing him to capsize as well. Both boaters got caught in the hydraulic under the falls but the fifth boater managed to escape rather quickly. The victim remained in the hydraulic, got separated from his boat, and was recirculated several times before being flushed out. He floated downstream unconscious and face-down several yards before being pulled out by his partners who performed CPR on him until transferred to the responding ambulance crew. He was transported to Sweetwater Hospital and then UT Hospital where he was pronounced dead due to drowning.
The water level of the river at the time of the accident was very high and rising swiftly due to recent rains and snowmelt. See attached River Stage chart. According to many witnesses a combination of three factors contributed to the cause of the accident :  1) the victim''s level of experience  2) the water level of the river  3) the size and style of the victims boat.
",Capsizing,"TELLICO RIVER, TN",DLP Historical,1,0
TN-2011-0002,2011-03-15,,"On tuesday march 15, 2011 operator was on old hickory lake around the lone branch area in a canoe. At approx. 2:00pm operator's mother contacted the Wilson County sherriff''s department and advised her son was missing. We believe operator may have been fishing at the time of the accident. We do not have answers at this time about how he wound up in the water. operator likely died as a result of drowning.",Fall Overboard,"OLD HICKORY LAKE, TN",DLP Historical,1,0
TN-2011-0003,2011-03-19,,"On March 19, 2011, at approximately 1915, WLOs received notification of a boat accident that occurred on the Nolichucky River in Greene Co., Tennessee, and that a victim had been transported to Banks Campground on Bewley''s Chapel Rd.  WLO , who was responding to the scene as part of  EMT training, directed WLO and myself to Matthews Lane where the crash scene was located.  We arrived at approximately 2030 to find the crashed vessel lying on the steep embankment of the river, with the motor completely  underwater.  After securing the vessel, I met with WLOs, who had interviewed two subjects who had come upon the crash.  These subjects found an injured person on the vessel, and they transported him to Banks Campground where Greene Co. 911 was called.  The injured person was airlifted to Johnson City Medical Center, and passed away the next day.  They later returned to the crash scene to search for the operator of the crashed vessel.

     On March 24, 2011, at approximately 1330, the body of the owner of the vessel was recovered in the river by Greeneville Emergency and Rescue Squad approximately 300 yards below the crash site.  The crash site was located approximately 1 mile upriver from Banks Campground.  

     In the initial investigation, it appears that the vessel, while traveling downstream, veered to the left and passed under an over-arching tree damaging the windshield and then striking another tree approximately 30 feet away.  The vessel came out of the water at this point and came to rest on the bank.",Collision with Fixed Object,"NOLICHUCKY RIVER, TN",DLP Historical,2,0
TN-2011-0005,2011-03-05,,Operator stated he and victim (deceased) launched a borrowed 10'' jon boat at hwy431/cane creek bridge between petersburg and fayetteville at approximately 5:00 pm on 3/5/11. Operator stated that he and victim floated with the current and paddled until their vessel passed the iron bridge at old petersburg pike. Operator stated that shortly after this point their vessel struck an unseen obstruction and capsized their vessel. Operator stated that he and victim held onto the capsized vessel until it struck another unseen object where victim lost his hold on the capsized vessel. Operator stated that he held onto the vessel and exchanged verbally with victim 3 or 4 times to swim to shore and lost contact. Operator stated that he stayed with the vessel until the s. Fishing ford road bridge on cane creek where he separated from the vessel and swam to shore. The water level during this event was heavy flow after heavy rains. The body of the deceased was located below the iron bridge as indicated by Operator statement. The vessel was located below the s. Fishing ford bridge as Operator indicated he had separated from it at the s. Fishing ford bridge.,Collision with Submerged Object,"CANE CREEK, TN",DLP Historical,1,0
TN-2011-0010,2011-03-13,,Boat was drifting against a log jam in the Hatchie River.  Boat capsized as both occupants were urniating. One person was DOA when the resue squad arrived.,Capsizing,"Hatchie   river, TN",DLP Historical,1,0
TN-2011-0026,2011-06-07,,"Two elderly men were fishing in a cove near Hobson Pike Bridge on the morning of June 7, 2011. At approximately 7:30 am the victim / elderly man fishing at the rear of the vessel hung his fishing lure. The man went to retrieve his fishing lure and fell overboard. The driver turned around and saw what happened and immediately entered the water to help the victim get back to the boat. Both men were wearing PFDs.  However the victim did not have his secured properly which caused it to come off of him when he went overboard. The driver called 911 and tried to revive the victim.  EMT''s on the scene could not revive the victim.  (A combination of the fall over board, health medical problems, age, stress of the incident, and water inhalation contributed to victims death.)",Fall Overboard,"J. PERCY PRIEST LAKE, TN",DLP Historical,1,0
TN-2011-0047,2011-06-18,,"On June 18th 2011 at approximately 13:57 Carter County 911 received a call advising of a capsized vessel on Wilbur Lake with two individuals in the water.  Carter County Rescue Squad, Carter County Sheriffs Department, and Tennessee Wildlife Resources Agency were dispatched to the scene.  Upon arrival on scene at 14:14 by the Rescue Squad, there was one individual still in the lake.  The Rescue Squad used a vessel to rescue the individual who was found with his arm wrapped in a type IV throwable device.  The individual was identified. Victim was transported to Sycamore Shoals Emergency Room.  Victim was later pronounced dead at 18:40 by Emergency Room personnel.  The operator of the vessel was identified. Operator was rescued by another vessel on the lake and received no injuries. 
      Officer arrived on scene at 15:29 on June 18th 2011 along with Lt. and two Officers.  Operator was taken by Lt. to Sycamore Shoals Hospital to perform a blood draw to determine alcohol and drug levels.  The vessel was still capsized on the lake but had been secured by the Carter County Rescue Squad near the southern bank.  The vessel and numerous items were recovered from the lake. The vessel was a 16ft Legend Dagger Canoe equipped with a 28lb thrust trolling motor.  There was evidence of alcohol aboard the vessel when it was recovered.  Also based on a search done by the rescue squad, the capsizing occurred toward the middle of the lake at GPS: 36.341056,-82.120272.  At this location a fishing pole and an empty beer can of same make of alcohol observed on the vessel was observed on the bottom of the lake.  Based on information obtained from The National Service at 13:55 a storm moved through Elizabethton with wind gusts of 35mph.  Tennessee Valley Authority reported releasing an average hourly discharge at Wilbur Dam of 1772 cubic feet at 1pm and 2362 cubic feet at 2pm.
Based on Witness Statements;
     At approximately 13:56 on June 18th 2011, Victim and Operator were fishing on Wilbur Lake when a storm blew in.  The storm was blowing from Wilbur Dam upstream.  Operator was the operator of the vessel while Victim was in the bow seat of the canoe.  Operator then turned toward the southern bank and attempted to reach shore.  At this point the canoe capsized, with the port side gunwale rolling downward and the starboard side gunwale rolling upward.  Both Operator and Victim were thrown into the water.  Operator was rescued by a small aluminum jon boat.  The aluminum jon boat was only equipped with a electric trolling motor.  Victim was in the water holding a type IV throwable,  he did not make it to the bank.  The storm was still over the area, high winds and choppy waves.  Victim remained in the water until the rescue squad pulled him onto the rescue vessel.
",Capsizing,"WILBUR LAKE, TN",DLP Historical,1,0
TN-2011-0048,2011-06-14,,"victim died as a result of going overboard from the sailboat that he and the other passengers and operator were in on Tuesday morning June 14, 2011 at approximately 2:30am.  The cause is still under investigation.",Fall Overboard,"CHICKAMAUGA LAKE, TN",DLP Historical,1,0
TN-2011-0063,2011-04-17,,"On  Sunday April 17th at approximately 1905 hrs I heard Wilson County Dispatching Officers to a boating accident on Old Hickory Res..  I made contact with Wilson County and our dispatcher.  Rutherford Co. Officer was close to my location and responded with me.  Lt Responded to Cedar Creek Campground.  where we launched our boat.  We were informed That a bass boat had crossed the wake of a house boat and two men were thrown from the bass boat.  Officer went to find the house boat that had rescued one of the occupants that was thrown into the water.   They then went to the site of the accident and inventory the bass boat.  Officer herald responded to Ceder Creek Marina.  The house boat returned to Cedar Creek Marina with The passenger of the bass boat. Sumner Co. Officer and Boat Accident Investigator Responded to the Family of Operator1 and the scene of the accident to help.  Witnesses were interviewed as well as occupant of V2.  Based on the information available we believe that Operator1 was operating a Stratos bass boat (TN 4241 ED).   Operator2 Was operating the house boat (TN 4096 AB) owned by another person .  The house boat was headed up stream at approximately the 234 mile marker and the bass boat coming down stream from outside the channel on the red can side.  Based on the condition of the prop, lower unit and wood pieces found on the unit we believe the bass boat struck a floating log then accelerated into the wake of the house boat throwing both Operator1 And occupant from the boat.  Witnesses from the house boat screamed to their operator to turn around they observed both individuals coming to the surface and one going back under and not seen again.  Members of the house boat pulled occupant out of the water.  Operator1 was found on the 27th of April at approximately 1600 hrs Emergency personnel from Wilson Co., Sumner Co., Davidson Co. , Tennessee Highway Patrol as well as a K-9 team from Clarksville all worked on the recovery effort.  TWRA had 9 Officers and other personnel involved in the investigation and recovery nearly 200 man ours were spent on this accident.",Collision with Floating Object,"OLD HICKORY LAKE, TN",DLP Historical,1,0
TN-2011-0067,2011-06-11,,"Operator launched his 8'' plastic Bass Buddy fishing boat from the Metro Beach Access on the afternoon of June 11, 2011.  The time is not known, perhaps between 16:00 and 17:00 hours.  Operator sent a text to his wife at 15:40, stating he was taking the boat out.  Wife responded by text asking if he was taking it to the cove on the other side.  She was refering to the cove adjacent to the Metro Beach Access.  The last phone conversation Wife had with Operator was at 20:32, she said he stated he was in the cove adjacent to the Metro Beach Access.  At 20:41, Wife texted Operator and asked if he was coming home before she went to bed.  At 20:47, Operator responded he didn''t know.  That was last contact anyone had with Operator.  Wife called Operator''s cell phone at 22:51.  The phone went straight to voicemail.  At 23:54, Wife texted Operator''s cell phone to tell him that lighting and wind was picking up in the area.  Operator did not respond to the text.

Wife called TWRA on June 13, 2011 at approximately 13:30 to report Operator had not returned from fishing on Old Hickory Lake the previous night.  Operator''s truck was parked at the Metro Beach Access area.  TWRA and Davidson County OEM personnel searched the area.  OEM personnel located a fishing rod in the water near the first cove upstream of the Metro Beach Access.  Wife identified the rod as Operator''s.  OEM divers search the cove where the rod was located.  The search was stopped at sunset.

The search for Operator resumed at approximately 08:30 on June 14, 2011.  At approximately 10:30, TWRA and OEM personnel located Operator''s body floating with 20 yards of the shore in the first cove upstream of the Metro Beach Access area.  The medical examiner ruled his death was caused by drowning.  Operator''s boat has not been located. 

I obtained weather data for June 11 and 12, 2011 from the web site ""Underground Weather"".  Data collected indicated that the wind speed and gusts increased at approximately 22:43 on June 11, 2011.  This may have caused Operator''s boat to become swamped and sink.  Wife stated that Operator usually did not take a pfd when he took his boat on the water.  She stated he usually had a throw cushion in the boat.


http://www.wunderground.com/weatherstation/WXDailyHistory.asp-ID=KTNHENDE5andmonth=6andday=11andyear=2011
http://www.wunderground.com/weatherstation/WXDailyHistory.asp-ID=KTNHENDE5andmonth=6andday=12andyear=2011
",Flooding/swamping,"OLD HICKORY LAKE, TN",DLP Historical,1,0
TN-2011-0080,2011-07-28,,"The victim and his father were fishing near mile marker 497.0 on Chickamauga Lake.  The victim told his father he was hot, and jumped in the lake to cool off.  He started having difficulty swimming back to the boat and asked his father for help.  His father jumped in to help, and the boat started to drift away.  They yelled for help, and two nearby fishermen responded to help from approximately 200 yards away.  When they got to the father, the victim had already went underwater.  The two fishermen pulled the father over to the bank, went back and got the boat and called 911.",Person Departed Vessel,"CHICKAMAUGA LAKE, TN",DLP Historical,1,0
TN-2011-0081,2011-07-11,,"On 11 July 2011 at approximately 2:00am Officers responded to a one vessel boat collision on the Wolf River section of Dale Hollow Lake. There were 5 occupants onboard the vessel at the time of the collision. Witnesses stated that they observed the vessel operating on plane when it struck the bank. Witnesses were near the collision sight and rescued all five occupants moments before the vessel sank. Witnesses took the occupants to Wolf River Resort and Marina where EMS was contacted. Two occupants were transported to Clinton County Regional Hospital where they were treated and released. 
One Occupant was transported to Clinton County Regional Hospital where she was then transported to University of Kentucky Medical Center and has since been released. Occupant4 was transported to the University of Tennessee Medical Center where he later passed from the injuries he sustained in the collision. The vessel operator refused treatment. The operator admitted he had been consuming alcohol that night and was arrested for Boating Under the Influence. A blood sample was taken from operator. He also took a breath alcohol test which resulted in a .127 BAC. He was booked in to the Pickett County, TN Jail. Other charges are pending by the District Attorney''s Office. This collision occurred in Pickett County, TN.
",Grounding,"DALE HOLLOW LAKE, TN",DLP Historical,1,3
TN-2011-0082,2011-07-19,,"On July 19, 2011, at approximately 1845 hours, operator was coming back into Cedar Creek from Spencer Creek on Old Hickory Res.  operator had two occupants on the boat.  When they were approximately 500 yards from Cedar Creek Yacht Club, occupant1 got up and jumped off the porch side of the pontoon boat.  operator turned the boat around to retrieve occupant1.  They saw him resurface and then go back under the water. occupant1 went into the water but was unable to retrieve him.",Person Departed Vessel,"OLD HICKORY LAKE, TN",DLP Historical,1,0
TN-2011-0106,2011-08-20,,"On Saturday, August 20, 2011 at approximately 18:00 hours, operator and his sister were swimming in Watts Bar Lake near the Wide Spot Access Area. They had driven a 60' Sumerset houseboat from Blue Springs Marina to the area where they decided to cool off with a swim. Both were swimming with the ""pool type noodles"". They noticed that the vessel (TN-3723-BN) was drifting away and operator swam after the boat with the ""noodle"" under him. The sister stated, ""he was about 50 yards from getting to the boat and he just stopped swimming"". The sister waved down another boat and told them what was going on and they called 911. The assisting boat found the brother face down in the water still on top of the ""noodle"" about 50 yards from the houseboat. EMS from Meigs County and bystanders helped get the victims and boat to the Wide Spot Access Area where CPR was performed. operator was unresponsive to EMS efforts and was pronounced dead on the scene by Director of Meigs Co. EMS.  TWRA was dispatched at 18:27 hrs. and arrived on scene at approximately 18:46 hrs. on above date.",Person Departed Vessel,"WATTS BAR LAKE, TN",DLP Historical,1,0
TN-2011-0107,2011-08-13,,"On August 13, 2011 at approximately 13:45 hours, subject voluntarily left a rented pontoon boat to go swimming.  He was not wearing a PFD. The witness stated that after a couple of minutes, she noticed that subject was struggling to swim.  witness was laying on the sundeck and asked subject if he was OK.  She then dove into the water and attempted a rescue trying to push and pull subject to safety.  She stated that she was pulled under the water by subject.  witness told him to try and kick his legs and to lay on his back.  witness stated that she had to leave subject and swim back to the boat which was drifting away.  When she made it to the boat, she looked back and and did not see subject in the water.   

Rescue personnel located the victims body at about 9:50 pm in about 40 feet of water.",Person Departed Vessel,"DOUGLAS LAKE, TN",DLP Historical,1,0
TN-2011-0108,2011-08-20,,"On 20 August 2011, at approximately 9:15pm operator was operating his vessel on Center Hill Lake when he ran aground at the mouth of Raccoon Hollow. Upon hitting the shore with his vessel, two passengers were ejected. vessel travelled approximately sixty feet before if turned over pinning Operator and killing him instantly. The two occupants were both life flighted to Vanderbilt Hospital and were later released. Numerous bottles of beer and liquor were recovered from the vessel. Operator had been consuming alcohol and a BAC test is pending. This accident did occur in Dekalb County, TN.",Grounding,"CENTER HILL LAKE, TN",DLP Historical,1,2
TN-2011-0109,2011-08-10,,"ACCORDING TO STATEMENTS Operator and occupant ACCESSED THE HIWASSEE RIVER FROM THE CHARLESTON BOAT RAMP AT APPROXIMATELY 19:00HRS.  THEY TRAVELED A SHORT DISTANCE UPSTREAM AND THEN RETURNED DOWNSTREAM PASSING CHARLESTON BOAT RAMP.  THE VESSEL CONTINUED DOWNSTREAM PAST THE HWY 11 BRIDGE PASSING A PONTOON BOAT DURING THIS TIME.  Operator STATED THAT HE REACHED TOWARD A COMPARTMENT ON THE OTHER SIDE OF THE BOAT IN AN ATTEMPT TO RETRIEVE A CELL PHONE.  AS HE WAS REACHING FOR THE PHONE HE HEARD A ""BOOM"".  AS HE SAT BACK UP occupant FELL OVER IN THE BOAT WITH HER UPPER TORSO AND HEAD COMING TO REST IN Operator's LAP.  THE VESSEL CONTINUED DOWNSTREAM STRIKING A BRUSHY EMBANKMENT AND THEN FLOATING BACK TOWARD THE CHANNEL. Operator PLACED TOWELS ON THE VICTIMS INJURIES AND CALLED 911.  Both RECEIVED ASSISTANCE FROM A PONTOON BOAT UNTIL RESCUE AND EMS PERSONNEL ARRIVED ON SCENE.",Collision with Fixed Object,"HIWASSEE RIVER, TN",DLP Historical,1,0
TN-2011-0140,2011-10-26,,"On 26 October 2011 officers were dispatched to Cookeville Boat Dock in response to a missing persons report. At approximately 17:15, a worker at the Cookeville Boat Dock noticed victim's vessel floating next to the dock with motor running for an extended period of time with no sight of victim. Witness walked to the boat at approximately 17:45 and found that the boat was not moored to the dock, was still running, and in neutral. Witness checked the marina for victim and when he could not find him  he notified Dekalb County Sheriff''s Department. Upon arrival on the scene, a deputy looked underneath the dock and found victim's body in 7ft. of water. victim body was recovered and his boat was secured in the possession of TWRA for further investigation.",Fall Overboard,"CENTER HILL LAKE, TN",DLP Historical,1,0
TN-2011-0141,2011-10-24,,Operator and occupant were fishing from a canoe near the Sandbar area at Rock Island State Park.  Current caused by the dam generating helped to cause the canoe to tip over.  Both occupants were thrown overboard.  occupant made it to the bank.  operator was missing till Wednesday the 26th day of October.  Cause of death was drowning. Neither were wearing life jackets.,Capsizing,"CENTER HILL LAKE, TN",DLP Historical,1,0
TN-2012-0005,2012-02-23,,"Call came in to lake co. 911 of fisherman waiving his arms as if in distress.  Rescue squad responded and found subject floating face down in water near point of caney island. He was transported to sunset boat ramp where he was transported by ambulance to baptist memorial hospital in union city. His boat was found washed up on bank in grooms pocket area of lake. Boat was full of water but not capsized. Weather apears to be cause of swamping. Winds were very gusty and this is most exposed area of lake. No other boats were in area to offer assisstance or provide better account of incident.

*The Vessel was found partially flooded on the bank and the motor was still in forward gear.  It is believed that the operator was ejected out of the vessel on his way across the lake due to the large waves and strong wind that day.  It is believed the the boat kept going leaving subject swimming in very cold water ultimately drowning due to onset of cold water immersion.",Person Ejected from Vessel,"REELFOOT LAKE, TN",DLP Historical,1,0
TN-2012-0008,2012-04-02,,"On the second of April, 2012, at 6:00 am, four people were fishing in the TVA steam plant harbor. The post of subject's seat broke and he fell into the water. subject was not a swimmer and his son jumped in to help him but was struggling to get him to the boat. another then jumped in to help and shortly thereafter yelled ""Ow"", went under water and did not resurface. operator got his father into the vessel and approximately forty minutes later subject had a fatal heart attack. The body of the second person to jump in was recovered around noon. The bodies were taken to Three Rivers Hospital in Humphreys County.",Fall Overboard,"KENTUCKY LAKE, TN",DLP Historical,2,0
TN-2012-0015,2012-05-04,,"two people showed up at the Tellico Dam Access Area at or about 14:30 and noticed what appeared to be a life jacket in the water.  Upon further inspection it was determined to be a body approximately 40 yards from the ramp.  There was also a blue and silver boat partially tied to the dock (TN 5810 EC).  Shortly after I was notified from Loudon County Dispatch and responded from the Lenoir City Area.  Upon arriving, the body was floating at the ramp and the boat was still partially tied off.  The condition of the dock tie was documented and then the vessel was better secured.  The boat was determined to be the victim's.  There was no sign of trauma on the victim and also no sign of foul play.  Loudon County Rescue Squad secured the body and it was transported to Ft. Loudon Medical Center.  The boat was loaded onto it''s trailer and it and the victim''s blue Chevrolet Pickup truck was transported to the Loudon County Sherriff''s Office impound lot.  We are currently awaiting an autopsy from the UT Medical Center. Autopsy has shown that the victim died from cardiac arrest. Order of events of accident are unknown.",Fall Overboard,"WATTS BAR LAKE, TN",DLP Historical,1,0
TN-2012-0018,2012-05-01,,"On 5-1-2012 around 1130 am Operator unloaded his boat at highway 78 bridge river boat ramp.  According to witnesses, Operator seemed to be under the influence of something. Witness helped Operator unload his boat then they unloaded their boat and talked to him some more. Operator left in boat floating down stream trying to get the boat started.  He got it started and headed up river.  This was around 1200 pm.  
Two subjects tried to call Operator at 0830 pm 5-1-2012 and were unable to reach Operator by phone.  I was notified around 21:30pm.  We found Operator''s boat around 23:55 pm 5-1-2012 about 4 miles up river from the bridge.  The boat was half swamped longways of river up against a log jam.  I notified the sherriff''s department at 0015 am 5-2-2012 that Operator was missing.  
On 5-2-2012 Operator''s cooler was found .8 of a mile down river from boat upside down in a drift on the east side of river and it had sixteen beers left in cooler.  On 5-3-2012 around 0900 am Operator''s body was found floating hung on a stick about .64 of a mile downriver from boat.  Operator was not wearing a PFD and non was found in boat or in the river.  The accident happend sometime between 1200 hours and 23:55 hours on 5-1-2012.
",Capsizing,"Obion river, TN",DLP Historical,1,0
TN-2012-0019,2012-05-11,,"On 11, May 2012 at approximately 20:34, subject called Pickett County Emergency 911 and stated that she and her husband had found an unresponsive female floating in the water near the shore at Cove Creek Recreational Area. Pickett County Sheriffs Deputy arrived on the scene at 20:48 and found subject2 standing near the shoreline. Deputy waded out 30 to 40 ft and pulled the female body which was face down in the water to shore. She had no ID on her at the time and after talking with several individuals at the campground found that she was with a male who was driving a Dodge Pickup which was parked next to the campsite. After searching the vehicle, Deputy found a wallet belonging to Victim that had her driver''s license in it. He identified the female in the water to be Victim. At that time Pickup owner had not been located. The body of Victim was sent to Nashville for an autopsy to determine cause of death. Pickup Owner''s vessel was found on the opposite shoreline floating against the bank. The vessel is a 1972 Surfrider 15ft in length. Registration on the vessel is TN 8253 X. The motor was trimmed all the way up, the throttle was in nuetral, and the key was turned to the off position. There was a rope tied to the bow eye with a loop tied on the end. The rope was floating in the water. The boat was pulled back to Cove Creek Recreational Area. Deputies and TWRA Officers packed up the campsite and took the truck and boat to JK Boat Storage on Cove Creek Rd. The search for the Pickup Owner was suspended until the following day due to darkness.
Witness from Jamestown was at Cove Creek Recreational Area and was interviewed by Officer. He stated that he had seen a female blowing up an air mattress at the campsite earlier that evening and that he did not hear any noise or fussing coming from the camp. There were no other witnesses identified who positively could say they saw anything.   
    On 12 May 2012 TWRA Officers inventoried items in the boat and truck. Two open Bud Light beer cans were found in the cab of the truck. One was in the floorboard empty and the other was in a drink holder and was half empty. Also found was a empty Bud Light case (18 beers). In a cooler in the back of the truck officers found 16 full Bud Light beers. Officers also inspected the vessel for any damage. No apparent damage was found. The search continued throughout the day for Pickup owner and was once again suspended due to darkness.
    On 13 May 2012 the search was suspended due to heavy rains throughout the day.
    On 14 May 2012, Pickett County Rescue Squad found the body of the pickup owner in 8ft of water near the area Victim was found. No apparent signs of trauma could be seen. At this time he will be sent to Nashville for an autopsy to determine cause of death.
    This incident happened in Pickett County.

Investigator assumes the following, ""The truck and trailer were at the campsite...so they already launched it.  There is a boat ramp/courtesy dock there as indicated by the inserted photo but it is hard to see.  The rope was out in the water when we found the boat...so it appears that it may have came untied or ungrounded at their site...and either one or both started to swim for it....only an assumption.""
",Other,"DALE HOLLOW LAKE, TN",DLP Historical,2,0
