incident_id,date,vessel_name,description,fatalities,location,source,injuries
18171,1990-09-03,,SCUPPER PLUG DISLODGED ALLOWING DOWNFLOODING,0,N/A,Canadian TSB,0
18171,1990-09-03,,SCUPPER PLUG DISLODGED ALLOWING DOWNFLOODING,0,N/A,Canadian TSB,0
18171,1990-09-03,,SCUPPER PLUG DISLODGED ALLOWING DOWNFLOODING,0,N/A,Canadian TSB,0
18171,1990-09-03,,SCUPPER PLUG DISLODGED ALLOWING DOWNFLOODING,0,N/A,Canadian TSB,0
18169,1990-09-03,,SWAMPED IN HEAVY SEAS AND SANK,0,N/A,Canadian TSB,0
18169,1990-09-03,,SWAMPED IN HEAVY SEAS AND SANK,0,N/A,Canadian TSB,0
18169,1990-09-03,,SWAMPED IN HEAVY SEAS AND SANK,0,N/A,Canadian TSB,0
18169,1990-09-03,,SWAMPED IN HEAVY SEAS AND SANK,0,N/A,Canadian TSB,0
18168,1990-09-03,,"VSL FLOODED IN HEAVY SEAS, DOWNFLOODED AND SANK",0,N/A,Canadian TSB,0
18168,1990-09-03,,"VSL FLOODED IN HEAVY SEAS, DOWNFLOODED AND SANK",0,N/A,Canadian TSB,0
18168,1990-09-03,,"VSL FLOODED IN HEAVY SEAS, DOWNFLOODED AND SANK",0,N/A,Canadian TSB,0
18168,1990-09-03,,"VSL FLOODED IN HEAVY SEAS, DOWNFLOODED AND SANK",0,N/A,Canadian TSB,0
18162,1990-09-03,,VSL SPRUNG SEVERAL PLANKS WHILE PROCEEDING INTO ROUGH SEAS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18162,1990-09-03,,VSL SPRUNG SEVERAL PLANKS WHILE PROCEEDING INTO ROUGH SEAS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18160,1990-09-01,,"VSL BEGAN TAKING ON WATER, BOTH PUMPS FAILED, ASSISTED BY CCG Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18160,1990-09-01,,"VSL BEGAN TAKING ON WATER, BOTH PUMPS FAILED, ASSISTED BY CCG Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18149,1990-08-29,,"VSL TOOK ON WATER,LISTED BADLY,PUMPS CONTROLLED THE INGRESS OF WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18149,1990-08-29,,"VSL TOOK ON WATER,LISTED BADLY,PUMPS CONTROLLED THE INGRESS OF WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18144,1990-08-30,,"VSL ALONGSIDE FOR 3 YEARS, PUMPED OUT EVERY 6 MONTHS, TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18144,1990-08-30,,"VSL ALONGSIDE FOR 3 YEARS, PUMPED OUT EVERY 6 MONTHS, TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18137,1990-08-29,,TWO WAY VALVE INSTALLED IN PLACE OF A ONE WAY VALVE - ER FLOODED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18137,1990-08-29,,TWO WAY VALVE INSTALLED IN PLACE OF A ONE WAY VALVE - ER FLOODED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18133,1990-08-28,,CLAMP FOR WASHDOWN HOSE/PUMP CONNECTION BROKE OFF ALLOWING INGRESS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18133,1990-08-28,,CLAMP FOR WASHDOWN HOSE/PUMP CONNECTION BROKE OFF ALLOWING INGRESS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18133,1990-08-28,,CLAMP FOR WASHDOWN HOSE/PUMP CONNECTION BROKE OFF ALLOWING INGRESS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18133,1990-08-28,,CLAMP FOR WASHDOWN HOSE/PUMP CONNECTION BROKE OFF ALLOWING INGRESS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18128,1990-08-25,,"VSL SPRUNG A PLANK AND BEGAN TAKING ON WATER, ASSISTED BY CCG HOOD Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18128,1990-08-25,,"VSL SPRUNG A PLANK AND BEGAN TAKING ON WATER, ASSISTED BY CCG HOOD Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18128,1990-08-25,,"VSL SPRUNG A PLANK AND BEGAN TAKING ON WATER, ASSISTED BY CCG HOOD Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18121,1990-08-22,,SPRANG A LEAK AFT PROBABLY DUE TO OVERLOAD & RUDDER TRUNK CONDITION,0,N/A,Canadian TSB,0
18121,1990-08-22,,SPRANG A LEAK AFT PROBABLY DUE TO OVERLOAD & RUDDER TRUNK CONDITION,0,N/A,Canadian TSB,0
18121,1990-08-22,,SPRANG A LEAK AFT PROBABLY DUE TO OVERLOAD & RUDDER TRUNK CONDITION,0,N/A,Canadian TSB,0
18119,1990-08-22,,"VSL BEGAN TAKING ON WATER, TOWED BY FV & CCG, TURNED OVER & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18119,1990-08-22,,"VSL BEGAN TAKING ON WATER, TOWED BY FV & CCG, TURNED OVER & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18119,1990-08-22,,"VSL BEGAN TAKING ON WATER, TOWED BY FV & CCG, TURNED OVER & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18119,1990-08-22,,"VSL BEGAN TAKING ON WATER, TOWED BY FV & CCG, TURNED OVER & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18118,1990-08-22,,"VSL'S KEEL CAME AWAY FROM HER HULL, TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18118,1990-08-22,,"VSL'S KEEL CAME AWAY FROM HER HULL, TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18118,1990-08-22,,"VSL'S KEEL CAME AWAY FROM HER HULL, TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18114,1990-08-11,,"BARGE TOOK ON WATER, HAD TO BE BEACHED BY THE SEASPAN CHIEF Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18108,1990-08-20,,VSL SWAMPED BY THE WASH FROM PASSING FVS - TIED UP TO LOG BOOMS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18108,1990-08-20,,VSL SWAMPED BY THE WASH FROM PASSING FVS - TIED UP TO LOG BOOMS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18098,1990-08-19,,FLOODED DUE TO A LEAKING PROPELLER SHAFT STERN GLAND Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18098,1990-08-19,,FLOODED DUE TO A LEAKING PROPELLER SHAFT STERN GLAND Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18098,1990-08-19,,FLOODED DUE TO A LEAKING PROPELLER SHAFT STERN GLAND Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18098,1990-08-19,,FLOODED DUE TO A LEAKING PROPELLER SHAFT STERN GLAND Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18088,1990-07-03,,FAILURE OF NON-RETURN & SHUT-DOWN VALVES CAUSED AN INGRESS OF WATER Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18088,1990-07-03,,FAILURE OF NON-RETURN & SHUT-DOWN VALVES CAUSED AN INGRESS OF WATER Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18088,1990-07-03,,FAILURE OF NON-RETURN & SHUT-DOWN VALVES CAUSED AN INGRESS OF WATER Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18078,1990-08-16,,"VSL TOOK ON WATER, CRADLED BY TWO FVS, TAKEN TO PORT WITH CG ESCORT Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18078,1990-08-16,,"VSL TOOK ON WATER, CRADLED BY TWO FVS, TAKEN TO PORT WITH CG ESCORT Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18073,1990-08-15,,"ENGINE STALLED, VSL TOOK ON WATER IN HEAVY SEAS, TOWED TO PORT BY FV Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18073,1990-08-15,,"ENGINE STALLED, VSL TOOK ON WATER IN HEAVY SEAS, TOWED TO PORT BY FV Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18067,1990-08-14,,VSL TOOK ON WATER WHILE FISHING Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18067,1990-08-14,,VSL TOOK ON WATER WHILE FISHING Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18066,1990-08-14,,VSL CAPSIZED WHILE HAULING PRAWN TRAPS ONBOARD Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18066,1990-08-14,,VSL CAPSIZED WHILE HAULING PRAWN TRAPS ONBOARD Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18061,1990-08-13,,VSL CAPSIZED AS SHE WAS HAULING IN A COD TRAP - OVERLOADED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18061,1990-08-13,,VSL CAPSIZED AS SHE WAS HAULING IN A COD TRAP - OVERLOADED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18061,1990-08-13,,VSL CAPSIZED AS SHE WAS HAULING IN A COD TRAP - OVERLOADED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18050,1990-08-13,,"VESSEL WAS HIT BY A SERIES OF LARGE SWELLS,FOUNDERED AND CAPSIZED.",0,N/A,Canadian TSB,0
18050,1990-08-13,,"VESSEL WAS HIT BY A SERIES OF LARGE SWELLS,FOUNDERED AND CAPSIZED.",0,N/A,Canadian TSB,0
18050,1990-08-13,,"VESSEL WAS HIT BY A SERIES OF LARGE SWELLS,FOUNDERED AND CAPSIZED.",0,N/A,Canadian TSB,0
18050,1990-08-13,,"VESSEL WAS HIT BY A SERIES OF LARGE SWELLS,FOUNDERED AND CAPSIZED.",0,N/A,Canadian TSB,0
18049,1990-08-13,,"VSL TOOK ON WATER AFTER SPRINGING A SEAM, REPAIRED WHILE IN PORT Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18049,1990-08-13,,"VSL TOOK ON WATER AFTER SPRINGING A SEAM, REPAIRED WHILE IN PORT Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18044,1990-08-12,,VSL TOOK ON WATER AFTER THE HOSE FOR HER ER PUMP BLEW OFF Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18044,1990-08-12,,VSL TOOK ON WATER AFTER THE HOSE FOR HER ER PUMP BLEW OFF Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18040,1990-08-10,,TOOK ON WATER AFTER BILGE PUMP FAILED DUE TO A BURNT FLAPPER VALVE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18040,1990-08-10,,TOOK ON WATER AFTER BILGE PUMP FAILED DUE TO A BURNT FLAPPER VALVE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
18014,1990-08-05,,"BELOW THE WATERLINE EXHAUST PORT BURST, VSL TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
18014,1990-08-05,,"BELOW THE WATERLINE EXHAUST PORT BURST, VSL TOOK ON WATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17994,1990-07-28,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17994,1990-07-28,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17990,1990-07-30,,"VSL CAUGHT A ROPE IN HER PROPELLER & HER RUDDER,STUFFING BOX DAMAGED Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17990,1990-07-30,,"VSL CAUGHT A ROPE IN HER PROPELLER & HER RUDDER,STUFFING BOX DAMAGED Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17983,1990-07-29,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17983,1990-07-29,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17953,1990-07-22,,VSL TOOK ON WATER - DISCOVERED VALVES STUCK OPEN Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17953,1990-07-22,,VSL TOOK ON WATER - DISCOVERED VALVES STUCK OPEN Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17949,1990-07-20,,VSL TOOK ON WATER WHILE PROCEEDING TO HER FISHING GROUNDS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17949,1990-07-20,,VSL TOOK ON WATER WHILE PROCEEDING TO HER FISHING GROUNDS Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17938,1990-07-18,,TOOK ON WATER AFTER A SHORT IN ELECTRICAL HEAT TAPE MELTED A HOSE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17938,1990-07-18,,TOOK ON WATER AFTER A SHORT IN ELECTRICAL HEAT TAPE MELTED A HOSE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17906,1990-07-16,,TOOK ON WATER WHILE PROCEEDING IN A LG SWELL - CAULKING WORKED LOOSE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17906,1990-07-16,,TOOK ON WATER WHILE PROCEEDING IN A LG SWELL - CAULKING WORKED LOOSE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17897,1990-07-11,,VSL CAPSIZED WHILE ASSISTING WITH THE TOW OF THE VSL CAVALIER ROYAL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17897,1990-07-11,,VSL CAPSIZED WHILE ASSISTING WITH THE TOW OF THE VSL CAVALIER ROYAL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17897,1990-07-11,,VSL CAPSIZED WHILE ASSISTING WITH THE TOW OF THE VSL CAVALIER ROYAL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17894,1990-07-12,,VSL CAPSIZED WHILE CONDUCTING A POLLUTION DRILL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17894,1990-07-12,,VSL CAPSIZED WHILE CONDUCTING A POLLUTION DRILL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17894,1990-07-12,,VSL CAPSIZED WHILE CONDUCTING A POLLUTION DRILL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17891,1990-07-11,,VSL TOOK ON WATER - TOWED TO PORT BY CCG BULL HARBOUR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17891,1990-07-11,,VSL TOOK ON WATER - TOWED TO PORT BY CCG BULL HARBOUR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17887,1990-07-11,,VSL TOOK ON WATER OFF RIVIERE AU RENARD Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17887,1990-07-11,,VSL TOOK ON WATER OFF RIVIERE AU RENARD Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17887,1990-07-11,,VSL TOOK ON WATER OFF RIVIERE AU RENARD Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17878,1990-07-09,,VSL TOOK ON WATER IN HER ENGINEROOM WHEN A PUMP HOSE LET GO Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17878,1990-07-09,,VSL TOOK ON WATER IN HER ENGINEROOM WHEN A PUMP HOSE LET GO Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17865,1990-07-08,,"SALT WATER COOLING PIPE BROKE, UNABLE TO REACH SEA SUCTION VALVE Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17865,1990-07-08,,"SALT WATER COOLING PIPE BROKE, UNABLE TO REACH SEA SUCTION VALVE Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17865,1990-07-08,,"SALT WATER COOLING PIPE BROKE, UNABLE TO REACH SEA SUCTION VALVE Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17846,1988-08-18,,"PICKED UP ROPE, ENGINE STALLED, TURNED BROADSIDE TO WAVES, CAPSIZED Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,2
17834,1990-07-03,,VSL REPORTEDLY TAKING ON WATER - PUMPED OUT BY OWNER Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17834,1990-07-03,,VSL REPORTEDLY TAKING ON WATER - PUMPED OUT BY OWNER Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17834,1990-07-03,,VSL REPORTEDLY TAKING ON WATER - PUMPED OUT BY OWNER Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17823,1990-07-29,,VSL TOOK ON WATER IN THE ENGINEROOM - CG ASSISTED WITH PUMPS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17823,1990-07-29,,VSL TOOK ON WATER IN THE ENGINEROOM - CG ASSISTED WITH PUMPS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17823,1990-07-29,,VSL TOOK ON WATER IN THE ENGINEROOM - CG ASSISTED WITH PUMPS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17815,1990-06-27,,"VSL REPORTEDLY TOOK ON WATER IN ER & FISH HOLD, TOWED TO PORT BY DFO Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17815,1990-06-27,,"VSL REPORTEDLY TOOK ON WATER IN ER & FISH HOLD, TOWED TO PORT BY DFO Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17809,1990-06-05,,BEGAN TAKING ON WATER - DISCOVERED THAT THE PROP PORT COVER WAS OFF Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17800,1990-06-23,,VSL TOOK ON WATER AFTER WARP LINE CHAFED THROUGH HULL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17800,1990-06-23,,VSL TOOK ON WATER AFTER WARP LINE CHAFED THROUGH HULL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17791,1990-06-22,,VSL DISABLED AND TOOK ON WATER - TOWED BY CMRA SARAH CHRISTINE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17791,1990-06-22,,VSL DISABLED AND TOOK ON WATER - TOWED BY CMRA SARAH CHRISTINE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17752,1989-07-05,,"VSL SUSTAINED DAMAGE WHILE AT WINTER LAY-UP, PROBABLY DUE TO ICE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17752,1989-07-05,,"VSL SUSTAINED DAMAGE WHILE AT WINTER LAY-UP, PROBABLY DUE TO ICE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17752,1989-07-05,,"VSL SUSTAINED DAMAGE WHILE AT WINTER LAY-UP, PROBABLY DUE TO ICE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17750,1990-06-14,,"VSL TOOK ON WATER THROUGH HER STUFFING BOX,ELECTRIC PUMP SHORTED OUT Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17750,1990-06-14,,"VSL TOOK ON WATER THROUGH HER STUFFING BOX,ELECTRIC PUMP SHORTED OUT Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17744,1990-06-12,,TUG GIRDED AT BARGE'S BOW WHEN CONNECTING BRIDLE ON SEASPAN 418,0,N/A,Canadian TSB,0
17744,1990-06-12,,TUG GIRDED AT BARGE'S BOW WHEN CONNECTING BRIDLE ON SEASPAN 418,0,N/A,Canadian TSB,0
17744,1990-06-12,,TUG GIRDED AT BARGE'S BOW WHEN CONNECTING BRIDLE ON SEASPAN 418,0,N/A,Canadian TSB,0
17744,1990-06-12,,TUG GIRDED AT BARGE'S BOW WHEN CONNECTING BRIDLE ON SEASPAN 418,0,N/A,Canadian TSB,0
17744,1990-06-12,,TUG GIRDED AT BARGE'S BOW WHEN CONNECTING BRIDLE ON SEASPAN 418,0,N/A,Canadian TSB,0
17696,1990-06-03,,"VSL GROUNDED & CAPSIZED ON EBBING TIDE, LATER SALVAGED FOR REPAIRS Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17696,1990-06-03,,"VSL GROUNDED & CAPSIZED ON EBBING TIDE, LATER SALVAGED FOR REPAIRS Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17696,1990-06-03,,"VSL GROUNDED & CAPSIZED ON EBBING TIDE, LATER SALVAGED FOR REPAIRS Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17696,1990-06-03,,"VSL GROUNDED & CAPSIZED ON EBBING TIDE, LATER SALVAGED FOR REPAIRS Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17691,1990-05-31,,VSL STRUCK ON PORT BOW BY ROGUE WAVE AND CAPSIZED - LATER SALVAGED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17691,1990-05-31,,VSL STRUCK ON PORT BOW BY ROGUE WAVE AND CAPSIZED - LATER SALVAGED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17691,1990-05-31,,VSL STRUCK ON PORT BOW BY ROGUE WAVE AND CAPSIZED - LATER SALVAGED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17691,1990-05-31,,VSL STRUCK ON PORT BOW BY ROGUE WAVE AND CAPSIZED - LATER SALVAGED Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17689,1990-05-30,,VSL TOOK ON WATER IN HEAVY WEATHER - LOADED WITH LOBSTER POTS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17689,1990-05-30,,VSL TOOK ON WATER IN HEAVY WEATHER - LOADED WITH LOBSTER POTS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17687,1990-04-27,,"SEACOCK VALVE MALFUNCTIONED, BILGE PUMP INTAKES PLUGGED WITH DEBRIS Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17680,1990-05-29,,VSL TOOK ON WATER THROUGH AN UNSECURED INSPECTION PLATE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17680,1990-05-29,,VSL TOOK ON WATER THROUGH AN UNSECURED INSPECTION PLATE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17676,1990-05-27,,"CAPSIZED WHILE PROCEEDING OVER TWO WAVES, CAUGHT BROADSIDES BY ONE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,2
17676,1990-05-27,,"CAPSIZED WHILE PROCEEDING OVER TWO WAVES, CAUGHT BROADSIDES BY ONE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,2
17650,1990-05-20,,VSL REPORTEDLY TOOK ON WATER - LISTED - PROCEEDED ALONGSIDE MARINA Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17650,1990-05-20,,VSL REPORTEDLY TOOK ON WATER - LISTED - PROCEEDED ALONGSIDE MARINA Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17633,1990-05-17,,"VSL BEGAN TAKING ON WATER, LOST CAULKING IN STERN Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17633,1990-05-17,,"VSL BEGAN TAKING ON WATER, LOST CAULKING IN STERN Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17628,1990-05-16,,VSL BEGAN TAKING ON WATER THROUGH HER STUFFING BOX WHILE IN ICE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17628,1990-05-16,,VSL BEGAN TAKING ON WATER THROUGH HER STUFFING BOX WHILE IN ICE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17616,1990-05-16,,GIRDED AND CAPSIZED WHILE ASSISTING SMITTY NO 1 TO MOVE MILLER 215 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17616,1990-05-16,,GIRDED AND CAPSIZED WHILE ASSISTING SMITTY NO 1 TO MOVE MILLER 215 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17616,1990-05-16,,GIRDED AND CAPSIZED WHILE ASSISTING SMITTY NO 1 TO MOVE MILLER 215 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17594,1990-05-11,,"VSL TOOK ON WATER, ASSISTED BY THE FV FRAN DAN & CCG CAP GOELANDS Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17594,1990-05-11,,"VSL TOOK ON WATER, ASSISTED BY THE FV FRAN DAN & CCG CAP GOELANDS Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17594,1990-05-11,,"VSL TOOK ON WATER, ASSISTED BY THE FV FRAN DAN & CCG CAP GOELANDS Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17592,1990-05-10,,"FUEL LINE BROKE, ENGINE STALLED, VSL TOOK ON WATER Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17592,1990-05-10,,"FUEL LINE BROKE, ENGINE STALLED, VSL TOOK ON WATER Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17587,1990-05-09,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17587,1990-05-09,,VSL TOOK ON WATER THROUGH HER STUFFING BOX Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17575,1990-05-09,,VSL CAPSIZED WHILE TENDING LOBSTER POTS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,1
17575,1990-05-09,,VSL CAPSIZED WHILE TENDING LOBSTER POTS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,1
17575,1990-05-09,,VSL CAPSIZED WHILE TENDING LOBSTER POTS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,1
17568,1990-05-05,,"VSL STRUCK BROADSIDE BY SEVERE WINDS, CAPSIZED,TOWED TO PORT BY CMRA Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17568,1990-05-05,,"VSL STRUCK BROADSIDE BY SEVERE WINDS, CAPSIZED,TOWED TO PORT BY CMRA Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17567,1990-05-05,,"FORWARD HATCH POPPED, TOOK ON WATER, CAPSIZED DURING A SAR MISSION Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17567,1990-05-05,,"FORWARD HATCH POPPED, TOOK ON WATER, CAPSIZED DURING A SAR MISSION Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17555,1990-05-02,,VSL CAPSIZED AFTER LEAVING THE WHARF WITH A LOAD OF LOBSTER TRAPS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17555,1990-05-02,,VSL CAPSIZED AFTER LEAVING THE WHARF WITH A LOAD OF LOBSTER TRAPS Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
