Plan Control Code,Plan Control Number,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Operator Name,Operator Number,Plan Type Code,Received Date,Plan Final Action Code,Plan Final Action Date,NEPA Determination Type,Water Depth (feet),Plan
N,3319,G09093,HI,A   9,G09093,HI,A   9,Sun Oil Company,00067,POE,5/30/1989,A,9/1/1989,,57,
N,3318,,,,G06227,HI,A 486,Cliffs Oil and Gas Company,01072,DOCD,5/30/1989,A,6/23/1989,,170,
N,3316,G08793,EW, 1002,G08793,EW, 1002,EP Operating Limited Partnership,00962,POE,5/30/1989,A,9/29/1989,,1830,
N,3317,,,,G04800,VR,  271,MOBIL NOC INC.,00021,DOCD,5/26/1989,A,6/26/1989,,166,
N,3315,,,,G06042,MI,  633,"Santa Fe Minerals, Inc.",01815,DOCD,5/25/1989,A,6/30/1989,,72,
R,2395,G07963,MC,  807,G07963,MC,  807,Shell Offshore Inc.,00689,POE,5/25/1989,A,7/5/1989,,0,
R,2394,00310,SM,  228, 00310,SM,  224,Texaco Inc.,00040,POE,5/24/1989,A,6/15/1989,,0,
N,3314,,,,G06113,GA,  363,Wacker Oil Inc.,01210,DOCD,5/24/1989,A,6/19/1989,,70,
N,3314,,,,G06105,GA,  343,Wacker Oil Inc.,01210,DOCD,5/24/1989,A,6/19/1989,,70,
N,3314,,,,G06105,GA,  343,Wacker Oil Inc.,01210,DOCD,5/24/1989,A,6/19/1989,,72,
N,3314,G06113,GA,  363,G06113,GA,  363,Wacker Oil Inc.,01210,DOCD,5/24/1989,A,6/19/1989,,70,
R,2393,G06617,EC,  116,G06617,EC,  116,Cliffs Oil and Gas Company,01072,POE,5/24/1989,X,7/7/1989,,70,
R,2392,G08760,MP,  309,G08760,MP,  309,Chevron U.S.A. Inc.,00078,POE,5/22/1989,A,6/15/1989,,261,
S,2276,00814,SS,  108, 00814,SS,  108,Chevron U.S.A. Inc.,00078,DOCD,5/22/1989,A,6/2/1989,,21,
S,2276,00814,SS,  108, 00814,SS,  108,Chevron U.S.A. Inc.,00078,DOCD,5/22/1989,A,6/2/1989,,22,
S,2276,,,, 00814,SS,  108,Chevron U.S.A. Inc.,00078,DOCD,5/22/1989,A,6/2/1989,,21,
N,3312,G07679,VR,   61,G07679,VR,   61,Anadarko US Offshore LLC,02219,POE,5/22/1989,A,6/29/1989,,50,
N,3313,,,,G06166,HI,  194,Shell Offshore Inc.,00689,DOCD,5/22/1989,A,7/31/1989,,54,
S,2276,,,, 00814,SS,  108,Chevron U.S.A. Inc.,00078,DOCD,5/22/1989,A,6/2/1989,,22,
S,2275,G07251,GA,  349,G07251,GA,  349,Seagull Energy E&P Inc.,01956,POE,5/22/1989,A,6/29/1989,,0,
R,2391,G06105,GA,  343,G06105,GA,  343,Wacker Oil Inc.,01210,POE,5/22/1989,A,6/14/1989,,70,
R,2389,G06720,EI,  265,G06720,EI,  265,Odeco Oil & Gas Company,00232,POE,5/19/1989,A,6/7/1989,,175,
N,3311,G09010,BA,  375,G07215,BA,  376,Union Oil Company of California,00003,POE,5/19/1989,A,6/7/1989,,55,
N,3310,G09170,EB,  383,G09170,EB,  383,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2063,
N,3310,G09171,EB,  384,G09171,EB,  384,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2114,
N,3310,G09172,EB,  428,G09172,EB,  428,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2502,
S,2274,G06569,WC,  100,G06569,WC,  100,Anadarko US Offshore LLC,02219,POE,5/18/1989,A,5/31/1989,,40,
N,3310,G09172,EB,  428,G09172,EB,  428,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2601,
N,3310,G09170,EB,  383,G09170,EB,  383,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2343,
N,3310,G09171,EB,  384,G09171,EB,  384,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2026,
N,3310,G09172,EB,  428,G09172,EB,  428,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2536,
N,3310,G09171,EB,  384,G09171,EB,  384,Shell Offshore Inc.,00689,POE,5/18/1989,A,6/19/1989,,2316,
N,3309,G10605,EC,    2,G10605,EC,    2,Quintana Petroleum Corporation,00780,POE,5/17/1989,A,7/7/1989,,28,
R,2390,G06838,CA,   18,G06838,CA,   18,B T Operating Co.,01324,POE,5/17/1989,A,7/12/1989,,56,
S,2272,G04787,VR,   66,G04787,VR,   66,Union Oil Company of California,00003,DOCD,5/16/1989,A,6/26/1989,,28,
R,2387,G05038,EI,   29,G05038,EI,   29,"Norcen Explorer, Inc.",01089,POE,5/16/1989,A,6/14/1989,,16,
S,2271,G03383,WC,  459,G03383,WC,  459,"FMP Operating Company, a Limited Partnership",00963,POE,5/16/1989,A,6/6/1989,,119,
R,2386,G06807,MP,   99,G06807,MP,   99,BP Exploration & Oil Inc.,01680,POE,5/16/1989,A,6/16/1989,,52,
S,2270,G03995,EI,  191,G03995,EI,  191,"FMP Operating Company, a Limited Partnership",00963,POE,5/16/1989,A,6/9/1989,,83,
S,2272,,,,G04787,VR,   66,Union Oil Company of California,00003,DOCD,5/16/1989,A,6/26/1989,,28,
R,2388,G08975,MU,  785,G08975,MU,  785,The Houston Exploration Company,01046,POE,5/16/1989,A,5/19/1989,,170,
S,2272,G04787,VR,   66,G04787,VR,   66,Union Oil Company of California,00003,DOCD,5/16/1989,A,6/26/1989,,30,
S,2273,,,,G06805,MP,   93,Anadarko US Offshore LLC,02219,DOCD,5/16/1989,A,7/24/1989,,43,
S,2270,G03995,EI,  191,G03995,EI,  191,"FMP Operating Company, a Limited Partnership",00963,POE,5/16/1989,A,6/9/1989,,82,
S,2272,,,,G04787,VR,   66,Union Oil Company of California,00003,DOCD,5/16/1989,A,6/26/1989,,30,
S,2273,G06805,MP,   93,G06805,MP,   93,Anadarko US Offshore LLC,02219,DOCD,5/16/1989,A,7/24/1989,,43,
N,3307,G10541,WC,   57,G10541,WC,   57,Hall-Houston Oil Company,00846,POE,5/15/1989,A,6/2/1989,,38,
N,3308,G06756,SS,  336,G06756,SS,  336,Exxon Mobil Corporation,00276,POE,5/15/1989,A,6/9/1989,,336,
N,3308,G06756,SS,  336,G06756,SS,  336,Exxon Mobil Corporation,00276,POE,5/15/1989,A,6/9/1989,,305,
S,2269,G03331,EI,  251,G03331,EI,  251,Exxon Mobil Corporation,00276,DOCD,5/12/1989,A,9/7/1989,,0,
R,2385,G03995,EI,  191,G03995,EI,  191,"FMP Operating Company, a Limited Partnership",00963,POE,5/12/1989,A,6/9/1989,,84,
N,3306,G07369,HI,A 380,G07369,HI,A 380,"Dominion Exploration & Production, Inc.",00282,POE,5/12/1989,A,6/23/1989,,333,
S,2269,G03331,EI,  251,G03331,EI,  251,Exxon Mobil Corporation,00276,DOCD,5/12/1989,A,9/7/1989,,1,
N,3305,,,,G05183,WC,  236,Falcon Offshore Operating Company,01295,DOCD,5/11/1989,A,7/21/1989,,0,
R,2384,G07985,GC,   20,G07985,GC,   20,Eni Petroleum Co. Inc.,00162,POE,5/11/1989,A,5/18/1989,,813,
R,2382,G06705,EI,   80,G06705,EI,   80,Cliffs Oil and Gas Company,01072,POE,5/10/1989,A,5/19/1989,,19,
R,2381,G03390,VR,   25,G03390,VR,   25,"FMP Operating Company, a Limited Partnership",00963,DOCD,5/9/1989,A,6/2/1989,,25,
N,3304,G07746,SS,   58,G07746,SS,   58,Hall-Houston Oil Company,00846,POE,5/9/1989,A,6/16/1989,,0,
S,2268,G05315,WC,  368,G05315,WC,  368,Century Offshore Management Corporation,01102,POE,5/9/1989,A,5/31/1989,,0,
R,2381,,,,G03390,VR,   25,"FMP Operating Company, a Limited Partnership",00963,DOCD,5/9/1989,A,6/2/1989,,25,
R,2380,G06829,MP,  263,G06829,MP,  263,Atlantic Richfield Company,00967,POE,5/8/1989,A,5/25/1989,,255,
R,2379,G06709,EI,   83,G06709,EI,   83,Hess Corporation,00059,POE,5/8/1989,A,5/26/1989,,23,
N,3302,G08709,SS,  157,G08709,SS,  157,Conoco Inc.,00001,POE,5/8/1989,A,6/21/1989,,47,
N,3303,G06187,HI,A  69,G06187,HI,A  69,"J. Ray McDermott Technology, Inc.",01758,DOCD,5/8/1989,A,5/26/1989,,0,
R,2380,G06829,MP,  263,G06829,MP,  263,Atlantic Richfield Company,00967,POE,5/8/1989,A,5/25/1989,,250,
N,3303,,,,G06187,HI,A  69,"J. Ray McDermott Technology, Inc.",01758,DOCD,5/8/1989,A,5/26/1989,,0,
R,2380,G06829,MP,  263,G06829,MP,  263,Atlantic Richfield Company,00967,POE,5/8/1989,A,5/25/1989,,240,
R,2379,G06708,EI,   82,G06708,EI,   82,Hess Corporation,00059,POE,5/8/1989,A,5/26/1989,,24,
N,3302,G08709,SS,  157,G08709,SS,  157,Conoco Inc.,00001,POE,5/8/1989,A,6/21/1989,,50,
S,2266,G07436,GB,   73,G07436,GB,   73,ConocoPhillips Company,00056,DOCD,5/5/1989,A,6/6/1989,,800,
N,3301,G08996,MI,  637,G08996,MI,  637,"EOG Resources, Inc.",01103,DOCD,5/5/1989,A,5/16/1989,,96,
N,3300,G08128,GA,  325,G08128,GA,  325,Anadarko US Offshore LLC,02219,POE,5/5/1989,A,5/26/1989,,79,
S,2266,G07436,GB,   73,G07436,GB,   73,ConocoPhillips Company,00056,DOCD,5/5/1989,A,6/6/1989,,632,
S,2266,G07439,GB,  117,G07439,GB,  117,ConocoPhillips Company,00056,DOCD,5/5/1989,A,6/6/1989,,800,
R,2378,G06658,EC,  373,G06658,EC,  373,Union Oil Company of California,00003,POE,5/5/1989,A,5/31/1989,,380,
S,2267,G06685,VR,  412,G06685,VR,  412,Union Texas Petroleum Corporation,00968,POE,5/5/1989,A,5/24/1989,,460,
N,3297,,,,G08700,EI,  366,Sabine Oil & Gas Corporation,00048,DOCD,5/2/1989,A,6/14/1989,,246,
N,3298,G08184,HI,A 519,G08184,HI,A 519,Koch Exploration Company,00722,POE,5/2/1989,A,6/16/1989,,220,
N,3299,G09501,VR,  202,G09501,VR,  202,First Energy Corporation,01259,POE,5/2/1989,A,6/23/1989,,111,
N,3296,,,,G08642,EC,   90,Petrobras America Inc.,01207,DOCD,5/2/1989,A,6/16/1989,,62,
R,2377,G08671,VR,  257,G08671,VR,  257,Hall-Houston Oil Company,00846,POE,5/2/1989,A,6/7/1989,,0,
R,2376,G06741,SS,  173,G06741,SS,  173,"Hughes Eastern Petroleum, Inc.",01245,POE,5/2/1989,A,5/26/1989,,73,
N,3295,G08678,VR,  404,G08678,VR,  404,Union Texas Petroleum Corporation,00968,POE,5/1/1989,A,6/12/1989,,460,
R,2375,G09079,HI,  138,G09079,HI,  138,The Houston Exploration Company,01046,POE,5/1/1989,A,5/12/1989,,49,
S,2263,G09771,MC,   28,G09771,MC,   28,BP Exploration & Oil Inc.,01680,POE,5/1/1989,A,6/1/1989,,2000,
S,2265,G08975,MU,  785,G08975,MU,  785,The Houston Exploration Company,01046,POE,5/1/1989,A,5/17/1989,,170,
N,3294,G06671,VR,  178,G06671,VR,  178,Exxon Mobil Corporation,00276,POE,4/28/1989,A,6/2/1989,,99,
R,2373,G06668,VR,  164,G06668,VR,  164,Exxon Mobil Corporation,00276,POE,4/28/1989,A,5/12/1989,,98,
S,2262,G01608,SP,   60,G01608,SP,   60,Atlantic Richfield Company,00967,DOCD,4/28/1989,A,5/19/1989,,0,
R,2374,G06669,VR,  165,G06669,VR,  165,Exxon Mobil Corporation,00276,POE,4/28/1989,A,5/18/1989,,95,
N,3293,G06989,GC,   22,G06989,GC,   22,Odeco Oil & Gas Company,00232,DOCD,4/28/1989,A,5/31/1989,,1150,
S,2261,,,,G03087,MI,  620,"EOG Resources, Inc.",01103,DOCD,4/28/1989,A,5/12/1989,,94,
N,3291,,,,G06052,MI,  687,"Gulfstar Energy, Inc.",01601,DOCD,4/27/1989,A,5/22/1989,,86,
N,3292,G10785,SS,  276,G10785,SS,  276,Sabine Oil & Gas Corporation,00048,DOCD,4/27/1989,A,6/21/1989,,218,
N,3292,,,,G09627,SS,  277,Sabine Oil & Gas Corporation,00048,DOCD,4/27/1989,A,6/21/1989,,218,
R,2372,G06847,MO,  865,G06847,MO,  865,"Gulfstar Energy, Inc.",01601,POE,4/26/1989,A,6/2/1989,,61,
R,2371,G05541,SS,   92,G05541,SS,   92,Odeco Oil & Gas Company,00232,POE,4/25/1989,A,6/7/1989,,25,
R,2370,G06573,WC,  188,G06573,WC,  188,Odeco Oil & Gas Company,00232,DOCD,4/25/1989,A,5/5/1989,,52,
R,2370,,,,G06573,WC,  188,Odeco Oil & Gas Company,00232,DOCD,4/25/1989,A,5/5/1989,,52,
N,3290,,,,G06840,CA,   24,Century Offshore Management Corporation,01102,DOCD,4/25/1989,A,6/16/1989,,67,
S,2260,G02082,VR,  268,G02082,VR,  268,"Energen Resources MAQ, Inc.",00898,POE,4/24/1989,A,5/30/1989,,0,
N,3288,G05414,VR,  116,G05414,VR,  116,Blazer Energy Corp.,02145,DOCD,4/24/1989,A,6/9/1989,,58,
N,3289,G06868,VK,   27,G06868,VK,   27,"Gulfstar Energy, Inc.",01601,POE,4/24/1989,A,6/20/1989,,104,
S,2260,G01152,VR,  255,G02082,VR,  268,"Energen Resources MAQ, Inc.",00898,POE,4/24/1989,A,5/30/1989,,0,
N,3288,,,,G05414,VR,  116,Blazer Energy Corp.,02145,DOCD,4/24/1989,A,6/9/1989,,58,
R,2368,G06720,EI,  265,G06720,EI,  265,Odeco Oil & Gas Company,00232,POE,4/21/1989,A,5/9/1989,,0,
N,3286,G07227,BA,A  37,G07227,BA,A  37,Samedan Oil Corporation,00185,POE,4/21/1989,A,5/19/1989,,159,
R,2369,G09732,CA,   42,G09732,CA,   42,Anadarko E&P Company LP,00148,POE,4/21/1989,A,5/2/1989,,0,
N,3287,,,,G10228,BA,  572,Walter Oil & Gas Corporation,00730,DOCD,4/21/1989,A,5/30/1989,,0,
N,3287,,,,G08117,BA,  583,Walter Oil & Gas Corporation,00730,DOCD,4/21/1989,A,5/30/1989,,1,
R,2368,G06720,EI,  265,G06720,EI,  265,Odeco Oil & Gas Company,00232,POE,4/21/1989,A,5/9/1989,,1,
R,2367,G07789,WD,   20,G07789,WD,   20,BP Exploration & Oil Inc.,01680,POE,4/20/1989,X,6/2/1989,,41,
N,3284,G09458,EC,  214,G09458,EC,  214,"FMP Operating Company, a Limited Partnership",00963,POE,4/20/1989,A,5/31/1989,,0,
R,2367,G07789,WD,   20,G07789,WD,   20,BP Exploration & Oil Inc.,01680,POE,4/20/1989,X,6/2/1989,,43,
N,3285,G09594,EI,  301,G09594,EI,  301,"FMP Operating Company, a Limited Partnership",00963,POE,4/20/1989,A,5/30/1989,,226,
R,2367,G07789,WD,   20,G07789,WD,   20,BP Exploration & Oil Inc.,01680,POE,4/20/1989,X,6/2/1989,,40,
R,2366,G07028,GC,  166,G07028,GC,  166,Exxon Mobil Corporation,00276,POE,4/19/1989,A,5/18/1989,,2320,
N,3283,,,,G04475,WD,  143,Marathon Oil Company,00724,DOCD,4/19/1989,A,6/23/1989,,369,
N,3282,G06844,MO,  829,G06844,MO,  829,Exxon Mobil Corporation,00276,POE,4/18/1989,A,5/19/1989,,42,
R,2364,G06113,GA,  363,G06113,GA,  363,Wacker Oil Inc.,01210,POE,4/18/1989,A,4/21/1989,,0,
R,2362,G03530,EC,   58,G03530,EC,   58,Union Oil Company of California,00003,DOCD,4/17/1989,A,5/19/1989,,50,
N,3280,,,,G06566,WC,   44,Sandefer Offshore Operating Co.,01108,DOCD,4/17/1989,A,6/23/1989,,30,
N,3281,G06811,MP,  131,G06811,MP,  131,ConocoPhillips Company,00056,POE,4/17/1989,A,5/31/1989,,0,
N,3279,,,,G05192,VR,  115,Conquest Exploration Company,01116,DOCD,4/17/1989,A,5/30/1989,,61,
N,3279,G05192,VR,  115,G05192,VR,  115,Conquest Exploration Company,01116,DOCD,4/17/1989,A,5/30/1989,,61,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,122,
N,3276,G09360,WC,  306,G09360,WC,  306,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/26/1989,,62,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,120,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,124,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,125,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,123,
N,3277,G09364,EI,   76,G09364,EI,   76,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,6/6/1989,,23,
N,3278,G09368,GI,   72,G09368,GI,   72,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,5/24/1989,,121,
N,3277,G09364,EI,   77,G09364,EI,   77,Pennzoil Exploration and Production Company,01750,POE,4/14/1989,A,6/6/1989,,23,
N,3274,,,,G05517,EI,  325,Sabine Oil & Gas Corporation,00048,DOCD,4/13/1989,A,8/4/1989,,254,
S,2259,G01249,ST,  162,G01249,ST,  162,"J. Ray McDermott Technology, Inc.",01758,POE,4/13/1989,A,5/19/1989,,118,
N,3274,G05518,EI,  326,G05518,EI,  326,Sabine Oil & Gas Corporation,00048,DOCD,4/13/1989,A,8/4/1989,,254,
R,2359,G07025,GC,  162,G07025,GC,  162,Sun Oil Company,00067,POE,4/12/1989,A,5/4/1989,,2325,
S,2256,G05727,MP,  244,G05727,MP,  244,Hall-Houston Oil Company,00846,DOCD,4/12/1989,A,7/24/1989,,200,
S,2258,G06566,WC,   44,G06566,WC,   44,Sandefer Offshore Operating Co.,01108,POE,4/11/1989,A,5/19/1989,,36,
R,2358,,,,G05290,WC,  187,Odeco Oil & Gas Company,00232,DOCD,4/11/1989,A,4/19/1989,,0,
S,2257,,,,G05504,EI,  224,BP America Production Company,00114,DOCD,4/11/1989,A,5/10/1989,,0,
S,2257,G05504,EI,  224,G05504,EI,  224,BP America Production Company,00114,DOCD,4/11/1989,A,5/10/1989,,129,
R,2360,G04411,WC,  646,G04411,WC,  646,MOBIL NOC INC.,00021,DOCD,4/10/1989,A,4/28/1989,,0,
R,2360,,,,G04411,WC,  646,MOBIL NOC INC.,00021,DOCD,4/10/1989,A,4/28/1989,,0,
S,2255,00310,SM,  239, 00310,SM,  239,Texaco Inc.,00040,DOCD,4/10/1989,A,6/9/1989,,0,
R,2357,G06672,VR,  186,G06672,VR,  186,The Houston Exploration Company,01046,POE,4/10/1989,A,5/3/1989,,109,
S,2255,,,, 00310,SM,  238,Texaco Inc.,00040,DOCD,4/10/1989,A,6/9/1989,,0,
S,2255,,,, 00310,SM,  239,Texaco Inc.,00040,DOCD,4/10/1989,A,6/9/1989,,0,
S,2255,00310,SM,  238, 00310,SM,  238,Texaco Inc.,00040,DOCD,4/10/1989,A,6/9/1989,,0,
N,3272,,,,G05218,VR,   17,The Stone Petroleum Corporation,01226,DOCD,4/7/1989,A,7/27/1989,,0,
S,2254,,,,G02225,WC,  533,MOBIL NOC INC.,00021,DOCD,4/7/1989,A,5/5/1989,,174,
S,2254,G02224,WC,  532,G02224,WC,  532,MOBIL NOC INC.,00021,DOCD,4/7/1989,A,5/5/1989,,174,
N,3273,,,,G10285,HI,A 154,Sandefer Offshore Operating Co.,01108,DOCD,4/7/1989,A,4/21/1989,,133,
N,3271,,,,G07699,SM,   36,Walter Oil & Gas Corporation,00730,DOCD,4/6/1989,A,5/19/1989,,80,
N,3270,G09142,HI,A 306,G09142,HI,A 306,Chevron U.S.A. Inc.,00078,POE,4/6/1989,A,5/19/1989,,0,
N,3271,G07699,SM,   36,G07699,SM,   36,Walter Oil & Gas Corporation,00730,DOCD,4/6/1989,A,5/19/1989,,80,
N,3271,G07700,SM,   37,G07699,SM,   36,Walter Oil & Gas Corporation,00730,DOCD,4/6/1989,A,5/19/1989,,80,
S,2253,G03242,HI,A 466,G03242,HI,A 466,Atlantic Richfield Company,00967,DOCD,4/6/1989,A,4/21/1989,,0,
N,3269,G04397,WC,  291,G06581,WC,  292,Chevron U.S.A. Inc.,00078,DOCD,4/5/1989,A,5/24/1989,,0,
N,3269,,,,G06581,WC,  292,Chevron U.S.A. Inc.,00078,DOCD,4/5/1989,A,5/24/1989,,40,
N,3269,,,,G06581,WC,  292,Chevron U.S.A. Inc.,00078,DOCD,4/5/1989,A,5/24/1989,,0,
R,2356,G07025,GC,  162,G07025,GC,  162,Sun Oil Company,00067,POE,4/4/1989,A,4/28/1989,,2675,
N,3268,G07985,GC,   20,G07985,GC,   20,Eni Petroleum Co. Inc.,00162,POE,4/3/1989,A,5/9/1989,,811,
R,2355,G02416,HI,A 325,G02416,HI,A 325,Pennzoil Exploration and Production Company,01750,DOCD,4/3/1989,A,5/12/1989,,227,
R,2355,,,,G02416,HI,A 325,Pennzoil Exploration and Production Company,01750,DOCD,4/3/1989,A,5/12/1989,,227,
S,2252,G08075,PN,A  27,G08075,PN,A  27,Taylor Energy Company,00774,POE,4/3/1989,A,5/1/1989,,199,
S,2250,G04842,ST,   34,G04842,ST,   34,Anadarko US Offshore LLC,02219,DOCD,3/31/1989,A,5/12/1989,,0,
S,2249,,,, 00310,SM,  238,Texaco Exploration and Production Inc.,00771,DOCD,3/31/1989,A,5/18/1989,,17,
S,2251,G04098,EC,   24,G04098,EC,   24,"Wayman W. Buchanan, Inc.",01225,POE,3/31/1989,A,5/5/1989,,36,
S,2250,,,,G04842,ST,   34,Anadarko US Offshore LLC,02219,DOCD,3/31/1989,A,5/12/1989,,0,
S,2249,00310,SM,  238, 00310,SM,  238,Texaco Exploration and Production Inc.,00771,DOCD,3/31/1989,A,5/18/1989,,17,
R,2352,G07760,SS,  300,G07760,SS,  300,Anadarko US Offshore LLC,02219,POE,3/29/1989,A,4/14/1989,,0,
R,2351,G03087,MI,  620,G06044,MI,  638,Taylor Energy Company,00774,DOCD,3/29/1989,A,4/10/1989,,0,
R,2350,G05573,SS,  317,G05573,SS,  317,Newfield Exploration Company,01364,POE,3/28/1989,A,3/31/1989,,0,
R,2349,G06888,VK,  826,G06888,VK,  826,ORYX ENERGY COMPANY,00250,POE,3/28/1989,A,4/5/1989,,0,
S,2248,G07262,GA,A 192,G07262,GA,A 192,Santa Fe International Corporation,00784,POE,3/24/1989,A,4/18/1989,,245,
R,2348,G06113,GA,  363,G06113,GA,  363,Seagull Energy E&P Inc.,01956,POE,3/23/1989,A,4/13/1989,,70,
S,2247,,,,G07200,MI,  606,ORYX ENERGY COMPANY,00250,DOCD,3/23/1989,A,4/12/1989,,0,
N,3267,G06570,WC,  108,G06570,WC,  108,Anadarko US Offshore LLC,02219,POE,3/22/1989,A,4/28/1989,,0,
N,3264,G07919,EW,  990,G07919,EW,  990,Eni Petroleum Co. Inc.,00162,POE,3/21/1989,A,4/19/1989,,0,
S,2245,,,,G06164,HI,  176,Apache Corporation,00105,DOCD,3/21/1989,A,4/18/1989,,0,
R,2347,G05414,VR,  116,G05414,VR,  116,"Ashland Exploration Holdings, Inc.",00457,POE,3/21/1989,A,4/18/1989,,0,
R,2347,G05414,VR,  116,G05414,VR,  116,"Ashland Exploration Holdings, Inc.",00457,POE,3/21/1989,A,4/18/1989,,59,
R,2346,G06992,GC,   27,G06992,GC,   27,Eni Petroleum Co. Inc.,00162,POE,3/21/1989,A,4/28/1989,,0,
S,2246,G06105,GA,  343,G06105,GA,  343,Seagull Energy E&P Inc.,01956,POE,3/21/1989,A,4/10/1989,,0,
N,3266,,,,G08570,HI,A 314,Hall-Houston Oil Company,00846,DOCD,3/21/1989,A,4/12/1989,,0,
N,3265,,,,G06692,SM,   81,"Dominion Exploration & Production, Inc.",00282,DOCD,3/21/1989,A,7/20/1989,,150,
S,2245,G06164,HI,  176,G06164,HI,  176,Apache Corporation,00105,DOCD,3/21/1989,A,4/18/1989,,0,
S,2244,G06872,VK,  117,G06872,VK,  117,Chevron U.S.A. Inc.,00078,POE,3/21/1989,A,5/19/1989,,110,
R,2343,G06873,VK,  118,G06873,VK,  118,Chevron U.S.A. Inc.,00078,POE,3/20/1989,X,3/20/1989,,0,
N,3262,G06669,VR,  165,G06669,VR,  165,Exxon Mobil Corporation,00276,POE,3/20/1989,A,4/26/1989,,95,
R,2344,G06876,VK,  161,G06876,VK,  161,Chevron U.S.A. Inc.,00078,POE,3/20/1989,X,3/20/1989,,0,
R,2342,G06322,EB,  600,G06322,EB,  600,Exxon Mobil Corporation,00276,POE,3/20/1989,A,3/23/1989,,0,
N,3259,,,,G07219,BA,  435,Burlington Resources Offshore Inc.,01904,DOCD,3/17/1989,A,4/24/1989,,1,
S,2243,,,,G01269,ST,  203,BP America Production Company,00114,DOCD,3/17/1989,A,3/31/1989,,0,
N,3259,,,,G07219,BA,  435,Burlington Resources Offshore Inc.,01904,DOCD,3/17/1989,A,4/24/1989,,0,
N,3259,,,,G05003,BA,  412,Burlington Resources Offshore Inc.,01904,DOCD,3/17/1989,A,4/24/1989,,0,
N,3260,,,,G05283,WC,  168,Chevron U.S.A. Inc.,00078,DOCD,3/17/1989,A,5/22/1989,,42,
N,3261,G10285,HI,A 154,G10285,HI,A 154,"LLECO Holdings, Inc.",01334,POE,3/17/1989,A,4/10/1989,,0,
R,2341,G07963,MC,  807,G07963,MC,  807,Shell Deepwater Production Inc.,02140,POE,3/16/1989,A,4/28/1989,,0,
N,3258,G10241,GA,  226,G10241,GA,  226,El Paso Production GOM Inc.,01138,POE,3/16/1989,A,4/21/1989,,0,
R,2340,G06828,MP,  245,G06828,MP,  245,Atlantic Richfield Company,00967,POE,3/16/1989,A,4/28/1989,,0,
R,2340,G06828,MP,  245,G06828,MP,  245,Atlantic Richfield Company,00967,POE,3/16/1989,A,4/28/1989,,1,
N,3257,G05985,MU,  754,G05985,MU,  754,Forcenergy Inc,01832,DOCD,3/15/1989,A,5/31/1989,,0,
N,3257,,,,G05981,MU,  742,Forcenergy Inc,01832,DOCD,3/15/1989,A,5/31/1989,,0,
N,3257,,,,G05985,MU,  754,Forcenergy Inc,01832,DOCD,3/15/1989,A,5/31/1989,,0,
N,3255,G05344,WC,  539,G05344,WC,  539,Murphy Exploration & Production Company,01689,DOCD,3/15/1989,A,5/19/1989,,0,
N,3255,,,,G05344,WC,  539,Murphy Exploration & Production Company,01689,DOCD,3/15/1989,A,5/19/1989,,0,
N,3256,,,,G05199,EI,  298,Century Offshore Management Corporation,01102,DOCD,3/15/1989,A,4/24/1989,,0,
R,2339,G06928,EW,  989,G06928,EW,  989,Eni Petroleum Co. Inc.,00162,POE,3/14/1989,A,4/3/1989,,563,
R,2338,G04704,MI,  696,G04704,MI,  696,Exxon Mobil Corporation,00276,DOCD,3/14/1989,A,3/24/1989,,0,
N,3253,G08672,VR,  266,G08672,VR,  266,Newfield Exploration Gulf Coast LLC,02211,POE,3/14/1989,A,4/27/1989,,0,
R,2337,G05573,SS,  317,G05573,SS,  317,Newfield Exploration Company,01364,POE,3/14/1989,A,3/22/1989,,0,
N,3252,G09383,WC,   60,G09383,WC,   60,BHP Billiton Petroleum (Americas) Inc.,00362,POE,3/14/1989,A,4/27/1989,,0,
N,3252,G09384,WC,   61,G09384,WC,   61,BHP Billiton Petroleum (Americas) Inc.,00362,POE,3/14/1989,A,4/27/1989,,0,
