FIELD_ID,FIELD_NAME,COUNTRY,BLOCK,RESERVE_TYPE,CURRENT_STATUS,DISCOVERY_DATE,PRODUCTION_START,WATER_DEPTH_M,WATER_DEPTH_FT,US_GOM_FLAG
595,Hammamet West,Tunisia,Bargou Exploration Permit,Oil,Appraisal Drilling,Jan 1967,,54,178,
973,Handcross,UK,"P1631, 204/18b; P1832, 204/14c, 204/19c",n/a,Non-Commercial,,,,,
1003,Hannah,Australia,TP/8,n/a,Non-Commercial,,,16,53,
1836,Hannover South,Australia,WA-466-P,n/a,Bright Spot,,,821,2709,
1599,Hanssen (Wisting NW),Norway,"PL537; 7324/7, 7324/8",n/a,Bright Spot,,,418,1379,
1252,Hanz,Norway,"PL028B, 25/10",n/a,Under Development,,,,,
1685,Hanze,Netherlands,F02a,Oil,Producing,Jun 1996,Aug 2001,44,145,
1428,Harald,Denmark,"5604/21, 5604/22",Oil/Gas,Producing,Sep 1980,Jan 1997,64,211,
1533,Harding,UK,9/23,Oil,Producing,Jan 1988,Apr 1996,111,366,
416,Harepus,Norway,PL 312 - 6407/6,Gas,Discovery (Drilled),May 2009,,247,815,
1558,Harpoon,Canada,EL 1112,Oil,Discovery (Drilled),Jun 2013,,1100,3630,
163,Harrier,US,East Breaks 759,Gas,Producing,Jan 2003,Jan 2004,1269,4188,Y
586,Harrier (Ithaca),UK,30/6,Gas,Discovery (Drilled),Jan 2004,,,,
1107,Harris (Rinnes),UK,210/24a,Oil,Under Development,Apr 2008,,155,512,
637,Hartebeest,US,Green Canyon 166,Gas,Bright Spot,,,648,2138,Y
1401,Hartmann,Namibia,Block 1711,n/a,Bright Spot,,,780,2574,
1458,Hasdrubal,Tunisia,Amilcar block,Gas,Producing,Jan 1994,Jan 2009,60,198,
1599,Hassel (Wisting East N),Norway,"PL537; 7324/7, 7324/8",n/a,Bright Spot,,,400,1320,
1320,Hatia,Bangladesh,Block 16,Gas,Discovery (Drilled),Jan 2008,,20,66,
887,Havis,Norway,"PL 532, 7220/7",Oil,Discovery (Drilled),Jan 2012,,365,1205,
740,Hawaii,Brazil,BM-C-42,Oil,Discovery (Drilled),May 2010,,158,521,
1720,Hawkeye,Philippines,SC55,n/a,Bright Spot,,,1690,5577,
771,Hawkins,UK,22/5,Gas,Producing,Oct 1980,Sep 1997,90,297,
1738,Heather,UK,P242: 2/5,Oil,Producing,Dec 1973,Oct 2013,144,475,
486,Hebron,Canada,SDL 1006/1007,Oil/Gas,Under Development,Jan 1981,,92,304,
427,Heidelberg,US,"Green Canyon 859, 860, 903, 904, 948",Oil,Under Development,Feb 2009,,1608,5306,Y
437,Heidrun,Norway,"6507/7, 6507/8",Oil/Gas,Producing,Jun 1985,Oct 1995,351,1158,
961,"Heilo, 7124/4-1S&A",Norway,"7124/4, PL 530",n/a,Non-Commercial,,,302,997,
1698,Heimdal,Norway,PL036BS: 25/4,Gas,Producing,Dec 1972,Dec 1985,120,396,
1101,Hejre,Denmark,PL 5/98,Oil/Gas,Under Development,,,70,231,
587,Heliconia,Trin. & Tobago,NCMA,Gas,Producing,,Jan 2005,158,521,
586,Helios,UK,29/10d,n/a,Discovery (Drilled),Jan 1969,,,,
783,Helvellyn,UK,47/10,Gas,Producing,Feb 1985,Mar 2004,33,109,
1112,Helvick,Ireland,"SEL 2/07, 49/9",Oil/Gas,Discovery (Appraised),Jan 1983,,80,264,
554,Henry,Australia,VIC/P44,Gas,Producing,Jul 2005,Feb 2010,67,221,
1415,Hercules,Norway,"PL494, 494B, 494C 2/9",n/a,Bright Spot,,,,,
1415,Hercules (Heimdalshoe),Norway,"PL494B, PL494C 2/9",n/a,Bright Spot,,,,,
1301,Hermes,Australia,"WA-11-L, WA-9-L, WA-16-L",Oil,Producing - Under Dev.,Jan 1996,Jan 1997,80,264,
927,Heron,Australia,NT/P68,Gas,Appraisal Drilling,Jan 2008,,61,201,
126,Herschel,US,Mississippi Canyon 520,Oil,Producing,Jun 1996,Dec 2003,2073,6841,Y
277,Hibernia,Canada,PL 1001,Oil/Gas,Producing,Jan 1979,Nov 1997,80,264,
277,Hibernia Southern Extension,Canada,"PL 1001, PL 1005, EL 1093",Oil/Gas,Under Development,,,,,
587,Hibiscus,Trin. & Tobago,NCMA,Gas,Producing,,Jan 2003,152,502,
1172,Hickory North,Ghana,Deepwater Tano/Cape Three Points license,Gas,Discovery (Drilled),Jun 2012,,,,
1515,High Island 22,US,"High Island 21, 22",Gas,Producing,,Jan 2006,11,36,Y
1146,Highlander,UK,14/20bF-1,n/a,Producing,,Jan 1985,,,
831,His Dudeness,US,Galveston Area 277L,n/a,Non-Commercial,,,,,Y
895,Hodoa,Egypt,West Nile Delta Concession,Gas,Discovery (Drilled),Nov 2010,,1077,3554,
449,Hoki,New Zealand,PEP 38401,Oil,Non-Commercial,,,150,495,
654,Holly,US,Garden Banks 335,Gas,Bright Spot,,,507,1673,Y
307,Holstein,US,Green Canyon 645,Oil/Gas,Producing,Jan 1999,Jan 2004,1311,4326,Y
625,Holy Cross,US,Lloyd Ridge 411,Oil/Gas,Bright Spot,,,2995,9884,Y
1821,Hon Khoai,Viet nam,Block 13/03,n/a,Bright Spot,,,90,297,
1822,Hon Sao,Viet nam,Block 13/03,n/a,Bright Spot,,,90,297,
347,Hondo,US,,Oil/Gas,Producing,Jan 1969,May 1981,,,Y
813,Hook Head,Ireland,50/11,Oil,Discovery (Appraised),Sep 1971,,73,241,
315,Hoover,US,"Alaminos Canyon 25, 26",Oil/Gas,Producing,,Jan 2002,,,Y
146,Horn Mountain,US,Mississippi Canyon 127,Oil/Gas,Producing,Aug 1999,Jan 2002,1653,5455,Y
1729,Horse,Congo,Haut Mer A,n/a,Non-Commercial,,,1038,3425,
326,Hortensia,Angola,17,Oil,Producing,Apr 2003,Aug 2011,830,2739,
1077,Hoss,Australia,WA-208-P,Oil,Bright Spot,,,,,
1636,Hoy,UK,P1994; 15/17b,Oil,Discovery (Drilled),Jan 1984,,,,
1588,Hua Hin,Thailand,G4/50,n/a,Bright Spot,,,,,
1504,Hudson,UK,"P472, P570, 210/24a",Oil,Producing,Jul 1987,Jul 1993,159,525,
549,Huldra,Norway,"PL051, 30/2, 30/3",Gas,Producing,Oct 1982,Nov 2001,125,413,
484,"Hummingbird, EW 834",US,Ewing Bank 834,Gas,Drilled (Status Unknown),,,364,1201,Y
701,Huna,US,BM-C-42,Oil,Discovery (Drilled),May 2010,,152,502,Y
639,Hungo,Angola,Block 15,Oil,Producing,Jul 1998,Aug 2005,1203,3970,
902,Huntington,UK,"P1114, 22/14b",Oil,Producing,Jul 2007,Apr 2013,91,300,
586,Hurricane,UK,29/10b,Oil,Discovery (Appraised),Jan 1995,,,,
1057,Hydra,UK,"3/27a, P1756",n/a,Discovery (Drilled),Feb 1986,,115,380,
705,Hyme (Gygrid),Norway,PL 348 - 6407/8-5A,Oil/Gas,Suspended,Jun 2009,Feb 2013,247,815,
376,Iago,Australia,"WA-17-R, WA-16-R",Gas,Under Development,Dec 2000,,118,389,
525,Iara,Brazil,BM-S-11,Oil/Gas,Under Development,Nov 2009,,2230,7359,
1543,Ibhubesi,South Africa,Block 2A,Gas,Discovery (Appraised),Jan 1981,,250,825,
1435,Ibu Alpha,Indonesia,Seruway PSC,n/a,Bright Spot,,,,,
384,Ichthys,Australia,"WA-285-P, WA-50-L, WA-51-L",Gas,Under Development,Jan 2000,,280,924,
1586,Idd El Shargi North Dome,Qatar,,Oil,Producing - Under Dev.,Jan 1960,,40,132,
373,Idun,Norway,6507/3-3,Gas,Under Development,Dec 1998,,450,1485,
373,Idun North,Norway,PL 159 D - 6507/3-7,Gas,Discovery (Drilled),Jul 2009,,377,1244,
848,Iguacu,Brazil,BM-S-9,Oil,Discovery (Drilled),Apr 2009,,2140,7062,
876,Illimani,Brazil,BM-C-41,Oil,Discovery (Appraised),Feb 2011,,126,416,
941,Indra,Brazil,BM-ES-32,Oil,Discovery (Drilled),Dec 2010,,,,
817,Inga,Brazil,BM-C-40,Oil,Discovery (Appraised),Aug 2010,,105,347,
564,Innsbruck,US,Mississippi Canyon 993,Oil,Non-Commercial,,,1920,6336,Y
271,Io,Australia,WA-267-P,Gas,Under Development,Jan 2001,,1352,4462,
1189,Ioana,Romania,Block 15 Midia,n/a,Exploratory Drilling,,,,,
1147,Ipswich,Norway,"1/3, PL 274",Oil,Discovery (Appraised),Jun 1991,,72,238,
439,Iracema Norte,Brazil,BM-S-11,Oil,Discovery (Appraised),,,2210,7293,
809,Ironclad,Mozambique,Area 1,Oil/Gas,Discovery (Drilled),Aug 2010,,1463,4828,
126,Isabela,US,Mississippi Canyon 562,Oil,Producing,Apr 2007,Jun 2012,1981,6537,Y
1633,Isabella,UK,"P1820, 30/6b, 30/11a, 30/12d",n/a,Bright Spot,,,,,
1575,Iskrystall,Norway,"PL 608, 7219/8",Gas,Discovery (Drilled),Sep 2013,,344,1135,
227,Islay,UK,3/15,Gas,Producing,Jun 2008,Apr 2012,120,396,
1746,Isobel / Elaine,Falkland Islands (Malvinas),PL004a,n/a,Bright Spot,,,,,
1169,Istranca,Turkey,Block 3920,n/a,Discovery (Drilled),Sep 2012,,85,281,
1171,"Itacoatiara, OGX-79",Brazil,BM-C-39,Oil,Discovery (Drilled),Apr 2012,,102,337,
826,Itaipu,Brazil,BM-C-32,Oil,Discovery (Appraised),Dec 2009,,1341,4425,
853,Itauna,Brazil,BM-C-29,Oil/Gas,Discovery (Drilled),Jan 2011,,76,251,
1252,Ivar Aasen (Draupne),Norway,"PL 001B, 16/1",Oil/Gas,Under Development,Feb 2008,,111,366,
1641,Ivory,Norway,"PL528: 6707/8, 6707/9, 6707/11",n/a,Bright Spot,,,,,
1379,Iwafune-Oki,Japan,Niigata,Oil/Gas,Producing,Jan 1983,Jan 1990,36,119,
587,Ixora,Trin. & Tobago,NCMA,Gas,Producing,,Jan 2009,158,521,
340,Jack,US,"Walker Ridge 758, 759",Oil,Under Development,Aug 2004,,2134,7042,Y
323,Jacky,UK,P1392: 12/21c,Oil,Producing,Dec 1982,Apr 2009,40,132,
1050,Jaguar,Guyana,Georgetown License,n/a,Non-Commercial,,,200,660,
1454,Jaguar (Buccaneer),US,Eugene Island 147,Oil/Gas,Discovery (Drilled),Jan 2000,,15,50,Y
1074,Jaguey,Cuba,,n/a,Non-Commercial,,,1615,5330,
316,James,UK,Block 30/17a,Oil,Producing,Feb 2003,Nov 2004,77,254,
524,Janaka,Myanmar,M7,Gas,Non-Commercial,,,,,
748,Jangkrik,Indonesia,Muara Bakau PSC,Gas,Under Development,Apr 2009,,400,1320,
748,Jangkrik Northeast,Indonesia,Maura Bakau PSC,Gas,Under Development,Jul 2011,,400,1320,
985,Janglau,Malaysia,PM308A,Oil,Discovery (Drilled),Nov 2011,,,,
316,Janice,UK,Block 30/17a,Oil,Producing,,Jan 1999,73,241,
271,Jansz,Australia,WA-18-R,Gas,Under Development,Apr 2000,,,,
325,Jasmim,Angola,17,Oil,Producing,Apr 2000,Dec 2003,1350,4455,
675,Jasmine,UK,"30/6, 30/7a, P011, P032",Gas,Producing,Jan 2006,Nov 2013,81,267,
1604,Jasmine (Mubadala),Thailand,B5/27,Oil,Producing,,Mar 2005,60,198,
458,Jason,US,Garden Banks 344 West,Gas,Bright Spot,,,400,1320,Y
768,Jaubert,Australia,WA-443-P,n/a,Bright Spot,,,,,
1345,Jayne,Falkland Islands (Malvinas),PL004c,n/a,Bright Spot,,,,,
1747,Jayne East,Falkland Islands (Malvinas),PL004c,n/a,Bright Spot,,,,,
1246,Jengka,Thailand,B-17,Gas,Producing,,Feb 2010,65,215,
396,Jericho,US,"Garden Banks 937, 938",Oil/Gas,Bright Spot,,,1347,4445,Y
1422,Jette,Norway,"PL385, 6607/12",n/a,Drilled (Status Unknown),,,363,1198,
482,Jette (Jetta),Norway,Block 25/8,Oil,Producing,Oct 2009,May 2013,127,419,
481,Jin Zhou (JZ 20-2N),China,JZ,Oil/Gas,Discovery (Drilled),Jul 2009,,16,53,
1018,Jodari,"Tanzania, United Republic of",Block 1,Gas,Appraisal Drilling,Mar 2012,,1500,4950,
887,Johan Castberg (Skrugard),Norway,"PL532, 7220/8",Oil,Discovery (Appraised),Apr 2011,,370,1221,
791,Johan Sverdup,Norway,"PL501, 16/2; PL502, 16/5",Oil/Gas,Appraisal Drilling,Sep 2010,,115,380,
1802,John Brookes,Australia,WA-29-L,Gas,Producing,Nov 1998,Jun 2011,65,215,
1292,Joni-5 Permit,Albania,Joni-5 Permit,n/a,Bright Spot,,,1000,3300,
1334,Jorvik,Norway,"PL338, 16/1",n/a,Exploratory Drilling,,,109,360,
1424,Jotun,Norway,"25/7, 25/8, PL027B",Oil,Producing,Sep 1994,Oct 1999,126,416,
1434,Juaro,Indonesia,Seruway PSC,n/a,Discovery (Drilled),Jan 1969,,,,
764,Jubarte,Brazil,BC-60,Oil,Producing - Under Dev.,Jan 2001,,1365,4505,
121,Jubilee,US,"Atwater Valley 305, 349 and Lloyd Ridge 265, 309",Gas,Producing,Apr 2003,Jul 2007,2682,8851,Y
1122,Judith,Australia,Vic/P47,Gas,Discovery (Drilled),Jun 1989,,80,264,
340,Julia,US,"Walker Ridge 584, 627, 628, 540, 583",Oil,Under Development,Apr 2007,,2000,6600,Y
805,Juliet,UK,"47/14b, P1745, P1907",Gas,Producing,Dec 2008,Jan 2014,62,205,
376,Julimar,Australia,WA-356-P,Gas,Under Development,Apr 2007,,187,617,
376,Julimar Southeast,Australia,WA-356-P,Gas,Discovery (Drilled),May 2008,,,,
541,July,Egypt,Gulf of Suez Concession,Oil,Producing,Jan 1973,Jan 1975,,,
328,Jupiter,Brazil,BM-S-24,n/a,Discovery (Drilled),Feb 2008,,2200,7260,
227,Jura,UK,3/15,Gas,Producing,Nov 2006,May 2008,113,373,
130,K2,US,"Green Canyon 561, 562, 563, 605, 607",Oil,Producing,Jun 1999,May 2005,1189,3924,Y
130,K2 North,US,Green Canyon 518,Oil,Producing,Nov 2003,May 2005,1311,4326,Y
1133,Kaheru,Australia,PEP 52181,n/a,Bright Spot,,,25,83,
774,Kahu,New Zealand,PMP 38158,n/a,Non-Commercial,,,122,403,
464,Kairi,Trin. & Tobago,Block 2(c),Oil/Gas,Producing - Under Dev.,Jul 2001,Dec 2004,35,116,
1247,Kakap,Malaysia,Block J,Oil,Producing - Under Dev.,,,1200,3960,
1059,Kakapo (Kaupokonui),New Zealand,PEP 51311,Oil,Bright Spot,,,100,330,
1211,"Kakelborg, 33/6-4",Norway,PL 370; 33/6-4,n/a,Non-Commercial,,,328,1082,
1623,Kakonna,Myanmar,Block M9,Gas,Under Development,Apr 2007,,150,495,
752,Kakuna,US,"Green Canyon 416, 460, 504, 505, 548 and 549",Oil/Gas,Non-Commercial,,,1134,3742,Y
500,Kaliakra,Bulgaria,Galata Exploration Concession,Gas,Producing,,Nov 2010,650,2145,
906,Kaliakra East,Bulgaria,Galata Exploration Concession,Gas,Non-Commercial,,,,,
1615,Kalong,Thailand,G2/48,n/a,Bright Spot,,,,,
1022,"Kalvklumpen, 25/6-4",Norway,"25/3, 25/5, 25/6, PL 414",n/a,Non-Commercial,,,114,376,
498,Kambuna,Indonesia,Kambuna TAC,Gas,Producing,Jan 1986,Aug 2009,40,132,
212,Kameleon,Norway,PL203,Oil,Producing,,Jan 2008,120,396,
1730,Kamelia,Malaysia,PM302,Gas,Producing,Jan 2004,Dec 2013,,,
1386,Kamunsu East,Malaysia,Kebabangan Cluster PSC,Oil/Gas,Bright Spot,,,400,1320,
1681,Kanel,Norway,"PL639: 6201/7, 6201/8, 6201/10, 6201/11",n/a,Bright Spot,,,,,
1337,Kangaroo,Brazil,"S-M-1101, S-M-1165",Oil,Discovery (Drilled),Jan 2013,,305,1007,
1337,Kangaroo West,Brazil,"S-M-1101, S-M-1165",n/a,Bright Spot,,,300,990,
1382,Kanowit,Malaysia,SK306,Gas,Under Development,Dec 2005,,80,264,
1619,Kapal,Malaysia,KBM RSC,Oil,Producing,,Jan 2014,60,198,
1466,Karish,Israel,Alon C/366,n/a,Discovery (Drilled),May 2013,,1740,5742,
1500,Karoro,New Zealand,PEP 52593,n/a,Bright Spot,,,200,660,
1677,Kasawari,Malaysia,SK316,Gas,Discovery (Drilled),Nov 2011,,,,
418,Kashagan,Kazakhstan,"Block A, D",Oil,Producing - Under Dev.,Jul 2000,,,,
593,Kaskida,US,"Keathley Canyon 291, 292",Oil,Discovery (Appraised),Jun 2006,,1786,5894,Y
1773,Katie,Norway,PL729: 2/1,n/a,Bright Spot,,,,,
1545,Katy (Harrison),UK,44/19b,Gas,Producing,Sep 2007,Jan 2013,26,86,
500,Kavarna,Bulgaria,Kavarna permit,Gas,Producing,,Nov 2010,,,
769,Kavarna East,Bulgaria,Galata Exploration Concession,Gas,Discovery (Drilled),Jul 2010,,,,
1386,Kebabangan,Malaysia,Kebabangan Cluster PSC,Oil/Gas,Under Development,,,400,1320,
1819,Kelidang NE,Brunei Darussalam,CA-2,Gas,Discovery (Drilled),Feb 2013,,,,
1820,Kelidang SW,Brunei Darussalam,CA-2,n/a,Bright Spot,,,,,
1394,Kells,UK,3/8d,Oil/Gas,Under Development,,,135,446,
1545,Kelvin,UK,44/23b-11,Oil/Gas,Producing,Sep 2005,Nov 2007,33,109,
1818,Kempas,Brunei Darussalam,CA-2,Gas,Drilled (Status Unknown),,,,,
1837,Kenli 9-5/9-6,China,"Kenli 9-5, Kenli 9-6",Oil,Discovery (Drilled),Oct 2013,,9,30,
510,Kentish Knock,Australia,WA-365-P,Gas,Discovery (Drilled),Aug 2009,,1200,3960,
510,Kentish Knock South,Australia,WA-365-P,Gas,Discovery (Drilled),Feb 2013,,1168,3854,
126,Kepler,US,Mississippi Canyon 383,Oil,Producing,Dec 1987,Dec 2003,1768,5834,Y
1817,Keratau,Brunei Darussalam,CA-2,Gas,Drilled (Status Unknown),,,,,
942,Kerloch,UK,211/22a,Oil,Discovery (Drilled),Dec 2007,,155,512,
1503,Kestrel,UK,"P296, 211/21a",Oil,Producing,Dec 1997,Nov 2001,159,525,
1881,Ketch,UK,P453: 44/28,Gas,Producing,Nov 1984,Sep 1999,50,165,
722,Kew,UK,"49/5, 49/4c",Gas,Discovery (Appraised),Apr 1988,,41,135,
1730,Kezumba,Malaysia,"PM302, PM325, PM326B",Gas,Under Development,,,,,
1226,Khafji,Saudi Arabia,,Oil,Under Development,,,,,
857,Khouloud,Tunisia,Nawara Production Concession,Gas,Discovery (Drilled),Oct 2010,,,,
706,Khvalynskoye,Kazakhstan,Severny License,Gas,Under Development,Jan 2002,,25,83,
1646,Kiboko,Kenya,Block L11B,n/a,Exploratory Drilling,,,2840,9372,
1554,Kidukidu,Papua New Guinea,PPL385,n/a,Non-Commercial,,,98,323,
1260,Kiernan,Ireland,LO 11/8,n/a,Bright Spot,,,1600,5280,
1642,Kifaru,Kenya,Block L6,n/a,Bright Spot,,,,,
1643,Kifaru West,Kenya,Block L6,n/a,Bright Spot,,,,,
283,Kikeh,Malaysia,K,Oil,Producing,Jul 2002,Aug 2007,1341,4425,
781,Kilauea,Brazil,BM-C-42,Oil,Discovery (Drilled),Jan 2010,,150,495,
1064,Kilchurn,US,Green Canyon 404,n/a,Drilled (Status Unknown),,,978,3227,Y
1173,Kildrummy,UK,"15/12b, 15/17",n/a,Discovery (Drilled),May 2002,,,,
517,Kina,Sao Tome and Principe,Block 4,n/a,Drilled (Status Unknown),,,3000,9900,
1727,Kindele,Angola,Block 5,n/a,Bright Spot,,,101,333,
147,King,US,Mississippi Canyon 84,Oil,Producing,Jan 1993,Jun 2002,1800,5940,Y
1054,King Lear,Norway,2/4,Gas,Discovery (Drilled),Jul 2012,,67,221,
147,King South,US,Mississippi Canyon 129,Oil,Producing,Aug 1996,May 2009,1707,5633,Y
996,Kingtree,Australia,AC/P 24,n/a,Non-Commercial,,,110,363,
786,Kinnoull,UK,16/23s,Oil,Under Development,May 2008,,103,340,
1377,Kinsale Head,Ireland,"48/20, 48/25, 49/16",Gas,Producing,Jan 1971,Jan 1978,100,330,
320,Kipper,Australia,"VIC/L25, VIC/L09",Gas,Under Development,Jan 1986,,100,330,
1645,Kipungu,Kenya,Block L8,n/a,Bright Spot,,,,,
1785,Kirinskoye,Russian Federation,Kirinsky Block,Gas,Producing,Jan 1992,Oct 2013,90,297,
639,Kissanje,Angola,Block 15,Oil,Producing,,Jul 2005,1036,3419,
1762,Kitabu,Malaysia,SB308,n/a,Bright Spot,,,,,
440,Kitan,Australia,JPDA 06-105,Oil,Producing,Mar 2008,Oct 2011,344,1135,
899,Kiwi,Egypt,Block 9,n/a,Non-Commercial,,,2700,8910,
1564,Klara,Norway,"PL159C, 6507/3",Oil,Discovery (Drilled),Aug 2013,,374,1234,
301,Knarr (Jordbaer),Norway,"PL373S, 34/2, 34/3, 34/5, 34/6",Oil,Under Development,Jul 2008,,410,1353,
1310,Knockinnon,UK,P1270: 11/24,Oil,Discovery (Drilled),Apr 2000,,50,165,
128,Knotty Head,US,Green Canyon 512,Oil,Discovery (Appraised),Dec 2005,,1067,3521,Y
1556,Ko Kra,Thailand,Block G5/50,n/a,Exploratory Drilling,,,30,99,
298,Kodiak,US,Mississippi Canyon 727,Oil,Discovery (Appraised),Apr 2008,,1517,5006,Y
1650,Koi,Indonesia,Salawati Kepala Burung PSC (Island PSC),Oil/Gas,Appraisal Drilling,Jan 2000,,32,106,
1659,Kokako,New Zealand,PEP 53473,n/a,Bright Spot,,,,,
506,Kon-tiki,Australia,Browse Basin WA-314-P,Gas,Non-Commercial,,,500,1650,
1699,Kopervik,Norway,"PL625, 25/10",n/a,Bright Spot,,,,,
960,Kora,Senegal,AGC Profound block,n/a,Non-Commercial,,,2621,8649,
854,Korimako,Australia,PEP 38619,n/a,Non-Commercial,,,,,
897,Krafla,Norway,PL 035; 30/11,Oil/Gas,Discovery (Appraised),May 2011,,106,350,
1341,Kraka,Denmark,5505/17,Oil/Gas,Producing,Sep 1966,Jan 1991,45,149,
583,Krakatoa,US,Mississippi Canyon 540,Oil/Gas,Drilled (Status Unknown),,,617,2036,Y
412,Kraken,UK,"P1027: 9/2b, 9/2c",Oil,Under Development,Nov 1985,,117,386,
1734,Kramsno,Norway,PL532: 7220/4,Gas,Discovery (Drilled),Feb 2014,,403,1330,
1613,Krissana,Thailand,G2/48,n/a,Bright Spot,,,,,
202,Kristin,Norway,"PL199: 6406/2, PL134B: 6506/11",Oil/Gas,Producing,Apr 1997,Nov 2005,370,1221,
1614,Krongthong,Thailand,G2/48,n/a,Bright Spot,,,,,
405,Kronos,Australia,WA-398-P,Gas,Discovery (Drilled),May 2010,,,,
870,Krykkje,Norway,"7119/12, PL 488",n/a,Non-Commercial,,,191,630,
540,Ku,Mexico,,Oil,Producing - Under Dev.,Jan 1980,Jan 1981,100,330,
1383,Kuang North,Malaysia,SK316,Gas,Discovery (Drilled),Nov 2012,,,,
1477,Kubwa,Kenya,L-07,n/a,Exploratory Drilling,,,,,
1634,Kuda Laut,Indonesia,Tuna PSC,Oil/Gas,Discovery (Drilled),Apr 2014,,118,389,
1399,Kudu,Namibia,"Production Licence 003, 2814A",Gas,Discovery (Appraised),Jan 1974,,170,561,
1547,Kulubokan,Faroe Islands,"L016, 6202/6a, 6203/14a",n/a,Bright Spot,,,,,
1382,Kumang,Malaysia,SK306,Gas,Under Development,,,100,330,
1400,Kunene,Namibia,PEL Block 1711,Gas,Discovery (Drilled),Sep 2008,,1000,3300,
448,Kupe,New Zealand,PML 38146,Gas,Producing,Jan 1986,Dec 2009,35,116,
1581,Kuro,Norway,PL681,n/a,Bright Spot,,,320,1056,
535,Kutz,Mexico,,Oil/Gas,Producing,,Jan 1998,35,116,
1676,Kvalross,Norway,"PL611: 7223/3, 7223/6, 7224/1,2,3,4,5",n/a,Bright Spot,,,,,
1425,Kvitebjorn,Norway,34/11,Gas,Producing,Oct 1994,Sep 2004,190,627,
1797,Kvitvola,Norway,"PL553: 34/7, 34/8",n/a,Bright Spot,,,,,
1145,Kyle,UK,,Oil/Gas,Producing,,Jan 2004,90,297,
1160,Kylemore,Ireland,11/12,n/a,Bright Spot,,,300,990,
1347,L Field,Indonesia,Langsa Technical Assistance Contract,Oil,Producing,,Jan 2001,91,300,
1848,L5 Sierra,Netherlands,L5a,Gas,Under Development,Sep 2010,,41,135,
1849,L5-FA,Netherlands,L5,Gas,Producing,Jan 1988,Jan 1992,40,132,
392,L8-D,Netherlands,Blocks L8/L11,Gas,Producing - Under Dev.,Jan 2004,,27,89,
1230,La Bella,Australia,VIC/P67,Gas,Discovery (Drilled),Jan 1993,,95,314,
1316,La Dam,Morocco,Tarfaya Offshore,n/a,Bright Spot,,,200,660,
1102,La Rocca,Australia,WA-388-P,Gas,Non-Commercial,,,,,
599,Lac Da Nau,Viet nam,15-1/05,Oil,Discovery (Drilled),Aug 2009,,45,149,
1598,Lacewing,UK,"P1181, 23/22b",Gas,Discovery (Drilled),Jul 2013,,83,274,
1034,Lafitte,US,Eugene Island Block 223,Oil,Discovery (Drilled),Apr 2012,,43,142,Y
871,Lagavulin,UK,"217/10, 210/14, 210/15",n/a,Non-Commercial,,,1500,4950,
653,Laggan,UK,206/1,Gas,Under Development,Sep 1986,,600,1980,
852,Lagosta,Mozambique,Area 1,Gas,Discovery (Appraised),Dec 2010,,1548,5108,
493,Lakach,Mexico,,Gas,Under Development,Jun 2006,,988,3260,
1301,Lambert,Australia,"WA-11-L, WA-9-L, WA-16-L",Oil,Producing - Under Dev.,Jan 1996,Jan 1997,80,264,
694,Lambouka,Italy,Kerkouane Permit,Gas,Discovery (Drilled),Sep 2010,,400,1320,
1883,Laminaria,Australia,WA-18-L,Gas,Producing,Jan 1995,Sep 1999,340,1122,
1355,Lampos,Philippines,SC 69,n/a,Bright Spot,,,700,2310,
1355,Lampos South,Philippines,SC 69,n/a,Bright Spot,,,700,2310,
730,Lancaster,UK,"P1368: 205/21a, 205/22a, 205/26b",Oil,Discovery (Drilled),Aug 2010,,155,512,
1582,Langlitinden,Norway,PL659: 7222/11,Oil,Discovery (Drilled),Feb 2014,,338,1115,
663,Lapa (Carioca),Brazil,BM-S-9,Oil/Gas,Discovery (Appraised),Sep 2007,,2140,7062,
663,Lapa (Carioca) Northeast,Brazil,BM-S-9,Oil,Discovery (Appraised),,,2151,7098,
377,Larsen,Australia,WA-34-L,Gas,Discovery (Drilled),Mar 2010,,,,
807,Larsen Deep,Australia,WA-404-P,Gas,Discovery (Drilled),Aug 2010,,1243,4102,
1309,Laura,Italy,"Zone D, D150 DR-CS",Gas,Discovery (Drilled),Jan 1980,,186,614,
763,Laurel,Australia,TP/7,n/a,Non-Commercial,,,39,129,
1195,Lavani,"Tanzania, United Republic of",Block 2,Oil,Discovery (Drilled),Jul 2012,,,,
1138,Laverda,Australia,WA-36-R,Oil,Discovery (Appraised),Jan 2000,,800,2640,
1349,Lawaan,Philippines,SC54A,n/a,Bright Spot,,,,,
1800,Lawit,Malaysia,PM303,Gas,Producing,Jan 1979,Jan 1997,50,165,
312,Leadon,UK,"Blocks 9/14a, 9/14b",Oil,Abandoned (Ex-Producer),,Jan 2001,120,396,
1370,Lebah,Indonesia,North Ganal PSC,n/a,Exploratory Drilling,,,,,
746,Leda,Angola,Block 31,Oil,Discovery (Drilled),Mar 2009,,2070,6831,
575,Leek,Mexico,,Gas,Discovery (Drilled),Oct 2009,,,,
1378,Lengkuas,Indonesia,Semai II Block,n/a,Exploratory Drilling,,,,,
741,Lengo,Indonesia,Bulu PSC,Gas,Appraisal Drilling,Jan 2008,,57,188,
1250,Lennox,UK,110/15,Oil/Gas,Producing,,Feb 1996,12,40,
1188,Leon,US,"KC 642, 686",n/a,Bright Spot,,,1878,6197,Y
