Lease Number,ROW Number,RUE Number,Lease Designation,Lease Status,Area Code,Block Number,Water Depth(Meters),Date Last Reviewed,Total Decom Liability,Boreholes Plug Cost (Spud Wells),Boreholes Count (Spud Wells),Boreholes Plug Cost (Prop Wells),Boreholes Count (Prop Wells),Platforms (Installed) Decom Cost,Platforms (Installed) Decom Count,Platforms (Installed) Site Clear Cost,Platforms (Installed) Site Clear Count,Platforms (Prop) Decom Cost,Platforms (Prop) Decom Count,Platforms (Prop) Site Clear Cost,Platforms (Prop) Site Clear Count,Pipelines (Installed) Decom Cost,Pipelines (Installed) Count,Pipelines (Prop) Decom Cost,Pipelines (Prop) Count
,G22420,,NON,,,,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22419,,NON,,,,85,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22418,,NON,,,,38,8/19/2016,"$520,655.00",0,0,0,0,0,0,0,0,0,0,0,0,520655,1,0,0
,G22417,,NON,,,,0,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22416,,NON,,,,24,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22415,,NON,,,,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22414,,NON,,,,84,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22413,,NON,,,,170,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22412,,NON,,,,8,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22411,,NON,,,,43,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22410,,NON,,,,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22409,,NON,,,,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22408,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22407,,NON,,,,25,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22406,,NON,,,,305,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22405,,NON,,,,305,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22404,,NON,,,,111,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22403,,NON,,,,25,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22402,,NON,,,,0,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22401,,NON,,,,10,12/19/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22400,,NON,,,,10,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22399,,NON,,,,60,9/24/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22398,,NON,,,,60,9/20/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22397,,NON,,,,60,9/24/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22396,,NON,,,,486,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22395,,NON,,,,486,2/22/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22394,,NON,,,,565,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22393,,NON,,,,565,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22392,,NON,,,,565,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22391,,NON,,,,1054,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G22390,,NON,,,,1093,8/29/2019,"$3,641,570.00",0,0,0,0,0,0,0,0,0,0,0,0,3641570,2,0,0
,G22389,,NON,,,,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22388,,NON,,,,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22387,,NON,,,,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22386,,NON,,,,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22385,,NON,,,,387,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22384,,NON,,,,387,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22383,,NON,,,,10,8/19/2016,"$354,975.00",0,0,0,0,0,0,0,0,0,0,0,0,354975,1,0,0
,G22382,,NON,,,,58,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22380,,NON,,,,63,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22379,,NON,,,,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22378,,NON,,,,36,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22377,,NON,,,,335,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G22376,,NON,,,,335,8/29/2019,"$3,490,370.00",0,0,0,0,0,0,0,0,0,0,0,0,3490370,2,0,0
,G22149,,NON,,,,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22148,,NON,,,,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22147,,NON,,,,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22146,,NON,,,,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22145,,NON,,,,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22144,,NON,,,,242,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22143,,NON,,,,347,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22142,,NON,,,,8,8/29/2019,"$305,835.00",0,0,0,0,0,0,0,0,0,0,0,0,305835,1,0,0
,G22141,,NON,,,,8,8/29/2019,"$305,794.00",0,0,0,0,0,0,0,0,0,0,0,0,305794,1,0,0
,G22140,,NON,,,,791,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G22139,,NON,,,,27,8/19/2016,"$531,838.00",0,0,0,0,0,0,0,0,0,0,0,0,531838,1,0,0
,G22138,,NON,,,,117,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22137,,NON,,,,91,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22136,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22135,,NON,,,,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22134,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22133,,NON,,,,16,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22132,,NON,,,,10,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22131,,NON,,,,36,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22130,,NON,,,,791,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G22129,,NON,,,,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22128,,NON,,,,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22127,,NON,,,,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22126,,NON,,,,92,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22125,,NON,,,,92,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22124,,NON,,,,92,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22123,,NON,,,,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22122,,NON,,,,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22121,,NON,,,,73,8/29/2019,"$651,488.00",0,0,0,0,0,0,0,0,0,0,0,0,651488,1,0,0
,G22120,,NON,,,,77,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22119,,NON,,,,490,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22118,,NON,,,,27,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22117,,NON,,,,32,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22116,,NON,,,,13,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22115,,NON,,,,14,8/29/2019,"$407,028.00",0,0,0,0,0,0,0,0,0,0,0,0,407028,1,0,0
,G22114,,NON,,,,122,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22113,,NON,,,,0,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22112,,NON,,,,100,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22111,,NON,,,,100,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22110,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22109,,NON,,,,31,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22108,,NON,,,,600,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G22107,,NON,,,,600,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G22106,,NON,,,,20,4/15/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22105,,NON,,,,103,8/19/2016,"$909,900.00",0,0,0,0,0,0,0,0,0,0,0,0,909900,1,0,0
,G22104,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22103,,NON,,,,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22102,,NON,,,,49,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G22101,,NON,,,,57,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21900,,NON,,,,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21899,,NON,,,,16,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21898,,NON,,,,591,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21897,,NON,,,,591,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21896,,NON,,,,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21895,,NON,,,,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21894,,NON,,,,584,8/29/2019,"$3,641,570.00",0,0,0,0,0,0,0,0,0,0,0,0,3641570,2,0,0
,G21893,,NON,,,,584,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21892,,NON,,,,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21891,,NON,,,,414,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G21890,,NON,,,,5,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21889,,NON,,,,5,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21888,,NON,,,,1502,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21887,,NON,,,,1497,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21886,,NON,,,,1502,8/29/2019,"$5,537,955.00",0,0,0,0,0,0,0,0,0,0,0,0,5537955,3,0,0
,G21885,,NON,,,,1497,8/29/2019,"$3,641,570.00",0,0,0,0,0,0,0,0,0,0,0,0,3641570,2,0,0
,G21884,,NON,,,,65,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21883,,NON,,,,67,8/29/2019,"$293,883.00",0,0,0,0,0,0,0,0,0,0,0,0,293883,1,0,0
,G21882,,NON,,,,67,8/19/2016,"$357,360.00",0,0,0,0,0,0,0,0,0,0,0,0,357360,1,0,0
,G21881,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21880,,NON,,,,18,8/19/2016,"$850,500.00",0,0,0,0,0,0,0,0,0,0,0,0,850500,1,0,0
,G21879,,NON,,,,91,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21878,,NON,,,,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21877,,NON,,,,20,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21876,,NON,,,,75,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21875,,NON,,,,0,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21874,,NON,,,,98,8/19/2016,"$1,061,100.00",0,0,0,0,0,0,0,0,0,0,0,0,1061100,1,0,0
,G21529,,NON,,,,45,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21528,,NON,,,,145,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21527,,NON,,,,18,7/7/2016,"$700,000.00",0,0,0,0,0,0,0,0,0,0,0,0,700000,1,0,0
,G21526,,NON,,,,200,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21525,,NON,,,,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21524,,NON,,,,89,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21523,,NON,,,,67,8/29/2019,"$580,580.00",0,0,0,0,0,0,0,0,0,0,0,0,580580,1,0,0
,G21522,,NON,,,,71,12/7/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21521,,NON,,,,38,7/19/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21520,,NON,,,,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21519,,NON,,,,600,8/29/2019,"$3,490,370.00",0,0,0,0,0,0,0,0,0,0,0,0,3490370,2,0,0
,G21518,,NON,,,,600,8/29/2019,"$5,084,355.00",0,0,0,0,0,0,0,0,0,0,0,0,5084355,3,0,0
,G21517,,NON,,,,84,11/1/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21516,,NON,,,,84,11/1/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21515,,NON,,,,43,8/29/2019,"$719,173.00",0,0,0,0,0,0,0,0,0,0,0,0,719173,1,0,0
,G21514,,NON,,,,63,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21513,,NON,,,,25,10/3/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21512,,NON,,,,107,8/19/2016,"$909,900.00",0,0,0,0,0,0,0,0,0,0,0,0,909900,1,0,0
,G21511,,NON,,,,139,8/19/2016,"$1,061,100.00",0,0,0,0,0,0,0,0,0,0,0,0,1061100,1,0,0
,G21510,,NON,,,,103,8/19/2016,"$1,212,300.00",0,0,0,0,0,0,0,0,0,0,0,0,1212300,1,0,0
,G21509,,NON,,,,248,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21508,,NON,,,,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21507,,NON,,,,11,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21506,,NON,,,,71,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21505,,NON,,,,200,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21504,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21503,,NON,,,,21,7/7/2016,"$360,000.00",0,0,0,0,0,0,0,0,0,0,0,0,360000,1,0,0
,G21502,,NON,,,,30,8/29/2019,"$505,645.00",0,0,0,0,0,0,0,0,0,0,0,0,505645,1,0,0
,G21501,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21500,,NON,,,,943,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G21499,,NON,,,,943,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G21498,,NON,,,,14,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21497,,NON,,,,30,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21496,,NON,,,,1388,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21495,,NON,,,,1388,8/29/2019,"$5,386,755.00",0,0,0,0,0,0,0,0,0,0,0,0,5386755,3,0,0
,G21494,,NON,,,,20,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21493,,NON,,,,49,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21492,,NON,,,,17,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21491,,NON,,,,17,6/21/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21490,,NON,,,,12,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21489,,NON,,,,12,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21488,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21487,,NON,,,,20,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21486,,NON,,,,40,8/19/2016,"$996,300.00",0,0,0,0,0,0,0,0,0,0,0,0,996300,1,0,0
,G21485,,NON,,,,125,4/7/2017,"$1,498,500.00",0,0,0,0,0,0,0,0,0,0,0,0,1498500,1,0,0
,G21484,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21483,,NON,,,,98,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21482,,NON,,,,71,12/7/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21481,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21480,,NON,,,,98,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21479,,NON,,,,107,8/29/2019,"$7,130,574.00",0,0,0,0,5461161,1,457113,1,0,0,0,0,1212300,1,0,0
,G21478,,NON,,,,111,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21477,,NON,,,,17,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21476,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21475,,NON,,,,97,8/19/2016,"$1,061,100.00",0,0,0,0,0,0,0,0,0,0,0,0,1061100,1,0,0
,G21474,,NON,,,,43,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21473,,NON,,,,13,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21472,,NON,,,,270,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21471,,NON,,,,270,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21470,,NON,,,,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21469,,NON,,,,97,5/8/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21468,,NON,,,,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21467,,NON,,,,82,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21466,,NON,,,,18,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21465,,NON,,,,63,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21464,,NON,,,,0,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21463,,NON,,,,18,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21462,,NON,,,,10,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21461,,NON,,,,10,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21460,,NON,,,,10,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21459,,NON,,,,19,8/29/2019,"$1,896,385.00",0,0,0,0,0,0,0,0,0,0,0,0,1896385,1,0,0
,G21458,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21457,,NON,,,,87,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21456,,NON,,,,58,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21455,,NON,,,,52,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21454,,NON,,,,49,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21453,,NON,,,,13,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21299,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21298,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21297,,NON,,,,20,8/29/2019,"$256,580.00",0,0,0,0,0,0,0,0,0,0,0,0,256580,1,0,0
,G21296,,NON,,,,20,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21295,,NON,,,,20,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21294,,NON,,,,20,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21293,,NON,,,,38,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21292,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21291,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21290,,NON,,,,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21289,,NON,,,,67,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21288,,NON,,,,67,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21287,,NON,,,,12,11/4/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21286,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21285,,NON,,,,40,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21284,,NON,,,,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21283,,NON,,,,20,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21282,,NON,,,,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21281,,NON,,,,61,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21280,,NON,,,,20,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21279,,NON,,,,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21278,,NON,,,,114,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21277,,NON,,,,500,8/29/2019,"$1,745,185.00",0,0,0,0,0,0,0,0,0,0,0,0,1745185,1,0,0
,G21276,,NON,,,,17,8/19/2016,"$607,500.00",0,0,0,0,0,0,0,0,0,0,0,0,607500,1,0,0
,G21275,,NON,,,,52,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21274,,NON,,,,28,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21273,,NON,,,,20,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21272,,NON,,,,232,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21271,,NON,,,,95,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21270,,NON,,,,13,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21269,,NON,,,,43,10/18/2016,"$658,595.00",0,0,0,0,0,0,0,0,0,0,0,0,658595,1,0,0
,G21268,,NON,,,,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21265,,NON,,,,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21264,,NON,,,,70,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21263,,NON,,,,61,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21262,,NON,,,,12,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21261,,NON,,,,130,8/19/2016,"$1,498,500.00",0,0,0,0,0,0,0,0,0,0,0,0,1498500,1,0,0
,G21260,,NON,,,,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21259,,NON,,,,47,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21258,,NON,,,,43,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21257,,NON,,,,116,6/30/2017,"$1,212,300.00",0,0,0,0,0,0,0,0,0,0,0,0,1212300,1,0,0
,G21067,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21066,,NON,,,,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21050,,NON,,,,25,8/15/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21049,,NON,,,,406,11/16/2017,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,G21048,,NON,,,,159,8/19/2016,"$909,900.00",0,0,0,0,0,0,0,0,0,0,0,0,909900,1,0,0
