Segment Number,Originating Id Name,Originating Area Code,Originating Block Number,Originating Lease Number,Receiving Id Name,Receiving Area Code,Receiving Block Number,Receiving Lease Number,Approved Date,Install Date,Status Code,Pipeline Size Code,ROW Number,Production Code,Facility Operator,Operator,Max Water Depth (feet),Max Allowable Operating Pressure,Cathodic Code,Pipeline ROW Seg Status Code,Pipeline ROW Permit,ROW Holder,Segment Length,Authority,Bidirectional,Out of Service Date,Temporary Cessation of Operations Date,Flush and Fill Date,Abandonment Approval Date,Abandonment Date
14557,SS Well #1,SS,  322,G22726,Platform A,SS,  322,G22726,1/14/2004,2/28/2004,ABN,04,,BLKG,02899,Talos ERT LLC,313,5000,,,,,12293,DOI,,8/20/2008,,,8/26/2010,10/10/2010
14558,"""F""",WC,   66,G02826,"""D""",WC,   71, 00244,2/18/2004,,CNCL,06,,BLKG,00114,BP America Production Company,43,2220,,,,,12719,DOI,,,,,,
14559,"""F""",WC,   66,G02826,"""D""",WC,   71, 00244,2/18/2004,3/31/2004,OUT,06,,BLKG,00105,Apache Corporation,43,2220,,,,,12775,DOI,,12/21/2018,,,,
14560,"""A""",WC,  403,G24740,"""A""",WC,  405,UNLEASE,1/5/2004,1/30/2004,ABN,06,G25352,BLKG,02899,Talos ERT LLC,91,2220,,RELQ,02899,Talos ERT LLC,31772,DOI,,8/20/2008,,8/16/2009,8/27/2009,4/26/2010
14561,Aspen II Manifold,GC,  243,G20051,Aspen I PLEM (West),GC,  243,G20051,2/25/2004,,CNCL,05-07,,BLKO,00687,CNOOC Petroleum U.S.A. Inc.,3060,10000,,,,,7624,DOI,,,,,,
14562,Aspen II Manifold,GC,  243,G20051,Aspen I PLEM (East),GC,  243,G20051,2/25/2004,,CNCL,05-07,,BLKO,00687,CNOOC Petroleum U.S.A. Inc.,3062,10000,,,,,,DOI,,,,,,
14563,SSW #3,GC,  243,G20051,SSMANIFO Aspen II,GC,  243,G20051,2/25/2004,,CNCL,05,,BLKO,00687,CNOOC Petroleum U.S.A. Inc.,3010,10000,,,,,,DOI,,,,,,
14564,Aspen II UTA,GC,  243,G20051,Aspen I UTA,GC,  243,G20051,2/25/2004,,CNCL,05,,UMB,00687,CNOOC Petroleum U.S.A. Inc.,3065,1,,,,,,DOI,,,,,,
14565,PLEM No. 1,GB,  877,G21408,Platform A,GB,  876,G23338,2/10/2004,6/28/2004,ABN,05,,BLKG,00981,Anadarko Petroleum Corporation,5340,7912,,,,,9839,DOI,Y,8/17/2008,,12/8/2009,10/27/2011,9/26/2012
14566,PLEM 2,GB,  877,G21408,Platform A,GB,  876,G23338,2/10/2004,6/28/2004,ABN,05,,BLKG,00981,Anadarko Petroleum Corporation,5340,7912,,,,,9803,DOI,Y,8/17/2008,,12/8/2009,10/27/2011,9/26/2012
14567,PLEM No. 1,GB,  877,G21408,PLEM No. 2,GB,  877,G21408,2/10/2004,6/28/2004,ABN,05,,BLKG,00981,Anadarko Petroleum Corporation,5340,7912,,,,,58,DOI,Y,8/17/2008,,12/8/2009,10/27/2011,9/26/2012
14568,Platform A,GB,  876,G23338,UTA,GB,  877,G21408,2/10/2004,,ABN,04,,UBEH,00981,Anadarko Petroleum Corporation,,1,,,,,11042,DOI,,8/17/2008,,,10/27/2011,9/26/2012
14569,A Platform,CA,   14,G21147,12-inch SSTI,CA,   25,G04494,2/2/2004,10/6/1984,ABN,08,G25365,GAS,00078,Chevron U.S.A. Inc.,58,1440,,RELQ,01324,B T Operating Co.,27951,DOI,,,10/31/2005,,2/26/2009,3/15/2009
14570,Caisson #18,HI,  129,G01848,Plat 5/6,HI,  129,G01848,1/27/2004,3/29/2004,ABN,04,G25366,BLKG,01978,"Helis Oil & Gas Company, L.L.C.",50,5000,,RELQ,01978,"Helis Oil & Gas Company, L.L.C.",2905,DOI,,,,,6/22/2010,9/28/2010
14571,Platform 5,HI,  129,G01848,Caisson No. 18,HI,  129,G01848,1/27/2004,3/29/2004,ACT,02,G25367,AIR,01978,"Helis Oil & Gas Company, L.L.C.",50,1480,,ACT,01978,"Helis Oil & Gas Company, L.L.C.",2905,DOI,Y,,,,,
14572,OPEN END,EB,  578,G23240,OPEN END,EB,  578,G23240,,,ABN,10,,BLKG,01935,"Pioneer Natural Resources USA, Inc.",3180,1,,,,,4148,DOI,,,,,12/5/2003,12/23/2003
14573,Platform A,SS,  322,G22726,SS Well #1,SS,  322,G22726,1/14/2004,,ABN,01,,UMBH,02899,Talos ERT LLC,,1,,,,,12293,DOI,,11/23/2007,,,8/26/2010,10/10/2010
14574,A Platform,EI,  364,G19799,A Platform,EI,  372,G03786,2/6/2004,6/15/2004,ABN,08,G25369,BLKO,02770,EP Energy Global LLC,414,1480,,RELQ,02025,"EP Energy E&P Company, L.P.",21239,DOI,,9/9/2008,,,5/19/2009,11/23/2009
14575,A Platform,EI,  372,G03786,A Platform,EI,  364,G19799,2/6/2004,6/15/2004,ABN,03,G25370,LIFT,02025,"EP Energy E&P Company, L.P.",414,1480,,RELQ,02025,"EP Energy E&P Company, L.P.",21311,DOI,,8/31/2008,,,5/15/2009,11/23/2009
14576,A Platform,EI,  364,G19799,A Platform,EI,  372,G03786,2/6/2004,6/15/2004,ABN,10,G25371,BLKO,02770,EP Energy Global LLC,414,1480,,RELQ,02025,"EP Energy E&P Company, L.P.",21235,DOI,,9/9/2008,,,5/15/2009,11/23/2009
14577,Well #5 Caisson,SS,  167, 00818,"""A""",SS,  167, 00818,,,CNCL,03-04,,BLKG,02647,Murphy Exploration & Production Company - USA,59,2160,,,,,0,DOI,,,,,,
14578,Capped End,EI,  273,G00987,26 SSTI,EI,  285,G00992,1/5/2004,10/12/1971,ABN,12,G01687H,GAS,00014,"Tennessee Gas Pipeline Company, L.L.C.",195,1250,,RELQ,00014,"Tennessee Gas Pipeline Company, L.L.C.",3300,DOT,,9/1/2012,,,4/20/2015,7/6/2015
14579,Caisson #1,CA,   26,G25043,A,CA,   25,G04494,2/13/2004,,CNCL,06,,BLKG,00048,Sabine Oil & Gas Corporation,59,2220,,,,,14290,DOI,,,,,,
14580,Caisson #1,CA,   26,G25043,A,CA,   25,G04494,2/13/2004,,CNCL,04,,TEST,00048,Sabine Oil & Gas Corporation,59,2220,,,,,14290,DOI,,,,,,
14581,Platform C,BA,A  19,G03936,Capped End,BA,A  20,G01730,1/24/2004,,ABN,24,G04637,G/C,00011,"Transcontinental Gas Pipe Line Company, LLC",128,1040,,RELQ,00011,"Transcontinental Gas Pipe Line Company, LLC",14060,DOT,,2/28/2007,,,4/19/2013,3/22/2015
14582,"""B"" Plat",VR,   61,G22607,"12"" SSTI",VR,   60,G02870,2/13/2004,3/14/2004,ABN,06,G25372,G/C,02899,Talos ERT LLC,48,1247,,RELQ,02899,Talos ERT LLC,13793,DOI,,8/2/2010,,,11/30/2010,3/18/2011
14583,Well #2,SS,  153,G18011,Well #22,SS,  154, 00420,3/31/2004,2/24/2004,COMB,06,,BLKO,02714,"Century Exploration New Orleans, LLC",58,1440,,,,,0,DOI,,,,,,
14584,Platform B,VR,  272,G23829,Platform A,VR,  272,G23829,3/19/2004,6/7/2004,ACT,06,,BLKG,03035,Fieldwood Energy Offshore LLC,178,2220,,,,,7324,DOI,,,,,,
14585,Platform B,VR,  272,G23829,Platform A,VR,  272,G23829,3/19/2004,6/7/2004,ACT,06,,BLKG,03035,Fieldwood Energy Offshore LLC,178,2220,,,,,7324,DOI,Y,,,,,
14586,Caisson #23,SS,  119, 00069,Platform W,SS,  119, 00069,3/1/2004,3/12/2004,ACT,04,,BLKG,01834,Talos Petroleum LLC,51,2160,,,,,1791,DOI,,,,,,
14587,Platform W,SS,  119, 00069,Well No.23,SS,  119, 00069,3/1/2004,3/12/2004,OUT,02,,LIFT,01834,Talos Petroleum LLC,51,2220,,,,,1791,DOI,,1/2/2019,,,,
14588,Platform A,BA,A  23,G03938,"24"" SSTI",BA,A  20,G03472,1/23/2004,,ABN,12,G05258,G/C,00011,"Transcontinental Gas Pipe Line Company, LLC",133,1040,,RELQ,00011,"Transcontinental Gas Pipe Line Company, LLC",42624,DOT,,,,,3/8/2018,11/9/2010
14589,C Platform,MI,  632,G03091,A Platform,MI,  632,G03091,4/12/2004,5/18/2004,ABN,06,G25374,BLKG,00222,XTO Offshore Inc.,76,2220,,RELQ,00222,XTO Offshore Inc.,3104,DOI,,11/3/2009,,7/5/2010,12/7/2009,8/16/2010
14590,Platform D,EI,  273,G00987,"12"" SSTI",EI,  273,G00987,2/17/2004,4/2/2004,ABN,06,,G/C,02851,"Apache Shelf, Inc.",196,1250,,,,,1151,DOI,,9/28/2012,,,2/4/2013,9/3/2013
14591,A,GB,  388,G07486,B,EI,  315,G02112,2/2/2004,,ABN,12,G25375,OIL,01364,Newfield Exploration Company,2330,2160,,RELQ,02211,Newfield Exploration Gulf Coast LLC,287466,DOI,,,2/2/2009,,6/30/2005,7/22/2005
14592,A,GB,  388,G07486,B,EI,  315,G02112,2/2/2004,,ABN,12,G25376,GAS,01364,Newfield Exploration Company,2330,1760,,RELQ,02211,Newfield Exploration Gulf Coast LLC,287464,DOI,,,2/2/2009,,6/30/2005,7/22/2005
14593,Capped END,EI,  355,G19797,Capped END,EI,  355,G19797,,,ABN,06,,BLKG,00064,Hunt Oil Company,,3943,,,,,473,DOT,,,,,1/23/2004,2/10/2004
14594,"""A""",HI,   47,G23193,"16"" SSTI",HI,   48,UNLEASE,2/10/2004,,CNCL,08,G25377,G/C,02169,Mariner Gulf of Mexico LLC,41,1200,,RELQ,02169,Mariner Gulf of Mexico LLC,19159,DOI,,,,,4/29/2004,
14595,"""J"" Plat",GI,   32, 00174,"""U"" Plat",WD,   68, 00180,5/4/2004,,CNCL,06,,GAS,00114,BP America Production Company,115,1440,,,,,5277,DOI,Y,,,,,
14596,A Platform,MC,  365,G05841,SS Well No.2,MC,  322,G19936,,,ABN,01,G22496,UMBH,00730,Walter Oil & Gas Corporation,680,1,,RELQ,00730,Walter Oil & Gas Corporation,18056,DOI,,10/25/2006,,,5/23/2007,7/2/2008
14597,Jacket #13,SP,   28, 00694,Jacket #66,SP,   28, 00694,5/17/2004,,PROP,04,,BLKO,03368,"Whitney Oil & Gas, LLC",71,1480,,,,,3944,DOI,,,,,,
14598,Platform A,HI,  170,G25561,24-inch SSTI,HI,  159,UNLEASE,5/25/2004,7/7/2004,PABN,12,G25378,G/C,03248,"M21K, LLC",55,1440,,RELQ,03248,"M21K, LLC",25699,DOI,N,8/24/2017,,12/27/2017,4/30/2019,
14599,S2,MC,  778,G09868,SS Manifold P-41E-M,MC,  778,G09868,5/28/2004,,ABN,07,,BLKO,02481,BP Exploration & Production Inc.,6130,10050,,,,,92,DOI,Y,,,,6/1/2006,6/2/2006
14600,S4,MC,  778,G09868,SS Manifold P-41E-M,MC,  778,G09868,5/28/2004,,ABN,07,,BLKO,02481,BP Exploration & Production Inc.,6130,10050,,,,,93,DOI,Y,,,,6/1/2006,7/7/2006
14601,S5,MC,  778,G09868,SS Manifold P-41E-M,MC,  778,G09868,5/28/2004,,ABN,07,,BLKO,02481,BP Exploration & Production Inc.,6130,10050,,,,,54,DOI,Y,,,,6/1/2006,6/9/2006
14602,S7,MC,  778,G09868,Manifold P-41E-M,MC,  778,G09868,5/28/2004,,PROP,07,,BLKO,02481,BP Exploration & Production Inc.,6130,10050,,,,,100,DOI,Y,,,,,
14603,A,EI,   32, 00196,F,EI,   32, 00196,2/12/2004,,ACT,02,,CBLP,02375,"Energy XXI GOM, LLC",13,1,,,,,1703,DOI,N,,,,,
14604,Well Protect No. 1,SS,   52,G24916,Platform A,SS,   58,G07746,3/30/2004,5/9/2004,COMB,04,G25380,BLKG,02766,"AMCO Energy, Inc.",18,3705,,RELQ,02766,"AMCO Energy, Inc.",0,DOI,,,,,,
14605,"""A"" Plat",SS,   58,G07746,#1 Plat,SS,   52,G24916,3/30/2004,5/9/2004,ABN,02,G25381,LIFT,02579,Tana Exploration Company LLC,18,1480,,RELQ,02579,Tana Exploration Company LLC,27854,DOI,,,,,4/9/2010,7/31/2010
14606,E,MI,  526,G24330,"16""ssti",MI,  526,G24330,4/29/2004,9/13/2006,ABN,04,,G/C,02566,Prime Offshore L.L.C.,68,1423,,,,,1379,DOI,,3/7/2011,,,12/22/2011,3/16/2012
14607,A,WC,  112,G21536,12-inch SSTI,WC,  134,G22516,5/25/2004,6/23/2004,ABN,08,G25382,G/C,02851,"Apache Shelf, Inc.",43,1240,,RELQ,02851,"Apache Shelf, Inc.",9154,DOI,,3/27/2011,8/19/2011,,12/8/2011,9/10/2012
14608,CAPPED END,BS,   41,G21142,CAPPED END,BS,   41,G21142,5/14/2004,7/17/2004,ABN,10,G25383,G/C,02466,Gryphon Exploration Company,35,1440,,RELQ,03035,Fieldwood Energy Offshore LLC,758,DOI,,9/1/2013,,,11/16/2005,7/10/2007
14609,"""A""",VR,  272,G23829,"8"" SSTI",VR,  250,G01149,3/24/2004,3/8/2004,ACT,04,G25384,OIL,03035,Fieldwood Energy Offshore LLC,178,2140,,ACT,03035,Fieldwood Energy Offshore LLC,41932,DOI,,,,,,
14610,SS Well No.2,MP,  286,G19868,A Platform,MP,  277,G14586,4/16/2004,5/11/2004,ABN,06,G25385,BLKG,00730,Walter Oil & Gas Corporation,292,2220,,RELQ,00730,Walter Oil & Gas Corporation,15535,DOI,,,,,5/30/2007,7/2/2007
14611,A Platform,MP,  277,G14586,SS Well No.2,MP,  286,G19868,4/16/2004,,ABN,01,G25385,UMBH,00730,Walter Oil & Gas Corporation,292,1,,RELQ,00730,Walter Oil & Gas Corporation,15535,DOI,N,,,,5/30/2007,7/2/2007
14612,3-inch SSTI,SM,  240, 00310,Caisson No. 302,SM,  241, 00310,3/4/2004,5/11/2001,ACT,03,,LIFT,02375,"Energy XXI GOM, LLC",25,1440,,,,,2832,DOI,N,,,,4/22/2014,
14613,#1 SSW,WC,  457,G24756,D,WC,  458,G24757,4/22/2004,6/20/2004,ABN,04,,BLKG,02899,Talos ERT LLC,126,7288,,,,,8782,DOI,,8/8/2008,,,1/21/2010,3/28/2010
14614,A Platform,EI,  280,G23876,30-inch SSTI,EI,  299,G17990,5/4/2004,7/13/2004,ABN,06,G25386,G/C,02375,"Energy XXI GOM, LLC",196,1250,,RELQ,02375,"Energy XXI GOM, LLC",8492,DOI,,,,,4/13/2012,8/14/2012
14615,Cais #17,WC,   56, 00301,"Plat ""A""",WC,   45, 00299,,,CNCL,06,,BLKG,01834,Talos Petroleum LLC,35,2160,,,,,2796,DOI,N,,,,,
14616,"""A""",MI,  665,G25508,20-inch SSTI,MI,  665,G25508,,,CNCL,06,,G/C,02566,Prime Offshore L.L.C.,78,1440,,,,,12555,DOI,N,,,,,
14617,"""D"" platform",WC,  458,G24757,"24"" SSTI",EC,  227,UNLEASE,4/6/2004,7/7/2004,ABN,06,G25387,G/C,02899,Talos ERT LLC,125,1440,,RELQ,02899,Talos ERT LLC,11768,DOI,N,,,,1/13/2010,3/30/2010
14618,SSW #1,EI,  303,G22678,A,EI,  325,G05517,3/30/2004,4/29/2004,ABN,06,G25388,BLKG,02066,"Ridgelake Energy, Inc.",260,2220,,RELQ,02066,"Ridgelake Energy, Inc.",23179,DOI,,8/29/2008,,,4/13/2010,6/4/2011
14619,A,EI,  325,G05517,#1,EI,  303,G22678,3/30/2004,,ABN,01,G25388,UMB,02066,"Ridgelake Energy, Inc.",260,1,,RELQ,02066,"Ridgelake Energy, Inc.",23144,DOI,N,8/13/2008,,,4/13/2010,6/4/2011
14620,CG-A-Valve,EI,  188, 00443,"30"" SSTI",EI,  188, 00443,6/7/2004,4/17/2005,ACT,30,G25389,G/C,03203,"Kinetica Partners, LLC",66,1300,,ACT,03203,"Kinetica Partners, LLC",1166,DOT,,,,,,
14621,Platform C,ST,   26,G01870,Platform A,ST,   41,G24954,4/29/2004,6/14/2004,ACT,06,,SPLY,02266,"EPL Oil & Gas, LLC",71,2220,,,,,16442,DOI,Y,,,,,
14622,B,SS,  191,G22713,A,SS,  193,G13917,5/28/2004,7/27/2004,ABN,03,G25390,OIL,00222,XTO Offshore Inc.,79,1432,,RELQ,00222,XTO Offshore Inc.,38934,DOI,,6/24/2007,6/23/2008,,10/1/2009,4/20/2010
14623,Platform B,WC,  398,G22548,Caisson A,WC,  417,G22550,4/16/2004,7/4/2004,ABN,06,,BLKG,02899,Talos ERT LLC,96,2220,,,,,26454,DOI,,11/9/2009,,,1/3/2011,2/17/2011
14624,PP-2,MP,  299,G12362,Platform A,SP,   55,G21696,,,CNCL,20,,GAS,02313,Freeport-McMoRan Energy LLC,660,2220,,,,,271969,DOI,N,,,,,
14625,PP-2,MP,  299,G12362,Platform B,MP,  298,G01315,,,CNCL,16,,GAS,02313,Freeport-McMoRan Energy LLC,230,2220,,,,,13186,DOI,N,,,,,
14626,BS 8,MP,  299,G12362,F/S,MP,   53,,,,CNCL,12,,GAS,02313,Freeport-McMoRan Energy LLC,230,1440,,,,,126640,DOI,N,,,,,
14627,PP2,MP,  299,G12362,Platform A: Junction,MP,  164,G21143,,,CNCL,36,,GAS,02313,Freeport-McMoRan Energy LLC,225,2220,,,,,162480,DOI,N,,,,,
14628,Platform A,MP,  164,G21143,F/S,MO,  819,,,,CNCL,36,,GAS,02313,Freeport-McMoRan Energy LLC,140,2220,,,,,209511,DOI,N,,,,,
14629,Platform A,MP,  164,G21143,SSTI,MP,  164,,,,CNCL,16,,GAS,02313,Freeport-McMoRan Energy LLC,140,1440,,,,,349,DOI,N,,,,,
14630,Platform A,MP,  164,G21143,"SSTI 16""",MP,  164,G21143,,,CNCL,,,GAS,02313,Freeport-McMoRan Energy LLC,140,1440,,,,,284,DOI,N,,,,,
14631,Well #7,MP,  108,G04832,Platform A,MP,  108,G04832,,,CNCL,06,,BLKG,02219,Anadarko US Offshore LLC,66,2220,,,,,2858,DOI,,,,,,
14632,#5 Well,MP,   64,G04909,"""A"" Plat",MP,   64,G04909,3/15/2004,7/19/1983,ACT,03,,BLKG,03520,"Sanare Energy Partners, LLC",44,3000,,,,,3326,DOI,N,,,,,
14633,F/S Boundary,BS,   53,,Platform B,BS,   53,G16502,4/23/2004,5/21/2004,ABN,04,G28305,BLKG,02714,"Century Exploration New Orleans, LLC",28,1480,,RELQ,02714,"Century Exploration New Orleans, LLC",8368,DOI,,3/21/2014,,6/28/2014,9/8/2014,5/30/2015
14634,PLATFORM A,WC,  333,G03277,valve assembly,WC,  333,G03277,5/18/2004,10/11/1978,A/C,14,G25391,G/C,00818,"Mariner Energy, Inc.",,1440,,RELQ,00818,"Mariner Energy, Inc.",494,DOI,,,,,9/28/2004,1/22/2005
14635,SSMANIFOLD,SS,  361,G14514,platform A,SS,  349,G12008,4/1/1998,4/27/1999,ABN,03,,BLKG,00148,Anadarko E&P Company LP,361,8343,,,,,31630,DOI,N,4/20/2003,,4/25/2003,4/19/2005,2/21/2006
14636,SSMANIFOLD,SS,  361,G14514,platform A,SS,  349,G12008,3/12/2004,4/27/1999,ABN,03,,BLKG,00148,Anadarko E&P Company LP,361,8343,,,,,31630,DOI,N,4/20/2003,,4/25/2003,4/19/2005,2/21/2006
14637,#08,EI,   51, 00078,B,EI,   51, 00078,9/14/1994,9/30/1994,ABN,03,,BLKG,01777,Devon Louisiana Corporation,,3600,,,,,2598,DOI,N,12/26/2003,,2/21/2005,7/21/2007,6/14/2006
14638,A,MI,  703,G03733,"14"" SSTI",MI,  683,G23156,6/7/2004,7/28/2004,ABN,06,G25392,G/C,00105,Apache Corporation,128,1250,,RELQ,00105,Apache Corporation,17747,DOI,,8/31/2013,10/2/2009,,3/24/2015,7/5/2015
14639,Cais #2,EC,   44,G19730,B,EC,   46,G03288,5/5/2004,7/1/2004,COMB,04,G25393,BLKG,02266,"EPL Oil & Gas, LLC",48,3606,,RELQ,02266,"EPL Oil & Gas, LLC",0,DOI,,10/12/2007,,,,
14640,Platform B,EI,  284,G00991,Platform D,EI,  273,G00987,1/22/1986,7/7/1986,ABN,06,,BLKG,02851,"Apache Shelf, Inc.",199,1440,,,,,13318,DOI,,7/8/2009,,6/21/2010,1/30/2013,6/10/2013
14641,SSW #1,EI,  304,G23879,A,EI,  302,G21642,4/14/2004,4/23/2004,A/C,06,G25394,BLKG,02899,Talos ERT LLC,238,2220,,RELQ,02899,Talos ERT LLC,28733,DOI,,7/6/2008,,,7/24/2009,10/7/2009
14642,A,EI,  302,G21642,SSW #1,EI,  304,G23879,4/14/2004,,ABN,01,G25394,UMBH,02899,Talos ERT LLC,238,0,,RELQ,02899,Talos ERT LLC,28756,DOI,,7/6/2008,,,7/24/2009,10/7/2009
14643,SS Well No.3,EW, 1006,G10968,Platform A,EW,  873,G12136,,8/29/1998,COMB,04,G20496,BLKG,00730,Walter Oil & Gas Corporation,1851,4529,,RELQ,00730,Walter Oil & Gas Corporation,55408,DOI,N,4/10/2006,,11/26/2006,,
14644,G,VR,  258,G21093,"20"" SSTI",VR,  258,G21093,4/23/2004,5/27/2004,ABN,08,,G/C,01586,Petsec Energy Inc.,138,1216,,,,,7953,DOI,,3/25/2009,,,5/11/2010,5/23/2010
14645,Well# 7,EC,  222,G02037,A,EC,  222,G02037,6/14/2004,8/5/2004,COMB,04,G25399,BLKG,02222,"PetroQuest Energy, L.L.C.",128,1831,,RELQ,02222,"PetroQuest Energy, L.L.C.",0,DOI,N,11/15/2005,,,,
14646,Well #1,MP,  113,G23968,"Plat ""A""",MP,  108,G04832,,,CNCL,06,,BLKG,02219,Anadarko US Offshore LLC,66,2220,,,,,39401,DOI,,,,,,
14647,D,WC,  458,G24757,#1 SSW,WC,  457,G24756,4/22/2004,,ABN,01,,UMB,02899,Talos ERT LLC,126,1,,,,,8782,DOI,,8/8/2008,,,1/21/2010,3/28/2010
14648,Platform A,SM,   41,G01192,Platform JA,SM,   40,G13607,5/3/2004,8/29/2004,OUT,04,G25395,BLKO,03033,"Black Elk Energy Offshore Operations, LLC",100,1777,,RELQ,03033,"Black Elk Energy Offshore Operations, LLC",4589,DOI,N,12/8/2010,,8/4/2012,,
14649,Platform A,SM,   41,G01192,Platform JA,SM,   40,G13607,5/7/2004,8/29/2004,OUT,04,G25396,BLKO,03520,"Sanare Energy Partners, LLC",101,1440,,ACT,03520,"Sanare Energy Partners, LLC",4589,DOI,,8/19/2015,10/31/2019,7/3/2019,,
14650,Caisson #1,HI,  201,G23199,Platform A,HI,  199,G22239,5/3/2004,6/20/2004,PREM,06,G25397,BLKG,03295,Fieldwood Energy LLC,48,1600,,RELQ,03295,Fieldwood Energy LLC,26208,DOI,,4/8/2014,,,6/28/2016,
14651,Platform C,WC,   22,G24700,36-inch SSTI,WC,   44,G21532,7/2/2004,8/1/2004,ABN,08,G25398,G/C,02312,McMoRan Oil & Gas LLC,33,1349,,RELQ,02312,McMoRan Oil & Gas LLC,22425,DOI,,12/25/2012,,,3/26/2014,7/20/2014
14652,C,MP,   61,G16493,A,MP,   61,G16493,5/12/2004,6/3/2004,ACT,04,,BLKO,02375,"Energy XXI GOM, LLC",96,3672,,,,,3961,DOI,,,,,,
14653,Platform C,MP,   61,G16493,Platform A,MP,   61,G16493,5/12/2004,6/3/2004,ACT,04,,H2O,02375,"Energy XXI GOM, LLC",96,3672,,,,,3962,DOI,,,,,,
14654,well #5,EI,  125, 00051,Platform A,EI,  125, 00051,4/22/2004,8/31/2004,OUT,04,,BLKO,03295,Fieldwood Energy LLC,38,2220,,,,,1605,DOI,,9/1/2017,,,,
14655,well #5,EI,  125, 00051,Platform CF,EI,  120, 00050,4/22/2004,,CNCL,04,,BLKO,00105,Apache Corporation,38,2220,,,,,7811,DOI,,,,,,
14656,WELL #5,EI,  125, 00051,PLATFORM CF,EI,  120, 00050,4/22/2004,,CNCL,04,,BLKO,00105,Apache Corporation,38,2220,,,,,7811,DOI,,,,,,
14657,well #5,EI,  125, 00051,platform CF,EI,  120, 00050,4/22/2004,,CNCL,06,,BLKO,00105,Apache Corporation,38,2220,,,,,7811,DOI,,,,,,
14658,Well No.3,SS,  153,G18011,Platform A,SS,  153,G18011,6/4/2004,8/5/2004,ABN,04,,BLKO,02714,"Century Exploration New Orleans, LLC",58,1480,,,,,1384,DOI,,,,,7/26/2010,9/27/2010
14659,Platform F,EC,   64, 00089,Platform A,EC,   64, 00089,6/17/2004,1/27/2004,ABN,06,,BLKG,01834,Talos Petroleum LLC,49,1000,,,,,5766,DOI,,8/7/2015,,10/16/2015,7/5/2016,12/16/2017
14660,Cais #4,BA,  491,G06069,A,BA,  491,G06069,8/9/2004,9/1/2005,OUT,04,,BLKG,02851,"Apache Shelf, Inc.",77,2220,,,,,6028,DOI,,7/26/2019,,,,
14661,Caisson #6,SS,  118, 00068,Caisson #3,SS,  118, 00068,5/14/2004,,CNCL,04,,BLKG,01834,Talos Petroleum LLC,55,1440,,,,,1707,DOI,,,,,,
14662,SSWell No.1,GB,  208,G24462,Platform A,VR,  398,G09529,7/15/2004,8/4/2004,ABN,04,G25400,BLKG,02312,McMoRan Oil & Gas LLC,1248,5480,,RELQ,02312,McMoRan Oil & Gas LLC,98180,DOI,,11/21/2008,,,4/28/2010,8/28/2013
14663,Platform A,VR,  398,G09529,SSWell No.1,GB,  208,G24462,7/15/2004,,ABN,02,G25400,UMBE,02312,McMoRan Oil & Gas LLC,,1,,RELQ,02312,McMoRan Oil & Gas LLC,99657,DOI,,,,,4/28/2010,8/28/2013
14664,Subsea Well #2,EI,  395,G21649,Platform A,SM,  205,UNLEASE,8/24/2004,11/22/2004,ABN,04,G25401,BLKG,00730,Walter Oil & Gas Corporation,555,3705,,RELQ,00730,Walter Oil & Gas Corporation,33163,DOI,,7/18/2007,5/31/2008,,7/23/2008,7/25/2008
14665,Platform A,SM,  205,UNLEASE,Subsea Well #2,EI,  395,G21649,8/24/2004,,ABN,01,G25401,UMB,00730,Walter Oil & Gas Corporation,555,1,,RELQ,00730,Walter Oil & Gas Corporation,33255,DOI,,,,,7/23/2008,7/25/2008
14666,Platform B,WC,  130,G12761,"42"" SSTI",WC,  116,G15058,5/25/2004,8/4/2004,ABN,10,G25402,G/C,02361,Eni Petroleum US LLC,36,1286,,RELQ,02361,Eni Petroleum US LLC,22551,DOI,,4/21/2010,,,3/29/2012,9/12/2012
14667,B Platform,MC,   21,G28351,A Platform,MC,   20,G04935,5/21/2004,,ABN,10,,BLKO,03059,ANKOR Energy LLC,670,2220,,,,,18942,DOI,N,,,,5/20/2005,9/24/2004
14668,"Plat ""B""",MC,   21,G28351,"Plat ""A""",MC,   20,G04935,5/21/2004,,ABN,08,,BLKO,03059,ANKOR Energy LLC,670,2220,,,,,19998,DOI,N,,,,5/20/2005,9/24/2004
14669,"Plat ""B""",MC,   21,G15459,"Plat ""A""",MC,   20,G04935,5/21/2004,,ABN,08,,BLKG,03059,ANKOR Energy LLC,670,2220,,,,,18998,DOI,,,,,5/20/2005,9/24/2004
14670,"Plat ""B""",MC,   21,G28351,"Plat ""A""",MC,   20,G04935,5/21/2004,,ABN,06,,TEST,03059,ANKOR Energy LLC,670,2220,,,,,18942,DOI,,,,,5/20/2005,9/24/2004
14671,"Plat ""A""",MC,   20,G04935,"Plat ""B""",MC,   21,G15459,5/21/2004,,ABN,04,,GAS,03059,ANKOR Energy LLC,670,1480,,,,,18942,DOI,,,,,5/20/2005,9/24/2004
14672,Platform C,MI,  685,G04548,24-inch SSTI,MI,  686,G03465,5/19/2004,7/16/2004,ABN,08,G25403,G/C,01103,"EOG Resources, Inc.",96,1250,,RELQ,01103,"EOG Resources, Inc.",9984,DOI,,,,6/3/2012,3/2/2012,6/4/2012
14673,Well No. 1,ST,   16,G21663,Well No. 4,PL,    5,G12027,,,CNCL,03,,BLKG,02268,Bois d'Arc Offshore Ltd.,33,2220,,,,,7696,DOI,,,,,,
