ROW Number,MMS Company Number,Company Name,ROW Effective Date,Termination Date,ROW Status Code,WCD Volume,ROW Description
G26942,02169,Mariner Gulf of Mexico LLC,3/9/2006,11/16/2006,RELQ,172,"A 8-inch gas/condensate pipeline, 2.93 mile long, from West Cameron Area Block 39 ""A"" through West Cameron block 40 to a 12-inch subsea tie-in at West cameron Area Block 61."
G26943,02427,"Virgin Offshore U.S.A., Inc.",11/16/2005,12/10/2009,RELQ,101,"Pipeline Right-of-way (ROW) OCS-G26943 is a 200-foot wide and approximately 7.25 miles (38,268 feet) long corridor associated with the 6-inch Pipeline Segment No. (PSN) 15406. The purpose of the pipeline ROW OCS-G26943 is to maintain and operate PSN 15406 and to transport Bulk Gas originating at Platform B in Block 122, through Blocks 121 back into 122, and 115  terminating at Platform A, in Block 104, all in the East Cameron Area."
G26944,02579,Tana Exploration Company LLC,2/15/2006,3/1/2012,RELQ,999,"A 6.625 inch pipeline 4.89 miles in length to transport gas and condensate from Caisson No. 1 in the High Island Area Block 73 to a 8.625 inch subsea tie-in in the High Island Area, East Addition, Block 74."
G26945,02801,"Hoactzin Partners, L.P.",5/22/2006,,ACT,,"A pipeline right-of-way 200-feet in width for the operation and maintenance of a 6 5/8-inch pipeline, 1.60 miles in length, to transport bulk gas from Platform B to Platform A, all located in High Island Area Block 176."
G26946,02409,"Maritech Resources, Inc.",10/17/2005,11/9/2009,RELQ,,"A pipeline Right-of-way 200-feet in width to maintain and operate a 6-inch pipeline, 2.14 miles in length, to transport bulk gas from Platform A in Block A-316 to Platform A in Block A-317, all in High Island Area."
G26947,02777,"Peregrine Oil & Gas, LP",1/25/2006,8/14/2018,RELQ,,"A pipeline Right-of-way 200-feet in width to operate and maintain an 8-inch pipeline, 0.25 miles in length, to transport gas and condensate from Platform C in Block 64 to a 12-inch Subsea Tie-in with Segment Number 11579 in Block 65, all in West Delta Area."
G26948,02169,Mariner Gulf of Mexico LLC,11/17/2005,9/15/2009,EXP,,"Re-establish the Right-of-Way for an existing pipeline, 1.19 miles in length (6,284 feet), installed in Block 120 to Block 128, all of which is in the High Island Area.




"
G26949,02503,"Contango Operators, Inc.",2/17/2006,3/11/2013,RELQ,10,"A 4-1/2-inch bulk gas right-of-way pipeline, 1.44 mile long, from well number 1 in Eugene Island Area Block 10 to platform A in Eugene island Area Block 24."
G26950,02361,Eni Petroleum US LLC,3/7/2006,8/5/2009,RELQ,1109,"A 6 5/8-inch pipeline, 4.92 miles in length, to transport bulk gas from
Caisson No. 1 in High Island Area Block A 1, through High Island Area Block 169, to Platform ""A"" in High Island Area Block 170.
"
G26951,01978,"Helis Oil & Gas Company, L.L.C.",1/20/2006,12/4/2009,RELQ,,"One 4-inch pipeline 2.62 miles in length to transport bulk gas from Block 43 Caisson No. 3, through Block 22, to Block 21 Caisson No. 1, all in the West Cameron Area."
G26952,02079,CNOOC Petroleum Offshore U.S.A. Inc.,2/23/2006,8/22/2012,RELQ,,"One 4 1/2-inch pipeline with associated umbilical 4.83 miles in length to transport bulk oil originating in Green Canyon Area Block 6, Subsea Well No. 1 through Green Canyon Area Blocks 5 and 4 and terminating in Eugene Island Area Block 397 at Platform A."
G26953,00276,Exxon Mobil Corporation,1/19/2006,10/10/2007,RELQ,,"An existing 6 5/8-inch pipeline (former Segment No. 8984), 4.03 miles in length, from Platform ""A"" in Galveston Area Block 209, through Galveston Area Blocks 192 and 180, to Platform ""A"" in High Island Area Block 179.
"
G26954,01284,"W & T Offshore, Inc.",3/7/2006,9/30/2011,EXP,,"Pipeline Right-of-way (ROW) OCS-G26954 is a 200-foot wide and approximately 4.50 miles (22,077 feet) long corridor associated with the 4-inch Pipeline Segment No. 15454.The purpose of pipeline ROW OCS-G 26954 is to maintain and operate PSN 15454 and to transport bulk gas originating at the West Cameron Area, Block 295 Caisson No. 3 thru block 296 terminating at the High Island Area, Block 120 A Platform."
G26955,02312,McMoRan Oil & Gas LLC,5/22/2006,3/4/2009,RELQ,35,"A 4-1/2-inch pipeline 2.31 miles long to transport bulk gas from West Cameron Area Block 43 Well No. 4 Caisson through West Cameron Area Block 22 to West Cameron Area Block 21 ""G""."
G26956,00078,Chevron U.S.A. Inc.,8/4/2006,11/20/2009,RELQ,,a 3-inch pipeline 1.78 miles in length to transport bulk oil from Block 26 Well number 188 located in the Eugene Island Area to South Marsh Island Block 239 D Platfom.
G26957,00078,Chevron U.S.A. Inc.,2/24/2006,6/9/2009,RELQ,,"An existing 3-inch pipeline 2.40 miles in length, to transport Lift Gas from the the ""D"" Platform in Block 239 to Block 26, Well Number 188 (formerly well #4), all of which is located in the South Marsh Island Area.  Convert Lease term pipeline to a Right-of-Way pipeline, Right-of-Way number G26957)."
G26958,02289,Shell Pipeline Company LP,3/24/2010,,ACT,4262,"A 200-foot wide right-of-way to:
A. operate and maintain a 20/24-inch pipeline, 54.45 miles in length, to transport oil from Platform A (Tahiti Spar) in Block 641, through Blocks 597, 553, 552, 551, 550, 506, 462, 418, 374, 330, 329, 285, 284, 240, 239, 195, 194, 150, 106, 107, and 63, to Platform A (Boxer) in Block 19, all in Green Canyon Area. [Segment No. 15497]
B. install, operate, and maintain a subsea Manifold P6 and a 20-inch bi-directional pipeline, 0.019 miles in length, to transport oil from subsea Manifold P6 to an existing Wye-Sled on 20/24-inch pipeline Segment No. 15497, all in Green Canyon Area Block 597. [Segment No. 18716]
"
G26959,02970,"Castex Offshore, Inc.",8/14/2008,6/8/2018,RELQ,306,"A 200-foot wide right-of-way to operate and maintain an 8-inch pipeline, 5.17 mile in length, to transport bulk gas with H2S from Caisson No. 1 in Block 165, through Block 166, to A-Process Platform in Block 167, all located in High Island Area."
G26960,02800,Monforte Exploration L.L.C.,2/21/2006,4/30/2012,EXP,26,"One 4 1/2-inch pipeline, 4.03 miles in length, to transport bulk gas from Platform ""A"" in Block 424, West Cameron Area, West Addition, through Block 425, West Cameron Area, West Addition, to Platform ""C"" in Block 426, West Cameron Area, West Addition."
G26961,02628,"Arena Offshore, LP",6/23/2006,,ACT,,"A 6.625-inch pipeline .437 miles (2,306 feet) in length to transport gas/condensate from Vermilion Area Block 52, Platform C to a subsea tie-in point with Pipeline Segment Number 3538 located in South Marsh Island Area Block 233."
G26962,02628,"Arena Offshore, LP",7/28/2008,,ACT,,"A 200-foot right-of-way to a 4-1/2 inch pipeline, 0.62 miles in length, to transport Bulk Gas from No.8 Caisson in Block 58 to the D Platform in Block 57, all located within the Eugene Island Area."
G26963,02227,"Enterprise Field Services, LLC",5/1/2007,5/28/2010,RELQ,,"A pipeline Right-of-way 200-feet in width to maintain and operate an 8-inch pipeline, 1.66 miles in length, to transport gas from Platform A in Eugene Island Area Block 361 to a 16-inch subsea tie in located in Eugene Island Area Block 361."
G26964,02899,Talos ERT LLC,1/23/2006,1/31/2013,EXP,,"an existing pipeline identified previously as Pipeline Segment Number 12183, 5.38 miles in length (28,388 feet)to transport bulk gas, originating at Platform A, Ship Shoal Area, Block 250 through Ship Shoal Area Blocks 251 and 244, and terminating at Platform A in Ship Shoal Area, Block 243."
G26965,00105,Apache Corporation,4/12/2006,1/17/2013,RELQ,,"A 200-foot Right of Way to operate and maintain a 6 5/8-inch pipeline, 21,785 feet in length, to transport gas and condensate from Block 575, Platform A through Block 561 to Block 560, A Platform, all in West Cameron Area."
G26966,02579,Tana Exploration Company LLC,2/17/2006,10/3/2015,EXP,,"A 4-inch Right-of-Way pipeline to transport bulk gas from Caisson No. 7 in Eugene Island Block 37 through Eugene Island Area Block 58 to Platform ""D"" in Eugene Area Block 57."
G26967,03065,Talos Resources LLC,3/4/2008,7/10/2012,RELQ,62,"One 4 1/2-inch pipeline, 4.14 miles in length, to transport gas and condensate from Well No. 1 in Ship Shoal Area Block 56, through Ship Shoal Area Block 55, to a 16-inch subsea tie-in in Eugene Island Area Block 103."
G26968,03295,Fieldwood Energy LLC,3/9/2006,,ACT,,"A 200-foot wide right-of-way to operate and maintain a 6-inch pipeline from a portion of an existing pipeline (1.59 miles) which was previously decommissioned in its entirety (4.99 miles, the full length of former Segment Number 8627) and 0.27 miles of new pipe to form a pipeline 1.46 miles in length to transport gas/condensate from Platform A located in High Island Area Block 120, Platform A 8-1 to a 12-inch subsea tie in with SN 1540 in High Island Area Block 128."
G26969,02361,Eni Petroleum US LLC,4/6/2006,11/7/2017,RELQ,,"A pipeline Right-of-Way 200-hundred feet in width to operate and maintain a 4-inch pipeline, 2.45 miles in length, to transport bulk oil from Subsea Well Number 4 to Platform A, with an associated 2-inch umbilical (Segment Number 15588), 
from Platform A to Subsea Well Number 4, all in Ewing Bank Area Block 921."
G26970,00560,Seneca Resources Corporation,8/9/2006,5/22/2009,RELQ,5,"An 8-inch pipeline 12.92 miles in length to transport gas and condensate from Viosca Knoll Area Block 432 Well No. 1 through Viosca Knoll Area Blocks 431, 430, 429, and 428 to a 24-inch subsea tie-in with Pipeline Segment No. 11355 in Knoll Area Block 384."
G26971,01513,Callon Petroleum Operating Company,6/19/2006,12/16/2008,RELQ,29,"One 6-inch pipeline 2.38 miles in length to transport bulk gas from Block 268 B Caisson to Block 267 A Platform, all in the East Cameron Area, South Addition."
G26972,02312,McMoRan Oil & Gas LLC,5/12/2006,5/12/2009,RELQ,217,"A 10 3/4-inch pipeline, 7.50 miles in length, to transport bulk gas from Caisson No. 2 in High Island Area Block 131, through High Island Area Block 117, to Platform ""A"" in High Island Area Block 116."
G26973,02815,Deep Gulf Energy LP,4/14/2014,2/19/2009,RELQ,,"a 5-inch pipeline with an associated umbilical, (Segment number 15602) 19.83 miles in length to transport bulk gas from subsea well #1 located in Green Canyon Block 195, through blocks 196, 152, 153, 109, 108, 64 and 20 and continuing through the Ewing Bank Area Blocks 990, 991, 947 through the Ship Shoal Area Block 356 to Ewing Bank Area Block 947."
G26974,02273,Discovery Producer Services LLC,12/20/2006,,ACT,5300,"Pipeline Right-of-way (ROW) OCS-G26974 is a 200-foot wide and approximately 33.40 miles (176,356 feet) long corridor.  The purpose of the pipeline ROW OCS-G26974 is to maintain and operate the following:

Pipeline Segment No. 15603
A 12-16-inch pipeline, 33.38 miles (176,250 feet) in length, to transport gas from Platform A in Block 641, through Blocks 597, 598, 599, 555, 556, 512, 513, 469, 425, 381, 382 and 338, to a Pipeline End Sled (PLES) in Block 294, all located in the Green Canyon Area.

Pipeline Segment No. 16221
A 6-16-inch pipeline, .02 miles (106 feet) in length, to transport gas from a Pipeline End Terminal (PLET) Hub Connection in Block 598, to an In-Line Sled (ILS) in Block 598, all located in the South Timbalier Area.
"
G26975,01819,ATP Oil & Gas Corporation,9/18/2006,4/25/2013,RELQ,,"A 6 5/8-inch pipeline 3.88 miles in length to transport bulk gas originating at Platform A located in West Cameron Area Block 663, through High Island Area Block A-393, terminating at Platform A located in Garden Banks Area Block 142."
G26976,02747,"Matagorda Island Gas Operations,LLC",3/9/2006,3/9/2007,EXP,,"An existing 6-inch pipeline 1.48 miles in length to transport gas from Well No. 2 to ""B"" platform, all located in Matagorda Island Area Block 657."
G26977,03035,Fieldwood Energy Offshore LLC,8/23/2007,7/14/2012,EXP,,"A right of way 200 feet wide for the installation, operation, and maintenance of a 6-inch pipeline 1.65 miles in length,to transport gas and condensate from Block 188 Well No. 1 to a 10-inch subsea tie-in in Block 189, all in the Ship Shoal Area."
G26978,01284,"W & T Offshore, Inc.",7/5/2006,3/31/2014,EXP,,"Pipeline Right-of-way (ROW) OCS-G 26978 is a 200-foot wide and approximately 26.78 miles (141,422 feet) long corridor associated with the 6-inch Pipeline Segment No. 15616 and the 4-inch umbilical PSN 15650.  The purpose of pipeline ROW OCS-G 26978 is to maintain and operate PSN 15616 and to transport bulk gas originating at Subsea Well No. 1, through a pipeline jumper and PLEM in Block 506, through Blocks 462, 461, 417,373,372,328,284,240, 239, 195, and 151, and again through Block 195 terminating at Platform A in Block 194, all located in the Mississippi Canyon Area."
G26979,02628,"Arena Offshore, LP",5/25/2006,,ACT,,"A pipeline right-of-way 200-feet in width to operate and maintain a 6 5/8-inch pipeline, 3.72 miles in length, to transport gas and condensate from Platform K in Block 275, through Block 260, to a 12-inch subsea tie-in in with Segment Number 2301 in Block 259, all located in Eugene Island Area."
G26980,02375,"Energy XXI GOM, LLC",4/28/2014,6/24/2009,EXP,106,"One 4 1/2-inch pipeline, 4.83 miles in length, to transport condensate from Platform ""K"" in Eugene Island Area Block 275, through Eugene Island Area Block 260, to Platform ""C"" in Eugene Island Area Block 259."
G26981,00125,Blue Dolphin Pipe Line Company,6/15/2006,4/12/2016,RELQ,,"An existing 6-inch pipeline 6.44 miles in length to transport gas from Block 245 Federal/State line, through block 251, and to a 20-inch subsea tie-in with Pipeline Segment Number 13101, all in the in Galveston Area."
G26982,02566,Prime Offshore L.L.C.,6/15/2006,2/29/2012,RELQ,6,"A 12-3/4-inch pipeline 13.14 miles in length to transport gas and condensate from a 12-inch subsea tie-in in North Padre Island Area Block 996 (Segment number 15073) through North Padre Island Blocks 997, 989, 976, 976, 977, and 968 to a 10-inch subsea tie-in in North Padre Island Area Block 967 (Segment number 5990)."
G26983,02477,"Tarpon Operating & Development, L.L.C.",8/31/2006,5/24/2011,RELQ,,"A 4 1/2-inch pipeline with associated umbilical 1.84 miles in length to transport bulk gas from Eugene Island Area Block 322 Well No. 7D to Ship Shoal Area Block 295 ""A"""
G26984,02477,"Tarpon Operating & Development, L.L.C.",9/7/2006,5/24/2011,RELQ,3,"A 4 1/2-inch pipeline 1.84 miles in length to transport bulk gas from Eugene Island Area Block 322 Well No. 7 to Ship Shoal Area Block 295 ""A"""
G26985,02628,"Arena Offshore, LP",9/14/2006,5/5/2008,CNCL,,"a 4.5-inch pipeline 0.59 miles in length, to transport bulk gas from Caisson No. 16 to Platform ""D"", all of which is located in Block 57 of the Eugene Island Area."
G26986,02628,"Arena Offshore, LP",9/14/2006,5/5/2008,CNCL,,"a 4 1/2-inch pipeline 0.36 miles in length to transport bulk gas from Well No. 15 to Platform ""D"", all of which is located in Eugene Island Area Block 57."
G26987,02528,Equinor USA E&P Inc.,5/25/2006,9/26/2010,EXP,,"An 8-inch pipeline 45,331-feet in length with an associated 6-inch umbilical to transport bulk gas from the sub-sea PLET associated with Well No. 1 located in Block 961 through Blocks 962, 963, 919, and terminating at the Independence Hub Platform located in Block 920, all located in Mississippi Canyon Area."
G26988,01819,ATP Oil & Gas Corporation,7/30/2007,7/29/2012,EXP,660,"A 6-5/8-inch pipeline 3.53 miles in length to transport bulk gas from High
Island Area Block A-392 Well No. 1 through High Island Area Block A-393 to
West Cameron Area Block 663 ""A"" 
"
G26989,03035,Fieldwood Energy Offshore LLC,4/17/2008,1/25/2019,RELQ,322,"OCS-G 26989, Segment No. 15658. A 200-foot wide right of way, to install, operate and maintian one 8-inch pipeline, 3.94 miles in length, to transport gas and condensate from the federal/state boundary in West Cameron Area Block 22, through West Cameron Area Block 43, to subsea tie-in in West Cameron Area Block 44."
G26990,01284,"W & T Offshore, Inc.",9/30/2006,3/17/2010,RELQ,,"A 4 1/2-inch by 8 5/8-inch pipe-in-pipe with associated umbilical approximately 5.11 miles in length to transport bulk oil from Block 949 Subsea Well No. 2 through Block 948 to Block 947 A Platform, all in the Ewing Bank Area."
G26991,02200,"Fairways Offshore Exploration, Inc.",6/23/2006,4/11/2014,RELQ,31,"A 4-1/2-inch pipeline 3.47 miles in length to tranport bulk gas from East Cameron Area Block 194 ""C"" to a 30-inch subsea tie-in East Cameron Area Block 195."
G26992,03308,"Bennu Oil & Gas, LLC",8/31/2006,,ACT,,"a 6-5/8 inch pipeline 3.08 miles in length to transport bulk gas from Block 351 ""A"" Platform thru Block 350 to Block 358 ""A"" Platform, all of which is located in the Ship Shoal Area."
G26993,00730,Walter Oil & Gas Corporation,7/20/2006,,ACT,32,"A right-of-way pipeline, 1.6 mile long, to transport oil from West Delta Area ""A"" to  a 12-inch sub sea tie-in in West Delta Area Block 105. The pipeline will be created by adding 1552 feet of new pipe at co-ordinates X=2,563,454.64 Y=69,090.06 to 6,978 feet of existing pipe of Segment No. 10386.
************* Cheryl Powel with apache informs segment 15679 of walter oil/gas is already installed as proposed, but they are not finding tie-in valve at proposed location on segment 6013.  The tie-in valve location (coordinates) on seg 6013 given by Marathon was wrong.  ********this problem was discussed during approval of segment 15772********"
G26994,02312,McMoRan Oil & Gas LLC,8/9/2006,4/6/2009,RELQ,10,"A 6 5/8-inch pipeline 8.11 miles in length transporting bulk gas from Block 590 Well No. 1 through Blocks 569, 567, and 546 to Block 567 A platform, all in the West Cameron Area."
G26995,02579,Tana Exploration Company LLC,2/11/2008,9/6/2017,RELQ,65,"One 10 3/4-inch pipeline, 3.49 miles in length, to transport bulk gas from Caisson J in Matagorda Island Area Block 654, through Matagorda Island Area Block 653, to a subsea tie-in in Maragorda Island Area Block 669."
G26996,02503,"Contango Operators, Inc.",8/29/2006,11/4/2009,RELQ,477,"A 4 1/2-inch pipeline 4.14 miles in length to transport bulk gas from Block 72 Caisson No. 1 through Block 75 to Block 76 Platform A, all in the Grand Isle Area."
G26997,02628,"Arena Offshore, LP",6/27/2006,10/31/2017,RELQ,,"One 6-5/8-inch Right-of-Way pipeline 3.95 miles in length to transport gas and condensate from Platform ""C"" in South Timbalier Area Block 161 (ST 161) to  Platform T-22 Valve in South Timbalier Area Block 175 (ST 175).  The pipeline will be created by adding to an existing 4336 feet of pipeline Segment Number 10075 a 16,510 feet of new pipe from co-ordinates X=2,298,647.60 Y=-32.820.06 in ST 161 to T-22 Valve Platform in ST 175."
G26998,01978,"Helis Oil & Gas Company, L.L.C.",6/5/2007,12/4/2009,RELQ,79,"One 4 1/2-inch pipeline 5.25 miles in length to transport bulk gas from Block 53 No. 1 Caisson, through Block 34, to Block 35 A Platform, all in the Ship Shoal Area."
G26999,02111,"Legacy Resources Co., L.P.",8/24/2006,12/31/2009,EXP,,a 4 1/2-inch pipeline 1.77 miles in length to transport bulk gas from Main Pass Area Block 92 Well No. 1 thru Block 7 to the Federal/State Boundary.
G28136,03035,Fieldwood Energy Offshore LLC,,,PEND,,"A 200 foot wide right of way to install, operate and maintain a 2 3/8-inch pipeline, 3.70 miles in length, to transport gas-lift gas from Platform A in Block 215, through Blocks 208 and 207 to Platform A in Block 196, all in Vermilion Area."
G28195,02058,"LLOG Exploration Offshore, L.L.C.",8/7/2006,6/18/2009,RELQ,,"An existing 6 5/8-inch pipeline (former Segment No. 13946), 7.83 miles in length, from Caisson No. 1 in Main Pass Area Block 20 to Platform A in Main Pass Area Block 30."
G28196,02451,GOM Shelf LLC,8/11/2006,12/14/2010,RELQ,,"A 4 1/2 pipeline 2.75 miles in length to transport bulk gas from Grand Isle Area Block 46 Well No. 2 to Grand Isle Area Block 45 ""A"" caisson."
G28197,02472,"Stingray Pipeline Company, L.L.C.",7/21/2006,3/15/2011,RELQ,1,"A 6-inch pipeline 0.526 miles in length to transport gas and condensate from ""A"" platform to a 22-inch subsea tie-in, all located in Vermilion Area Block 321."
G28198,02375,"Energy XXI GOM, LLC",8/3/2006,8/16/2018,RELQ,7,"Pipeline Right-of-way (ROW) OCS-G 28198 is a 200-foot wide and approximately 0.92 miles (4,882') long corridor associated with the 4-inch Pipeline Segment No. 15738. The purpose of pipeline ROW OCS-G 28198 is to maintain and operate PSN 15738 and to transport bulk gas from Caisson I in Block 54 to Platform E in Block 55, all located in South Timbalier Area."
G28199,02899,Talos ERT LLC,8/21/2006,3/17/2011,RELQ,,"A 4 1/2-inch pipeline with associated umbilical 6.30 miles in length to transport bulk gas from Block 116 Subsea Well No. 1 through Blocks 115, 122, and 131 to Block 130 A platform, all in the South Marsh Island Area."
G28200,03411,"American Panther, LLC",8/29/2006,,ACT,1547,"A pipeline right-of-way 200-hundred feet (200') in width to operate and maintain a 6-5/8-inch pipeline, 9.98 miles in length, to transport oil from Platform A in West Delta Area Block 109, through Block 110, West Delta Area, Blocks 78, 79, 80, 86, and 87, South Pass Area to a 12-inch subsea tie-in with Pipeline Segment No. 6013 in South Pass Area Block 88."
G28201,02566,Prime Offshore L.L.C.,8/28/2006,8/15/2011,RELQ,10,"One 8 5/8-inch pipeline 4.26 miles in length transporting gas and condensate from South Padre Island Area Block 1073 Well ""A"" to a subsea tie-in point in South Padre Island Area Block 1072."
G28202,02169,Mariner Gulf of Mexico LLC,8/29/2006,8/29/2006,CNCL,,"A 6-inch pipeline, 6.10 miles in length to transport bulk gas from High Island Area Block 205 No. 1 through High Island Area Block 196 to High Island Area Block 197 A."
G28203,00730,Walter Oil & Gas Corporation,9/15/2006,4/23/2009,RELQ,,"a 4 1/2-inch pipeline 1.01 miles in length to transport bulk gas from ""B"" to ""A"" platforms, all of which is located in the` Main Pass Area Block 313."
G28204,03575,"MP Gulf of Mexico, LLC",8/24/2006,,ACT,3406,"Pipeline Right-of-way (ROW) OCS-G 28204 is a 200-foot wide and approximately 19.80 miles (104,521') long corridor associated with the 8 5/8-inch Pipeline Segment No. (PSN) 15766.  The purpose of pipeline ROW OCS-G 28204 is to maintain and operate PSN 15766 and to transport condensate from Platform A in Block 373, East Cameron Area, through Garden Banks Area Blocks 22, 23, 24, 68, 69, 70, and 71 to Platform A in Garden Banks Area Block 72."
G28205,03575,"MP Gulf of Mexico, LLC",8/12/2011,,ACT,430,"A pipeline Right-of-way (ROW) 200-hundred feet in width and 16.58 miles (87,520') in length  for a bidirectional 6 5/8-inch pipeline (SN 15767) to transport bulk gas from Subsea Well No. 2 in Garden Banks Area Block 244, through a jumper and PLET in Garden Banks Area Block 244, through Garden Banks Area Blocks 200, 199, 155, 111, 110, 66 and 22, to Platform A in Block 373, East Cameron Area, South Addition, with associated 3.72-inch hydraulic umbilical (SN 15768) from Platform A in Block 373, East Cameron Area, South Addition, through Garden Banks Area Blocks 22, 66, 110, 111, 155, 199 and 200, to a SUTA in Garden Banks Area Block 244."
G28206,03575,"MP Gulf of Mexico, LLC",8/12/2011,,ACT,525,"One 6 5/8-inch bidirectional pipeline, 16.58 miles in length, to transport bulk gas Subsea Well No. 3 in Garden Banks Area Block 244, through a jumper and PLET in Garden Banks Area Block 244, through Garden Banks Area Blocks 200, 199, 155, 111, 110, 66 and 22, to Platform A in Block 373, East Cameron Area, South Addition."
G28207,00105,Apache Corporation,11/16/2006,11/28/2008,RELQ,,"A 6 5/8-inch pipeline with associated umbilcal 2.98 miles in length to transport Bulk Gas from Well No. 5 in the Mississippi Canyon Area Block 148 Subsea, through Mississippi Canyon Area Block 149, to Platform A in the South Pass Area Block 52."
G28208,00105,Apache Corporation,8/7/2006,8/7/2006,CNCL,,A 6-5/8-inch pipeline 3.26 miles in length to transport bulk gas from Subsea Well No. 1 in South Pass Area Block 51 to Platform A in South Pass Area Block 52 and an associated umblical from Platform A in South Pass Block 52 to Well No. 1 in South Pass Area Block 51.
G28209,01963,"Apex Oil & Gas, Inc.",9/5/2006,4/17/2012,EXP,,"A 4 1/2 pipeline with associated umbilical 1.60 miles in length to transport bulk gas from subsea Well No. 6 to A platform, all located in Eugene Island Area Block 346."
G28210,03368,"Whitney Oil & Gas, LLC",9/22/2006,,ACT,,"Pipeline Right-of-way (ROW) OCS- G28210 is a 200-foot wide and approximately 4.23 miles (22,341 feet) long corridor associated with the bidirectional 4-inch Pipeline Segment No.(PSN) 15789. The purpose of pipeline ROW OCS-G28210 is to maintain and operate PSN 15789 and to transport gas lift gas from Platform A in Block 142 to Platform A in Block 143, all located in Eugene Island Area.

"
G28211,01978,"Helis Oil & Gas Company, L.L.C.",10/2/2006,9/19/2011,RELQ,,"One 6-inch pipeline 1.47 miles in length to transport gas and condensate from Well No. 9 to Platform A, all located in Eugene Island Area Block 74."
G28212,02566,Prime Offshore L.L.C.,4/24/2007,8/4/2008,RELQ,10,"One 4-inch pipeline 5.69 miles in length to transport gas and condensate from Block 998 Platform A through Block 997 to an existing subsea tie-in in Block 996, all located in North Padre Island Area."
G28213,02566,Prime Offshore L.L.C.,7/10/2007,8/19/2011,RELQ,10,"One 8 5/6-inch pipeline 4.49 miles in length to transport gas and condensate from Block 1133 Platform A to Block 1132 12-inch subsea tie-in, all located in South Padre Island Area."
G28214,00730,Walter Oil & Gas Corporation,8/28/2006,5/2/2007,RELQ,,"An existing 4-1/2-inch pipeline, 14.28 miles in length, to transport bulk gas from Garden Banks Area Block 224 Well No. 5 through Garden Banks Area Blocks 180, 136, High Island Area Blocks A402, A397, A396, A385 to High Island Area Block A-384 ""A"" platform with associated 3-inch umbilical from High Island Area Block A-384 ""A"" platform to Garden Banks Area Block 224 Well No. 5."
G28215,02375,"Energy XXI GOM, LLC",11/29/2006,,ACT,23,"Pipeline Right-of-way (ROW) OCS-G 28215 is a 200-foot wide and approximately 1.29 miles (6,807') long corridor associated with the 8-inch Pipeline Segment Number (PSN) 15804.  The purpose of pipeline ROW OCS-G 28215 is to maintain and operate PSN 15804 and to transport gas and condensate from Platform C in Block A 351, through Block A 350 to a 24 inch subsea tie-in with PSN 4680 in Block A 349, all located in High Island Area."
G28216,03035,Fieldwood Energy Offshore LLC,10/31/2012,2/15/2018,RELQ,200,"A 200-foot wide right-of-way to operate and maintain a 6-5/8-inch pipeline, 6.80 miles in length, to transport bulk gas from Well No. 1 in Block 29 through Blocks 116, 117 to Platform A in Block 118, all of which is located in the Main Pass Area."
G28217,03035,Fieldwood Energy Offshore LLC,10/31/2012,2/16/2018,RELQ,,"A 200-feet wide right-of-way to operate and maintain an existing 6-5/8-inch pipeline, 6.67 miles in length, to transport oil from Platform A in Block 118 through Blocks 117 and 126 to a 6-inch Subsea tie-in in Block 127, and also to operate and maintain the existing associated subsea tie-in assembly appurtenance in Block 127, all in Main Pass Area."
G28218,01978,"Helis Oil & Gas Company, L.L.C.",8/24/2006,8/24/2006,CNCL,,"One 6-inch pipeline 1.47 miles in length to transport gas and condensate from Well No. 9 to Platform A, all located in Eugene Island Area Block 74."
G28219,02312,McMoRan Oil & Gas LLC,11/15/2006,5/5/2015,RELQ,93,"One 6-inch pipeline 3.24 miles in length to transport gas and condensate from Block A-353, A Platform to an existing 10-inch subsea tie-in in Block A-352, all located in High Island Area, East Addition, South Extension."
G28220,02312,McMoRan Oil & Gas LLC,9/12/2006,1/21/2009,RELQ,,"A right-of-way pipeline, 2.91 miles long, created by installing 1.29 mile long 4-1/2-inch of a new pipe from Well No. 13 in West Cameron Area Block 176 to an existing 1.62 mile long 6-5/8-inch pipeline (formerly Segment Number 6257) at Lambert Co-ordinates X = 1,465,437.38  Y = 266,582.00, East Cameron Area Block 64, to transport gas and condensate from West Cameron Area Block 176 Well No. 13 to East Cameron Area Block 64 ""A""."
G28221,03035,Fieldwood Energy Offshore LLC,10/5/2006,,ACT,625,"A pipeline right-of-way 200-feet in width for the operation and maintenance of an 8 5/8-inch pipeline, 2.03 miles in length, to transport gas from Platform A in Block 77 to an 18-inch subsea tie-in with segment number 4283 in Block 151, all located in Main Pass Area."
G28222,01978,"Helis Oil & Gas Company, L.L.C.",9/22/2006,2/22/2017,RELQ,,"A 200-foot wide right-of-way to operate and maintain a 6 5/8-inch pipeline, 3.15 miles in length to transport gas and condensate from Block 355, Well No. 1, through Block 356 to an 8-inch subsea tie-in (Segment Number 8437) in Block 350, all of which is located in the Galveston Area."
G28223,02409,"Maritech Resources, Inc.",10/17/2006,4/12/2010,RELQ,85,"One 6-inch pipeline 0.72 miles in length to transport bulk oil from Well No. 7 to Platform A, all located in East Cameron Area Block 328."
G28224,02409,"Maritech Resources, Inc.",10/17/2006,4/12/2010,RELQ,45,"One 4-1/2-inch pipeline 0.72 miles in length to transport bulk oil from Well No. 7 to Platform A, all located in East Cameron Area Block 328."
