SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-130240,-19367,D2,G33644,SS,  170,OSI
-119510,-16426,S3, 00031,GI,   22,POW
-119826,-16386,S2,G16320,SM,   39,POW
-119534,-16397,S2,G15740,GA,  151,PGW
-119088,-16404,S3,G19799,EI,  364,POW
-119282,-16412,S1, 00060,SS,   72,POW
-119654,-16466,S1,G10638,EC,  328,POW
-117913,-16487,D1,G02625,ST,   37,OSI
-117932,-16520,S1,G02600,SM,  281,PGW
-119505,-16534,S1,G12010,SS,  359,POW
-132532,-19514,S5, 00385,WD,   29,GLO
-132804,-19519,S1, 00310,SM,  236,PGW
-132545,-19524,S1,G02318,EI,  339,GLO
-133024,-19545,S2,G05479,EI,   28,PGW
-130554,-19556,S1,G10794,SS,  301,POW
-132549,-19557,D8, 00049,EI,  119,POW
-132725,-19563,D6,G20605,MU,  726,OSI
-130770,-19565,S2,G05040,EI,  316,POW
-131724,-19569,D1, 00821,SS,  183,OSI
-131724,-19570,D2, 00821,SS,  183,POW
-132286,-19573,S2,G04231,SS,  181,PGW
-130536,-19574,S1,G05889,GC,   65,POW
-132935,-19579,S3,G06280,EB,  165,POW
-131380,-19589,S1,G03169,SS,  238,POW
-132886,-19590,S3, 00060,SS,   72,POW
-118454,-16208,D4, 00031,GI,   22,PGW
-117892,-16226,S1,G04232,SS,  189,GSI
-119535,-16227,S1,G10638,EC,  328,POW
-119062,-16247,S4,G01870,ST,   26,PGW
-119188,-16249,S5, 00827,SS,  209,PGW
-119410,-16251,S7, 00827,SS,  209,PGW
-119411,-16264,S2, 00827,SS,  209,POW
-119191,-16266,S4,G13928,ST,   30,POW
-119231,-16300,S3, 00026,WD,   30,GLO
-118714,-16302,S2,G02137,SP,   60,GLO
-118660,-16311,S1,G02115,EI,  330,POW
-118518,-16390,S1, 00369,BM,    2,POW
-118843,-16395,S2,G07995,GC,  158,POW
-111269,-13186,S2,G12027,PL,    5,PGW
-110840,-13190,S2,G02428,HI,A 350,PGW
-110958,-13202,S1,G33388,PN,  975,PGW
-111687,-13206,S1,G02109,EI,  306,PGW
-109893,-13240,S1,G16997,WR,  469,OSI
-111247,-13256,S4,G19839,WD,   63,PGW
-111515,-13284,S6, 00060,SS,   72,POW
-111394,-13290,S3,G03088,MI,  623,PGW
-111258,-13292,S7, 00196,EI,   32,POW
-111257,-13300,S1,G05286,WC,  178,GSI
-111871,-13466,S3,G07703,SM,   77,PGW
-119351,-16561,S3,G02943,SP,   59,GLO
-120284,-16576,S2,G02130,SM,  107,GLO
-120443,-16578,D1,G01241,ST,   52,GSI
-120443,-16579,D2,G01241,ST,   52,GSI
-119584,-16580,S1, 00066,SS,  112,POW
-119839,-16582,S1,G02115,EI,  330,POW
-119886,-16584,S3,G01524,SS,  216,POW
-119833,-16591,S2,G17408,GB,  669,POW
-120037,-16593,S3,G12027,PL,    5,POW
-120035,-16595,S5,G07917,EW,  306,PGW
-120385,-16602,S5,G07917,EW,  306,POW
-120292,-16603,S1, 00069,SS,  119,PGW
-119281,-16605,S1,G00989,EI,  276,PGW
-119789,-16607,S6,G01870,ST,   26,POW
-120287,-16685,S3, 00828,SS,  214,PGW
-120447,-16693,S3,G01201,SM,   69,GLO
-120818,-16695,S3,G02393,HI,A 573,OSI
-120277,-16699,D3, 00020,ST,   67,PGW
-112757,-13688,S6,G24955,ST,   46,POW
-112349,-13690,D3,G00987,EI,  273,PGW
-112163,-13693,S2,G00987,EI,  273,PGW
-112686,-13705,D4, 00182,WD,   70,POW
-112870,-13810,S2,G02601,EI,   57,PGW
-113393,-14156,D1,G31322,EC,  240,GSI
-113393,-14157,D2,G31322,EC,  240,GSI
-113580,-14161,S3, 00066,SS,  112,PGW
-113496,-14182,S2,G02600,SM,  281,OSI
-113040,-14188,S3, 00034,GI,   23,POW
-113805,-14190,S1,G31040,HI,  138,PGW
-113362,-14191,S1, 00814,SS,  108,OSI
-118969,-16399,S2,G22762,ST,  316,GLO
-119664,-16414,S7, 00827,SS,  209,PGW
-119856,-16416,S6,G05299,WC,  163,PGW
-119917,-16418,S1,G01210,SM,   78,PGW
-119679,-16422,S5, 00763,WC,  180,PGW
-119788,-16434,S2,G07998,GC,  202,POW
-119526,-16436,S2,G02628,GI,   93,PGW
-120080,-16444,S5,G21655,SS,  109,PGW
-120086,-16465,S1,G01294,SP,   62,POW
-120446,-16586,S2,G02955,MP,  236,POW
-120167,-16589,S2,G02955,MP,  236,PGW
-120027,-16608,S1,G04939,MC,  397,PGW
-119651,-16613,S2,G22762,ST,  316,GLO
-119930,-16614,S1,G21530,WC,   18,PGW
-111613,-13515,S1,G01673,MP,  296,PGW
-112072,-13556,S7,G03935,BA,  451,GSI
-113019,-13951,D1,G33408,HI,   88,GSI
-113019,-13952,D2,G33408,HI,   88,GSI
-113395,-14148,S1,G04909,MP,   64,POW
-113094,-14152,D1, 00263,ST,   21,POW
-112395,-14271,S2,G02719,HI,A 582,PGW
-113868,-14273,S2, 00089,EC,   64,PGW
-120839,-16711,S4,G02388,HI,A 563,PGW
-120414,-16719,S3,G27127,SS,  138,PGW
-120595,-16733,S4,G06069,BA,  491,PGW
-120821,-16741,D1,G03205,MC,  281,GLO
-120821,-16742,D2,G03205,MC,  281,GLO
-120678,-16745,D7,G11383,HI,A 442,PGW
-120484,-16787,S3, 00034,GI,   23,GLO
-121106,-16812,D2,G01241,ST,   52,PGW
-120073,-16860,S1,G24954,ST,   41,PGW
-121712,-16939,S3,G02177,SP,   49,PGW
-121213,-16941,D4,G01220,EI,  158,GSI
-120981,-16955,S1, 00827,SS,  209,PGW
-121038,-16945,S2,G02895,EI,   58,PGW
-121231,-16977,S1,G01146,VR,  245,POW
-111369,-13114,S4, 00577,EI,  208,POW
-110232,-13121,S1,G18402,GC,  608,OSI
-110822,-13126,S1,G21190,MC,  875,GSI
-110866,-13128,S1,G03332,EI,  337,POW
-111326,-13139,S7, 00133,GI,   47,PGW
-111063,-13140,S1,G31470,EW,  782,PGW
-111275,-13142,S4,G17981,EI,  183,POW
-111651,-13224,S2,G26001,SM,   79,GSI
-108486,-13274,S1,G20082,GC,  640,OSI
-112045,-13551,S3,G01201,SM,   69,POW
-112351,-13553,D4,G20605,MU,  726,POW
-112479,-13709,D3,G21646,EI,  344,POW
-111839,-13712,D3,G05954,PN,  976,GSI
-111839,-13713,D4,G05954,PN,  976,GSI
-119056,-16616,S1,G02280,SM,  130,GLO
-118845,-16620,D7, 00333,SS,   30,GSI
-118845,-16622,D8, 00333,SS,   30,GSI
-118961,-16623,S2,G05889,GC,   65,POW
-118990,-16624,S2,G03169,SS,  238,POW
-120526,-16653,S3,G06069,BA,  491,GSI
-120493,-16656,S3,G05687,SP,   86,POW
-120424,-16658,D5, 00182,WD,   70,PGW
-119870,-16665,S4,G13960,MP,  104,PGW
-116552,-16666,S3,G03061,MU,A  85,GSI
-119918,-16705,S1,G22939,GC,  300,OSI
-120495,-16706,S1,G17981,EI,  183,GLO
-119451,-16709,S2,G07963,MC,  807,WIW
-118957,-16712,S1,G26655,GB,  463,PGW
-120795,-16723,D2, 00419,SS,  150,GLO
-119014,-16755,S1,G16770,GC,  641,WIW
-120277,-16758,D2, 00020,ST,   67,OSI
-120916,-16762,S3, 00487,VR,  119,PGW
-121105,-16774,S1,G01241,ST,   52,POW
-120523,-16781,S1, 00541,EC,  160,GSI
-120289,-16784,D1,G03205,MC,  281,GLO
-111678,-13401,S1,G10584,WC,  431,GSI
-109954,-13668,S2,G10487,LL,    2,PGW
-114214,-14278,S2,G21790,GC,  338,POW
-113802,-14339,S1, 00457,ST,  131,PGW
-114236,-14362,S3,G17182,HI,A 472,PGW
-114610,-14471,S3, 00605,ST,   86,PGW
-120485,-16989,S1,G05904,GC,  116,GSI
-121527,-17006,S8, 00820,SS,  169,PGW
-121668,-17051,D1,G01146,VR,  245,PGW
-121668,-17052,D2,G01146,VR,  245,PGW
-121812,-17061,S3, 00796,EI,  100,POW
-122384,-17069,S6,G02895,EI,   58,PGW
-121039,-17187,S1,G02115,EI,  330,POW
-121893,-17193,S4,G13987,VK,  736,PGW
-122912,-17202,S2,G02943,SP,   59,WIW
-122667,-17224,S3,G26152,MP,  166,PGW
-111524,-13625,S2,G24910,EI,  275,OSI
-113408,-14064,S3,G13912,SS,   99,PGW
-113246,-14070,S4, 00374,MP,   41,PGW
-113427,-14101,S1, 00310,SM,  229,GLO
-113543,-14129,D3, 00079,VR,   46,GSI
-113927,-14229,S1,G16470,WD,   42,PGW
-112470,-14233,D2,G19760,VR,  196,POW
-112470,-14234,D1,G19760,VR,  196,POW
-113837,-14237,S4,G09529,VR,  398,PGW
-112990,-14377,S1,G01497,WD,   95,POW
-114016,-14378,S1,G04231,SS,  181,POW
-113650,-14379,S1,G19966,MC,  562,POW
-114169,-14390,S2,G23967,MP,  106,PGW
-111745,-14396,S1,G00989,EI,  276,POW
-120718,-16797,S3,G02127,EC,   33,PGW
-121106,-16811,D1,G01241,ST,   52,POW
-120834,-16814,S4,G04085,WC,  170,PGW
-120515,-16818,S2,G14586,MP,  277,PGW
-120920,-16823,S1, 00541,EC,  160,GSI
-121024,-16893,S5, 00060,SS,   72,GLO
-121208,-16915,S3,G03393,VR,  102,PGW
-121470,-16930,S3,G02006,WC,  504,PGW
-120479,-16933,S4, 00385,WD,   29,POW
-119936,-16937,S1,G01572,ST,  189,POW
-120455,-16967,S1, 00310,SM,  239,PGW
-121587,-16981,S2,G04844,WC,  575,PGW
-113054,-13769,S2,G24924,SS,  111,PGW
-114489,-14558,S3,G01572,ST,  189,POW
-114350,-14513,S1,G04002,GI,   33,PGW
-114729,-14621,S5,G02826,WC,   66,PGW
-114669,-14626,S2,G24730,WC,  295,PGW
-114897,-14640,S2,G01146,VR,  245,POW
-114150,-14666,S2,G00974,EC,  278,GSI
-115022,-14668,S2,G01230,SS,  215,POW
-114728,-14789,S6,G06156,HI,  116,PGW
-115296,-14792,S2,G21680,ST,  274,GSI
-115448,-14926,S1,G32301,MC,  199,OSI
-114930,-14930,S1,G02754,HI,A 376,POW
-122650,-17275,D3, 00020,ST,   67,GSI
-123120,-17276,S1,G14205,EB,  602,PGW
-122653,-17288,S5,G02082,VR,  268,PGW
-120517,-17289,S1,G14658,MC,  822,POW
-120259,-17296,S3,G24429,HI,A 366,PGW
-122873,-17336,S3,G06069,BA,  491,PGW
-123638,-17385,S3,G17408,GB,  669,GSI
-118355,-17390,S1,G07976,MC,  935,POW
-122508,-17417,S6,G02937,WD,  109,PGW
-123168,-17419,S5,G01196,SM,   61,PGW
-121959,-17425,S1,G04232,SS,  189,PGW
-111249,-13151,S7,G07750,SS,  100,PGW
-110869,-13183,S2,G27535,HI,A 281,PGW
-111291,-13194,S2, 00423,EI,  189,PGW
-111335,-13196,S2,G16500,MP,  138,PGW
-111010,-13197,S1,G27927,SS,  263,GSI
-112419,-13818,D5,G01373,BS,   56,GSI
-112895,-13820,S2,G04903,MP,   30,GSI
-112798,-13822,S3, 00374,MP,   41,GSI
-113127,-14061,S6,G02184,SP,   77,PGW
-113831,-14067,S1,G02625,ST,   37,POW
-114211,-14275,S3,G21790,GC,  338,POW
-114149,-14402,S2,G15141,EC,  161,PGW
-114148,-14432,S1,G13606,VR,  379,POW
-117522,-17000,S1,G16644,MC,  728,POW
-121548,-17012,S1, 00369,BM,    2,WSW
-121548,-17009,S2, 00369,BM,    2,WIW
-118967,-17011,S5, 00146,WD,   58,PGW
-120643,-17032,S1, 00060,SS,   72,PGW
-121637,-17035,S2,G25008,WD,   64,PGW
-121819,-17049,S5,G04397,WC,  291,GSI
-121125,-17050,S1,G02076,VR,  214,PGW
-119017,-17070,S2,G05909,GC,  161,OSI
-121794,-17077,S4,G02646,EB,  159,PGW
-122306,-17086,S2,G00989,EI,  276,POW
-120816,-17091,S1,G07998,GC,  202,POW
-122525,-17163,S3,G23956,WD,   36,PGW
-122071,-17166,S1,G21530,WC,   18,PGW
-122911,-17201,S1,G01609,SP,   61,WIW
-110629,-13562,S2,G00983,EI,  252,PGW
-112552,-13555,S1,G31369,EI,   99,POW
-112145,-13573,S2, 00518,HI,  140,GSI
-113060,-13827,S2,G23833,VR,  348,PGW
-112888,-13828,S1,G01757,BA,A 105,PGW
-113346,-13830,S2,G04081,HI,A 550,GSI
-113344,-13834,S2,G26078,SS,  351,PGW
-112437,-13841,D1,G33408,HI,   88,GSI
-112437,-13842,D2,G33408,HI,   88,GSI
-112881,-13843,S1,G04098,EC,   24,PGW
-113260,-13875,S2,G21531,WC,   19,PGW
-113130,-13950,S1,G21354,HI,A 491,PGW
-113801,-14058,S5,G04481,MP,   77,PGW
-113930,-14159,S6,G05370,EC,  148,PGW
-114113,-14165,S2,G01260,ST,  177,POW
-114120,-14296,S1,G01189,SM,   29,POW
-110642,-14299,S1,G07493,GB,  427,OSI
-114381,-14304,S2,G04234,PL,    1,PGW
-113178,-14305,S2,G05646,ST,  295,OSI
-113804,-14309,S8,G02600,SM,  281,POW
-114022,-14310,S2,G09387,WC,   77,PGW
-113250,-14311,S1,G04548,MI,  685,PGW
-114070,-14312,D4,G01959,EI,  258,OSI
-114658,-14460,S1,G21164,MC,  296,PGW
-114578,-14464,S3,G04085,WC,  170,PGW
-122184,-17500,S1,G01238,PL,   23,PGW
-123337,-17553,S1,G01572,ST,  189,POW
-124219,-17580,S1,G30679,HI,A 171,GSI
-123829,-17581,S1,G02111,EI,  314,POW
-123872,-17582,S1,G01019,SS,  182,POW
-124230,-17594,S2,G24883,EI,   38,PGW
-123598,-17596,S2,G01228,SS,  208,POW
-122708,-17600,S1,G07049,GC,  254,GLO
-123536,-17607,S2,G21120,ST,  187,GSI
-123954,-17636,S1, 00392,GI,   37,POW
-123824,-17653,S1,G16764,GC,  609,POW
-124090,-17654,S1,G14428,VR,  376,POW
-124272,-17658,S1,G22268,HI,A 268,PGW
-122670,-17663,D1,G15607,GC,  743,POW
-111188,-13520,S2,G00983,EI,  252,PGW
-108581,-13658,S3,G19822,SS,  358,GSI
-112533,-13659,S4, 00060,SS,   72,PGW
-112577,-13672,S3,G01073,WD,   41,PGW
-112737,-13861,D4, 00828,SS,  214,PGW
-112661,-13876,S3, 00016,WD,   31,POW
-112872,-13877,S1,G05479,EI,   28,PGW
-112229,-14011,S1,G02696,HI,A 531,POW
-113511,-14016,S3,G06166,HI,  194,PGW
-113378,-14019,S2,G02955,MP,  236,PGW
-112939,-14037,S1, 00310,SM,  229,PGW
-113176,-14054,S1,G01315,MP,  298,OSI
-114481,-14314,D1,G19822,SS,  358,GLO
-114131,-14316,S5,G02899,EI,  243,PGW
-122328,-17206,S1,G23181,GA,  355,PGW
-121300,-17214,S2,G05904,GC,  116,GSI
-122390,-17217,S2,G07760,SS,  300,POW
-121869,-17278,S2,G18402,GC,  608,POW
-121821,-17281,S2,G01146,VR,  245,PGW
-120955,-17323,S1,G07963,MC,  807,WIW
-123164,-17331,S2,G01524,SS,  216,POW
-123117,-17338,S3, 00130,GI,   41,POW
-119850,-17339,S1,G23481,LL,  400,PGW
-122070,-17341,S5,G08736,WD,  107,POW
-123751,-17367,S4, 00138,WD,   45,POW
-123520,-17414,S3,G14586,MP,  277,PGW
-121286,-17443,S2,G05900,GC,  109,POW
-111193,-13118,S5,G09652,PL,   15,PGW
-111087,-13134,S4,G13987,VK,  736,GSI
-111057,-13145,S1,G27003,WC,  132,GSI
-110069,-13148,S3,G01210,SM,   78,PGW
-112023,-13421,S7,G14103,MU,  759,PGW
-108546,-13410,S2,G01194,SM,   58,PGW
-111520,-13522,S3,G00983,EI,  252,PGW
-112740,-13735,S3,G02625,ST,   37,POW
-113193,-14044,S1,G02076,VR,  214,PGW
-113273,-14056,S2,G16493,MP,   61,POW
-113094,-14153,D2, 00263,ST,   21,POW
-114517,-14405,S1, 00814,SS,  108,POW
-114515,-14413,S4, 00301,WC,   56,PGW
-113931,-14420,S2,G02826,WC,   66,PGW
-114494,-14624,S1, 00456,ST,  130,POW
-124031,-17668,S1,G02323,EI,  360,POW
-120822,-17673,S2, 00182,WD,   70,OSI
-124951,-17734,S3,G00974,EC,  278,PGW
-125328,-17743,S2, 00384,WD,   28,GLO
-124474,-17746,S2,G04481,MP,   77,GSI
-124384,-17779,S1,G01031,SS,  253,OSI
-124510,-17782,S6,G04397,WC,  291,PGW
-120580,-17809,S1,G01673,MP,  296,PGW
-125278,-17825,S2, 00130,GI,   41,POW
-123014,-17937,S2,G01874,WD,   79,POW
-111711,-13130,S1,G14205,EB,  602,POW
-110551,-13149,S1,G10380,AC,   25,POW
-111611,-13144,S2,G12941,SS,  129,PGW
-112936,-13732,S4,G14456,SM,  280,POW
-112921,-13866,S3, 00828,SS,  214,PGW
-112796,-13869,S1,G05800,EW,  826,POW
-113050,-13887,D4, 00063,SS,   93,POW
-112743,-13897,S1,G16493,MP,   61,POW
-113095,-13933,S2,G05393,EC,  318,PGW
-113038,-14320,S3,G04842,ST,   34,PGW
-114217,-14326,S8, 00196,EI,   32,POW
-113324,-14347,S1,G02115,EI,  330,POW
-114273,-14353,S2,G09184,EB,  643,POW
-114712,-14468,D7,G01130,VR,  171,PGW
-122836,-17444,S1,G01019,SS,  182,POW
-123697,-17450,S2,G03332,EI,  337,GLO
-122992,-17453,S4,G02937,WD,  109,PGW
-123932,-17455,S2,G27036,EC,   34,PGW
-123750,-17486,S2,G01618,SP,   89,POW
-122010,-17502,S6, 00385,WD,   29,PGW
-122026,-17527,S1,G02115,EI,  330,POW
-124035,-17532,S2,G01146,VR,  245,PGW
-124173,-17547,S6, 00060,SS,   72,GLO
-112963,-13879,S2,G02592,SM,  149,PGW
-112964,-13881,S2,G16325,SM,  150,PGW
-113374,-13925,S2,G11881,VR,  279,PGW
-111683,-13885,D4,G05954,PN,  976,GSI
-111376,-14643,S1, 00375,MP,   42,POW
-114758,-14644,S3,G02062,EC,  334,PGW
-114868,-14647,S3,G02127,EC,   33,PGW
-115025,-14670,D4, 00079,VR,   46,PGW
-115064,-14675,S1,G03336,ST,   35,POW
-113614,-14689,S1,G04832,MP,  108,PGW
-115365,-14743,S3,G02735,HI,A 309,GSI
-115019,-14744,S1,G13606,VR,  379,GLO
-114988,-14746,S2,G02735,HI,A 309,GSI
-115502,-14756,D3,G05599,ST,  100,PGW
-114382,-14920,S2,G02941,SP,   58,PGW
-115930,-14936,S2,G02719,HI,A 582,PGW
-122578,-17966,D2,G01083,WD,   73,GLO
-122578,-17965,D1,G01083,WD,   73,GLO
-125957,-17975,S3, 00797,EI,  105,PGW
-125178,-17978,S2,G01580,GI,   32,PGW
-121230,-17980,D1, 00134,GI,   48,PGW
-121230,-17981,D2, 00134,GI,   48,POW
-125508,-18005,S1,G00983,EI,  252,GLO
-126425,-18045,S6, 00069,SS,  119,PGW
-123852,-18051,D1,G32113,WC,  266,GSI
-125807,-18089,S1, 00384,WD,   28,POW
-124718,-18096,S1,G04473,WD,   27,POW
-122286,-18101,S1,G01088,WD,   89,OSI
-125510,-18103,S1,G12940,SS,  126,PGW
-125392,-18129,S4,G24954,ST,   41,POW
-128691,-18510,S2,G32301,MC,  199,POW
-126282,-18156,S1,G12136,EW,  873,OSI
-119013,-18157,S1, 00182,WD,   70,POW
-122325,-18160,S1,G32265,MP,  308,POW
-111714,-13385,S3,G18863,PN,A   9,PGW
-110542,-13387,S2,G01294,SP,   62,POW
-112827,-13786,S3,G01031,SS,  253,POW
-113409,-13893,S6,G04704,MI,  696,GSI
-113996,-14525,S2,G01372,BS,   55,POW
-114574,-14527,S2,G01899,ST,  188,PGW
-114727,-14541,S6, 00827,SS,  209,POW
-113988,-14544,S1,G05825,MC,  109,POW
-110085,-14546,S5, 00461,ST,  134,PGW
-113991,-14547,S1,G13563,WC,  269,GSI
-114893,-14549,S1,G27507,HI,  156,GSI
-114462,-14550,S4, 00438,EI,  175,GSI
-114276,-14552,S1,G31732,GC,  490,PGW
-114714,-14562,S2,G17407,GB,  668,POW
-113997,-14569,S4,G01316,MP,  299,PGW
-123599,-17577,S1,G02324,EI,  361,POW
-123910,-17622,S7,G26146,MP,   19,PGW
-123854,-17696,S1,G02115,EI,  330,POW
-123790,-17712,S5, 00297,VR,   26,PGW
-124906,-17714,S7, 00333,SS,   30,PGW
-120602,-17731,S1,G24979,ST,  214,GSI
-124344,-17769,S2, 00680,WC,   20,PGW
-124922,-17749,S3,G10942,VK,  823,PGW
-125445,-17751,S1,G01022,SS,  218,GSI
-125612,-17767,S2,G16661,MC,  941,POW
-122830,-17776,S1, 00034,GI,   23,POW
-112113,-13923,S2,G21790,GC,  338,POW
-113257,-13928,S2,G02445,VK,  900,POW
-112974,-13929,D1,G27030,WC,  487,GSI
-112974,-13930,D2,G27030,WC,  487,GSI
-114676,-14802,S1,G04109,SM,   99,POW
-115461,-14817,S4,G00983,EI,  252,POW
-114746,-14819,S1,G05825,MC,  109,POW
-115645,-14956,S1,G02754,HI,A 376,POW
-116111,-15036,S1,G27121,EI,  318,PGW
-115993,-15059,S8,G24954,ST,   41,POW
-115983,-15102,S2, 00263,ST,   21,OSI
-115922,-15143,S3, 00423,EI,  189,PGW
-115965,-15148,S2,G22605,VR,   51,PGW
-116551,-15166,S3,G04085,WC,  170,PGW
-115360,-15208,S2,G01201,SM,   69,GLO
-116664,-15210,S2,G03091,MI,  632,PGW
-115651,-15212,S2,G02280,SM,  130,POW
-116203,-15218,S1, 00369,BM,    2,WIW
-126662,-18164,S2,G26023,EI,   98,GSI
-123477,-18171,S1,G15242,EI,  118,GSI
-123889,-18173,S1,G02213,MP,  311,OSI
-127226,-18181,S6,G04085,WC,  170,POW
-127226,-18183,S7,G04085,WC,  170,POW
-127492,-18184,S1,G01022,SS,  218,OSI
-122012,-18185,S1,G01022,SS,  218,GSI
-127274,-18276,S3, 00796,EI,  100,PGW
-125853,-18192,S1,G01022,SS,  218,OSI
-123338,-18211,S2,G22510,WC,  100,PGW
-126543,-18278,S3,G10942,VK,  823,PGW
-127905,-18315,S2,G01372,BS,   55,POW
-120530,-18318,S1,G21245,WR,  678,OSI
-126402,-18321,S2,G01230,SS,  215,PGW
-114887,-14579,S3,G01028,SS,  247,PGW
-114637,-14633,S1,G27965,MP,   98,PGW
-115129,-14659,S1,G31393,SS,  201,PGW
-115020,-14673,S2,G32140,VR,   96,PGW
-115005,-14687,S1, 00346,SS,   28,PGW
-114809,-14694,S1, 00063,SS,   93,POW
-114928,-14696,S2,G04085,WC,  170,GSI
-115050,-14708,S5,G24924,SS,  111,PGW
-115395,-14715,D1,G02115,EI,  330,POW
-115287,-14719,S3,G02601,EI,   57,PGW
-114917,-14733,S2, 00763,WC,  180,PGW
-115052,-14738,S5,G05299,WC,  163,PGW
-115168,-14753,S2, 00842,WD,  105,GSI
-115197,-14761,S2,G02735,HI,A 309,GSI
-114810,-14810,S1,G05044,SS,  259,PGW
-124454,-17846,S1,G00983,EI,  252,GLO
-121901,-17871,S1,G04127,MP,  313,POW
-125175,-17874,S6,G02082,VR,  268,GSI
-125344,-17886,S5, 00797,EI,  105,POW
-124911,-17890,S1,G12010,SS,  359,POW
-123870,-17906,S7,G01027,SS,  246,PGW
-125406,-17911,S4,G02885,SM,  141,PGW
-124610,-17912,S1, 00063,SS,   93,POW
-121610,-17925,S1,G01088,WD,   89,OSI
-126362,-17957,S5,G01240,ST,   51,PGW
-113259,-13965,S5, 00069,SS,  119,POW
-116577,-15238,D1,G05283,WC,  168,GSI
-116667,-15243,S2,G23956,WD,   36,PGW
-116875,-15249,S2, 00593,SS,  198,PGW
-116053,-15270,S1,G21642,EI,  302,OSI
-116538,-15279,S1,G32301,MC,  199,OSI
-116143,-15309,S1, 00462,ST,  135,GSI
-116116,-15310,S1,G04832,MP,  108,PGW
-116035,-15321,S2,G05800,EW,  826,POW
-117208,-15343,S2, 00390,GI,   26,POW
-117324,-15370,D4,G16216,WC,  610,PGW
-116862,-15374,S3,G02280,SM,  130,POW
-116965,-15376,S1,G01146,VR,  245,PGW
-117126,-15410,S2,G06165,HI,  177,PGW
-127317,-18329,S2,G02359,HI,A 446,GSI
-127450,-18334,S2, 00796,EI,  100,PGW
-127355,-18342,S1,G02177,SP,   49,OSI
-127296,-18352,S1,G01372,BS,   55,POW
-127299,-18354,S3, 00374,MP,   41,GSI
-127882,-18377,S1,G01315,MP,  298,POW
-126613,-18382,S2,G04481,MP,   77,PGW
-127939,-18498,S1,G02115,EI,  330,POW
-128435,-18500,S3, 00487,VR,  119,PGW
-127957,-18503,D1, 00031,GI,   22,OSI
-128437,-18507,D3, 00487,VR,  119,GLO
-127957,-18508,D2, 00031,GI,   22,POW
-129350,-18571,S3,G01372,BS,   55,WSW
-129094,-18586,S1,G14428,VR,  376,POW
-128412,-18610,D1, 00593,SS,  198,POW
-127941,-18599,S1,G01084,WD,   74,POW
-115054,-14847,S2,G07917,EW,  306,POW
-115156,-14871,S1,G01315,MP,  298,PGW
-115759,-14890,S1,G31393,SS,  201,PGW
-115442,-14892,S2,G25944,EC,  111,PGW
-115259,-14894,S1,G11043,GC,  244,POW
-115764,-14914,S2, 00063,SS,   93,POW
-114575,-14959,S1,G01315,MP,  298,POW
-116112,-14974,S1,G02115,EI,  330,POW
-115795,-14976,S3,G05504,EI,  224,PGW
-115815,-14985,S2,G02600,SM,  281,OSI
-114828,-15000,S3,G19931,MC,  243,OSI
-115374,-15015,S4,G01146,VR,  245,PGW
-128243,-18383,S2,G01316,MP,  299,POW
-124042,-17963,S3,G05900,GC,  109,POW
-124586,-17982,S1,G01083,WD,   73,POW
-125867,-17994,S4,G02280,SM,  130,GLO
-125707,-17997,S3, 00367,WD,   32,POW
-126422,-17999,S3,G01261,ST,  190,PGW
-126242,-18002,S5,G01261,ST,  190,PGW
-124433,-18016,S1,G01870,ST,   26,POW
-126642,-18024,S2, 00386,ST,   23,POW
-125244,-18042,S2,G32301,MC,  199,POW
-126141,-18056,S2,G01880,EC,  264,PGW
-126841,-18057,S1, 00385,WD,   29,PGW
-125425,-18060,S3,G04481,MP,   77,POW
-126610,-18065,S3,G04481,MP,   77,GSI
-125978,-18070,S2,G06898,VK,  989,POW
-123852,-18075,D2,G32113,WC,  266,GSI
-126100,-18077,S2,G02428,HI,A 350,PGW
-117097,-15426,S2,G01146,VR,  245,PGW
-116868,-15448,S1,G03088,MI,  623,GSI
-117326,-15452,S3, 00821,SS,  183,PGW
-116988,-15456,S2,G25561,HI,  170,PGW
-114172,-15457,S3,G22792,MP,  101,PGW
-116897,-15496,S1,G03417,MP,   72,POW
-115211,-15515,S3,G04081,HI,A 550,GSI
-128452,-18620,S1,G15282,SS,  151,GLO
-128451,-18625,S1,G09386,WC,   76,PGW
-124521,-18641,S5,G01874,WD,   79,OSI
-128846,-18651,S1,G21702,MP,   62,GLO
-128059,-18656,S1,G15242,EI,  118,PGW
-129342,-18658,D3,G33408,HI,   88,PGW
-129247,-18667,D1,G01146,VR,  245,GLO
-129130,-18684,S1,G01248,ST,  161,GLO
-127553,-18694,S1,G25019,MP,  125,PGW
-129388,-18702,S3,G05550,SS,  175,POW
-129232,-18726,S2,G01238,PL,   23,GSI
-129264,-18747,S1, 00374,MP,   41,POW
-128511,-18752,D2,G01034,SS,  266,POW
-111366,-13348,S2,G01201,SM,   69,POW
-111708,-13350,S2,G01201,SM,   69,POW
-110077,-13353,S3,G14658,MC,  822,POW
-116038,-15060,S4,G07917,EW,  306,POW
-116224,-15066,S6, 00559,VR,   67,PGW
-116406,-15068,S2,G02735,HI,A 309,GSI
-116468,-15083,S1,G02115,EI,  330,POW
-116033,-15085,S2,G02719,HI,A 582,PGW
-115806,-15093,D8,G02722,HI,A 596,POW
