SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-3434,-111884,Application for Permit to Drill,PDF
-3065,-116008,Application for Permit to Drill,PDF
-3533,-116342,Application for Permit to Drill,PDF
-3313,-107449,Application for Permit to Drill,PDF
-3245,-106205,Application for Permit to Drill,PDF
-3336,-107358,Application for Permit to Drill,PDF
-3190,-102824,Application for Permit to Drill,PDF
-3425,-111282,Application for Permit to Drill,PDF
-3447,-112473,<revised MMS123S 8-16-06>,pdf
-3460,-112507,public plat,pdf
-3460,-112506,Proposed Well Location Plat,pdf
-3460,-112509,BOP & Diverter Schematics with Operating Procedures,pdf
-3460,-112511,Drilling Rig Fitness Requirements for Hurricane Season,pdf
-743,-21728,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-743,-21729,Directional Program,pdf
-743,-21730,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-743,-21731,Proposed Wellbore Schematic,pdf
-743,-21732,ABS/DNV Certificate,pdf
-743,-21733,Engineering Calculation,pdf
-743,-21734,BOP & Diverter Schematics with Operating Procedures,pdf
-743,-21735,Casing Design Calculations,pdf
-743,-21736,Test Pressures,pdf
-533,-21257,Application for Permit to Drill,PDF
-743,-21737,Operating Statements,pdf
-743,-21738,Sustained Casing Pressure Letter,pdf
-743,-21741,Closed Loop System,pdf
-708,-21824,Supp. APD Information Sheet,pdf
-708,-21825,Conductor Waiver,pdf
-757,-22364,diverter shut in statement,pdf
-757,-22365,ball valve schematic,pdf
-758,-22472,Proposed Well Location Plat,pdf
-758,-22473,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-758,-22474,Directional Program,pdf
-758,-22475,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-758,-22932,Proposed Wellbore Schematic,pdf
-758,-22477,Engineering Calculation,pdf
-758,-22669,BOP & Diverter Schematics with Operating Procedures,pdf
-766,-22883,Plans letter approved DOCD,pdf
-703,-20669,MMS 123S - Supplemental APD Information Sheet,pdf
-659,-20873,Application for Permit to Drill,PDF
-774,-23067,Proposed Well Location Plat,pdf
-774,-23068,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-774,-23069,Directional Program,pdf
-774,-23070,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-774,-23071,Proposed Wellbore Schematic,pdf
-774,-23072,Engineering Calculation,pdf
-774,-23073,BOP & Diverter Schematics with Operating Procedures,pdf
-774,-23074,HI A568 A19 Cementing Program,pdf
-437,-23185,Helis rep.,pdf
-685,-23193,revised APD attachments,pdf
-774,-23192,HI A568 A19 Revised Engineering Calculations 04 15 05,pdf
-836,-24979,Additional Precautions,pdf
-1086,-32242,+10 valve,pdf
-1088,-32306,Proposed Wellbore Schematic,pdf
-738,-21669,Application for Permit to Drill,PDF
-437,-23186,turnkey statement,pdf
-774,-23191,HI A569 A19 Expandable Tublar Specs,pdf
-1088,-32307,Proposed Well Location Plat,pdf
-1088,-32304,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1088,-32308,Directional Program,pdf
-1088,-32309,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-789,-23609,Proposed Well Location Plat,pdf
-789,-23764,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-789,-23770,Directional Program,pdf
-789,-23612,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-789,-23768,Proposed Wellbore Schematic,pdf
-789,-23767,Engineering Calculation,pdf
-789,-23615,BOP & Diverter Schematics with Operating Procedures,pdf
-789,-23616,FINANCIAL RESPONSIBILITY CERTIFICATE-ODIN VICTORY,pdf
-789,-23617,VK 341 #1 - RIG SCHEMATIC SHOWING DIVERTER LINES,pdf
-789,-23619,VK 341 #1 REVISED H2S PLAN - HERCULES ODIN VICTORY,pdf
-789,-23772,Form 123-S 4-20-05,pdf
-807,-24100,Application for Permit to Drill,PDF
-723,-24581,Application for Permit to Drill,PDF
-785,-24642,Application for Permit to Drill,PDF
-829,-25036,Proposed Well Location Plat,pdf
-813,-24928,Application for Permit to Drill,PDF
-841,-25086,"6"" +10 valve",pdf
-829,-25217,Directional Program,pdf
-742,-25218,Application for Permit to Drill,PDF
-813,-24213,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-829,-29429,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-829,-29435,Proposed Wellbore Schematic,pdf
-829,-29434,Engineering Calculation,pdf
-829,-29448,BOP & Diverter Schematics with Operating Procedures,pdf
-829,-30589,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-900,-27029,Proposed Wellbore Schematic,pdf
-900,-27032,BOP & Diverter Schematics with Operating Procedures,pdf
-900,-27024,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-900,-27030,Proposed Well Location Plat,pdf
-900,-27044,Directional Program,pdf
-900,-27035,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-900,-27026,Engineering Calculation,pdf
-855,-26296,Application for Permit to Drill,PDF
-841,-26322,casing test calcs,pdf
-841,-26324,cement calcs,pdf
-852,-26606,Application for Permit to Drill,PDF
-888,-26909,Application for Permit to Drill,PDF
-925,-27897,Proposed Wellbore,pdf
-925,-27900,Location Plat,pdf
-925,-27902,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-925,-27896,BOP Schematic,pdf
-925,-27898,PP MM FG Chart,pdf
-925,-27901,Engineering Calculations,pdf
-900,-27036,Sustained Casing Pressure Mitigation Plan,pdf
-858,-26376,Application for Permit to Drill,PDF
-881,-26396,Application for Permit to Drill,PDF
-889,-26728,ABS/DNV Certificate,pdf
-874,-26250,Application for Permit to Drill,PDF
-859,-26375,Application for Permit to Drill,PDF
-889,-26722,Proposed Well Location Plat,pdf
-889,-26723,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-889,-26724,Directional Program,pdf
-889,-26725,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-889,-26726,Proposed Wellbore Schematic,pdf
-889,-26727,Safe Welding Area Drawing,pdf
-889,-26729,Engineering Calculation,pdf
-889,-26730,BOP & Diverter Schematics with Operating Procedures,pdf
-889,-26731,U.S. Coast Guard Certificate,pdf
-889,-26732,Rig Picture and Drawing,pdf
-898,-26854,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7337,-304118,Application for Permit to Drill,PDF
-889,-26733,Accumulator Statement,pdf
-889,-26734,Public Info Surface Plat,pdf
-898,-26851,Proposed Well Location Plat,pdf
-898,-26852,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-898,-26853,Directional Program,pdf
-910,-27433,Engineering Calculation,pdf
-898,-26855,Proposed Wellbore Schematic,pdf
-898,-26856,Engineering Calculation,pdf
-898,-26857,BOP & Diverter Schematics with Operating Procedures,pdf
-898,-26858,Plans letter approved DOCD,pdf
-898,-26859,Additional Precautions,pdf
-898,-26860,Current Wellbore Schematic,pdf
-900,-27033,Additional Precautions,pdf
-1876,-57553,Application for Permit to Drill,PDF
-1875,-57673,Application for Permit to Drill,PDF
-1985,-59652,Proposed Wellbore Schematic,pdf
-2013,-59742,Wellbore schematic,pdf
-2012,-59837,Proposed Well Location Plat,pdf
-2012,-59834,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2012,-59838,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2012,-59836,Proposed Wellbore Schematic,pdf
-2012,-59835,Engineering Calculation,pdf
-2012,-59839,BOP & Diverter Schematics with Operating Procedures,pdf
-2016,-59942,Proposed Well Location Plat,pdf
-2136,-70370,Application for Permit to Drill,PDF
-2384,-71247,Application for Permit to Drill,PDF
-2401,-71600,MMS 123S,pdf
-2305,-68455,Proposed Well Location Plat,pdf
-2287,-68330,Procedure to ADD Expandable Liner,pdf
-2307,-68374,Proposed Well Location Plat,pdf
-2307,-68375,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2307,-68376,Directional Program,pdf
-2305,-68727,Directional Program,pdf
-2305,-68728,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2305,-68726,Proposed Wellbore Schematic,pdf
-2305,-68885,Engineering Calculation,pdf
-2305,-68729,Departure List,pdf
-2416,-72239,ABS/DNV Certificate,pdf
-2416,-72237,Proposed Wellbore Schematic,pdf
-2416,-72233,Proposed Well Location Plat,pdf
-2416,-72234,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2416,-72235,Directional Program,pdf
-2416,-72236,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2416,-72238,Safe Welding Area Drawing,pdf
-3025,-95006,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2305,-69984,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2305,-69293,BOP & Diverter Schematics with Operating Procedures,pdf
-2416,-72240,Engineering Calculation,pdf
-2416,-72241,Departure List,pdf
-2416,-72242,BOP & Diverter Schematics with Operating Procedures,pdf
-2416,-72243,U.S. Coast Guard Certificate,pdf
-2416,-72244,Rig Picture and Drawing,pdf
-2416,-72245,"Rev. #6 Casing Design 13-5/8"" Deepening",pdf
-2416,-72246,HCQ-125 SPECS,pdf
-2416,-72247,Rev. #6 MASP Calculations,pdf
-2416,-72248,LOOP EDDIE CURRENT MONITORING,pdf
-2416,-72249,REV. 5-CSG DESIGN CALCS,pdf
-2416,-72250,FORM 123 S,pdf
-2416,-72251,VESSEL FINANCIAL CERTIFICATE,pdf
-2416,-72252,Rev. #6 Chart,pdf
-2413,-72161,Proposed Well Location Plat,pdf
-2456,-73444,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2456,-73446,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2456,-73428,Proposed Wellbore Schematic,pdf
-2456,-73448,Engineering Calculation,pdf
-2456,-73423,BOP & Diverter Schematics with Operating Procedures,pdf
-2456,-73416,Proposed Well Location Plat,pdf
-2456,-73418,Directional Program,pdf
-2456,-73421,ABS/DNV Certificate,pdf
-2456,-73424,+10 Valve Schematic,pdf
-2457,-73433,Proposed Well Location Plat,pdf
-2457,-73434,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2457,-73435,Directional Program,pdf
-2457,-73436,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2457,-73437,Proposed Wellbore Schematic,pdf
-2457,-73438,Engineering Calculation,pdf
-2457,-73439,BOP & Diverter Schematics with Operating Procedures,pdf
-2480,-74148,Proposed Well Location Plat,pdf
-2448,-74170,Application for Permit to Drill,PDF
-2481,-74232,Rig Picture and Drawing,pdf
-2478,-74140,+10' ball valve schematic,pdf
-2480,-74671,BOP & Diverter Schematics with Operating Procedures,pdf
-2480,-76984,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2480,-76991,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2480,-76987,Proposed Wellbore Schematic,pdf
-2480,-76990,Directional Program,pdf
-2480,-80754,Engineering Calculation,pdf
-2481,-74222,Proposed Well Location Plat,pdf
-2481,-74224,Directional Program,pdf
-2481,-74225,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2481,-74226,Proposed Wellbore Schematic,pdf
-2481,-74227,ABS/DNV Certificate,pdf
-2481,-74251,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2481,-74228,Engineering Calculation,pdf
-2481,-74229,Departure List,pdf
-2481,-74230,BOP & Diverter Schematics with Operating Procedures,pdf
-2481,-74231,U.S. Coast Guard Certificate,pdf
-2481,-74233,Current Measurement Program and Response Plan,pdf
-2482,-74284,Proposed Well Location Plat,pdf
-2482,-74286,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2482,-74276,Directional Program,pdf
-2482,-74277,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2482,-74271,Engineering Calculation,pdf
-2482,-74278,BOP & Diverter Schematics with Operating Procedures,pdf
-2481,-74234,Mooring Program,pdf
-2481,-74235,Well Number Change to Well No. 003 - Explanation,pdf
-2482,-74272,Proposed Wellbore Schematic,pdf
-2482,-74281,Safe Welding Area Drawing,pdf
-2482,-74279,ABS/DNV Certificate,pdf
-2482,-74280,U.S. Coast Guard Certificate,pdf
-2061,-61701,Proposed Well Location Plat,pdf
-2061,-61429,Directional Program,pdf
-2061,-61432,BOP & Diverter Schematics with Operating Procedures,pdf
-2114,-62526,Proposed Well Location Plat,pdf
-2114,-62527,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2114,-62528,Directional Program,pdf
-2114,-62529,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2114,-62530,Proposed Wellbore Schematic,pdf
-2114,-62531,Engineering Calculation,pdf
-2114,-62532,Departure List,pdf
-2114,-62533,BOP & Diverter Schematics with Operating Procedures,pdf
-2114,-62534,U.S. Coast Guard Certificate,pdf
-2100,-62246,Proposed Well Location Plat,pdf
-2100,-62247,Directional Program,pdf
-2100,-62243,Proposed Wellbore Schematic,pdf
-2100,-75063,Engineering Calculation,pdf
-2061,-61503,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2061,-61562,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2061,-61561,Proposed Wellbore Schematic,pdf
-2061,-61504,Engineering Calculation,pdf
-2114,-62535,Geologic Prognosis,pdf
-2114,-62536,Location Plat - PI Copy,pdf
-2114,-62566,Proposed Schematic-Protection Liner Section,pdf
-2138,-63455,Directional Program,pdf
-1885,-56155,Application for Permit to Drill,PDF
-1457,-42330,Engineering Calculation,pdf
-1457,-42331,Departure List,pdf
-1457,-42332,BOP & Diverter Schematics with Operating Procedures,pdf
-1457,-42333,Surface Pressure Calculations,pdf
-1457,-42334,Loop Current Plan,pdf
-1488,-81255,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1488,-45993,Directional Program,pdf
-1488,-80605,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1488,-80604,Proposed Wellbore Schematic,pdf
-1488,-80610,ABS/DNV Certificate,pdf
-1488,-80603,Engineering Calculation,pdf
-1317,-38564,Application for Permit to Drill,PDF
-1488,-80609,BOP & Diverter Schematics with Operating Procedures,pdf
-1488,-80608,U.S. Coast Guard Certificate,pdf
-1421,-43235,Evaluation Program,pdf
-1421,-43229,MASP Calculations,pdf
-1251,-39353,Addendum to injection application dated 7-18-05,pdf
-1430,-41737,Proposed Well Location Plat,pdf
-1430,-41738,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1430,-41739,Directional Program,pdf
-1430,-41740,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1430,-41752,Proposed Wellbore Schematic,pdf
-1430,-41742,Engineering Calculation,pdf
-1430,-41743,BOP & Diverter Schematics with Operating Procedures,pdf
-1624,-48152,Directional Program,pdf
-1624,-48149,Proposed Wellbore Schematic,pdf
-1624,-48525,ABS/DNV Certificate,pdf
-1624,-48584,BOP & Diverter Schematics with Operating Procedures,pdf
-1631,-48063,Proposed Well Location Plat,pdf
-1631,-53325,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1631,-48064,Directional Program,pdf
-1631,-48065,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1631,-48070,Safe Welding Area Drawing,pdf
-1631,-53058,Engineering Calculation,pdf
-1631,-48069,BOP & Diverter Schematics with Operating Procedures,pdf
-1276,-37540,Information Letter,pdf
-1276,-37542,Cement Calculations,pdf
-1276,-37543,EPA approval letter,pdf
-1276,-37544,Casing test pressure calculations,pdf
-1276,-37545,MASP calculations,pdf
-1276,-37546,Well control procedure,pdf
-1272,-37642,Mud Program,pdf
-1506,-43857,Directional Program,pdf
-1506,-43858,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1506,-43856,Proposed Wellbore Schematic,pdf
-1506,-43955,ABS/DNV Certificate,pdf
-1506,-43860,Engineering Calculation,pdf
-1506,-43874,BOP & Diverter Schematics with Operating Procedures,pdf
-1632,-48036,Engineering Calculation,pdf
-1632,-48018,BOP & Diverter Schematics with Operating Procedures,pdf
-1632,-48019,U.S. Coast Guard Certificate,pdf
-1632,-48020,Gryphon's Response,pdf
-1635,-48107,Proposed Well Location Plat,pdf
-1635,-48108,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1635,-48109,Directional Program,pdf
-1635,-48110,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1635,-48111,Proposed Wellbore Schematic,pdf
-1635,-48112,Engineering Calculation,pdf
-1635,-48126,BOP & Diverter Schematics with Operating Procedures,pdf
-1635,-48114,Barite Sxs Calculations SS 250 A1,pdf
-1635,-48115,SS 250 A1 Ltr of Intent NPDES EPA,pdf
-1635,-48124,SS 250 A1 Revised Drilling Prognosis Gorilla II,pdf
-1636,-48171,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1636,-48172,Engineering Calculation,pdf
-1591,-46308,Proposed Well Location Plat,pdf
-1624,-48560,Proposed Well Location Plat,pdf
-1624,-48527,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1624,-48526,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1624,-48528,Engineering Calculation,pdf
-1631,-53059,Proposed Wellbore Schematic,pdf
-1636,-48174,Proposed Well Location Plat,pdf
-1636,-48175,Directional Program,pdf
-1636,-48176,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1636,-48173,Proposed Wellbore Schematic,pdf
-1488,-45304,Proposed Well Location Plat,pdf
-1636,-48178,BOP & Diverter Schematics with Operating Procedures,pdf
-1636,-48177,SM 116 EPA NOI Notice,pdf
-1636,-48179,SM116 #1 Barite Sxs Calculations,pdf
-1645,-48479,Shallow Hazard letter,pdf
-1646,-48500,EC 121 #1 Barite Sxs Calculations,pdf
-1569,-48589,Form MMS-123S,pdf
-1645,-48477,Public Information plat,pdf
-1682,-49867,Supplemental APD Information Sheet,pdf
-1682,-49868,Diverter Schematic,pdf
-1379,-40287,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1379,-40284,Proposed Well Location Plat,pdf
-1379,-40285,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1379,-40286,Directional Program,pdf
-1379,-40289,Engineering Calculation,pdf
-1379,-40290,BOP & Diverter Schematics with Operating Procedures,pdf
-1379,-40291,Additional Precautions,pdf
-1379,-40292,"Application to Inject OBM cuttings in 16"" X 11-7/8"" annulus",pdf
-1379,-40293,Critical Operations Plan,pdf
-1379,-40294,Supp. APD Info. Sheet,pdf
-1382,-40450,Cross Section,pdf
-1430,-41744,APD Supplemental Info Sheet,pdf
-1430,-41745,Plans approval - DOCD,pdf
-1430,-41746,Reason for change,pdf
-1430,-41747,Additional Precautions,pdf
-1430,-41748,Sustained Casing Pressure Mitigation Plan,pdf
-1430,-41749,Critical Ops and Curtailment Plan,pdf
-1439,-42006,Proposed Well Location Plat,pdf
-1439,-42007,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1439,-42008,Directional Program,pdf
-1439,-42009,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1439,-42010,Proposed Wellbore Schematic,pdf
-1439,-42011,Safe Welding Area Drawing,pdf
-1439,-42012,ABS/DNV Certificate,pdf
-1439,-42013,Engineering Calculation,pdf
-1439,-42014,BOP & Diverter Schematics with Operating Procedures,pdf
-1439,-42015,U.S. Coast Guard Certificate,pdf
-1234,-36592,Diverter Schematic,pdf
-1247,-36594,Proposed Well Location Plat,pdf
-1247,-36595,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1247,-36596,Directional Program,pdf
-1247,-36597,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1247,-36598,Proposed Wellbore Schematic,pdf
-1247,-36599,Engineering Calculation,pdf
-1247,-36600,BOP & Diverter Schematics with Operating Procedures,pdf
-1247,-36601,diverter shut-in statement,pdf
-1247,-36602,"6"" ball valve schematic",pdf
-1320,-38534,EC 298 #10BP Current -Proposed WB Schematics 07-18-05,pdf
-486,-38596,Mud / Cmt Program,pdf
-33,-449,Proposed well location plat,pdf
-33,-1423,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-26,-605,Proposed well location plat,pdf
-26,-482,Proposed well-bore schematic,pdf
-26,-485,BOP & Diverter Schematic,pdf
-33,-460,Processing directional program,pdf
-33,-1582,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-33,-1419,Engineering Calculation,pdf
-33,-1348,Proposed well-bore schematic,pdf
-58,-1346,RISER,pdf
-26,-479,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-26,-484,Departure List,pdf
-33,-458,BOP & Diverter Schematic,pdf
-26,-673,Deep water cement practices,pdf
-26,-694,Well Control Procedures Rev1,pdf
-9,-103,Processing directional program,pdf
-40,-669,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-20,-256,Proposed well location plat,pdf
-20,-258,Processing directional program,pdf
-20,-259,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-20,-260,Proposed well-bore schematic,pdf
-20,-261,Engineering Calculation,pdf
-20,-262,BOP & Diverter Schematic,pdf
-33,-881,VR 244 G003 - RUE Approval,pdf
-81,-1589,VR 258 G007 - Grid Coordinates,pdf
-9,-72,Proposed well location plat,pdf
-9,-156,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9,-161,BOP & Diverter Schematic,pdf
-9,-158,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-9,-160,Proposed well-bore schematic,pdf
-9,-78,Engineering Calculation,pdf
-20,-276,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-26,-480,Processing directional program,pdf
-26,-483,Engineering Calculation,pdf
-26,-708,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-20,-264,MMS Statements,pdf
-34,-461,Proposed well location plat,pdf
-34,-472,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-34,-463,Processing directional program,pdf
-34,-464,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-34,-473,Proposed well-bore schematic,pdf
-34,-474,Engineering Calculation,pdf
-34,-467,BOP & Diverter Schematic,pdf
-34,-469,WELLHEAD,pdf
-34,-471,MMS WAIVERS,pdf
-37,-542,VR 257 G006 - Lat-Long Coordinates,pdf
-38,-905,Engineering Calculation,pdf
-55,-1014,Plug back sketch,pdf
-73,-1434,Proposed well location plat,pdf
-73,-1435,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-73,-1436,Processing directional program,pdf
-73,-1437,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-8,-94,Proposed well location plat,pdf
-8,-96,Processing directional program,pdf
-8,-150,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-8,-151,Proposed well-bore schematic,pdf
-8,-99,Engineering Calculation,pdf
-8,-171,Departure List,pdf
-8,-100,BOP & Diverter Schematic,pdf
-8,-166,US Coast Guard Certification,pdf
-9,-83,MMS Statements,pdf
-10,-120,Proposed well location plat,pdf
-10,-123,Processing directional program,pdf
-10,-115,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-10,-113,Proposed well-bore schematic,pdf
-10,-116,Engineering Calculation,pdf
-10,-118,BOP & Diverter Schematic,pdf
-58,-1095,TOP HOLE PROGNOSIS,pdf
-37,-535,Proposed well location plat,pdf
-31,-437,VR 258 G005 - Lat-Long Coordinates,pdf
-33,-453,VR 244 G003 - Lat-Long Coordinates,pdf
-37,-537,Processing directional program,pdf
-37,-538,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-37,-540,Engineering Calculation,pdf
-37,-541,BOP & Diverter Schematic,pdf
-47,-926,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-47,-939,Engineering Calculation,pdf
-98,-2248,Proposed Well Location Plat,pdf
-25,-350,Plug Back Procedures,pdf
-8,-185,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-38,-1143,Proposed well location plat,pdf
-38,-906,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-58,-1094,TEMP PLOT,pdf
-38,-808,Processing directional program,pdf
-37,-536,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-38,-903,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-43,-812,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-47,-955,Proposed well location plat,pdf
-47,-930,Proposed well-bore schematic,pdf
-38,-904,Proposed well-bore schematic,pdf
-38,-907,Floater evacuation plan,pdf
-38,-868,BOP & Diverter Schematic,pdf
-41,-760,Shallow Hazards,pdf
-51,-1432,BOP Narrative,pdf
-47,-927,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-47,-929,Processing directional program,pdf
-38,-1372,Departure List,pdf
-78,-1683,Proposed well location plat,pdf
-78,-1806,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-78,-1807,Engineering Calculation,pdf
-78,-1672,Processing directional program,pdf
-78,-1805,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-78,-1682,Proposed well-bore schematic,pdf
-78,-1674,BOP & Diverter Schematic,pdf
-10,-131,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-37,-543,VR 257 G006 - Grid Coordinates,pdf
-37,-539,Proposed well-bore schematic,pdf
-131,-3670,MMS APPROVED EXPLORATION PLAN,pdf
-47,-960,BOP & Diverter Schematic,pdf
-33,-1270,VR 244G 003 - Conductor Narrative,pdf
-47,-937,MAX. SURFACE PRESSURE,pdf
-58,-1084,Proposed well location plat,pdf
-58,-1746,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-58,-1206,Processing directional program,pdf
-58,-1087,"Pore pressure, mud weight, and fracture gradient graph P, MW, FG graph",pdf
-58,-1705,Engineering Calculation,pdf
-58,-1090,BOP & Diverter Schematic,pdf
-65,-1212,Proposed well-bore schematic,pdf
-93,-3569,Diverter Layout,pdf
-58,-1706,Proposed well-bore schematic,pdf
-148,-4017,Proposed Well Location Plat,pdf
-65,-1208,Proposed well location plat,pdf
-65,-1209,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-65,-1210,Processing directional program,pdf
-900,-27034,Critical Ops and Curtailment Plan,pdf
-819,-24929,Application for Permit to Drill,PDF
-819,-24763,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-819,-24765,Proposed Wellbore Schematic,pdf
-819,-24764,Engineering Calculation,pdf
-807,-24061,Proposed Well Location Plat,pdf
-807,-24062,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-807,-24063,Directional Program,pdf
-807,-24064,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-807,-24065,Proposed Wellbore Schematic,pdf
-807,-24066,Engineering Calculation,pdf
-807,-24067,BOP & Diverter Schematics with Operating Procedures,pdf
-807,-24068,Remington Ltr Request WC 147 #1 APD cancellation,pdf
-807,-24069,WC 147 #2 SCP Ltr,pdf
-821,-25248,Application for Permit to Drill,PDF
-819,-24374,MMS Operating Statements,pdf
-728,-24589,Application for Permit to Drill,PDF
