ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Loss of Eye,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,FederalState
2023109637,2093756,10/18/2023,"Black Brush Oil & Gas, LP",Atlas Unit 105H Well Pad 1 mile S. of Hobson TX off CR 212,GPS_Coordinates: 28 56 34.3N 97 59 33.6W,HOBSON,TEXAS,78117,28.81,-97.84,213112,1.00,0.00,0.00,,An employee was performing well maintenance activities when equipment failed and a rope socket struck the employee's face and chest. They suffered facial injuries.,1972,"Soreness, pain, hurt-nonspecified injury",130,"Face, unspecified",620,"Struck by object or equipment, unspecified",3244,Oil drilling rigs and machinery,,,1
2023109662,2094463,10/19/2023,"Halliburton Energy Services, Inc.",ConocoPhillips George 1C TFH,47?49'11'' N 103?1'24'' E,WATFORD CITY,NORTH DAKOTA,58854,47.80,-103.26,213112,1.00,1.00,0.00,,"Two employees were performing maintenance on a horse power unit. The plunger was pushed back in and an employee's left index and middle fingers were caught between the fluid-end plunger and power-end plunger, resulting in a laceration and amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
2023109700,2095126,10/20/2023,Northern Illinois Gas Company,1844 Ferry Road,,NAPERVILLE,ILLINOIS,60563,41.80,-88.19,221210,1.00,0.00,0.00,,An employee was going to put equipment on a shelf when their walkie pallet jack suddenly jerked. The employee fell off the lift and sustained a fractured left leg.,111,Fractures,510,"Leg(s), unspecified",2736,"Fall or jump from vehicle in normal operation, nonroadway",8620,"Industrial vehicle, material hauling and transport-powered, unspecified",,,1
2023109789,2096609,10/24/2023,"Express Oil Change, LLC",4342 Washington Rd.,,EVANS,GEORGIA,30809,33.53,-82.13,811191,1.00,0.00,0.00,1707823,"An employee had been changing oil on a vehicle while under the vehicle in an oil pit bay. After the oil change was completed, the employee used brake cleaner to clean their arms and hands. The vehicle above them started and a spark ignited the brake cleaner on the employee. The employee was hospitalized with burns to both arms and hands.",1520,"Heat (thermal) burns, unspecified",4810,"Hand(s) and arm(s), unspecified",317,"Ignition of vapors, gases, or liquids",1879,"Solvents, degreasers, n.e.c.",840,"Highway vehicle, motorized, unspecified",1
2023109791,2096210,10/24/2023,"Sonic Connectors, Ltd.",Continental resources,Garden Blue 0904 Near Garden City,GARDEN CITY,TEXAS,79739,31.86,-101.49,213112,1.00,0.00,0.00,1707224,An employee was using a torque pump to tighten a frac valve when a spark ignited flammable gas and caused a flash fire. The employee sustained burns to their neck and arms.,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",1852,"Flammable gas, unspecified",,,1
2023109814,2096269,10/24/2023,Airgas Specialty Products Inc,900 Delaware Avenue,,PALMERTON,PENNSYLVANIA,18071,40.80,-75.59,325120,1.00,0.00,0.00,,An employee sustained a jaw laceration when air pressure released due to a blown gas line. The employee was hospitalized and had surgery.,132,"Cuts, lacerations",135,"Jaw, chin",6242,Struck by discharged object or substance,9213,Pressurized air-blast,,,1
2023109815,2098352,10/24/2023,Wildcat Oil Tools,Garden Blue Well 0904,,GARDEN CITY,TEXAS,79739,31.86,-101.49,213112,1.00,0.00,0.00,1707233,An employee was working in an area where another company was also working. The other company's employees were using an electric hydraulic pump to remove the bolts of the frac valve. The wiring of the torque wrench and pump unit were then charred and a flash fire occurred. The employee sustained second-degree burns to their face and neck.,1522,Second degree heat (thermal) burns,81,Head and neck,310,"Fire, unspecified",3244,Oil drilling rigs and machinery,,,1
2023109847,2096028,10/25/2023,"Helmerich & Payne, IDC",Rig 427,"31.879369, -101.685219",GARDEN CITY,TEXAS,79739,31.86,-101.49,213111,1.00,0.00,0.00,,An employee was walking between a rig and generator when he stepped on the line backer (a device to protect cables and hose from damage) during wet conditions and was shocked.,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,5110,"Direct exposure to electricity, unspecified",4410,"Electric parts, unspecified",,,1
2023109976,2097609,10/28/2023,"Nabors Drilling Technologies USA, Inc.",Well site SC-4wx-153-98-31-30-H7,,WATFORD CITY,NORTH DAKOTA,58854,47.86,-102.98,213111,1.00,0.00,0.00,1707736,"An employee was climbing the derrick girt to perform work on a cover. As they went to tie off the top drive, the driller came down with the top drive pulling the employee off the girt and onto the top drive. The employee sustained fractures to the pelvis and tailbone.",111,Fractures,38,Multiple trunk locations,4330,"Other fall to lower level, unspecified",3244,Oil drilling rigs and machinery,3244,Oil drilling rigs and machinery,1
20231010006,2098005,10/30/2023,"Thunderbird Services, LLC",1201 Stockton St.,,BROWNFIELD,TEXAS,79316,33.16,-102.28,213112,1.00,1.00,0.00,1708188,"An employee was moving an 8-9 inch service packer tool from a tool vise into a tool hoist for relocation. The tool shifted in the sling of the hoist and the employee's thumb was struck by the tool, amputating the tip. The employee was hospitalized.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3440,"Overhead hoists, unspecified",,,1
20231010049,2099404,10/31/2023,"Anchor Sandblasting and Coatings, LLC",Gulf Marine Repair Shipyard,1800 Grant Street,TAMPA,FLORIDA,33605,27.94,-82.44,213112,1.00,0.00,0.00,1709042,An employee was rolling up a power cord inside the tank of a vessel when they stepped backward into a manhole behind them. The employee fell through the hole inside the tank of the vessel and sustained fractures to the shoulder as well as swelling of the left side of the back.,111,Fractures,41,"Shoulder(s), including clavicle(s), scapula(e)",258,Fall on water vehicle,830,"Water vehicle, unspecified",,,1
20231110097,2098916,11/1/2023,Bunge Oils,6700 Snowden Road,,FORT WORTH,TEXAS,76140,32.64,-97.30,324191,1.00,0.00,0.00,,"An employee was removing a cap from a pressurized line. The end cap came off the line and struck the employee's jaw, causing a laceration and fracture on the left side.",111,Fractures,135,"Jaw, chin",6242,Struck by discharged object or substance,4911,"Container caps, lids, covers",30,"Machinery, unspecified",1
20231110122,2099248,11/2/2023,Ergon Refining Inc,Ergon Refining Fuels Terminal,,VICKSBURG,MISSISSIPPI,39183,32.38,-90.84,324110,0.00,1.00,0.00,,"An employee was removing a dock hose when their fingers were caught between the hose flange and the top rail of the dock, resulting in a partial finger amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,2122,Hoses,650,"Other structural elements, unspecified",1
20231110131,2099808,11/2/2023,The Peoples Gas Light and Coke Company,9834 S. Escanaba Avenue,,CHICAGO,ILLINOIS,60617,41.71,-87.55,221210,1.00,0.00,0.00,,"On November 2, 2023, at approximately 1:00 p.m., an employee was lighting the pilot on a customer's furnace when they sustained first- and second-degree burns.",1522,Second degree heat (thermal) burns,9999,Nonclassifiable,533,Contact with hot objects or substances,3324,"Furnaces, heaters",,,1
20231110149,2100871,11/3/2023,"Sam Davis Well Drilling, INC",83 Explorer Lane,,RABUN GAP,GEORGIA,30568,34.94,-83.38,237110,1.00,0.00,0.00,1710279,"Employees were pulling a pipe from a truck rack when one end struck the ground. The other end was on the injured employee's shoulder, resulting in fractured back vertebrae.",111,Fractures,320,"Back, including spine, spinal cord, unspecified",6230,"Struck by falling object or equipment, unspecified",4120,"Pipes, ducts, tubing, unspecified",,,1
20231110198,2100047,11/4/2023,USA Trucking LLC,Site Name: BJU M23A FED 25A-23-496,"Lat: 48.15199255, Long: -102.79497385",PARACHUTE,COLORADO,81635,39.45,-108.05,213112,1.00,0.00,0.00,,An employee slipped and fell on the ground while storing hoses that had been used in a tanker truck delivery. The employee sustained a fractured hip.,111,Fractures,341,Hip(s),422,Fall on same level due to slipping ,660,"Floors, walkways, ground surfaces, unspecified",,,1
20231110248,2100244,11/6/2023,"Virtue Oilfield Rentals, LLC",Wilson #1-33 Lease P collins road,,SPIRO,OKLAHOMA,74959,35.23,-94.56,213112,1.00,0.00,0.00,,"After running a survey and putting air back on the hole, two employees were standing in the doorway of the doghouse watching the flow line to see if there was a gas flare. The pilot light for the flow line was not ignited. The injured employee used a propane torch to igniting the pilot light. A flash fire resulted due to down-hole gas that had come out of the flow line. The injured employee sustained second degree burns to their face, forearms, and hands.",1522,Second degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",1852,"Flammable gas, unspecified",7261,"Welding, cutting, and blow torches",1
20231110285,2100528,11/7/2023,"PLANTERS COTTON OIL MILL, INC.",2901 PLANTERS DRIVE,,PINE BLUFF,ARKANSAS,71601,34.20,-91.98,311224,0.00,1.00,0.00,1709332,An employee was cleaning a delinter saw when it caught their left forearm and amputated it.,1311,Amputations,423,Forearm(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",3769,"Textile, apparel, leather production machinery, n.e.c.",,,1
20231110295,2100741,11/7/2023,Ferrellgas Partners LP,805 South Lincoln Street,,LOWELL,ARKANSAS,72745,36.24,-94.13,454310,1.00,0.00,0.00,1710207,"An employee was transferring propane from his bobtail truck to a storage tank. As the employee removed the hose, propane shot out and struck him in the mid-section, resulting in propane freeze burns from below the waist to the top of the knees. The employee was hospitalized.",1590,"Other burns, unspecified",80,"Multiple body parts, unspecified",534,Contact with cold objects or substances,1643,Propane,,,1
20231110382,2101702,11/10/2023,Miller Pipeline Inc,2800 Laskey Rd.,,TOLEDO,OHIO,43613,41.70,-83.61,237110,1.00,0.00,0.00,,"On November 10, 2023, an employee was flagging and directing temporary traffic controls on a natural gas line replacement project. The employee was struck by a motor vehicle and sustained multiple injuries including an internal tear to an artery, a shoulder injury, and a broken leg.",180,"Multiple traumatic injuries and disorders, unspecified",80,"Multiple body parts, unspecified",2410,"Pedestrian struck by vehicle in work zone, unspecified",840,"Highway vehicle, motorized, unspecified",,,1
20231110399,2102414,11/10/2023,"Trojan Tubular Services, LLC",ORLA 652 SWD #1,,ORLA,TEXAS,79770,31.82,-103.90,213112,1.00,1.00,0.00,1710050,An employee was rigging and loading tools and equipment onto a trailer when they were shocked. The employee's sustained third-degree burns in the right hand and possible amputation of fingers. Electricity exited through the employee's left foot resulting in the amputation of the fourth toe and the partial amputation of the little toe. The employee then fell and suffered a skull fracture.,1839,"Fractures and other injuries, n.e.c.",899,"Multiple body parts, n.e.c.",40,"Fall, slip, trip, unspecified ",9999,Nonclassifiable,,,1
20231110462,2103133,11/13/2023,"Offshore Energy Services, L.L.C.",5900 US Hwy 90 E,,BROUSSARD,LOUISIANA,70518,30.10,-91.94,213112,1.00,1.00,0.00,,"An employee was servicing a track tongue scissor assembly that was hoisted. The equipment fell from the hoisting mechanism and onto their left little finger, resulting in an amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6233,Struck by object falling from vehicle or machinery-other than vehicle part,30,"Machinery, unspecified",340,"Material and personnel handling machinery, unspecified",1
20231110468,2102921,11/14/2023,Baytex Energy USA,"28 26'40.9""N 99 25'55.1""W","28 26'40.9""N 99 25'55.1""W",BIG WELLS,TEXAS,78830,28.56,-99.57,213112,1.00,0.00,0.00,1725983,"An employee was near a hybrid separator when it malfunctioned, resulting in a flash fire that burned the employee's upper body.",1520,"Heat (thermal) burns, unspecified",80,"Multiple body parts, unspecified",313,Vehicle or machinery fire,3242,"Mineral sorters, separators, concentrators",,,1
20231110804,2106622,11/24/2023,W&W Energy Services,Vital Energy Section 39 Compressor Station U.S. Highway 285,,PECOS,TEXAS,79772,31.44,-103.50,213112,1.00,0.00,0.00,,"An employee was securing ladders on a gang truck. He lost his footing and fell from the back of the truck bed, striking his abdomen on the edge of the bed or the trailer hitch. The employee sustained five broken ribs and a punctured lung requiring hospitalization and surgery.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",4330,"Other fall to lower level, unspecified",8429,"Truck-motorized freight hauling and utility, n.e.c",660,"Floors, walkways, ground surfaces, unspecified",1
20231110822,2105980,11/26/2023,"DC Power Tong, LLC",Gap Road & Fifth Street NW,Lundberg Federal Wellsite,KILLDEER,NORTH DAKOTA,58640,40.01,-76.02,213111,1.00,0.00,0.00,1713285,An employee was removing tubing caps and cleaning tubing ends with solvent. Their flame-resistant pants became soaked with the cleaning solvent and were ignited by a propane torch used for removing tubing caps. The employee was hospitalized with burns to their legs.,1520,"Heat (thermal) burns, unspecified",510,"Leg(s), unspecified",314,Ignition of clothing from controlled heat source,9112,"Blouses, shirts, dresses, trousers, skirts",7261,"Welding, cutting, and blow torches",1
20231110896,2108012,11/28/2023,"Oil City Iron Works, Inc.",909 S. 12TH ST.,,CORSICANA,TEXAS,75110,32.08,-96.46,331511,1.00,0.00,0.00,1714294,"An employee was cleaning his work area and preparing it to begin making air-set molds
when a nearby forklift that was backing out from a load swung around and struck the employee. They sustained a lower left leg fracture.",111,Fractures,513,Lower leg(s),2443,Pedestrian struck by vehicle backing up in nonroadway area,8621,"Forklift, order picker, platform truck-powered",,,1
20231110914,2107377,11/29/2023,"Flogistix, LP","31.700051, -102.080809",,MIDLAND,TEXAS,79706,31.88,-102.01,213112,1.00,0.00,0.00,,An employee removed the spark plugs and was rotating an engine to evacuate condensate from the cylinders. An unknown source ignited the condensate and natural gas. The employee sustained burns to the back of his hands and upper leg area.,1520,"Heat (thermal) burns, unspecified",87,Upper and lower limb(s),313,Vehicle or machinery fire,3244,Oil drilling rigs and machinery,,,1
20231110945,2107718,11/30/2023,National Oilwell Varco,500 Conroe Park W Dr.,,CONROE,TEXAS,77303,30.35,-95.45,333132,1.00,0.00,0.00,,"An employee had just completed grinding on a 1,300-pound rotor using a pneumatic grinder. They were attempting to manually push the rotor on a cart out of the workstation when the retractable air hose created an obstruction under the wheel of the cart. The employee went to push the cart over the obstruction when the cart and rotor became unstable, tipping over and striking the employee on the left foot. They sustained multiple foot fractures that required hospitalization and surgery.",111,Fractures,530,"Foot (feet), unspecified",6239,"Struck by falling object or equipment, n.e.c.",871,"Cart, dolly, hand truck-nonpowered",2122,Hoses,1
20231211001,2108294,12/1/2023,NexTier Oilfield Solutions Inc,2818 E. F.M. 1212,,STANTON,TEXAS,79782,32.14,-101.91,213112,1.00,1.00,0.00,,"An employee was moving a crosshead assembly. The joint on the assembly caught his left middle finger, amputating the tip.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211029,2108783,12/3/2023,"Patterson-UTI Drilling Company, LLC",Rig 221,GPS_Coordinates: N 32.56418 W -94.26518,AVINGER,TEXAS,75630,32.83,-94.61,213111,1.00,0.00,0.00,,"An employee was assisting with moving a 12-inch PVC pipe. The pipe shifted, pinching the employee's left index finger against a support post. The employee's finger was fractured.",111,Fractures,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4125,"Plastic, PVC, or rubber pipes and tubing",6392,"Posts, bollards, moorings",1
20231211031,2108925,12/3/2023,Creston Energy Group,Chevron Sunnyside State 2 Pad,,ORLA,TEXAS,79770,31.82,-103.90,213112,1.00,1.00,0.00,,"An employee was moving a light tower so it could be hitched to a truck. He grabbed the tongue of the trailer hitch on the light tower to slide it to the left. The tongue jack fell off, causing the light tower tongue to drop on the employee's right hand. The employee's middle fingertip was amputated.",1311,Amputations,4422,Fingertip(s),6239,"Struck by falling object or equipment, n.e.c.",483,Trailers,,,1
20231211033,2108388,12/3/2023,Wildcat Fluids Inc.,GPS: 31.59.12.2 N. 103.50.18.9 W,,MENTONE,TEXAS,79754,31.82,-103.65,213112,1.00,0.00,0.00,,"An employee was cleaning a sight glass on a gas separation machine that was located on top of a self contained/self evacuating tank. When the valve that connected the well bore to the gas separation machine was opened, gas/vapor ignited, causing a flash fire that burned the employee's face and hands.",1520," Heat (thermal) burns, unspecified",899," Multiple body parts, n.e.c.",317," Ignition of vapors, gases, or liquids",160," Coal, natural gas, petroleum fuels and products, unspecified",3790," Other special process machinery, unspecified",1
20231211112,2109374,12/5/2023,"Cleveland Integrity Services, LLC",6300 W Port Arthur Rd,,PORT ARTHUR,TEXAS,77640,29.91,-94.01,213112,1.00,0.00,0.00,1714587,"An employee was performing oversight for the welding of a pipeline launcher door on a construction project. Two welders were performing arc welding, one on the interior diameter of the pipeline launcher door, and the other on the outside diameter of the launcher door when a flash fire occurred. The injured employee sustained first- and second-degree burns to the face, neck, back, and hands.",1522, Second degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",310,"Fire, unspecified",9999, Nonclassifiable,,,1
20231211139,2109950,12/6/2023,Tri Con Works,14115 Davis Estate Road,,NEEDVILLE,TEXAS,77461,29.39,-95.72,213111,0.00,1.00,0.00,1715916,An employee was applying grease to the cables of a machine during maintenance. He was caught by the 1-inch cable and pulled into the cable spool. The employee sustained partial amputations to three fingers on his right hand.,1311, Amputations,4420," Finger(s), fingernail(s), unspecified",6411," Caught in running equipment or machinery during maintenance, cleaning ",3244, Oil drilling rigs and machinery,,,1
20231211205,2109976,12/7/2023,"Bullseye Testing, LLC",3107 South County Road 1180,,MIDLAND,TEXAS,79706,31.96,-102.05,213112,1.00,1.00,0.00,,"An employee was on the ground level during pipe scanning operations assisting the rig crew to stand a 64-foot pipe. The pipe slid onto his left foot, resulting in the amputation of two toes.",1311,Amputations,532,"Toes(s), toenail(s)",642,Compressed or pinched by shifting objects or equipment,4123,"Metal pipes, tubing",,,1
20231211210,2109993,12/7/2023,New Wave Energy Services,303 W. Wall Street,,MIDLAND,TEXAS,79706,31.99,-102.07,213112,1.00,0.00,0.00,,"The injured employee was spray painting lay flat shipping reels while another employee was picking up the reels with a telehandler after they were painted. The telehandler bumped a reel, causing other reels to fall. The injured employee was caught between the reels, resulting in broken left femur.",111,Fractures,511,Thigh(s),249,"Pedestrian vehicular incident, n.e.c.",8629,"Industrial vehicle, material hauling and transport-powered, n.e.c",2133,"Reels, rolls, spools, coils, cones",1
20231211216,2110415,12/8/2023,Patterson UTI Drilling,Rig 880,"N31.78443, W -102.16954",MIDLAND,TEXAS,79701,31.99,-102.08,213111,1.00,0.00,0.00,,An employee was lowering a string with a valve attached onto a shaker table when their hand was caught between the guardrail and valve. The employee's right thumb was crushed and required surgery.,1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211219,2110225,12/8/2023,All Weather Well Service,"Boulder 2-4H. 48.008712, -103.351618",,WATFORD CITY,NORTH DAKOTA,58854,47.80,-103.26,213112,1.00,1.00,0.00,1716044,"An employee was spinning rod tongs when his hand slipped and was caught in the tongs, resulting in a little finger amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3244,Oil drilling rigs and machinery,,,1
20231211258,2110935,12/10/2023,Nabors Drilling,X07 Well Name Q3467 Farley GD 1H,,MARQUEZ,TEXAS,77865,31.25,-96.22,213111,1.00,0.00,0.00,,An employee was retrieving cable that had been laid on top of pipe racks. The employee's leg was pinned between two pipe racks. The employee suffered a contusion to the leg and was hospitalized.,143,"Bruises, contusions",510,"Leg(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",2214,Racks-garment and other,2214,Racks-garment and other,1
20231211299,2110894,12/11/2023,"Pipeline Plastics, LLC",10805 US Highway 212,,BELLE FOURCHE,SOUTH DAKOTA,57717,44.70,-103.88,326122,0.00,1.00,0.00,,"An employee was replacing knives on a shredder. To check the alignment of the knives, the employee pulled on the v-belt. The employee's left ring fingertip became caught in the belt and pulley and was amputated.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3599,"Metal, woodworking, and special material machinery, n.e.c.",,,1
20231211320,2111724,12/12/2023,Stoneham Drilling,Rig 7,"South of Big spring, TX",GARDEN CITY,TEXAS,79739,31.86,-101.49,213111,1.00,0.00,0.00,,"An employee was standing by the front side of the mud mix pump guard. He squatted down and stretched out to reach the belt with his left hand and was able to grab it. When he began to rise, belt in hand, his hand got caught on the backside of the guard. The belt and pulley pulled the used belt that was in his hand into the pulley, causing amputations to the middle, ring, and little fingertips.",1311, Amputations,4422, Fingertip(s),6411," Caught in running equipment or machinery during maintenance, cleaning ",3244, Oil drilling rigs and machinery,,,1
20231211323,2111327,12/12/2023,HT Energy LLC,"32.2997513, -10",,ANDREWS,TEXAS,79714,32.31,-102.55,213112,1.00,0.00,0.00,,An employee was greasing tongs on a work-over rig. The tongs lacerated one of the employee's fingers.,132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",60,"Contact with objects and equipment, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211334,2111343,12/12/2023,Kinder Morgan,3992 146th Avenue NW,,ALEXANDER,NORTH DAKOTA,58831,47.66,-103.65,213112,1.00,0.00,0.00,1716070,"An employee was diagnosing an alarm on a compressor skid. They were changing out a liquid level switch on the natural gas compressor system when there was a flash fire/explosion. The employee sustained burns to their face and ear, and severe burns to both hands. The employee was hospitalized.",1520," Heat (thermal) burns, unspecified",440," Hand(s), unspecified",310," Fire, unspecified",9999, Nonclassifiable,,,1
20231211376,2112602,12/14/2023,"Patterson-UTI Drilling Company, LLC",GPS_Coordinates: N 34.65136 W -97.66,,FOSTER,OKLAHOMA,73434,34.61,-97.48,213111,1.00,0.00,0.00,,"The injured employee was standing near the end of a pipe rack installing a pin in the pipe stop. Another employee was utilizing a forklift nearby to move another set of pipe racks. As the forklift moved, it drove over a bump and bounced; the brakes were then applied and one side of the pipe rack fell off the forks and landed on the injured employee s right boot, pinning his boot against the ground and resulting in multiple fractures and lacerations to his right foot.",111, Fractures,530,"Foot (feet), unspecified",249," Pedestrian vehicular incident, n.e.c.",8621," Forklift, order picker, platform truck-powered",2214, Racks-garment and other,1
20231211429,2112510,12/15/2023,NorAm Drilling Company,Well # Jett H3 H01BH,,MCCAMEY,TEXAS,79752,31.16,-102.10,213111,1.00,0.00,0.00,,An employee was assisting with pipe on a drilling rig. The slips came down and landed on the employee's left foot fracturing four metatarsals.,111,Fractures,539,"Foot (feet), n.e.c.",60,"Contact with objects and equipment, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211471,2113907,12/18/2023,PanTerra Energy,89 Maroon Dr.,,ASPEN,COLORADO,81611,39.19,-106.84,213112,0.00,1.00,0.00,,An employee was retrieving a lost drill pipe with a lifting bail when their left thumb got pinched between the table and handle of the lifting bail while trying to re-thread the pipe to lift it out. The employee suffered an amputation to the left thumb.,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211493,2113376,12/19/2023,Producers Midstream,9305 CR 22,,BRISCOE,TEXAS,79011,35.64,-100.14,213112,0.00,1.00,0.00,,"An employee was installing a compressor piston. He tripped and fell backward while the piston was in his lap. As he landed, the little finger of his left hand became caught between the piston and compressor piping resulting in a partial amputation of the fingertip. The employee required stitches and the fingertip was reattached.",1311,Amputations,4422,Fingertip(s),4210,"Fall on same level due to tripping, unspecified",6620,"Floor, unspecified",,,1
20231211550,2114535,12/21/2023,"Weld Mech, Inc.",HWY 86 & Frontier Rd,,PERRY,OKLAHOMA,73077,,,213112,0.00,1.00,0.00,,"An employee was standing on the rig floor next to a polishing unit. His hand was placed on the polishing unit when the pump was lowered, resulting in amputation of their right thumb, ring, and middle fingertips.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20231211620,2114508,12/25/2023,Innovex Downhole Solutions,9513 W. County Road 143,,MIDLAND,TEXAS,79706,31.92,-102.06,213111,0.00,1.00,0.00,,An employee reached to push a control button to close an overhead door when their little finger was caught between the door and the track. The employee's right little fingertip was amputated.,1311,Amputations,4422,Fingertip(s),6412,Caught in running equipment or machinery during regular operation,6512,Garage doors,,,1
20231211690,2115365,12/28/2023,"Marathon Petroleum Company, LP",2401 5Th Ave S,,TEXAS CITY,TEXAS,77590,29.37,-94.92,324110,0.00,1.00,0.00,,An employee was moving a pump case around on jack stands when the load shifted and contacted the employee's right thumb causing a crush injury. The thumb tip was amputated.,1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4429,"Machine and appliance parts, n.e.c.",347,Jacks,1
20231211748,2115827,12/30/2023,Petroleum Service Corporation,4999 Scenic HWY (Exxon Mobil Chemical Refinery),Bldg. 8,BATON ROUGE,LOUISIANA,70805,30.49,-91.17,488320,1.00,0.00,0.00,,"An employee was preparing a tank car for loading while chipping away solidified product in the manway opening of the tank car. A pressure noise within the tank car startled the employee, causing him to stumble backward and fall approximately 10 feet over the guard railing at the chemical loading rack to the ground. The employee suffered fractured vertebrae, a fractured right wrist and  ankle, and a dislocated jaw.",1834,Fractures and dislocations,899,"Multiple body parts, n.e.c.",4332,Other fall to lower level 6 to 10 feet,6340,"Scaffolds-staging, unspecified",660,"Floors, walkways, ground surfaces, unspecified",1
20231211765,2115805,12/31/2023,KLX Energy Services,EOG Braves 5-H unit,28.35'41.4N 98.49'16.2W,CHARLOTTE,TEXAS,78011,28.86,-98.70,213112,1.00,1.00,0.00,,"An employee was closing an office door when their middle fingertip was caught between the door and the frame, resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),6261,Struck by or caught in swinging door or gate,6511,"Doors, except garage and vehicle",,,1
2024010031,2116788,1/2/2024,NexTier Completion Solutions Inc.,5604 Medco Drive,,MARSHALL,TEXAS,75670,32.55,-94.29,213112,1.00,0.00,0.00,,"Employees were flushing a chemical line at a job site. As an employee was unplugging a hose connection, residual pressure caused caustic liquids to spray under his face shield, resulting in chemical burns to the face and neck that required hospitalization.",1510," Chemical burns, corrosions  degree unspecified",811, Head and neck,5553, Exposure through intact tissue,1460, Corrosive bases  unspecified,990," Source, secondary source  unspecified",1
2024010047,2116401,1/3/2024,"Nine Energy Services, Inc.",31.90519N 101.90635 W,.,MIDLAND,TEXAS,79701,31.99,-102.08,213112,1.00,0.00,0.00,,An employee was standing on top of a pump truck when he slipped and fell to the ground. The employee suffered a skull fracture.,124, Fractures   ,113, Skull,4142, Other fall to lower level  6 to 30 feet,8429," Trucks with other mounted machinery, equipment  n.e.c.",660," Ground, travel, and support surfaces  unspecified",1
2024010071,2116622,1/3/2024,Hess Corporation,10384 68th St NW,,TIOGA,NORTH DAKOTA,58852,48.40,-102.92,213111,1.00,0.00,0.00,,"An employee was parking his company vehicle. As he stepped out of the truck, the employee stepped on a patch of ice, slipped, and fell to the ground. The employee suffered a lower right leg fracture.",124, Fractures   ,523, Lower leg(s),4312, Fall on same level due to slip or trip,6624, Other constructed surface,9521," Ice, sleet, snow, hail",1
2024010090,2117545,1/4/2024,Berg Pipe Mobile Corp.,900 Papermill Rd,,MOBILE,ALABAMA,36610,30.73,-88.07,213112,0.00,1.00,0.00,1718414,An employee's left ring finger was caught between two pipes (one stationary and the other being rolled). The employee suffered a partial finger amputation.,1220," Amputations, avulsions, enucleations  unspecified",4429, Other finger(s)  n.e.c.,660, Contact with non-running objects or equipment  unspecified ,4220," Pipes, ducts, tubing  unspecified",990," Source, secondary source  unspecified",1
2024010112,2117235,1/5/2024,Boston Gas Company DBA National Grid,28 Nichols Street,,SALEM,MASSACHUSETTS,01970,42.51,-70.91,221210,0.00,1.00,0.00,,"Upon completing the threading of a piece of 1  pipe an employee began to wrench on a 90-egree fitting using a pipe threading machine as a vise. The employee inadvertently stepped on the automatic pedal of the pipe threader, engaging the equipment while they were installing the fitting on the opposite end of the pipe. The employee s finger got caught between the wrench and the stabilizing bar, causing a fingertip amputation.",1220," Amputations, avulsions, enucleations  unspecified",4421," Finger or thumb tip(s), nail(s)",653," Caught, entangled in running powered equipment  normal operation",3535," Threading, tapping machinery",991, Secondary source not applicable,1
